"Data Import Template"
"Table:","Tree Species"
""
""
"Notes:"
"Please do not change the template headings."
"First data column must be blank."
"If you are uploading new records, leave the ""name"" (ID) column blank."
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present."
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish."
"For updating, you can update only selective columns."
"You can only upload upto 5000 records in one go. (may be less in some cases)"
""
"DocType:","Tree Species","","","","","","","","","","","","","","","","","","","","~","Tree Species Local Name","local_names"
"Column Labels:","ID","Tree Family","Wikipedia Link","Occurance","Leaf Image","Tree Image","Leaf Shape","Leaf Attachment","Leaf Type","Leaf Veination","Leaf Margin","Canopy Shape","Bark","Flow Size (cm)","Flower","Fruit","Fruit Size (cm)","Fruiting Months","Publish","Page Name","","ID","Local Name"
"","""Dypsis Madagascariensis""","","http://en.wikipedia.org/wiki/Dypsis_madagascariensis","Common","","","","","","","","","Clustered,5-8 cm dia, smooth with shallow distant rigs of leaf bases galu cous green","0","Yellow","Yellow","0","No",1,"dypsis-madagascariensis","","""000000327""","Areca Palm"
"","""Ehretia Aspera""","Boraginaceae","http://fr.wikipedia.org/wiki/Ehretia","Occasional","","","Elliptic","Alternate","Simple","Reticulate","Acuminate","Spreading","short,with grey bark","0","White, Fragrant","Globose,Orange","0","April",1,"ehretia-aspera","","",""
"","""Ehretia Laevis""","Boraginaceae","http://en.wikipedia.org/wiki/Ehretia","Rare","","","Elliptic","Alternate","Simple","Reticulate","Acuminate","Spreading","short,with grey bark","0","White, Fragrant","Globose,Orange","0","April",1,"ehretia-laevis","","""000000328""","Ajaan"
"","""Elaeis Guineensis""","","http://en.wikipedia.org/wiki/Oil_palm","Occasional","","","","","","","","","Singal,60-90 cm dia ,covered with rings","0","No","Rough,Woody","0","No",1,"elaeis-guineensis","","""000000329""","Oil Palm"
"","""Elaeocarpus Sphaericus""","Elaeocarpaceae","http://en.wikipedia.org/wiki/Elaeocarpus","Rare","","","Elliptic","Alternate","Simple","Reticulate","Acuminate","Irregular","","0","Fragrant white","Oblong","0","Aug",1,"elaeocarpus-sphaericus","","""000000330""","Rudraksha"
"","""Emblica Officinalis""","Euphorbiaceae","http://en.wikipedia.org/wiki/Phyllanthus_emblica","Common","","","Linear","Alternate","Simple","Reticulate","Entire","Oval","grey,peeling off","0","Greenish pink","Globose yellow","0","March,April",1,"emblica-officinalis","","""000000331""","Awala"
"","""Eriobotrya Japonica""","Rosaceae","http://en.wikipedia.org/wiki/Loquat","Occasional","","","Elliptic","Alternate","Simple","Reticulate","Serrate","Irregular","","0","Fragrant,White","Yellowish","0","July",1,"eriobotrya-japonica","","""000000332""","Loquat"
"","""Erythrina Blakei""","Fabaceae","http://en.wikipedia.org/wiki/Erythrina_%C3%97bidwillii","Rare","","","Elliptic","Opposite","Uni-pinnate","","","Irregular","smooth,light brown.","0","Red","Pods","0","July,Aug",1,"erythrina-blakei","","""000000333""","Cockspur Coral Tree"
"","""Erythrina Crista-Galli""","Fabaceae","http://en.wikipedia.org/wiki/Erythrina_crista-galli","Rare","","","Elliptic","Opposite","Uni-pinnate","","","Irregular","","0","Red","Pods","0","July,Aug",1,"erythrina-crista-galli","","""000000334""","Cockspur Coral Tree"
"","""Erythrina Suberosa""","Fabaceae","http://en.wikipedia.org/wiki/Erythrina","Occasional","","","Ovate","Opposite","Uni-pinnate","","","Irregular","","0","Red","Pods brown","0","March",1,"erythrina-suberosa","","""000000335""","Buch Panagara"
"","""Erythrina Variegata""","Fabaceae","","Occasional","","","Ovate","Opposite","Uni-pinnate","","","Irregular","blackish,deeply cracked.","0","Scarlate red","Pods Cylindric","0","May,Jun",1,"erythrina-variegata","","""000000336""","Pangara"
"","""Eucalyptus Citriodora""","Myrtaceae","http://en.wikipedia.org/wiki/Corymbia_citriodora","Common","","","Lanceolate","Opposite","Simple","","","Erect","","0","White","Conical","0","Dec",1,"eucalyptus-citriodora","","""000000337""","Nilgiri"
"","""Eucalyptus Globulus""","Myrtaceae","http://en.wikipedia.org/wiki/Eucalyptus_globulus","Common","","","Lanceolate","Opposite","Simple","","","Erect","whitish, smooth, flaky.","0","White","Conical","0","Dec",1,"eucalyptus-globulus","","""000000338""","Nilgiri"
"","""Eucalyptus Spp (Confirm Name)""","Myrtaceae","http://en.wikipedia.org/wiki/Eucalyptus","Occasional","","","Ovate","Opposite","Simple","","","Erect","dark brown, deeply cracked.","0","No","No","0","No",1,"eucalyptus-spp-(confirm-name)","","""000000339""","Nilgiri"
"","""Eucalyptus Tereticornis""","Myrtaceae","http://en.wikipedia.org/wiki/Eucalyptus_tereticornis","Rare","","","Lanceolate","Opposite","Simple","","","Erect","whitish, smooth, flaky.","0","White Fragrant","Small, woody,round","0","Dec",1,"eucalyptus-tereticornis","","""000000340""","Nilgiri"
"","""Euphorbia Cotinifolia""","Euphorbiaceae","http://en.wikipedia.org/wiki/Euphorbia_cotinifolia","Common","","","Ovate","Opposite","Simple","","","Globular","","0","Small,yellow","No","0","Jan,Mar,May,July,sep,Nov",1,"euphorbia-cotinifolia","","""000000341""","Copper Plant"
"","""Euphorbia Lactea""","Euphorbiaceae","http://en.wikipedia.org/wiki/Euphorbia_lactea","Occasional","","","Linear","Alternate","Simple","No","No","Erect","woody, branchessucculent","0","No","No","0","No",1,"euphorbia-lactea","","""000000342""","Candelabra Plant"
"","""Euphorbia Leucocephala""","Euphorbiaceae","","Occasional","","","Lanceolate","Opposite","Simple","Reticulate","Entire","Oval","","0","Small,yellow","No","0","Jan,Feb",1,"euphorbia-leucocephala","","""000000343""","Snow Bush"
"","""Euphorbia Tirucalli""","Euphorbiaceae","http://en.wikipedia.org/wiki/Euphorbia_tirucalli","Occasional","","","Linear","Alternate","Simple","No","No","Irregular","","0","Pink","Dark Brown","0","April",1,"euphorbia-tirucalli","","""000000344""","Sher"
"","""Excoecaria Agallocha""","","http://en.wikipedia.org/wiki/Excoecaria","","","","","","","","","","","0","No","No","0","No",1,"excoecaria-agallocha","","",""
"","""Excoecaria Bussei""","Euphorbiaceae","","Rare","","","Elliptic","Alternate","Simple","Reticulate","Crenulate","Irregular","","0","Green","Green","0","July",1,"excoecaria-bussei","","""000000345""","Ballon Tree"
"","""Feronia Elephantum""","Rutaceae","http://en.wikipedia.org/wiki/Limonia_(plant)","Occasional","","","Ovate","Opposite","Uni-pinnate","","","Irregular","","0","Redish green","Globose ,grey","0","March",1,"feronia-elephantum","","""000000346""","Kavath"
"","""Ficus Amplissima""","Moraceae","","Occasional","","","Elliptic","Alternate","Simple","Reticulate","Entire","Oval","light coloured","0","No","No","0","Jan,Feb",1,"ficus-amplissima","","""000000347""","Pipri"
"","""Ficus Arnottiana""","Moraceae","","Common","","","Oblong","Alternate","Simple","Reticulate","Acuminate","Globular","","0","No","No","0","No",1,"ficus-arnottiana","","""000000348""","Pimpal"
"","""Ficus Benghalensis""","Moraceae","http://en.wikipedia.org/wiki/Ficus_benghalensis","Common","files/tree_species/banyan-leaf.jpg","files/tree_species/banyan-tree.jpg","Oblong","Alternate","Simple","Reticulate","Entire","Spreading","","0","No","No","0","March,April",1,"ficus-benghalensis","","""000000349""","Wad"
"","","","","","","","","","","","","","","","","","","","","","","""000000638""","Banyan"
"","""Ficus Benghalensis Var. Krishnae""","Moraceae","","Common","","","Oblong","Alternate","Simple","Reticulate","Entire","Spreading","","0","No","No","0","March,April",1,"ficus-benghalensis-var.-krishnae","","""000000350""","Wad"
"","""Ficus Benjamina""","Moraceae","http://en.wikipedia.org/wiki/Ficus_benjamina","Common","","","Elliptic","Alternate","Simple","Reticulate","Entire","Spreading","","0","No","No","0","March,April",1,"ficus-benjamina","","""000000351""","Nuda"
"","""Ficus Benjamina Var. Nuda""","Moraceae","","Occasional","","","Elliptic","Alternate","Simple","Reticulate","Entire","Spreading","without aerial roots","0","No","No","0","March",1,"ficus-benjamina-var.-nuda","","""000000352""","Benjamina"
"","""Ficus Carica""","Moraceae","http://Commons.wikimedia.org/wiki/Ficus_carica","Occasional","","","Oblong","Alternate","Simple","Reticulate","Sinuate","Irregular","","0","No","No","0","Jun,July,Aug",1,"ficus-carica","","""000000353""","Anjeer"
"","""Ficus Drupacea Var. Pubescens""","Moraceae","","Rare","","","Oblong","Alternate","Simple","Reticulate","Acuminate","Oval","","0","No","No","0","April,May",1,"ficus-drupacea-var.-pubescens","","""000000354""","Burali Wad"
"","""Ficus Elastica""","Moraceae","http://en.wikipedia.org/wiki/Ficus_elastica","Common","","","Elliptic","Alternate","Simple","Reticulate","Acuminate","Spreading","","0","No","No","0","Jun.July",1,"ficus-elastica","","""000000355""","Rubber Tree"
"","""Ficus Exasperata""","Moraceae","http://en.wikipedia.org/wiki/Artocarpus_hirsutus","Occasional","","","Elliptic","Alternate","Simple","Reticulate","Serrate","Irregular","","0","No","No","0","Jun,July",1,"ficus-exasperata","","""000000356""","Kharwat"
"","""Ficus Hispida""","Moraceae","http://en.wikipedia.org/wiki/Ficus_hispida","Rare","","","Ovate","Opposite","Simple","","","Spreading","short, crooked,withought aerial roots.","0","No","No","0","Octo,Nov,Dec",1,"ficus-hispida","","""000000357""","Kala Umber"
"","""Ficus Lyrata""","Moraceae","http://en.wikipedia.org/wiki/Ficus_lyrata","Occasional","","","Oblong","Alternate","Simple","Reticulate","Wavy","Oval","","0","No","No","0","Jun,July",1,"ficus-lyrata","","""000000358""","Fiddleleaf Fig"
"","""Ficus Microcarpa""","Moraceae","http://en.wikipedia.org/wiki/Ficus_microcarpa","Common","","","Elliptic","Alternate","Simple","Reticulate","Entire","Spreading","","0","No","No","0","March,April",1,"ficus-microcarpa","","""000000359""","Nandruk"
"","""Ficus Mollis""","Moraceae","","Rare","","","Oblong","Alternate","Simple","Reticulate","Entire","Spreading","white ,scaly branches wiith thin aerial roots, young branches with rusty tomentum.","0","No","No","0","March,April",1,"ficus-mollis","","""000000360""","Kallu Goli"
"","""Ficus Mysorensis""","Moraceae","","Rare","","","Oblong","Alternate","Simple","Reticulate","Acuminate","Oval","","0","No","No","0","April,May",1,"ficus-mysorensis","","""000000361""","Burali Wad"
"","""Ficus Natalensis""","Moraceae","http://en.wikipedia.org/wiki/Ficus_natalensis","Rare","","","Ovate","Alternate","Simple","Reticulate","Entire","Spreading","","0","No","No","0","No",1,"ficus-natalensis","","""000000362""","Triangle Leaf Tree"
"","""Ficus Racemosa""","Moraceae","http://en.wikipedia.org/wiki/Ficus_racemosa","Common","","","Elliptic","Alternate","Simple","Reticulate","Entire","Erect","","0","No","No","0","Jan-Dec",1,"ficus-racemosa","","""000000363""","Umbar"
"","""Ficus Religiosa""","Moraceae","http://en.wikipedia.org/wiki/Ficus_religiosa","Common","files/tree_species/peepal-leaf.jpg","files/tree_species/peepal-tree.jpg","Oblong","Alternate","Simple","Reticulate","Acuminate","Globular","lihgt coloured,branches with milky juice and withought aerial roots.","0","No","No","0","No",1,"ficus-religiosa","","""000000364""","Pimpal"
"","","","","","","","","","","","","","","","","","","","","","","""000000365""","Pipal"
"","","","","","","","","","","","","","","","","","","","","","","""000000366""","Peepal"
"","","","","","","","","","","","","","","","","","","","","","","""000000367""","Sacred Fig"
"","""Ficus Spp""","Moraceae","http://en.wikipedia.org/wiki/Ficus","Occasional","","","Oblong","Alternate","Simple","Reticulate","Sinuate","Irregular","","0","No","No","0","Jun,July,Aug",1,"ficus-spp","","""000000368""","Anjeer"
"","""Ficus Virens""","Moraceae","http://en.wikipedia.org/wiki/Ficus_virens","Occasional","","","Elliptic","Alternate","Simple","Reticulate","Entire","Oval","grey,smooth","0","No","No","0","May",1,"ficus-virens","","""000000369""","Payar"
"","""Filicium Decipiens""","Sapindaceae","","Occasional","","","Oblong","Alternate","Uni-pinnate","","","Irregular","","0","White","Purple","0","Octo",1,"filicium-decipiens","","""000000370""","Fern Tree"
"","""Firmiana Colorata""","Sterculiaceae","","Rare","","","Lobed","Alternate","Simple","Reticulate","Acuminate","Oval","","0","Orangish Red","Red","0","April",1,"firmiana-colorata","","""000000371""","Kaushi"
"","""Flacourtia Latifolia""","Flacourtiaceae","http://es.wikipedia.org/wiki/Flacourtia","Occasional","","","Elliptic","Alternate","Simple","Reticulate","Crenate-serrate","Erect","armed","0","Small,Grean","Globose,Purple","0","March,April",1,"flacourtia-latifolia","","""000000372""","Tambat"
"","""Flacourtia Montana""","Flacourtiaceae","http://en.wikipedia.org/wiki/Flacourtia","Occasional","","","Elliptic","Alternate","Simple","Reticulate","Crenate-serrate","Erect","armed","0","Small,Grean","Globose,Purple","0","March,April",1,"flacourtia-montana","","""000000373""","Tambat"
"","""Garcinia Indica""","Clusiaceae","http://en.wikipedia.org/wiki/Garcinia_indica","Occasional","","","Elliptic","Opposite","Simple","Reticulate","Entire","Erect","","0","No","smooth,Purple","0","Dec",1,"garcinia-indica","","""000000374""","Kokam"
"","""Garcinia Livingstonei""","Clusiaceae","http://en.wikipedia.org/wiki/Garcinia_livingstonei","Rare","","","Elliptic","Opposite","Simple","Reticulate","Entire","Vase shaped","","0","Yellowish,white","Globose,Orange","0","Octo,",1,"garcinia-livingstonei","","""000000375""","African Mangosteine"
"","""Gardenia Angusta""","Rubiaceae","http://Commons.wikimedia.org/wiki/File:Gardenia_angusta.JPG","Occasional","","","Elliptic","Opposite","Simple","Reticulate","Acuminate","Globular","","0","Fragrant,white","Globose woody","0","June",1,"gardenia-angusta","","",""
"","""Gardenia Latifolia""","Rubiaceae","http://en.wikipedia.org/wiki/Gardenia_latifolia","Rare","","","Ovate","Opposite","Simple","","","Irregular","smooth, grey, flaky.","0","Fragrant ,solitary","Globose","0","Jun",1,"gardenia-latifolia","","""000000376""","Pendro"
"","""Gardenia Resinifera""","Rubiaceae","http://en.wikipedia.org/wiki/Gardenia","Occasional","","","Elliptic","Opposite","Simple","Reticulate","Acuminate","Globular","resinous.","0","Fragrant,white","Globose woody","0","June",1,"gardenia-resinifera","","""000000377""","Dikemali"
"","""Gardenia Uliginosa""","Rubiaceae","","Rare","","","Ovate","Opposite","Simple","","","Erect","","0","White Fragrant","Yellowish Brown","0","May,Jun",1,"gardenia-uliginosa","","""000000378""","Pandhara"
"","""Garuga Pinnata""","Burseraceae","http://en.wikipedia.org/wiki/Garuga","Rare","","","Lanceolate","Opposite","Uni-pinnate","","","Irregular","","0","Yellow","Black","0","Feb,March",1,"garuga-pinnata","","""000000379""","Kakad"
"","""Givotia Rottleriformis""","Euphorbiaceae","","Occasional","","","Oblong","Alternate","Simple","Reticulate","Dentate","Globular","","0","Small yellow","Globose","0","April",1,"givotia-rottleriformis","","""000000380""","Panki"
"","""Gliricidia Sepium""","Fabaceae","http://en.wikipedia.org/wiki/Gliricidia_sepium","Common","","","Ovate","Opposite","Uni-pinnate","","","Irregular","","0","Pink","Pods flat","0","Jan,feb",1,"gliricidia-sepium","","""000000381""","Giripushpa"
"","""Glochidion Ellipticum""","Euphorbiaceae","","Occasional","","","Elliptic","Alternate","Simple","Reticulate","Acuminate","Erect","","0","Green","Globose","0","Feb",1,"glochidion-ellipticum","","""000000382""","Bhoma"
"","""Gmelina Arborea""","Verbenaceae","http://en.wikipedia.org/wiki/Gmelina_arborea","Occasional","","","Ovate","Opposite","Simple","","","Irregular","greyish yellow,corky.","0","Yellow","Orangish yellow","0","March,April",1,"gmelina-arborea","","""000000383""","Shiwan"
"","""Grevillea Robusta""","Proteaceae","http://en.wikipedia.org/wiki/Grevillea_robusta","Occasional","","","Lanceolate","Alternate","Uni-pinnate","","","Irregular","black, furrowed.branches ascending.","0","Orange","Oblong","0","March",1,"grevillea-robusta","","""000000384""","Silver Oak"
"","""Grewia Asiatica""","Tiliaceae","http://en.wikipedia.org/wiki/Grewia_asiatica","Occasional","","","Oblong","Alternate","Simple","Reticulate","Tooth margin","Trailing","short crooked. Branches hairy.","0","Yellow","red","0","July",1,"grewia-asiatica","","""000000385""","Phalsa"
"","""Grewia Flavescens""","Tiliaceae","http://en.wikipedia.org/wiki/Grewia","Occasional","","","Elliptic","Alternate","Simple","Reticulate","Serrate","Trailing","quadrangular deep grooved","0","Yellow","Yellowish Brown","0","July,Augest",1,"grewia-flavescens","","""000000386""","Khatkhati"
"","""Guaiacum Officinale""","Zygophyllaceae","http://en.wikipedia.org/wiki/Guaiacum_officinale","Occasional","","","Ovate","Opposite","Uni-pinnate","","","Spreading","","0","Blue","Orange","0","Feb,March,July Aug",1,"guaiacum-officinale","","""000000387""","Gum Guaiacum"
"","""Guazuma Ulmifolia""","Sterculiaceae","http://en.wikipedia.org/wiki/Phyllanthus_emblica","Occasional","","","Lanceolate","Alternate","Simple","Reticulate","Serrate","Erect","","0","Yellow","Globose woody","0","March,April,Octo,Nov",1,"guazuma-ulmifolia","","""000000388""","Rudrakshi"
"","""Haematoxylon Campechianum""","Mimosaceae","http://en.wikipedia.org/wiki/Haematoxylum_campechianum","Rare","","","Oblong","Opposite","Uni-pinnate","","","Irregular","","0","No","No","0","No",1,"haematoxylon-campechianum","","""000000389""","Raktachandan"
"","""Haldina Cordifolia""","Rubiaceae","http://en.wikipedia.org/wiki/Haldina","Rare","","","Ovate","Opposite","Simple","","","Spreading","","0","Yellowish,Red","Globose","0","July,Aug",1,"haldina-cordifolia","","""000000390""","Hedu"
"","""Hamelia Patens""","Rubiaceae","http://en.wikipedia.org/wiki/Hamelia_patens","Occasional","","","Ovate","Opposite","Simple","","","Irregular","","0","Orange","No","0","Jan,Mar,May,July,sep,Nov",1,"hamelia-patens","","""000000391""","Fire Bush"
"","""Haplophragma Adenophyllum""","Bignoniaceae","","Rare","","","Elliptic","Opposite","Uni-pinnate","","","Irregular","","0","Yellow","Yellowish Brown","0","Aug,Sep,Octo",1,"haplophragma-adenophyllum","","""000000392""","Katsagon"
"","""Hardwickia Binata""","Caesalpiniceae","http://en.wikipedia.org/wiki/Hardwickia","Rare","","","Ovate","Opposite","Uni-pinnate","","","Irregular","branched from base,","0","Yellowish green","Pods hairy","0","July",1,"hardwickia-binata","","""000000393""","Anjan"
"","""Harpullia Zanguebarica""","Sapindaceae","","Rare","","","Elliptic","Alternate","Uni-pinnate","","","Spreading","","0","Yellow","Glossy black","0","April,May",1,"harpullia-zanguebarica","","""000000394""","Black Pearl"
"","""Heterophragma Quadriloculare""","Bignoniaceae","","Occasional","","","Elliptic","Opposite","Uni-pinnate","","","Conical","","0","Whitish yellow","Broad Pointed","0","Feb,March",1,"heterophragma-quadriloculare","","""000000395""","Waras"
"","""Hibiscus Mutabilis""","Malvaceae","http://en.wikipedia.org/wiki/Hibiscus_mutabilis","Occasional","","","Lobed","Alternate","Simple","Reticulate","Creanate","Oval","","0","Pink","Globose","0","Aug",1,"hibiscus-mutabilis","","""000000396""","Bhendi Gulab"
"","""Holarrhena Pubescens""","Apocynaceae","","Occasional","","","Elliptic","Opposite","Simple","Reticulate","Acuminate","Erect","pale, branches with milky juice.","0","Creamish,white","Cylindric","0","May,June",1,"holarrhena-pubescens","","""000000397""","Kuda"
"","""Holoptelea Integrifolia""","Ulmaceae","","Common","","","Elliptic","Alternate","Simple","Reticulate","Entire","Erect","grey","0","Greenish","Flat,winged","0","Feb,March",1,"holoptelea-integrifolia","","""000000398""","Wawal"
"","""Howea Forsteriana""","","http://en.wikipedia.org/wiki/Howea_forsteriana","Rare","","","","","","","","","single,50-80cm dia, bottle shaped,with close rings of leaf bases grey.","0","No","Red","0","No",1,"howea-forsteriana","","""000000399""","Kentia Palm"
"","""Hura Crepitans""","Euphorbiaceae","http://en.wikipedia.org/wiki/Hura_crepitans","Occasional","","","Oblong","Alternate","Simple","Reticulate","Acuminate","Erect","with Conical prickles.branches with yellow juice.","0","Greenish pink solitary","Globose,Ribbed","0","Aug,Sep",1,"hura-crepitans","","""000000400""","Sandbox Tree"
"","""Hydnocarpus Pentandra""","Flacourtiaceae","http://en.wikipedia.org/wiki/Hydnocarpus","Rare","","","Elliptic","Alternate","Simple","Reticulate","Acuminate","Oval","","0","Whitish Green","Globose,Tomantose Brown","0","April,May",1,"hydnocarpus-pentandra","","""000000401""","Kadukawath"
"","""Hyophorbe Lagenicaulis""","","http://en.wikipedia.org/wiki/Hyophorbe_lagenicaulis","Occasional","","","","","","","","","","0","No","Grey brown","0","No",1,"hyophorbe-lagenicaulis","","""000000402""","Champagne Palm"
"","""Hyophorbe Verschaffeltii""","","http://en.wikipedia.org/wiki/Hyophorbe_verschaffeltii","Rare","","","","","","","","","single,15-20cm dia,covered with rings, spinous.","0","No","Grey brown","0","No",1,"hyophorbe-verschaffeltii","","""000000403""","Champagne Palm"
"","""Hyphaene Dichotoma""","","http://en.wikipedia.org/wiki/Hyphaene_dichotoma","Occasional","","","","","","","","","","0","No","Brown","0","No",1,"hyphaene-dichotoma","","""000000404""","Ravan Tad"
"","""Ixora Pavetta""","Rubiaceae","http://en.wikipedia.org/wiki/Ixora_pavetta","Occasional","","","Elliptic","Opposite","Simple","Reticulate","Entire","Irregular","brown.","0","Fragrant white","Globose black","0","Feb",1,"ixora-pavetta","","""000000405""","Raykuda"
"","""Jacaranda Mimosifolia""","Bignoniaceae","http://en.wikipedia.org/wiki/Jacaranda_mimosifolia","Common","","","Elliptic","Opposite","Multi-pinnata","","","Irregular","","0","Blue","Round woody","0","March,April,May",1,"jacaranda-mimosifolia","","""000000406""","Neelmohor"
"","""Jacquinia Ruscifolia""","Theophrastaceae","http://en.wikipedia.org/wiki/Jacquinia","Rare","","","Lanceolate","Alternate","Simple","Reticulate","Cuneate","Globular","","0","Redish orange","Woody ,oblong","0","Jun,July",1,"jacquinia-ruscifolia","","""000000407""","Jacquinia"
"","""Jatropha Curcas""","Euphorbiaceae","http://en.wikipedia.org/wiki/Jatropha_curcas","Occasional","","","Lobed","Alternate","Simple","Reticulate","Acuminate","Vase shaped","","0","Green","Globose yellow","0","Jun,July",1,"jatropha-curcas","","""000000408""","Mogli Erand"
"","""Jatropha Integerrima""","Euphorbiaceae","http://en.wikipedia.org/wiki/Jatropha_integerrima","Occasional","","","Oblong","Alternate","Simple","Reticulate","Acuminate","Irregular","","0","Red/Pink","oblong green","0","Jan-Dec",1,"jatropha-integerrima","","""000000409""","Fiddle Head Jatropha"
"","""Jatropha Pandurifolia""","Euphorbiaceae","http://en.wikipedia.org/wiki/Jatropha","Occasional","","","Oblong","Alternate","Simple","Reticulate","Acuminate","Irregular","","0","Red/Pink","oblong green","0","Jan-Dec",1,"jatropha-pandurifolia","","""000000410""","Fiddle Head Jatropha"
"","""Joannesia Princeps""","Euphorbiaceae","https://en.wikipedia.org/wiki/Joannesia_princeps","Rare","","","Elliptic","","Digitate","","","Oval","green, prickly. Branches horizontal,whorled.","0","Yellow","Brown","0","March,April",1,"joannesia-princeps","","""000000411""","Arara Nut"
"","""Juniperus Chinensis""","Cupressaceae","http://en.wikipedia.org/wiki/Juniperus_chinensis","Occasional","","","","","","","","","brown,flacky.branches slender,drooping.","0","No","No","0","No",1,"juniperus-chinensis","","""000000412""","Chinese Juniper"
"","""Kandelia Candel""","","http://en.wikipedia.org/wiki/Kandelia_candel","","","","","","","","","","","0","No","No","0","No",1,"kandelia-candel","","",""
"","""Khaya Anthotheca""","Meliaceae","https://en.wikipedia.org/wiki/Khaya_anthotheca","Common","","","Oblong","Opposite","Uni-pinnate","","","Globular","","0","White","Woody","0","April,May",1,"khaya-anthotheca","","""000000413""","Khaya"
"","""Khaya Grandifoliola""","Meliaceae","http://en.wikipedia.org/wiki/Khaya_grandifoliola","Occasional","","","Elliptic","Opposite","Uni-pinnate","","","Oval","","0","No","No","0","No",1,"khaya-grandifoliola","","""000000414""","Large-leaved Khaya"
"","""Khaya Senegalensis""","Meliaceae","http://en.wikipedia.org/wiki/Khaya_senegalensis","Common","","","Oblong","Opposite","Uni-pinnate","","","Globular","","0","White","Woody","0","April,May",1,"khaya-senegalensis","","""000000415""","Khaya"
"","""Kigelia Africana""","Bignoniaceae","http://en.wikipedia.org/wiki/Kigelia","Occasional","","","Oblong","Opposite","Uni-pinnate","","","Conical","","0","Red","Oblong woody","0","Feb,March,Sep,Octo",1,"kigelia-africana","","""000000416""","Brahmadand"
"","""Kigelia Pinnata""","Bignoniaceae","http://en.wikipedia.org/wiki/Kigelia","Rare","","","Oblong","Opposite","Uni-pinnate","","","Conical","","0","Red","Oblong woody","0","Feb,March,Sep,Octo",1,"kigelia-pinnata","","""000000417""","Brahmadand"
"","""Kleinhovia Hospita""","Sterculiaceae","http://en.wikipedia.org/wiki/Kleinhovia_hospita","Occasional","","","Oblong","Alternate","Simple","Reticulate","Acuminate","Oval","","0","Pink","Yellowish brown","0","July",1,"kleinhovia-hospita","","""000000418""","Tree Antigonon"
"","""Koelreuteria Bipinnata""","Sapindaceae","http://en.wikipedia.org/wiki/Koelreuteria_bipinnata","Rare","","","","","","","","","light coloured.","0","Small yellow","Orange","0","No",1,"koelreuteria-bipinnata","","""000000419""","Golden Rain Tree"
"","""Kydia Calycina""","Malvaceae","","Occasional","","","Lobed","Alternate","Simple","Reticulate","Sinuate","Irregular","","0","White","In Clusters","0","Sep,Octo",1,"kydia-calycina","","""000000420""","Warang"
"","""Lagerstroemia Indica""","Lythraceae","http://en.wikipedia.org/wiki/Lagerstroemia_indica","Common","","","Ovate","Opposite","Simple","","","Erect","","0","White or pink","Oblong,woody","0","April,May",1,"lagerstroemia-indica","","""000000421""","Gulmendi"
"","""Lagerstroemia Microcarpa""","Lythraceae","http://en.wikipedia.org/wiki/Lagerstroemia_microcarpa","Occasional","","","Elliptic","Opposite","Simple","Reticulate","Entire","Oval","","0","Fragrant white","Woody","0","April,May",1,"lagerstroemia-microcarpa","","""000000422""","Nana"
"","""Lagerstroemia Parviflora""","Lythraceae","http://en.wikipedia.org/wiki/Lagerstroemia","Occasional","","","Elliptic","Opposite","Simple","Reticulate","Entire","Oval","","0","Fragrant white","Woody","0","April,May",1,"lagerstroemia-parviflora","","""000000423""","Nana"
"","""Lagerstroemia Reginae""","Lythraceae","","Occasional","","","Elliptic","Opposite","Simple","Reticulate","Entire","Irregular","pale smooth,peeling off in flakes.","0","Rosy pink","Woody","0","June,July",1,"lagerstroemia-reginae","","""000000424""","Tamhan"
"","""Lagerstroemia Thorellii (Lagerstroemia Thorelli)""","Lythraceae","","Occasional","","","Elliptic","Opposite","Simple","Reticulate","Entire","Irregular","","0","Rosy pink","Woody","0","June,July",1,"lagerstroemia-thorellii-(lagerstroemia-thorelli)","","",""
"","""Lannea Coromandelica""","Anacardiaceae","http://en.wikipedia.org/wiki/Lannea","Common","","","Oblong","Opposite","Uni-pinnate","","","Irregular","smooth,greenish white.","0","Red","Globose red","0","March",1,"lannea-coromandelica","","""000000425""","Moi"
"","""Latania Loddigesii""","","http://en.wikipedia.org/wiki/Latanier_De_Niaurice","Rare","","","","","","","","","single,25-30cm dia,grey,smooth.","0","No","Brown","0","No",1,"latania-loddigesii","","""000000426""","Blue Latan Palm"
"","""Latania Lontaroides""","","http://en.wikipedia.org/wiki/Latania_lontaroides","Occasional","","","","","","","","","single,20-30cm dia,dark brown,smooth,covered with rings.","0","No","Brownish grey","0","No",1,"latania-lontaroides","","""000000427""","Red Latan Palm"
"","""Latania Verschaffeltii""","","http://en.wikipedia.org/wiki/Latania_verschaffeltii","Rare","","","","","","","","","single,25-10cm dia covered with persistant petioles.","0","No","Globose Brown","0","No",1,"latania-verschaffeltii","","""000000428""","Yellow Latan Palm"
"","""Lawsonia Inermis""","Lythraceae","http://en.wikipedia.org/wiki/Henna","Occasional","","","Oblong","Opposite","Simple","Reticulate","Entire","Irregular","","0","Fragrant white","Globose","0","May",1,"lawsonia-inermis","","""000000429""","Mendi"
