-----
{
 "description": "The table refers to Block wise Dugwells in the command of Major/Medium Projects and Supplimentary Irrigation. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.14.csv", 
 "title": "Download CSV for Blockwise Dugwells in the command of Major/Medium Projects and Supplimentary Irrigation", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.14.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Location of Tubewell (Nos) - Inside Command,Location of Tubewell (Nos) - Outside Command,Total,Supplementary Irrigation (Ha) - Kharif,Supplementary Irrigation (Ha) - Rabi,Supplementary Irrigation (Ha) - Perennial,Supplementary Irrigation (Ha) - Others,Total
KERALA,KANNUR,THALIPARAMBA,1,1900,1901,0,0,0,0,0
KERALA,KANNUR,THALIPARAMBA-999,0,280,280,0,0,0,0,0
KERALA,KASARAGODE,KANHANGAD,0,1426,1426,0,0,0,0,0
KERALA,KASARAGODE,KANHANGAD MUNICIP,0,105,105,0,0,0,0,0
KERALA,KASARAGODE,KASARAGODE,0,1568,1568,0,0,0,0,0
KERALA,KASARAGODE,KASARAGODE MUNICIP,0,101,101,0,0,0,0,0
KERALA,KASARAGODE,MANJESWARAM,0,1414,1414,0,0,0,0,0
KERALA,KASARAGODE,NEELESWARAM,0,2197,2197,0,0,0,0,0
KERALA,KOLLAM,ANCHAL,0,377,377,0,0,0,0,0
KERALA,KOLLAM,ANCHALAMOODU,0,259,259,0,0,0,0,0
KERALA,KOLLAM,CHADAYAMANGALAM,0,740,740,0,0,0,0,0
KERALA,KOLLAM,CHAVARA,0,370,370,0,0,0,0,0
KERALA,KOLLAM,CHITTUMALA,0,446,446,0,0,0,0,0
KERALA,KOLLAM,ITHIKKARA,15,556,571,0,1,1,0,2
KERALA,KOLLAM,KARUNAGAPPALLY,0,239,239,0,0,0,0,0
KERALA,KOLLAM,KOLLAM CORPORATION,0,360,360,0,0,0,0,0
KERALA,KOLLAM,KOTTARAKKARA,0,495,495,0,0,0,0,0
KERALA,KOLLAM,MUKHATHALA,0,301,301,0,0,0,0,0
KERALA,KOLLAM,OCHIRA,0,271,271,0,0,0,0,0
KERALA,KOLLAM,PARAVOOR,0,104,104,0,0,0,0,0
KERALA,KOLLAM,PATHANAPURAM,3,655,658,0,0,0,0,0
KERALA,KOLLAM,PUNALUR,0,37,37,0,0,0,0,0
KERALA,KOLLAM,SASTHAMCOTTA,0,459,459,0,0,0,11,11
KERALA,KOLLAM,VETTIKKAVALA,30,386,416,4,2,2,1,8
KERALA,KOTTAYAM,CHANGANASSERY,0,5,5,0,0,0,0,0
KERALA,KOTTAYAM,ERATTUPETTAH,18,1193,1211,0,0,0,0,0
KERALA,KOTTAYAM,ETTUMANOOR,0,863,863,0,0,0,0,0
KERALA,KOTTAYAM,KADUTHURUTHY,0,1171,1171,0,0,0,0,0
KERALA,KOTTAYAM,KANJIRAPPALY,0,1075,1075,0,0,0,0,0
KERALA,KOTTAYAM,KOTTAYAM MUNI,0,21,21,0,0,0,0,0
KERALA,KOTTAYAM,LALAM,0,809,809,0,0,0,0,0
KERALA,KOTTAYAM,MADAPPALLY,53,673,726,0,0,0,0,0
KERALA,KOTTAYAM,PALA,0,135,135,0,0,0,0,0
KERALA,KOTTAYAM,PALLAM,264,523,787,0,0,0,0,0
KERALA,KOTTAYAM,PAMPADY,0,984,984,0,0,0,0,0
KERALA,KOTTAYAM,UZHAVOOR,0,1450,1450,0,0,0,0,0
KERALA,KOTTAYAM,VAIKOM,0,824,824,0,0,0,0,0
KERALA,KOTTAYAM,VAIKOM-999,0,156,156,0,0,0,0,0
KERALA,KOTTAYAM,VAZHOOR,0,594,594,0,0,0,0,0
KERALA,KOZHIKODE,BALUSSERY,1,1529,1530,0,0,1,0,1
KERALA,KOZHIKODE,CHELANNUR,0,1237,1237,0,0,0,0,0
KERALA,KOZHIKODE,KODUVALLY,0,1341,1341,0,0,0,0,0
KERALA,KOZHIKODE,KOZHIKKODE,0,1234,1234,0,0,0,0,0
KERALA,KOZHIKODE,KOZHIKKODE CORPORATI,3,79,82,0,1,0,0,1
KERALA,KOZHIKODE,KUNNAMANGALAM,0,2115,2115,0,0,0,0,0
KERALA,KOZHIKODE,KUNNUMEL,0,1171,1171,0,0,0,0,0
KERALA,KOZHIKODE,MELADI,0,685,685,0,0,0,0,0
KERALA,KOZHIKODE,PANTHALAYANI,0,564,564,0,0,0,0,0
KERALA,KOZHIKODE,PERAMBRA,1,637,638,0,0,0,0,0
KERALA,KOZHIKODE,QUILANDY,0,105,105,0,0,0,0,0
KERALA,KOZHIKODE,THODANNUR,0,527,527,0,0,0,0,0
KERALA,KOZHIKODE,THUNERI,0,768,768,0,0,0,0,0
KERALA,KOZHIKODE,VADAKARA,0,535,535,0,0,0,0,0
KERALA,KOZHIKODE,VADAKARA-999,0,100,100,0,0,0,0,0
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,1,778,779,0,0,0,0,0
KERALA,MALAPPURAM,AREACODE,0,920,920,0,0,0,0,0
KERALA,MALAPPURAM,KONDOTTY,0,936,936,0,0,0,0,0
KERALA,MALAPPURAM,KUTTIPPURAM,0,708,708,0,0,0,0,0
KERALA,MALAPPURAM,MALAPPURAM,0,786,786,0,0,0,0,0
KERALA,MALAPPURAM,MALAPURAM MUNI,0,161,161,0,0,0,0,0
KERALA,MALAPPURAM,MANJERI MUNI,0,207,207,0,0,0,0,0
KERALA,MALAPPURAM,MANKADA,16,1343,1359,1,0,0,0,1
KERALA,MALAPPURAM,NILAMBOOR,0,464,464,0,0,0,0,0
KERALA,MALAPPURAM,PERINTHALMANNA,0,659,659,0,0,0,0,0
KERALA,MALAPPURAM,PERINTHALMANNA MUNI,0,150,150,0,0,0,0,0
KERALA,MALAPPURAM,PONNANI,0,301,301,0,0,0,0,0
KERALA,MALAPPURAM,PONNANI MUNI,0,157,157,0,0,0,0,0
KERALA,MALAPPURAM,THANUR,0,1152,1152,0,0,0,0,0
KERALA,MALAPPURAM,THIRUR,0,994,994,0,0,0,0,0
KERALA,MALAPPURAM,THIRURANGADI,7,631,638,0,0,0,0,0
KERALA,MALAPPURAM,TIRUR MUNI,0,145,145,0,0,0,0,0
KERALA,MALAPPURAM,VENGARA,0,826,826,0,0,0,0,0
KERALA,MALAPPURAM,WANDOOR,0,1084,1084,0,0,0,0,0
KERALA,PALAKKAD,ALATHUR,10,671,681,0,3,0,0,3
KERALA,PALAKKAD,ATTAPPADY,0,64,64,0,0,0,0,0
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,0,45,45,0,0,1,0,1
KERALA,PALAKKAD,CHITUR,321,406,727,77,72,83,6,238
KERALA,PALAKKAD,KOLLENGODE,117,186,303,31,73,2,0,107
KERALA,PALAKKAD,KUZHALMANNAM,0,722,722,0,0,1,0,1
KERALA,PALAKKAD,MALAMPUZHA,0,545,545,0,0,0,0,0
KERALA,PALAKKAD,MANNARKKAD,0,989,989,0,0,0,0,0
KERALA,PALAKKAD,NENMARA,0,329,329,0,0,0,0,0
KERALA,PALAKKAD,OTTAPPALAM,0,754,754,0,0,0,0,0
KERALA,PALAKKAD,OTTAPPALAM MUNI,0,130,130,0,0,0,0,0
KERALA,PALAKKAD,PALAKKAD,0,369,369,0,0,0,0,0
KERALA,PALAKKAD,PALAKKAD MUNI,0,24,24,0,0,0,0,0
KERALA,PALAKKAD,PATTAMBI,0,1358,1358,0,0,0,0,0
KERALA,PALAKKAD,SHORANNUR MUNI,0,96,96,0,0,0,0,0
KERALA,PALAKKAD,SREEKRISHNAPURAM,0,835,835,0,0,0,0,0
KERALA,PALAKKAD,THRITHALA,0,946,946,0,0,0,0,0
KERALA,PATHANAMTHITTA,ADOOR MUNI,0,150,150,0,0,0,0,0
KERALA,PATHANAMTHITTA,ELANTHUR,0,400,400,0,0,0,0,0
KERALA,PATHANAMTHITTA,KOIPURAM,1,631,632,0,0,0,0,0
KERALA,PATHANAMTHITTA,KONNI,1,402,403,0,0,0,0,0
KERALA,PATHANAMTHITTA,KULANADA,0,629,629,0,0,0,0,0
KERALA,PATHANAMTHITTA,MALLAPPALLY,0,753,753,0,0,0,0,0
KERALA,PATHANAMTHITTA,PANDALAM,1,536,537,0,0,0,0,0
KERALA,PATHANAMTHITTA,PARAKKODE,380,1669,2049,1,1,35,18,56
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,0,50,50,0,0,0,0,0
KERALA,PATHANAMTHITTA,PULIKEEZHU,9,303,312,0,0,2,0,2
KERALA,PATHANAMTHITTA,RANNI,0,657,657,0,0,39,1,41
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,0,62,62,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,ATHIYANNOOR,56,820,876,0,0,2,3,5
KERALA,THIRUVANANTHAPURAM,ATTINGAL MUNI,0,30,30,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,3,946,949,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,KAZHAKUTTOM,2,1013,1015,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,KILIMANOOR,0,1154,1154,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,0,509,509,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD MUNI,0,92,92,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,NEMOM,26,1344,1370,2,1,1,3,6
KERALA,THIRUVANANTHAPURAM,NEYYATTINKARA MUNI,20,310,330,0,0,2,2,4
KERALA,THIRUVANANTHAPURAM,PARASSALA,0,866,866,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,5,887,892,0,0,0,0,1
KERALA,THIRUVANANTHAPURAM,TVPM CORPORATION,14,1019,1033,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,TVPM RURAL,0,350,350,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,1,1511,1512,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,VARKALA,1,892,893,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,VARKALA MUNI,0,50,50,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,VELLANADU,1,1236,1237,1,0,0,0,1
KERALA,THRISSUR,ANTHIKKAD,0,1997,1997,0,0,0,0,0
KERALA,THRISSUR,CHALAKKUDY,454,2929,3383,22,22,37,66,147
KERALA,THRISSUR,CHALAKUDY MUNI,0,523,523,0,0,0,0,0
KERALA,THRISSUR,CHAVAKKAD,0,2375,2375,0,0,0,0,0
KERALA,THRISSUR,CHAVAKKAD MUNI,0,495,495,0,0,0,0,0
KERALA,THRISSUR,CHERPU,0,1957,1957,0,0,0,0,0
KERALA,THRISSUR,CHOWANNUR,0,2281,2281,0,0,0,0,0
KERALA,THRISSUR,GURUVAYOOR MUNI,0,238,238,0,0,0,0,0
KERALA,THRISSUR,IRINJALAKKUDA,0,1725,1725,0,0,0,0,0
KERALA,THRISSUR,IRINJALAKUDA MUNI,1,359,360,0,0,0,0,0
KERALA,THRISSUR,KODAKARA,0,3956,3956,0,0,0,0,0
KERALA,THRISSUR,KODUNGALLUR,0,791,791,0,0,0,0,0
KERALA,THRISSUR,KODUNGALLUR MUNI,0,210,210,0,0,0,0,0
KERALA,THRISSUR,KUNNAMKULAM MUNI,0,681,681,0,0,0,0,0
KERALA,THRISSUR,MALA,0,5818,5818,0,0,0,4,4
KERALA,THRISSUR,MATHILAKOM,0,999,999,0,0,0,0,0
KERALA,THRISSUR,MULLASSERY,1,1584,1585,0,0,0,0,0
KERALA,THRISSUR,OLLUKKARA,68,2181,2249,8,8,1,8,26
KERALA,THRISSUR,PAZHAYANNUR,85,2168,2253,8,38,0,2,48
KERALA,THRISSUR,PUZHAKKAL,0,2953,2953,0,0,0,0,0
KERALA,THRISSUR,THALIKULAM,0,1188,1188,0,0,0,0,0
KERALA,THRISSUR,THRISSUR CORPORATION,0,1791,1791,0,0,0,0,0
KERALA,THRISSUR,VADAKKANCHERRY,0,3144,3144,0,0,0,0,0
KERALA,THRISSUR,VELLANGALLUR,251,1272,1523,0,0,0,0,0
KERALA,WAYANAD,KALPETTA,0,100,100,0,0,0,0,0
KERALA,WAYANAD,KALPETTA MUNI,0,5,5,0,0,0,0,0
KERALA,WAYANAD,MANANTHAVADI,0,216,216,0,0,0,0,0
KERALA,WAYANAD,SULTHANBATHERI,0,366,366,0,0,0,0,0
MADHYA PRADESH,BALAGHAT,BAIHAR,32,129,161,15,15,0,0,30
MADHYA PRADESH,BALAGHAT,BALAGHAT,178,1207,1385,59,12,0,0,71
MADHYA PRADESH,BALAGHAT,BIRSA,2,430,432,1,11,0,0,11
MADHYA PRADESH,BALAGHAT,KATANGI,1658,905,2563,62,19,0,3,84
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,408,1206,1614,341,170,0,0,511
MADHYA PRADESH,BALAGHAT,KIRNAPUR,353,1892,2245,260,17,0,0,277
MADHYA PRADESH,BALAGHAT,LALBURRA,676,896,1572,325,57,0,0,382
MADHYA PRADESH,BALAGHAT,LANJI,142,1254,1396,0,0,0,0,0
MADHYA PRADESH,BALAGHAT,PARASWADA,193,283,476,2,15,0,0,16
MADHYA PRADESH,BALAGHAT,WARASEONI,118,819,937,160,15,0,0,176
MADHYA PRADESH,BARWANI,BARWANI,0,1318,1318,0,0,0,0,0
MADHYA PRADESH,BARWANI,NIWALI,0,361,361,0,0,0,0,0
MADHYA PRADESH,BARWANI,PANSEMAL,10,1579,1589,0,0,0,0,0
MADHYA PRADESH,BARWANI,PATI,1,1177,1178,3,7,0,0,10
MADHYA PRADESH,BARWANI,RAJPUR,3,6817,6820,0,0,0,0,0
MADHYA PRADESH,BARWANI,SENDHWA,23,3153,3176,0,0,0,0,0
MADHYA PRADESH,BARWANI,THIKRI,53,3960,4013,0,0,0,0,0
MADHYA PRADESH,BETUL,AMLA,1687,6706,8393,0,107,9,0,116
MADHYA PRADESH,BETUL,ATHNER,93,2834,2927,3,659,0,0,662
MADHYA PRADESH,BETUL,BETUL,1067,7616,8683,142,984,8,0,1134
MADHYA PRADESH,BETUL,BHAINSDEHI,225,3153,3378,15,289,18,0,322
MADHYA PRADESH,BETUL,BHIMPURA,95,2317,2412,0,108,0,0,108
MADHYA PRADESH,BETUL,CHICHOLI,910,2870,3780,10,373,0,0,383
MADHYA PRADESH,BETUL,GHODA DONGRI,599,2836,3435,0,90,0,0,90
MADHYA PRADESH,BETUL,MULTAI,143,9847,9990,6,34,0,0,40
MADHYA PRADESH,BETUL,PRABHAT PATTAN,349,7434,7783,0,0,0,0,0
MADHYA PRADESH,BETUL,SHAHPUR,124,3101,3225,0,2,0,0,2
MADHYA PRADESH,BHIND,ATER,163,1789,1952,1,12,0,0,13
MADHYA PRADESH,BHIND,BHIND,117,965,1082,0,50,0,0,50
MADHYA PRADESH,BHIND,GOHAD,38,1945,1983,208,519,11,0,739
MADHYA PRADESH,BHIND,LAHAR,312,3706,4018,4,2242,2,2,2249
MADHYA PRADESH,BHIND,MEHAGOAN,871,3052,3923,39,2585,0,0,2624
MADHYA PRADESH,BHIND,ROUN(MIHONA),244,1980,2224,0,129,0,0,129
MADHYA PRADESH,BHOPAL,BERASIA,0,7710,7710,0,0,0,0,0
MADHYA PRADESH,BHOPAL,FUNDA,0,2501,2501,0,382,1,17,400
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,210,4967,5177,0,12577,0,0,12577
MADHYA PRADESH,CHHATARPUR,BIJAWAR,35,5663,5698,0,12132,0,5,12137
MADHYA PRADESH,CHHATARPUR,BUXWAHA,207,1190,1397,0,2625,0,0,2625
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,1133,11300,12433,0,2529,0,1,2530
MADHYA PRADESH,CHHATARPUR,GAURIHAR,111,801,912,0,136,0,0,136
MADHYA PRADESH,CHHATARPUR,LAUNDI,425,4628,5053,0,153,0,0,153
MADHYA PRADESH,CHHATARPUR,NOWGONG,519,9701,10220,0,943,0,0,943
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,193,12637,12830,0,77777,0,0,77777
MADHYA PRADESH,CHHINDWARA,AMARWADA,88,7284,7372,0,0,0,0,0
MADHYA PRADESH,CHHINDWARA,BICHHUA,2,3700,3702,0,0,0,0,0
MADHYA PRADESH,CHHINDWARA,CHHINDWADA,1335,9505,10840,0,0,0,0,0
MADHYA PRADESH,CHHINDWARA,CHOURAI,898,11466,12364,234,1666,0,0,1901
MADHYA PRADESH,CHHINDWARA,HARAI,173,2445,2618,0,1915,0,0,1915
MADHYA PRADESH,CHHINDWARA,JAMAI,90,3743,3833,0,10,1,0,11
MADHYA PRADESH,CHHINDWARA,MOHKHED,898,10817,11715,0,0,0,0,0
MADHYA PRADESH,CHHINDWARA,PANDHURANA,240,10140,10380,0,0,0,0,0
MADHYA PRADESH,CHHINDWARA,PARASIA,76,7335,7411,0,40,0,0,40
MADHYA PRADESH,CHHINDWARA,SAUSAR,9,7277,7286,20,52,1,0,73
MADHYA PRADESH,CHHINDWARA,TAMIA,0,455,455,0,0,0,0,0
MADHYA PRADESH,DAMOH,BATIYAGHAR,42,1875,1917,0,2,0,0,2
MADHYA PRADESH,DAMOH,DAMOH,763,3115,3878,0,71,0,0,71
MADHYA PRADESH,DAMOH,HATTA,615,1149,1764,0,282,0,0,282
MADHYA PRADESH,DAMOH,JABERA,227,1021,1248,1,187,0,0,189
MADHYA PRADESH,DAMOH,PATERA,351,1133,1484,0,126,0,0,126
MADHYA PRADESH,DAMOH,PATHARIA,345,1635,1980,0,13,0,0,13
MADHYA PRADESH,DAMOH,TENDUKHEDA,97,901,998,0,49,0,0,49
MADHYA PRADESH,DATIA,BHANDER,182,2476,2658,0,0,0,0,0
MADHYA PRADESH,DATIA,DATIA,600,12378,12978,24,136,0,0,160
MADHYA PRADESH,DATIA,SEONDHA,482,3874,4356,0,86,0,0,86
MADHYA PRADESH,DEWAS,BAGLEE,280,8478,8758,7,9,0,0,16
MADHYA PRADESH,DEWAS,DEWAS,184,6998,7182,0,3,0,0,3
MADHYA PRADESH,DEWAS,KANNOD,116,5834,5950,0,0,0,0,0
MADHYA PRADESH,DEWAS,KHATEGAON,337,3669,4006,0,127,0,0,127
MADHYA PRADESH,DEWAS,SONKUCH,134,4232,4366,1,0,0,0,1
MADHYA PRADESH,DEWAS,TONKHURD,311,2921,3232,0,2,0,0,2
MADHYA PRADESH,DHAR,BADNAWER,78,5006,5084,1,0,0,0,1
MADHYA PRADESH,DHAR,BAGH,342,1818,2160,0,1,0,0,1
MADHYA PRADESH,DHAR,DAHI,59,3118,3177,0,0,0,0,0
MADHYA PRADESH,DHAR,DHAR,2,125,127,0,0,0,0,0
MADHYA PRADESH,DHAR,DHARAMPURI,276,5731,6007,0,0,0,0,0
MADHYA PRADESH,DHAR,GANDHWANI,227,1613,1840,0,49,0,0,49
MADHYA PRADESH,DHAR,KUKSHI,362,3465,3827,0,1,0,0,1
MADHYA PRADESH,DHAR,MANAWAR,5,3620,3625,0,3,0,0,3
MADHYA PRADESH,DHAR,NALACHHA,20,1027,1047,0,0,0,0,0
MADHYA PRADESH,DHAR,NISARPUR,19,1894,1913,0,3,0,0,3
MADHYA PRADESH,DHAR,SARDARPUR,24,7510,7534,0,0,0,0,0
MADHYA PRADESH,DHAR,TIRLA,7,328,335,0,0,0,0,0
MADHYA PRADESH,DHAR,UMARBAN,1,727,728,0,0,0,0,0
MADHYA PRADESH,DINDORI,AMARPUR,0,11,11,0,0,0,0,0
MADHYA PRADESH,DINDORI,BAJAG,0,3,3,0,0,0,0,0
MADHYA PRADESH,DINDORI,DINDORI,3,19,22,0,0,0,0,0
MADHYA PRADESH,DINDORI,KARANJIYA,5,4,9,0,1,0,0,1
MADHYA PRADESH,DINDORI,SAMNAPUR,0,314,314,1,0,0,0,1
MADHYA PRADESH,DINDORI,SHAHPURA,1,96,97,0,0,0,0,0
MADHYA PRADESH,GUNA,ARON,204,249,453,0,39,1,0,40
MADHYA PRADESH,GUNA,ASHOKNAGAR,206,2556,2762,0,3,0,0,3
MADHYA PRADESH,GUNA,BAMORI,1,788,789,4,10,0,0,14
MADHYA PRADESH,GUNA,CHANCHODA,2691,6949,9640,0,3456,0,0,3456
MADHYA PRADESH,GUNA,CHANDERI,401,564,965,0,1,0,0,1
MADHYA PRADESH,GUNA,EHSAGADH,115,1269,1384,0,0,0,0,0
MADHYA PRADESH,GUNA,GUNA,351,2896,3247,0,758,0,0,758
MADHYA PRADESH,GUNA,MUNGAWALI,43,1805,1848,0,3,0,0,3
MADHYA PRADESH,GUNA,RAGHOGARH,823,5430,6253,0,4,0,0,4
MADHYA PRADESH,GWALIOR,BHITARWAR,1811,2917,4728,0,1556,0,0,1556
MADHYA PRADESH,GWALIOR,DABRA,453,3143,3596,306,494,0,0,800
MADHYA PRADESH,GWALIOR,GHATIGAWAN,269,4341,4610,11,219,0,1,231
MADHYA PRADESH,GWALIOR,MORAR,290,4687,4977,0,387,0,33,420
MADHYA PRADESH,HARDA,HARDA,1113,1443,2556,1,0,0,0,1
MADHYA PRADESH,HARDA,KHIRKIYA,192,7428,7620,0,2,0,0,2
MADHYA PRADESH,HARDA,TIMARNI,150,2741,2891,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,BABAI,21,4050,4071,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,27,5907,5934,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,HOSHANGABAD,261,2080,2341,0,7,0,0,7
MADHYA PRADESH,HOSHANGABAD,KESLA,196,1254,1450,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,PIPARIYA,377,2189,2566,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,SEONIMALWA,1064,1902,2966,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,118,1877,1995,0,90,0,0,90
MADHYA PRADESH,INDORE,DEPAL PUR,22,1776,1798,0,0,0,0,0
MADHYA PRADESH,INDORE,INDORE,77,4637,4714,7,358,0,0,365
MADHYA PRADESH,INDORE,MHOW,134,5645,5779,0,74,0,0,74
MADHYA PRADESH,INDORE,SANWER,0,416,416,2,4,0,0,6
MADHYA PRADESH,JABALPUR,BARGI,10,2352,2362,0,0,0,0,0
MADHYA PRADESH,JABALPUR,KUNDAM,6,430,436,0,0,0,0,0
MADHYA PRADESH,JABALPUR,MAJHOLI,1,1649,1650,0,5,0,0,5
MADHYA PRADESH,JABALPUR,PANAGAR,0,962,962,0,0,0,0,0
MADHYA PRADESH,JABALPUR,PATAN,0,165,165,0,0,0,0,0
MADHYA PRADESH,JABALPUR,SHAHPURA,23,2520,2543,2,0,0,0,2
MADHYA PRADESH,JABALPUR,SIHORA,2,1676,1678,0,0,0,0,0
MADHYA PRADESH,JHABUA,ALIRAJPUR,63,3042,3105,0,7,0,0,7
MADHYA PRADESH,JHABUA,BHABHARA,53,1368,1421,0,0,0,0,0
MADHYA PRADESH,JHABUA,JHABUA,5,1567,1572,0,0,0,0,0
MADHYA PRADESH,JHABUA,JOBAT,87,1693,1780,4,27,0,0,31
MADHYA PRADESH,JHABUA,KATTHIWADA,4,880,884,0,0,0,0,0
MADHYA PRADESH,JHABUA,MEGHNAGAR,3,1890,1893,0,0,0,0,0
MADHYA PRADESH,JHABUA,PETLAWAD,15,5749,5764,64,12,0,0,77
MADHYA PRADESH,JHABUA,RAMA,0,2072,2072,7,23,0,0,30
MADHYA PRADESH,JHABUA,RANAPUR,99,1226,1325,0,0,0,0,0
MADHYA PRADESH,JHABUA,SONDWA,47,1191,1238,0,0,0,0,0
MADHYA PRADESH,JHABUA,THANDLA,162,2377,2539,11,25,0,0,35
MADHYA PRADESH,JHABUA,UDAIGARH,47,1391,1438,2,5,0,0,7
MADHYA PRADESH,KATNI,BADWARA,288,2988,3276,0,14,0,0,14
MADHYA PRADESH,KATNI,BAHORIBAND,240,2024,2264,0,0,0,0,0
MADHYA PRADESH,KATNI,DHIMAR KHERA,42,1054,1096,0,2,0,0,2
MADHYA PRADESH,KATNI,KATNI,444,1231,1675,0,179,0,0,179
MADHYA PRADESH,KATNI,RITHI,337,801,1138,0,15,0,0,15
MADHYA PRADESH,KATNI,VIJAYRAGHAVGARH,445,2100,2545,0,129,0,0,129
MADHYA PRADESH,KHANDWA,BALADI,16,3793,3809,6,239,0,0,245
MADHYA PRADESH,KHANDWA,BURHANPUR,77,7799,7876,6,34,3,1,45
MADHYA PRADESH,KHANDWA,CHHEGAON MAKHAN,672,6932,7604,0,5,0,0,5
MADHYA PRADESH,KHANDWA,HARSOOD,364,5200,5564,0,1,0,0,1
MADHYA PRADESH,KHANDWA,KHAKNAR,199,6152,6351,80,87,66,1,234
MADHYA PRADESH,KHANDWA,KHALWA,10,5376,5386,0,2,0,0,2
MADHYA PRADESH,KHANDWA,KHANDWA,147,7044,7191,3,9,3,0,15
MADHYA PRADESH,KHANDWA,PANDHANA,260,9526,9786,0,1,0,0,1
MADHYA PRADESH,KHANDWA,PUNASA,900,8471,9371,908,309,0,0,1217
MADHYA PRADESH,KHARGONE,BARWAHA,20,13860,13880,180,14,0,0,194
MADHYA PRADESH,KHARGONE,BHAGWANPURA,8,2456,2464,1,1,0,0,2
MADHYA PRADESH,KHARGONE,BHIKANGAON,43,7271,7314,0,0,0,0,0
MADHYA PRADESH,KHARGONE,GOGAWA,128,4655,4783,11,55,0,0,66
MADHYA PRADESH,KHARGONE,KASRAWAD,317,7471,7788,6,1,0,0,7
MADHYA PRADESH,KHARGONE,KHARGONE,242,5546,5788,52,16,0,0,67
MADHYA PRADESH,KHARGONE,MAHESHWAR,59,8798,8857,836,118,2,0,956
MADHYA PRADESH,KHARGONE,SEGOAN,11,3303,3314,0,0,0,0,0
MADHYA PRADESH,KHARGONE,ZIRNYA,4,3238,3242,0,0,0,0,0
MADHYA PRADESH,MANDLA,BICHHIA,256,267,523,2,2,0,0,4
MADHYA PRADESH,MANDLA,BIJADANDI,0,33,33,0,0,0,0,0
MADHYA PRADESH,MANDLA,GHUGHRI,0,13,13,0,0,0,0,0
MADHYA PRADESH,MANDLA,MANDLA,29,683,712,0,0,15,0,15
MADHYA PRADESH,MANDLA,MAWAI,0,130,130,0,0,0,0,0
MADHYA PRADESH,MANDLA,MOHGAON,28,238,266,0,0,3,0,3
MADHYA PRADESH,MANDLA,NAINPUR,7,518,525,0,0,0,0,0
MADHYA PRADESH,MANDLA,NARAYANGANJ,14,288,302,0,7,0,0,7
MADHYA PRADESH,MANDLA,NIVAS,3,181,184,0,3,0,0,3
MADHYA PRADESH,MANDSAUR,BHANPURA,269,7115,7384,0,5,0,0,5
MADHYA PRADESH,MANDSAUR,GAROTH,22,17397,17419,2,21,0,4,26
MADHYA PRADESH,MANDSAUR,MALHARGAR,96,19885,19981,0,7,0,0,7
MADHYA PRADESH,MANDSAUR,MANDSAUR,29,29363,29392,0,0,0,0,0
MADHYA PRADESH,MANDSAUR,SITAMAU,35,23698,23733,0,17,0,0,17
MADHYA PRADESH,MORENA,AMBAH,3,1573,1576,0,1528,0,0,1528
MADHYA PRADESH,MORENA,JOURA,486,2402,2888,0,0,0,0,0
MADHYA PRADESH,MORENA,KAILARAS,57,1787,1844,0,0,0,0,0
MADHYA PRADESH,MORENA,MORENA,1040,3540,4580,2,1536,0,5,1543
MADHYA PRADESH,MORENA,PAHARGARH,302,328,630,0,0,0,0,0
MADHYA PRADESH,MORENA,PORSA,78,2081,2159,0,827,0,0,827
MADHYA PRADESH,MORENA,SABALGARH,4,1127,1131,0,0,0,0,0
MADHYA PRADESH,NARSINGHPUR,BABAI-CHICHLI,41,2298,2339,0,0,0,0,0
