-----
{
 "description": "The table refers to Block wise Distribution of Dugwells by type. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells by type", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.5.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Pucca,Kuchcha,"Dug-cum
Borewell",Others,"Total
"
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MAHADEVPUR,138,227,1,0,366
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,87,1718,0,0,1805
ANDHRA PRADESH,KARIMNAGAR,ODELA,294,3325,16,0,3635
ANDHRA PRADESH,KARIMNAGAR,PEDDAPALLE,200,3418,29,0,3647
ANDHRA PRADESH,KARIMNAGAR,PEGADAPALLE,102,3504,0,0,3606
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,132,3715,5,0,3852
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,94,4423,47,0,4564
ANDHRA PRADESH,KARIMNAGAR,RAMAGUNDAM,764,666,2,0,1432
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,275,4387,127,0,4789
ANDHRA PRADESH,KARIMNAGAR,SARANGAPUR,377,2774,3,0,3154
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,866,2688,332,0,3886
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,283,1968,20,0,2271
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,213,3898,15,0,4126
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,231,5712,568,8,6519
ANDHRA PRADESH,KARIMNAGAR,VEENAVANKA,74,4261,6,0,4341
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,51,3152,5,401,3609
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,1172,2922,33,0,4127
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,272,645,1,0,918
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,141,57,0,0,198
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,96,1,156,1,254
ANDHRA PRADESH,KHAMMAM,BAYYARAM,318,899,3,6,1226
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,85,33,14,3,135
ANDHRA PRADESH,KHAMMAM,BONAKAL,89,533,1,1,624
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,108,50,17,1,176
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,228,162,27,3,420
ANDHRA PRADESH,KHAMMAM,CHERLA,41,3,0,0,44
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,185,848,121,6,1160
ANDHRA PRADESH,KHAMMAM,CHINTUR,31,32,0,0,63
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,59,1,4,2,66
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,39,41,6,2,88
ANDHRA PRADESH,KHAMMAM,ENKURU,389,303,78,90,860
ANDHRA PRADESH,KHAMMAM,GARLA,347,1117,94,229,1787
ANDHRA PRADESH,KHAMMAM,GUNDALA,4,110,0,0,114
ANDHRA PRADESH,KHAMMAM,JULURPAD,311,812,43,15,1181
ANDHRA PRADESH,KHAMMAM,KALLURU,268,183,1,1,453
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,223,863,67,276,1429
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,336,2860,31,179,3406
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,731,1920,414,2,3067
ANDHRA PRADESH,KHAMMAM,KONIJERLA,393,881,4,20,1298
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,275,598,19,5,897
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,172,0,0,0,172
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,27,0,0,1,28
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,506,2736,276,248,3766
ANDHRA PRADESH,KHAMMAM,MADHIRA,296,466,17,34,813
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,329,1720,110,209,2368
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,24,308,3,0,335
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,40,1064,47,2,1153
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,80,125,12,0,217
ANDHRA PRADESH,KHAMMAM,PENUBALLI,316,342,45,6,709
ANDHRA PRADESH,KHAMMAM,PINAPAKA,29,0,0,0,29
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,154,32,206,0,392
ANDHRA PRADESH,KHAMMAM,SINGARENI,720,277,190,159,1346
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,107,361,71,0,539
ANDHRA PRADESH,KHAMMAM,THALLADA,29,123,1,0,153
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,445,4702,458,10,5615
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,9,58,0,7,74
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,14,4,0,0,18
ANDHRA PRADESH,KHAMMAM,VEMSOOR,255,165,1,0,421
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,5,1,0,0,6
ANDHRA PRADESH,KHAMMAM,WAZEED,4,0,0,0,4
ANDHRA PRADESH,KHAMMAM,WYRA,45,167,1,0,213
ANDHRA PRADESH,KHAMMAM,YELLANDU,403,270,4,8,685
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,650,320,0,0,970
ANDHRA PRADESH,KRISHNA,A KONDURU,454,1031,121,0,1606
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,571,34,160,0,765
ANDHRA PRADESH,KRISHNA,BAPULAPADU,703,0,0,0,703
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,89,657,0,0,746
ANDHRA PRADESH,KRISHNA,CHATRAI,366,270,528,0,1164
ANDHRA PRADESH,KRISHNA,G KONDURU,86,52,431,0,569
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,187,717,21,0,925
ANDHRA PRADESH,KRISHNA,GANNAVARAM,19,1,293,0,313
ANDHRA PRADESH,KRISHNA,GUDIVADA,6,0,0,0,6
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,65,5,0,0,70
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,346,634,3,0,983
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,116,118,51,0,285
ANDHRA PRADESH,KRISHNA,MUSUNURU,726,53,1037,3,1819
ANDHRA PRADESH,KRISHNA,MYLAVARAM,588,74,84,0,746
ANDHRA PRADESH,KRISHNA,NANDIGAMA,101,375,0,0,476
ANDHRA PRADESH,KRISHNA,NUZVID,414,43,712,0,1169
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,1,0,0,0,1
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,134,259,1,0,394
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,403,351,64,0,818
ANDHRA PRADESH,KRISHNA,TIRUVURU,233,481,27,0,741
ANDHRA PRADESH,KRISHNA,UNGUTURU,110,3,35,0,148
ANDHRA PRADESH,KRISHNA,VATSAVAI,347,774,52,0,1173
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,291,347,0,0,638
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,63,21,12,0,96
ANDHRA PRADESH,KRISHNA,VISSANNAPET,190,259,148,1,598
ANDHRA PRADESH,KURNOOL,ADONI,156,972,42,4,1174
ANDHRA PRADESH,KURNOOL,ALLAGADDA,227,87,141,0,455
ANDHRA PRADESH,KURNOOL,ALUR,17,23,0,8,48
ANDHRA PRADESH,KURNOOL,ASPARI,126,347,110,0,583
ANDHRA PRADESH,KURNOOL,ATMAKUR,808,199,10,3,1020
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,428,75,62,1,566
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,161,23,19,1,204
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,40,6,13,0,59
ANDHRA PRADESH,KURNOOL,C.BELAGAL,39,1554,110,0,1703
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,434,109,29,13,585
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,37,0,0,0,37
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,285,567,9,0,861
ANDHRA PRADESH,KURNOOL,DHONE,346,449,7,0,802
ANDHRA PRADESH,KURNOOL,DORNIPADU,3,1,0,0,4
ANDHRA PRADESH,KURNOOL,GADIVEMULA,213,77,1,0,291
ANDHRA PRADESH,KURNOOL,GONEGANDLA,312,1352,498,22,2184
ANDHRA PRADESH,KURNOOL,GOSPADU,116,68,43,0,227
ANDHRA PRADESH,KURNOOL,GUDUR,52,488,66,0,606
ANDHRA PRADESH,KURNOOL,HALAHARVI,63,15,3,0,81
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,87,156,5,46,294
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,248,670,15,7,940
ANDHRA PRADESH,KURNOOL,KALLUR,304,181,138,9,632
ANDHRA PRADESH,KURNOOL,KODUMUR,71,353,352,0,776
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,59,4,12,0,75
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,174,25,21,3,223
ANDHRA PRADESH,KURNOOL,KOSIGI,120,993,979,5,2097
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,339,431,85,0,855
ANDHRA PRADESH,KURNOOL,KOWTHALAM,233,611,7,2,853
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,404,545,2,1,952
ANDHRA PRADESH,KURNOOL,KURNOOL,145,341,50,0,536
ANDHRA PRADESH,KURNOOL,MADDIKERA EAST,118,133,71,1,323
ANDHRA PRADESH,KURNOOL,MAHANANDI,810,115,2,1,928
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,105,549,38,1,693
ANDHRA PRADESH,KURNOOL,MIDTHUR,335,260,60,0,655
ANDHRA PRADESH,KURNOOL,NANDAVARAM,117,406,18,0,541
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,239,105,9,0,353
ANDHRA PRADESH,KURNOOL,NANDYAL,396,20,0,0,416
ANDHRA PRADESH,KURNOOL,ORVAKAL,173,509,135,3,820
ANDHRA PRADESH,KURNOOL,OWK,365,61,28,1,455
ANDHRA PRADESH,KURNOOL,PAGIDYALA,27,336,13,3,379
ANDHRA PRADESH,KURNOOL,PAMULAPADU,662,294,18,28,1002
ANDHRA PRADESH,KURNOOL,PANYAM,169,6,0,0,175
ANDHRA PRADESH,KURNOOL,PATTIKANDA,120,97,132,0,349
ANDHRA PRADESH,KURNOOL,PEAPALLY,237,596,65,2,900
ANDHRA PRADESH,KURNOOL,PEDDA KADUBUR,71,835,176,0,1082
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,352,64,104,2,522
ANDHRA PRADESH,KURNOOL,SANJAMALA,353,62,39,5,459
ANDHRA PRADESH,KURNOOL,SIRVEL,822,177,18,0,1017
ANDHRA PRADESH,KURNOOL,TUGGALI,181,415,160,0,756
ANDHRA PRADESH,KURNOOL,UYYALAWADA,48,8,0,1,57
ANDHRA PRADESH,KURNOOL,VELDURTHI,534,437,52,0,1023
ANDHRA PRADESH,KURNOOL,VELGODU,237,1,0,0,238
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,274,1439,151,12,1876
ANDHRA PRADESH,MAHABOOBNAGAR,ACHAMPETA,229,1113,59,3,1404
ANDHRA PRADESH,MAHABOOBNAGAR,ADDAKAL,462,684,534,1,1681
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,44,1369,96,2,1511
ANDHRA PRADESH,MAHABOOBNAGAR,ALAMPUR,154,252,15,2,423
ANDHRA PRADESH,MAHABOOBNAGAR,AMANGAL,281,1498,45,4,1828
ANDHRA PRADESH,MAHABOOBNAGAR,AMRABAD,115,365,6,0,486
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,101,1506,307,7,1921
ANDHRA PRADESH,MAHABOOBNAGAR,BALANAGAR,206,1760,180,19,2165
ANDHRA PRADESH,MAHABOOBNAGAR,BALMOOR,326,867,192,1,1386
ANDHRA PRADESH,MAHABOOBNAGAR,BHOOTHPUR,533,774,43,8,1358
ANDHRA PRADESH,MAHABOOBNAGAR,BIJINAPALLE,110,977,41,2,1130
ANDHRA PRADESH,MAHABOOBNAGAR,BOMRASPETA,89,550,102,0,741
ANDHRA PRADESH,MAHABOOBNAGAR,CHINNA CHINTA KUNTA,89,753,300,7,1149
ANDHRA PRADESH,MAHABOOBNAGAR,DAMARAGIDDA,57,744,83,97,981
ANDHRA PRADESH,MAHABOOBNAGAR,DHANWADA,140,1094,213,4,1451
ANDHRA PRADESH,MAHABOOBNAGAR,DHARUR,697,1316,346,147,2506
ANDHRA PRADESH,MAHABOOBNAGAR,DOULATABAD,341,924,101,6,1372
ANDHRA PRADESH,MAHABOOBNAGAR,FAROOQNAGAR,568,999,299,50,1916
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,60,796,53,0,909
ANDHRA PRADESH,MAHABOOBNAGAR,GHANPUR,156,819,92,139,1206
ANDHRA PRADESH,MAHABOOBNAGAR,GHATTU,61,1972,204,125,2362
ANDHRA PRADESH,MAHABOOBNAGAR,GOPALPETA,28,2992,196,8,3224
ANDHRA PRADESH,MAHABOOBNAGAR,HANWADA,148,1559,175,2,1884
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,210,1154,180,3,1547
ANDHRA PRADESH,MAHABOOBNAGAR,JADCHERLA,16,1514,17,3,1550
ANDHRA PRADESH,MAHABOOBNAGAR,KALWAKURTHY,93,1576,92,7,1768
ANDHRA PRADESH,MAHABOOBNAGAR,KESHAMPETA,414,547,17,13,991
ANDHRA PRADESH,MAHABOOBNAGAR,KODAIR,87,1913,43,0,2043
ANDHRA PRADESH,MAHABOOBNAGAR,KODANGAL,119,574,78,1,772
ANDHRA PRADESH,MAHABOOBNAGAR,KOILKONDA,284,1660,357,26,2327
ANDHRA PRADESH,MAHABOOBNAGAR,KOLLAPUR,331,1256,0,0,1587
ANDHRA PRADESH,MAHABOOBNAGAR,KOSGI,46,1474,433,34,1987
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHAKOTA,112,1426,152,98,1788
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHUR,162,443,36,158,799
ANDHRA PRADESH,MAHABOOBNAGAR,MADDUR,124,1372,106,20,1622
ANDHRA PRADESH,MAHABOOBNAGAR,MADGUL,497,925,107,133,1662
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,759,606,16,1,1382
ANDHRA PRADESH,MAHABOOBNAGAR,MAHBUBNAGAR,291,732,68,80,1171
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,189,296,41,0,526
ANDHRA PRADESH,MAHABOOBNAGAR,MALDAKAL,31,886,401,3,1321
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,17,212,8,0,237
ANDHRA PRADESH,MAHABOOBNAGAR,MIDJIL,346,862,164,4,1376
ANDHRA PRADESH,MAHABOOBNAGAR,NAGAR KURNOOL,24,1636,132,1,1793
ANDHRA PRADESH,MAHABOOBNAGAR,NARAYANPET,212,827,148,6,1193
ANDHRA PRADESH,MAHABOOBNAGAR,NARVA,240,1542,326,149,2257
ANDHRA PRADESH,MAHABOOBNAGAR,NAWABPET,182,853,27,1,1063
ANDHRA PRADESH,MAHABOOBNAGAR,PANGAL,1127,843,343,9,2322
ANDHRA PRADESH,MAHABOOBNAGAR,PEBBAIR,409,1594,49,0,2052
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAKOTHAPALLE,78,2201,17,6,2302
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAMANDADI,43,1275,178,33,1529
ANDHRA PRADESH,MAHABOOBNAGAR,TADOOR,65,1250,57,3,1375
ANDHRA PRADESH,MAHABOOBNAGAR,TALAKONDAPALLE,112,1534,27,1,1674
ANDHRA PRADESH,MAHABOOBNAGAR,TELKAPALLE,36,1642,62,0,1740
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,108,417,124,32,681
ANDHRA PRADESH,MAHABOOBNAGAR,VANGOOR,199,2017,18,14,2248
ANDHRA PRADESH,MAHABOOBNAGAR,VEEPANGANDLA,46,1995,9,1,2051
ANDHRA PRADESH,MAHABOOBNAGAR,VELDANDA,360,1913,19,36,2328
ANDHRA PRADESH,MAHABOOBNAGAR,WADDEPALLE,97,1045,135,37,1314
ANDHRA PRADESH,MAHABOOBNAGAR,WANAPARTHY,336,1443,172,486,2437
ANDHRA PRADESH,MEDAK,ALLADURG,97,148,1,5,251
ANDHRA PRADESH,MEDAK,ANDOLE,34,1,8,0,43
ANDHRA PRADESH,MEDAK,CHEGUNTA,653,664,167,132,1616
ANDHRA PRADESH,MEDAK,CHINNA KODUR,575,4975,575,1,6126
ANDHRA PRADESH,MEDAK,DOULTABAD,251,2057,18,0,2326
ANDHRA PRADESH,MEDAK,DUBBAK,136,1333,134,0,1603
ANDHRA PRADESH,MEDAK,GAJWEL,54,1549,0,0,1603
ANDHRA PRADESH,MEDAK,HATHNOORA,17,28,0,0,45
ANDHRA PRADESH,MEDAK,JAGDEVPUR,662,509,95,0,1266
ANDHRA PRADESH,MEDAK,JHARASANGAM,264,1094,5,0,1363
ANDHRA PRADESH,MEDAK,JINNARAM,87,455,24,0,566
ANDHRA PRADESH,MEDAK,KALHER,61,0,0,0,61
ANDHRA PRADESH,MEDAK,KANGTI,80,136,5,0,221
ANDHRA PRADESH,MEDAK,KOHIR,1720,584,41,0,2345
ANDHRA PRADESH,MEDAK,KONDAPAK,106,2778,37,40,2961
ANDHRA PRADESH,MEDAK,KONDAPUR,285,897,21,0,1203
ANDHRA PRADESH,MEDAK,KOWDIPALLE,102,693,0,28,823
ANDHRA PRADESH,MEDAK,KULCHARAM,45,20,4,0,69
ANDHRA PRADESH,MEDAK,MANOOR,88,464,12,0,564
ANDHRA PRADESH,MEDAK,MEDAK,142,83,143,0,368
ANDHRA PRADESH,MEDAK,MIRDODDI,55,2144,161,13,2373
ANDHRA PRADESH,MEDAK,MULUG,253,917,0,0,1170
ANDHRA PRADESH,MEDAK,MUNPALLE,116,245,29,0,390
ANDHRA PRADESH,MEDAK,NANGANUR,258,3363,106,0,3727
ANDHRA PRADESH,MEDAK,NARAYANKHED,91,569,12,0,672
ANDHRA PRADESH,MEDAK,NARSAPUR,33,300,19,0,352
ANDHRA PRADESH,MEDAK,NYALKAL,326,797,39,0,1162
ANDHRA PRADESH,MEDAK,PAPANNAPET,3,80,0,0,83
ANDHRA PRADESH,MEDAK,PATANCHERU,48,67,0,0,115
ANDHRA PRADESH,MEDAK,PULKAL,25,52,12,0,89
ANDHRA PRADESH,MEDAK,RAIKODE,80,511,21,0,612
ANDHRA PRADESH,MEDAK,RAMACHANDRAPURAM,0,130,0,0,130
ANDHRA PRADESH,MEDAK,RAMAYAMPET,221,1049,89,1,1360
ANDHRA PRADESH,MEDAK,REGODE,48,625,3,0,676
ANDHRA PRADESH,MEDAK,SADASIVPET,168,265,8,0,441
ANDHRA PRADESH,MEDAK,SANGAREDDY,22,732,5,0,759
ANDHRA PRADESH,MEDAK,SHANKARAMPET (A),33,44,0,0,77
ANDHRA PRADESH,MEDAK,SHANKARAMPET (R),112,81,0,0,193
ANDHRA PRADESH,MEDAK,SHIVAMPET,19,1618,1,0,1638
ANDHRA PRADESH,MEDAK,SIDDIPET,41,4940,399,0,5380
ANDHRA PRADESH,MEDAK,TEKMAL,122,3,12,0,137
ANDHRA PRADESH,MEDAK,TUPRAN,306,274,21,0,601
ANDHRA PRADESH,MEDAK,WARGAL,159,1184,67,0,1410
ANDHRA PRADESH,MEDAK,YELDURTHY,68,190,0,2,260
ANDHRA PRADESH,MEDAK,ZAHIRABAD,2199,685,3,2,2889
ANDHRA PRADESH,NALGONDA,ALAIR,1504,906,190,1,2601
ANDHRA PRADESH,NALGONDA,ANUMULA,78,631,5,0,714
ANDHRA PRADESH,NALGONDA,ATMAKUR  (S),93,2293,222,5,2613
ANDHRA PRADESH,NALGONDA,ATMAKUR (M),362,1695,280,8,2345
ANDHRA PRADESH,NALGONDA,BHUVANAGIRI,2193,332,10,17,2552
ANDHRA PRADESH,NALGONDA,BIBINAGAR,170,694,141,2,1007
ANDHRA PRADESH,NALGONDA,BOMMALARAMARAM,189,740,142,4,1075
ANDHRA PRADESH,NALGONDA,CHANDAM PET,121,1939,18,0,2078
ANDHRA PRADESH,NALGONDA,CHANDUR,240,507,1134,0,1881
ANDHRA PRADESH,NALGONDA,CHILKUR,3,228,0,0,231
ANDHRA PRADESH,NALGONDA,CHINTHA PALLE,520,1176,159,0,1855
ANDHRA PRADESH,NALGONDA,CHITYALA,391,762,1547,8,2708
ANDHRA PRADESH,NALGONDA,CHIVVEMLA,286,953,1344,3,2586
ANDHRA PRADESH,NALGONDA,CHOUTUPPAL,301,407,1449,9,2166
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,208,394,9,0,611
ANDHRA PRADESH,NALGONDA,DEVARAKONDA,1,1855,116,0,1972
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,50,775,115,0,940
ANDHRA PRADESH,NALGONDA,GUNDALA,523,1375,386,25,2309
ANDHRA PRADESH,NALGONDA,GUNDLA PALLE,210,1352,111,10,1683
ANDHRA PRADESH,NALGONDA,GURRAMPODE,304,501,118,29,952
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,37,520,0,0,557
ANDHRA PRADESH,NALGONDA,JAJI REDDI GUDEM,123,1118,87,6,1334
ANDHRA PRADESH,NALGONDA,KANGAL,358,125,340,0,823
ANDHRA PRADESH,NALGONDA,KATTANGOOR,186,644,1171,0,2001
ANDHRA PRADESH,NALGONDA,KETHEPALLE,0,1660,944,0,2604
ANDHRA PRADESH,NALGONDA,KODAD,20,1266,16,0,1302
ANDHRA PRADESH,NALGONDA,M TURKAPALLE,332,1309,458,3,2102
ANDHRA PRADESH,NALGONDA,MARRI GUDA,336,456,562,13,1367
ANDHRA PRADESH,NALGONDA,MATTAMPALLE,347,450,12,2,811
ANDHRA PRADESH,NALGONDA,MELLACHERVU,153,37,0,13,203
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,3,553,32,42,630
ANDHRA PRADESH,NALGONDA,MOTHEY,134,3045,295,1,3475
ANDHRA PRADESH,NALGONDA,MOTHKUR,2691,0,0,0,2691
ANDHRA PRADESH,NALGONDA,MUNAGALA,378,1454,1210,182,3224
ANDHRA PRADESH,NALGONDA,MUNUGODE,303,373,900,51,1627
ANDHRA PRADESH,NALGONDA,NADIGUDEM,14,1386,80,18,1498
ANDHRA PRADESH,NALGONDA,NAKREKAL,752,494,1754,49,3049
ANDHRA PRADESH,NALGONDA,NALGONDA,1703,1125,48,0,2876
ANDHRA PRADESH,NALGONDA,NAMPALLE,174,539,985,30,1728
ANDHRA PRADESH,NALGONDA,NARAYANAPUR,374,174,875,8,1431
ANDHRA PRADESH,NALGONDA,NARKETPALLE,571,1255,682,60,2568
ANDHRA PRADESH,NALGONDA,NERED CHERLA,81,624,55,11,771
ANDHRA PRADESH,NALGONDA,NIDAMANUR,49,389,598,0,1036
ANDHRA PRADESH,NALGONDA,NUTHANKAL,280,1781,1374,92,3527
ANDHRA PRADESH,NALGONDA,PEDDA ADISERLAPALLE,20,1274,254,11,1559
ANDHRA PRADESH,NALGONDA,PEDDAVURA,206,1177,331,35,1749
ANDHRA PRADESH,NALGONDA,PENPAHAD,233,1999,247,10,2489
ANDHRA PRADESH,NALGONDA,POCHAMPALLE,133,534,97,0,764
ANDHRA PRADESH,NALGONDA,RAJAPET,804,1054,268,4,2130
ANDHRA PRADESH,NALGONDA,RAMANNAPETA,606,1130,219,4,1959
ANDHRA PRADESH,NALGONDA,SALIGOURARAM,112,102,2826,3,3043
ANDHRA PRADESH,NALGONDA,SURYAPET,391,840,2304,24,3559
ANDHRA PRADESH,NALGONDA,THIPPARTHI,1280,1021,185,5,2491
ANDHRA PRADESH,NALGONDA,THIRUMALAGIRI,400,796,397,0,1593
ANDHRA PRADESH,NALGONDA,THRIPURARAM,19,582,41,2,644
ANDHRA PRADESH,NALGONDA,THUNGA THURTHI,419,2596,511,37,3563
ANDHRA PRADESH,NALGONDA,VALIGONDA,306,1748,520,2,2576
ANDHRA PRADESH,NALGONDA,VEMULAPALLE,235,437,290,46,1008
ANDHRA PRADESH,NALGONDA,YADAGIRIGUTTA,231,1132,787,0,2150
ANDHRA PRADESH,NELLORE,ALLUR,8,9,0,0,17
ANDHRA PRADESH,NELLORE,ANANTHASAGARAM,762,252,20,3,1037
ANDHRA PRADESH,NELLORE,ANUMASAMUDRAMPETA,71,973,0,0,1044
ANDHRA PRADESH,NELLORE,ATMAKUR,110,118,1,0,229
ANDHRA PRADESH,NELLORE,BALAYAPALLE,1049,518,215,1,1783
ANDHRA PRADESH,NELLORE,BOGOLE,178,208,0,0,386
ANDHRA PRADESH,NELLORE,BUTCHIREDDIPALEM,0,5,0,0,5
ANDHRA PRADESH,NELLORE,CHEJERLA,81,822,135,6,1044
ANDHRA PRADESH,NELLORE,CHILLAKUR,586,235,32,2,855
ANDHRA PRADESH,NELLORE,CHITTAMUR,177,10,0,8,195
ANDHRA PRADESH,NELLORE,DAGADARTHI,434,165,16,0,615
ANDHRA PRADESH,NELLORE,DAKKILI,914,612,360,10,1896
ANDHRA PRADESH,NELLORE,DORAVARISATRAM,496,55,5,0,556
ANDHRA PRADESH,NELLORE,DUTTALUR,517,539,60,3,1119
ANDHRA PRADESH,NELLORE,GUDUR,634,525,9,0,1168
ANDHRA PRADESH,NELLORE,JALADANKI,214,191,174,0,579
ANDHRA PRADESH,NELLORE,KALIGIRI,1221,712,109,1,2043
ANDHRA PRADESH,NELLORE,KALUVOYA,48,1216,118,2,1384
ANDHRA PRADESH,NELLORE,KAVALI,587,40,0,0,627
ANDHRA PRADESH,NELLORE,KODAVALUR,0,50,0,0,50
ANDHRA PRADESH,NELLORE,KONDAPURAM,417,321,53,0,791
ANDHRA PRADESH,NELLORE,KOTA,427,25,0,14,466
ANDHRA PRADESH,NELLORE,MANUBOLU,103,176,8,1,288
ANDHRA PRADESH,NELLORE,MARRIPADU,1260,31,11,1,1303
ANDHRA PRADESH,NELLORE,NAIDUPETA,215,124,42,0,381
ANDHRA PRADESH,NELLORE,NELLORE,151,79,12,0,242
ANDHRA PRADESH,NELLORE,OJILI,623,698,118,0,1439
ANDHRA PRADESH,NELLORE,PELLAKUR,673,1,0,0,674
ANDHRA PRADESH,NELLORE,PODLAKUR,27,2132,159,0,2318
ANDHRA PRADESH,NELLORE,RAPUR,391,995,248,49,1683
ANDHRA PRADESH,NELLORE,SEETHARAMAPURAM,7,659,79,0,745
ANDHRA PRADESH,NELLORE,SULLURPETA,289,48,3,0,340
ANDHRA PRADESH,NELLORE,SYDAPURAM,370,1175,562,2,2109
ANDHRA PRADESH,NELLORE,TADA,261,36,61,0,358
ANDHRA PRADESH,NELLORE,UDAYAGIRI,1333,68,2,0,1403
ANDHRA PRADESH,NELLORE,VAKADU,39,0,0,0,39
ANDHRA PRADESH,NELLORE,VARIKUNTAPADU,692,175,14,1,882
ANDHRA PRADESH,NELLORE,VENKATACHALAM,500,182,28,2,712
ANDHRA PRADESH,NELLORE,VENKATAGIRI,671,326,160,1,1158
ANDHRA PRADESH,NELLORE,VINJAMUR,843,421,12,0,1276
ANDHRA PRADESH,NIZAMABAD,ARMUR,368,117,279,105,869
ANDHRA PRADESH,NIZAMABAD,BALKONDA,193,1263,162,106,1724
ANDHRA PRADESH,NIZAMABAD,BANSWADA,11,21,1,2,35
