-----
{
 "description": "The table refers to Block wise Distribution of Deep Tubewells in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.14.csv", 
 "title": "Download CSV for Blockwise Distribution of Deep Tubewells in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.14.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical break down,Constraints in utilisation - Less water discharge,Constraints in utilisation - Other reason,Total - Constraints in utilisation,Total in use
MAHARASHTRA,SATARA,KOREGAON,0,0,0,16,0,16,16
MAHARASHTRA,SATARA,MAHABALESHWAR,0,0,0,38,0,38,38
MAHARASHTRA,SATARA,MAN,0,0,0,221,0,221,221
MAHARASHTRA,SATARA,PHALTAN,0,21,0,134,11,166,166
MAHARASHTRA,SATARA,SATARA,0,0,0,5,23,28,28
MAHARASHTRA,SINDHUDURGA,KANKAVLI,3,0,0,0,0,0,3
MAHARASHTRA,SOLAPUR,AKKALKOT,14,0,0,179,4,183,197
MAHARASHTRA,SOLAPUR,BARSHI,291,18,1,225,5,249,540
MAHARASHTRA,SOLAPUR,KARMALA,243,0,1,526,1,528,771
MAHARASHTRA,SOLAPUR,MADHA,252,5,0,996,14,1015,1267
MAHARASHTRA,SOLAPUR,MALSHIRAS,1114,67,2,471,18,558,1672
MAHARASHTRA,SOLAPUR,MANGALVEDHA,265,11,3,185,5,204,469
MAHARASHTRA,SOLAPUR,MOHOL,302,6,0,658,0,664,966
MAHARASHTRA,SOLAPUR,NORTH  SOLAPUR,10,3,8,42,0,53,63
MAHARASHTRA,SOLAPUR,PANDHARPUR,1012,11,0,804,36,851,1863
MAHARASHTRA,SOLAPUR,SANGOLA,497,0,0,59,11,70,567
MAHARASHTRA,SOLAPUR,SOUTH  SOLAPUR,64,3,1,230,42,276,340
MAHARASHTRA,THANE,BHIWANDI,9,0,0,0,6,6,15
MAHARASHTRA,THANE,WADA,1,0,0,0,3,3,4
MAHARASHTRA,WARDHA,ARVI,1,0,0,0,0,0,1
MAHARASHTRA,WARDHA,ASHTI,0,0,0,0,0,0,0
MAHARASHTRA,WARDHA,KARANJA,0,0,0,10,0,10,10
MAHARASHTRA,WARDHA,SAMUDRAPUR,0,0,0,36,0,36,36
MAHARASHTRA,WARDHA,SELOO,0,0,0,0,0,0,0
MAHARASHTRA,WARDHA,WARDHA,0,0,0,0,0,0,0
MAHARASHTRA,WASHIM,KARANJA,0,0,0,3,0,3,3
MAHARASHTRA,WASHIM,MALEGAON,0,4,0,10,0,14,14
MAHARASHTRA,WASHIM,MANGRULPIR,1,0,0,0,1,1,2
MAHARASHTRA,WASHIM,RISOD,0,0,0,24,2,26,26
MAHARASHTRA,YAVATMAL,ARNI,1,0,0,0,0,0,1
MAHARASHTRA,YAVATMAL,BABULGAON,0,0,0,2,0,2,2
MAHARASHTRA,YAVATMAL,GHATANJI,11,0,0,0,6,6,17
MAHARASHTRA,YAVATMAL,KELAPUR,0,1,0,0,0,1,1
MAHARASHTRA,YAVATMAL,MAREGAON,1,1,0,0,0,1,2
MAHARASHTRA,YAVATMAL,UMARKHED,240,0,0,7,0,7,247
MAHARASHTRA,YAVATMAL,WANI,9,10,0,17,7,34,43
MAHARASHTRA,YAVATMAL,YAVATMAL,0,0,0,3,6,9,9
MAHARASHTRA,YAVATMAL,ZARI JAMANI,34,21,0,16,2,39,73
MEGHALAYA,WEST GARO HILLS,BETASING,0,0,0,0,1,1,1
MEGHALAYA,WEST GARO HILLS,SELSELLA,0,0,0,2,0,2,2
MEGHALAYA,WEST GARO HILLS,TIKRIKILLA,0,0,1,0,0,1,1
MEGHALAYA,WEST GARO HILLS,ZIKZAK,0,0,0,0,1,1,1
NAGALAND,DIMAPUR,MEDZIPHEMA,0,0,0,0,0,0,0
ORISSA,ANGUL,PALALAHADA,0,1,0,1,0,2,2
ORISSA,BALASORE,BAHANAGA,0,0,0,0,68,68,68
ORISSA,BALASORE,BALASORE,2,3,0,0,52,55,57
ORISSA,BALASORE,BALIAPAL,6,3,0,0,16,19,25
ORISSA,BALASORE,BASTA,0,1,4,10,34,49,49
ORISSA,BALASORE,BHOGRAI,2,0,0,1,36,37,39
ORISSA,BALASORE,JALESWAR,0,12,3,0,67,82,82
ORISSA,BALASORE,KHAIRA,0,0,2,0,15,17,17
ORISSA,BALASORE,NILAGIRI,0,0,0,1,1,2,2
ORISSA,BALASORE,OUPADA,0,0,0,0,5,5,5
ORISSA,BALASORE,REMUNA,0,0,4,3,44,51,51
ORISSA,BALASORE,SIMULIA,0,2,0,0,5,7,7
ORISSA,BALASORE,SORO,0,1,2,2,67,72,72
ORISSA,BARGARH,AMBABHANA,1,7,0,4,1,12,13
ORISSA,BARGARH,BARAPALI,1,3,0,0,0,3,4
ORISSA,BARGARH,BARGARH,3,1,0,3,1,5,8
ORISSA,BARGARH,BHATALI,0,3,0,5,0,8,8
ORISSA,BARGARH,BHEDEN,1,0,0,0,0,0,1
ORISSA,BARGARH,JHARABANDH,2,0,0,1,0,1,3
ORISSA,BARGARH,PADMAPUR (RAJABUDASA,0,1,0,4,0,5,5
ORISSA,BARGARH,PAIKMAL,2,1,0,2,3,6,8
ORISSA,BARGARH,SOHELA,5,0,0,0,1,1,6
ORISSA,BHADRAK,BANTA,0,0,0,0,15,15,15
ORISSA,BHADRAK,BASUDEBPUR,0,0,0,0,46,46,46
ORISSA,BHADRAK,BHADRAK,0,0,0,0,5,5,5
ORISSA,BHADRAK,BHANDARI POKHARI,3,0,0,1,19,20,23
ORISSA,BHADRAK,CHANDABALI,1,0,0,0,8,8,9
ORISSA,BHADRAK,DHAMNAGAR,3,2,0,6,18,26,29
ORISSA,BHADRAK,TIHIDI,1,2,1,2,9,14,15
ORISSA,BOLANGIR,BALANGIR,0,0,0,0,0,0,0
ORISSA,BOLANGIR,BELAPARA,4,0,0,0,9,9,13
ORISSA,BOLANGIR,DEOGAON,1,0,0,0,0,0,1
ORISSA,BOLANGIR,GUDVELA,2,0,0,0,1,1,3
ORISSA,BOLANGIR,KHAPRAKHOL,2,0,0,0,0,0,2
ORISSA,BOLANGIR,MURIBAHAL,3,0,0,0,0,0,3
ORISSA,BOLANGIR,PUINTALA,0,0,0,0,2,2,2
ORISSA,BOLANGIR,TITILAGARH,0,0,0,0,0,0,0
ORISSA,BOLANGIR,TUREIKELA,1,0,0,0,1,1,2
ORISSA,CUTTACK,BADAMBA,1,0,0,0,0,0,1
ORISSA,CUTTACK,BARANGA,0,0,0,0,1,1,1
ORISSA,CUTTACK,CUTTACKSADAR,5,0,3,9,44,56,61
ORISSA,CUTTACK,KANTAPADA,0,0,1,0,0,1,1
ORISSA,CUTTACK,MAHANGA,2,0,0,0,8,8,10
ORISSA,CUTTACK,NIALI,0,0,0,0,23,23,23
ORISSA,CUTTACK,NISCHINTAKOILI,0,10,0,0,4,14,14
ORISSA,CUTTACK,SALIPUR,1,0,0,0,2,2,3
ORISSA,CUTTACK,TANGI CHOUDWAR,1,0,0,0,0,0,1
ORISSA,DEOGARH,BARAKOTE,0,0,1,1,1,3,3
ORISSA,DHENKANAL,GANDIA,1,0,0,0,0,0,1
ORISSA,DHENKANAL,HINDOL,1,0,0,0,0,0,1
ORISSA,DHENKANAL,SADAR,1,0,0,0,0,0,1
ORISSA,GAJAPATI,KASINAGAR,1,0,0,0,0,0,1
ORISSA,GAJAPATI,PARALAKHEMUNDI,0,0,0,0,0,0,0
ORISSA,GANJAM,BELLAGUNTHA,0,0,0,0,0,0,0
ORISSA,GANJAM,BHANJANAGAR,4,0,0,0,0,0,4
ORISSA,GANJAM,CHHATRAPUR,9,0,0,0,1,1,10
ORISSA,GANJAM,CHIKETI,3,0,0,7,2,9,12
ORISSA,GANJAM,DHARAKOTE,0,0,0,0,0,0,0
ORISSA,GANJAM,GANJAM,0,0,0,5,10,15,15
ORISSA,GANJAM,PATRAPUR,0,1,0,0,0,1,1
ORISSA,GANJAM,PURUSOTTAMPUR,0,0,0,0,0,0,0
ORISSA,GANJAM,SANAKHEMUNDI,1,0,0,0,0,0,1
ORISSA,GANJAM,SHERAGAD,0,3,0,3,4,10,10
ORISSA,JAGATSINGHPUR,BALIKUDA,1,0,0,0,3,3,4
ORISSA,JAGATSINGHPUR,BIRIDI,0,0,0,0,1,1,1
ORISSA,JAGATSINGHPUR,ERASAMA,0,0,0,0,0,0,0
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,5,0,1,0,8,9,14
ORISSA,JAGATSINGHPUR,NAUGAON,0,0,0,0,12,12,12
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,0,0,0,0,0,0,0
ORISSA,JAGATSINGHPUR,TIRTOL,10,2,1,1,12,16,26
ORISSA,JAJAPUR,BADACHANA,2,1,0,0,2,3,5
ORISSA,JAJAPUR,BARI,2,0,1,0,7,8,10
ORISSA,JAJAPUR,BINJHARPUR,6,0,0,0,9,9,15
ORISSA,JAJAPUR,DANAGADI,2,0,0,0,1,1,3
ORISSA,JAJAPUR,DASARATHPUR,22,0,1,1,1,3,25
ORISSA,JAJAPUR,DHARMASALA,5,1,0,2,18,21,26
ORISSA,JAJAPUR,JAJPUR,2,3,0,2,23,28,30
ORISSA,JAJAPUR,KOREI,12,28,10,6,11,55,67
ORISSA,JAJAPUR,RASULPUR,3,0,4,0,23,27,30
ORISSA,JAJAPUR,SUKINDA,1,0,0,0,2,2,3
ORISSA,JHARSUGUDA,JHARSUGUDA,1,0,0,1,6,7,8
ORISSA,JHARSUGUDA,KOLABIRA,0,0,0,1,0,1,1
ORISSA,JHARSUGUDA,LAIKERA,0,0,0,1,0,1,1
ORISSA,JHARSUGUDA,LAKHANPUR,8,0,0,2,111,113,121
ORISSA,KALAHANDI,BHAWANIPATANA,0,2,0,0,1,3,3
ORISSA,KALAHANDI,DHARMGAD,0,0,0,0,0,0,0
ORISSA,KALAHANDI,JUNAGAD,4,0,1,0,1,2,6
ORISSA,KENDRAPARA,AUL,0,0,0,0,1,1,1
ORISSA,KENDRAPARA,DERABISHI,0,0,0,0,0,0,0
ORISSA,KENDRAPARA,KENDRAPADA,1,0,0,0,0,0,1
ORISSA,KENDRAPARA,MAHAKALPADA,1,0,0,0,2,2,3
ORISSA,KENDRAPARA,MARSHAGHAI,0,0,1,0,2,3,3
ORISSA,KENDRAPARA,PATTAMUNDAI,1,1,0,0,0,1,2
ORISSA,KENDRAPARA,RAJKANIKA,0,0,1,0,0,1,1
ORISSA,KENDRAPARA,RAJNAGAR,0,2,0,0,1,3,3
ORISSA,KEONJHAR,ANANDPUR,3,0,0,0,3,3,6
ORISSA,KEONJHAR,GHASIPURA,0,0,0,1,0,1,1
ORISSA,KEONJHAR,GHATAGAON,2,0,0,0,0,0,2
ORISSA,KEONJHAR,HATADIHI,0,0,0,1,0,1,1
ORISSA,KEONJHAR,JODA,0,0,0,1,0,1,1
ORISSA,KEONJHAR,SAHARPADA,0,0,0,0,1,1,1
ORISSA,KHURDA,BALIANTA,0,1,2,3,4,10,10
ORISSA,KHURDA,BALIPATANA,1,0,0,0,3,3,4
ORISSA,KHURDA,BHUBANESWAR,1,0,0,0,2,2,3
ORISSA,KHURDA,BOLAGARH,0,0,0,1,1,2,2
ORISSA,KHURDA,CHILIKA,0,0,0,0,1,1,1
ORISSA,KHURDA,TANGI,0,2,0,0,0,2,2
ORISSA,KORAPUT,BANDHUGAON,1,0,0,0,0,0,1
ORISSA,KORAPUT,KORAPUT,0,0,0,1,0,1,1
ORISSA,MALKANAGIRI,KHAIRPUT,0,0,0,0,0,0,0
ORISSA,MALKANAGIRI,KORKONDA,1,0,0,1,2,3,4
ORISSA,MALKANAGIRI,MALKANGIRI,0,0,0,1,0,1,1
ORISSA,MAYURBHANJA,BADASAHI,9,3,0,1,7,11,20
ORISSA,MAYURBHANJA,BARIPADA,0,1,0,0,0,1,1
ORISSA,MAYURBHANJA,BETANATI,7,0,0,3,14,17,24
ORISSA,MAYURBHANJA,GOPABANDHUNAGAR,11,0,0,0,1,1,12
ORISSA,MAYURBHANJA,KHUNTA,4,0,3,2,0,5,9
ORISSA,MAYURBHANJA,KULIANA,2,0,1,0,4,5,7
ORISSA,MAYURBHANJA,MURUDA,11,2,5,8,2,17,28
ORISSA,MAYURBHANJA,RASAGOBINDAPUR,5,1,0,8,37,46,51
ORISSA,MAYURBHANJA,RIRANGAPUR,0,0,0,0,1,1,1
ORISSA,MAYURBHANJA,SARASAKANA,0,0,0,0,1,1,1
ORISSA,MAYURBHANJA,SULIAPADA,7,1,9,0,35,45,52
ORISSA,NAWARANGAPUR,JHARIGAON,1,0,0,1,0,1,2
ORISSA,NAWARANGAPUR,NANDAHANDI,0,0,0,0,1,1,1
ORISSA,NAWARANGAPUR,TENTULIKHUNTI,0,0,0,0,1,1,1
ORISSA,NAYAGARH,KHANDAPARA,0,0,0,0,5,5,5
ORISSA,NAYAGARH,NAYAGARH,0,0,0,0,0,0,0
ORISSA,NAYAGARH,NUAGAON,0,0,0,1,0,1,1
ORISSA,NAYAGARH,RANAPUR,0,1,0,0,0,1,1
ORISSA,NUAPADA,KHARIAR,1,1,0,0,0,1,2
ORISSA,NUAPADA,KOMANA,1,0,0,0,0,0,1
ORISSA,NUAPADA,NUAPADA,0,0,0,1,0,1,1
ORISSA,PURI,ASTARANG,0,0,0,0,0,0,0
ORISSA,PURI,GOP,8,3,0,0,3,6,14
ORISSA,PURI,KAKATPUR,0,1,0,0,2,3,3
ORISSA,PURI,NIMAPARA,21,1,0,0,18,19,40
ORISSA,PURI,PIPILI,1,0,0,0,2,2,3
ORISSA,PURI,PURISADAR,1,0,0,0,0,0,1
ORISSA,PURI,SATYABADI,0,0,0,0,0,0,0
ORISSA,RAYAGADA,BISAMCUTTACK,5,0,0,0,1,1,6
ORISSA,RAYAGADA,KOLNARA,0,0,0,0,3,3,3
ORISSA,RAYAGADA,RAYAGADA,0,0,1,0,2,3,3
ORISSA,SAMBALPUR,DHANAKOIDA(SAMBALPUR,2,0,0,6,1,7,9
ORISSA,SAMBALPUR,GOVINDAPUR,0,0,0,0,1,1,1
ORISSA,SAMBALPUR,JAMANKIRA,2,0,0,1,4,5,7
ORISSA,SAMBALPUR,JUJUMURA,0,0,0,0,1,1,1
ORISSA,SAMBALPUR,MANESWAR,1,0,0,0,3,3,4
ORISSA,SAMBALPUR,RENGALI,6,2,0,0,3,5,11
ORISSA,SONEPUR,DUNGURIPALI,1,0,0,0,0,0,1
ORISSA,SONEPUR,SONEPUR,2,0,0,0,0,0,2
ORISSA,SUNDARGARH,BADAGAON,0,0,0,0,2,2,2
ORISSA,SUNDARGARH,BONAI,1,0,0,0,0,0,1
ORISSA,SUNDARGARH,HEMAGIRI,0,0,0,0,0,0,0
ORISSA,SUNDARGARH,KUANRAMUNDA,1,0,0,0,0,0,1
ORISSA,SUNDARGARH,KUTRA,2,0,0,1,2,3,5
ORISSA,SUNDARGARH,LAHUNIPADA,0,0,0,0,2,2,2
ORISSA,SUNDARGARH,LATHIKATA,2,2,0,0,0,2,4
ORISSA,SUNDARGARH,LEPHRIPADA,2,0,0,0,2,2,4
ORISSA,SUNDARGARH,SUBDEGA,0,0,0,0,1,1,1
ORISSA,SUNDARGARH,SUNDARGARH,1,0,0,1,11,12,13
ORISSA,SUNDARGARH,TANGARPALI,5,0,0,0,0,0,5
PONDICHERRY,KARAIKAL,NEDUNGADU,6,0,0,0,0,0,6
PONDICHERRY,KARAIKAL,THIRUNALLAR,13,0,0,0,0,0,13
PONDICHERRY,PONDICHERRY,ARIANKUPPAM,25,0,1,0,0,1,26
PONDICHERRY,PONDICHERRY,BAHOUR,22,0,0,0,0,0,22
PONDICHERRY,PONDICHERRY,MANNADIPET,138,0,0,0,0,0,138
PONDICHERRY,PONDICHERRY,NETTAPAKKAM,46,0,0,0,0,0,46
PONDICHERRY,PONDICHERRY,OULGARET,4,0,0,0,0,0,4
PONDICHERRY,PONDICHERRY,VILLIANUR,66,0,0,0,0,0,66
PUNJAB,AMRITSER,BABA BAKALA,2,0,0,0,0,0,2
PUNJAB,AMRITSER,TARN TARAN,0,2,0,0,0,2,2
PUNJAB,GURDASPUR,BAMIAL,2,0,0,0,0,0,2
PUNJAB,GURDASPUR,DERA BABA NANAK,893,0,0,0,0,0,893
PUNJAB,GURDASPUR,DHARIWAL,49,0,0,0,0,0,49
PUNJAB,GURDASPUR,DHARKALAN,22,0,0,0,0,0,22
PUNJAB,GURDASPUR,DINANAGAR,985,0,1,0,0,1,986
PUNJAB,GURDASPUR,KAHNUWAN,3,0,0,0,0,0,3
PUNJAB,GURDASPUR,PATHANKOT,11,25,0,0,0,25,36
PUNJAB,GURDASPUR,QUADIAN,14,0,0,0,0,0,14
PUNJAB,HOSHIARPUR,BHUNGA,222,0,0,0,1,1,223
PUNJAB,HOSHIARPUR,DASUYA,18,0,0,0,0,0,18
PUNJAB,HOSHIARPUR,GARHSHANKAR,291,0,1,0,0,1,292
PUNJAB,HOSHIARPUR,HAZIPUR,5,0,0,3,1,4,9
PUNJAB,HOSHIARPUR,HOSHIARPUR 2,669,0,0,0,0,0,669
PUNJAB,HOSHIARPUR,HOSHIARPUR-I,188,0,0,0,1,1,189
PUNJAB,HOSHIARPUR,MAHILPUR,370,0,1,0,0,1,371
PUNJAB,HOSHIARPUR,TALWARA,2,0,1,3,11,15,17
PUNJAB,HOSHIARPUR,TANDA,1,0,0,0,0,0,1
PUNJAB,KAPURTHALA,NADALA,11,2,0,0,0,2,13
PUNJAB,KAPURTHALA,SULTANPUR,0,0,1,0,0,1,1
PUNJAB,LUDHIANA,DORAHA,47,1,0,0,0,1,48
PUNJAB,LUDHIANA,LUDHIANA,6,0,0,0,0,0,6
PUNJAB,LUDHIANA,MANGAT,7,0,0,0,0,0,7
PUNJAB,LUDHIANA,MASHIWARA,42,0,0,0,0,0,42
PUNJAB,LUDHIANA,SAMRALA,4,1,0,0,0,1,5
PUNJAB,LUDHIANA,SIDHWAN BET,1,0,0,0,0,0,1
PUNJAB,LUDHIANA,SUDHAR,216,0,0,0,0,0,216
PUNJAB,MOGA,NIHAL SINGH WALA,0,63,28,0,0,91,91
PUNJAB,NAWANSHAHAR,AUR,152,0,0,0,0,0,152
PUNJAB,NAWANSHAHAR,BALACHOR,170,0,0,0,0,0,170
PUNJAB,NAWANSHAHAR,SADOYA,106,0,0,0,0,0,106
PUNJAB,PATIALA,DERABASSI,537,0,0,0,0,0,537
PUNJAB,PATIALA,KANOR,158,2,0,0,2,4,162
PUNJAB,PATIALA,NABHA,27,0,0,0,0,0,27
PUNJAB,PATIALA,PATRAN,1141,0,0,0,0,0,1141
PUNJAB,PATIALA,RAJPURA,288,0,0,0,0,0,288
PUNJAB,PATIALA,SAMANA,2,0,0,0,0,0,2
PUNJAB,ROPAR,ANANDPUR SAHIB,2,23,0,0,0,23,25
PUNJAB,ROPAR,KHARAR,3,322,0,0,30,352,355
PUNJAB,ROPAR,MAJRI,12,212,17,0,0,229,241
PUNJAB,ROPAR,MORINDA,5,0,0,0,0,0,5
PUNJAB,ROPAR,NOORPUR BEDI,12,46,0,0,0,46,58
PUNJAB,ROPAR,ROPAR,14,173,0,1,0,174,188
PUNJAB,SANGRUR,AHMADGARH,0,12,0,0,0,12,12
PUNJAB,SANGRUR,ANDANA,0,88,0,0,0,88,88
PUNJAB,SANGRUR,BARNALA,0,214,2,3,0,219,219
PUNJAB,SANGRUR,BHAVANIGARH,21,0,0,0,0,0,21
PUNJAB,SANGRUR,DHURI,0,41,0,0,0,41,41
PUNJAB,SANGRUR,LEHRAGAGA,238,0,0,0,0,0,238
PUNJAB,SANGRUR,SANGRUR,0,1403,0,0,0,1403,1403
PUNJAB,SANGRUR,SHERPUR,122,0,0,0,0,0,122
RAJASTHAN,AJMER,AJMER,0,0,1,38,0,39,39
RAJASTHAN,AJMER,KISHANGARH,5,0,0,5,0,5,10
RAJASTHAN,AJMER,NASIRABAD,0,0,0,13,0,13,13
RAJASTHAN,AJMER,PISAGAON,0,0,0,0,4,4,4
RAJASTHAN,ALWAR,RAJGARH,25,0,0,0,0,0,25
RAJASTHAN,ALWAR,RAMGARH,0,0,0,0,1,1,1
RAJASTHAN,ALWAR,THANAGAZI,0,0,0,0,0,0,0
RAJASTHAN,BANSWARA,BAGIDORA,84,0,0,14,0,14,98
RAJASTHAN,BANSWARA,BANSWARA,85,0,0,0,0,0,85
RAJASTHAN,BARAN,ANTA,379,745,19,139,33,936,1315
RAJASTHAN,BARAN,ATRU,1782,425,3,111,4,543,2325
RAJASTHAN,BARAN,BARAN,2942,30,9,21,12,72,3014
RAJASTHAN,BARAN,CHABRA,302,103,3,303,5,414,716
RAJASTHAN,BARAN,CHIPA BAROD,454,152,1,46,23,222,676
RAJASTHAN,BARAN,KISHANGANJ,40,6,0,126,4,136,176
RAJASTHAN,BARAN,MANGROL,73,0,0,6,5,11,84
RAJASTHAN,BARAN,SHAHABAD,459,359,2,1,117,479,938
RAJASTHAN,BARMER,BAYTOO,10,20,0,0,0,20,30
RAJASTHAN,BARMER,GUDAMALANI,6,7,2,7,15,31,37
RAJASTHAN,BARMER,PACH PADRA,2,0,0,0,2,2,4
RAJASTHAN,BARMER,SHIV,1,198,0,2,8,208,209
RAJASTHAN,BARMER,SIWANA,46,47,0,64,10,121,167
RAJASTHAN,BHARATPUR,BEIR,649,0,0,0,2,2,651
RAJASTHAN,BHARATPUR,BHARATPUR,129,7,17,59,3,86,215
RAJASTHAN,BHARATPUR,KUMBHER,9,0,0,0,12,12,21
RAJASTHAN,BHARATPUR,NADBAI,6,16,0,0,0,16,22
RAJASTHAN,BHARATPUR,ROOPBAS,26,0,0,40,0,40,66
RAJASTHAN,BHILWARA,BANEDA,0,0,0,22,0,22,22
RAJASTHAN,BHILWARA,BHILWARA,0,0,0,37,0,37,37
RAJASTHAN,BHILWARA,BIJOLIYA,40,4,0,36,0,40,80
RAJASTHAN,BHILWARA,KOTADI,0,0,0,0,0,0,0
RAJASTHAN,BHILWARA,MANDALGARH,0,28,0,42,3,73,73
RAJASTHAN,BHILWARA,RAIPUR,5,0,0,4,0,4,9
RAJASTHAN,BHILWARA,SAHADA,0,3,0,11,0,14,14
RAJASTHAN,BHILWARA,SHAHPURA,0,0,0,0,1,1,1
RAJASTHAN,BIKANER,BIKANER,104,329,1,3,31,364,468
RAJASTHAN,BIKANER,DOONGAR GARH,196,304,8,1,10,323,519
RAJASTHAN,BIKANER,KOLAYAT,8,201,5,2,19,227,235
RAJASTHAN,BIKANER,LUNKARANSAR,111,1,0,1,3,5,116
RAJASTHAN,BIKANER,NOKHA,397,619,6,11,59,695,1092
RAJASTHAN,BUNDI,BUNDI,379,248,4,10,34,296,675
RAJASTHAN,BUNDI,HINDOLI,16,2,0,1,0,3,19
RAJASTHAN,BUNDI,INDRAGARH,0,1,0,9,0,10,10
RAJASTHAN,BUNDI,KESHORAIPATAN,6,4,1,37,138,180,186
RAJASTHAN,BUNDI,NAINWA,132,1,9,104,1,115,247
RAJASTHAN,CHITTORGARH,BADI SADRI,110,31,0,570,1,602,712
RAJASTHAN,CHITTORGARH,BENGU,15,78,5,1044,16,1143,1158
RAJASTHAN,CHITTORGARH,BHADESAR,8,13,3,143,9,168,176
RAJASTHAN,CHITTORGARH,CHHOTI SADRI,161,149,0,644,7,800,961
RAJASTHAN,CHITTORGARH,CHITTORGARH,247,300,22,1209,54,1585,1832
RAJASTHAN,CHITTORGARH,DUNGLA,0,0,0,7,0,7,7
RAJASTHAN,CHITTORGARH,GANGARAR,0,24,0,87,121,232,232
RAJASTHAN,CHITTORGARH,KAPASAN,38,0,1,48,0,49,87
RAJASTHAN,CHITTORGARH,NIMBAHERA,338,58,3,1134,2,1197,1535
RAJASTHAN,CHITTORGARH,PRATAPGARH,19,8,1,46,0,55,74
RAJASTHAN,CHITTORGARH,RASHMI,0,13,0,87,0,100,100
RAJASTHAN,CHITTORGARH,RAWATBHATA,11,3,0,9,19,31,42
RAJASTHAN,CHURU,RATANGARH,31,279,3,1,9,292,323
RAJASTHAN,CHURU,SUJANGARH,289,511,8,34,9,562,851
RAJASTHAN,DAUSA,MAHUA,15,0,0,0,0,0,15
RAJASTHAN,DUNGARPUR,SAGWARA,0,0,0,49,0,49,49
RAJASTHAN,DUNGARPUR,SIMALWARA,0,0,0,24,0,24,24
RAJASTHAN,JAIPUR,AMER,7,0,0,0,0,0,7
RAJASTHAN,JAIPUR,BASSI,2,0,0,8,0,8,10
RAJASTHAN,JAIPUR,CHOMU,51,42,0,9,0,51,102
RAJASTHAN,JAIPUR,PHULERA,4,0,0,0,0,0,4
RAJASTHAN,JAIPUR,SANGANER,12,1,0,5,0,6,18
RAJASTHAN,JAISALMER,JAISALMER,42,346,2,2,47,397,439
RAJASTHAN,JAISALMER,POKARAN,212,145,11,63,18,237,449
RAJASTHAN,JALORE,AHORE,2,0,0,14,0,14,16
RAJASTHAN,JALORE,BAGODA,172,271,11,256,60,598,770
RAJASTHAN,JALORE,BHINMAL,55,0,0,48,0,48,103
RAJASTHAN,JALORE,JALORE,14,6,5,8,1,20,34
RAJASTHAN,JALORE,RANIWARA,10,4,0,0,0,4,14
RAJASTHAN,JALORE,SANCHORE,0,74,0,0,0,74,74
RAJASTHAN,JALORE,SAYLA,2,0,0,0,0,0,2
RAJASTHAN,JHALAWAR,JHALARA PATAN,15,0,0,0,0,0,15
RAJASTHAN,JHALAWAR,KHANPUR,502,0,0,0,0,0,502
RAJASTHAN,JHALAWAR,PACHPAHAR,0,0,0,2,0,2,2
RAJASTHAN,JHALAWAR,PIRAWA,0,0,0,26,0,26,26
RAJASTHAN,JHUNJHUNU,BUHANA,6,0,0,0,0,0,6
RAJASTHAN,JODHPUR,BHOPAL GARH,1895,1313,14,957,4,2288,4183
RAJASTHAN,JODHPUR,BILADA,249,1161,6,401,296,1864,2113
RAJASTHAN,JODHPUR,JODHPUR,362,19,2,214,46,281,643
RAJASTHAN,JODHPUR,ONSIA,1422,3069,21,446,51,3587,5009
RAJASTHAN,JODHPUR,PHALODI,207,493,14,2,417,926,1133
RAJASTHAN,JODHPUR,SHER GARH,201,29,0,28,73,130,331
RAJASTHAN,KAROLI,HINDON,115,8,0,0,0,8,123
RAJASTHAN,KAROLI,NADOTI,0,0,0,0,0,0,0
RAJASTHAN,KAROLI,SAPOTRA,48,9,0,1,1,11,59
RAJASTHAN,KAROLI,TODA BHIM,4,225,0,0,7,232,236
RAJASTHAN,KOTA,DIGOD,1431,0,0,0,12,12,1443
RAJASTHAN,KOTA,LADPURA,125,6,0,36,0,42,167
RAJASTHAN,KOTA,PIPALLDA,4,0,0,9,1,10,14
RAJASTHAN,KOTA,RAMGANJMANDI,0,0,0,2,0,2,2
RAJASTHAN,KOTA,SANGOD,25,0,0,0,0,0,25
RAJASTHAN,NAGAUR,DEEDWANA,2,0,0,7,0,7,9
RAJASTHAN,NAGAUR,DEGANA,156,96,10,6,67,179,335
RAJASTHAN,NAGAUR,JAYAL,179,1,0,0,0,1,180
RAJASTHAN,NAGAUR,KHEEVSAR,9,1160,10,4,58,1232,1241
RAJASTHAN,NAGAUR,LADNU,257,172,0,68,220,460,717
RAJASTHAN,NAGAUR,MAKRANA,0,0,0,6,2,8,8
RAJASTHAN,NAGAUR,MERTA,1516,2067,18,69,21,2175,3691
RAJASTHAN,NAGAUR,NAGAUR,641,1631,132,125,43,1931,2572
RAJASTHAN,NAGAUR,NAWA,39,108,10,14,2,134,173
RAJASTHAN,NAGAUR,PARBATSAR,23,0,0,6,0,6,29
RAJASTHAN,PALI,BALI,1,0,0,2,4,6,7
