-----
{
 "description": "The table refers to Block wise Distribution of Deep Tubewells according to Water Lifting Device. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.8.csv", 
 "title": "Download CSV for Blockwise Distribution of Deep Tubewells according to Water Lifting Device", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.8.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Submersible pumps,Turbine pumps,Others,Total
UTTARANCHAL,UDHAM SINGH NAGAR,BAZPUR,35,0,4,39
UTTARANCHAL,UDHAM SINGH NAGAR,GADARPUR,45,2,21,68
UTTARANCHAL,UDHAM SINGH NAGAR,JASPUR,49,11,2,62
UTTARANCHAL,UDHAM SINGH NAGAR,KASHIPUR,21,2,1,24
UTTARANCHAL,UDHAM SINGH NAGAR,KHATIMA,46,0,0,46
UTTARANCHAL,UDHAM SINGH NAGAR,RUDRAPUR,83,20,11,114
UTTARANCHAL,UDHAM SINGH NAGAR,SITARGANJ,29,3,15,47
WEST BENGAL,BANKURA,BISHNUPUR,30,1,0,31
WEST BENGAL,BANKURA,BORJORA,6,0,0,6
WEST BENGAL,BANKURA,INDUS,11,0,0,11
WEST BENGAL,BANKURA,JOYPUR,15,0,0,15
WEST BENGAL,BANKURA,KATUL PUR,28,1,1,30
WEST BENGAL,BANKURA,ONDA,5,1,0,6
WEST BENGAL,BANKURA,PATRASAYER,27,0,0,27
WEST BENGAL,BANKURA,SONAMUKHI,26,0,3,29
WEST BENGAL,BANKURA,TALDANGRA,5,0,0,5
WEST BENGAL,BIRBHUM,BOLPUR SRINEKATAN,4,0,0,4
WEST BENGAL,BIRBHUM,DUBRAJ PUR,21,0,2,23
WEST BENGAL,BIRBHUM,ILLAM BAZAR,47,0,0,47
WEST BENGAL,BIRBHUM,LABPUR,11,0,0,11
WEST BENGAL,BIRBHUM,MAYURESWAR-1,4,0,0,4
WEST BENGAL,BIRBHUM,MAYUURESWAR-2,1,0,0,1
WEST BENGAL,BIRBHUM,MURARAI-1,1,0,0,1
WEST BENGAL,BIRBHUM,MURARAI-2,7,0,0,7
WEST BENGAL,BIRBHUM,NALHATI-1,5,0,0,5
WEST BENGAL,BIRBHUM,NALHATI-2,6,0,0,6
WEST BENGAL,BIRBHUM,RAMPURHAT-I,4,1,0,5
WEST BENGAL,BIRBHUM,RAMPURHAT-II,2,0,0,2
WEST BENGAL,BIRBHUM,SAINTHIA,9,0,0,9
WEST BENGAL,BURDWAN,AUSGRAM-I,2,0,0,2
WEST BENGAL,BURDWAN,AUSGRAM-II,7,2,3,12
WEST BENGAL,BURDWAN,BHATAR,2,0,0,2
WEST BENGAL,BURDWAN,BURDWAN-1,13,0,0,13
WEST BENGAL,BURDWAN,BURDWAN-2,6,0,0,6
WEST BENGAL,BURDWAN,GALSI-1,11,0,0,11
WEST BENGAL,BURDWAN,GALSI-2,4,0,0,4
WEST BENGAL,BURDWAN,JAMALPUR,23,2,0,25
WEST BENGAL,BURDWAN,KALNA-1,47,2,0,49
WEST BENGAL,BURDWAN,KALNA-2,49,0,0,49
WEST BENGAL,BURDWAN,KANKSHA,3,0,0,3
WEST BENGAL,BURDWAN,KATUGRAM-I,15,0,1,16
WEST BENGAL,BURDWAN,KATUGRAM-II,25,0,2,27
WEST BENGAL,BURDWAN,KATWA-I,33,0,0,33
WEST BENGAL,BURDWAN,KATWA-II,53,0,0,53
WEST BENGAL,BURDWAN,KHANDAGHOSH,31,0,0,31
WEST BENGAL,BURDWAN,MANGALCOTE,12,0,1,13
WEST BENGAL,BURDWAN,MEMARI(1),8,0,0,8
WEST BENGAL,BURDWAN,MEMARI-2,22,0,0,22
WEST BENGAL,BURDWAN,MONTESWAR,45,0,1,46
WEST BENGAL,BURDWAN,PURBASTHALI-1,55,2,0,57
WEST BENGAL,BURDWAN,PURBASTHALI-2,56,3,0,59
WEST BENGAL,BURDWAN,RAINA,27,2,1,30
WEST BENGAL,BURDWAN,RAINA-1,54,1,0,55
WEST BENGAL,COOCHBEHAR,COOCHBEHAR-I,8,3,0,11
WEST BENGAL,COOCHBEHAR,COOCHBEHAR-II,6,1,0,7
WEST BENGAL,COOCHBEHAR,DINHATA-1,10,6,0,16
WEST BENGAL,COOCHBEHAR,DINHATA-II,7,2,0,9
WEST BENGAL,COOCHBEHAR,HALDIBARI,1,0,0,1
WEST BENGAL,COOCHBEHAR,MATHABHANGA-I,1,0,0,1
WEST BENGAL,COOCHBEHAR,MATHABHANGA-II,1,0,1,2
WEST BENGAL,COOCHBEHAR,MEKHLIGANJ,1,0,0,1
WEST BENGAL,COOCHBEHAR,SITAI,2,0,0,2
WEST BENGAL,COOCHBEHAR,SITALKUCHI,4,0,0,4
WEST BENGAL,COOCHBEHAR,TUFANGANJ-I,5,0,0,5
WEST BENGAL,COOCHBEHAR,TUFANGANJ-II,6,1,0,7
WEST BENGAL,DAKSHIN DINAJPUR,BALURGHAT,47,1,0,48
WEST BENGAL,DAKSHIN DINAJPUR,BANSIHARI,2,1,0,3
WEST BENGAL,DAKSHIN DINAJPUR,GANGARAMPUR,6,0,0,6
WEST BENGAL,DAKSHIN DINAJPUR,HARIRAMPUR,11,0,0,11
WEST BENGAL,DAKSHIN DINAJPUR,HILI,22,0,0,22
WEST BENGAL,DAKSHIN DINAJPUR,KUMARGANJ,23,0,0,23
WEST BENGAL,DAKSHIN DINAJPUR,KUSHMANDI,35,0,0,35
WEST BENGAL,DAKSHIN DINAJPUR,TAPAN,2,0,0,2
WEST BENGAL,DARJEELING,KHARIBARI,4,0,0,4
WEST BENGAL,DARJEELING,MATIGARA,8,0,0,8
WEST BENGAL,DARJEELING,NAXALBARI,10,3,0,13
WEST BENGAL,DARJEELING,PHANSIDEWA,13,0,0,13
WEST BENGAL,HAORA,AMTA-I,26,0,0,26
WEST BENGAL,HAORA,AMTA-II,19,0,0,19
WEST BENGAL,HAORA,BAGNAN-I,20,1,0,21
WEST BENGAL,HAORA,BAGNAN-II,8,5,0,13
WEST BENGAL,HAORA,DOMJUR,5,0,0,5
WEST BENGAL,HAORA,JAGOTBALLAVPUR,31,3,0,34
WEST BENGAL,HAORA,PANCHLA,4,0,1,5
WEST BENGAL,HAORA,UDAY NARAYANPUR,58,0,1,59
WEST BENGAL,HAORA,ULUBERIA-I,1,0,0,1
WEST BENGAL,HOOGHLY,ARAMBAGH,63,1,0,64
WEST BENGAL,HOOGHLY,BALAGARH,45,1,0,46
WEST BENGAL,HOOGHLY,CHANDITALA-I,17,0,0,17
WEST BENGAL,HOOGHLY,CHANDITALA-II,12,2,0,14
WEST BENGAL,HOOGHLY,CHINSURAH-MOGRA,18,1,0,19
WEST BENGAL,HOOGHLY,DHANIAKHALI,24,3,0,27
WEST BENGAL,HOOGHLY,GOGHAT-I,12,0,0,12
WEST BENGAL,HOOGHLY,GOGHAT-II,33,0,0,33
WEST BENGAL,HOOGHLY,HARIPAL,22,0,0,22
WEST BENGAL,HOOGHLY,JANGIPARA,19,1,0,20
WEST BENGAL,HOOGHLY,KHANAKUL-I,31,0,0,31
WEST BENGAL,HOOGHLY,KHANAKUL-II,22,1,0,23
WEST BENGAL,HOOGHLY,PANDUA,75,3,0,78
WEST BENGAL,HOOGHLY,POLBA DADPUR,45,2,0,47
WEST BENGAL,HOOGHLY,PURSURAH,22,1,1,24
WEST BENGAL,HOOGHLY,SERAMPUR-UTTERPARA,8,0,0,8
WEST BENGAL,HOOGHLY,SINGUR,26,1,0,27
WEST BENGAL,HOOGHLY,TARAKESWAR,15,0,0,15
WEST BENGAL,JALPAIGURI,ALIPURDUAR-1,10,1,0,11
WEST BENGAL,JALPAIGURI,ALIPURDUAR-2,1,0,0,1
WEST BENGAL,JALPAIGURI,DHUPGURI,30,10,0,40
WEST BENGAL,JALPAIGURI,FALAKATA,4,1,0,5
WEST BENGAL,JALPAIGURI,JALPAIGURI SADAR,12,6,2,20
WEST BENGAL,JALPAIGURI,KALCHINI,15,0,0,15
WEST BENGAL,JALPAIGURI,KUMARGRAM,31,0,4,35
WEST BENGAL,JALPAIGURI,MADARIHAT,21,1,0,22
WEST BENGAL,JALPAIGURI,MAL,49,0,2,51
WEST BENGAL,JALPAIGURI,MATIALI,8,0,0,8
WEST BENGAL,JALPAIGURI,MAYNAGURI,6,4,0,10
WEST BENGAL,JALPAIGURI,NAGRAKATA,12,0,0,12
WEST BENGAL,JALPAIGURI,RAJGANJ,2,3,0,5
WEST BENGAL,MALDA,CHANCHAL-I,23,0,0,23
WEST BENGAL,MALDA,CHANCHAL-II,34,0,0,34
WEST BENGAL,MALDA,ENGLISH BAZAR,51,0,0,51
WEST BENGAL,MALDA,GAZOLE,27,3,1,31
WEST BENGAL,MALDA,HABIBPUR,1,0,0,1
WEST BENGAL,MALDA,HARISHCHANDRAPUR-I,14,0,0,14
WEST BENGAL,MALDA,HARISHCHANDRAPUR-II,12,0,0,12
WEST BENGAL,MALDA,KALIACHAK-I,10,5,0,15
WEST BENGAL,MALDA,KALIACHAK-II,21,2,0,23
WEST BENGAL,MALDA,KALIACHAK-III,35,2,0,37
WEST BENGAL,MALDA,MANIKCHAK,11,5,0,16
WEST BENGAL,MALDA,OLD MALDA,36,4,1,41
WEST BENGAL,MALDA,RATUA-I,29,0,0,29
WEST BENGAL,MALDA,RATUA-II,45,1,0,46
WEST BENGAL,MIDNAPORE,BHAGWANPUR - I,98,1,1,100
WEST BENGAL,MIDNAPORE,BHAGWANPUR - II,6,2,0,8
WEST BENGAL,MIDNAPORE,BINPUR - I,3,0,0,3
WEST BENGAL,MIDNAPORE,BINPUR - II,0,1,1,2
WEST BENGAL,MIDNAPORE,CHANDRAKONA - 2,18,1,0,19
WEST BENGAL,MIDNAPORE,CHANDRAKONA - I,13,0,0,13
WEST BENGAL,MIDNAPORE,CONTAI - I,3,0,0,3
WEST BENGAL,MIDNAPORE,CONTAI - III,1,0,0,1
WEST BENGAL,MIDNAPORE,DANTAN - II,9,0,0,9
WEST BENGAL,MIDNAPORE,DANTON - I,14,0,0,14
WEST BENGAL,MIDNAPORE,DASPUR - I,14,1,0,15
WEST BENGAL,MIDNAPORE,DASPUR - II,40,0,0,40
WEST BENGAL,MIDNAPORE,DEBRA,58,0,1,59
WEST BENGAL,MIDNAPORE,EGRA - I,21,0,0,21
WEST BENGAL,MIDNAPORE,EGRA - II,13,1,0,14
WEST BENGAL,MIDNAPORE,GARHBETA - I,14,0,0,14
WEST BENGAL,MIDNAPORE,GARHBETA - II,17,1,0,18
WEST BENGAL,MIDNAPORE,GARHBETA - III,22,1,0,23
WEST BENGAL,MIDNAPORE,GHATAL,31,1,0,32
WEST BENGAL,MIDNAPORE,GOPIBALLAVPUR - II,4,0,0,4
WEST BENGAL,MIDNAPORE,JAMBANI,2,0,1,3
WEST BENGAL,MIDNAPORE,JHARGRAM,7,0,0,7
WEST BENGAL,MIDNAPORE,KESHIARY,10,2,0,12
WEST BENGAL,MIDNAPORE,KESHPUR,64,3,0,67
WEST BENGAL,MIDNAPORE,KHARAGPUR - I,6,0,0,6
WEST BENGAL,MIDNAPORE,KHARAGPUR - II,5,0,1,6
WEST BENGAL,MIDNAPORE,MAHISHADAL - I,4,0,1,5
WEST BENGAL,MIDNAPORE,MAHISHADAL -II,3,0,0,3
WEST BENGAL,MIDNAPORE,MIDNAPORE SADAR,6,9,0,15
WEST BENGAL,MIDNAPORE,MOHANPUR,14,0,0,14
WEST BENGAL,MIDNAPORE,MOYNA,12,0,0,12
WEST BENGAL,MIDNAPORE,NARAYANGARH,28,0,0,28
WEST BENGAL,MIDNAPORE,NAYAGRAM,1,0,1,2
WEST BENGAL,MIDNAPORE,PANSKURA - I,26,0,0,26
WEST BENGAL,MIDNAPORE,PANSKURA - II,34,0,0,34
WEST BENGAL,MIDNAPORE,PATASHPUR - I,16,0,0,16
WEST BENGAL,MIDNAPORE,PATASHPUR - II,15,0,0,15
WEST BENGAL,MIDNAPORE,PINGLA,16,0,0,16
WEST BENGAL,MIDNAPORE,RAMNAGAR - I,1,0,0,1
WEST BENGAL,MIDNAPORE,SALBONI,8,5,0,13
WEST BENGAL,MIDNAPORE,SANKRAIL,10,0,1,11
WEST BENGAL,MIDNAPORE,SOBANG,15,0,0,15
WEST BENGAL,MIDNAPORE,SUTAHATA - II,1,0,0,1
WEST BENGAL,MIDNAPORE,TAMLUK - I,18,0,1,19
WEST BENGAL,MIDNAPORE,TAMLUK - II,13,1,0,14
WEST BENGAL,MURSHIDABAD,BELDANGA-I,5,1,0,6
WEST BENGAL,MURSHIDABAD,BELDANGA-II,9,0,0,9
WEST BENGAL,MURSHIDABAD,BERHAMPORE,42,26,1,69
WEST BENGAL,MURSHIDABAD,BHAGWANGOLA-I,21,0,0,21
WEST BENGAL,MURSHIDABAD,BHAGWANGOLA-II,17,1,0,18
WEST BENGAL,MURSHIDABAD,BHARATPUR-I,8,0,0,8
WEST BENGAL,MURSHIDABAD,BHARATPUR-II,15,0,1,16
WEST BENGAL,MURSHIDABAD,BURWAN,9,0,0,9
WEST BENGAL,MURSHIDABAD,DOMKAL,40,22,0,62
WEST BENGAL,MURSHIDABAD,HARIHARPARA,19,15,2,36
WEST BENGAL,MURSHIDABAD,JALANGI,32,13,6,51
WEST BENGAL,MURSHIDABAD,KANDI,19,0,1,20
WEST BENGAL,MURSHIDABAD,KHARGRAM,2,0,0,2
WEST BENGAL,MURSHIDABAD,LALGOLA,46,0,0,46
WEST BENGAL,MURSHIDABAD,MURSHIDABAD-JIAGANJ,33,1,1,35
WEST BENGAL,MURSHIDABAD,NABAGRAM,47,0,0,47
WEST BENGAL,MURSHIDABAD,NOWDA,16,10,2,28
WEST BENGAL,MURSHIDABAD,RAGHUNATH GANJE-I,4,0,0,4
WEST BENGAL,MURSHIDABAD,RANINAGAR-I,22,5,1,28
WEST BENGAL,MURSHIDABAD,RANINAGAR-II,22,10,0,32
WEST BENGAL,MURSHIDABAD,SAGARDIGHI,22,0,0,22
WEST BENGAL,MURSHIDABAD,SAMSHERGANJ,7,0,0,7
WEST BENGAL,MURSHIDABAD,SUTI-I,3,0,0,3
WEST BENGAL,MURSHIDABAD,SUTI-II,9,0,0,9
WEST BENGAL,NADIA,CHAKDAH,58,15,2,75
WEST BENGAL,NADIA,CHAPRA,33,7,1,41
WEST BENGAL,NADIA,HANSKHALI,45,18,1,64
WEST BENGAL,NADIA,HARINGHATA,35,7,0,42
WEST BENGAL,NADIA,KALIGANJ,33,8,2,43
WEST BENGAL,NADIA,KARIMPUR-I,33,4,3,40
WEST BENGAL,NADIA,KARIMPUR-II,34,4,5,43
WEST BENGAL,NADIA,KRISHNAGANJ,22,2,2,26
WEST BENGAL,NADIA,KRISHNANAGAR-I,69,6,0,75
WEST BENGAL,NADIA,KRISHNANAGAR-II,21,1,0,22
WEST BENGAL,NADIA,NABADWIP,17,0,0,17
WEST BENGAL,NADIA,NAKASHIPARA,22,6,1,29
WEST BENGAL,NADIA,RANAGHAT-I,43,2,1,46
WEST BENGAL,NADIA,RANAGHAT-II,55,3,4,62
WEST BENGAL,NADIA,SANTIPUR,55,8,0,63
WEST BENGAL,NADIA,TEHATTA-I,43,2,0,45
WEST BENGAL,NADIA,TEHATTA-II,20,2,2,24
WEST BENGAL,NORTH 24 PARGANAS,AMDANGA,24,2,0,26
WEST BENGAL,NORTH 24 PARGANAS,BADURIA,14,6,0,20
WEST BENGAL,NORTH 24 PARGANAS,BAGDAH,19,2,1,22
WEST BENGAL,NORTH 24 PARGANAS,BARASAT-I,18,1,0,19
WEST BENGAL,NORTH 24 PARGANAS,BARASAT-II,18,1,0,19
WEST BENGAL,NORTH 24 PARGANAS,BARRACKPORE-I,26,4,0,30
WEST BENGAL,NORTH 24 PARGANAS,BARRACKPORE-II,10,4,0,14
WEST BENGAL,NORTH 24 PARGANAS,BASIRHAT II,5,2,0,7
WEST BENGAL,NORTH 24 PARGANAS,BASIRHAT-(I),3,1,0,4
WEST BENGAL,NORTH 24 PARGANAS,BONGAON,37,3,0,40
WEST BENGAL,NORTH 24 PARGANAS,DEYGANGA,6,3,0,9
WEST BENGAL,NORTH 24 PARGANAS,GAIGHATA,22,2,0,24
WEST BENGAL,NORTH 24 PARGANAS,HABRA-I,23,4,1,28
WEST BENGAL,NORTH 24 PARGANAS,HABRA-II,38,1,0,39
WEST BENGAL,NORTH 24 PARGANAS,HAROA,4,0,0,4
WEST BENGAL,NORTH 24 PARGANAS,RAJARHAT,4,0,0,4
WEST BENGAL,NORTH 24 PARGANAS,SWARUP NAGAR,15,2,1,18
WEST BENGAL,SOUTH 24 PARGANAS,BARUIPUR,5,0,1,6
WEST BENGAL,SOUTH 24 PARGANAS,BHANGORE-I,3,0,0,3
WEST BENGAL,SOUTH 24 PARGANAS,BHANGORE-II,3,0,0,3
WEST BENGAL,SOUTH 24 PARGANAS,BISHNUPUR-II,1,1,0,2
WEST BENGAL,SOUTH 24 PARGANAS,BUDGE BUDGE-II,1,0,0,1
WEST BENGAL,SOUTH 24 PARGANAS,DIAMOND HARBOUR-I,1,0,0,1
WEST BENGAL,SOUTH 24 PARGANAS,FALTA,3,0,0,3
WEST BENGAL,SOUTH 24 PARGANAS,JAYNAGAR-I,1,0,0,1
WEST BENGAL,SOUTH 24 PARGANAS,JAYNAGAR-II,1,0,0,1
WEST BENGAL,SOUTH 24 PARGANAS,KULPI,2,0,0,2
WEST BENGAL,SOUTH 24 PARGANAS,MANDIR BAZAR,1,0,0,1
WEST BENGAL,SOUTH 24 PARGANAS,PATHARPRATIMA,0,0,1,1
WEST BENGAL,SOUTH 24 PARGANAS,SONARPUR,3,1,0,4
WEST BENGAL,UTTAR DINAJPUR,CHOPRA,7,5,0,12
WEST BENGAL,UTTAR DINAJPUR,GOALPOKHER-I,12,0,3,15
WEST BENGAL,UTTAR DINAJPUR,GOALPOKHER-II,9,1,0,10
WEST BENGAL,UTTAR DINAJPUR,HEMTABAD,22,0,0,22
WEST BENGAL,UTTAR DINAJPUR,ISLAMPUR,17,0,0,17
WEST BENGAL,UTTAR DINAJPUR,ITAHAR,18,0,0,18
WEST BENGAL,UTTAR DINAJPUR,KALIYAGANJ,26,10,1,37
WEST BENGAL,UTTAR DINAJPUR,KARANDIGHI,12,1,0,13
WEST BENGAL,UTTAR DINAJPUR,RAIGANJ,38,0,0,38
