-----
{
 "description": "The table refers to Block wise Distribution of Dugwells in use and their Potential Created/Utilised according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.16.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells in use and their Potential Created/Utilised according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.16.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No in use - Public,No in use - Private,Total,Potential created (Ha) - Public,Potential created (Ha) - Private,Total potential created,Potential utilised - Public,Potential utilised - Private,Total potential utilised
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,0,11,11,0,26,26,0,25,25
ANDHRA PRADESH,EAST GODAVARI,RAZOLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,1,190,191,15,1084,1098,15,1042,1057
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,0,306,306,0,824,824,0,795,795
ANDHRA PRADESH,EAST GODAVARI,THALLAREVU,0,19,19,0,35,35,0,35,35
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,0,58,58,0,178,178,0,122,122
ANDHRA PRADESH,EAST GODAVARI,TUNI,4,594,598,4,871,876,1,662,663
ANDHRA PRADESH,EAST GODAVARI,YELESWARAM,0,2,2,0,6,6,0,6,6
ANDHRA PRADESH,GUNTUR,ACHAMPETA,0,537,537,0,1006,1006,0,576,576
ANDHRA PRADESH,GUNTUR,AMARAVATHI,1,584,585,1,713,715,1,468,469
ANDHRA PRADESH,GUNTUR,AMRUTHALUR,0,4,4,0,9,9,0,9,9
ANDHRA PRADESH,GUNTUR,BAPATLA,0,3106,3106,0,581,581,0,581,581
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,0,273,273,0,384,384,0,338,338
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,0,32,32,0,68,68,0,68,68
ANDHRA PRADESH,GUNTUR,CHEBROLE,0,787,787,0,542,542,0,540,540
ANDHRA PRADESH,GUNTUR,CHERUKUPALLE,0,1114,1114,0,6156,6156,0,3798,3798
ANDHRA PRADESH,GUNTUR,CHILAKALURIPET,0,356,356,0,335,335,0,219,219
ANDHRA PRADESH,GUNTUR,DACHEPALLE,0,35,35,0,81,81,0,81,81
ANDHRA PRADESH,GUNTUR,EDLAPADU,0,169,169,0,178,178,0,161,161
ANDHRA PRADESH,GUNTUR,GUNTUR,0,17,17,0,15,15,0,14,14
ANDHRA PRADESH,GUNTUR,GURAZALA,0,13,13,0,20,20,0,20,20
ANDHRA PRADESH,GUNTUR,IPURU,0,87,87,0,147,147,0,100,100
ANDHRA PRADESH,GUNTUR,KAREMPUDI,0,21,21,0,14,14,0,14,14
ANDHRA PRADESH,GUNTUR,KARLAPALEM,0,1489,1489,0,276,276,0,267,267
ANDHRA PRADESH,GUNTUR,KROSURU,0,269,269,0,429,429,0,128,128
ANDHRA PRADESH,GUNTUR,MACHAVARAM,0,58,58,0,80,80,0,68,68
ANDHRA PRADESH,GUNTUR,MACHERLA,0,1,1,0,1,1,0,0,0
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,0,247,247,0,239,239,0,239,239
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,0,40,40,0,90,90,0,84,84
ANDHRA PRADESH,GUNTUR,MUPPALLA,0,30,30,0,32,32,0,16,16
ANDHRA PRADESH,GUNTUR,NADENDLA,0,76,76,0,77,77,0,62,62
ANDHRA PRADESH,GUNTUR,NAGARAM,0,308,308,0,40,40,0,34,34
ANDHRA PRADESH,GUNTUR,NAKARIKALLU,0,28,28,0,56,56,0,36,36
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,0,303,303,0,576,576,0,561,561
ANDHRA PRADESH,GUNTUR,NIZAMPATNAM,0,132,132,0,29,29,0,29,29
ANDHRA PRADESH,GUNTUR,NUZENDLA,0,69,69,0,140,140,0,103,103
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,0,52,52,0,68,68,0,65,65
ANDHRA PRADESH,GUNTUR,PEDAKURAPADU,0,204,204,0,190,190,0,133,133
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,0,30,30,0,38,38,0,33,33
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,0,45,45,0,29,29,0,29,29
ANDHRA PRADESH,GUNTUR,PITTALAVANIPALEM,0,750,750,0,87,87,0,87,87
ANDHRA PRADESH,GUNTUR,PRATHIPADU,0,7,7,0,7,7,0,7,7
ANDHRA PRADESH,GUNTUR,RAJUPALEM,56,112,168,58,193,251,57,188,245
ANDHRA PRADESH,GUNTUR,RENTACRINTALA,0,18,18,0,34,34,0,33,33
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,0,129,129,0,250,250,0,174,174
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,0,35,35,0,54,54,0,36,36
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,0,15,15,0,19,19,0,19,19
ANDHRA PRADESH,GUNTUR,TADIKONDA,0,16,16,0,11,11,0,11,11
ANDHRA PRADESH,GUNTUR,THADEPALLE,0,116,116,0,197,197,0,196,196
ANDHRA PRADESH,GUNTUR,THULLUR,0,63,63,0,155,155,0,129,129
ANDHRA PRADESH,GUNTUR,VELDURTHI,0,5,5,0,6,6,0,3,3
ANDHRA PRADESH,GUNTUR,VINUKONDA,0,31,31,0,43,43,0,43,43
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,2,5101,5103,13,8653,8666,13,6142,6154
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,0,4637,4637,0,7139,7139,0,3959,3959
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,4,3546,3550,2,4313,4315,2,2855,2857
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,0,4179,4179,0,5659,5659,0,4093,4093
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,1,3949,3950,1,9877,9878,1,4047,4048
ANDHRA PRADESH,KARIMNAGAR,CHOPPADANDI,0,3819,3819,0,5301,5301,0,4889,4889
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,0,3892,3892,0,4976,4976,0,4714,4714
ANDHRA PRADESH,KARIMNAGAR,DHARMARAM,1,2722,2723,0,3779,3780,0,3698,3698
ANDHRA PRADESH,KARIMNAGAR,ELEGADE,1,1337,1338,3,2770,2772,3,2746,2749
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,0,3231,3231,0,5964,5964,0,3863,3863
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,1,3490,3491,2,4774,4776,1,2899,2900
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,0,1018,1018,0,1539,1539,0,1392,1392
ANDHRA PRADESH,KARIMNAGAR,GANGADHARA,2,5189,5191,1,5508,5509,1,3481,3482
ANDHRA PRADESH,KARIMNAGAR,GOLLAPALLE,0,3326,3326,0,5453,5453,0,5252,5252
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,0,6318,6318,0,7824,7824,0,4530,4530
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,1,4994,4995,2,9578,9579,2,8076,8077
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,30,3430,3460,37,4987,5024,31,3861,3892
ANDHRA PRADESH,KARIMNAGAR,JAGTIAL,13,5321,5334,15,7059,7074,11,5191,5201
ANDHRA PRADESH,KARIMNAGAR,JAMMIKUNTA,0,6614,6614,0,8113,8113,0,6689,6689
ANDHRA PRADESH,KARIMNAGAR,JULAPALLE,0,861,861,0,1704,1704,0,1650,1650
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,0,4234,4234,0,8173,8173,0,7674,7674
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,0,1507,1507,0,2118,2118,0,1636,1636
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,1,4447,4448,8,7675,7683,3,5099,5102
ANDHRA PRADESH,KARIMNAGAR,KATARAM,0,630,630,0,800,800,0,614,614
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,0,4199,4199,0,4787,4787,0,3832,3832
ANDHRA PRADESH,KARIMNAGAR,KESAVAPATNAM,0,4215,4215,0,8298,8298,0,7152,7152
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,0,4212,4212,0,4784,4784,0,3604,3604
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,0,3766,3766,0,6514,6514,0,4560,4560
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,2,3116,3118,6,5301,5307,6,4513,4519
ANDHRA PRADESH,KARIMNAGAR,KORATLA,1,3031,3032,1,4868,4869,1,4316,4317
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,0,421,421,0,1374,1374,0,908,908
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,6,734,740,44,1127,1171,40,934,974
ANDHRA PRADESH,KARIMNAGAR,MALLAPUR,21,3864,3885,18,6439,6457,13,5863,5876
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,5,4938,4943,7,6232,6239,7,5509,5516
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,33,6114,6147,53,11340,11393,53,10707,10760
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,11,1072,1083,23,1893,1916,21,1616,1638
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,1,5267,5268,1,7014,7015,1,5912,5913
ANDHRA PRADESH,KARIMNAGAR,METPALLE,2,3154,3156,1,3988,3989,1,3290,3291
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,11,2964,2975,21,5756,5777,8,3881,3889
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MAHADEVPUR,0,135,135,0,297,297,0,131,131
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,0,1804,1804,0,2025,2025,0,1703,1703
ANDHRA PRADESH,KARIMNAGAR,ODELA,4,3586,3590,14,7738,7751,14,7610,7623
ANDHRA PRADESH,KARIMNAGAR,PEDDAPALLE,0,3483,3483,0,5548,5548,0,5405,5405
ANDHRA PRADESH,KARIMNAGAR,PEGADAPALLE,1,3572,3573,1,5917,5918,1,4369,4370
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,0,3829,3829,0,5744,5744,0,5708,5708
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,0,4466,4466,0,8709,8709,0,7065,7065
ANDHRA PRADESH,KARIMNAGAR,RAMAGUNDAM,0,1208,1208,0,1893,1893,0,1792,1792
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,3,4673,4676,8,7718,7726,7,5903,5911
ANDHRA PRADESH,KARIMNAGAR,SARANGAPUR,1,3001,3002,1,3248,3248,0,2944,2945
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,0,3021,3021,0,5672,5672,0,5253,5253
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,4,2231,2235,9,4960,4970,9,4814,4824
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,2,3884,3886,5,7188,7193,4,6087,6091
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,0,5494,5494,0,10393,10393,0,5823,5823
ANDHRA PRADESH,KARIMNAGAR,VEENAVANKA,0,4253,4253,0,7840,7840,0,5400,5400
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,0,3555,3555,0,8838,8838,0,4868,4868
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,5,3874,3879,21,5942,5963,17,4265,4282
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,0,901,901,0,1436,1436,0,1403,1403
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,1,113,114,1,149,150,1,141,142
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,2,241,243,4,615,618,4,453,457
ANDHRA PRADESH,KHAMMAM,BAYYARAM,43,1174,1217,32,2193,2225,31,2104,2135
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,25,85,110,39,206,245,39,199,239
ANDHRA PRADESH,KHAMMAM,BONAKAL,57,424,481,79,718,797,78,441,520
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,10,88,98,22,153,176,12,108,120
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,50,328,378,62,376,438,62,373,435
ANDHRA PRADESH,KHAMMAM,CHERLA,17,27,44,32,134,166,32,131,163
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,22,1107,1129,25,1536,1560,21,1096,1117
ANDHRA PRADESH,KHAMMAM,CHINTUR,5,0,5,12,0,12,3,0,3
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,0,51,51,0,181,181,0,116,116
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,14,51,65,34,48,83,24,9,33
ANDHRA PRADESH,KHAMMAM,ENKURU,83,657,740,114,940,1055,106,749,855
ANDHRA PRADESH,KHAMMAM,GARLA,0,1727,1727,0,1933,1933,0,1567,1567
ANDHRA PRADESH,KHAMMAM,GUNDALA,0,81,81,0,53,53,0,42,42
ANDHRA PRADESH,KHAMMAM,JULURPAD,148,891,1039,176,1373,1549,176,1062,1238
ANDHRA PRADESH,KHAMMAM,KALLURU,25,276,301,17,320,337,16,274,290
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,52,1354,1406,54,1623,1676,48,1471,1520
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,164,3183,3347,184,5157,5341,170,3544,3714
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,104,2791,2895,130,4648,4778,84,3424,3507
ANDHRA PRADESH,KHAMMAM,KONIJERLA,0,1019,1019,0,1258,1258,0,715,715
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,29,545,574,35,752,787,25,494,519
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,0,84,84,0,217,217,0,179,179
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,0,8,8,0,26,26,0,0,0
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,20,3189,3209,24,4504,4528,23,4188,4210
ANDHRA PRADESH,KHAMMAM,MADHIRA,35,698,733,52,885,936,28,636,664
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,9,2244,2253,12,2904,2916,12,2618,2630
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,0,272,272,0,1870,1870,0,632,632
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,0,1087,1087,0,1744,1744,0,1418,1418
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,22,109,131,21,111,131,20,101,121
ANDHRA PRADESH,KHAMMAM,PENUBALLI,23,161,184,13,356,369,13,279,292
ANDHRA PRADESH,KHAMMAM,PINAPAKA,0,29,29,0,35,35,0,30,30
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,0,326,326,0,512,512,0,451,451
ANDHRA PRADESH,KHAMMAM,SINGARENI,25,1271,1296,20,1287,1307,13,971,984
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,58,206,264,57,276,333,33,185,218
ANDHRA PRADESH,KHAMMAM,THALLADA,0,153,153,0,219,219,0,195,195
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,174,4963,5137,169,6686,6855,149,4796,4946
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,5,0,5,9,0,9,8,0,8
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,VEMSOOR,0,84,84,0,96,96,0,47,47
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,0,6,6,0,12,12,0,3,3
ANDHRA PRADESH,KHAMMAM,WAZEED,0,4,4,0,6,6,0,6,6
ANDHRA PRADESH,KHAMMAM,WYRA,0,211,211,0,349,349,0,271,271
ANDHRA PRADESH,KHAMMAM,YELLANDU,556,6,562,526,8,534,508,7,515
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,3,926,929,4,1008,1012,2,942,944
ANDHRA PRADESH,KRISHNA,A KONDURU,2,1004,1006,3,1973,1977,2,1367,1370
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,2,698,700,2,1428,1430,2,920,921
ANDHRA PRADESH,KRISHNA,BAPULAPADU,0,703,703,0,4788,4788,0,4242,4242
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,0,539,539,0,1342,1342,0,940,940
ANDHRA PRADESH,KRISHNA,CHATRAI,17,892,909,17,1115,1132,13,988,1001
ANDHRA PRADESH,KRISHNA,G KONDURU,0,558,558,0,830,830,0,787,787
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,25,457,482,40,856,897,20,474,494
ANDHRA PRADESH,KRISHNA,GANNAVARAM,2,310,312,4,1028,1032,2,661,662
ANDHRA PRADESH,KRISHNA,GUDIVADA,0,3,3,0,28,28,0,3,3
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,0,59,59,0,115,115,0,76,76
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,0,935,935,0,2055,2055,0,1348,1348
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,0,148,148,0,236,236,0,235,235
ANDHRA PRADESH,KRISHNA,MUSUNURU,0,1811,1811,0,4177,4177,0,4104,4104
ANDHRA PRADESH,KRISHNA,MYLAVARAM,0,683,683,0,1057,1057,0,844,844
ANDHRA PRADESH,KRISHNA,NANDIGAMA,0,439,439,0,854,854,0,821,821
ANDHRA PRADESH,KRISHNA,NUZVID,0,1149,1149,0,4088,4088,0,3021,3021
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,0,391,391,0,702,702,0,694,694
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,11,583,594,13,1377,1391,6,736,742
ANDHRA PRADESH,KRISHNA,TIRUVURU,44,369,413,68,780,848,61,581,642
ANDHRA PRADESH,KRISHNA,UNGUTURU,1,147,148,5,704,708,5,656,661
ANDHRA PRADESH,KRISHNA,VATSAVAI,37,1018,1055,62,1625,1686,25,1307,1332
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,9,583,592,9,600,608,3,462,464
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,0,56,56,0,128,128,0,97,97
ANDHRA PRADESH,KRISHNA,VISSANNAPET,10,430,440,23,746,769,14,560,574
ANDHRA PRADESH,KURNOOL,ADONI,1,924,925,2,1845,1847,2,1587,1589
ANDHRA PRADESH,KURNOOL,ALLAGADDA,27,375,402,53,766,819,30,441,471
ANDHRA PRADESH,KURNOOL,ALUR,0,32,32,0,47,47,0,44,44
ANDHRA PRADESH,KURNOOL,ASPARI,10,423,433,18,1078,1096,18,610,628
ANDHRA PRADESH,KURNOOL,ATMAKUR,34,952,986,40,1992,2032,24,1372,1396
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,5,253,258,5,798,803,0,525,525
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,1,129,130,2,452,455,0,180,181
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,0,13,13,0,20,20,0,18,18
ANDHRA PRADESH,KURNOOL,C.BELAGAL,0,1566,1566,0,3593,3593,0,1942,1942
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,0,253,253,0,521,521,0,447,447
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,0,37,37,0,89,89,0,66,66
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,73,746,819,244,2439,2683,217,1894,2110
ANDHRA PRADESH,KURNOOL,DHONE,4,710,714,6,1091,1097,4,847,851
ANDHRA PRADESH,KURNOOL,DORNIPADU,0,4,4,0,5,5,0,5,5
ANDHRA PRADESH,KURNOOL,GADIVEMULA,2,234,236,6,503,509,5,462,467
ANDHRA PRADESH,KURNOOL,GONEGANDLA,153,1921,2074,313,4583,4895,289,4305,4593
ANDHRA PRADESH,KURNOOL,GOSPADU,15,204,219,27,624,651,21,260,281
ANDHRA PRADESH,KURNOOL,GUDUR,1,473,474,3,957,960,3,798,801
ANDHRA PRADESH,KURNOOL,HALAHARVI,2,24,26,5,77,82,4,61,66
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,0,250,250,0,693,693,0,622,622
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,1,733,734,2,1371,1372,2,1022,1024
ANDHRA PRADESH,KURNOOL,KALLUR,2,470,472,43,2015,2058,43,1859,1901
ANDHRA PRADESH,KURNOOL,KODUMUR,63,710,773,80,1619,1699,49,1338,1387
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,2,51,53,4,139,143,2,97,99
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,6,94,100,15,198,213,8,144,152
ANDHRA PRADESH,KURNOOL,KOSIGI,5,1970,1975,11,3658,3669,11,3655,3666
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,41,627,668,64,1037,1101,60,849,909
ANDHRA PRADESH,KURNOOL,KOWTHALAM,0,770,770,0,1583,1583,0,1465,1465
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,32,859,891,57,1308,1365,56,1298,1354
ANDHRA PRADESH,KURNOOL,KURNOOL,12,386,398,21,930,951,20,916,936
ANDHRA PRADESH,KURNOOL,MADDIKERA EAST,6,244,250,9,347,356,9,347,356
ANDHRA PRADESH,KURNOOL,MAHANANDI,0,922,922,0,2283,2283,0,2078,2078
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,0,647,647,0,1052,1052,0,1002,1002
ANDHRA PRADESH,KURNOOL,MIDTHUR,0,440,440,0,769,769,0,444,444
ANDHRA PRADESH,KURNOOL,NANDAVARAM,0,449,449,0,904,904,0,543,543
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,20,244,264,48,594,643,44,477,521
ANDHRA PRADESH,KURNOOL,NANDYAL,0,352,352,0,664,664,0,657,657
ANDHRA PRADESH,KURNOOL,ORVAKAL,1,533,534,5,1035,1040,0,705,705
ANDHRA PRADESH,KURNOOL,OWK,0,324,324,0,806,806,0,355,355
ANDHRA PRADESH,KURNOOL,PAGIDYALA,0,336,336,0,644,644,0,472,472
ANDHRA PRADESH,KURNOOL,PAMULAPADU,13,921,934,25,1721,1746,24,1584,1609
ANDHRA PRADESH,KURNOOL,PANYAM,0,70,70,0,181,181,0,180,180
ANDHRA PRADESH,KURNOOL,PATTIKANDA,5,265,270,5,528,534,5,487,491
ANDHRA PRADESH,KURNOOL,PEAPALLY,1,760,761,4,1881,1885,0,1194,1194
ANDHRA PRADESH,KURNOOL,PEDDA KADUBUR,0,1048,1048,0,2289,2289,0,2207,2207
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,0,246,246,0,778,778,0,671,671
ANDHRA PRADESH,KURNOOL,SANJAMALA,27,134,161,25,225,250,19,161,180
ANDHRA PRADESH,KURNOOL,SIRVEL,68,947,1015,196,2895,3091,190,2730,2920
ANDHRA PRADESH,KURNOOL,TUGGALI,0,540,540,0,914,914,0,799,799
ANDHRA PRADESH,KURNOOL,UYYALAWADA,0,8,8,0,12,12,0,12,12
ANDHRA PRADESH,KURNOOL,VELDURTHI,61,878,939,116,1835,1950,84,1235,1319
ANDHRA PRADESH,KURNOOL,VELGODU,0,224,224,0,615,615,0,476,476
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,0,1639,1639,0,3702,3702,0,3484,3484
ANDHRA PRADESH,MAHABOOBNAGAR,ACHAMPETA,131,877,1008,178,1214,1391,139,824,963
ANDHRA PRADESH,MAHABOOBNAGAR,ADDAKAL,0,319,319,0,506,506,0,100,100
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,0,1153,1153,0,2248,2248,0,2020,2020
ANDHRA PRADESH,MAHABOOBNAGAR,ALAMPUR,0,339,339,0,597,597,0,444,444
ANDHRA PRADESH,MAHABOOBNAGAR,AMANGAL,0,987,987,0,2402,2402,0,955,955
ANDHRA PRADESH,MAHABOOBNAGAR,AMRABAD,63,382,445,54,470,524,39,405,443
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,5,1219,1224,6,1684,1691,3,907,911
ANDHRA PRADESH,MAHABOOBNAGAR,BALANAGAR,0,214,214,0,601,601,0,206,206
ANDHRA PRADESH,MAHABOOBNAGAR,BALMOOR,1,774,775,1,969,970,0,573,573
ANDHRA PRADESH,MAHABOOBNAGAR,BHOOTHPUR,1,61,62,3,111,113,2,71,73
ANDHRA PRADESH,MAHABOOBNAGAR,BIJINAPALLE,2,269,271,4,421,425,0,35,35
ANDHRA PRADESH,MAHABOOBNAGAR,BOMRASPETA,17,370,387,19,626,646,16,508,525
ANDHRA PRADESH,MAHABOOBNAGAR,CHINNA CHINTA KUNTA,2,415,417,2,838,840,0,565,565
ANDHRA PRADESH,MAHABOOBNAGAR,DAMARAGIDDA,6,466,472,7,636,643,7,475,481
ANDHRA PRADESH,MAHABOOBNAGAR,DHANWADA,0,416,416,0,802,802,0,270,270
ANDHRA PRADESH,MAHABOOBNAGAR,DHARUR,39,2441,2480,74,3838,3913,36,2584,2620
ANDHRA PRADESH,MAHABOOBNAGAR,DOULATABAD,6,707,713,6,1048,1054,4,623,627
ANDHRA PRADESH,MAHABOOBNAGAR,FAROOQNAGAR,0,225,225,0,273,273,0,270,270
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,21,813,834,27,1624,1651,26,1473,1499
ANDHRA PRADESH,MAHABOOBNAGAR,GHANPUR,0,192,192,0,182,182,0,119,119
ANDHRA PRADESH,MAHABOOBNAGAR,GHATTU,46,2097,2143,35,4593,4628,34,3319,3352
ANDHRA PRADESH,MAHABOOBNAGAR,GOPALPETA,7,1105,1112,8,1844,1852,7,916,923
ANDHRA PRADESH,MAHABOOBNAGAR,HANWADA,0,1011,1011,0,1261,1261,0,652,652
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,10,1223,1233,12,2200,2212,10,2015,2025
ANDHRA PRADESH,MAHABOOBNAGAR,JADCHERLA,0,107,107,0,187,187,0,105,105
ANDHRA PRADESH,MAHABOOBNAGAR,KALWAKURTHY,2,447,449,4,947,951,2,373,375
ANDHRA PRADESH,MAHABOOBNAGAR,KESHAMPETA,0,242,242,0,350,350,0,174,174
ANDHRA PRADESH,MAHABOOBNAGAR,KODAIR,34,1529,1563,62,1881,1943,17,893,910
ANDHRA PRADESH,MAHABOOBNAGAR,KODANGAL,0,364,364,0,611,611,0,499,499
ANDHRA PRADESH,MAHABOOBNAGAR,KOILKONDA,0,178,178,0,279,279,0,105,105
ANDHRA PRADESH,MAHABOOBNAGAR,KOLLAPUR,46,1316,1362,41,1175,1216,26,888,913
ANDHRA PRADESH,MAHABOOBNAGAR,KOSGI,0,549,549,0,437,437,0,248,248
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHAKOTA,2,736,738,2,1408,1410,0,989,989
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHUR,0,13,13,0,42,42,0,31,31
ANDHRA PRADESH,MAHABOOBNAGAR,MADDUR,5,523,528,4,998,1002,2,507,509
ANDHRA PRADESH,MAHABOOBNAGAR,MADGUL,0,1177,1177,0,1039,1039,0,789,789
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,73,664,737,73,923,996,49,761,810
ANDHRA PRADESH,MAHABOOBNAGAR,MAHBUBNAGAR,2,65,67,2,77,79,0,17,17
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,1,333,334,1,405,407,0,84,84
ANDHRA PRADESH,MAHABOOBNAGAR,MALDAKAL,0,724,724,0,1016,1016,0,654,654
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,13,128,141,17,223,240,16,208,223
ANDHRA PRADESH,MAHABOOBNAGAR,MIDJIL,4,318,322,13,838,851,4,234,238
