-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to social status . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.4.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to Social status for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.4.csv"
}
-----
State,District,Block,Scheduled caste,Scheduled tribe,Other social status of farmers,Total,Owned by other than individual farmers,Total
MADHYA PRADESH,BETUL,CHICHOLI,0,1,9,10,0,10
MADHYA PRADESH,BETUL,GHODADONGRI,0,0,2,2,0,2
MADHYA PRADESH,BETUL,MULTAI,1,0,17,18,1,19
MADHYA PRADESH,BETUL,PRABHATPATTANAM,1,6,20,27,1,28
MADHYA PRADESH,BHIND,ATER,0,0,16,16,2,18
MADHYA PRADESH,BHIND,BHIND,0,0,133,133,0,133
MADHYA PRADESH,BHIND,GOHAD,0,0,25,25,0,25
MADHYA PRADESH,BHIND,LAHAR,0,0,110,110,1,111
MADHYA PRADESH,BHIND,MEHGAON,2,1,151,154,12,166
MADHYA PRADESH,BHIND,MITONA (RAUN),0,0,8,8,4,12
MADHYA PRADESH,BHOPAL,BERASIYA,6,7,33,46,0,46
MADHYA PRADESH,BHOPAL,PHANDA,155,25,2720,2900,6,2906
MADHYA PRADESH,BILASPUR,BILHA,9,2,111,122,2,124
MADHYA PRADESH,BILASPUR,DABHARA,22,21,341,384,0,384
MADHYA PRADESH,BILASPUR,GORELLA-1,0,0,43,43,0,43
MADHYA PRADESH,BILASPUR,JALJAIPUR,0,0,9,9,0,9
MADHYA PRADESH,BILASPUR,KORBA,0,0,1,1,0,1
MADHYA PRADESH,BILASPUR,LORMI,2,0,17,19,0,19
MADHYA PRADESH,BILASPUR,MALKHARAUDA,9,4,146,159,0,159
MADHYA PRADESH,BILASPUR,MASTURI,0,0,12,12,0,12
MADHYA PRADESH,BILASPUR,MUNGELI,21,0,73,94,3,97
MADHYA PRADESH,BILASPUR,NAWAGARH,10,0,8,18,1,19
MADHYA PRADESH,BILASPUR,PAMGARH,0,0,1,1,0,1
MADHYA PRADESH,BILASPUR,PANDARIYA,15,10,308,333,12,345
MADHYA PRADESH,BILASPUR,PATHARIYA,3,1,61,65,0,65
MADHYA PRADESH,BILASPUR,PONDI-APRORA,6,181,57,244,0,244
MADHYA PRADESH,BILASPUR,SAKTI,2,1,27,30,0,30
MADHYA PRADESH,BILASPUR,TAKHATPUR,6,9,260,275,13,288
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,0,0,3,3,0,3
MADHYA PRADESH,CHHATARPUR,GAURIHAR,0,0,1,1,0,1
MADHYA PRADESH,CHHATARPUR,LAUNDI,1,0,3,4,0,4
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,51,11,212,274,0,274
MADHYA PRADESH,CHHINDWARA,AMARWADA,5,46,67,118,0,118
MADHYA PRADESH,CHHINDWARA,CHAURAI,0,12,116,128,0,128
MADHYA PRADESH,CHHINDWARA,CHHINDWARA,0,0,0,0,4,4
MADHYA PRADESH,CHHINDWARA,HARRAI,0,0,1,1,0,1
MADHYA PRADESH,CHHINDWARA,JAMAIE,1,4,36,41,0,41
MADHYA PRADESH,CHHINDWARA,MOHKHED,1,19,57,77,0,77
MADHYA PRADESH,CHHINDWARA,PANDHURNA,0,0,16,16,0,16
MADHYA PRADESH,CHHINDWARA,PARASIYA,12,31,107,150,0,150
MADHYA PRADESH,CHHINDWARA,SAUNSAR,0,0,20,20,0,20
MADHYA PRADESH,CHHINDWARA,TAMIYA,0,0,31,31,0,31
MADHYA PRADESH,DAMOH,DAMOH,15,1,145,161,0,161
MADHYA PRADESH,DAMOH,HATA,12,1,243,256,0,256
MADHYA PRADESH,DAMOH,JABERA,6,4,120,130,4,134
MADHYA PRADESH,DAMOH,PATERA,11,5,157,173,0,173
MADHYA PRADESH,DAMOH,PATHARIYA,79,5,943,1027,2,1029
MADHYA PRADESH,DAMOH,PATIYAGARH,61,4,885,950,0,950
MADHYA PRADESH,DAMOH,TENDUKHEDA,0,0,7,7,0,7
MADHYA PRADESH,DEWAS,BAGALI,27,7,675,709,1,710
MADHYA PRADESH,DEWAS,DEWAS,114,45,2211,2370,11,2381
MADHYA PRADESH,DEWAS,KANNAUD,0,2,112,114,0,114
MADHYA PRADESH,DEWAS,KHATEGAON,22,7,751,780,2,782
MADHYA PRADESH,DEWAS,SONKACHH,158,5,1512,1675,3,1678
MADHYA PRADESH,DEWAS,TONK KHURD,27,3,867,897,0,897
MADHYA PRADESH,DHAR,BADNAWAR,179,376,3725,4280,8,4288
MADHYA PRADESH,DHAR,BAKANER,1,0,15,16,0,16
MADHYA PRADESH,DHAR,DHAR,208,94,4264,4566,0,4566
MADHYA PRADESH,DHAR,DHARAMPURI,2,17,7,26,0,26
MADHYA PRADESH,DHAR,GANDHWANI,0,84,5,89,0,89
MADHYA PRADESH,DHAR,KUKSHI,0,2,12,14,0,14
MADHYA PRADESH,DHAR,MANAWAR,0,2,8,10,0,10
MADHYA PRADESH,DHAR,NALCHHA,86,99,2663,2848,0,2848
MADHYA PRADESH,DHAR,NISARPUR,0,275,106,381,0,381
MADHYA PRADESH,DHAR,SARDARPUR,24,131,1117,1272,0,1272
MADHYA PRADESH,DHAR,TIRLA,44,107,1135,1286,0,1286
MADHYA PRADESH,DURG,BALOD,22,73,431,526,35,561
MADHYA PRADESH,DURG,BEMETARA,24,5,232,261,11,272
MADHYA PRADESH,DURG,BERLA,13,3,332,348,0,348
MADHYA PRADESH,DURG,DHAMDA,39,10,385,434,0,434
MADHYA PRADESH,DURG,DONDI,0,1,2,3,0,3
MADHYA PRADESH,DURG,DONDILOHARA,8,26,107,141,34,175
MADHYA PRADESH,DURG,DURG,19,2,258,279,0,279
MADHYA PRADESH,DURG,GUNDARDEHI,24,19,346,389,0,389
MADHYA PRADESH,DURG,GURUR,82,34,1497,1613,0,1613
MADHYA PRADESH,DURG,NAWAGARH,57,2,90,149,27,176
MADHYA PRADESH,DURG,PATAN,50,14,750,814,0,814
MADHYA PRADESH,DURG,SAJA,20,1,441,462,3,465
MADHYA PRADESH,GUNA,ARON,26,1,115,142,0,142
MADHYA PRADESH,GUNA,ASHOKNAGAR,12,0,350,362,3,365
MADHYA PRADESH,GUNA,BAGHOGARH,2,0,15,17,0,17
MADHYA PRADESH,GUNA,BAMORI,15,36,681,732,38,770
MADHYA PRADESH,GUNA,CHANDERI,0,0,5,5,0,5
MADHYA PRADESH,GUNA,GUNA,1,10,139,150,4,154
MADHYA PRADESH,GUNA,ISAGARH,42,5,312,359,7,366
MADHYA PRADESH,GUNA,MUNGAOLI,5,0,116,121,0,121
MADHYA PRADESH,GWALIOR,BHANDER,0,0,15,15,0,15
MADHYA PRADESH,GWALIOR,BHITARWAR,15,3,128,146,1,147
MADHYA PRADESH,GWALIOR,DABRA,20,3,305,328,1,329
MADHYA PRADESH,GWALIOR,GHATI GAON,0,0,33,33,3,36
MADHYA PRADESH,GWALIOR,MORAR,13,0,104,117,18,135
MADHYA PRADESH,HOSHANGABAD,BABAI,2,0,284,286,2,288
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,15,10,579,604,0,604
MADHYA PRADESH,HOSHANGABAD,HARDA,0,1,62,63,0,63
MADHYA PRADESH,HOSHANGABAD,HOSHNAGABAD,0,0,44,44,3,47
MADHYA PRADESH,HOSHANGABAD,KESALI,1,1,57,59,7,66
MADHYA PRADESH,HOSHANGABAD,KHIRAKIYA,0,0,25,25,0,25
MADHYA PRADESH,HOSHANGABAD,PIPARIA,27,7,875,909,0,909
MADHYA PRADESH,HOSHANGABAD,SEONI MALWA,0,4,41,45,0,45
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,11,8,451,470,0,470
MADHYA PRADESH,HOSHANGABAD,TIMARNI,0,0,12,12,0,12
MADHYA PRADESH,INDORE,DEPALPUR,314,90,6221,6625,4,6629
MADHYA PRADESH,INDORE,INDORE,179,124,3490,3793,86,3879
MADHYA PRADESH,INDORE,MHOW,19,11,517,547,0,547
MADHYA PRADESH,INDORE,SANWER,366,58,6084,6508,3,6511
MADHYA PRADESH,JABALPUR,BADWARA,0,3,87,90,0,90
MADHYA PRADESH,JABALPUR,BAMHORIBAND,0,0,28,28,0,28
MADHYA PRADESH,JABALPUR,BARGI,0,1,15,16,2,18
MADHYA PRADESH,JABALPUR,DHIMARKHEDA,0,0,9,9,0,9
MADHYA PRADESH,JABALPUR,MAJHAULI,0,0,6,6,3,9
MADHYA PRADESH,JABALPUR,PANAGARH,1,1,82,84,5,89
MADHYA PRADESH,JABALPUR,PATAN,12,12,673,697,4,701
MADHYA PRADESH,JABALPUR,SHAHPURA,8,8,236,252,0,252
MADHYA PRADESH,JABALPUR,SIHORA,3,5,55,63,2,65
MADHYA PRADESH,JHABUA,JHABUA,0,2,7,9,0,9
MADHYA PRADESH,JHABUA,JOBAT,0,25,0,25,0,25
MADHYA PRADESH,JHABUA,PETALAWAD,0,0,22,22,0,22
MADHYA PRADESH,JHABUA,THANDLA,0,4,0,4,0,4
MADHYA PRADESH,JHABUA,UDAIGARH,0,16,2,18,0,18
MADHYA PRADESH,KHANDWA,BALDEE,0,1,15,16,0,16
MADHYA PRADESH,KHANDWA,BURHANPUR,1,0,17,18,0,18
MADHYA PRADESH,KHANDWA,CHHAIGAON MAKHAN,0,0,10,10,0,10
MADHYA PRADESH,KHANDWA,HARSUD,0,0,9,9,0,9
MADHYA PRADESH,KHANDWA,KHALWA,0,0,2,2,0,2
MADHYA PRADESH,KHANDWA,PANDHANA,1,0,6,7,0,7
MADHYA PRADESH,KHARGONE,BADWAH,2,2,96,100,0,100
MADHYA PRADESH,KHARGONE,BHAGWANPURA,0,1,0,1,0,1
MADHYA PRADESH,KHARGONE,BHEEKANGAON,0,0,16,16,0,16
MADHYA PRADESH,KHARGONE,KASRAWAD,0,1,25,26,0,26
MADHYA PRADESH,KHARGONE,KHARGONE,0,0,29,29,0,29
MADHYA PRADESH,KHARGONE,MAHESHWAR,0,5,0,5,0,5
MADHYA PRADESH,KHARGONE,NIWALI,0,3,5,8,0,8
MADHYA PRADESH,KHARGONE,PANSEMAL,63,150,429,642,2,644
MADHYA PRADESH,MANDLA,BICHHIYA,0,0,2,2,0,2
MADHYA PRADESH,MANDLA,GHUGHARI,0,0,1,1,0,1
MADHYA PRADESH,MANDLA,KARANJIYA,0,16,1,17,0,17
MADHYA PRADESH,MANDLA,MANDLA,1,0,29,30,0,30
MADHYA PRADESH,MANDLA,NAINPUR,0,0,1,1,0,1
MADHYA PRADESH,MANDSAUR,BHANPURA,0,0,10,10,0,10
MADHYA PRADESH,MANDSAUR,GAROTH,1,0,31,32,2,34
MADHYA PRADESH,MANDSAUR,JAWAD,1,3,158,162,0,162
MADHYA PRADESH,MANDSAUR,MALHARGARH,1,3,34,38,0,38
MADHYA PRADESH,MANDSAUR,MANASA,0,0,24,24,0,24
MADHYA PRADESH,MANDSAUR,MANDSAUR,2,3,83,88,0,88
MADHYA PRADESH,MANDSAUR,NEEMACH,1,0,13,14,1,15
MADHYA PRADESH,MANDSAUR,SITAMAU,2,0,29,31,0,31
MADHYA PRADESH,MORENA,AMBAH,0,0,3,3,0,3
MADHYA PRADESH,MORENA,JAURA,1,0,5,6,30,36
MADHYA PRADESH,MORENA,KARAHAL,10,10,155,175,12,187
MADHYA PRADESH,MORENA,MORENA,2,0,54,56,0,56
MADHYA PRADESH,MORENA,PAHARGARH,0,0,25,25,3,28
MADHYA PRADESH,MORENA,SABALGARH,2,0,31,33,0,33
MADHYA PRADESH,MORENA,SHEOPUR KALAN,109,8,1338,1455,7,1462
MADHYA PRADESH,MORENA,VIJAIPUR,18,0,90,108,0,108
MADHYA PRADESH,NARSIMHAPUR,BABAICHICHALI,0,1,287,288,6,294
MADHYA PRADESH,NARSIMHAPUR,CHANWARPATHA,3,0,461,464,6,470
MADHYA PRADESH,NARSIMHAPUR,GOTEGAON,186,84,3138,3408,9,3417
MADHYA PRADESH,NARSIMHAPUR,KARELI,9,9,544,562,3,565
MADHYA PRADESH,NARSIMHAPUR,NARSINGHPUR,15,6,521,542,5,547
MADHYA PRADESH,NARSIMHAPUR,SAINKHEDA,16,6,363,385,0,385
MADHYA PRADESH,PANNA,GUNNAUR,5,2,64,71,0,71
MADHYA PRADESH,PANNA,PANNA,0,0,22,22,0,22
MADHYA PRADESH,PANNA,PAWAI,3,0,3,6,0,6
MADHYA PRADESH,PANNA,SHAHNAGAR,0,0,47,47,0,47
MADHYA PRADESH,RAIGARH,KHARASIYA,5,12,134,151,1,152
MADHYA PRADESH,RAIGARH,KUNKURI,0,0,0,0,150,150
MADHYA PRADESH,RAIGARH,PUSAUR,10,8,383,401,22,423
MADHYA PRADESH,RAIGARH,RAIGARH,5,19,384,408,3,411
MADHYA PRADESH,RAIGARH,SARANGARH,0,2,11,13,0,13
MADHYA PRADESH,RAIGARH,SARIYALENDHA,15,15,504,534,43,577
MADHYA PRADESH,RAIGARH,TAMNAR,0,0,1,1,0,1
MADHYA PRADESH,RAIPUR,ABHANPUR,12,0,203,215,0,215
MADHYA PRADESH,RAIPUR,BAGBAHRA,0,1,30,31,0,31
MADHYA PRADESH,RAIPUR,BASNA,2,3,114,119,0,119
MADHYA PRADESH,RAIPUR,BHATAPARA,14,9,139,162,0,162
MADHYA PRADESH,RAIPUR,CHANDKHURAI(ARANG),1,1,32,34,0,34
MADHYA PRADESH,RAIPUR,CHHURA,0,4,7,11,0,11
MADHYA PRADESH,RAIPUR,DHAMTARI,41,47,1098,1186,1,1187
MADHYA PRADESH,RAIPUR,GARIYABAND,0,0,5,5,3,8
MADHYA PRADESH,RAIPUR,KASDOL,6,30,55,91,0,91
MADHYA PRADESH,RAIPUR,KURUD,54,42,1039,1135,0,1135
MADHYA PRADESH,RAIPUR,MAGARLOD,2,0,38,40,0,40
MADHYA PRADESH,RAIPUR,MAHASAMUND,0,1,26,27,2,29
MADHYA PRADESH,RAIPUR,PITHORA,0,1,11,12,1,13
MADHYA PRADESH,RAIPUR,RAIPUR(DHARSIWA),22,1,388,411,0,411
MADHYA PRADESH,RAIPUR,RAJIM,0,1,24,25,1,26
MADHYA PRADESH,RAIPUR,SARAIPALI,0,4,82,86,0,86
MADHYA PRADESH,RAIPUR,SIHAWA,0,0,8,8,0,8
MADHYA PRADESH,RAIPUR,SIMGA,15,2,139,156,4,160
MADHYA PRADESH,RAIPUR,TILDA,4,0,150,154,0,154
MADHYA PRADESH,RAISEN,BARELI,5,3,453,461,0,461
MADHYA PRADESH,RAISEN,BEGAMGANJ,0,0,57,57,0,57
MADHYA PRADESH,RAISEN,GAIRATGANJ,7,0,314,321,0,321
MADHYA PRADESH,RAISEN,OBEDULLAHGANJ,25,87,1517,1629,0,1629
MADHYA PRADESH,RAISEN,SANCHI,96,39,1764,1899,1,1900
MADHYA PRADESH,RAISEN,SILWANI,8,9,743,760,1,761
MADHYA PRADESH,RAISEN,UDAIPURA,5,4,412,421,15,436
MADHYA PRADESH,RAJGARH,BIAORA,0,0,29,29,0,29
MADHYA PRADESH,RAJGARH,JEERAPUR,0,1,19,20,0,20
MADHYA PRADESH,RAJGARH,KHILCHIPUR,0,0,9,9,0,9
MADHYA PRADESH,RAJGARH,NARASINGHGARH,49,15,695,759,0,759
MADHYA PRADESH,RAJGARH,PACHAUR (SARANGPUR),19,2,305,326,0,326
MADHYA PRADESH,RAJGARH,RAJGARH,0,0,2,2,0,2
MADHYA PRADESH,RAJNANDGAON,CHHURIA,0,0,7,7,0,7
MADHYA PRADESH,RAJNANDGAON,DOMGARGARH,0,0,6,6,0,6
MADHYA PRADESH,RAJNANDGAON,DONGARGAON,1,4,87,92,37,129
MADHYA PRADESH,RAJNANDGAON,KHALRAGARH,0,0,15,15,1,16
MADHYA PRADESH,RAJNANDGAON,SAHASPURLOHARA,1,2,53,56,16,72
MADHYA PRADESH,RATLAM,ALOT,27,3,258,288,0,288
MADHYA PRADESH,RATLAM,BAJNA,0,0,2,2,0,2
MADHYA PRADESH,RATLAM,JAWRA,9,1,70,80,0,80
MADHYA PRADESH,RATLAM,PIPLODA,61,29,615,705,0,705
MADHYA PRADESH,RATLAM,RATLAM,212,256,2509,2977,2,2979
MADHYA PRADESH,RATLAM,SAILANA,0,0,13,13,0,13
MADHYA PRADESH,REWA,GANGEO,0,0,7,7,0,7
MADHYA PRADESH,REWA,HANUMANA,0,0,0,0,1,1
MADHYA PRADESH,REWA,MAUGANJ,33,0,59,92,1,93
MADHYA PRADESH,REWA,RAIPUR,3,0,435,438,10,448
MADHYA PRADESH,REWA,REWA,4,0,350,354,6,360
MADHYA PRADESH,REWA,SIRMAUR,2,1,257,260,0,260
MADHYA PRADESH,REWA,TYONTHAR,0,0,1,1,0,1
MADHYA PRADESH,SAGAR,BANDA,13,2,46,61,0,61
MADHYA PRADESH,SAGAR,BEENA,13,1,291,305,0,305
MADHYA PRADESH,SAGAR,DEORI,8,2,230,240,1,241
MADHYA PRADESH,SAGAR,JAISINAGAR,0,0,5,5,0,5
MADHYA PRADESH,SAGAR,KESALI,0,0,8,8,0,8
MADHYA PRADESH,SAGAR,KHURAI,9,0,178,187,4,191
MADHYA PRADESH,SAGAR,MALTHON,0,0,4,4,0,4
MADHYA PRADESH,SAGAR,RAHATGARH,0,0,20,20,0,20
MADHYA PRADESH,SAGAR,REHALI,6,12,519,537,4,541
MADHYA PRADESH,SAGAR,SAGAR,15,6,157,178,0,178
MADHYA PRADESH,SATNA,AMARPATAN,3,3,456,462,3,465
MADHYA PRADESH,SATNA,CHITRAKOOT,0,0,9,9,0,9
MADHYA PRADESH,SATNA,MAIHAR,1,1,92,94,2,96
MADHYA PRADESH,SATNA,NAGOD,45,1,169,215,0,215
MADHYA PRADESH,SATNA,RAMNAGAR,0,0,12,12,0,12
MADHYA PRADESH,SATNA,RAMPUR,23,2,1441,1466,2,1468
MADHYA PRADESH,SATNA,SATNA,23,0,201,224,5,229
MADHYA PRADESH,SATNA,UNCHEHARA,2,3,97,102,1,103
MADHYA PRADESH,SEHORE,AASHTA,462,17,3101,3580,7,3587
MADHYA PRADESH,SEHORE,BUDANI,0,1,74,75,1,76
MADHYA PRADESH,SEHORE,ICHHAWER,13,6,217,236,2,238
MADHYA PRADESH,SEHORE,NASRULLAHGANJ,1,0,46,47,0,47
MADHYA PRADESH,SEHORE,SIHORE,59,13,1622,1694,2,1696
MADHYA PRADESH,SEONI,BARGHAT,0,0,1,1,0,1
MADHYA PRADESH,SEONI,CHHAPARA,0,1,4,5,0,5
MADHYA PRADESH,SEONI,KAHANAPUS,5,4,13,22,0,22
MADHYA PRADESH,SEONI,KURAI,1,4,1,6,0,6
MADHYA PRADESH,SEONI,LAKHNADAUN,0,0,3,3,0,3
MADHYA PRADESH,SEONI,SEONI,0,0,3,3,0,3
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,0,2,9,11,0,11
MADHYA PRADESH,SHAHDOL,JAITAHARI,0,0,1,1,0,1
MADHYA PRADESH,SHAHDOL,MANPUR,0,0,9,9,0,9
MADHYA PRADESH,SHAHDOL,PALEE-1,0,2,6,8,0,8
MADHYA PRADESH,SHAHDOL,SOHAGPUR,0,0,16,16,0,16
MADHYA PRADESH,SHAHDOL,UMARIYA,1,1,9,11,9,20
MADHYA PRADESH,SHAJAPUR,AGAR,0,0,134,134,0,134
MADHYA PRADESH,SHAJAPUR,BAROD,0,0,13,13,0,13
MADHYA PRADESH,SHAJAPUR,KALAPIPALMANDI,0,0,1074,1074,2,1076
MADHYA PRADESH,SHAJAPUR,MOMANBARODIYA,0,0,792,792,0,792
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,0,0,315,315,7,322
MADHYA PRADESH,SHAJAPUR,SUJALPUR,0,0,768,768,0,768
MADHYA PRADESH,SHAJAPUR,SUSNER,0,0,2,2,0,2
MADHYA PRADESH,SHIVPURI,BADARWAS,0,0,85,85,0,85
MADHYA PRADESH,SHIVPURI,KARERA,1,0,2,3,1,4
MADHYA PRADESH,SHIVPURI,KOLARAS,1,0,39,40,1,41
MADHYA PRADESH,SHIVPURI,POHARI,2,1,34,37,11,48
MADHYA PRADESH,SHIVPURI,SHIVPURI,4,1,53,58,1,59
MADHYA PRADESH,SIDHI,BAIDHAN,0,0,4,4,0,4
MADHYA PRADESH,SIDHI,CHITRANGI,0,0,8,8,0,8
MADHYA PRADESH,SIDHI,RAMPURNEKIN,0,0,54,54,44,98
MADHYA PRADESH,SIDHI,SIDHI,0,0,42,42,26,68
MADHYA PRADESH,SIDHI,SIHAWAL,0,3,109,112,44,156
MADHYA PRADESH,SURGUJA,AMBIKAPUR,0,0,1,1,0,1
MADHYA PRADESH,SURGUJA,MAINPAT,0,0,17,17,0,17
MADHYA PRADESH,TIKAMGARH,JATARA,20,3,228,251,4,255
MADHYA PRADESH,TIKAMGARH,NIWARI,13,0,118,131,0,131
MADHYA PRADESH,TIKAMGARH,PALERA,35,12,385,432,6,438
MADHYA PRADESH,TIKAMGARH,PRITHWIPUR,0,0,9,9,0,9
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,3,0,61,64,0,64
MADHYA PRADESH,UJJAIN,BADNAGAR,0,0,7790,7790,1,7791
MADHYA PRADESH,UJJAIN,GHATIYA,0,0,831,831,20,851
MADHYA PRADESH,UJJAIN,KHACHRAUD,0,0,1925,1925,74,1999
MADHYA PRADESH,UJJAIN,MAHIDPUR,0,0,677,677,9,686
MADHYA PRADESH,UJJAIN,TARANA,0,0,999,999,0,999
MADHYA PRADESH,UJJAIN,UJJAIN,0,0,4764,4764,2,4766
MADHYA PRADESH,VIDISHA,BASODA,4,0,390,394,3,397
MADHYA PRADESH,VIDISHA,GYARASPUR,3,0,208,211,1,212
MADHYA PRADESH,VIDISHA,KURWAI,9,1,396,406,1,407
MADHYA PRADESH,VIDISHA,LATERI,0,0,8,8,0,8
MADHYA PRADESH,VIDISHA,NATERAN,6,2,151,159,0,159
MADHYA PRADESH,VIDISHA,SIRONJ,12,0,172,184,0,184
MADHYA PRADESH,VIDISHA,VIDISHA,21,8,1177,1206,1,1207
MANIPUR,BISHNUPUR,BISHNUPUR,0,0,0,0,1,1
MANIPUR,BISHNUPUR,MOIRANG,0,0,0,0,2,2
MANIPUR,CHURACHANDPUR,CHURACHANDPUR,0,0,0,0,2,2
MANIPUR,IMPHAL,HAORANGSABAL(I-W),0,0,0,0,4,4
MANIPUR,IMPHAL,IRILBUNG(IMPHAL-E),0,0,0,0,1,1
MANIPUR,IMPHAL,SWOMBUNG(IMPHAL-E),0,0,0,0,4,4
MANIPUR,SENAPATI,KANGPOKPI,0,0,0,0,3,3
MANIPUR,THOUBAL,KAKCHING,0,0,0,0,12,12
MANIPUR,THOUBAL,THOUBAL,0,0,0,0,7,7
MEGHALAYA,WEST GARO HILLS,BETASING,0,107,0,107,0,107
MEGHALAYA,WEST GARO HILLS,ZIKZAK,0,1,1,2,0,2
MEGHALAYA,WEST KHASI HILLS,MAIRANG,0,0,0,0,1,1
NAGALAND,KOHIMA,MEDZIPHEMA,0,6,0,6,0,6
ORISSA,ANGUL,ANUGUL,0,0,1,1,0,1
ORISSA,ANGUL,KISONAGAR,0,0,1,1,0,1
ORISSA,BALASORE,BAHANAGA,148,5,517,670,0,670
ORISSA,BALASORE,BALASORE,28,7,113,148,0,148
ORISSA,BALASORE,BALIPAL,154,13,576,743,0,743
ORISSA,BALASORE,BASTA,178,46,796,1020,0,1020
ORISSA,BALASORE,BHOGARAI,299,18,1553,1870,1,1871
ORISSA,BALASORE,JALESWAR,203,25,714,942,2,944
ORISSA,BALASORE,JILGIRI,3,12,21,36,0,36
ORISSA,BALASORE,KHAIRA,53,6,377,436,0,436
ORISSA,BALASORE,OUPADA,7,0,22,29,0,29
ORISSA,BALASORE,REMUNA,45,21,249,315,1,316
ORISSA,BALASORE,SIMULIA,72,4,290,366,0,366
ORISSA,BALASORE,SORO,36,15,259,310,0,310
ORISSA,BARAGARH,AMBABHANA,2,1,56,59,1,60
ORISSA,BARAGARH,ATABIRA,0,0,4,4,0,4
ORISSA,BARAGARH,BARAGARH,0,0,5,5,1,6
ORISSA,BARAGARH,BARAPALI,1,0,3,4,0,4
ORISSA,BARAGARH,BHATALI,1,5,69,75,0,75
ORISSA,BARAGARH,JHARABANDHA,0,0,1,1,0,1
ORISSA,BARAGARH,PADMAPUR,0,0,3,3,0,3
ORISSA,BARAGARH,PAIKMAL,1,0,0,1,1,2
ORISSA,BARAGARH,SOHELA,1,2,32,35,0,35
ORISSA,BHADRAK,BASUDEVPUR,63,3,329,395,0,395
ORISSA,BHADRAK,BHADRAK,30,0,210,240,9,249
ORISSA,BHADRAK,BHANDARIPOKHARI,30,7,98,135,0,135
ORISSA,BHADRAK,BONTH,35,5,117,157,0,157
ORISSA,BHADRAK,DHAMANAGAR,47,0,148,195,0,195
ORISSA,BHADRAK,TIHIDI,26,3,96,125,0,125
ORISSA,BOLANGIR,AGALPUR,0,0,9,9,0,9
ORISSA,BOLANGIR,BALANGIR,0,0,1,1,0,1
ORISSA,BOLANGIR,BONGOMUNDA,0,0,2,2,1,3
ORISSA,BOLANGIR,TUREKELA,0,0,4,4,0,4
ORISSA,CUTTACK,ATHGARH,0,0,1,1,0,1
ORISSA,CUTTACK,BARANGA,40,0,127,167,8,175
ORISSA,CUTTACK,CUTTACK(SADAR),39,2,244,285,16,301
ORISSA,CUTTACK,KANTAPARA,96,0,187,283,4,287
ORISSA,CUTTACK,MAHANGA,7,0,94,101,1,102
ORISSA,CUTTACK,NIALI,62,0,258,320,13,333
ORISSA,CUTTACK,NISCHINTAKOILI,93,0,234,327,19,346
ORISSA,CUTTACK,SALIPUR,49,0,108,157,0,157
ORISSA,CUTTACK,TANGI-CHOUDWAR,6,0,5,11,0,11
ORISSA,GAJAPATI,GUMMA,1,0,0,1,0,1
ORISSA,GAJAPATI,PARALAKHEMUNDI,2,0,79,81,2,83
ORISSA,GAJAPATI,RAYAGADA,0,0,3,3,0,3
ORISSA,GANJAM,ASKA,3,0,29,32,87,119
ORISSA,GANJAM,BELAGUNTHA,5,0,0,5,36,41
ORISSA,GANJAM,BHANJANAGAR,0,0,2,2,26,28
ORISSA,GANJAM,CHATRAPUR,2,1,84,87,30,117
ORISSA,GANJAM,CHIKITI,35,1,33,69,2,71
ORISSA,GANJAM,DHARAKOT,1,0,2,3,29,32
ORISSA,GANJAM,DIGAPAHANDI,4,0,75,79,2,81
ORISSA,GANJAM,GANJAM,5,0,8,13,26,39
ORISSA,GANJAM,HINJILIKUT,0,0,50,50,41,91
ORISSA,GANJAM,J.N.PRASAD,2,0,3,5,17,22
ORISSA,GANJAM,K.KHANDI,0,0,1,1,0,1
ORISSA,GANJAM,K.S.NAGAR,1,0,7,8,5,13
ORISSA,GANJAM,P.PUR,2,0,71,73,38,111
ORISSA,GANJAM,PATRAPUR,1,0,32,33,0,33
ORISSA,GANJAM,POLASARA,0,0,0,0,10,10
ORISSA,GANJAM,R.LUNDA,0,0,6,6,0,6
ORISSA,GANJAM,S.KHEMUNDI,0,0,5,5,18,23
ORISSA,GANJAM,SHERAGADA,0,0,6,6,41,47
ORISSA,GANJAM,SORADA,0,0,0,0,14,14
ORISSA,JAGATSINGHPUR,BALIKUDA,29,0,183,212,16,228
ORISSA,JAGATSINGHPUR,BIRIDI,70,2,114,186,0,186
ORISSA,JAGATSINGHPUR,ERASAMA,0,0,14,14,0,14
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,56,2,241,299,10,309
ORISSA,JAGATSINGHPUR,KUNJANG,2,0,11,13,2,15
ORISSA,JAGATSINGHPUR,NAUGAON,32,0,104,136,35,171
