-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to social status . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.4.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to Social status for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.4.csv"
}
-----
State,District,Block,Scheduled caste,Scheduled tribe,Other social status of farmers,Total,Owned by other than individual farmers,Total
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,0,0,590,590,162,752
ANDHRA PRADESH,KHAMMAM,ENKURU,1,27,91,119,0,119
ANDHRA PRADESH,KHAMMAM,GUNDALA,0,0,1,1,0,1
ANDHRA PRADESH,KHAMMAM,KHAMMAM (RURAL),0,0,5,5,0,5
ANDHRA PRADESH,KHAMMAM,KHAMMAM (URBAN),0,3,7,10,4,14
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,6,4,15,25,10,35
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,2,0,6,8,0,8
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,0,0,377,377,12,389
ANDHRA PRADESH,KHAMMAM,MADHIRA,0,0,123,123,37,160
ANDHRA PRADESH,KHAMMAM,MANUGUR,5,19,46,70,0,70
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,0,0,24,24,0,24
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,0,5,32,37,0,37
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,1,0,3,4,0,4
ANDHRA PRADESH,KHAMMAM,PALWANCHA,0,0,17,17,29,46
ANDHRA PRADESH,KHAMMAM,PENUBALLI,1,0,41,42,0,42
ANDHRA PRADESH,KHAMMAM,PINAPAKA,0,0,721,721,6,727
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,4,2,197,203,2,205
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,0,6,15,21,0,21
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,6,25,184,215,0,215
ANDHRA PRADESH,KHAMMAM,VEMSOOR,8,2,226,236,3,239
ANDHRA PRADESH,KHAMMAM,WAZEED,1,10,54,65,0,65
ANDHRA PRADESH,KHAMMAM,WYRA,2,0,19,21,0,21
ANDHRA PRADESH,KHAMMAM,YELLANDU,0,2,2,4,0,4
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,0,0,202,202,0,202
ANDHRA PRADESH,KRISHNA,A.KONDURU,1,0,2,3,0,3
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,10,0,1,11,0,11
ANDHRA PRADESH,KRISHNA,AVANIGADDA,24,19,181,224,0,224
ANDHRA PRADESH,KRISHNA,BAPULAPADU,0,0,15,15,0,15
ANDHRA PRADESH,KRISHNA,CHALLAPALLE,94,1,313,408,0,408
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,5,0,109,114,0,114
ANDHRA PRADESH,KRISHNA,CHATRAI,7,0,63,70,0,70
ANDHRA PRADESH,KRISHNA,G.KONDURU,15,6,346,367,0,367
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,10,0,101,111,0,111
ANDHRA PRADESH,KRISHNA,GANNAVARAM,0,1,24,25,6,31
ANDHRA PRADESH,KRISHNA,GHANTASALA,16,0,233,249,0,249
ANDHRA PRADESH,KRISHNA,GUDIVADA,16,5,106,127,0,127
ANDHRA PRADESH,KRISHNA,GUDLAVALLERU,1,0,37,38,0,38
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,139,10,241,390,0,390
ANDHRA PRADESH,KRISHNA,KANCHIKACHERLA,13,2,267,282,0,282
ANDHRA PRADESH,KRISHNA,KANKIPADU,37,3,1373,1413,0,1413
ANDHRA PRADESH,KRISHNA,KODURU,5,0,80,85,0,85
ANDHRA PRADESH,KRISHNA,MOPIDEVI,21,3,444,468,0,468
ANDHRA PRADESH,KRISHNA,MOVVA,14,4,328,346,0,346
ANDHRA PRADESH,KRISHNA,MUSUNURU,25,0,32,57,0,57
ANDHRA PRADESH,KRISHNA,MYLAVARAM,4,0,42,46,0,46
ANDHRA PRADESH,KRISHNA,NANDIGAMA,8,0,240,248,0,248
ANDHRA PRADESH,KRISHNA,NANDIVADA,0,0,22,22,0,22
ANDHRA PRADESH,KRISHNA,PAMARRU,4,6,232,242,0,242
ANDHRA PRADESH,KRISHNA,PAMIDIMUKKALA,22,1,953,976,0,976
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,10,2,455,467,0,467
ANDHRA PRADESH,KRISHNA,PENAMALURU,39,5,1135,1179,0,1179
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,1,1,149,151,0,151
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,0,2,55,57,0,57
ANDHRA PRADESH,KRISHNA,THOTLAVALLURU,168,9,1751,1928,141,2069
ANDHRA PRADESH,KRISHNA,TIRUVURU,9,1,63,73,0,73
ANDHRA PRADESH,KRISHNA,UNGUTURU,10,2,491,503,1,504
ANDHRA PRADESH,KRISHNA,VATSAVAI,0,0,7,7,0,7
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,12,0,47,59,0,59
ANDHRA PRADESH,KRISHNA,VIJAYAWADA (URBAN),1,0,87,88,0,88
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,8,1,304,313,1,314
ANDHRA PRADESH,KRISHNA,VISSANNAPET,6,0,131,137,0,137
ANDHRA PRADESH,KRISHNA,VUYYURU,41,2,1204,1247,0,1247
ANDHRA PRADESH,KURNOOL,ADONI,8,0,217,225,4,229
ANDHRA PRADESH,KURNOOL,ALLAGADDA,0,5,68,73,0,73
ANDHRA PRADESH,KURNOOL,ALUR,3,5,109,117,0,117
ANDHRA PRADESH,KURNOOL,ASPARI,3,0,145,148,1,149
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,26,34,464,524,8,532
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,2,5,171,178,2,180
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,31,3,609,643,0,643
ANDHRA PRADESH,KURNOOL,C.BELAGAL,0,0,6,6,0,6
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,9,3,122,134,0,134
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,1,0,55,56,0,56
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,20,5,359,384,1,385
ANDHRA PRADESH,KURNOOL,DHONE,6,1,192,199,0,199
ANDHRA PRADESH,KURNOOL,GADIVEMULA,5,1,297,303,0,303
ANDHRA PRADESH,KURNOOL,GONEGANDLA,39,0,209,248,0,248
ANDHRA PRADESH,KURNOOL,GOSPADU,1,0,22,23,0,23
ANDHRA PRADESH,KURNOOL,GUDUR,0,0,25,25,1,26
ANDHRA PRADESH,KURNOOL,HALAHARVI,1,0,22,23,1,24
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,1,0,71,72,0,72
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,4,0,26,30,0,30
ANDHRA PRADESH,KURNOOL,KALLUR,34,2,557,593,3,596
ANDHRA PRADESH,KURNOOL,KODUMUR,44,1,373,418,0,418
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,1,0,47,48,0,48
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,16,2,170,188,0,188
ANDHRA PRADESH,KURNOOL,KOSIGI,0,0,7,7,0,7
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,2,0,25,27,0,27
ANDHRA PRADESH,KURNOOL,KOWTHALAM,2,0,124,126,0,126
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,6,0,173,179,0,179
ANDHRA PRADESH,KURNOOL,KURNOOL,7,0,206,213,2,215
ANDHRA PRADESH,KURNOOL,MADDIKERA (EAST),3,5,35,43,0,43
ANDHRA PRADESH,KURNOOL,MAHANANDI,12,16,428,456,0,456
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,1,0,4,5,0,5
ANDHRA PRADESH,KURNOOL,MIDTHUR,15,0,127,142,1,143
ANDHRA PRADESH,KURNOOL,NANDAVARAM,0,0,15,15,0,15
ANDHRA PRADESH,KURNOOL,NANDIKOTKUR,2,0,95,97,10,107
ANDHRA PRADESH,KURNOOL,NANDYAL,6,0,116,122,5,127
ANDHRA PRADESH,KURNOOL,ORVAKAL,24,2,393,419,0,419
ANDHRA PRADESH,KURNOOL,OWK,1,1,71,73,0,73
ANDHRA PRADESH,KURNOOL,PAMULAPADU,1,1,8,10,0,10
ANDHRA PRADESH,KURNOOL,PANYAM,25,27,452,504,1,505
ANDHRA PRADESH,KURNOOL,PATTIKONDA,1,1,68,70,0,70
ANDHRA PRADESH,KURNOOL,PEAPALLY,14,2,445,461,0,461
ANDHRA PRADESH,KURNOOL,PEDDA KADALUR,3,0,16,19,0,19
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,18,0,302,320,0,320
ANDHRA PRADESH,KURNOOL,SANJAMALA,3,0,222,225,0,225
ANDHRA PRADESH,KURNOOL,SIRVEL,5,3,217,225,0,225
ANDHRA PRADESH,KURNOOL,TUGGALI,0,1,22,23,0,23
ANDHRA PRADESH,KURNOOL,UYYALAWADA,2,0,8,10,0,10
ANDHRA PRADESH,KURNOOL,VELDURTHI,11,1,126,138,0,138
ANDHRA PRADESH,KURNOOL,VELGODE,0,0,3,3,0,3
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,7,2,103,112,0,112
ANDHRA PRADESH,MAHABOOB NAGAR,ACHAMPETA,4,6,30,40,1,41
ANDHRA PRADESH,MAHABOOB NAGAR,ADDAKAL,24,23,589,636,0,636
ANDHRA PRADESH,MAHABOOB NAGAR,AIZA,8,0,86,94,0,94
ANDHRA PRADESH,MAHABOOB NAGAR,ALAMPUR,3,0,22,25,0,25
ANDHRA PRADESH,MAHABOOB NAGAR,AMANGAL,11,16,247,274,4,278
ANDHRA PRADESH,MAHABOOB NAGAR,AMRABAD,2,12,51,65,0,65
ANDHRA PRADESH,MAHABOOB NAGAR,ATMAKUR,1,3,83,87,0,87
ANDHRA PRADESH,MAHABOOB NAGAR,BALANAGAR,30,75,573,678,0,678
ANDHRA PRADESH,MAHABOOB NAGAR,BALMOOR,2,0,89,91,3,94
ANDHRA PRADESH,MAHABOOB NAGAR,BHOOTHPUR,25,8,435,468,3,471
ANDHRA PRADESH,MAHABOOB NAGAR,BIJINAPALLE,36,43,736,815,1,816
ANDHRA PRADESH,MAHABOOB NAGAR,BOMRASPETA,23,49,184,256,0,256
ANDHRA PRADESH,MAHABOOB NAGAR,CHINNACHITAKUNTA,36,17,623,676,0,676
ANDHRA PRADESH,MAHABOOB NAGAR,DAMARAGIDDA,9,0,148,157,1,158
ANDHRA PRADESH,MAHABOOB NAGAR,DEVARAKADARA,29,6,539,574,0,574
ANDHRA PRADESH,MAHABOOB NAGAR,DHANWADA,32,14,429,475,0,475
ANDHRA PRADESH,MAHABOOB NAGAR,DHARUR,0,4,2,6,0,6
ANDHRA PRADESH,MAHABOOB NAGAR,DOULATABAD,6,8,191,205,7,212
ANDHRA PRADESH,MAHABOOB NAGAR,FAROOQNAGAR,141,135,1416,1692,1,1693
ANDHRA PRADESH,MAHABOOB NAGAR,GADWAL,0,0,56,56,4,60
ANDHRA PRADESH,MAHABOOB NAGAR,GHANPUR,12,15,448,475,0,475
ANDHRA PRADESH,MAHABOOB NAGAR,GOPALPETA,5,5,170,180,7,187
ANDHRA PRADESH,MAHABOOB NAGAR,HANWADA,1,11,120,132,0,132
ANDHRA PRADESH,MAHABOOB NAGAR,ITIKYAL,1,0,31,32,0,32
ANDHRA PRADESH,MAHABOOB NAGAR,JADCHERLA,32,71,585,688,6,694
ANDHRA PRADESH,MAHABOOB NAGAR,KALWAKURTHY,91,7,722,820,1,821
ANDHRA PRADESH,MAHABOOB NAGAR,KESHAMPETA,47,48,851,946,4,950
ANDHRA PRADESH,MAHABOOB NAGAR,KODAIR,0,0,53,53,2,55
ANDHRA PRADESH,MAHABOOB NAGAR,KOILKONDA,15,48,382,445,1,446
ANDHRA PRADESH,MAHABOOB NAGAR,KOLLAPUR,0,0,2,2,1,3
ANDHRA PRADESH,MAHABOOB NAGAR,KONDURG,32,25,364,421,7,428
ANDHRA PRADESH,MAHABOOB NAGAR,KOSGI,17,5,343,365,0,365
ANDHRA PRADESH,MAHABOOB NAGAR,KOTHAKOTA,3,3,193,199,0,199
ANDHRA PRADESH,MAHABOOB NAGAR,KOTHUR,72,77,1108,1257,2,1259
ANDHRA PRADESH,MAHABOOB NAGAR,LINGAL,0,0,17,17,0,17
ANDHRA PRADESH,MAHABOOB NAGAR,MADDUR,11,8,223,242,0,242
ANDHRA PRADESH,MAHABOOB NAGAR,MADGUL,28,46,596,670,0,670
ANDHRA PRADESH,MAHABOOB NAGAR,MAGANOOR,23,2,241,266,0,266
ANDHRA PRADESH,MAHABOOB NAGAR,MAHBUBNAGAR,51,20,583,654,1,655
ANDHRA PRADESH,MAHABOOB NAGAR,MAKTHAL,18,5,182,205,1,206
ANDHRA PRADESH,MAHABOOB NAGAR,MALDAKAL,1,0,53,54,0,54
ANDHRA PRADESH,MAHABOOB NAGAR,MANOPADU,0,0,15,15,0,15
ANDHRA PRADESH,MAHABOOB NAGAR,MIDJIL,81,43,1198,1322,2,1324
ANDHRA PRADESH,MAHABOOB NAGAR,NAGARKURNOOL,11,1,243,255,0,255
ANDHRA PRADESH,MAHABOOB NAGAR,NARAYANPET,11,5,221,237,0,237
ANDHRA PRADESH,MAHABOOB NAGAR,NARVA,9,25,320,354,0,354
ANDHRA PRADESH,MAHABOOB NAGAR,NAWABPET,17,25,502,544,15,559
ANDHRA PRADESH,MAHABOOB NAGAR,PANGAL,2,5,93,100,0,100
ANDHRA PRADESH,MAHABOOB NAGAR,PEBBAIR,0,0,4,4,0,4
ANDHRA PRADESH,MAHABOOB NAGAR,PEDDAKOTHAPALLE,0,0,31,31,4,35
ANDHRA PRADESH,MAHABOOB NAGAR,PEDDAMANDADI,8,6,176,190,0,190
ANDHRA PRADESH,MAHABOOB NAGAR,TADOOR,64,2,482,548,0,548
ANDHRA PRADESH,MAHABOOB NAGAR,TALAKONDAPALLE,17,6,405,428,0,428
ANDHRA PRADESH,MAHABOOB NAGAR,TELKAPALLE,7,2,171,180,1,181
ANDHRA PRADESH,MAHABOOB NAGAR,THIMMAJIPETA,26,24,435,485,0,485
ANDHRA PRADESH,MAHABOOB NAGAR,UPPUNUNTHALA,6,1,102,109,0,109
ANDHRA PRADESH,MAHABOOB NAGAR,UTKOOR,30,3,274,307,0,307
ANDHRA PRADESH,MAHABOOB NAGAR,VANGOOR,28,12,262,302,1,303
ANDHRA PRADESH,MAHABOOB NAGAR,VEEPANGANDLA,2,0,70,72,1,73
ANDHRA PRADESH,MAHABOOB NAGAR,VELDANDA,12,4,158,174,7,181
ANDHRA PRADESH,MAHABOOB NAGAR,WADDEPALLE,3,0,10,13,7,20
ANDHRA PRADESH,MAHABOOB NAGAR,WANAPARTHY,1,15,153,169,0,169
ANDHRA PRADESH,MEDAK,ALLADURG,23,25,303,351,1,352
ANDHRA PRADESH,MEDAK,ANDOLE,42,6,577,625,0,625
ANDHRA PRADESH,MEDAK,CHEGUNTA,105,27,1036,1168,2,1170
ANDHRA PRADESH,MEDAK,CHINNAKODUR,2,1,63,66,0,66
ANDHRA PRADESH,MEDAK,DOULTABAD,201,51,1905,2157,1,2158
ANDHRA PRADESH,MEDAK,DUBBAK,31,21,604,656,4,660
ANDHRA PRADESH,MEDAK,GAJWEL,185,77,2086,2348,1,2349
ANDHRA PRADESH,MEDAK,HATHNOORA,35,23,765,823,2,825
ANDHRA PRADESH,MEDAK,JAGDEVPUR,69,1,875,945,6,951
ANDHRA PRADESH,MEDAK,JHARASANGAM,3,0,39,42,0,42
ANDHRA PRADESH,MEDAK,JINNARAM,54,16,1170,1240,0,1240
ANDHRA PRADESH,MEDAK,KALHER,19,72,384,475,5,480
ANDHRA PRADESH,MEDAK,KANGTI,2,0,32,34,1,35
ANDHRA PRADESH,MEDAK,KOHIR,8,2,121,131,6,137
ANDHRA PRADESH,MEDAK,KONDAPAK,25,33,670,728,0,728
ANDHRA PRADESH,MEDAK,KONDAPUR,44,14,294,352,0,352
ANDHRA PRADESH,MEDAK,KOWDIPALLI,136,442,1969,2547,0,2547
ANDHRA PRADESH,MEDAK,KULCHARAM,74,120,781,975,1,976
ANDHRA PRADESH,MEDAK,MEDAK,76,157,1354,1587,0,1587
ANDHRA PRADESH,MEDAK,MIRDODDI,124,26,845,995,0,995
ANDHRA PRADESH,MEDAK,MULUG,177,45,1417,1639,1,1640
ANDHRA PRADESH,MEDAK,MUNPALLE,26,1,193,220,0,220
ANDHRA PRADESH,MEDAK,NANGANUR,9,3,135,147,0,147
ANDHRA PRADESH,MEDAK,NARAYANKHED,2,3,52,57,0,57
ANDHRA PRADESH,MEDAK,NARSAPUR,117,273,1176,1566,4,1570
ANDHRA PRADESH,MEDAK,NYALKAL,5,0,84,89,0,89
ANDHRA PRADESH,MEDAK,PAPANNAPET,23,67,392,482,0,482
ANDHRA PRADESH,MEDAK,PATANCHERU,21,5,538,564,2,566
ANDHRA PRADESH,MEDAK,RAIKODE,4,0,28,32,0,32
ANDHRA PRADESH,MEDAK,RAMAYAMPET,77,34,564,675,1,676
ANDHRA PRADESH,MEDAK,RAMCHANDRAPURAM,5,42,235,282,0,282
ANDHRA PRADESH,MEDAK,REGODE,5,0,69,74,11,85
ANDHRA PRADESH,MEDAK,SADASIVPET,72,16,519,607,1,608
ANDHRA PRADESH,MEDAK,SANGAREDDY,73,76,766,915,0,915
ANDHRA PRADESH,MEDAK,SHANKARAMPET[A],5,7,100,112,1,113
ANDHRA PRADESH,MEDAK,SHANKARAMPET[R],8,44,542,594,0,594
ANDHRA PRADESH,MEDAK,SHIVAMPET,18,48,512,578,3,581
ANDHRA PRADESH,MEDAK,SIDDIPET,2,0,136,138,0,138
ANDHRA PRADESH,MEDAK,TEKMAL,22,32,393,447,0,447
ANDHRA PRADESH,MEDAK,TUPRAN,21,18,247,286,0,286
ANDHRA PRADESH,MEDAK,WARGAL,107,32,2064,2203,10,2213
ANDHRA PRADESH,MEDAK,YELDURTHY,31,24,497,552,7,559
ANDHRA PRADESH,MEDAK,ZAHIRABAD,17,5,309,331,0,331
ANDHRA PRADESH,NALGONDA,ALAIR,25,3,213,241,0,241
ANDHRA PRADESH,NALGONDA,ANUMULA,51,1,390,442,0,442
ANDHRA PRADESH,NALGONDA,ATMAKUR(M),0,0,23,23,0,23
ANDHRA PRADESH,NALGONDA,ATMAKUR(S),21,41,463,525,0,525
ANDHRA PRADESH,NALGONDA,BHUVANAGIRI,21,10,404,435,0,435
ANDHRA PRADESH,NALGONDA,BIBINAGAR,21,40,303,364,0,364
ANDHRA PRADESH,NALGONDA,BOMMALARAMARAM,12,56,527,595,0,595
ANDHRA PRADESH,NALGONDA,CHANDAM PET,2,38,41,81,4,85
ANDHRA PRADESH,NALGONDA,CHANDUR,47,11,502,560,1,561
ANDHRA PRADESH,NALGONDA,CHILKUR,0,0,3,3,0,3
ANDHRA PRADESH,NALGONDA,CHINTHA PALLE,1,0,24,25,1,26
ANDHRA PRADESH,NALGONDA,CHITYALA,22,1,457,480,0,480
ANDHRA PRADESH,NALGONDA,CHIVVEMLA,4,23,75,102,0,102
ANDHRA PRADESH,NALGONDA,CHOUTUPPAL,16,64,182,262,0,262
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,4,43,28,75,0,75
ANDHRA PRADESH,NALGONDA,DEVARAKONDA,4,6,4,14,0,14
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,1,0,24,25,0,25
ANDHRA PRADESH,NALGONDA,GUNDALA,13,0,168,181,0,181
ANDHRA PRADESH,NALGONDA,GUNDLA PALLE,19,34,226,279,0,279
ANDHRA PRADESH,NALGONDA,GURRAMPODE,2,0,83,85,0,85
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,0,0,4,4,0,4
ANDHRA PRADESH,NALGONDA,JAJI REDDI GUDEM,33,25,362,420,0,420
ANDHRA PRADESH,NALGONDA,KANGAL,166,7,927,1100,0,1100
ANDHRA PRADESH,NALGONDA,KATTANGOOR,33,9,230,272,0,272
ANDHRA PRADESH,NALGONDA,KETHE PALLE,5,0,8,13,0,13
ANDHRA PRADESH,NALGONDA,KODAD,0,0,2,2,0,2
ANDHRA PRADESH,NALGONDA,M.TURKA PALLE,10,25,191,226,0,226
ANDHRA PRADESH,NALGONDA,MARRIGUDA,41,19,163,223,0,223
ANDHRA PRADESH,NALGONDA,MELLA CHERVU,0,0,85,85,0,85
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,18,33,139,190,0,190
ANDHRA PRADESH,NALGONDA,MOTHEY,20,54,311,385,0,385
ANDHRA PRADESH,NALGONDA,MOTHKUR,98,5,512,615,0,615
ANDHRA PRADESH,NALGONDA,MUNAGALA,0,0,1,1,0,1
ANDHRA PRADESH,NALGONDA,MUNUGODE,55,2,233,290,0,290
ANDHRA PRADESH,NALGONDA,NADIGUDEM,2,0,9,11,0,11
ANDHRA PRADESH,NALGONDA,NAKREKAL,0,0,40,40,0,40
ANDHRA PRADESH,NALGONDA,NALGONDA,39,3,562,604,0,604
ANDHRA PRADESH,NALGONDA,NARAYANPUR,43,51,528,622,0,622
ANDHRA PRADESH,NALGONDA,NARKETPALLE,9,3,132,144,0,144
ANDHRA PRADESH,NALGONDA,NEREDCHERLA,2,4,26,32,2,34
ANDHRA PRADESH,NALGONDA,NIDAMANOOR,25,1,358,384,0,384
ANDHRA PRADESH,NALGONDA,PEDDA ADISERLA PALLE,3,0,40,43,0,43
ANDHRA PRADESH,NALGONDA,PEDDAVOORA,22,44,352,418,0,418
ANDHRA PRADESH,NALGONDA,PENPAHAD,12,16,183,211,0,211
ANDHRA PRADESH,NALGONDA,POCHAMPALLE,10,2,75,87,0,87
ANDHRA PRADESH,NALGONDA,RAJAPET,8,0,157,165,0,165
ANDHRA PRADESH,NALGONDA,RAMANNAPETA,25,1,240,266,1,267
ANDHRA PRADESH,NALGONDA,SALI GOURARAM,12,5,82,99,0,99
ANDHRA PRADESH,NALGONDA,SURYAPET,17,3,48,68,0,68
ANDHRA PRADESH,NALGONDA,THIPPARTHI,10,0,269,279,0,279
ANDHRA PRADESH,NALGONDA,THIRUMALAGIRI,80,39,257,376,0,376
ANDHRA PRADESH,NALGONDA,THRIPURARAM,5,0,135,140,0,140
ANDHRA PRADESH,NALGONDA,THUNGATHURTHI,23,6,119,148,0,148
ANDHRA PRADESH,NALGONDA,VALIGONDA,3,0,177,180,0,180
ANDHRA PRADESH,NALGONDA,VEMULA PALLE,52,8,604,664,0,664
ANDHRA PRADESH,NALGONDA,YADAGIRIGUTTA,5,0,101,106,0,106
ANDHRA PRADESH,NELLORE,ALLUR,16,2,110,128,0,128
ANDHRA PRADESH,NELLORE,ANANTHASAGARAM,34,4,315,353,10,363
ANDHRA PRADESH,NELLORE,ANUMASAMUDRAMPETA,2,0,29,31,0,31
ANDHRA PRADESH,NELLORE,ATMAKUR,13,25,467,505,1,506
ANDHRA PRADESH,NELLORE,BALAYAPALLE,10,1,86,97,0,97
ANDHRA PRADESH,NELLORE,BOGOLE,7,0,118,125,0,125
ANDHRA PRADESH,NELLORE,BUT'PALEM (VAVVERU),157,7,1830,1994,0,1994
ANDHRA PRADESH,NELLORE,CHEJERLA,38,6,246,290,0,290
ANDHRA PRADESH,NELLORE,CHILLAKUR,12,2,193,207,0,207
ANDHRA PRADESH,NELLORE,CHITTAMUR,219,42,907,1168,0,1168
ANDHRA PRADESH,NELLORE,DAGADARTHI,1,0,48,49,12,61
ANDHRA PRADESH,NELLORE,DAKKILI,4,2,103,109,0,109
ANDHRA PRADESH,NELLORE,DORAVARISATRAM,141,28,424,593,0,593
ANDHRA PRADESH,NELLORE,DUTTALUR,2,0,32,34,0,34
ANDHRA PRADESH,NELLORE,GUDUR,28,8,479,515,0,515
ANDHRA PRADESH,NELLORE,INDUKURPET,311,143,2671,3125,9,3134
ANDHRA PRADESH,NELLORE,JALADANKI,4,0,134,138,0,138
ANDHRA PRADESH,NELLORE,KALIGIRI,11,0,32,43,1,44
ANDHRA PRADESH,NELLORE,KALUVOYA,4,0,137,141,0,141
ANDHRA PRADESH,NELLORE,KAVALI,50,2,30,82,0,82
ANDHRA PRADESH,NELLORE,KODAVALUR,49,12,728,789,0,789
ANDHRA PRADESH,NELLORE,KONDAPURAM,0,0,77,77,2,79
ANDHRA PRADESH,NELLORE,KOTA,297,54,1267,1618,0,1618
ANDHRA PRADESH,NELLORE,KOVUR,172,47,1950,2169,1,2170
ANDHRA PRADESH,NELLORE,MANUBOLU,42,0,451,493,0,493
ANDHRA PRADESH,NELLORE,MARRIPADU,32,3,268,303,0,303
ANDHRA PRADESH,NELLORE,MUTHUKUR,147,81,1328,1556,60,1616
ANDHRA PRADESH,NELLORE,NAIDUPETA,217,39,1649,1905,1,1906
ANDHRA PRADESH,NELLORE,NELLORE,96,28,1101,1225,24,1249
ANDHRA PRADESH,NELLORE,OJILI,33,13,365,411,0,411
ANDHRA PRADESH,NELLORE,PELLAKUR,145,61,762,968,1,969
ANDHRA PRADESH,NELLORE,PODALAKUR,31,3,837,871,0,871
ANDHRA PRADESH,NELLORE,RAPUR,0,0,40,40,0,40
ANDHRA PRADESH,NELLORE,SANGAM,13,9,686,708,0,708
ANDHRA PRADESH,NELLORE,SULLURPETA,229,10,667,906,1,907
ANDHRA PRADESH,NELLORE,SYDAPURAM,20,10,467,497,1,498
ANDHRA PRADESH,NELLORE,TADA,39,5,189,233,0,233
ANDHRA PRADESH,NELLORE,THOTAPALLIGUDUR,256,47,2463,2766,0,2766
ANDHRA PRADESH,NELLORE,VAKADU,275,24,998,1297,5,1302
ANDHRA PRADESH,NELLORE,VENKATACHALAM,23,11,120,154,0,154
ANDHRA PRADESH,NELLORE,VENKATAGIRI,4,3,102,109,0,109
ANDHRA PRADESH,NELLORE,VIDAVULUR,193,107,788,1088,0,1088
ANDHRA PRADESH,NELLORE,VINJAMUR,11,1,143,155,0,155
ANDHRA PRADESH,NIZAMABAD,ARMUR,295,34,1673,2002,0,2002
ANDHRA PRADESH,NIZAMABAD,BALKONDA,97,12,626,735,0,735
ANDHRA PRADESH,NIZAMABAD,BANSWADA,8,52,265,325,0,325
ANDHRA PRADESH,NIZAMABAD,BHEEMGAL,121,125,681,927,2,929
ANDHRA PRADESH,NIZAMABAD,BHIKNUR,182,11,1861,2054,1,2055
ANDHRA PRADESH,NIZAMABAD,BICHKUNDA,39,25,715,779,5,784
ANDHRA PRADESH,NIZAMABAD,BIRKOOR,33,98,1058,1189,6,1195
ANDHRA PRADESH,NIZAMABAD,BODHAN,165,25,3430,3620,17,3637
ANDHRA PRADESH,NIZAMABAD,DHARPALLE,56,52,528,636,0,636
ANDHRA PRADESH,NIZAMABAD,DICHPALLE,151,69,1255,1475,5,1480
ANDHRA PRADESH,NIZAMABAD,DOMAKONDA,97,22,1026,1145,0,1145
ANDHRA PRADESH,NIZAMABAD,GANDHARI,46,111,697,854,0,854
ANDHRA PRADESH,NIZAMABAD,JAKRANPALLE,180,48,1305,1533,5,1538
ANDHRA PRADESH,NIZAMABAD,JUKKAL,9,1,206,216,0,216
ANDHRA PRADESH,NIZAMABAD,KAMAREDDY,85,30,1057,1172,1,1173
ANDHRA PRADESH,NIZAMABAD,KAMMAR PALLE,48,45,541,634,0,634
ANDHRA PRADESH,NIZAMABAD,KOTGIRI,27,19,1284,1330,5,1335
ANDHRA PRADESH,NIZAMABAD,LINGAMPET,41,153,561,755,1,756
ANDHRA PRADESH,NIZAMABAD,MACHAREDDY,72,35,443,550,0,550
