-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to the farmers holding size . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.3.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to The Farmers holding size for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.3.csv"
}
-----
State,District,Block,Marginal (0-1 ha),Small (1-2 ha),Medium (2-10 ha),Big ( > 10 ha),Total
MADHYA PRADESH,DHAR,BADNAWAR,199,751,2742,588,4280
MADHYA PRADESH,DHAR,BAKANER,1,3,12,0,16
MADHYA PRADESH,DHAR,DHAR,211,836,2837,682,4566
MADHYA PRADESH,DHAR,DHARAMPURI,1,4,19,2,26
MADHYA PRADESH,DHAR,GANDHWANI,2,26,51,10,89
MADHYA PRADESH,DHAR,KUKSHI,0,6,7,1,14
MADHYA PRADESH,DHAR,MANAWAR,0,0,8,2,10
MADHYA PRADESH,DHAR,NALCHHA,86,483,2012,267,2848
MADHYA PRADESH,DHAR,NISARPUR,42,89,219,31,381
MADHYA PRADESH,DHAR,SARDARPUR,81,269,785,137,1272
MADHYA PRADESH,DHAR,TIRLA,44,315,760,167,1286
MADHYA PRADESH,DURG,BALOD,61,141,305,19,526
MADHYA PRADESH,DURG,BEMETARA,15,40,146,60,261
MADHYA PRADESH,DURG,BERLA,22,58,224,44,348
MADHYA PRADESH,DURG,DHAMDA,40,123,225,46,434
MADHYA PRADESH,DURG,DONDI,0,1,2,0,3
MADHYA PRADESH,DURG,DONDILOHARA,7,19,94,21,141
MADHYA PRADESH,DURG,DURG,40,102,122,15,279
MADHYA PRADESH,DURG,GUNDARDEHI,31,65,275,18,389
MADHYA PRADESH,DURG,GURUR,268,515,788,42,1613
MADHYA PRADESH,DURG,NAWAGARH,39,18,65,27,149
MADHYA PRADESH,DURG,PATAN,156,268,364,26,814
MADHYA PRADESH,DURG,SAJA,28,87,284,63,462
MADHYA PRADESH,GUNA,ARON,9,42,79,12,142
MADHYA PRADESH,GUNA,ASHOKNAGAR,7,31,240,84,362
MADHYA PRADESH,GUNA,BAGHOGARH,2,0,8,7,17
MADHYA PRADESH,GUNA,BAMORI,38,103,535,56,732
MADHYA PRADESH,GUNA,CHANDERI,0,0,0,5,5
MADHYA PRADESH,GUNA,GUNA,2,17,101,30,150
MADHYA PRADESH,GUNA,ISAGARH,33,52,205,69,359
MADHYA PRADESH,GUNA,MUNGAOLI,4,7,51,59,121
MADHYA PRADESH,GWALIOR,BHANDER,0,1,12,2,15
MADHYA PRADESH,GWALIOR,BHITARWAR,15,31,96,4,146
MADHYA PRADESH,GWALIOR,DABRA,27,66,208,27,328
MADHYA PRADESH,GWALIOR,GHATI GAON,10,11,11,1,33
MADHYA PRADESH,GWALIOR,MORAR,3,16,83,15,117
MADHYA PRADESH,HOSHANGABAD,BABAI,1,19,207,59,286
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,8,66,480,50,604
MADHYA PRADESH,HOSHANGABAD,HARDA,0,1,32,30,63
MADHYA PRADESH,HOSHANGABAD,HOSHNAGABAD,0,1,35,8,44
MADHYA PRADESH,HOSHANGABAD,KESALI,6,17,35,1,59
MADHYA PRADESH,HOSHANGABAD,KHIRAKIYA,0,4,16,5,25
MADHYA PRADESH,HOSHANGABAD,PIPARIA,15,85,752,57,909
MADHYA PRADESH,HOSHANGABAD,SEONI MALWA,1,9,30,5,45
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,25,72,335,38,470
MADHYA PRADESH,HOSHANGABAD,TIMARNI,0,1,8,3,12
MADHYA PRADESH,INDORE,DEPALPUR,307,1435,4226,657,6625
MADHYA PRADESH,INDORE,INDORE,372,851,2263,307,3793
MADHYA PRADESH,INDORE,MHOW,40,89,351,67,547
MADHYA PRADESH,INDORE,SANWER,443,1323,4143,599,6508
MADHYA PRADESH,JABALPUR,BADWARA,5,18,64,3,90
MADHYA PRADESH,JABALPUR,BAMHORIBAND,0,20,8,0,28
MADHYA PRADESH,JABALPUR,BARGI,1,7,7,1,16
MADHYA PRADESH,JABALPUR,DHIMARKHEDA,0,3,5,1,9
MADHYA PRADESH,JABALPUR,MAJHAULI,0,3,2,1,6
MADHYA PRADESH,JABALPUR,PANAGARH,3,20,51,10,84
MADHYA PRADESH,JABALPUR,PATAN,25,151,474,47,697
MADHYA PRADESH,JABALPUR,SHAHPURA,9,52,163,28,252
MADHYA PRADESH,JABALPUR,SIHORA,24,15,17,7,63
MADHYA PRADESH,JHABUA,JHABUA,0,2,7,0,9
MADHYA PRADESH,JHABUA,JOBAT,6,6,13,0,25
MADHYA PRADESH,JHABUA,PETALAWAD,0,1,16,5,22
MADHYA PRADESH,JHABUA,THANDLA,0,0,4,0,4
MADHYA PRADESH,JHABUA,UDAIGARH,1,8,9,0,18
MADHYA PRADESH,KHANDWA,BALDEE,0,1,14,1,16
MADHYA PRADESH,KHANDWA,BURHANPUR,1,7,8,2,18
MADHYA PRADESH,KHANDWA,CHHAIGAON MAKHAN,5,3,2,0,10
MADHYA PRADESH,KHANDWA,HARSUD,1,2,6,0,9
MADHYA PRADESH,KHANDWA,KHALWA,0,0,2,0,2
MADHYA PRADESH,KHANDWA,PANDHANA,1,3,3,0,7
MADHYA PRADESH,KHARGONE,BADWAH,5,21,65,9,100
MADHYA PRADESH,KHARGONE,BHAGWANPURA,0,1,0,0,1
MADHYA PRADESH,KHARGONE,BHEEKANGAON,1,4,8,3,16
MADHYA PRADESH,KHARGONE,KASRAWAD,2,5,18,1,26
MADHYA PRADESH,KHARGONE,KHARGONE,1,0,23,5,29
MADHYA PRADESH,KHARGONE,MAHESHWAR,0,5,0,0,5
MADHYA PRADESH,KHARGONE,NIWALI,1,1,2,4,8
MADHYA PRADESH,KHARGONE,PANSEMAL,23,131,465,23,642
MADHYA PRADESH,MANDLA,BICHHIYA,0,1,0,1,2
MADHYA PRADESH,MANDLA,GHUGHARI,0,0,1,0,1
MADHYA PRADESH,MANDLA,KARANJIYA,5,6,6,0,17
MADHYA PRADESH,MANDLA,MANDLA,1,6,22,1,30
MADHYA PRADESH,MANDLA,NAINPUR,0,0,1,0,1
MADHYA PRADESH,MANDSAUR,BHANPURA,0,0,4,6,10
MADHYA PRADESH,MANDSAUR,GAROTH,8,6,11,7,32
MADHYA PRADESH,MANDSAUR,JAWAD,14,26,32,90,162
MADHYA PRADESH,MANDSAUR,MALHARGARH,9,0,27,2,38
MADHYA PRADESH,MANDSAUR,MANASA,1,0,0,23,24
MADHYA PRADESH,MANDSAUR,MANDSAUR,9,4,43,32,88
MADHYA PRADESH,MANDSAUR,NEEMACH,0,1,13,0,14
MADHYA PRADESH,MANDSAUR,SITAMAU,0,0,23,8,31
MADHYA PRADESH,MORENA,AMBAH,0,1,2,0,3
MADHYA PRADESH,MORENA,JAURA,3,0,2,1,6
MADHYA PRADESH,MORENA,KARAHAL,2,14,147,12,175
MADHYA PRADESH,MORENA,MORENA,8,5,35,8,56
MADHYA PRADESH,MORENA,PAHARGARH,4,5,3,13,25
MADHYA PRADESH,MORENA,SABALGARH,11,8,14,0,33
MADHYA PRADESH,MORENA,SHEOPUR KALAN,88,136,1128,103,1455
MADHYA PRADESH,MORENA,VIJAIPUR,1,23,83,1,108
MADHYA PRADESH,NARSIMHAPUR,BABAICHICHALI,9,55,210,14,288
MADHYA PRADESH,NARSIMHAPUR,CHANWARPATHA,5,48,385,26,464
MADHYA PRADESH,NARSIMHAPUR,GOTEGAON,229,1140,1907,132,3408
MADHYA PRADESH,NARSIMHAPUR,KARELI,23,101,400,38,562
MADHYA PRADESH,NARSIMHAPUR,NARSINGHPUR,5,59,441,37,542
MADHYA PRADESH,NARSIMHAPUR,SAINKHEDA,16,32,287,50,385
MADHYA PRADESH,PANNA,GUNNAUR,6,14,41,10,71
MADHYA PRADESH,PANNA,PANNA,0,0,18,4,22
MADHYA PRADESH,PANNA,PAWAI,0,1,4,1,6
MADHYA PRADESH,PANNA,SHAHNAGAR,0,0,41,6,47
MADHYA PRADESH,RAIGARH,KHARASIYA,11,29,94,17,151
MADHYA PRADESH,RAIGARH,KUNKURI,0,0,0,0,0
MADHYA PRADESH,RAIGARH,PUSAUR,6,59,220,116,401
MADHYA PRADESH,RAIGARH,RAIGARH,23,74,231,80,408
MADHYA PRADESH,RAIGARH,SARANGARH,2,3,5,3,13
MADHYA PRADESH,RAIGARH,SARIYALENDHA,43,102,339,50,534
MADHYA PRADESH,RAIGARH,TAMNAR,0,0,1,0,1
MADHYA PRADESH,RAIPUR,ABHANPUR,23,95,92,5,215
MADHYA PRADESH,RAIPUR,BAGBAHRA,3,3,23,2,31
MADHYA PRADESH,RAIPUR,BASNA,2,6,92,19,119
MADHYA PRADESH,RAIPUR,BHATAPARA,12,46,100,4,162
MADHYA PRADESH,RAIPUR,CHANDKHURAI(ARANG),4,7,17,6,34
MADHYA PRADESH,RAIPUR,CHHURA,0,1,9,1,11
MADHYA PRADESH,RAIPUR,DHAMTARI,191,344,622,29,1186
MADHYA PRADESH,RAIPUR,GARIYABAND,1,0,2,2,5
MADHYA PRADESH,RAIPUR,KASDOL,24,15,37,15,91
MADHYA PRADESH,RAIPUR,KURUD,219,398,437,81,1135
MADHYA PRADESH,RAIPUR,MAGARLOD,2,7,25,6,40
MADHYA PRADESH,RAIPUR,MAHASAMUND,1,1,17,8,27
MADHYA PRADESH,RAIPUR,PITHORA,0,1,5,6,12
MADHYA PRADESH,RAIPUR,RAIPUR(DHARSIWA),40,95,230,46,411
MADHYA PRADESH,RAIPUR,RAJIM,2,3,15,5,25
MADHYA PRADESH,RAIPUR,SARAIPALI,3,13,54,16,86
MADHYA PRADESH,RAIPUR,SIHAWA,0,2,6,0,8
MADHYA PRADESH,RAIPUR,SIMGA,6,13,111,26,156
MADHYA PRADESH,RAIPUR,TILDA,5,26,80,43,154
MADHYA PRADESH,RAISEN,BARELI,17,46,344,54,461
MADHYA PRADESH,RAISEN,BEGAMGANJ,0,5,15,37,57
MADHYA PRADESH,RAISEN,GAIRATGANJ,0,19,217,85,321
MADHYA PRADESH,RAISEN,OBEDULLAHGANJ,51,167,1192,219,1629
MADHYA PRADESH,RAISEN,SANCHI,33,155,1363,348,1899
MADHYA PRADESH,RAISEN,SILWANI,4,66,555,135,760
MADHYA PRADESH,RAISEN,UDAIPURA,13,49,288,71,421
MADHYA PRADESH,RAJGARH,BIAORA,0,0,21,8,29
MADHYA PRADESH,RAJGARH,JEERAPUR,5,8,7,0,20
MADHYA PRADESH,RAJGARH,KHILCHIPUR,0,0,4,5,9
MADHYA PRADESH,RAJGARH,NARASINGHGARH,28,90,467,174,759
MADHYA PRADESH,RAJGARH,PACHAUR (SARANGPUR),20,34,213,59,326
MADHYA PRADESH,RAJGARH,RAJGARH,0,0,2,0,2
MADHYA PRADESH,RAJNANDGAON,CHHURIA,1,1,2,3,7
MADHYA PRADESH,RAJNANDGAON,DOMGARGARH,0,0,6,0,6
MADHYA PRADESH,RAJNANDGAON,DONGARGAON,11,15,49,17,92
MADHYA PRADESH,RAJNANDGAON,KHALRAGARH,3,3,9,0,15
MADHYA PRADESH,RAJNANDGAON,SAHASPURLOHARA,1,8,30,17,56
MADHYA PRADESH,RATLAM,ALOT,9,52,187,40,288
MADHYA PRADESH,RATLAM,BAJNA,0,0,2,0,2
MADHYA PRADESH,RATLAM,JAWRA,4,9,62,5,80
MADHYA PRADESH,RATLAM,PIPLODA,63,126,453,63,705
MADHYA PRADESH,RATLAM,RATLAM,319,527,1867,264,2977
MADHYA PRADESH,RATLAM,SAILANA,0,1,11,1,13
MADHYA PRADESH,REWA,GANGEO,0,5,2,0,7
MADHYA PRADESH,REWA,HANUMANA,0,0,0,0,0
MADHYA PRADESH,REWA,MAUGANJ,1,12,57,22,92
MADHYA PRADESH,REWA,RAIPUR,24,68,286,60,438
MADHYA PRADESH,REWA,REWA,17,78,240,19,354
MADHYA PRADESH,REWA,SIRMAUR,9,43,193,15,260
MADHYA PRADESH,REWA,TYONTHAR,0,0,1,0,1
MADHYA PRADESH,SAGAR,BANDA,12,23,21,5,61
MADHYA PRADESH,SAGAR,BEENA,11,34,210,50,305
MADHYA PRADESH,SAGAR,DEORI,15,64,153,8,240
MADHYA PRADESH,SAGAR,JAISINAGAR,0,1,2,2,5
MADHYA PRADESH,SAGAR,KESALI,0,0,7,1,8
MADHYA PRADESH,SAGAR,KHURAI,5,26,116,40,187
MADHYA PRADESH,SAGAR,MALTHON,0,0,4,0,4
MADHYA PRADESH,SAGAR,RAHATGARH,1,6,13,0,20
MADHYA PRADESH,SAGAR,REHALI,55,150,291,41,537
MADHYA PRADESH,SAGAR,SAGAR,30,79,60,9,178
MADHYA PRADESH,SATNA,AMARPATAN,34,98,308,22,462
MADHYA PRADESH,SATNA,CHITRAKOOT,0,2,7,0,9
MADHYA PRADESH,SATNA,MAIHAR,10,23,61,0,94
MADHYA PRADESH,SATNA,NAGOD,6,25,151,33,215
MADHYA PRADESH,SATNA,RAMNAGAR,2,0,9,1,12
MADHYA PRADESH,SATNA,RAMPUR,95,287,969,115,1466
MADHYA PRADESH,SATNA,SATNA,21,31,145,27,224
MADHYA PRADESH,SATNA,UNCHEHARA,18,27,47,10,102
MADHYA PRADESH,SEHORE,AASHTA,132,522,2402,524,3580
MADHYA PRADESH,SEHORE,BUDANI,0,3,51,21,75
MADHYA PRADESH,SEHORE,ICHHAWER,6,23,117,90,236
MADHYA PRADESH,SEHORE,NASRULLAHGANJ,0,3,33,11,47
MADHYA PRADESH,SEHORE,SIHORE,51,285,1068,290,1694
MADHYA PRADESH,SEONI,BARGHAT,0,0,1,0,1
MADHYA PRADESH,SEONI,CHHAPARA,1,1,3,0,5
MADHYA PRADESH,SEONI,KAHANAPUS,4,5,10,3,22
MADHYA PRADESH,SEONI,KURAI,0,1,4,1,6
MADHYA PRADESH,SEONI,LAKHNADAUN,2,0,1,0,3
MADHYA PRADESH,SEONI,SEONI,0,0,3,0,3
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,0,2,8,1,11
MADHYA PRADESH,SHAHDOL,JAITAHARI,0,0,1,0,1
MADHYA PRADESH,SHAHDOL,MANPUR,0,1,8,0,9
MADHYA PRADESH,SHAHDOL,PALEE-1,0,0,7,1,8
MADHYA PRADESH,SHAHDOL,SOHAGPUR,0,2,13,1,16
MADHYA PRADESH,SHAHDOL,UMARIYA,0,3,7,1,11
MADHYA PRADESH,SHAJAPUR,AGAR,0,0,0,134,134
MADHYA PRADESH,SHAJAPUR,BAROD,0,0,0,13,13
MADHYA PRADESH,SHAJAPUR,KALAPIPALMANDI,0,0,0,1074,1074
MADHYA PRADESH,SHAJAPUR,MOMANBARODIYA,0,0,0,792,792
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,0,0,0,315,315
MADHYA PRADESH,SHAJAPUR,SUJALPUR,0,0,0,768,768
MADHYA PRADESH,SHAJAPUR,SUSNER,0,0,0,2,2
MADHYA PRADESH,SHIVPURI,BADARWAS,4,11,52,18,85
MADHYA PRADESH,SHIVPURI,KARERA,0,0,1,2,3
MADHYA PRADESH,SHIVPURI,KOLARAS,3,4,31,2,40
MADHYA PRADESH,SHIVPURI,POHARI,1,6,26,4,37
MADHYA PRADESH,SHIVPURI,SHIVPURI,4,12,33,9,58
MADHYA PRADESH,SIDHI,BAIDHAN,2,1,0,1,4
MADHYA PRADESH,SIDHI,CHITRANGI,0,0,3,5,8
MADHYA PRADESH,SIDHI,RAMPURNEKIN,1,6,33,14,54
MADHYA PRADESH,SIDHI,SIDHI,0,3,28,11,42
MADHYA PRADESH,SIDHI,SIHAWAL,2,15,75,20,112
MADHYA PRADESH,SURGUJA,AMBIKAPUR,0,1,0,0,1
MADHYA PRADESH,SURGUJA,MAINPAT,1,3,12,1,17
MADHYA PRADESH,TIKAMGARH,JATARA,63,78,107,3,251
MADHYA PRADESH,TIKAMGARH,NIWARI,1,35,94,1,131
MADHYA PRADESH,TIKAMGARH,PALERA,33,113,284,2,432
MADHYA PRADESH,TIKAMGARH,PRITHWIPUR,0,6,2,1,9
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,25,16,21,2,64
MADHYA PRADESH,UJJAIN,BADNAGAR,0,0,0,7790,7790
MADHYA PRADESH,UJJAIN,GHATIYA,0,0,0,831,831
MADHYA PRADESH,UJJAIN,KHACHRAUD,0,0,0,1925,1925
MADHYA PRADESH,UJJAIN,MAHIDPUR,0,0,0,677,677
MADHYA PRADESH,UJJAIN,TARANA,0,0,0,999,999
MADHYA PRADESH,UJJAIN,UJJAIN,0,0,0,4764,4764
MADHYA PRADESH,VIDISHA,BASODA,15,24,265,90,394
MADHYA PRADESH,VIDISHA,GYARASPUR,1,14,122,74,211
MADHYA PRADESH,VIDISHA,KURWAI,15,22,227,142,406
MADHYA PRADESH,VIDISHA,LATERI,0,0,4,4,8
MADHYA PRADESH,VIDISHA,NATERAN,6,22,103,28,159
MADHYA PRADESH,VIDISHA,SIRONJ,2,20,121,41,184
MADHYA PRADESH,VIDISHA,VIDISHA,17,77,840,272,1206
MANIPUR,BISHNUPUR,BISHNUPUR,0,0,0,0,0
MANIPUR,BISHNUPUR,MOIRANG,0,0,0,0,0
MANIPUR,CHURACHANDPUR,CHURACHANDPUR,0,0,0,0,0
MANIPUR,IMPHAL,HAORANGSABAL(I-W),0,0,0,0,0
MANIPUR,IMPHAL,IRILBUNG(IMPHAL-E),0,0,0,0,0
MANIPUR,IMPHAL,SWOMBUNG(IMPHAL-E),0,0,0,0,0
MANIPUR,SENAPATI,KANGPOKPI,0,0,0,0,0
MANIPUR,THOUBAL,KAKCHING,0,0,0,0,0
MANIPUR,THOUBAL,THOUBAL,0,0,0,0,0
MEGHALAYA,WEST GARO HILLS,BETASING,10,39,40,18,107
MEGHALAYA,WEST GARO HILLS,ZIKZAK,0,0,2,0,2
MEGHALAYA,WEST KHASI HILLS,MAIRANG,0,0,0,0,0
NAGALAND,KOHIMA,MEDZIPHEMA,1,1,4,0,6
ORISSA,ANGUL,ANUGUL,0,0,1,0,1
ORISSA,ANGUL,KISONAGAR,0,0,1,0,1
ORISSA,BALASORE,BAHANAGA,157,263,243,7,670
ORISSA,BALASORE,BALASORE,32,80,32,4,148
ORISSA,BALASORE,BALIPAL,212,288,234,9,743
ORISSA,BALASORE,BASTA,304,336,361,19,1020
ORISSA,BALASORE,BHOGARAI,659,746,454,11,1870
ORISSA,BALASORE,JALESWAR,429,323,183,7,942
ORISSA,BALASORE,JILGIRI,17,14,4,1,36
ORISSA,BALASORE,KHAIRA,122,196,117,1,436
ORISSA,BALASORE,OUPADA,12,8,9,0,29
ORISSA,BALASORE,REMUNA,76,131,104,4,315
ORISSA,BALASORE,SIMULIA,57,139,168,2,366
ORISSA,BALASORE,SORO,53,145,107,5,310
ORISSA,BARAGARH,AMBABHANA,0,14,43,2,59
ORISSA,BARAGARH,ATABIRA,0,1,3,0,4
ORISSA,BARAGARH,BARAGARH,0,0,5,0,5
ORISSA,BARAGARH,BARAPALI,0,0,4,0,4
ORISSA,BARAGARH,BHATALI,0,4,42,29,75
ORISSA,BARAGARH,JHARABANDHA,0,0,1,0,1
ORISSA,BARAGARH,PADMAPUR,0,0,3,0,3
ORISSA,BARAGARH,PAIKMAL,0,0,1,0,1
ORISSA,BARAGARH,SOHELA,0,1,23,11,35
ORISSA,BHADRAK,BASUDEVPUR,87,159,136,13,395
ORISSA,BHADRAK,BHADRAK,33,89,105,13,240
ORISSA,BHADRAK,BHANDARIPOKHARI,23,42,64,6,135
ORISSA,BHADRAK,BONTH,40,52,64,1,157
ORISSA,BHADRAK,DHAMANAGAR,32,84,72,7,195
ORISSA,BHADRAK,TIHIDI,24,52,47,2,125
ORISSA,BOLANGIR,AGALPUR,0,0,7,2,9
ORISSA,BOLANGIR,BALANGIR,0,0,1,0,1
ORISSA,BOLANGIR,BONGOMUNDA,0,0,0,2,2
ORISSA,BOLANGIR,TUREKELA,0,0,4,0,4
ORISSA,CUTTACK,ATHGARH,0,0,1,0,1
ORISSA,CUTTACK,BARANGA,46,58,57,6,167
ORISSA,CUTTACK,CUTTACK(SADAR),109,125,50,1,285
ORISSA,CUTTACK,KANTAPARA,88,113,63,19,283
ORISSA,CUTTACK,MAHANGA,31,44,26,0,101
ORISSA,CUTTACK,NIALI,75,110,131,4,320
ORISSA,CUTTACK,NISCHINTAKOILI,115,114,94,4,327
ORISSA,CUTTACK,SALIPUR,32,66,47,12,157
ORISSA,CUTTACK,TANGI-CHOUDWAR,5,5,1,0,11
ORISSA,GAJAPATI,GUMMA,0,1,0,0,1
ORISSA,GAJAPATI,PARALAKHEMUNDI,5,43,32,1,81
ORISSA,GAJAPATI,RAYAGADA,0,3,0,0,3
ORISSA,GANJAM,ASKA,11,11,9,1,32
ORISSA,GANJAM,BELAGUNTHA,5,0,0,0,5
ORISSA,GANJAM,BHANJANAGAR,0,0,2,0,2
ORISSA,GANJAM,CHATRAPUR,12,29,22,24,87
ORISSA,GANJAM,CHIKITI,15,29,23,2,69
ORISSA,GANJAM,DHARAKOT,1,2,0,0,3
ORISSA,GANJAM,DIGAPAHANDI,6,34,33,6,79
ORISSA,GANJAM,GANJAM,6,3,2,2,13
ORISSA,GANJAM,HINJILIKUT,6,29,15,0,50
ORISSA,GANJAM,J.N.PRASAD,0,2,3,0,5
ORISSA,GANJAM,K.KHANDI,0,0,1,0,1
ORISSA,GANJAM,K.S.NAGAR,7,1,0,0,8
ORISSA,GANJAM,P.PUR,7,37,24,5,73
ORISSA,GANJAM,PATRAPUR,0,8,25,0,33
ORISSA,GANJAM,POLASARA,0,0,0,0,0
ORISSA,GANJAM,R.LUNDA,0,5,1,0,6
ORISSA,GANJAM,S.KHEMUNDI,0,1,1,3,5
ORISSA,GANJAM,SHERAGADA,0,0,6,0,6
ORISSA,GANJAM,SORADA,0,0,0,0,0
ORISSA,JAGATSINGHPUR,BALIKUDA,47,109,52,4,212
ORISSA,JAGATSINGHPUR,BIRIDI,59,81,46,0,186
ORISSA,JAGATSINGHPUR,ERASAMA,2,3,5,4,14
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,102,107,83,7,299
ORISSA,JAGATSINGHPUR,KUNJANG,6,3,3,1,13
ORISSA,JAGATSINGHPUR,NAUGAON,36,72,27,1,136
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,86,105,125,4,320
ORISSA,JAGATSINGHPUR,TRITOL,51,61,63,2,177
ORISSA,JAJPUR,BARACHAN,5,4,4,2,15
ORISSA,JAJPUR,BARI,31,97,53,0,181
ORISSA,JAJPUR,BINJHARPUR,74,128,132,3,337
ORISSA,JAJPUR,DANAGADI,0,0,0,0,0
ORISSA,JAJPUR,DASARATHPUR,48,65,53,1,167
ORISSA,JAJPUR,DHARAMASALA,0,2,2,2,6
ORISSA,JAJPUR,JAJPUR,105,118,75,1,299
ORISSA,JAJPUR,KOREI,6,13,26,1,46
ORISSA,JAJPUR,RASULPUR,0,2,2,0,4
ORISSA,JHARSUGUDA,LAIKERA,0,4,5,0,9
ORISSA,KALAHANDI,BHABANI PATANA,0,0,1,0,1
ORISSA,KALAHANDI,JUNAGARH,0,2,3,1,6
ORISSA,KALAHANDI,KALAMPUR,0,0,3,0,3
ORISSA,KENDRAPARA,AUL,8,4,3,0,15
ORISSA,KENDRAPARA,DERABISI,39,61,60,6,166
ORISSA,KENDRAPARA,GARADPUR,33,49,33,1,116
ORISSA,KENDRAPARA,KENDRAPARA,0,2,5,0,7
ORISSA,KENDRAPARA,MAHAKALAPADA,0,1,2,1,4
ORISSA,KENDRAPARA,MARSAGHAI,2,0,6,1,9
ORISSA,KENDRAPARA,PATAMUNDAI,11,119,47,4,181
ORISSA,KEONJHAR,ANANDAPUR,0,0,1,0,1
ORISSA,KEONJHAR,GHASIPURA,0,0,0,0,0
ORISSA,KEONJHAR,HATADIHI,5,12,7,1,25
ORISSA,KEONJHAR,SADAR,0,1,1,0,2
ORISSA,KHURDA,BALIANTA,49,75,38,5,167
ORISSA,KHURDA,BALIPATANA,26,73,60,2,161
ORISSA,KHURDA,BHUBANESWAR,4,4,4,0,12
ORISSA,KORAPUT,KORAPUT,0,0,0,0,0
ORISSA,KORAPUT,KOTAPAD,0,0,1,0,1
ORISSA,MAYURBHANJ,BARIPADA,0,0,2,0,2
ORISSA,MAYURBHANJ,BARSAHI,12,29,34,3,78
ORISSA,MAYURBHANJ,BETANATI,1,17,15,1,34
ORISSA,MAYURBHANJ,GOPABANDHU NAGAR,0,1,0,0,1
ORISSA,MAYURBHANJ,KARANJIA,2,3,0,0,5
ORISSA,MAYURBHANJ,KULIANA,0,3,1,0,4
ORISSA,MAYURBHANJ,MORADA,0,0,1,0,1
ORISSA,MAYURBHANJ,RASGOVINDPUR,0,4,4,0,8
ORISSA,MAYURBHANJ,SAMAKHUNTA,0,0,1,0,1
ORISSA,MAYURBHANJ,SARASKANA,1,7,4,0,12
ORISSA,MAYURBHANJ,SULIAPADA,0,0,0,0,0
ORISSA,NAYAGARH,BHAPUR,0,0,3,0,3
ORISSA,NAYAGARH,KHANDAPADA,7,9,8,4,28
ORISSA,NAYAGARH,NAYAGARH,59,57,7,0,123
ORISSA,NAYAGARH,NUAGAON,5,0,0,0,5
ORISSA,NAYAGARH,ODOGAON,2,10,46,0,58
ORISSA,NUAPADA,BODEN,0,0,0,0,0
ORISSA,NUAPADA,NUAPARA,0,0,2,1,3
ORISSA,PURI,ASTARANG,70,112,22,0,204
ORISSA,PURI,BRAHMAGIRI,0,8,29,3,40
ORISSA,PURI,DELANG,20,36,57,1,114
ORISSA,PURI,GOP,121,144,111,38,414
ORISSA,PURI,KAKATPUR,109,224,73,1,407
ORISSA,PURI,KANAS,0,0,3,0,3
ORISSA,PURI,KRISHNAPRASAD,0,17,16,6,39
ORISSA,PURI,NIMAPARA,143,184,180,8,515
ORISSA,PURI,PIPILI,78,190,91,4,363
ORISSA,PURI,PURISADAR,3,34,41,2,80
ORISSA,PURI,SATYABADI,1,5,15,0,21
ORISSA,RAYAGADA,GUDARI,0,0,0,0,0
ORISSA,RAYAGADA,GUNUPUR,1,2,2,1,6
ORISSA,RAYAGADA,KOUNARA,0,0,0,4,4
ORISSA,RAYAGADA,MUNIGUDA,0,0,0,1,1
ORISSA,RAYAGADA,PADAMPUR,1,0,2,1,4
ORISSA,RAYAGADA,RAMANGUDA,0,2,8,3,13
ORISSA,RAYAGADA,RAYAGADA,1,6,9,4,20
ORISSA,SAMBALPUR,DHANKAUDA,0,0,2,0,2
ORISSA,SONEPUR,DUNGURIPALLI,0,0,1,0,1
ORISSA,SONEPUR,ULUNDA,0,0,0,1,1
ORISSA,SUNDARGARH,BISRA,1,0,0,0,1
ORISSA,SUNDARGARH,KUARMUNDA,1,0,1,0,2
PUNJAB,AMRITSAR,AJNALA,171,1683,8664,253,10771
PUNJAB,AMRITSAR,BHIKHIWIND,119,408,3673,853,5053
PUNJAB,AMRITSAR,CHOGAWAN,276,1843,8495,586,11200
PUNJAB,AMRITSAR,CHOHLA SAHIB,194,637,2755,279,3865
PUNJAB,AMRITSAR,GANDI WIND,91,743,6140,325,7299
PUNJAB,AMRITSAR,JANDIALA GURU,160,650,3842,321,4973
PUNJAB,AMRITSAR,KHANDOOR SAHIB,196,1614,4517,67,6394
PUNJAB,AMRITSAR,MAJITHA,299,1239,4294,51,5883
PUNJAB,AMRITSAR,NAUSHERA PANUWAN,60,496,3547,79,4182
PUNJAB,AMRITSAR,PATTI,151,414,4273,644,5482
PUNJAB,AMRITSAR,RAYYA,376,1880,3803,70,6129
PUNJAB,AMRITSAR,TARAN TARAN,511,490,5882,991,7874
