-----
{
 "description": "The table refers to Block wise Distribution of Surface Flow Schemes in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.13.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.13.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. of constraints in utilisation,Constraints in utilisation - Non-filling up of storage,Constraints in utilisation - Siltation of storage,Constraints in utilisation - Breakdown of channel,Constraints in utilisation - Other reason,Total
KERALA,ALAPPUZHA,HARIPAD,0,0,0,0,19,19
KERALA,ALAPPUZHA,KANJIKUZHY,0,0,0,0,0,0
KERALA,ALAPPUZHA,KAYAMKULAM,0,0,0,0,0,0
KERALA,ALAPPUZHA,MAVELIKARA,22,12,0,0,0,34
KERALA,ALAPPUZHA,MAVELIKKARA,3,0,0,0,0,3
KERALA,ALAPPUZHA,MUTHUKULAMD,0,1,2,0,3,6
KERALA,ALAPPUZHA,PATTANAKKAD,19,0,0,0,0,19
KERALA,ALAPPUZHA,THYCATTUSSERY,25,0,0,0,0,25
KERALA,ERANAKULAM,ANGALAMALY,18,0,0,0,23,41
KERALA,ERANAKULAM,EDAPPALY,0,0,0,0,0,0
KERALA,ERANAKULAM,KOTHAMANGALAM,54,0,0,0,1,55
KERALA,ERANAKULAM,KOTHAMANGALAM-999,9,0,0,0,0,9
KERALA,ERANAKULAM,MOOVATTUPUZHA,82,6,5,0,0,93
KERALA,ERANAKULAM,MULANTHURUTHY,42,0,0,0,0,42
KERALA,ERANAKULAM,MUVATTUPUZHA,0,0,3,0,0,3
KERALA,ERANAKULAM,PALLURUTHY,32,0,0,0,0,32
KERALA,ERANAKULAM,PAMPAKUDA,46,48,6,1,50,151
KERALA,ERANAKULAM,VADAVUKODE,88,0,0,0,16,104
KERALA,ERANAKULAM,VAZHAKULAM,12,0,0,0,0,12
KERALA,IDDUKKI,ADIMALI,0,0,0,3,28,31
KERALA,IDDUKKI,AZHUTHA,6,0,2,0,18,26
KERALA,IDDUKKI,DEVIKULAM,0,6,39,14,40,99
KERALA,IDDUKKI,ELAMDESAM,28,5,1,5,51,90
KERALA,IDDUKKI,IDUKKI,14,6,3,0,27,50
KERALA,IDDUKKI,KATTAPPANA,42,0,0,0,0,42
KERALA,IDDUKKI,NEDUMKANDAM,13,0,0,14,3,30
KERALA,IDDUKKI,THODUPUZHA,7,4,5,0,16,32
KERALA,IDDUKKI,THODUPUZHA MUNICIP,1,1,0,3,2,7
KERALA,KANNUR,EDAKKAD,32,0,0,0,0,32
KERALA,KANNUR,IRIKKUR,35,0,0,5,3,43
KERALA,KANNUR,IRITTY,146,0,0,0,0,146
KERALA,KANNUR,KANNUR,3,0,0,11,0,14
KERALA,KANNUR,KANNUR MUNI,0,0,0,0,2,2
KERALA,KANNUR,KOOTHUPARAMBA,7,0,0,0,0,7
KERALA,KANNUR,KUTHUPARAMBA,49,0,0,0,0,49
KERALA,KANNUR,MATTANNUR,18,0,0,0,1,19
KERALA,KANNUR,PAYYANNUR,17,50,24,10,58,159
KERALA,KANNUR,PAYYANNUR-999,4,4,3,1,4,16
KERALA,KANNUR,PERAVOOR,147,0,0,0,0,147
KERALA,KANNUR,THALASSERY,73,0,0,0,0,73
KERALA,KANNUR,THALASSERY-999,8,0,0,0,0,8
KERALA,KANNUR,THALIPARAMBA,48,16,0,0,9,73
KERALA,KANNUR,THALIPARAMBA-999,5,0,0,0,8,13
KERALA,KASARAGODE,KANHANGAD,46,21,54,51,4,176
KERALA,KASARAGODE,KANHANGAD MUNICIP,9,0,0,0,0,9
KERALA,KASARAGODE,KASARAGODE,48,26,24,10,4,112
KERALA,KASARAGODE,KASARAGODE MUNICIP,9,0,0,0,0,9
KERALA,KASARAGODE,MANJESWARAM,2,91,57,22,13,185
KERALA,KASARAGODE,NEELESWARAM,51,34,0,9,41,135
KERALA,KOLLAM,ANCHAL,26,0,2,9,1,38
KERALA,KOLLAM,CHADAYAMANGALAM,0,0,0,1,0,1
KERALA,KOLLAM,CHAVARA,7,0,0,0,0,7
KERALA,KOLLAM,CHITTUMALA,5,2,4,0,0,11
KERALA,KOLLAM,ITHIKKARA,14,0,1,1,4,20
KERALA,KOLLAM,KARUNAGAPPALLY,8,0,0,0,0,8
KERALA,KOLLAM,KOTTARAKKARA,46,0,0,0,0,46
KERALA,KOLLAM,MUKHATHALA,28,0,0,0,0,28
KERALA,KOLLAM,OCHIRA,4,0,0,0,1,5
KERALA,KOLLAM,PATHANAPURAM,8,0,2,66,1,77
KERALA,KOLLAM,PUNALUR,2,0,0,25,0,27
KERALA,KOLLAM,SASTHAMCOTTA,5,3,3,1,5,17
KERALA,KOLLAM,VETTIKKAVALA,0,14,1,0,39,54
KERALA,KOTTAYAM,ERATTUPETTAH,13,0,0,1,69,83
KERALA,KOTTAYAM,ETTUMANOOR,98,0,0,0,0,98
KERALA,KOTTAYAM,KADUTHURUTHY,91,0,0,0,3,94
KERALA,KOTTAYAM,KANJIRAPPALY,1,0,0,0,0,1
KERALA,KOTTAYAM,LALAM,0,3,6,4,8,21
KERALA,KOTTAYAM,MADAPPALLY,0,1,2,0,4,7
KERALA,KOTTAYAM,PALA,1,0,0,0,0,1
KERALA,KOTTAYAM,PALLAM,0,0,0,5,73,78
KERALA,KOTTAYAM,PAMPADY,7,0,0,0,0,7
KERALA,KOTTAYAM,UZHAVOOR,52,0,0,0,0,52
KERALA,KOTTAYAM,VAIKOM,2,0,0,8,49,59
KERALA,KOTTAYAM,VAIKOM-999,0,0,0,0,1,1
KERALA,KOTTAYAM,VAZHOOR,9,0,0,0,0,9
KERALA,KOZHIKODE,BALUSSERY,19,1,0,0,4,24
KERALA,KOZHIKODE,CHELANNUR,19,0,0,0,5,24
KERALA,KOZHIKODE,KODUVALLY,9,0,0,1,39,49
KERALA,KOZHIKODE,KOZHIKKODE,8,0,0,0,0,8
KERALA,KOZHIKODE,KUNNAMANGALAM,106,4,0,0,36,146
KERALA,KOZHIKODE,KUNNUMEL,16,0,0,0,4,20
KERALA,KOZHIKODE,MELADI,1,0,0,0,1,2
KERALA,KOZHIKODE,PANTHALAYANI,4,0,0,0,0,4
KERALA,KOZHIKODE,PERAMBRA,9,0,0,2,0,11
KERALA,KOZHIKODE,THODANNUR,12,0,0,0,1,13
KERALA,KOZHIKODE,THUNERI,18,0,0,0,2,20
KERALA,KOZHIKODE,VADAKARA,3,0,0,0,0,3
KERALA,KOZHIKODE,VADAKARA-999,0,0,0,0,0,0
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,43,0,0,1,0,44
KERALA,MALAPPURAM,AREACODE,30,31,11,1,3,76
KERALA,MALAPPURAM,KONDOTTY,37,13,0,4,0,54
KERALA,MALAPPURAM,KUTTIPPURAM,20,0,5,0,31,56
KERALA,MALAPPURAM,MALAPPURAM,9,39,8,17,0,73
KERALA,MALAPPURAM,MALAPURAM MUNI,9,0,0,0,0,9
KERALA,MALAPPURAM,MANJERI MUNI,15,1,0,0,0,16
KERALA,MALAPPURAM,MANKADA,24,38,11,16,32,121
KERALA,MALAPPURAM,NILAMBOOR,108,1,0,8,7,124
KERALA,MALAPPURAM,PERINTHALMANNA,36,36,2,2,1,77
KERALA,MALAPPURAM,PERINTHALMANNA MUNI,0,0,0,0,15,15
KERALA,MALAPPURAM,PONNANI,8,0,0,7,3,18
KERALA,MALAPPURAM,PONNANI MUNI,14,0,0,0,0,14
KERALA,MALAPPURAM,THANUR,8,12,1,13,6,40
KERALA,MALAPPURAM,THIRUR,10,22,1,9,8,50
KERALA,MALAPPURAM,THIRURANGADI,17,0,0,0,0,17
KERALA,MALAPPURAM,VENGARA,58,0,0,0,0,58
KERALA,MALAPPURAM,WANDOOR,89,11,0,0,2,102
KERALA,PALAKKAD,ALATHUR,182,7,2,0,8,199
KERALA,PALAKKAD,ATTAPPADY,3,1,0,0,49,53
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,9,47,1,14,3,74
KERALA,PALAKKAD,CHITUR,314,48,1,13,0,376
KERALA,PALAKKAD,KOLLENGODE,164,3,0,0,40,207
KERALA,PALAKKAD,KUZHALMANNAM,17,1,2,0,13,33
KERALA,PALAKKAD,MALAMPUZHA,63,0,0,0,2,65
KERALA,PALAKKAD,MANNARKKAD,122,0,4,0,42,168
KERALA,PALAKKAD,NENMARA,249,7,6,1,2,265
KERALA,PALAKKAD,OTTAPPALAM,29,0,0,0,0,29
KERALA,PALAKKAD,OTTAPPALAM MUNI,15,0,0,0,0,15
KERALA,PALAKKAD,PALAKKAD,104,0,0,0,83,187
KERALA,PALAKKAD,PALAKKAD MUNI,6,0,0,0,0,6
KERALA,PALAKKAD,PATTAMBI,48,0,0,0,96,144
KERALA,PALAKKAD,SHORANNUR MUNI,12,0,0,0,0,12
KERALA,PALAKKAD,SREEKRISHNAPURAM,111,0,0,0,0,111
KERALA,PALAKKAD,THRITHALA,113,0,0,0,193,306
KERALA,PATHANAMTHITTA,ADOOR MUNI,7,0,0,0,0,7
KERALA,PATHANAMTHITTA,ELANTHUR,15,0,0,0,0,15
KERALA,PATHANAMTHITTA,KOIPURAM,2,0,0,1,0,3
KERALA,PATHANAMTHITTA,KONNI,49,0,0,0,0,49
KERALA,PATHANAMTHITTA,KULANADA,25,0,0,0,6,31
KERALA,PATHANAMTHITTA,MALLAPPALLY,0,2,0,4,7,13
KERALA,PATHANAMTHITTA,PANDALAM,60,0,0,0,0,60
KERALA,PATHANAMTHITTA,PARAKKODE,39,4,0,0,0,43
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,2,0,0,0,0,2
KERALA,PATHANAMTHITTA,RANNI,1,0,0,0,1,2
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,2,0,0,0,0,2
KERALA,THIRUVANANTHAPURAM,ATHIYANNOOR,88,0,0,0,0,88
KERALA,THIRUVANANTHAPURAM,ATTINGAL MUNI,0,0,0,0,4,4
KERALA,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,0,5,0,1,0,6
KERALA,THIRUVANANTHAPURAM,KAZHAKUTTOM,4,11,15,0,29,59
KERALA,THIRUVANANTHAPURAM,KILIMANOOR,23,0,0,18,126,167
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,60,0,0,0,34,94
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD MUNI,0,0,0,0,2,2
KERALA,THIRUVANANTHAPURAM,NEMOM,0,53,8,16,88,165
KERALA,THIRUVANANTHAPURAM,NEYYATTINKARA MUNI,46,0,0,1,1,48
KERALA,THIRUVANANTHAPURAM,PARASSALA,208,0,0,1,103,312
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,103,0,0,85,27,215
KERALA,THIRUVANANTHAPURAM,TVPM CORPORATION,101,2,0,3,7,113
KERALA,THIRUVANANTHAPURAM,TVPM RURAL,10,6,0,0,4,20
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,31,0,0,10,19,60
KERALA,THIRUVANANTHAPURAM,VARKALA,3,5,0,7,29,44
KERALA,THIRUVANANTHAPURAM,VARKALA MUNI,12,0,0,0,0,12
KERALA,THIRUVANANTHAPURAM,VELLANADU,0,1,0,9,192,202
KERALA,THRISSUR,ANTHIKKAD,11,0,0,0,0,11
KERALA,THRISSUR,CHALAKKUDY,0,0,0,0,44,44
KERALA,THRISSUR,CHALAKUDY MUNI,4,0,0,0,0,4
KERALA,THRISSUR,CHAVAKKAD,8,0,0,7,0,15
KERALA,THRISSUR,CHERPU,9,0,0,0,0,9
KERALA,THRISSUR,CHOWANNUR,33,0,0,0,3,36
KERALA,THRISSUR,IRINJALAKKUDA,8,0,1,0,0,9
KERALA,THRISSUR,IRINJALAKUDA MUNI,0,2,0,0,0,2
KERALA,THRISSUR,KODAKARA,56,0,0,5,0,61
KERALA,THRISSUR,KUNNAMKULAM MUNI,27,0,0,0,4,31
KERALA,THRISSUR,MATHILAKOM,52,0,0,0,0,52
KERALA,THRISSUR,MULLASSERY,6,0,0,0,0,6
KERALA,THRISSUR,OLLUKKARA,65,8,0,0,0,73
KERALA,THRISSUR,PAZHAYANNUR,38,0,0,0,83,121
KERALA,THRISSUR,PUZHAKKAL,47,9,2,16,14,88
KERALA,THRISSUR,THALIKULAM,29,0,0,0,0,29
KERALA,THRISSUR,THRISSUR CORPORATION,41,0,2,0,0,43
KERALA,THRISSUR,VADAKKANCHERRY,213,0,0,0,18,231
KERALA,THRISSUR,VELLANGALLUR,43,1,0,0,0,44
KERALA,WAYANAD,KALPETTA,85,4,0,2,16,107
KERALA,WAYANAD,KALPETTA MUNI,1,1,0,0,1,3
KERALA,WAYANAD,MANANTHAVADI,140,0,0,0,0,140
KERALA,WAYANAD,SULTHANBATHERI,91,13,8,3,9,124
MADHYA PRADESH,BALAGHAT,BAIHAR,640,11,0,2,21,674
MADHYA PRADESH,BALAGHAT,BALAGHAT,760,11,5,1,52,829
MADHYA PRADESH,BALAGHAT,BIRSA,50,0,5,0,0,55
MADHYA PRADESH,BALAGHAT,KATANGI,2288,9,52,13,8,2370
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,196,9,3,1,3,212
MADHYA PRADESH,BALAGHAT,KIRNAPUR,85,3,1,1,8,98
MADHYA PRADESH,BALAGHAT,LALBURRA,550,1,0,39,2,592
MADHYA PRADESH,BALAGHAT,LANJI,1676,0,0,0,0,1676
MADHYA PRADESH,BALAGHAT,PARASWADA,162,8,38,1,13,222
MADHYA PRADESH,BALAGHAT,WARASEONI,199,20,4,0,31,254
MADHYA PRADESH,BARWANI,NIWALI,0,0,0,19,0,19
MADHYA PRADESH,BARWANI,PANSEMAL,0,0,0,37,0,37
MADHYA PRADESH,BARWANI,PATI,0,73,0,69,0,142
MADHYA PRADESH,BARWANI,RAJPUR,0,195,0,572,40,807
MADHYA PRADESH,BARWANI,SENDHWA,0,5,0,262,0,267
MADHYA PRADESH,BARWANI,THIKRI,0,0,0,4,0,4
MADHYA PRADESH,BETUL,AMLA,0,29,0,23,82,134
MADHYA PRADESH,BETUL,ATHNER,0,98,0,0,595,693
MADHYA PRADESH,BETUL,BETUL,0,0,0,14,343,357
MADHYA PRADESH,BETUL,BHAINSDEHI,0,149,0,42,152,343
MADHYA PRADESH,BETUL,BHIMPURA,0,23,0,160,95,278
MADHYA PRADESH,BETUL,CHICHOLI,0,0,0,3,48,51
MADHYA PRADESH,BETUL,GHODA DONGRI,0,1,0,5,787,793
MADHYA PRADESH,BETUL,MULTAI,0,65,0,22,530,617
MADHYA PRADESH,BETUL,PRABHAT PATTAN,0,0,0,0,0,0
MADHYA PRADESH,BETUL,SHAHPUR,0,1,0,2,8,11
MADHYA PRADESH,BHIND,GOHAD,0,0,0,4,0,4
MADHYA PRADESH,BHIND,LAHAR,0,0,0,0,0,0
MADHYA PRADESH,BHOPAL,BERASIA,188,111,6,39,127,471
MADHYA PRADESH,BHOPAL,FUNDA,176,1,0,0,50,227
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,246,0,0,0,129,375
MADHYA PRADESH,CHHATARPUR,BIJAWAR,434,0,0,0,221,655
MADHYA PRADESH,CHHATARPUR,BUXWAHA,0,0,0,0,2,2
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,88,0,0,7,0,95
MADHYA PRADESH,CHHATARPUR,GAURIHAR,1,0,0,0,5,6
MADHYA PRADESH,CHHATARPUR,LAUNDI,61,0,0,1,0,62
MADHYA PRADESH,CHHATARPUR,NOWGONG,14,1,0,1,0,16
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,1732,0,0,0,1,1733
MADHYA PRADESH,CHHINDWARA,BICHHUA,20,4,0,11,71,106
MADHYA PRADESH,CHHINDWARA,CHHINDWADA,40,3,0,101,7,151
MADHYA PRADESH,CHHINDWARA,MOHKHED,5,0,0,0,0,5
MADHYA PRADESH,CHHINDWARA,PARASIA,149,9,0,0,0,158
MADHYA PRADESH,CHHINDWARA,TAMIA,422,235,0,58,0,715
MADHYA PRADESH,DAMOH,BATIYAGHAR,178,0,0,0,0,178
MADHYA PRADESH,DAMOH,DAMOH,521,0,0,0,145,666
MADHYA PRADESH,DAMOH,HATTA,478,0,0,0,0,478
MADHYA PRADESH,DAMOH,JABERA,304,0,0,1,0,305
MADHYA PRADESH,DAMOH,PATERA,430,0,0,3,0,433
MADHYA PRADESH,DAMOH,TENDUKHEDA,165,2,1,0,1,169
MADHYA PRADESH,DATIA,DATIA,2,0,0,5,0,7
MADHYA PRADESH,DEWAS,BAGLEE,14,15,0,59,0,88
MADHYA PRADESH,DEWAS,DEWAS,15,24,0,66,3,108
MADHYA PRADESH,DEWAS,KANNOD,3,9,0,35,8,55
MADHYA PRADESH,DEWAS,KHATEGAON,181,29,0,78,5,293
MADHYA PRADESH,DEWAS,SONKUCH,1,0,0,6,0,7
MADHYA PRADESH,DEWAS,TONKHURD,0,0,0,1,0,1
MADHYA PRADESH,DHAR,BADNAWER,0,43,1,24,0,68
MADHYA PRADESH,DHAR,BAGH,0,0,3,76,0,79
MADHYA PRADESH,DHAR,DAHI,0,0,0,2,0,2
MADHYA PRADESH,DHAR,DHAR,0,0,0,0,0,0
MADHYA PRADESH,DHAR,DHARAMPURI,0,6,0,6,0,12
MADHYA PRADESH,DHAR,GANDHWANI,0,25,0,20,0,45
MADHYA PRADESH,DHAR,KUKSHI,0,0,0,10,0,10
MADHYA PRADESH,DHAR,MANAWAR,0,2,0,10,13,25
MADHYA PRADESH,DHAR,NALACHHA,0,0,0,1,0,1
MADHYA PRADESH,DHAR,NISARPUR,0,0,0,3,0,3
MADHYA PRADESH,DHAR,SARDARPUR,1,56,8,32,101,198
MADHYA PRADESH,DHAR,TIRLA,0,0,0,0,0,0
MADHYA PRADESH,DHAR,UMARBAN,0,3,2,143,1,149
MADHYA PRADESH,GUNA,ASHOKNAGAR,592,0,0,0,0,592
MADHYA PRADESH,GUNA,BAMORI,1103,0,1,0,1,1105
MADHYA PRADESH,GUNA,CHANCHODA,571,0,0,14,0,585
MADHYA PRADESH,GUNA,CHANDERI,1,0,0,2,0,3
MADHYA PRADESH,GUNA,EHSAGADH,510,0,0,1,0,511
MADHYA PRADESH,GUNA,GUNA,378,3,0,38,1,420
MADHYA PRADESH,GUNA,MUNGAWALI,167,0,0,0,1,168
MADHYA PRADESH,GUNA,RAGHOGARH,407,1,0,0,1,409
MADHYA PRADESH,GWALIOR,BHITARWAR,31,0,0,1,1,33
MADHYA PRADESH,GWALIOR,DABRA,27,7,0,9,9,52
MADHYA PRADESH,GWALIOR,GHATIGAWAN,39,124,0,5,103,271
MADHYA PRADESH,GWALIOR,MORAR,72,12,0,3,4,91
MADHYA PRADESH,HARDA,KHIRKIYA,24,0,0,6,0,30
MADHYA PRADESH,HARDA,TIMARNI,116,0,0,1,0,117
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,4,1,0,6,1,12
MADHYA PRADESH,HOSHANGABAD,HOSHANGABAD,46,0,0,0,0,46
MADHYA PRADESH,HOSHANGABAD,KESLA,216,0,0,0,13,229
MADHYA PRADESH,HOSHANGABAD,PIPARIYA,46,3,9,0,10,68
MADHYA PRADESH,HOSHANGABAD,SEONIMALWA,4,0,0,0,0,4
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,152,0,0,2,8,162
MADHYA PRADESH,INDORE,DEPAL PUR,0,0,0,0,0,0
MADHYA PRADESH,INDORE,MHOW,1,150,1,52,0,204
MADHYA PRADESH,INDORE,SANWER,0,22,0,0,0,22
MADHYA PRADESH,JABALPUR,BARGI,67,2,0,0,4,73
MADHYA PRADESH,JABALPUR,KUNDAM,2,0,0,0,1,3
MADHYA PRADESH,JABALPUR,MAJHOLI,116,4,0,0,5,125
MADHYA PRADESH,JABALPUR,PANAGAR,0,0,0,1,9,10
MADHYA PRADESH,JABALPUR,PATAN,0,0,0,0,1,1
MADHYA PRADESH,JABALPUR,SIHORA,304,0,0,0,1,305
MADHYA PRADESH,JHABUA,ALIRAJPUR,0,1,0,1,0,2
MADHYA PRADESH,JHABUA,BHABHARA,0,4,0,1,0,5
MADHYA PRADESH,JHABUA,JHABUA,0,0,0,1,7,8
MADHYA PRADESH,JHABUA,JOBAT,0,0,1,2,0,3
MADHYA PRADESH,JHABUA,KATTHIWADA,0,1,0,16,33,50
MADHYA PRADESH,JHABUA,MEGHNAGAR,0,0,0,4,0,4
MADHYA PRADESH,JHABUA,PETLAWAD,0,33,20,669,40,762
MADHYA PRADESH,JHABUA,RAMA,0,0,0,19,1,20
MADHYA PRADESH,JHABUA,SONDWA,0,11,0,1,14,26
MADHYA PRADESH,JHABUA,THANDLA,0,0,0,50,0,50
MADHYA PRADESH,JHABUA,UDAIGARH,0,0,0,3,4,7
MADHYA PRADESH,KATNI,BADWARA,504,1,0,0,0,505
MADHYA PRADESH,KATNI,BAHORIBAND,314,470,2,0,0,786
MADHYA PRADESH,KATNI,DHIMAR KHERA,767,23,0,15,4,809
MADHYA PRADESH,KATNI,KATNI,241,1,0,3,7,252
MADHYA PRADESH,KATNI,RITHI,67,0,0,20,0,87
MADHYA PRADESH,KATNI,VIJAYRAGHAVGARH,239,34,0,0,1,274
MADHYA PRADESH,KHANDWA,BURHANPUR,20,0,0,19,0,39
MADHYA PRADESH,KHANDWA,CHHEGAON MAKHAN,1,0,0,3,0,4
MADHYA PRADESH,KHANDWA,HARSOOD,11,0,0,45,0,56
MADHYA PRADESH,KHANDWA,KHALWA,23,0,0,26,0,49
MADHYA PRADESH,KHANDWA,KHANDWA,2,0,0,21,0,23
MADHYA PRADESH,KHANDWA,PANDHANA,42,0,0,58,0,100
MADHYA PRADESH,KHANDWA,PUNASA,1,0,0,0,0,1
MADHYA PRADESH,KHARGONE,BARWAHA,62,32,0,169,8,271
MADHYA PRADESH,KHARGONE,BHAGWANPURA,175,2,0,64,0,241
MADHYA PRADESH,KHARGONE,BHIKANGAON,0,0,0,6,0,6
MADHYA PRADESH,KHARGONE,GOGAWA,7,36,0,0,1,44
MADHYA PRADESH,KHARGONE,KHARGONE,24,0,0,18,0,42
MADHYA PRADESH,KHARGONE,MAHESHWAR,8,0,0,32,1,41
MADHYA PRADESH,KHARGONE,SEGOAN,9,13,0,28,0,50
MADHYA PRADESH,KHARGONE,ZIRNYA,15,0,0,3,0,18
MADHYA PRADESH,MANDLA,BICHHIA,0,1,0,0,14,15
MADHYA PRADESH,MANDLA,BIJADANDI,0,2,0,0,3,5
MADHYA PRADESH,MANDLA,GHUGHRI,0,0,0,0,6,6
MADHYA PRADESH,MANDLA,MANDLA,0,1,0,0,10,11
MADHYA PRADESH,MANDLA,MOHGAON,0,10,0,2,9,21
MADHYA PRADESH,MANDLA,NAINPUR,0,6,0,0,5,11
MADHYA PRADESH,MANDLA,NARAYANGANJ,0,0,2,0,3,5
MADHYA PRADESH,MANDLA,NIVAS,0,0,0,3,1,4
MADHYA PRADESH,MANDSAUR,GAROTH,0,0,0,0,0,0
MADHYA PRADESH,MANDSAUR,MALHARGAR,0,0,0,44,0,44
MADHYA PRADESH,MANDSAUR,MANDSAUR,0,0,0,0,0,0
MADHYA PRADESH,MANDSAUR,SITAMAU,0,0,0,1,0,1
MADHYA PRADESH,MORENA,MORENA,7,86,27,1,5,126
MADHYA PRADESH,NARSINGHPUR,CHAVARPATHA,113,120,0,2,94,329
MADHYA PRADESH,NARSINGHPUR,GOTEGAON,236,0,0,0,9,245
MADHYA PRADESH,NARSINGHPUR,KARELI,155,0,0,0,0,155
MADHYA PRADESH,NARSINGHPUR,NARSINGHPUR,52,6,0,0,8,66
MADHYA PRADESH,NARSINGHPUR,SAIKHEDA,4,12,0,0,0,16
MADHYA PRADESH,NEEMUCH,JAWAD,1,4,9,9,0,23
MADHYA PRADESH,NEEMUCH,MANASA,0,3,0,12,0,15
MADHYA PRADESH,NEEMUCH,NEEMUCH,0,0,0,0,0,0
MADHYA PRADESH,PANNA,AJAYGARH,371,0,0,0,0,371
MADHYA PRADESH,PANNA,GUNOUR,107,0,0,2,0,109
MADHYA PRADESH,PANNA,PANNA,2156,0,5,0,0,2161
MADHYA PRADESH,PANNA,PAWAI,291,0,0,14,0,305
MADHYA PRADESH,PANNA,SHAHNAGAR,599,0,4,94,0,697
MADHYA PRADESH,RAISEN,ABDULLA GANJ,2,0,0,1,0,3
MADHYA PRADESH,RAISEN,SANCHI,0,0,0,1,1,2
MADHYA PRADESH,RAISEN,UDAYPURA,0,0,0,0,1,1
MADHYA PRADESH,RAJGARH,BIAORA,249,0,0,268,0,517
MADHYA PRADESH,RAJGARH,NARSINGARH,92,0,0,199,0,291
MADHYA PRADESH,RAJGARH,RAJGARH,0,53,1,119,0,173
MADHYA PRADESH,RAJGARH,ZEERAPUR],0,36,0,19,0,55
MADHYA PRADESH,RATLAM,ALOT,0,1,0,3,1,5
MADHYA PRADESH,RATLAM,BAJNA,0,37,0,99,0,136
MADHYA PRADESH,RATLAM,JAORA,0,0,0,6,3,9
MADHYA PRADESH,RATLAM,PIPLODA,0,0,0,796,3,799
MADHYA PRADESH,RATLAM,RATLAM,0,347,0,76,0,423
MADHYA PRADESH,RATLAM,SAILANA,0,7,0,43,3,53
MADHYA PRADESH,REWA,GANGEO,14,0,0,13,61,88
MADHYA PRADESH,REWA,HANUMANA,64,0,0,0,8,72
MADHYA PRADESH,REWA,MAUGANJ,11,0,2,1,11,25
MADHYA PRADESH,REWA,NAIGARHI,0,2,0,0,97,99
MADHYA PRADESH,REWA,RAIPUR KARCULIYAN,0,17,0,0,0,17
MADHYA PRADESH,REWA,REWA,0,0,0,0,7,7
MADHYA PRADESH,REWA,SIRMOUR,4,0,0,12,11,27
MADHYA PRADESH,REWA,TEONTHER,0,0,0,0,34,34
MADHYA PRADESH,SAGAR,BANDA,52,0,0,0,0,52
MADHYA PRADESH,SAGAR,BINA,87,0,0,0,0,87
MADHYA PRADESH,SAGAR,DEORI,159,0,0,0,0,159
MADHYA PRADESH,SAGAR,KESLI,10,0,0,0,0,10
MADHYA PRADESH,SAGAR,KHURAI,143,0,0,0,3,146
MADHYA PRADESH,SAGAR,MALTHONE,185,0,0,0,1,186
MADHYA PRADESH,SAGAR,RAHATGARH,182,0,0,0,0,182
MADHYA PRADESH,SAGAR,REHLI,21,0,0,0,0,21
MADHYA PRADESH,SAGAR,SAGAR,197,0,0,0,0,197
MADHYA PRADESH,SAGAR,SHAHGARH,615,0,0,0,11,626
MADHYA PRADESH,SATNA,AMARPATAN,21,14,4,7,1,47
MADHYA PRADESH,SATNA,MAIHAR,6,29,1,19,29,84
MADHYA PRADESH,SATNA,MAJHAGAWAN,1,2,0,3,0,6
MADHYA PRADESH,SATNA,NAGOD,12,0,0,3,0,15
MADHYA PRADESH,SATNA,RAMNAGER,14,3,0,13,0,30
MADHYA PRADESH,SATNA,RAMPUR BAGHELAN,0,1,0,0,0,1
MADHYA PRADESH,SATNA,UCHEHARA,5,0,0,4,0,9
MADHYA PRADESH,SEHORE,ASHTA,1,0,0,42,0,43
MADHYA PRADESH,SEHORE,BUDHNI,20,0,0,46,0,66
MADHYA PRADESH,SEHORE,ICHAWAR,0,7,0,18,0,25
MADHYA PRADESH,SEHORE,NASRULLAGANJ,45,17,0,0,0,62
MADHYA PRADESH,SEHORE,SEHORE,3,0,0,0,0,3
MADHYA PRADESH,SEONI,BARGHAT,252,19,8,25,12,316
MADHYA PRADESH,SEONI,CHHAPARA,14,2,1,2,0,19
MADHYA PRADESH,SEONI,DHANORA,104,0,0,0,1,105
MADHYA PRADESH,SEONI,GHANSOR,11,0,0,0,0,11
MADHYA PRADESH,SEONI,KURAI,30,47,30,13,15,135
