-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.15.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.15.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical break down,Constraints in utilisation - Less water discharge,Constraints in utilisation - Other reason,Total
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,275,0,0,485,32,792
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,1,0,0,0,0,1
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,56,27,0,164,11,258
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,29,0,0,0,0,29
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,15,0,0,19,36,70
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,11,0,0,0,17,28
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,649,5,0,630,0,1284
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,12,0,0,54,0,66
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,522,21,2,303,1,849
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,358,0,0,332,16,706
ANDHRA PRADESH,KARIMNAGAR,KORATLA,92,2,0,12,1,107
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,238,0,0,61,1,300
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,27,0,9,22,6,64
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,60,0,0,3,0,63
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,33,0,0,1,0,34
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,86,0,14,170,3,273
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,53,2,0,243,1,299
ANDHRA PRADESH,KARIMNAGAR,METPALLE,233,90,5,147,153,628
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,391,0,0,235,11,637
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,12,0,9,37,17,75
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,3,0,0,0,0,3
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,3,0,0,13,0,16
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,5,0,0,73,1,79
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,1620,0,0,524,6,2150
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,13,0,0,117,0,130
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,140,0,0,402,22,564
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,3076,1,0,282,12,3371
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,19,2,0,66,0,87
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,137,0,0,17,0,154
ANDHRA PRADESH,KHAMMAM,BAYYARAM,18,0,0,13,0,31
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,26,0,0,1,0,27
ANDHRA PRADESH,KHAMMAM,BONAKAL,22,0,0,0,0,22
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,10,0,0,27,0,37
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,51,0,0,0,0,51
ANDHRA PRADESH,KHAMMAM,CHERLA,66,0,0,126,0,192
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,413,22,0,188,0,623
ANDHRA PRADESH,KHAMMAM,ENKURU,146,3,0,100,0,249
ANDHRA PRADESH,KHAMMAM,JULURPAD,68,0,0,9,0,77
ANDHRA PRADESH,KHAMMAM,KALLURU,15,0,0,2,0,17
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,83,0,0,1,0,84
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,36,0,0,5,0,41
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,34,0,0,31,0,65
ANDHRA PRADESH,KHAMMAM,KONIJERLA,6,0,0,0,0,6
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,126,7,0,21,0,154
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,7,0,0,43,0,50
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,664,0,0,189,0,853
ANDHRA PRADESH,KHAMMAM,MADHIRA,138,9,0,85,0,232
ANDHRA PRADESH,KHAMMAM,MANUGURU,26,0,0,126,0,152
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,127,0,0,51,0,178
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,6,0,0,37,0,43
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,42,0,0,8,0,50
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,162,0,0,65,0,227
ANDHRA PRADESH,KHAMMAM,PENUBALLI,252,0,0,129,0,381
ANDHRA PRADESH,KHAMMAM,PINAPAKA,720,0,0,155,0,875
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,231,2,0,105,0,338
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,4,7,0,2,0,13
ANDHRA PRADESH,KHAMMAM,THALLADA,8,0,0,13,0,21
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,121,0,0,411,0,532
ANDHRA PRADESH,KHAMMAM,VEMSOOR,30,4,0,797,0,831
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,1,0,0,68,0,69
ANDHRA PRADESH,KHAMMAM,WAZEED,78,0,0,70,0,148
ANDHRA PRADESH,KHAMMAM,WYRA,24,0,0,8,0,32
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,370,0,0,78,0,448
ANDHRA PRADESH,KRISHNA,A KONDURU,1,0,0,1,0,2
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,26,0,1,1,0,28
ANDHRA PRADESH,KRISHNA,AVANIGADDA,258,3,2,5,1,269
ANDHRA PRADESH,KRISHNA,BAPULAPADU,5,5,1,4,0,15
ANDHRA PRADESH,KRISHNA,CHALLAPALLI,459,15,12,17,1,504
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,179,1,2,0,2,184
ANDHRA PRADESH,KRISHNA,CHATRAI,70,0,4,57,1,132
ANDHRA PRADESH,KRISHNA,G KONDURU,374,1,1,3,0,379
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,52,18,10,24,1,105
ANDHRA PRADESH,KRISHNA,GANNAVARAM,19,3,1,72,3,98
ANDHRA PRADESH,KRISHNA,GHANTASALA,320,8,5,5,4,342
ANDHRA PRADESH,KRISHNA,GUDIVADA,5,1,0,0,1,7
ANDHRA PRADESH,KRISHNA,GUDLAVALLERU,35,0,0,0,0,35
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,364,30,2,181,12,589
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,296,2,0,7,2,307
ANDHRA PRADESH,KRISHNA,KANKIPADU,1529,4,2,6,3,1544
ANDHRA PRADESH,KRISHNA,KODURU,46,25,2,12,0,85
ANDHRA PRADESH,KRISHNA,MOPIDEVI,753,3,1,2,1,760
ANDHRA PRADESH,KRISHNA,MOVVA,271,6,2,2,0,281
ANDHRA PRADESH,KRISHNA,MUSUNURU,72,0,0,0,0,72
ANDHRA PRADESH,KRISHNA,MYLAVARAM,30,7,3,7,1,48
ANDHRA PRADESH,KRISHNA,NANDIGAMA,245,3,0,17,1,266
ANDHRA PRADESH,KRISHNA,PAMARRU,215,3,1,2,26,247
ANDHRA PRADESH,KRISHNA,PAMIDIMUKKALA,652,11,47,50,7,767
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,33,0,0,1,15,49
ANDHRA PRADESH,KRISHNA,PENAMALURU,968,70,39,69,256,1402
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,158,1,0,6,0,165
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,31,0,0,1,1,33
ANDHRA PRADESH,KRISHNA,THOTLAVALLURU,1486,162,80,290,213,2231
ANDHRA PRADESH,KRISHNA,TIRUVURU,45,0,1,5,9,60
ANDHRA PRADESH,KRISHNA,UNGUTURU,397,3,0,2,2,404
ANDHRA PRADESH,KRISHNA,VATSAVAI,8,0,0,0,1,9
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,57,2,0,0,4,63
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,596,2,1,8,2,609
ANDHRA PRADESH,KRISHNA,VISSANNAPET,41,19,3,88,4,155
ANDHRA PRADESH,KRISHNA,VUYYURU,1215,25,8,26,18,1292
ANDHRA PRADESH,KURNOOL,ADONI,424,0,0,297,0,721
ANDHRA PRADESH,KURNOOL,ALLAGADDA,118,0,0,76,0,194
ANDHRA PRADESH,KURNOOL,ALUR,423,0,0,8,0,431
ANDHRA PRADESH,KURNOOL,ASPARI,200,4,0,86,3,293
ANDHRA PRADESH,KURNOOL,ATMAKUR,32,0,0,3,0,35
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,506,0,2,738,0,1246
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,304,2,0,110,0,416
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,1049,0,1,2,0,1052
ANDHRA PRADESH,KURNOOL,C.BELAGAL,1,0,0,7,0,8
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,1,0,0,0,0,1
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,15,0,0,73,0,88
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,415,98,0,6,1,520
ANDHRA PRADESH,KURNOOL,DHONE,280,0,0,92,21,393
ANDHRA PRADESH,KURNOOL,GADIVEMULA,462,1,0,39,0,502
ANDHRA PRADESH,KURNOOL,GONEGANDLA,186,0,0,119,0,305
ANDHRA PRADESH,KURNOOL,GOSPADU,44,0,0,42,0,86
ANDHRA PRADESH,KURNOOL,GUDUR,25,5,0,11,0,41
ANDHRA PRADESH,KURNOOL,HALAHARVI,28,0,13,0,0,41
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,222,3,0,29,3,257
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,25,0,0,87,1,113
ANDHRA PRADESH,KURNOOL,KALLUR,740,0,0,49,0,789
ANDHRA PRADESH,KURNOOL,KODUMUR,426,72,0,0,0,498
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,60,0,0,35,0,95
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,241,21,1,60,86,409
ANDHRA PRADESH,KURNOOL,KOSIGI,65,0,0,0,0,65
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,40,0,0,2,0,42
ANDHRA PRADESH,KURNOOL,KOWTHALAM,303,0,1,67,0,371
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,144,46,0,171,0,361
ANDHRA PRADESH,KURNOOL,KURNOOL,260,6,0,21,1,288
ANDHRA PRADESH,KURNOOL,MADDIKERA EAST,61,0,0,0,0,61
ANDHRA PRADESH,KURNOOL,MAHANANDI,518,0,0,49,0,567
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,50,0,0,3,0,53
ANDHRA PRADESH,KURNOOL,MIDTHUR,97,0,0,102,12,211
ANDHRA PRADESH,KURNOOL,NANDAVARAM,15,1,0,31,0,47
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,57,4,0,58,1,120
ANDHRA PRADESH,KURNOOL,NANDYAL,163,0,0,0,0,163
ANDHRA PRADESH,KURNOOL,ORVAKAL,525,0,0,156,0,681
ANDHRA PRADESH,KURNOOL,OWK,138,38,3,204,2,385
ANDHRA PRADESH,KURNOOL,PAGIDYALA,0,0,0,12,0,12
ANDHRA PRADESH,KURNOOL,PAMULAPADU,8,0,0,1,0,9
ANDHRA PRADESH,KURNOOL,PANYAM,725,0,0,3,0,728
ANDHRA PRADESH,KURNOOL,PATTIKANDA,173,8,0,29,0,210
ANDHRA PRADESH,KURNOOL,PEAPALLY,273,2,0,399,28,702
ANDHRA PRADESH,KURNOOL,PEDDA KADUBUR,153,0,0,41,4,198
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,100,37,0,152,0,289
ANDHRA PRADESH,KURNOOL,SANJAMALA,355,13,0,41,0,409
ANDHRA PRADESH,KURNOOL,SIRVEL,219,0,0,66,0,285
ANDHRA PRADESH,KURNOOL,TUGGALI,106,4,0,42,2,154
ANDHRA PRADESH,KURNOOL,UYYALAWADA,39,0,3,21,0,63
ANDHRA PRADESH,KURNOOL,VELDURTHI,95,0,19,132,0,246
ANDHRA PRADESH,KURNOOL,VELGODU,0,11,0,0,0,11
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,252,0,0,25,0,277
ANDHRA PRADESH,MAHABOOBNAGAR,ACHAMPETA,770,146,0,84,0,1000
ANDHRA PRADESH,MAHABOOBNAGAR,ADDAKAL,396,983,0,37,0,1416
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,350,325,0,0,0,675
ANDHRA PRADESH,MAHABOOBNAGAR,ALAMPUR,159,33,0,0,0,192
ANDHRA PRADESH,MAHABOOBNAGAR,AMANGAL,836,0,0,896,0,1732
ANDHRA PRADESH,MAHABOOBNAGAR,AMRABAD,330,16,0,9,0,355
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,68,135,0,0,0,203
ANDHRA PRADESH,MAHABOOBNAGAR,BALANAGAR,319,2676,0,0,0,2995
ANDHRA PRADESH,MAHABOOBNAGAR,BALMOOR,414,733,0,1,0,1148
ANDHRA PRADESH,MAHABOOBNAGAR,BHOOTHPUR,260,1103,0,2,0,1365
ANDHRA PRADESH,MAHABOOBNAGAR,BIJINAPALLE,933,0,0,418,0,1351
ANDHRA PRADESH,MAHABOOBNAGAR,BOMRASPETA,470,855,0,0,0,1325
ANDHRA PRADESH,MAHABOOBNAGAR,CHINNA CHINTA KUNTA,263,718,0,0,0,981
ANDHRA PRADESH,MAHABOOBNAGAR,DAMARAGIDDA,518,793,0,0,0,1311
ANDHRA PRADESH,MAHABOOBNAGAR,DHANWADA,438,324,0,0,0,762
ANDHRA PRADESH,MAHABOOBNAGAR,DHARUR,177,0,1,553,0,731
ANDHRA PRADESH,MAHABOOBNAGAR,DOULATABAD,392,780,0,0,0,1172
ANDHRA PRADESH,MAHABOOBNAGAR,FAROOQNAGAR,3706,0,0,112,0,3818
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,288,20,0,73,0,381
ANDHRA PRADESH,MAHABOOBNAGAR,GHANPUR,558,691,0,0,0,1249
ANDHRA PRADESH,MAHABOOBNAGAR,GHATTU,292,624,0,2,0,918
ANDHRA PRADESH,MAHABOOBNAGAR,GOPALPETA,436,0,0,1392,0,1828
ANDHRA PRADESH,MAHABOOBNAGAR,HANWADA,397,805,0,0,0,1202
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,239,73,0,0,0,312
ANDHRA PRADESH,MAHABOOBNAGAR,JADCHERLA,488,1968,0,17,0,2473
ANDHRA PRADESH,MAHABOOBNAGAR,KALWAKURTHY,699,0,0,1724,0,2423
ANDHRA PRADESH,MAHABOOBNAGAR,KESHAMPETA,757,0,0,1412,0,2169
ANDHRA PRADESH,MAHABOOBNAGAR,KODAIR,225,529,0,0,0,754
ANDHRA PRADESH,MAHABOOBNAGAR,KODANGAL,223,293,0,1,0,517
ANDHRA PRADESH,MAHABOOBNAGAR,KOILKONDA,273,1343,0,30,0,1646
ANDHRA PRADESH,MAHABOOBNAGAR,KOLLAPUR,24,0,0,36,0,60
ANDHRA PRADESH,MAHABOOBNAGAR,KOSGI,1295,1267,0,0,0,2562
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHAKOTA,366,323,0,3,0,692
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHUR,507,109,1,1546,0,2163
ANDHRA PRADESH,MAHABOOBNAGAR,MADDUR,692,1047,0,1,0,1740
ANDHRA PRADESH,MAHABOOBNAGAR,MADGUL,1330,592,0,0,0,1922
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,367,183,0,0,0,550
ANDHRA PRADESH,MAHABOOBNAGAR,MAHBUBNAGAR,83,1459,0,0,0,1542
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,522,0,3,272,0,797
ANDHRA PRADESH,MAHABOOBNAGAR,MALDAKAL,220,1043,0,0,0,1263
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,145,37,0,0,0,182
ANDHRA PRADESH,MAHABOOBNAGAR,MIDJIL,865,2268,0,82,0,3215
ANDHRA PRADESH,MAHABOOBNAGAR,NAGAR KURNOOL,46,1200,0,0,0,1246
ANDHRA PRADESH,MAHABOOBNAGAR,NARAYANPET,881,519,0,1,0,1401
ANDHRA PRADESH,MAHABOOBNAGAR,NARVA,634,269,0,0,0,903
ANDHRA PRADESH,MAHABOOBNAGAR,NAWABPET,1057,761,0,0,0,1818
ANDHRA PRADESH,MAHABOOBNAGAR,PANGAL,421,295,0,0,0,716
ANDHRA PRADESH,MAHABOOBNAGAR,PEBBAIR,116,33,0,0,0,149
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAKOTHAPALLE,233,264,0,2,0,499
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAMANDADI,175,778,0,1,0,954
ANDHRA PRADESH,MAHABOOBNAGAR,TADOOR,394,1283,0,110,0,1787
ANDHRA PRADESH,MAHABOOBNAGAR,TALAKONDAPALLE,669,2277,0,1,0,2947
ANDHRA PRADESH,MAHABOOBNAGAR,TELKAPALLE,16,0,0,1304,0,1320
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,705,393,0,59,0,1157
ANDHRA PRADESH,MAHABOOBNAGAR,VANGOOR,215,1265,0,0,0,1480
ANDHRA PRADESH,MAHABOOBNAGAR,VEEPANGANDLA,167,64,0,100,0,331
ANDHRA PRADESH,MAHABOOBNAGAR,VELDANDA,1186,272,0,0,0,1458
ANDHRA PRADESH,MAHABOOBNAGAR,WADDEPALLE,132,20,0,0,0,152
ANDHRA PRADESH,MAHABOOBNAGAR,WANAPARTHY,479,659,0,0,0,1138
ANDHRA PRADESH,MEDAK,ALLADURG,488,0,0,521,0,1009
ANDHRA PRADESH,MEDAK,ANDOLE,1630,0,0,11,0,1641
ANDHRA PRADESH,MEDAK,CHEGUNTA,1656,0,0,1653,0,3309
ANDHRA PRADESH,MEDAK,CHINNA KODUR,46,0,0,1299,0,1345
ANDHRA PRADESH,MEDAK,DOULTABAD,787,68,0,2659,0,3514
ANDHRA PRADESH,MEDAK,DUBBAK,208,223,1,3834,0,4266
ANDHRA PRADESH,MEDAK,GAJWEL,1112,0,0,1604,0,2716
ANDHRA PRADESH,MEDAK,HATHNOORA,1708,0,0,381,0,2089
ANDHRA PRADESH,MEDAK,JAGDEVPUR,715,0,0,1329,0,2044
ANDHRA PRADESH,MEDAK,JHARASANGAM,8,41,1,223,0,273
ANDHRA PRADESH,MEDAK,JINNARAM,1216,0,5,769,1,1991
ANDHRA PRADESH,MEDAK,KALHER,1970,0,0,20,0,1990
ANDHRA PRADESH,MEDAK,KANGTI,390,0,0,0,0,390
ANDHRA PRADESH,MEDAK,KOHIR,13,0,0,20,0,33
ANDHRA PRADESH,MEDAK,KONDAPAK,728,224,0,2838,2,3792
ANDHRA PRADESH,MEDAK,KONDAPUR,604,116,15,412,0,1147
ANDHRA PRADESH,MEDAK,KOWDIPALLE,2254,0,0,1000,0,3254
ANDHRA PRADESH,MEDAK,KULCHARAM,1035,0,0,1101,0,2136
ANDHRA PRADESH,MEDAK,MANOOR,310,0,0,49,0,359
ANDHRA PRADESH,MEDAK,MEDAK,1356,0,0,2681,0,4037
ANDHRA PRADESH,MEDAK,MIRDODDI,3514,0,0,870,0,4384
ANDHRA PRADESH,MEDAK,MULUG,1183,0,0,1559,0,2742
ANDHRA PRADESH,MEDAK,MUNPALLE,365,0,0,58,0,423
ANDHRA PRADESH,MEDAK,NANGANUR,146,25,45,1074,0,1290
ANDHRA PRADESH,MEDAK,NARAYANKHED,906,0,0,140,0,1046
ANDHRA PRADESH,MEDAK,NARSAPUR,2227,3,0,381,0,2611
ANDHRA PRADESH,MEDAK,NYALKAL,449,0,0,21,0,470
ANDHRA PRADESH,MEDAK,PAPANNAPET,1239,0,0,332,0,1571
ANDHRA PRADESH,MEDAK,PATANCHERU,1341,0,0,85,0,1426
ANDHRA PRADESH,MEDAK,PULKAL,968,0,0,827,0,1795
ANDHRA PRADESH,MEDAK,RAIKODE,125,0,0,27,0,152
ANDHRA PRADESH,MEDAK,RAMACHANDRAPURAM,152,448,0,43,0,643
ANDHRA PRADESH,MEDAK,RAMAYAMPET,3012,0,0,1514,0,4526
ANDHRA PRADESH,MEDAK,REGODE,158,0,0,305,0,463
ANDHRA PRADESH,MEDAK,SADASIVPET,1203,0,0,87,0,1290
ANDHRA PRADESH,MEDAK,SANGAREDDY,327,0,0,1337,0,1664
ANDHRA PRADESH,MEDAK,SHANKARAMPET (A),612,0,0,96,0,708
ANDHRA PRADESH,MEDAK,SHANKARAMPET (R),1800,0,0,508,0,2308
ANDHRA PRADESH,MEDAK,SHIVAMPET,2709,0,0,522,0,3231
ANDHRA PRADESH,MEDAK,SIDDIPET,196,112,0,1861,0,2169
ANDHRA PRADESH,MEDAK,TEKMAL,1196,0,0,17,0,1213
ANDHRA PRADESH,MEDAK,TUPRAN,840,0,0,2493,0,3333
ANDHRA PRADESH,MEDAK,WARGAL,2189,0,0,606,0,2795
ANDHRA PRADESH,MEDAK,YELDURTHY,1344,0,0,936,0,2280
ANDHRA PRADESH,MEDAK,ZAHIRABAD,91,0,0,623,0,714
ANDHRA PRADESH,NALGONDA,ALAIR,65,0,0,520,0,585
ANDHRA PRADESH,NALGONDA,ANUMULA,14,0,0,467,0,481
ANDHRA PRADESH,NALGONDA,ATMAKUR  (S),175,149,0,354,0,678
ANDHRA PRADESH,NALGONDA,ATMAKUR (M),372,2,0,956,30,1360
ANDHRA PRADESH,NALGONDA,BHUVANAGIRI,676,0,0,2502,0,3178
ANDHRA PRADESH,NALGONDA,BIBINAGAR,421,0,0,657,0,1078
ANDHRA PRADESH,NALGONDA,BOMMALARAMARAM,460,0,0,482,0,942
ANDHRA PRADESH,NALGONDA,CHANDAM PET,277,0,0,492,0,769
ANDHRA PRADESH,NALGONDA,CHANDUR,513,5,0,699,0,1217
ANDHRA PRADESH,NALGONDA,CHILKUR,5,7,0,0,0,12
ANDHRA PRADESH,NALGONDA,CHINTHA PALLE,99,293,0,347,9,748
ANDHRA PRADESH,NALGONDA,CHITYALA,359,1581,0,190,0,2130
ANDHRA PRADESH,NALGONDA,CHIVVEMLA,133,23,0,225,0,381
ANDHRA PRADESH,NALGONDA,CHOUTUPPAL,269,0,0,912,0,1181
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,227,58,0,135,0,420
ANDHRA PRADESH,NALGONDA,DEVARAKONDA,27,0,0,1396,0,1423
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,23,14,0,29,0,66
ANDHRA PRADESH,NALGONDA,GUNDALA,446,704,0,481,0,1631
ANDHRA PRADESH,NALGONDA,GUNDLA PALLE,81,0,0,732,0,813
ANDHRA PRADESH,NALGONDA,GURRAMPODE,765,0,0,674,0,1439
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,6,0,0,0,19,25
ANDHRA PRADESH,NALGONDA,JAJI REDDI GUDEM,1427,1,0,178,0,1606
ANDHRA PRADESH,NALGONDA,KANGAL,762,0,0,14,1174,1950
ANDHRA PRADESH,NALGONDA,KATTANGOOR,178,0,0,299,1,478
ANDHRA PRADESH,NALGONDA,KETHEPALLE,197,0,0,16,0,213
ANDHRA PRADESH,NALGONDA,KODAD,107,39,0,4,25,175
ANDHRA PRADESH,NALGONDA,M TURKAPALLE,853,57,1,799,0,1710
ANDHRA PRADESH,NALGONDA,MARRI GUDA,613,10,2,166,1,792
ANDHRA PRADESH,NALGONDA,MATTAMPALLE,132,89,0,1,0,222
ANDHRA PRADESH,NALGONDA,MELLACHERVU,426,0,0,45,0,471
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,210,0,0,64,8,282
ANDHRA PRADESH,NALGONDA,MOTHEY,41,0,0,1227,0,1268
ANDHRA PRADESH,NALGONDA,MOTHKUR,759,253,0,277,85,1374
ANDHRA PRADESH,NALGONDA,MUNAGALA,40,0,0,92,0,132
ANDHRA PRADESH,NALGONDA,MUNUGODE,568,19,2,630,3,1222
ANDHRA PRADESH,NALGONDA,NADIGUDEM,143,0,0,118,0,261
ANDHRA PRADESH,NALGONDA,NAKREKAL,32,0,0,290,0,322
ANDHRA PRADESH,NALGONDA,NALGONDA,842,0,0,1306,0,2148
ANDHRA PRADESH,NALGONDA,NAMPALLE,34,0,0,1437,0,1471
ANDHRA PRADESH,NALGONDA,NARAYANAPUR,1161,0,0,550,0,1711
ANDHRA PRADESH,NALGONDA,NARKETPALLE,98,767,0,103,0,968
ANDHRA PRADESH,NALGONDA,NERED CHERLA,3,0,0,0,0,3
ANDHRA PRADESH,NALGONDA,NIDAMANUR,497,0,0,63,0,560
ANDHRA PRADESH,NALGONDA,NUTHANKAL,72,163,0,162,0,397
ANDHRA PRADESH,NALGONDA,PEDDA ADISERLAPALLE,272,0,0,1245,0,1517
ANDHRA PRADESH,NALGONDA,PEDDAVURA,300,0,0,336,0,636
ANDHRA PRADESH,NALGONDA,PENPAHAD,314,3,0,211,0,528
ANDHRA PRADESH,NALGONDA,POCHAMPALLE,1097,73,0,126,7,1303
ANDHRA PRADESH,NALGONDA,RAJAPET,305,3,0,509,0,817
ANDHRA PRADESH,NALGONDA,RAMANNAPETA,386,223,4,403,1,1017
ANDHRA PRADESH,NALGONDA,SALIGOURARAM,0,0,0,176,0,176
ANDHRA PRADESH,NALGONDA,SURYAPET,95,0,0,222,0,317
ANDHRA PRADESH,NALGONDA,THIPPARTHI,194,0,0,492,0,686
ANDHRA PRADESH,NALGONDA,THIRUMALAGIRI,638,307,18,652,0,1615
ANDHRA PRADESH,NALGONDA,THRIPURARAM,471,0,0,13,0,484
ANDHRA PRADESH,NALGONDA,THUNGA THURTHI,493,0,0,473,0,966
ANDHRA PRADESH,NALGONDA,VALIGONDA,609,0,0,1179,0,1788
ANDHRA PRADESH,NALGONDA,VEMULAPALLE,714,0,0,439,0,1153
ANDHRA PRADESH,NALGONDA,YADAGIRIGUTTA,301,0,0,968,0,1269
ANDHRA PRADESH,NELLORE,ALLUR,60,0,0,0,3,63
ANDHRA PRADESH,NELLORE,ANANTHASAGARAM,173,31,0,143,10,357
ANDHRA PRADESH,NELLORE,ANUMASAMUDRAMPETA,0,0,0,0,0,0
ANDHRA PRADESH,NELLORE,ATMAKUR,134,4,0,406,9,553
ANDHRA PRADESH,NELLORE,BALAYAPALLE,371,0,0,2,0,373
ANDHRA PRADESH,NELLORE,BOGOLE,0,0,0,80,1,81
ANDHRA PRADESH,NELLORE,BUTCHIREDDIPALEM,1212,0,0,1,0,1213
ANDHRA PRADESH,NELLORE,CHEJERLA,463,0,0,6,5,474
ANDHRA PRADESH,NELLORE,CHILLAKUR,117,0,0,85,0,202
ANDHRA PRADESH,NELLORE,CHITTAMUR,794,0,2,512,0,1308
ANDHRA PRADESH,NELLORE,DAGADARTHI,229,0,0,124,0,353
ANDHRA PRADESH,NELLORE,DAKKILI,6,0,0,206,0,212
ANDHRA PRADESH,NELLORE,DORAVARISATRAM,9,0,35,569,2,615
ANDHRA PRADESH,NELLORE,DUTTALUR,204,0,0,197,1,402
