-----
{
 "description": "The table refers to Block wise Distribution of Dugwells according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.7.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Government Funds,Farmer's saving,Loan & Saving,Subsidy & Bank loan,Others,Total
KARNATAKA,Kolar,GOWRIBIDANUR,1003,114,5,1,407,1530
KARNATAKA,Kolar,GUDIBANDA,205,42,10,4,37,298
KARNATAKA,Kolar,KOLAR,159,42,5,4,21,231
KARNATAKA,Kolar,MALUR,341,35,22,10,69,477
KARNATAKA,Kolar,MULBAGAL,2359,229,55,8,420,3071
KARNATAKA,Kolar,SIDLAGHATTA,91,0,14,1,77,183
KARNATAKA,Kolar,SRINIVASPUR,254,33,2,1,2,292
KARNATAKA,Koppal,GANGAVATHI,34,94,6,0,0,134
KARNATAKA,Koppal,KOPPAL,215,91,5,9,81,401
KARNATAKA,Koppal,KUSHTAGI,937,25,19,11,28,1020
KARNATAKA,Koppal,YELBARGA,353,125,29,13,53,573
KARNATAKA,Mandya,KRISHNARAJPET,1026,250,12,1,45,1334
KARNATAKA,Mandya,MADDUR,685,334,92,2,119,1232
KARNATAKA,Mandya,MALAVALLI,1197,260,32,8,20,1517
KARNATAKA,Mandya,MANDYA,1284,481,24,6,113,1908
KARNATAKA,Mandya,NAGAMANGALA,450,130,9,1,407,997
KARNATAKA,Mandya,PANDAVAPURA,636,96,10,2,101,845
KARNATAKA,Mandya,SRIRANGAPATTANA,589,65,6,2,6,668
KARNATAKA,Mysore,HEGGADADEVANKOTE,192,44,36,1,9,282
KARNATAKA,Mysore,HUNSUR,233,222,399,0,2,856
KARNATAKA,Mysore,KRISHNARAJANAGARA,462,124,34,4,8,632
KARNATAKA,Mysore,MYSORE,97,98,28,0,8,231
KARNATAKA,Mysore,NANJANGUD,274,201,115,2,29,621
KARNATAKA,Mysore,PERIYAPATNA,147,34,12,1,6,200
KARNATAKA,Mysore,T.NARASIPURA,1619,100,5,2,40,1766
KARNATAKA,Raichur,DEODURGA,1730,297,54,1,89,2171
KARNATAKA,Raichur,LINGASUGUR,1513,1285,106,33,129,3066
KARNATAKA,Raichur,MANVI,626,281,13,2,1,923
KARNATAKA,Raichur,RAICHUR,2483,1130,32,1,57,3703
KARNATAKA,Raichur,SINDHANUR,69,19,3,1,17,109
KARNATAKA,Shimoga,BHADRAVATHI,455,315,54,6,35,865
KARNATAKA,Shimoga,HOSANAGARA,546,452,34,29,48,1109
KARNATAKA,Shimoga,SAGAR,1934,444,27,70,40,2515
KARNATAKA,Shimoga,SHIKARIPURA,39,8,0,0,1,48
KARNATAKA,Shimoga,SHIMOGA,199,186,18,13,5,421
KARNATAKA,Shimoga,SORAB,473,102,17,3,61,656
KARNATAKA,Shimoga,THIRTHAHALLI,953,845,30,16,49,1893
KARNATAKA,Tumkur,CHIKNAYAKANHALLI,253,135,6,2,34,430
KARNATAKA,Tumkur,GUBBI,679,251,15,3,130,1078
KARNATAKA,Tumkur,KORATAGERE,1679,116,36,4,31,1866
KARNATAKA,Tumkur,KUNIGAL,797,91,16,0,174,1078
KARNATAKA,Tumkur,MADHUGIRI,2388,501,30,16,202,3137
KARNATAKA,Tumkur,PAVAGADA,1711,108,26,31,299,2175
KARNATAKA,Tumkur,SIRA,2109,652,40,2,118,2921
KARNATAKA,Tumkur,TIPTUR,97,130,25,14,75,341
KARNATAKA,Tumkur,TUMKUR,832,212,19,23,187,1273
KARNATAKA,Tumkur,TURUVEKERE,308,133,8,0,16,465
KARNATAKA,Udupi,KARKAL,2562,1877,124,70,119,4752
KARNATAKA,Udupi,KUNDAPURA,5155,2704,204,9,455,8527
KARNATAKA,Udupi,UDUPI,9197,4974,678,39,445,15333
KARNATAKA,Uttara Kannada,ANKOLA,763,1098,53,4,6,1924
KARNATAKA,Uttara Kannada,BHATKAL,649,442,57,2,3,1153
KARNATAKA,Uttara Kannada,HALIYAL,0,1,1,0,0,2
KARNATAKA,Uttara Kannada,HONAVAR,2265,1885,263,29,30,4472
KARNATAKA,Uttara Kannada,KARWAR,2299,142,5,25,168,2639
KARNATAKA,Uttara Kannada,KUMTA,1030,2164,455,14,115,3778
KARNATAKA,Uttara Kannada,MUNDGOD,18,12,21,0,0,51
KARNATAKA,Uttara Kannada,SIDDAPUR,400,613,13,4,24,1054
KARNATAKA,Uttara Kannada,SIRSI,1085,1313,137,18,77,2630
KARNATAKA,Uttara Kannada,SUPA,10,2,0,0,0,12
KARNATAKA,Uttara Kannada,YELLAPUR,517,510,12,3,29,1071
KERALA,ALAPPUZHA,ALAPPUZHA,0,0,0,0,30,30
KERALA,ALAPPUZHA,AMBALAPUZHA,0,0,0,35,0,35
KERALA,ALAPPUZHA,ARYAD,89,18,3,21,8,139
KERALA,ALAPPUZHA,BHARANICAVU,233,7,169,673,0,1082
KERALA,ALAPPUZHA,CHEMBAKULAM,10,0,42,3,0,55
KERALA,ALAPPUZHA,CHENGANNUR,635,44,270,396,118,1463
KERALA,ALAPPUZHA,CHENGANNUR-999,84,6,0,0,0,90
KERALA,ALAPPUZHA,CHERTHALA,0,0,14,4,0,18
KERALA,ALAPPUZHA,HARIPAD,36,7,113,244,90,490
KERALA,ALAPPUZHA,KANJIKUZHY,131,0,0,46,5,182
KERALA,ALAPPUZHA,KAYAMKULAM,28,0,26,6,0,60
KERALA,ALAPPUZHA,MAVELIKARA,62,13,213,166,0,454
KERALA,ALAPPUZHA,MAVELIKKARA,16,1,0,1,0,18
KERALA,ALAPPUZHA,MUTHUKULAMD,40,5,87,36,57,225
KERALA,ALAPPUZHA,PATTANAKKAD,91,6,0,73,0,170
KERALA,ALAPPUZHA,THYCATTUSSERY,83,12,72,9,1,177
KERALA,ALAPPUZHA,VELIYANADU,6,0,15,0,2,23
KERALA,ERANAKULAM,ALANGAD,627,99,61,43,3,833
KERALA,ERANAKULAM,ALUVA,55,11,3,0,0,69
KERALA,ERANAKULAM,ANGALAMALY,916,183,1536,4,212,2851
KERALA,ERANAKULAM,ANGAMALY,228,23,3,0,4,258
KERALA,ERANAKULAM,EDAPPALY,1,0,111,40,1,153
KERALA,ERANAKULAM,KALAMASSERY,39,0,0,44,0,83
KERALA,ERANAKULAM,KOCHI CORPORATION,140,0,1,2,0,143
KERALA,ERANAKULAM,KOOVAPPADY,344,30,562,0,0,936
KERALA,ERANAKULAM,KOTHAMANGALAM,520,79,500,136,21,1256
KERALA,ERANAKULAM,KOTHAMANGALAM-999,0,0,239,15,0,254
KERALA,ERANAKULAM,MOOVATTUPUZHA,411,83,551,8,1,1054
KERALA,ERANAKULAM,MULANTHURUTHY,31,154,607,0,10,802
KERALA,ERANAKULAM,MUVATTUPUZHA,0,12,101,1,0,114
KERALA,ERANAKULAM,NORTH PARUR,0,0,86,331,1,418
KERALA,ERANAKULAM,PALLURUTHY,4,0,29,0,0,33
KERALA,ERANAKULAM,PAMPAKUDA,134,316,889,45,378,1762
KERALA,ERANAKULAM,PARAKADAVU,184,526,175,28,4,917
KERALA,ERANAKULAM,PARAVOOR,303,158,959,3,137,1560
KERALA,ERANAKULAM,PERUMBAVOOR,27,15,16,0,0,58
KERALA,ERANAKULAM,THIPPUNITHURA,13,124,215,0,22,374
KERALA,ERANAKULAM,VADAVUKODE,171,84,134,879,1,1269
KERALA,ERANAKULAM,VAZHAKULAM,1300,105,596,11,4,2016
KERALA,ERANAKULAM,VYPEEN,82,3,199,0,3,287
KERALA,ERANAKULAM,VYTILLA,8,5,0,89,0,102
KERALA,IDDUKKI,ADIMALI,155,760,7,0,0,922
KERALA,IDDUKKI,AZHUTHA,67,57,270,138,66,598
KERALA,IDDUKKI,DEVIKULAM,8,6,41,303,17,375
KERALA,IDDUKKI,ELAMDESAM,84,8,674,65,6,837
KERALA,IDDUKKI,IDUKKI,103,39,39,166,0,347
KERALA,IDDUKKI,KATTAPPANA,21,4,154,251,382,812
KERALA,IDDUKKI,NEDUMKANDAM,146,301,91,212,119,869
KERALA,IDDUKKI,THODUPUZHA,98,77,500,261,2,938
KERALA,IDDUKKI,THODUPUZHA MUNICIP,14,0,59,0,0,73
KERALA,KANNUR,EDAKKAD,124,0,1416,6,217,1763
KERALA,KANNUR,IRIKKUR,134,668,596,5,3,1406
KERALA,KANNUR,IRITTY,394,360,22,0,2,778
KERALA,KANNUR,KANNUR,6,16,587,8,0,617
KERALA,KANNUR,KANNUR MUNI,0,0,30,0,0,30
KERALA,KANNUR,KOOTHUPARAMBA,1,0,149,0,0,150
KERALA,KANNUR,KUTHUPARAMBA,8,0,1216,0,0,1224
KERALA,KANNUR,MATTANNUR,1,0,130,19,0,150
KERALA,KANNUR,PAYYANNUR,250,410,2389,16,244,3309
KERALA,KANNUR,PAYYANNUR-999,62,1,393,1,62,519
KERALA,KANNUR,PERAVOOR,2,0,1769,206,0,1977
KERALA,KANNUR,THALASSERY,125,3,805,2,0,935
KERALA,KANNUR,THALASSERY-999,35,0,144,0,0,179
KERALA,KANNUR,THALIPARAMBA,208,453,1170,70,0,1901
KERALA,KANNUR,THALIPARAMBA-999,2,34,244,0,0,280
KERALA,KASARAGODE,KANHANGAD,22,261,1111,32,0,1426
KERALA,KASARAGODE,KANHANGAD MUNICIP,54,0,51,0,0,105
KERALA,KASARAGODE,KASARAGODE,840,278,323,127,0,1568
KERALA,KASARAGODE,KASARAGODE MUNICIP,99,1,0,1,0,101
KERALA,KASARAGODE,MANJESWARAM,245,165,735,223,46,1414
KERALA,KASARAGODE,NEELESWARAM,578,26,1576,14,3,2197
KERALA,KOLLAM,ANCHAL,17,53,239,61,7,377
KERALA,KOLLAM,ANCHALAMOODU,110,63,46,28,12,259
KERALA,KOLLAM,CHADAYAMANGALAM,4,58,254,424,0,740
KERALA,KOLLAM,CHAVARA,99,22,175,74,0,370
KERALA,KOLLAM,CHITTUMALA,136,77,192,40,1,446
KERALA,KOLLAM,ITHIKKARA,133,212,152,51,23,571
KERALA,KOLLAM,KARUNAGAPPALLY,27,4,166,42,0,239
KERALA,KOLLAM,KOLLAM CORPORATION,148,40,117,38,17,360
KERALA,KOLLAM,KOTTARAKKARA,1,105,197,191,1,495
KERALA,KOLLAM,MUKHATHALA,157,22,108,14,0,301
KERALA,KOLLAM,OCHIRA,89,18,152,12,0,271
KERALA,KOLLAM,PARAVOOR,45,0,59,0,0,104
KERALA,KOLLAM,PATHANAPURAM,175,117,241,89,36,658
KERALA,KOLLAM,PUNALUR,0,0,0,37,0,37
KERALA,KOLLAM,SASTHAMCOTTA,60,69,184,140,6,459
KERALA,KOLLAM,VETTIKKAVALA,109,57,157,69,24,416
KERALA,KOTTAYAM,CHANGANASSERY,0,0,5,0,0,5
KERALA,KOTTAYAM,ERATTUPETTAH,19,276,292,299,325,1211
KERALA,KOTTAYAM,ETTUMANOOR,395,147,297,21,3,863
KERALA,KOTTAYAM,KADUTHURUTHY,180,60,918,12,1,1171
KERALA,KOTTAYAM,KANJIRAPPALY,154,169,735,17,0,1075
KERALA,KOTTAYAM,KOTTAYAM MUNI,7,0,13,1,0,21
KERALA,KOTTAYAM,LALAM,16,210,347,235,1,809
KERALA,KOTTAYAM,MADAPPALLY,92,25,327,279,3,726
KERALA,KOTTAYAM,PALA,2,43,89,1,0,135
KERALA,KOTTAYAM,PALLAM,74,132,426,154,1,787
KERALA,KOTTAYAM,PAMPADY,847,108,27,0,2,984
KERALA,KOTTAYAM,UZHAVOOR,185,62,1139,60,4,1450
KERALA,KOTTAYAM,VAIKOM,476,96,167,47,38,824
KERALA,KOTTAYAM,VAIKOM-999,151,5,0,0,0,156
KERALA,KOTTAYAM,VAZHOOR,541,34,19,0,0,594
KERALA,KOZHIKODE,BALUSSERY,354,341,810,17,8,1530
KERALA,KOZHIKODE,CHELANNUR,81,85,1010,39,22,1237
KERALA,KOZHIKODE,KODUVALLY,253,73,913,20,82,1341
KERALA,KOZHIKODE,KOZHIKKODE,40,96,944,135,19,1234
KERALA,KOZHIKODE,KOZHIKKODE CORPORATI,1,18,62,0,1,82
KERALA,KOZHIKODE,KUNNAMANGALAM,406,78,1421,168,42,2115
KERALA,KOZHIKODE,KUNNUMEL,238,50,461,19,403,1171
KERALA,KOZHIKODE,MELADI,74,33,505,34,39,685
KERALA,KOZHIKODE,PANTHALAYANI,14,19,489,10,32,564
KERALA,KOZHIKODE,PERAMBRA,93,86,432,19,8,638
KERALA,KOZHIKODE,QUILANDY,0,0,105,0,0,105
KERALA,KOZHIKODE,THODANNUR,3,127,365,29,3,527
KERALA,KOZHIKODE,THUNERI,14,56,528,75,95,768
KERALA,KOZHIKODE,VADAKARA,214,193,112,4,12,535
KERALA,KOZHIKODE,VADAKARA-999,27,0,72,0,1,100
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,754,0,16,9,0,779
KERALA,MALAPPURAM,AREACODE,500,220,182,18,0,920
KERALA,MALAPPURAM,KONDOTTY,303,149,449,24,11,936
KERALA,MALAPPURAM,KUTTIPPURAM,551,12,43,102,0,708
KERALA,MALAPPURAM,MALAPPURAM,319,156,289,6,16,786
KERALA,MALAPPURAM,MALAPURAM MUNI,26,4,131,0,0,161
KERALA,MALAPPURAM,MANJERI MUNI,86,33,88,0,0,207
KERALA,MALAPPURAM,MANKADA,787,130,322,108,12,1359
KERALA,MALAPPURAM,NILAMBOOR,96,149,182,14,23,464
KERALA,MALAPPURAM,PERINTHALMANNA,163,236,240,20,0,659
KERALA,MALAPPURAM,PERINTHALMANNA MUNI,127,16,7,0,0,150
KERALA,MALAPPURAM,PONNANI,187,72,42,0,0,301
KERALA,MALAPPURAM,PONNANI MUNI,107,26,24,0,0,157
KERALA,MALAPPURAM,THANUR,716,123,303,10,0,1152
KERALA,MALAPPURAM,THIRUR,441,176,101,262,14,994
KERALA,MALAPPURAM,THIRURANGADI,70,149,348,71,0,638
KERALA,MALAPPURAM,TIRUR MUNI,44,37,64,0,0,145
KERALA,MALAPPURAM,VENGARA,441,30,311,4,40,826
KERALA,MALAPPURAM,WANDOOR,256,122,534,167,5,1084
KERALA,PALAKKAD,ALATHUR,347,215,49,61,9,681
KERALA,PALAKKAD,ATTAPPADY,0,11,31,22,0,64
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,0,28,13,4,0,45
KERALA,PALAKKAD,CHITUR,307,250,160,10,0,727
KERALA,PALAKKAD,KOLLENGODE,58,71,163,1,10,303
KERALA,PALAKKAD,KUZHALMANNAM,557,18,146,1,0,722
KERALA,PALAKKAD,MALAMPUZHA,179,28,156,180,2,545
KERALA,PALAKKAD,MANNARKKAD,584,151,35,204,15,989
KERALA,PALAKKAD,NENMARA,59,140,90,24,16,329
KERALA,PALAKKAD,OTTAPPALAM,713,0,0,41,0,754
KERALA,PALAKKAD,OTTAPPALAM MUNI,7,78,33,12,0,130
KERALA,PALAKKAD,PALAKKAD,98,0,112,158,1,369
KERALA,PALAKKAD,PALAKKAD MUNI,17,0,3,4,0,24
KERALA,PALAKKAD,PATTAMBI,703,290,322,28,15,1358
KERALA,PALAKKAD,SHORANNUR MUNI,4,0,92,0,0,96
KERALA,PALAKKAD,SREEKRISHNAPURAM,693,0,96,46,0,835
KERALA,PALAKKAD,THRITHALA,316,2,550,78,0,946
KERALA,PATHANAMTHITTA,ADOOR MUNI,1,0,149,0,0,150
KERALA,PATHANAMTHITTA,ELANTHUR,11,33,344,11,1,400
KERALA,PATHANAMTHITTA,KOIPURAM,58,6,390,173,5,632
KERALA,PATHANAMTHITTA,KONNI,1,0,391,8,3,403
KERALA,PATHANAMTHITTA,KULANADA,99,0,493,0,37,629
KERALA,PATHANAMTHITTA,MALLAPPALLY,13,10,377,350,3,753
KERALA,PATHANAMTHITTA,PANDALAM,310,2,224,0,1,537
KERALA,PATHANAMTHITTA,PARAKKODE,299,426,991,305,28,2049
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,0,29,20,1,0,50
KERALA,PATHANAMTHITTA,PULIKEEZHU,15,76,174,47,0,312
KERALA,PATHANAMTHITTA,RANNI,15,106,515,20,1,657
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,1,27,34,0,0,62
KERALA,THIRUVANANTHAPURAM,ATHIYANNOOR,172,227,275,171,31,876
KERALA,THIRUVANANTHAPURAM,ATTINGAL MUNI,0,11,9,9,1,30
KERALA,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,278,19,530,121,1,949
KERALA,THIRUVANANTHAPURAM,KAZHAKUTTOM,38,75,50,849,3,1015
KERALA,THIRUVANANTHAPURAM,KILIMANOOR,176,112,647,207,12,1154
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,40,51,186,218,14,509
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD MUNI,4,0,0,88,0,92
KERALA,THIRUVANANTHAPURAM,NEMOM,225,221,461,446,17,1370
KERALA,THIRUVANANTHAPURAM,NEYYATTINKARA MUNI,7,1,181,140,1,330
KERALA,THIRUVANANTHAPURAM,PARASSALA,301,26,7,530,2,866
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,53,90,432,304,13,892
KERALA,THIRUVANANTHAPURAM,TVPM CORPORATION,43,69,273,619,29,1033
KERALA,THIRUVANANTHAPURAM,TVPM RURAL,66,0,0,277,7,350
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,535,201,538,229,9,1512
KERALA,THIRUVANANTHAPURAM,VARKALA,112,199,109,391,82,893
KERALA,THIRUVANANTHAPURAM,VARKALA MUNI,4,0,46,0,0,50
KERALA,THIRUVANANTHAPURAM,VELLANADU,198,99,641,292,7,1237
KERALA,THRISSUR,ANTHIKKAD,1896,89,12,0,0,1997
KERALA,THRISSUR,CHALAKKUDY,2644,568,163,8,0,3383
KERALA,THRISSUR,CHALAKUDY MUNI,377,87,59,0,0,523
KERALA,THRISSUR,CHAVAKKAD,356,357,1652,10,0,2375
KERALA,THRISSUR,CHAVAKKAD MUNI,480,0,2,13,0,495
KERALA,THRISSUR,CHERPU,1947,0,3,7,0,1957
KERALA,THRISSUR,CHOWANNUR,2092,31,153,5,0,2281
KERALA,THRISSUR,GURUVAYOOR MUNI,231,1,6,0,0,238
KERALA,THRISSUR,IRINJALAKKUDA,1481,153,91,0,0,1725
KERALA,THRISSUR,IRINJALAKUDA MUNI,359,0,1,0,0,360
KERALA,THRISSUR,KODAKARA,3501,436,13,0,6,3956
KERALA,THRISSUR,KODUNGALLUR,733,0,58,0,0,791
KERALA,THRISSUR,KODUNGALLUR MUNI,210,0,0,0,0,210
KERALA,THRISSUR,KUNNAMKULAM MUNI,639,40,2,0,0,681
KERALA,THRISSUR,MALA,5803,3,7,0,5,5818
KERALA,THRISSUR,MATHILAKOM,951,45,3,0,0,999
KERALA,THRISSUR,MULLASSERY,719,46,766,0,54,1585
KERALA,THRISSUR,OLLUKKARA,1822,176,167,13,71,2249
KERALA,THRISSUR,PAZHAYANNUR,2083,112,40,18,0,2253
KERALA,THRISSUR,PUZHAKKAL,1744,268,96,839,6,2953
KERALA,THRISSUR,THALIKULAM,1046,108,27,5,2,1188
KERALA,THRISSUR,THRISSUR CORPORATION,1627,121,38,0,5,1791
KERALA,THRISSUR,VADAKKANCHERRY,2094,291,456,283,20,3144
KERALA,THRISSUR,VELLANGALLUR,753,0,770,0,0,1523
KERALA,WAYANAD,KALPETTA,30,0,65,2,3,100
KERALA,WAYANAD,KALPETTA MUNI,0,0,0,5,0,5
KERALA,WAYANAD,MANANTHAVADI,41,3,121,40,11,216
KERALA,WAYANAD,SULTHANBATHERI,160,116,73,9,8,366
MADHYA PRADESH,BALAGHAT,BAIHAR,150,1,4,6,0,161
MADHYA PRADESH,BALAGHAT,BALAGHAT,719,300,277,81,8,1385
MADHYA PRADESH,BALAGHAT,BIRSA,427,2,3,0,0,432
MADHYA PRADESH,BALAGHAT,KATANGI,2125,370,54,9,5,2563
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,1290,153,113,51,7,1614
MADHYA PRADESH,BALAGHAT,KIRNAPUR,1335,279,398,221,12,2245
MADHYA PRADESH,BALAGHAT,LALBURRA,800,285,404,82,1,1572
MADHYA PRADESH,BALAGHAT,LANJI,802,349,187,58,0,1396
MADHYA PRADESH,BALAGHAT,PARASWADA,396,30,13,16,21,476
MADHYA PRADESH,BALAGHAT,WARASEONI,693,79,89,31,45,937
MADHYA PRADESH,BARWANI,BARWANI,1206,100,7,5,0,1318
MADHYA PRADESH,BARWANI,NIWALI,293,22,32,14,0,361
MADHYA PRADESH,BARWANI,PANSEMAL,1033,358,120,74,4,1589
MADHYA PRADESH,BARWANI,PATI,1051,67,47,12,1,1178
MADHYA PRADESH,BARWANI,RAJPUR,6225,327,145,121,2,6820
MADHYA PRADESH,BARWANI,SENDHWA,2878,113,31,142,12,3176
MADHYA PRADESH,BARWANI,THIKRI,3366,250,367,28,2,4013
MADHYA PRADESH,BETUL,AMLA,8035,107,42,102,107,8393
MADHYA PRADESH,BETUL,ATHNER,2695,125,23,26,58,2927
MADHYA PRADESH,BETUL,BETUL,7914,360,175,110,124,8683
MADHYA PRADESH,BETUL,BHAINSDEHI,2810,326,60,136,46,3378
MADHYA PRADESH,BETUL,BHIMPURA,1986,126,163,81,56,2412
MADHYA PRADESH,BETUL,CHICHOLI,3380,90,98,108,104,3780
MADHYA PRADESH,BETUL,GHODA DONGRI,3011,181,71,102,70,3435
MADHYA PRADESH,BETUL,MULTAI,8943,632,139,106,170,9990
MADHYA PRADESH,BETUL,PRABHAT PATTAN,7102,445,64,92,80,7783
MADHYA PRADESH,BETUL,SHAHPUR,2400,246,396,166,17,3225
MADHYA PRADESH,BHIND,ATER,1510,387,40,6,9,1952
MADHYA PRADESH,BHIND,BHIND,785,199,90,8,0,1082
MADHYA PRADESH,BHIND,GOHAD,1565,164,29,107,118,1983
MADHYA PRADESH,BHIND,LAHAR,3454,260,38,49,217,4018
MADHYA PRADESH,BHIND,MEHAGOAN,3058,321,145,230,169,3923
MADHYA PRADESH,BHIND,ROUN(MIHONA),1983,105,41,60,35,2224
MADHYA PRADESH,BHOPAL,BERASIA,6474,718,352,136,30,7710
MADHYA PRADESH,BHOPAL,FUNDA,389,2034,75,0,3,2501
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,4503,463,187,11,13,5177
MADHYA PRADESH,CHHATARPUR,BIJAWAR,4794,577,243,48,36,5698
MADHYA PRADESH,CHHATARPUR,BUXWAHA,1072,265,42,16,2,1397
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,11087,885,232,135,94,12433
MADHYA PRADESH,CHHATARPUR,GAURIHAR,733,134,18,16,11,912
MADHYA PRADESH,CHHATARPUR,LAUNDI,4001,873,119,24,36,5053
MADHYA PRADESH,CHHATARPUR,NOWGONG,9184,568,196,69,203,10220
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,12228,369,90,123,20,12830
MADHYA PRADESH,CHHINDWARA,AMARWADA,6715,198,296,137,26,7372
MADHYA PRADESH,CHHINDWARA,BICHHUA,3311,187,134,66,4,3702
MADHYA PRADESH,CHHINDWARA,CHHINDWADA,10099,312,172,66,191,10840
MADHYA PRADESH,CHHINDWARA,CHOURAI,10623,803,470,384,84,12364
MADHYA PRADESH,CHHINDWARA,HARAI,2006,216,176,215,5,2618
MADHYA PRADESH,CHHINDWARA,JAMAI,3672,62,46,52,1,3833
MADHYA PRADESH,CHHINDWARA,MOHKHED,10639,532,94,30,420,11715
MADHYA PRADESH,CHHINDWARA,PANDHURANA,9670,555,126,27,2,10380
MADHYA PRADESH,CHHINDWARA,PARASIA,6688,532,77,83,31,7411
MADHYA PRADESH,CHHINDWARA,SAUSAR,6661,387,137,83,18,7286
MADHYA PRADESH,CHHINDWARA,TAMIA,299,97,16,38,5,455
MADHYA PRADESH,DAMOH,BATIYAGHAR,1144,481,174,116,2,1917
MADHYA PRADESH,DAMOH,DAMOH,2250,1111,409,57,51,3878
MADHYA PRADESH,DAMOH,HATTA,988,404,171,190,11,1764
MADHYA PRADESH,DAMOH,JABERA,441,252,357,183,15,1248
MADHYA PRADESH,DAMOH,PATERA,811,314,285,69,5,1484
MADHYA PRADESH,DAMOH,PATHARIA,1439,276,155,107,3,1980
MADHYA PRADESH,DAMOH,TENDUKHEDA,388,117,278,202,13,998
MADHYA PRADESH,DATIA,BHANDER,2391,162,57,8,40,2658
MADHYA PRADESH,DATIA,DATIA,9369,2346,1104,88,71,12978
MADHYA PRADESH,DATIA,SEONDHA,3513,645,125,61,12,4356
MADHYA PRADESH,DEWAS,BAGLEE,7876,657,164,55,6,8758
MADHYA PRADESH,DEWAS,DEWAS,4375,2121,461,106,119,7182
MADHYA PRADESH,DEWAS,KANNOD,5418,361,125,39,7,5950
MADHYA PRADESH,DEWAS,KHATEGAON,3646,133,200,26,1,4006
MADHYA PRADESH,DEWAS,SONKUCH,3989,306,51,14,6,4366
MADHYA PRADESH,DEWAS,TONKHURD,2735,423,58,5,11,3232
MADHYA PRADESH,DHAR,BADNAWER,3703,1195,169,13,4,5084
MADHYA PRADESH,DHAR,BAGH,836,1192,87,18,27,2160
MADHYA PRADESH,DHAR,DAHI,2886,140,106,44,1,3177
MADHYA PRADESH,DHAR,DHAR,14,104,0,0,9,127
MADHYA PRADESH,DHAR,DHARAMPURI,5540,387,70,5,5,6007
MADHYA PRADESH,DHAR,GANDHWANI,1704,116,16,2,2,1840
MADHYA PRADESH,DHAR,KUKSHI,2527,1243,41,2,14,3827
MADHYA PRADESH,DHAR,MANAWAR,3562,39,9,0,15,3625
MADHYA PRADESH,DHAR,NALACHHA,569,299,168,11,0,1047
MADHYA PRADESH,DHAR,NISARPUR,1613,190,66,17,27,1913
MADHYA PRADESH,DHAR,SARDARPUR,6560,685,233,19,37,7534
MADHYA PRADESH,DHAR,TIRLA,235,71,8,0,21,335
MADHYA PRADESH,DHAR,UMARBAN,723,3,2,0,0,728
MADHYA PRADESH,DINDORI,AMARPUR,11,0,0,0,0,11
MADHYA PRADESH,DINDORI,BAJAG,3,0,0,0,0,3
MADHYA PRADESH,DINDORI,DINDORI,19,2,1,0,0,22
MADHYA PRADESH,DINDORI,KARANJIYA,9,0,0,0,0,9
MADHYA PRADESH,DINDORI,SAMNAPUR,79,4,116,90,25,314
MADHYA PRADESH,DINDORI,SHAHPURA,50,5,32,8,2,97
MADHYA PRADESH,GUNA,ARON,346,91,3,4,9,453
MADHYA PRADESH,GUNA,ASHOKNAGAR,2460,216,61,5,20,2762
MADHYA PRADESH,GUNA,BAMORI,656,104,18,4,7,789
MADHYA PRADESH,GUNA,CHANCHODA,8719,593,62,13,253,9640
MADHYA PRADESH,GUNA,CHANDERI,919,38,4,4,0,965
MADHYA PRADESH,GUNA,EHSAGADH,1157,175,32,9,11,1384
MADHYA PRADESH,GUNA,GUNA,2459,395,114,35,244,3247
MADHYA PRADESH,GUNA,MUNGAWALI,1637,100,40,15,56,1848
MADHYA PRADESH,GUNA,RAGHOGARH,4741,1389,94,21,8,6253
MADHYA PRADESH,GWALIOR,BHITARWAR,2938,266,91,182,1251,4728
MADHYA PRADESH,GWALIOR,DABRA,2483,348,120,34,611,3596
MADHYA PRADESH,GWALIOR,GHATIGAWAN,3209,79,23,157,1142,4610
MADHYA PRADESH,GWALIOR,MORAR,3439,382,144,216,796,4977
MADHYA PRADESH,HARDA,HARDA,2202,150,32,118,54,2556
MADHYA PRADESH,HARDA,KHIRKIYA,5706,935,471,454,54,7620
MADHYA PRADESH,HARDA,TIMARNI,2530,203,122,25,11,2891
MADHYA PRADESH,HOSHANGABAD,BABAI,2140,551,1010,321,49,4071
