-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to ownership . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.2.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to ownership for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.2.csv"
}
-----
State,District,Block,Government,Cooperative Societies,Panchayat,Group of farmers,Individual farmers,Others,Total
UTTAR PRADESH,BASTI,HAISAR BAZAR,0,0,0,0,2074,0,2074
UTTAR PRADESH,BASTI,HARIYA,0,0,0,0,4233,0,4233
UTTAR PRADESH,BASTI,KAPTAN GANG,0,0,0,0,2894,0,2894
UTTAR PRADESH,BASTI,KHALILABAD,0,0,0,0,2154,0,2154
UTTAR PRADESH,BASTI,KUDRAHA,0,0,0,0,1324,0,1324
UTTAR PRADESH,BASTI,MENHDAWAL,0,0,0,0,904,0,904
UTTAR PRADESH,BASTI,NATHNAGAR,0,0,0,0,1826,0,1826
UTTAR PRADESH,BASTI,PARASRAMPUR,0,0,0,0,3523,0,3523
UTTAR PRADESH,BASTI,RAM NAGAR,0,0,0,0,640,0,640
UTTAR PRADESH,BASTI,RUDHOULI,0,0,0,0,4246,0,4246
UTTAR PRADESH,BASTI,SALTAUA GOPAL PUR,0,0,0,0,2649,0,2649
UTTAR PRADESH,BASTI,SAUGHAT,0,0,0,0,1350,0,1350
UTTAR PRADESH,BASTI,SEMARIYAWAN,0,0,0,0,1910,0,1910
UTTAR PRADESH,BASTI,VIKRAM JOT,0,0,0,0,4132,0,4132
UTTAR PRADESH,BIJNOR,AFJAL GAR,0,0,0,7,4799,0,4806
UTTAR PRADESH,BIJNOR,AKKU NAHTOOR,1,0,0,52,4258,0,4311
UTTAR PRADESH,BIJNOR,DHAMPUR,3,0,0,1,6195,0,6199
UTTAR PRADESH,BIJNOR,HALDOOR,0,0,0,1,5561,0,5562
UTTAR PRADESH,BIJNOR,JALILPUR,2,2,1,857,7221,1,8084
UTTAR PRADESH,BIJNOR,KIRATPUR,2,0,0,77,3225,0,3304
UTTAR PRADESH,BIJNOR,KOTWALI,0,0,0,37,5685,1,5723
UTTAR PRADESH,BIJNOR,MEERPUR HEVMAL,0,0,0,0,5267,0,5267
UTTAR PRADESH,BIJNOR,NAJIVABAD,11,1,0,3,3530,0,3545
UTTAR PRADESH,BIJNOR,NOORPUR,2,0,0,0,7613,0,7615
UTTAR PRADESH,BIJNOR,SHIVHARA,0,0,0,28,6467,0,6495
UTTAR PRADESH,BULANDSHAHR,ANUPSHAHR,0,0,0,1,2880,0,2881
UTTAR PRADESH,BULANDSHAHR,ARNIRYA,0,0,0,0,2031,0,2031
UTTAR PRADESH,BULANDSHAHR,B.B. NAGAR,0,0,0,0,2599,0,2599
UTTAR PRADESH,BULANDSHAHR,BULANDSHAHR,0,0,0,0,2786,0,2786
UTTAR PRADESH,BULANDSHAHR,DANKAOR,0,0,0,7,4447,0,4454
UTTAR PRADESH,BULANDSHAHR,DANPUR,0,0,0,2,2390,0,2392
UTTAR PRADESH,BULANDSHAHR,DIBAI,0,0,0,0,3363,0,3363
UTTAR PRADESH,BULANDSHAHR,GULAWATHI,0,0,0,78,2005,0,2083
UTTAR PRADESH,BULANDSHAHR,JAHAGIRABAD,0,0,0,6,1549,0,1555
UTTAR PRADESH,BULANDSHAHR,JEWAR,0,0,0,53,2696,0,2749
UTTAR PRADESH,BULANDSHAHR,KHURJA,0,0,0,2,3337,0,3339
UTTAR PRADESH,BULANDSHAHR,LAKHAWATI,0,0,0,0,2719,0,2719
UTTAR PRADESH,BULANDSHAHR,PAHASU,0,0,0,0,2459,0,2459
UTTAR PRADESH,BULANDSHAHR,SHIKARPUR,0,0,0,0,2853,0,2853
UTTAR PRADESH,BULANDSHAHR,SIANA,0,0,0,0,1889,0,1889
UTTAR PRADESH,BULANDSHAHR,SIKANDRABAD,0,0,0,0,2505,0,2505
UTTAR PRADESH,BULANDSHAHR,UNCHAGAON,0,0,0,0,2378,0,2378
UTTAR PRADESH,DEHRADUN,DOIWALA,0,0,0,1,302,0,303
UTTAR PRADESH,DEHRADUN,SAHASPUR,0,3,0,0,15,0,18
UTTAR PRADESH,DEHRADUN,VIKAS NAGAR,0,1,2,3,131,0,137
UTTAR PRADESH,DEORIA,BAITALPUR,0,0,0,0,2872,0,2872
UTTAR PRADESH,DEORIA,BANKATA,0,0,0,0,1496,0,1496
UTTAR PRADESH,DEORIA,BARHAJ,0,0,0,0,2299,0,2299
UTTAR PRADESH,DEORIA,BHAGALPUR,0,0,0,0,2126,0,2126
UTTAR PRADESH,DEORIA,BHALUWANI,0,0,0,0,3875,0,3875
UTTAR PRADESH,DEORIA,BHATANI,0,0,0,0,1226,0,1226
UTTAR PRADESH,DEORIA,BHATPAR RANI,0,0,0,0,944,1,945
UTTAR PRADESH,DEORIA,DEORIA SADAR,0,0,0,0,2412,0,2412
UTTAR PRADESH,DEORIA,DESAHI DEORIA,0,0,0,0,2160,0,2160
UTTAR PRADESH,DEORIA,GAURI BAZAR,0,0,0,0,3606,0,3606
UTTAR PRADESH,DEORIA,LAR,0,0,0,0,1770,0,1770
UTTAR PRADESH,DEORIA,PATHARDEVA,0,0,0,0,2840,0,2840
UTTAR PRADESH,DEORIA,RAMPUR KARKHANA,0,0,0,0,2549,0,2549
UTTAR PRADESH,DEORIA,RUDRAPUR,0,0,0,0,2941,0,2941
UTTAR PRADESH,DEORIA,SALEMPUR,0,0,0,0,1993,0,1993
UTTAR PRADESH,ETAH,ALIGANJ,0,0,1,0,5134,0,5135
UTTAR PRADESH,ETAH,AMANPUR,0,0,0,0,2476,1,2477
UTTAR PRADESH,ETAH,AWAGARH,0,0,0,0,2326,0,2326
UTTAR PRADESH,ETAH,GANJDUNDWARA,0,0,0,0,3135,0,3135
UTTAR PRADESH,ETAH,JAITHRA,2,0,0,0,3869,0,3871
UTTAR PRADESH,ETAH,JALESAR,2,0,0,0,3324,0,3326
UTTAR PRADESH,ETAH,KASGANJ,1,0,0,0,2306,0,2307
UTTAR PRADESH,ETAH,MARAHERA,0,0,0,0,2033,0,2033
UTTAR PRADESH,ETAH,NIDHOLI KALAN,8,0,0,0,2016,0,2024
UTTAR PRADESH,ETAH,PATIYALI,0,1,1,0,2117,0,2119
UTTAR PRADESH,ETAH,SAHAWAR,0,0,0,0,2358,0,2358
UTTAR PRADESH,ETAH,SAKIT,0,0,0,0,2685,0,2685
UTTAR PRADESH,ETAH,SHEETALPUR,0,0,1,0,3821,0,3822
UTTAR PRADESH,ETAH,SIDHPURA,0,0,0,0,2029,0,2029
UTTAR PRADESH,ETAH,SORON,0,0,1,0,2349,0,2350
UTTAR PRADESH,ETAWAH,ACHHALDA,1,0,0,0,3097,0,3098
UTTAR PRADESH,ETAWAH,AIRWA KATRA,2,0,0,0,1934,0,1936
UTTAR PRADESH,ETAWAH,AJEETMAL,1,0,0,0,2020,0,2021
UTTAR PRADESH,ETAWAH,AURAIYA,0,0,0,1,1178,0,1179
UTTAR PRADESH,ETAWAH,BADPURA,0,0,0,0,1357,0,1357
UTTAR PRADESH,ETAWAH,BASREHAR,8,0,0,0,1785,0,1793
UTTAR PRADESH,ETAWAH,BHAGAY NAGAR,0,0,0,0,2427,0,2427
UTTAR PRADESH,ETAWAH,BHARTHANA,0,0,0,1,2459,0,2460
UTTAR PRADESH,ETAWAH,BIDHUNA,0,0,0,3,3287,0,3290
UTTAR PRADESH,ETAWAH,CHAKARNAGAR,0,0,1,44,274,0,319
UTTAR PRADESH,ETAWAH,JASWANT NAGAR,29,1,1,0,3341,0,3372
UTTAR PRADESH,ETAWAH,MAHEWA,0,0,0,0,2473,0,2473
UTTAR PRADESH,ETAWAH,SAHAR,0,0,1,0,2794,0,2795
UTTAR PRADESH,ETAWAH,TAKHA,0,0,0,2,1211,0,1213
UTTAR PRADESH,FAIZABAD,AMANI GANJ,0,0,0,0,2806,0,2806
UTTAR PRADESH,FAIZABAD,BIKAPUR,0,0,0,0,3669,0,3669
UTTAR PRADESH,FAIZABAD,HASTINPUR,0,0,0,0,3459,0,3459
UTTAR PRADESH,FAIZABAD,MASONDHA,0,0,0,0,3476,0,3476
UTTAR PRADESH,FAIZABAD,MAYA,0,0,0,0,3321,0,3321
UTTAR PRADESH,FAIZABAD,MILKI PUR,0,0,0,0,4047,0,4047
UTTAR PRADESH,FAIZABAD,PURA,0,0,0,0,3087,0,3087
UTTAR PRADESH,FAIZABAD,SOHAWAL,0,0,0,0,2487,0,2487
UTTAR PRADESH,FAIZABAD,TARUN,0,0,0,0,4329,0,4329
UTTAR PRADESH,FARUKHABAD,BADPUR,0,0,0,0,1898,0,1898
UTTAR PRADESH,FARUKHABAD,CHHIBRAMAU,0,0,0,1,4698,0,4699
UTTAR PRADESH,FARUKHABAD,HASERAN,0,0,0,0,1913,0,1913
UTTAR PRADESH,FARUKHABAD,JALABAD,0,0,0,0,2925,0,2925
UTTAR PRADESH,FARUKHABAD,KAMALGANJ,10,0,0,0,4925,0,4935
UTTAR PRADESH,FARUKHABAD,KANNAUJ,1,1,2,0,2995,0,2999
UTTAR PRADESH,FARUKHABAD,KAYAMGUNJ,0,0,0,0,2796,0,2796
UTTAR PRADESH,FARUKHABAD,MOHAMMADABAD,0,0,0,0,3582,0,3582
UTTAR PRADESH,FARUKHABAD,NAWABGANJ,0,0,0,0,2238,0,2238
UTTAR PRADESH,FARUKHABAD,RAJEPUR,1,0,0,0,2467,0,2468
UTTAR PRADESH,FARUKHABAD,SAURIKH,0,0,0,0,3435,0,3435
UTTAR PRADESH,FARUKHABAD,SHAMSABAD,0,0,0,0,4988,0,4988
UTTAR PRADESH,FARUKHABAD,TALGRAM,0,0,0,0,4946,0,4946
UTTAR PRADESH,FARUKHABAD,UMARDA,0,0,0,0,6137,0,6137
UTTAR PRADESH,FATEHPUR,AIRAYA,1,0,1,0,2242,0,2244
UTTAR PRADESH,FATEHPUR,AMAULI,0,0,0,0,1547,0,1547
UTTAR PRADESH,FATEHPUR,ASODHAR,0,0,0,0,615,0,615
UTTAR PRADESH,FATEHPUR,BAHUWA,0,0,0,0,1621,0,1621
UTTAR PRADESH,FATEHPUR,DEVMAI,0,2,1,19,1995,0,2017
UTTAR PRADESH,FATEHPUR,DHATA,0,0,0,0,1329,0,1329
UTTAR PRADESH,FATEHPUR,HASWA,0,0,0,1,842,0,843
UTTAR PRADESH,FATEHPUR,KHAJUHA,0,0,0,0,299,0,299
UTTAR PRADESH,FATEHPUR,TELYANI,0,0,0,0,1008,0,1008
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,0,0,0,0,991,0,991
UTTAR PRADESH,FIROZABAD,ARANV,0,0,0,1,2007,0,2008
UTTAR PRADESH,FIROZABAD,EKA,0,0,0,0,2002,0,2002
UTTAR PRADESH,FIROZABAD,FIROZABAD,0,0,0,0,1582,0,1582
UTTAR PRADESH,FIROZABAD,JASRANA,0,0,0,0,2013,0,2013
UTTAR PRADESH,FIROZABAD,KHAIRGARH/HATBANT,0,0,0,0,2441,0,2441
UTTAR PRADESH,FIROZABAD,MADANPUR,0,0,0,4,3076,0,3080
UTTAR PRADESH,FIROZABAD,NARKHI,0,0,0,0,2874,0,2874
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,0,1,0,0,2052,0,2053
UTTAR PRADESH,FIROZABAD,TUNDLA,0,0,0,2,2335,0,2337
UTTAR PRADESH,GHAZIABAD,BHOJPUR,0,0,0,0,3826,0,3826
UTTAR PRADESH,GHAZIABAD,BISRAKH,0,0,0,1,1146,1,1148
UTTAR PRADESH,GHAZIABAD,DADRI,0,0,0,0,3926,0,3926
UTTAR PRADESH,GHAZIABAD,DHAULANA,0,0,0,0,3538,0,3538
UTTAR PRADESH,GHAZIABAD,GARH,0,0,0,0,4174,0,4174
UTTAR PRADESH,GHAZIABAD,HAPUR,0,0,0,132,4136,0,4268
UTTAR PRADESH,GHAZIABAD,LAUNI,0,0,0,0,2238,0,2238
UTTAR PRADESH,GHAZIABAD,MURADNAGAR,0,1,1,4,3434,0,3440
UTTAR PRADESH,GHAZIABAD,RAJAPUR,0,1,0,1,1620,0,1622
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,0,0,0,0,3007,0,3007
UTTAR PRADESH,GHAZIPUR,BARACHAWAR,2,0,0,0,1321,0,1323
UTTAR PRADESH,GHAZIPUR,BHADORA,4,0,0,0,359,0,363
UTTAR PRADESH,GHAZIPUR,BHANWARKOL,3,1,0,0,3468,0,3472
UTTAR PRADESH,GHAZIPUR,DEVKALI,0,1,2,1,945,0,949
UTTAR PRADESH,GHAZIPUR,JAMANIYA,1,0,0,0,889,0,890
UTTAR PRADESH,GHAZIPUR,KARNDA,1,0,0,0,944,0,945
UTTAR PRADESH,GHAZIPUR,KASIMABAD,0,0,1,0,1216,0,1217
UTTAR PRADESH,GHAZIPUR,MANIHARI,0,0,0,0,1619,1,1620
UTTAR PRADESH,GHAZIPUR,MARADAH,0,0,0,0,582,1,583
UTTAR PRADESH,GHAZIPUR,MOHMMADABAD,33,1,0,0,1541,0,1575
UTTAR PRADESH,GHAZIPUR,REVTIPUR,0,0,0,0,487,0,487
UTTAR PRADESH,GHAZIPUR,SADAR,5,0,1,0,855,1,862
UTTAR PRADESH,GHAZIPUR,SADAT,3,0,0,0,685,0,688
UTTAR PRADESH,GHAZIPUR,SAIDPUR,1,0,0,0,990,0,991
UTTAR PRADESH,GHAZIPUR,VIRNO,2,0,0,0,1575,0,1577
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,3,0,0,0,2580,0,2583
UTTAR PRADESH,GONDA,BELSAR,0,0,0,0,2361,0,2361
UTTAR PRADESH,GONDA,BHABHANJOT,0,0,0,0,5152,0,5152
UTTAR PRADESH,GONDA,CHHAPIA,0,0,0,0,5969,0,5969
UTTAR PRADESH,GONDA,COLONELGANJ,0,0,0,0,1718,0,1718
UTTAR PRADESH,GONDA,HALDAR MAU,0,0,0,0,3119,0,3119
UTTAR PRADESH,GONDA,ITIYATHOK,0,0,0,0,76,0,76
UTTAR PRADESH,GONDA,JHANJHRI,0,0,0,0,3282,0,3282
UTTAR PRADESH,GONDA,KATRA BAZAR,0,0,0,0,2898,0,2898
UTTAR PRADESH,GONDA,MANKAPUR,0,0,0,0,6551,0,6551
UTTAR PRADESH,GONDA,MUJEHNA,0,0,0,0,3956,0,3956
UTTAR PRADESH,GONDA,NAWABGANJ,0,0,0,0,2689,0,2689
UTTAR PRADESH,GONDA,PANDRIKRIPAL,0,0,0,0,3317,0,3317
UTTAR PRADESH,GONDA,PARASPUR,0,0,0,0,3513,0,3513
UTTAR PRADESH,GONDA,TARABGANJ,0,0,0,0,2512,0,2512
UTTAR PRADESH,GONDA,WAZIRGANJ,0,0,0,0,4377,0,4377
UTTAR PRADESH,GORAKHPUR,BANSGAON,0,0,0,0,2281,0,2281
UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,0,0,0,0,2021,0,2021
UTTAR PRADESH,GORAKHPUR,BELGHAT,0,0,0,0,2717,0,2717
UTTAR PRADESH,GORAKHPUR,BHATHAT,0,0,0,0,2537,0,2537
UTTAR PRADESH,GORAKHPUR,BRAHMPUR,0,0,0,0,2791,0,2791
UTTAR PRADESH,GORAKHPUR,CAMPIARGANJ,0,0,0,0,3825,0,3825
UTTAR PRADESH,GORAKHPUR,CHARGANWA,0,0,0,0,2429,0,2429
UTTAR PRADESH,GORAKHPUR,GAGHA,0,0,0,0,2803,0,2803
UTTAR PRADESH,GORAKHPUR,GOLA,0,0,0,0,2182,0,2182
UTTAR PRADESH,GORAKHPUR,JANGAL KAURIA,0,0,0,0,3374,0,3374
UTTAR PRADESH,GORAKHPUR,KAURIRAM,0,0,0,0,2433,0,2433
UTTAR PRADESH,GORAKHPUR,KHAJANI,0,0,0,0,1937,0,1937
UTTAR PRADESH,GORAKHPUR,KHORABAR,0,0,0,0,1712,0,1712
UTTAR PRADESH,GORAKHPUR,PALI,0,0,0,0,2275,0,2275
UTTAR PRADESH,GORAKHPUR,PIPRAICH,0,0,0,0,1796,0,1796
UTTAR PRADESH,GORAKHPUR,PIPRAULI,0,0,0,0,2110,0,2110
UTTAR PRADESH,GORAKHPUR,SAHJANWA,0,0,0,0,2296,0,2296
UTTAR PRADESH,GORAKHPUR,SARDARNAGAR,0,0,0,0,1754,0,1754
UTTAR PRADESH,GORAKHPUR,URUWA,0,0,0,0,3011,0,3011
UTTAR PRADESH,HAMIRPUR,GOHAND,0,0,0,0,1031,0,1031
UTTAR PRADESH,HAMIRPUR,KURARA,0,0,0,0,264,0,264
UTTAR PRADESH,HAMIRPUR,MAUDAHA,1,0,0,3,1369,0,1373
UTTAR PRADESH,HAMIRPUR,MUSKARA,0,0,0,0,947,0,947
UTTAR PRADESH,HAMIRPUR,RATH,0,0,0,0,954,0,954
UTTAR PRADESH,HAMIRPUR,SARILA,0,0,0,0,1053,0,1053
UTTAR PRADESH,HAMIRPUR,SUMREPUR,0,0,0,3,1847,0,1850
UTTAR PRADESH,HARDOI,AHIROURI,0,0,0,0,2756,0,2756
UTTAR PRADESH,HARDOI,BAVAN,0,0,0,0,2230,0,2230
UTTAR PRADESH,HARDOI,BEHANDAR,0,0,0,0,1230,0,1230
UTTAR PRADESH,HARDOI,BHARAWAN,0,0,0,0,1402,0,1402
UTTAR PRADESH,HARDOI,BHARKHANI,0,0,0,0,5418,0,5418
UTTAR PRADESH,HARDOI,BILGRAM,0,0,0,0,1678,0,1678
UTTAR PRADESH,HARDOI,HARIYAWAN,0,0,0,0,1622,0,1622
UTTAR PRADESH,HARDOI,HARPALPUR,0,0,0,0,1738,0,1738
UTTAR PRADESH,HARDOI,KACHOUNA,0,0,0,0,2228,0,2228
UTTAR PRADESH,HARDOI,KOTHAWAN,1,0,0,0,2300,0,2301
UTTAR PRADESH,HARDOI,MAHDHOGANJ,0,0,0,0,2063,0,2063
UTTAR PRADESH,HARDOI,MALLAWAN,1,0,0,0,2193,0,2194
UTTAR PRADESH,HARDOI,PIHANI,0,0,0,0,2436,0,2436
UTTAR PRADESH,HARDOI,SANDI,0,0,0,0,2959,0,2959
UTTAR PRADESH,HARDOI,SANDILA,0,0,0,0,1277,0,1277
UTTAR PRADESH,HARDOI,SHAHABAD,0,0,0,0,3672,0,3672
UTTAR PRADESH,HARDOI,SURSA,0,0,0,0,1828,0,1828
UTTAR PRADESH,HARDOI,TANDIYAWA,0,0,0,0,1594,0,1594
UTTAR PRADESH,HARDOI,TODARPUR,0,0,0,0,2834,0,2834
UTTAR PRADESH,HARDWAR,BAHADRABAD,0,0,0,0,3292,0,3292
UTTAR PRADESH,HARDWAR,BHAGWANPUR,0,0,0,0,4658,0,4658
UTTAR PRADESH,HARDWAR,KHANPUR,0,0,0,0,1663,0,1663
UTTAR PRADESH,HARDWAR,LAKSAR,0,1,1,0,6887,0,6889
UTTAR PRADESH,HARDWAR,NARSAN,0,0,0,0,2781,0,2781
UTTAR PRADESH,HARDWAR,ROORKEE,0,0,0,0,4047,0,4047
UTTAR PRADESH,JALAUN,DAKOR,0,0,0,0,339,0,339
UTTAR PRADESH,JALAUN,JALAUN,1,0,0,0,988,0,989
UTTAR PRADESH,JALAUN,KADAURA,0,0,0,0,209,0,209
UTTAR PRADESH,JALAUN,KONCH,0,0,0,2,617,0,619
UTTAR PRADESH,JALAUN,KUTHAUND,0,0,0,0,814,0,814
UTTAR PRADESH,JALAUN,MADHOGHARH,0,0,0,0,1023,0,1023
UTTAR PRADESH,JALAUN,MAHEBA,0,0,0,0,198,0,198
UTTAR PRADESH,JALAUN,NADIGAON,0,0,0,0,213,0,213
UTTAR PRADESH,JALAUN,RAMPURA,0,0,0,0,879,0,879
UTTAR PRADESH,JAUNPUR,BADLA PUR,0,0,0,0,4370,0,4370
UTTAR PRADESH,JAUNPUR,BAKSHA,0,0,0,0,2848,0,2848
UTTAR PRADESH,JAUNPUR,BARSOTHI,0,0,0,27,2095,0,2122
UTTAR PRADESH,JAUNPUR,DHARMA PUR,0,0,0,0,2101,0,2101
UTTAR PRADESH,JAUNPUR,DOBHI,0,0,0,0,1844,0,1844
UTTAR PRADESH,JAUNPUR,JALAL PUR,0,0,0,0,1864,0,1864
UTTAR PRADESH,JAUNPUR,KARNJAKALA,0,0,0,0,4399,0,4399
UTTAR PRADESH,JAUNPUR,KERAKAT,0,0,1,0,2266,0,2267
UTTAR PRADESH,JAUNPUR,KHUTHAN,0,0,0,0,2314,0,2314
UTTAR PRADESH,JAUNPUR,M.SHAHAR,0,0,0,0,3185,0,3185
UTTAR PRADESH,JAUNPUR,MADRIYAHU,0,0,0,0,2853,0,2853
UTTAR PRADESH,JAUNPUR,MAHARAJ GANJ,0,0,0,0,3625,0,3625
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,1,0,0,0,2117,0,2118
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,0,0,0,0,2002,0,2002
UTTAR PRADESH,JAUNPUR,RAM NAGAR,0,0,0,0,1977,0,1977
UTTAR PRADESH,JAUNPUR,RAMPUR,0,0,2,0,2021,1,2024
UTTAR PRADESH,JAUNPUR,SHAH GANJ,0,0,0,1,3553,0,3554
UTTAR PRADESH,JAUNPUR,SIKRARA,0,0,0,0,2579,0,2579
UTTAR PRADESH,JAUNPUR,SIRKONI,0,0,0,0,2550,0,2550
UTTAR PRADESH,JAUNPUR,SUITHA KALA,0,0,0,0,2567,0,2567
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,0,0,0,0,2862,0,2862
UTTAR PRADESH,JHANSI,BADAGAON,0,0,0,7,108,0,115
UTTAR PRADESH,JHANSI,BANGRA,0,0,0,5,87,0,92
UTTAR PRADESH,JHANSI,CHIRGAON,0,0,0,2,320,0,322
UTTAR PRADESH,JHANSI,GURSARAJ,0,0,0,1,236,0,237
UTTAR PRADESH,JHANSI,MAURANIPUR,0,0,4,0,100,0,104
UTTAR PRADESH,JHANSI,MOTH,1,0,0,0,226,0,227
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,0,0,0,0,2544,0,2544
UTTAR PRADESH,KANPUR DEHAT,AMRODHA,3,0,0,0,213,0,216
UTTAR PRADESH,KANPUR DEHAT,BILHAUR,0,0,0,0,4056,0,4056
UTTAR PRADESH,KANPUR DEHAT,BITARGAON,0,0,0,0,2390,0,2390
UTTAR PRADESH,KANPUR DEHAT,CHAUBEPUR,0,0,0,0,2170,0,2170
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,0,0,0,0,1786,0,1786
UTTAR PRADESH,KANPUR DEHAT,GHATAMPUR,0,0,0,0,408,0,408
UTTAR PRADESH,KANPUR DEHAT,JHINJAK,0,0,0,0,2204,0,2204
UTTAR PRADESH,KANPUR DEHAT,KAKWAN,32,0,218,0,2506,0,2756
UTTAR PRADESH,KANPUR DEHAT,MAITHA,0,0,0,0,2905,0,2905
UTTAR PRADESH,KANPUR DEHAT,MALASA,0,0,0,0,899,0,899
UTTAR PRADESH,KANPUR DEHAT,PATARA,0,0,0,0,1678,0,1678
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,0,0,0,0,434,0,434
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,0,0,0,0,2982,0,2982
UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,1,0,0,0,1301,0,1302
UTTAR PRADESH,KANPUR DEHAT,SARBANKHERA,0,0,0,0,1378,0,1378
UTTAR PRADESH,KANPUR DEHAT,SHIVRAJPUR,0,0,0,1,3331,0,3332
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,0,0,0,0,2071,0,2071
UTTAR PRADESH,KANPUR NAGAR,SARSAUL,0,0,0,0,2934,0,2934
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,0,0,0,0,2769,0,2769
UTTAR PRADESH,KHIRI,BANKEYGANJ,0,0,0,0,2038,0,2038
UTTAR PRADESH,KHIRI,BEHJAM,0,0,0,0,3834,0,3834
UTTAR PRADESH,KHIRI,BIJUA,0,0,0,0,1769,0,1769
UTTAR PRADESH,KHIRI,DHAUREHRA,0,0,0,0,1137,0,1137
UTTAR PRADESH,KHIRI,ISANAGAR,0,0,0,0,3464,0,3464
UTTAR PRADESH,KHIRI,KHUMBHIGOLA,0,0,0,0,6808,0,6808
UTTAR PRADESH,KHIRI,LAKHIMPUR,0,0,0,0,6524,0,6524
UTTAR PRADESH,KHIRI,MITAULI,0,0,0,1,5173,0,5174
UTTAR PRADESH,KHIRI,MOHAMMADI,0,0,0,0,3506,0,3506
UTTAR PRADESH,KHIRI,NAKAHA,0,1,0,0,4529,0,4530
UTTAR PRADESH,KHIRI,NIGHASAN,0,0,0,0,5198,0,5198
UTTAR PRADESH,KHIRI,PALIA,0,0,0,0,4449,0,4449
UTTAR PRADESH,KHIRI,PASGAWAN,0,0,0,1,2455,0,2456
UTTAR PRADESH,KHIRI,PHOOLBEHAR,0,0,1,0,6290,0,6291
UTTAR PRADESH,KHIRI,RAMIA BEHAR,0,0,0,0,1633,0,1633
UTTAR PRADESH,KUSHI NAGAR,BISHUN PUR,0,0,0,0,2356,0,2356
UTTAR PRADESH,KUSHI NAGAR,DUDAHI,1,0,0,0,1747,0,1748
UTTAR PRADESH,KUSHI NAGAR,FAZIL NAGAR,0,0,0,36,1952,0,1988
UTTAR PRADESH,KUSHI NAGAR,HATA,1,1,0,0,1966,0,1968
UTTAR PRADESH,KUSHI NAGAR,KAPTAN GANJ,0,0,0,1,3815,0,3816
UTTAR PRADESH,KUSHI NAGAR,KASAYA,0,0,0,0,1224,0,1224
UTTAR PRADESH,KUSHI NAGAR,KHADDA,0,0,0,1,1424,0,1425
UTTAR PRADESH,KUSHI NAGAR,MOTI CHAK,1,0,0,0,2401,0,2402
UTTAR PRADESH,KUSHI NAGAR,NEBUAA NAORANGIYA,0,0,0,0,1372,0,1372
UTTAR PRADESH,KUSHI NAGAR,PADRAUNA,0,0,0,0,2669,0,2669
UTTAR PRADESH,KUSHI NAGAR,RAMKOLA,0,0,0,0,1069,0,1069
UTTAR PRADESH,KUSHI NAGAR,SEVARI,0,1,0,0,778,1,780
UTTAR PRADESH,KUSHI NAGAR,SHUKARAULI,0,0,0,0,3458,0,3458
UTTAR PRADESH,KUSHI NAGAR,TAMAKUHI,0,0,0,0,1574,0,1574
UTTAR PRADESH,LALITPUR,BAR,0,0,26,126,134,0,286
UTTAR PRADESH,LUCKNOW,BAKSHI KA TALAB,0,0,0,0,3976,0,3976
UTTAR PRADESH,LUCKNOW,CHINHAT,0,0,0,0,1522,0,1522
UTTAR PRADESH,LUCKNOW,GOSAIGANJ,0,0,0,0,6108,0,6108
UTTAR PRADESH,LUCKNOW,KAKORI,0,0,0,0,1515,0,1515
UTTAR PRADESH,LUCKNOW,MALIHABAD,0,0,0,0,1526,0,1526
UTTAR PRADESH,LUCKNOW,MALL,0,0,0,0,1844,0,1844
UTTAR PRADESH,LUCKNOW,MOHANLALGANJ,0,1,0,0,2991,0,2992
UTTAR PRADESH,LUCKNOW,SAROJNINAGAR,0,0,0,0,2946,0,2946
UTTAR PRADESH,MAHOBA,KABARAI,1,0,0,0,152,0,153
UTTAR PRADESH,MAHOBA,PANWADI,0,0,0,0,20,0,20
UTTAR PRADESH,MAHRAJGANJ,BRIDGEMANGANJ,0,0,0,0,3458,0,3458
UTTAR PRADESH,MAHRAJGANJ,DHANI,0,0,0,0,917,0,917
UTTAR PRADESH,MAHRAJGANJ,GHUGHULI,1,0,0,0,2569,0,2570
UTTAR PRADESH,MAHRAJGANJ,LAKSHMIPUR,0,0,0,0,3195,0,3195
UTTAR PRADESH,MAHRAJGANJ,MAHRAJGANJ SADAR,0,0,0,0,2937,0,2937
