-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to source of finance . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.7.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to source of Finance for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.7.csv"
}
-----
State,District,Block,Government fund,Farmer's saving,Loan & Saving,Subsidy & Bank loan,Subsidy only,Others,Total
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,89,0,0,9,0,0,98
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,0,0,0,5,0,0,5
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,53,0,0,0,0,0,53
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,0,0,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,71,0,0,0,0,0,71
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,19,0,0,0,0,0,19
ANDHRA PRADESH,KARIMNAGAR,METPALLE,0,0,0,2,2,0,4
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,1,0,1,0,0,0,2
ANDHRA PRADESH,KARIMNAGAR,SHANKARA PATNAM,0,0,1,0,0,0,1
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,281,62,10,1,12,0,366
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,97,0,0,3,0,0,100
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,13,0,0,13,0,0,26
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,0,0,0,0,15,0,15
ANDHRA PRADESH,KHAMMAM,CHERLA,372,16,0,0,0,0,388
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,547,3,155,47,0,0,752
ANDHRA PRADESH,KHAMMAM,ENKURU,118,0,0,1,0,0,119
ANDHRA PRADESH,KHAMMAM,GUNDALA,1,0,0,0,0,0,1
ANDHRA PRADESH,KHAMMAM,KHAMMAM (RURAL),5,0,0,0,0,0,5
ANDHRA PRADESH,KHAMMAM,KHAMMAM (URBAN),7,0,4,3,0,0,14
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,25,4,0,6,0,0,35
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,8,0,0,0,0,0,8
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,374,3,0,12,0,0,389
ANDHRA PRADESH,KHAMMAM,MADHIRA,133,13,7,2,5,0,160
ANDHRA PRADESH,KHAMMAM,MANUGUR,7,18,28,17,0,0,70
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,19,0,0,0,0,5,24
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,32,0,0,5,0,0,37
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,4,0,0,0,0,0,4
ANDHRA PRADESH,KHAMMAM,PALWANCHA,13,4,0,29,0,0,46
ANDHRA PRADESH,KHAMMAM,PENUBALLI,29,1,0,12,0,0,42
ANDHRA PRADESH,KHAMMAM,PINAPAKA,721,0,0,6,0,0,727
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,186,15,1,3,0,0,205
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,21,0,0,0,0,0,21
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,200,2,0,13,0,0,215
ANDHRA PRADESH,KHAMMAM,VEMSOOR,112,115,3,8,1,0,239
ANDHRA PRADESH,KHAMMAM,WAZEED,0,0,65,0,0,0,65
ANDHRA PRADESH,KHAMMAM,WYRA,20,0,0,1,0,0,21
ANDHRA PRADESH,KHAMMAM,YELLANDU,2,0,0,2,0,0,4
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,166,0,32,4,0,0,202
ANDHRA PRADESH,KRISHNA,A.KONDURU,0,3,0,0,0,0,3
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,1,0,0,10,0,0,11
ANDHRA PRADESH,KRISHNA,AVANIGADDA,178,40,6,0,0,0,224
ANDHRA PRADESH,KRISHNA,BAPULAPADU,0,15,0,0,0,0,15
ANDHRA PRADESH,KRISHNA,CHALLAPALLE,313,0,11,83,1,0,408
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,114,0,0,0,0,0,114
ANDHRA PRADESH,KRISHNA,CHATRAI,47,10,0,13,0,0,70
ANDHRA PRADESH,KRISHNA,G.KONDURU,365,0,2,0,0,0,367
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,103,0,8,0,0,0,111
ANDHRA PRADESH,KRISHNA,GANNAVARAM,22,3,0,0,0,0,25
ANDHRA PRADESH,KRISHNA,GHANTASALA,237,0,7,4,1,0,249
ANDHRA PRADESH,KRISHNA,GUDIVADA,109,17,1,0,0,0,127
ANDHRA PRADESH,KRISHNA,GUDLAVALLERU,38,0,0,0,0,0,38
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,230,0,160,0,0,0,390
ANDHRA PRADESH,KRISHNA,KANCHIKACHERLA,204,0,13,0,65,0,282
ANDHRA PRADESH,KRISHNA,KANKIPADU,1355,36,10,9,3,0,1413
ANDHRA PRADESH,KRISHNA,KODURU,71,5,9,0,0,0,85
ANDHRA PRADESH,KRISHNA,MOPIDEVI,452,0,0,16,0,0,468
ANDHRA PRADESH,KRISHNA,MOVVA,344,0,2,0,0,0,346
ANDHRA PRADESH,KRISHNA,MUSUNURU,6,21,0,0,30,0,57
ANDHRA PRADESH,KRISHNA,MYLAVARAM,38,0,0,8,0,0,46
ANDHRA PRADESH,KRISHNA,NANDIGAMA,247,0,0,1,0,0,248
ANDHRA PRADESH,KRISHNA,NANDIVADA,22,0,0,0,0,0,22
ANDHRA PRADESH,KRISHNA,PAMARRU,225,14,3,0,0,0,242
ANDHRA PRADESH,KRISHNA,PAMIDIMUKKALA,919,54,2,0,1,0,976
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,447,1,7,0,12,0,467
ANDHRA PRADESH,KRISHNA,PENAMALURU,1134,7,37,1,0,0,1179
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,150,0,0,1,0,0,151
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,55,1,0,0,0,1,57
ANDHRA PRADESH,KRISHNA,THOTLAVALLURU,3,1742,101,97,126,0,2069
ANDHRA PRADESH,KRISHNA,TIRUVURU,64,0,0,9,0,0,73
ANDHRA PRADESH,KRISHNA,UNGUTURU,491,12,0,0,0,0,503
ANDHRA PRADESH,KRISHNA,VATSAVAI,7,0,0,0,0,0,7
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,28,31,0,0,0,0,59
ANDHRA PRADESH,KRISHNA,VIJAYAWADA (URBAN),87,0,1,0,0,0,88
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,261,41,11,1,0,0,314
ANDHRA PRADESH,KRISHNA,VISSANNAPET,108,6,15,8,0,0,137
ANDHRA PRADESH,KRISHNA,VUYYURU,1203,1,39,1,3,0,1247
ANDHRA PRADESH,KURNOOL,ADONI,137,50,12,25,4,1,229
ANDHRA PRADESH,KURNOOL,ALLAGADDA,37,34,2,0,0,0,73
ANDHRA PRADESH,KURNOOL,ALUR,105,11,0,0,1,0,117
ANDHRA PRADESH,KURNOOL,ASPARI,132,6,0,1,1,8,148
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,371,90,27,35,9,0,532
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,122,42,2,2,12,0,180
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,407,231,3,2,0,0,643
ANDHRA PRADESH,KURNOOL,C.BELAGAL,6,0,0,0,0,0,6
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,118,16,0,0,0,0,134
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,24,31,1,0,0,0,56
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,350,2,1,0,32,0,385
ANDHRA PRADESH,KURNOOL,DHONE,164,26,1,8,0,0,199
ANDHRA PRADESH,KURNOOL,GADIVEMULA,66,235,1,1,0,0,303
ANDHRA PRADESH,KURNOOL,GONEGANDLA,134,35,5,16,58,0,248
ANDHRA PRADESH,KURNOOL,GOSPADU,18,5,0,0,0,0,23
ANDHRA PRADESH,KURNOOL,GUDUR,25,1,0,0,0,0,26
ANDHRA PRADESH,KURNOOL,HALAHARVI,22,0,1,0,0,0,23
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,67,4,0,1,0,0,72
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,26,1,1,2,0,0,30
ANDHRA PRADESH,KURNOOL,KALLUR,463,118,4,5,3,3,596
ANDHRA PRADESH,KURNOOL,KODUMUR,360,49,1,1,6,1,418
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,41,7,0,0,0,0,48
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,161,15,0,1,11,0,188
ANDHRA PRADESH,KURNOOL,KOSIGI,6,1,0,0,0,0,7
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,10,10,7,0,0,0,27
ANDHRA PRADESH,KURNOOL,KOWTHALAM,115,7,3,1,0,0,126
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,160,7,1,0,0,11,179
ANDHRA PRADESH,KURNOOL,KURNOOL,153,49,6,2,5,0,215
ANDHRA PRADESH,KURNOOL,MADDIKERA (EAST),16,21,6,0,0,0,43
ANDHRA PRADESH,KURNOOL,MAHANANDI,394,46,16,0,0,0,456
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,2,2,0,1,0,0,5
ANDHRA PRADESH,KURNOOL,MIDTHUR,9,125,2,6,1,0,143
ANDHRA PRADESH,KURNOOL,NANDAVARAM,12,2,1,0,0,0,15
ANDHRA PRADESH,KURNOOL,NANDIKOTKUR,77,13,15,0,2,0,107
ANDHRA PRADESH,KURNOOL,NANDYAL,88,33,0,0,1,0,122
ANDHRA PRADESH,KURNOOL,ORVAKAL,292,92,12,11,12,0,419
ANDHRA PRADESH,KURNOOL,OWK,56,14,1,1,1,0,73
ANDHRA PRADESH,KURNOOL,PAMULAPADU,4,4,0,2,0,0,10
ANDHRA PRADESH,KURNOOL,PANYAM,51,365,14,74,1,0,505
ANDHRA PRADESH,KURNOOL,PATTIKONDA,54,3,4,0,9,0,70
ANDHRA PRADESH,KURNOOL,PEAPALLY,385,46,20,10,0,0,461
ANDHRA PRADESH,KURNOOL,PEDDA KADALUR,10,5,2,2,0,0,19
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,203,45,28,11,33,0,320
ANDHRA PRADESH,KURNOOL,SANJAMALA,196,25,3,1,0,0,225
ANDHRA PRADESH,KURNOOL,SIRVEL,179,30,9,6,1,0,225
ANDHRA PRADESH,KURNOOL,TUGGALI,12,6,0,0,5,0,23
ANDHRA PRADESH,KURNOOL,UYYALAWADA,10,0,0,0,0,0,10
ANDHRA PRADESH,KURNOOL,VELDURTHI,138,0,0,0,0,0,138
ANDHRA PRADESH,KURNOOL,VELGODE,3,0,0,0,0,0,3
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,91,8,1,12,0,0,112
ANDHRA PRADESH,MAHABOOB NAGAR,ACHAMPETA,33,1,1,6,0,0,41
ANDHRA PRADESH,MAHABOOB NAGAR,ADDAKAL,587,41,4,4,0,0,636
ANDHRA PRADESH,MAHABOOB NAGAR,AIZA,91,0,3,0,0,0,94
ANDHRA PRADESH,MAHABOOB NAGAR,ALAMPUR,7,18,0,0,0,0,25
ANDHRA PRADESH,MAHABOOB NAGAR,AMANGAL,249,7,9,10,1,0,276
ANDHRA PRADESH,MAHABOOB NAGAR,AMRABAD,52,0,1,12,0,0,65
ANDHRA PRADESH,MAHABOOB NAGAR,ATMAKUR,81,4,0,2,0,0,87
ANDHRA PRADESH,MAHABOOB NAGAR,BALANAGAR,484,132,20,15,27,0,678
ANDHRA PRADESH,MAHABOOB NAGAR,BALMOOR,83,5,1,2,1,0,92
ANDHRA PRADESH,MAHABOOB NAGAR,BHOOTHPUR,435,11,6,17,0,0,469
ANDHRA PRADESH,MAHABOOB NAGAR,BIJINAPALLE,685,75,27,28,1,0,816
ANDHRA PRADESH,MAHABOOB NAGAR,BOMRASPETA,226,17,13,0,0,0,256
ANDHRA PRADESH,MAHABOOB NAGAR,CHINNACHITAKUNTA,512,149,5,6,4,0,676
ANDHRA PRADESH,MAHABOOB NAGAR,DAMARAGIDDA,146,9,1,1,1,0,158
ANDHRA PRADESH,MAHABOOB NAGAR,DEVARAKADARA,428,105,20,16,5,0,574
ANDHRA PRADESH,MAHABOOB NAGAR,DHANWADA,436,31,1,7,0,0,475
ANDHRA PRADESH,MAHABOOB NAGAR,DHARUR,6,0,0,0,0,0,6
ANDHRA PRADESH,MAHABOOB NAGAR,DOULATABAD,188,7,8,5,1,0,209
ANDHRA PRADESH,MAHABOOB NAGAR,FAROOQNAGAR,1188,417,8,77,3,0,1693
ANDHRA PRADESH,MAHABOOB NAGAR,GADWAL,55,3,0,0,0,0,58
ANDHRA PRADESH,MAHABOOB NAGAR,GHANPUR,377,51,39,8,0,0,475
ANDHRA PRADESH,MAHABOOB NAGAR,GOPALPETA,155,24,5,3,0,0,187
ANDHRA PRADESH,MAHABOOB NAGAR,HANWADA,126,2,1,1,2,0,132
ANDHRA PRADESH,MAHABOOB NAGAR,ITIKYAL,9,21,0,2,0,0,32
ANDHRA PRADESH,MAHABOOB NAGAR,JADCHERLA,588,22,73,7,0,0,690
ANDHRA PRADESH,MAHABOOB NAGAR,KALWAKURTHY,635,73,0,113,0,0,821
ANDHRA PRADESH,MAHABOOB NAGAR,KESHAMPETA,818,95,5,25,3,0,946
ANDHRA PRADESH,MAHABOOB NAGAR,KODAIR,54,0,0,0,0,0,54
ANDHRA PRADESH,MAHABOOB NAGAR,KOILKONDA,324,117,1,4,0,0,446
ANDHRA PRADESH,MAHABOOB NAGAR,KOLLAPUR,3,0,0,0,0,0,3
ANDHRA PRADESH,MAHABOOB NAGAR,KONDURG,383,22,5,14,3,0,427
ANDHRA PRADESH,MAHABOOB NAGAR,KOSGI,356,3,3,3,0,0,365
ANDHRA PRADESH,MAHABOOB NAGAR,KOTHAKOTA,168,30,0,1,0,0,199
ANDHRA PRADESH,MAHABOOB NAGAR,KOTHUR,1126,118,2,3,10,0,1259
ANDHRA PRADESH,MAHABOOB NAGAR,LINGAL,13,4,0,0,0,0,17
ANDHRA PRADESH,MAHABOOB NAGAR,MADDUR,23,218,0,1,0,0,242
ANDHRA PRADESH,MAHABOOB NAGAR,MADGUL,653,17,0,0,0,0,670
ANDHRA PRADESH,MAHABOOB NAGAR,MAGANOOR,255,7,2,1,0,1,266
ANDHRA PRADESH,MAHABOOB NAGAR,MAHBUBNAGAR,566,49,34,3,3,0,655
ANDHRA PRADESH,MAHABOOB NAGAR,MAKTHAL,165,35,1,4,0,0,205
ANDHRA PRADESH,MAHABOOB NAGAR,MALDAKAL,51,0,3,0,0,0,54
ANDHRA PRADESH,MAHABOOB NAGAR,MANOPADU,11,4,0,0,0,0,15
ANDHRA PRADESH,MAHABOOB NAGAR,MIDJIL,1097,129,9,89,0,0,1324
ANDHRA PRADESH,MAHABOOB NAGAR,NAGARKURNOOL,157,88,5,5,0,0,255
ANDHRA PRADESH,MAHABOOB NAGAR,NARAYANPET,181,55,1,0,0,0,237
ANDHRA PRADESH,MAHABOOB NAGAR,NARVA,285,57,1,11,0,0,354
ANDHRA PRADESH,MAHABOOB NAGAR,NAWABPET,420,76,56,5,0,2,559
ANDHRA PRADESH,MAHABOOB NAGAR,PANGAL,83,8,6,3,0,0,100
ANDHRA PRADESH,MAHABOOB NAGAR,PEBBAIR,2,2,0,0,0,0,4
ANDHRA PRADESH,MAHABOOB NAGAR,PEDDAKOTHAPALLE,32,0,0,2,0,0,34
ANDHRA PRADESH,MAHABOOB NAGAR,PEDDAMANDADI,141,29,16,4,0,0,190
ANDHRA PRADESH,MAHABOOB NAGAR,TADOOR,471,42,15,20,0,0,548
ANDHRA PRADESH,MAHABOOB NAGAR,TALAKONDAPALLE,335,68,0,25,0,0,428
ANDHRA PRADESH,MAHABOOB NAGAR,TELKAPALLE,179,1,0,1,0,0,181
ANDHRA PRADESH,MAHABOOB NAGAR,THIMMAJIPETA,267,32,45,96,44,1,485
ANDHRA PRADESH,MAHABOOB NAGAR,UPPUNUNTHALA,99,6,2,2,0,0,109
ANDHRA PRADESH,MAHABOOB NAGAR,UTKOOR,278,23,1,5,0,0,307
ANDHRA PRADESH,MAHABOOB NAGAR,VANGOOR,287,4,7,4,0,1,303
ANDHRA PRADESH,MAHABOOB NAGAR,VEEPANGANDLA,70,2,1,0,0,0,73
ANDHRA PRADESH,MAHABOOB NAGAR,VELDANDA,159,16,0,0,0,0,175
ANDHRA PRADESH,MAHABOOB NAGAR,WADDEPALLE,13,4,0,3,0,0,20
ANDHRA PRADESH,MAHABOOB NAGAR,WANAPARTHY,160,7,0,2,0,0,169
ANDHRA PRADESH,MEDAK,ALLADURG,271,27,26,6,16,6,352
ANDHRA PRADESH,MEDAK,ANDOLE,488,58,3,2,74,0,625
ANDHRA PRADESH,MEDAK,CHEGUNTA,1043,108,6,6,2,5,1170
ANDHRA PRADESH,MEDAK,CHINNAKODUR,66,0,0,0,0,0,66
ANDHRA PRADESH,MEDAK,DOULTABAD,893,995,269,1,0,0,2158
ANDHRA PRADESH,MEDAK,DUBBAK,641,15,4,0,0,0,660
ANDHRA PRADESH,MEDAK,GAJWEL,2287,37,6,16,2,1,2349
ANDHRA PRADESH,MEDAK,HATHNOORA,651,62,12,6,90,4,825
ANDHRA PRADESH,MEDAK,JAGDEVPUR,872,68,0,3,7,0,950
ANDHRA PRADESH,MEDAK,JHARASANGAM,31,9,1,1,0,0,42
ANDHRA PRADESH,MEDAK,JINNARAM,1180,19,18,5,18,0,1240
ANDHRA PRADESH,MEDAK,KALHER,364,110,3,0,0,1,478
ANDHRA PRADESH,MEDAK,KANGTI,27,1,1,1,5,0,35
ANDHRA PRADESH,MEDAK,KOHIR,39,65,25,3,0,0,132
ANDHRA PRADESH,MEDAK,KONDAPAK,669,40,0,8,11,0,728
ANDHRA PRADESH,MEDAK,KONDAPUR,297,39,4,12,0,0,352
ANDHRA PRADESH,MEDAK,KOWDIPALLI,1673,178,371,36,289,0,2547
ANDHRA PRADESH,MEDAK,KULCHARAM,931,32,5,8,0,0,976
ANDHRA PRADESH,MEDAK,MEDAK,1534,46,1,6,0,0,1587
ANDHRA PRADESH,MEDAK,MIRDODDI,968,12,0,6,9,0,995
ANDHRA PRADESH,MEDAK,MULUG,1404,126,3,0,104,3,1640
ANDHRA PRADESH,MEDAK,MUNPALLE,150,26,8,35,0,1,220
ANDHRA PRADESH,MEDAK,NANGANUR,122,25,0,0,0,0,147
ANDHRA PRADESH,MEDAK,NARAYANKHED,36,3,16,1,1,0,57
ANDHRA PRADESH,MEDAK,NARSAPUR,1325,140,39,47,3,14,1568
ANDHRA PRADESH,MEDAK,NYALKAL,77,5,0,7,0,0,89
ANDHRA PRADESH,MEDAK,PAPANNAPET,163,6,11,0,277,25,482
ANDHRA PRADESH,MEDAK,PATANCHERU,535,19,2,1,7,0,564
ANDHRA PRADESH,MEDAK,RAIKODE,14,13,5,0,0,0,32
ANDHRA PRADESH,MEDAK,RAMAYAMPET,663,6,6,1,0,0,676
ANDHRA PRADESH,MEDAK,RAMCHANDRAPURAM,234,32,14,2,0,0,282
ANDHRA PRADESH,MEDAK,REGODE,35,36,2,1,0,0,74
ANDHRA PRADESH,MEDAK,SADASIVPET,398,159,12,38,0,1,608
ANDHRA PRADESH,MEDAK,SANGAREDDY,582,240,84,8,0,1,915
ANDHRA PRADESH,MEDAK,SHANKARAMPET[A],100,11,1,0,0,0,112
ANDHRA PRADESH,MEDAK,SHANKARAMPET[R],592,0,2,0,0,0,594
ANDHRA PRADESH,MEDAK,SHIVAMPET,495,25,18,12,0,30,580
ANDHRA PRADESH,MEDAK,SIDDIPET,138,0,0,0,0,0,138
ANDHRA PRADESH,MEDAK,TEKMAL,150,28,0,5,264,0,447
ANDHRA PRADESH,MEDAK,TUPRAN,157,106,23,0,0,0,286
ANDHRA PRADESH,MEDAK,WARGAL,2088,111,6,1,7,0,2213
ANDHRA PRADESH,MEDAK,YELDURTHY,518,7,32,2,0,0,559
ANDHRA PRADESH,MEDAK,ZAHIRABAD,184,99,38,8,2,0,331
ANDHRA PRADESH,NALGONDA,ALAIR,226,15,0,0,0,0,241
ANDHRA PRADESH,NALGONDA,ANUMULA,404,36,2,0,0,0,442
ANDHRA PRADESH,NALGONDA,ATMAKUR(M),22,1,0,0,0,0,23
ANDHRA PRADESH,NALGONDA,ATMAKUR(S),515,10,0,0,0,0,525
ANDHRA PRADESH,NALGONDA,BHUVANAGIRI,411,13,8,3,0,0,435
ANDHRA PRADESH,NALGONDA,BIBINAGAR,347,6,10,1,0,0,364
ANDHRA PRADESH,NALGONDA,BOMMALARAMARAM,594,0,1,0,0,0,595
ANDHRA PRADESH,NALGONDA,CHANDAM PET,72,8,1,4,0,0,85
ANDHRA PRADESH,NALGONDA,CHANDUR,477,40,22,13,9,0,561
ANDHRA PRADESH,NALGONDA,CHILKUR,3,0,0,0,0,0,3
ANDHRA PRADESH,NALGONDA,CHINTHA PALLE,19,7,0,0,0,0,26
ANDHRA PRADESH,NALGONDA,CHITYALA,12,452,4,4,8,0,480
ANDHRA PRADESH,NALGONDA,CHIVVEMLA,87,15,0,0,0,0,102
ANDHRA PRADESH,NALGONDA,CHOUTUPPAL,239,22,0,1,0,0,262
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,52,1,22,0,0,0,75
ANDHRA PRADESH,NALGONDA,DEVARAKONDA,14,0,0,0,0,0,14
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,24,0,1,0,0,0,25
ANDHRA PRADESH,NALGONDA,GUNDALA,178,0,0,3,0,0,181
ANDHRA PRADESH,NALGONDA,GUNDLA PALLE,256,16,4,3,0,0,279
ANDHRA PRADESH,NALGONDA,GURRAMPODE,76,9,0,0,0,0,85
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,4,0,0,0,0,0,4
ANDHRA PRADESH,NALGONDA,JAJI REDDI GUDEM,341,4,14,12,49,0,420
ANDHRA PRADESH,NALGONDA,KANGAL,1088,1,7,3,1,0,1100
ANDHRA PRADESH,NALGONDA,KATTANGOOR,267,1,0,4,0,0,272
ANDHRA PRADESH,NALGONDA,KETHE PALLE,9,0,4,0,0,0,13
ANDHRA PRADESH,NALGONDA,KODAD,2,0,0,0,0,0,2
ANDHRA PRADESH,NALGONDA,M.TURKA PALLE,197,20,2,3,4,0,226
ANDHRA PRADESH,NALGONDA,MARRIGUDA,171,9,0,26,17,0,223
ANDHRA PRADESH,NALGONDA,MELLA CHERVU,48,37,0,0,0,0,85
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,114,15,31,30,0,0,190
ANDHRA PRADESH,NALGONDA,MOTHEY,382,2,1,0,0,0,385
ANDHRA PRADESH,NALGONDA,MOTHKUR,612,0,2,1,0,0,615
ANDHRA PRADESH,NALGONDA,MUNAGALA,1,0,0,0,0,0,1
ANDHRA PRADESH,NALGONDA,MUNUGODE,259,14,2,6,9,0,290
ANDHRA PRADESH,NALGONDA,NADIGUDEM,11,0,0,0,0,0,11
ANDHRA PRADESH,NALGONDA,NAKREKAL,40,0,0,0,0,0,40
ANDHRA PRADESH,NALGONDA,NALGONDA,568,13,8,3,12,0,604
ANDHRA PRADESH,NALGONDA,NARAYANPUR,554,48,1,16,3,0,622
ANDHRA PRADESH,NALGONDA,NARKETPALLE,137,0,3,2,2,0,144
ANDHRA PRADESH,NALGONDA,NEREDCHERLA,30,0,2,0,0,0,32
ANDHRA PRADESH,NALGONDA,NIDAMANOOR,365,14,5,0,0,0,384
ANDHRA PRADESH,NALGONDA,PEDDA ADISERLA PALLE,40,0,1,2,0,0,43
ANDHRA PRADESH,NALGONDA,PEDDAVOORA,349,64,5,0,0,0,418
ANDHRA PRADESH,NALGONDA,PENPAHAD,13,190,3,0,4,1,211
ANDHRA PRADESH,NALGONDA,POCHAMPALLE,84,3,0,0,0,0,87
ANDHRA PRADESH,NALGONDA,RAJAPET,161,1,3,0,0,0,165
ANDHRA PRADESH,NALGONDA,RAMANNAPETA,234,25,3,2,2,0,266
ANDHRA PRADESH,NALGONDA,SALI GOURARAM,93,0,1,5,0,0,99
ANDHRA PRADESH,NALGONDA,SURYAPET,58,2,5,2,1,0,68
ANDHRA PRADESH,NALGONDA,THIPPARTHI,269,6,4,0,0,0,279
ANDHRA PRADESH,NALGONDA,THIRUMALAGIRI,334,19,8,15,0,0,376
ANDHRA PRADESH,NALGONDA,THRIPURARAM,140,0,0,0,0,0,140
ANDHRA PRADESH,NALGONDA,THUNGATHURTHI,145,0,1,2,0,0,148
ANDHRA PRADESH,NALGONDA,VALIGONDA,121,51,5,3,0,0,180
ANDHRA PRADESH,NALGONDA,VEMULA PALLE,630,30,4,0,0,0,664
ANDHRA PRADESH,NALGONDA,YADAGIRIGUTTA,105,0,1,0,0,0,106
ANDHRA PRADESH,NELLORE,ALLUR,0,127,0,0,1,0,128
ANDHRA PRADESH,NELLORE,ANANTHASAGARAM,333,2,24,0,0,0,359
ANDHRA PRADESH,NELLORE,ANUMASAMUDRAMPETA,0,31,0,0,0,0,31
ANDHRA PRADESH,NELLORE,ATMAKUR,3,475,16,12,0,0,506
ANDHRA PRADESH,NELLORE,BALAYAPALLE,1,94,0,1,1,0,97
ANDHRA PRADESH,NELLORE,BOGOLE,2,116,1,0,5,1,125
ANDHRA PRADESH,NELLORE,BUT'PALEM (VAVVERU),18,1934,38,3,1,0,1994
ANDHRA PRADESH,NELLORE,CHEJERLA,217,1,70,2,0,0,290
ANDHRA PRADESH,NELLORE,CHILLAKUR,0,204,0,2,1,0,207
ANDHRA PRADESH,NELLORE,CHITTAMUR,989,97,66,16,0,0,1168
ANDHRA PRADESH,NELLORE,DAGADARTHI,0,49,0,0,0,0,49
ANDHRA PRADESH,NELLORE,DAKKILI,67,40,0,1,1,0,109
ANDHRA PRADESH,NELLORE,DORAVARISATRAM,552,26,14,1,0,0,593
ANDHRA PRADESH,NELLORE,DUTTALUR,15,10,0,9,0,0,34
ANDHRA PRADESH,NELLORE,GUDUR,502,1,3,1,8,0,515
ANDHRA PRADESH,NELLORE,INDUKURPET,2533,132,469,0,0,0,3134
ANDHRA PRADESH,NELLORE,JALADANKI,0,124,2,3,8,1,138
ANDHRA PRADESH,NELLORE,KALIGIRI,8,20,3,7,6,0,44
ANDHRA PRADESH,NELLORE,KALUVOYA,0,124,14,2,1,0,141
ANDHRA PRADESH,NELLORE,KAVALI,0,32,0,15,35,0,82
ANDHRA PRADESH,NELLORE,KODAVALUR,4,771,13,0,1,0,789
ANDHRA PRADESH,NELLORE,KONDAPURAM,0,71,6,0,2,0,79
ANDHRA PRADESH,NELLORE,KOTA,1488,21,104,5,0,0,1618
ANDHRA PRADESH,NELLORE,KOVUR,62,2058,9,38,3,0,2170
ANDHRA PRADESH,NELLORE,MANUBOLU,1,458,13,8,1,12,493
ANDHRA PRADESH,NELLORE,MARRIPADU,29,216,46,12,0,0,303
ANDHRA PRADESH,NELLORE,MUTHUKUR,620,46,80,35,396,414,1591
ANDHRA PRADESH,NELLORE,NAIDUPETA,318,1508,43,36,1,0,1906
ANDHRA PRADESH,NELLORE,NELLORE,195,998,43,13,0,0,1249
ANDHRA PRADESH,NELLORE,OJILI,12,309,0,0,90,0,411
ANDHRA PRADESH,NELLORE,PELLAKUR,52,736,53,94,31,3,969
ANDHRA PRADESH,NELLORE,PODALAKUR,6,654,201,8,2,0,871
