-----
{
 "description": "The table refers to Block wise Culturable Command Area and Potential Created through Dugwells. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.12.csv", 
 "title": "Download CSV for Blockwise Culturable Command Area and Potential Created through Dugwells", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.12.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total,
BIHAR,SARAN,MARAURAH,77,26,51,26,19,122,
BIHAR,SARAN,MASHRAKH,279,55,225,0,0,280,
BIHAR,SARAN,NAGRA,140,35,159,18,2,212,
BIHAR,SARAN,PANAPUR,95,0,95,0,1,97,
BIHAR,SARAN,REVILGANJ,121,43,101,1,3,148,
BIHAR,SARAN,SADAR,504,247,250,2,62,561,
BIHAR,SARAN,SONPUR,341,386,91,1,51,530,
BIHAR,SARAN,TRAIYA,1231,461,756,1,79,1297,
BIHAR,SHEKHPURA,ARIYARI,83,75,71,14,12,173,
BIHAR,SHEKHPURA,BARBIGHA,28,21,16,0,0,37,
BIHAR,SHEKHPURA,CHEWARA,35,51,38,20,20,129,
BIHAR,SHEKHPURA,GHAT KUSUMBHA,9,2,4,43,1,50,
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,79,44,57,3,0,104,
BIHAR,SHEKHPURA,SHEKHPURA,28,15,12,3,1,31,
BIHAR,SIWAN,ANDER,509,449,475,189,192,1305,
BIHAR,SIWAN,BARHARIA,431,141,256,26,64,488,
BIHAR,SIWAN,BASANTPUR,457,404,533,23,6,967,
BIHAR,SIWAN,BHAGWANPUR-HAT,1449,952,1348,164,117,2580,
BIHAR,SIWAN,DARAULI,1014,272,867,76,1,1215,
BIHAR,SIWAN,DARAUNDHA,456,391,392,89,89,961,
BIHAR,SIWAN,GOREAKOTHI,888,331,808,90,113,1342,
BIHAR,SIWAN,GUTHANI,1268,1181,1183,0,0,2364,
BIHAR,SIWAN,HASANPURA,271,108,216,57,52,435,
BIHAR,SIWAN,HUSSAINGANJ,365,68,286,32,32,419,
BIHAR,SIWAN,JIRADEI,519,262,391,111,136,899,
BIHAR,SIWAN,LAKRI NABIGANJ,403,229,364,5,8,606,
BIHAR,SIWAN,MAHARAJGANJ,1641,1131,1252,0,150,2533,
BIHAR,SIWAN,MAIRWA,294,70,207,1,29,306,
BIHAR,SIWAN,NAUTAN,342,60,229,9,57,355,
BIHAR,SIWAN,PACHRUKHI,313,281,308,128,118,835,
BIHAR,SIWAN,RAGHUNATHPUR,249,144,281,114,43,582,
BIHAR,SIWAN,SISWAN,559,9,621,2,85,717,
BIHAR,SIWAN,SIWAN,728,430,638,85,91,1244,
BIHAR,VAISHALI,BIDUPUR,1319,345,454,615,204,1618,
BIHAR,VAISHALI,CHEHRAKALA,4,2,3,2,3,10,
BIHAR,VAISHALI,GORAUL,2,2,3,0,0,5,
BIHAR,VAISHALI,HAJIPUR,101,91,134,136,0,361,
BIHAR,VAISHALI,LALGANJ,25,8,15,2,0,26,
BIHAR,VAISHALI,MAHNAR,63,35,37,0,0,71,
BIHAR,VAISHALI,PATEDHI BELSAR,2,0,1,0,0,2,
BIHAR,VAISHALI,PATEPUR,206,103,103,1,0,207,
BIHAR,VAISHALI,SAHDEI BUZURG,16,6,6,4,0,16,
CHHATTISGARH,BASTER,JAGDALPUR,1563,1188,390,1,0,1578,
CHHATTISGARH,BASTER,KESHKAL,1000,148,853,0,0,1001,
CHHATTISGARH,BASTER,KONDAGAON,1229,1090,408,0,0,1499,
CHHATTISGARH,BASTER,NARAYANPUR,554,553,13,1,0,567,
CHHATTISGARH,BILASPUR,BELHA,401,123,379,3,0,504,
CHHATTISGARH,BILASPUR,BILASPUR,1913,681,1629,33,13,2355,
CHHATTISGARH,BILASPUR,KOTA,428,179,365,2,0,546,
CHHATTISGARH,BILASPUR,LORMI,3245,1722,2957,1037,0,5716,
CHHATTISGARH,BILASPUR,MASTURI,312,117,221,2,19,358,
CHHATTISGARH,BILASPUR,MUNGELI,1956,820,1781,33,2,2636,
CHHATTISGARH,BILASPUR,PENDRA-ROAD,2068,1115,1431,15,0,2561,
CHHATTISGARH,BILASPUR,TAKHATPUR,1379,611,1135,33,0,1779,
CHHATTISGARH,DANTEWADA,BEEJAPUR,93,90,82,0,0,172,
CHHATTISGARH,DANTEWADA,BHOPALPATNAM,230,242,152,1,1,396,
CHHATTISGARH,DANTEWADA,DANTEVADA,105,104,1,0,0,105,
CHHATTISGARH,DANTEWADA,KONTA,209,228,25,0,0,253,
CHHATTISGARH,DHAMTARI,DHAMTARI,2746,2778,455,109,105,3446,
CHHATTISGARH,DHAMTARI,KURUD,1962,1917,1567,5,8,3497,
CHHATTISGARH,DHAMTARI,NAGARI,1205,1178,408,19,0,1605,
CHHATTISGARH,DURG,BALOD,2739,2636,991,145,337,4109,
CHHATTISGARH,DURG,BEMETARA,71,54,40,0,0,94,
CHHATTISGARH,DURG,BERLA,2690,1993,519,601,0,3113,
CHHATTISGARH,DURG,DHMADHA,1328,1245,656,20,0,1921,
CHHATTISGARH,DURG,DONDILOHAR,255,249,27,0,0,276,
CHHATTISGARH,DURG,DURG,1811,1610,933,17,4,2564,
CHHATTISGARH,DURG,GUNDERDEHI,1744,1589,587,7,20,2203,
CHHATTISGARH,DURG,GURUR,1376,1138,442,4,7,1591,
CHHATTISGARH,DURG,NAVAGARH,469,450,290,4,0,745,
CHHATTISGARH,DURG,PATAN,1040,813,515,0,1,1328,
CHHATTISGARH,DURG,SAJA,1230,1140,562,6,0,1708,
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,2366,813,1964,16,1,2794,
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,3982,3426,644,11,0,4081,
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,3211,1715,2262,25,0,4002,
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,1756,642,1304,15,1,1962,
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,2716,950,2170,13,0,3133,
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,383,96,313,4,2,415,
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,1553,559,1042,10,0,1610,
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,156,82,88,1,2,172,
CHHATTISGARH,JASHPUR,BAGICHA,4142,1342,2863,32,21,4259,
CHHATTISGARH,JASHPUR,JASHPUR,5357,2386,2974,55,1,5416,
CHHATTISGARH,JASHPUR,KUNKURI,7356,3977,3436,20,0,7433,
CHHATTISGARH,JASHPUR,PATHALGAON,3730,2779,969,6,10,3765,
CHHATTISGARH,KANKER,ANTAGAR,443,440,441,7,3,891,
CHHATTISGARH,KANKER,BHANUPRATAPPUR,4749,5603,1902,100,0,7606,
CHHATTISGARH,KANKER,CHARAMA,3870,3865,153,10,1,4028,
CHHATTISGARH,KANKER,KANKER,743,742,234,0,5,982,
CHHATTISGARH,KANKER,NARHARPUR,1275,1261,434,7,8,1710,
CHHATTISGARH,KANKER,PAKHANJUR,52,49,25,0,0,74,
CHHATTISGARH,KORBA,KARTALA,1901,1503,1175,74,8,2760,
CHHATTISGARH,KORBA,KATGHORA,1781,2681,666,16,3,3365,
CHHATTISGARH,KORBA,KORBA,580,458,165,12,3,638,
CHHATTISGARH,KORBA,PALI,1187,965,330,18,8,1321,
CHHATTISGARH,KORIA,BAIKUNTHPUR,7727,6690,1057,2,14,7762,
CHHATTISGARH,KORIA,BHARATPUR,41,0,41,0,0,41,
CHHATTISGARH,KORIA,MANENDRAGARH,3634,52,3588,0,0,3640,
CHHATTISGARH,KORIA,SONHAT,2081,55,2088,0,1,2143,
CHHATTISGARH,KVARDHA,KVARDHA,1776,1803,273,38,9,2123,
CHHATTISGARH,KVARDHA,PANDARIYA,987,972,262,31,0,1265,
CHHATTISGARH,MAHASAMUND,BASNA,1113,1006,231,1,0,1237,
CHHATTISGARH,MAHASAMUND,MAHASAMUND,4098,3629,1434,19,1,5083,
CHHATTISGARH,MAHASAMUND,SARIYPALI,2185,2170,220,9,0,2399,
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,3002,366,2677,4,0,3047,
CHHATTISGARH,RAIGARH,GHARGODA,1290,267,1038,7,0,1312,
CHHATTISGARH,RAIGARH,KHARSIYA,351,94,266,1,0,361,
CHHATTISGARH,RAIGARH,LAILUNGA,3643,1194,2438,19,0,3651,
CHHATTISGARH,RAIGARH,RAIGARH,1179,207,1074,2,0,1283,
CHHATTISGARH,RAIGARH,SARANGARH,4307,1037,3498,23,2,4560,
CHHATTISGARH,RAIPUR,ABHANPUR,1368,1063,788,0,8,1858,
CHHATTISGARH,RAIPUR,ARANG,1128,1084,583,5,22,1694,
CHHATTISGARH,RAIPUR,BHATAPARA,129,127,42,0,0,169,
CHHATTISGARH,RAIPUR,BILAIGARH,558,556,109,0,0,665,
CHHATTISGARH,RAIPUR,BLOUDABAJAR,1160,1154,414,12,0,1580,
CHHATTISGARH,RAIPUR,DEVBHOG,524,482,362,18,0,863,
CHHATTISGARH,RAIPUR,GARIYABAND,2827,2755,1048,7,0,3810,
CHHATTISGARH,RAIPUR,KASDOL,834,1361,522,23,0,1906,
CHHATTISGARH,RAIPUR,PALARI,300,313,72,0,0,385,
CHHATTISGARH,RAIPUR,RAIPUR,978,946,527,3,44,1521,
CHHATTISGARH,RAIPUR,RAJIM,1971,1482,931,7,0,2420,
CHHATTISGARH,RAIPUR,SIMGA,232,231,75,15,0,321,
CHHATTISGARH,RAIPUR,TILDA,1241,1268,436,0,20,1723,
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,102,103,31,5,0,139,
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,898,1630,504,12,3,2148,
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,694,638,198,8,1,844,
CHHATTISGARH,RAJNANDGAON,DONGAR GARH,448,444,189,10,1,644,
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,1055,1056,388,5,6,1455,
CHHATTISGARH,RAJNANDGAON,MANPUR,611,478,285,9,5,777,
CHHATTISGARH,RAJNANDGAON,MOHLA,814,807,265,0,0,1072,
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,2761,2745,1386,77,76,4285,
CHHATTISGARH,SURGUJA,AMBIKAPUR,4484,126,4367,21,1,4515,
CHHATTISGARH,SURGUJA,LUNDRA,1045,74,986,20,2,1083,
CHHATTISGARH,SURGUJA,PAL,3492,102,3459,24,4,3588,
CHHATTISGARH,SURGUJA,PRATAPPUR,2665,34,2639,34,1,2708,
CHHATTISGARH,SURGUJA,RAJPUR,1428,18,1416,9,6,1449,
CHHATTISGARH,SURGUJA,SAMRI,1948,62,1900,11,0,1972,
CHHATTISGARH,SURGUJA,SITAPUR,3578,135,3520,18,1,3675,
CHHATTISGARH,SURGUJA,SURAJPUR,15311,1109,14454,60,1,15625,
CHHATTISGARH,SURGUJA,WADRAFNAGAR,1538,32,1512,5,1,1549,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,133,121,75,11,0,208,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DADRA,10,10,3,0,0,14,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DAPADA,117,115,39,5,0,159,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,4,4,1,0,0,5,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KHANVEL,34,34,24,0,0,58,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KILAVANI,48,47,23,0,0,71,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,MANDONI,35,35,12,0,0,47,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,NAROLI,229,229,109,24,0,363,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,RANDHA,102,102,56,0,0,158,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-I,102,99,161,13,0,273,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-II,58,58,38,13,0,108,
GOA,NORTH GOA,BARDEZ,290,193,84,75,70,421,
GOA,NORTH GOA,BICHOLIM,349,0,84,204,71,359,
GOA,NORTH GOA,PERNEM,247,14,29,139,66,249,
GOA,NORTH GOA,PONDA,561,0,3,571,12,586,
GOA,NORTH GOA,SATTARI,483,0,7,462,15,485,
GOA,NORTH GOA,TISWADI,430,0,301,77,71,449,
GOA,SOUTH GOA,CANACONA,294,3,61,142,92,298,
GOA,SOUTH GOA,MORMUGAO,32,0,10,20,2,32,
GOA,SOUTH GOA,QUEPEM,336,0,12,287,37,337,
GOA,SOUTH GOA,SALCETE,117,38,30,53,18,139,
GOA,SOUTH GOA,SANGUEM,776,1,49,685,60,795,
GUJARAT,AHMEDABAD,BARWALA,39368,50593,18907,200,100,69800,
GUJARAT,AHMEDABAD,BAVLA,6633,3422,2552,352,520,6846,
GUJARAT,AHMEDABAD,DASKROI,4929,4736,140,12,46,4934,
GUJARAT,AHMEDABAD,DETROJ-RAMPURA,965,723,243,0,0,966,
GUJARAT,AHMEDABAD,DHANDHUKA,10354,10174,1193,1,0,11369,
GUJARAT,AHMEDABAD,DHOLKA,2698,1453,1063,185,117,2818,
GUJARAT,AHMEDABAD,MANDAL,606,6,96,5,502,608,
GUJARAT,AHMEDABAD,RANPUR,4772,4264,624,74,40,5002,
GUJARAT,AHMEDABAD,SANAND,3960,3967,1220,69,2,5258,
GUJARAT,AHMEDABAD,VIRAMGAM,7881,7431,1223,743,5,9402,
GUJARAT,AMRELI,AMRELI,16392,16392,0,0,0,16392,
GUJARAT,AMRELI,BABRA,27667,27667,710,0,0,28377,
GUJARAT,AMRELI,BAGASARA,7138,7138,0,0,0,7138,
GUJARAT,AMRELI,DHARI,16455,16455,0,0,0,16455,
GUJARAT,AMRELI,JAFRABAD,7810,7810,0,0,0,7810,
GUJARAT,AMRELI,KHAMBHA,12070,12070,0,0,0,12070,
GUJARAT,AMRELI,KUNKAVAV VADIA,11295,11295,0,0,0,11295,
GUJARAT,AMRELI,LATHI,20264,20264,382,0,0,20646,
GUJARAT,AMRELI,LILIA,6692,6692,0,0,0,6692,
GUJARAT,AMRELI,RAJULA,13594,13594,0,0,0,13594,
GUJARAT,AMRELI,SAVARKUNDLA,43223,43223,328,0,0,43551,
GUJARAT,ANAND,ANAND,6872,1678,4514,138,2729,9059,
GUJARAT,ANAND,ANKLAV,2415,1014,2486,102,1486,5088,
GUJARAT,ANAND,BORSAD,247,82,204,0,123,409,
GUJARAT,ANAND,PETLAD,4267,1198,2870,7,1725,5800,
GUJARAT,ANAND,SOJITRA,2467,671,1639,0,1041,3351,
GUJARAT,ANAND,TARAPUR,2970,797,2012,5,1188,4002,
GUJARAT,ANAND,UMRETH,5272,1960,4220,0,2571,8751,
GUJARAT,BANASKANTHA,AMIRGADH,8602,7940,4660,170,124,12895,
GUJARAT,BANASKANTHA,BHABHAR,2850,1143,1812,47,51,3053,
GUJARAT,BANASKANTHA,DANTA,8661,8614,5198,582,566,14959,
GUJARAT,BANASKANTHA,DANTIWADA,5106,5062,4945,8,4697,14712,
GUJARAT,BANASKANTHA,DEESA,27823,26315,23359,69,8663,58406,
GUJARAT,BANASKANTHA,DEODAR,380,291,200,0,0,490,
GUJARAT,BANASKANTHA,DHANERA,26037,23957,24886,342,1930,51115,
GUJARAT,BANASKANTHA,KANKAREJ,6117,3722,2298,12,286,6319,
GUJARAT,BANASKANTHA,PALANPUR,24167,14886,9243,229,1295,25652,
GUJARAT,BANASKANTHA,THARAD,24608,15155,17829,2529,7,35521,
GUJARAT,BANASKANTHA,VADAGAM,18773,15483,9888,727,2049,28146,
GUJARAT,BANASKANTHA,WAV,2127,1184,1045,50,111,2389,
GUJARAT,BHARUCH,AMOD,3514,1814,2819,6,0,4639,
GUJARAT,BHARUCH,ANKLESVAR,106,21,99,0,0,120,
GUJARAT,BHARUCH,BHARUCH,2100,145,1833,329,1632,3940,
GUJARAT,BHARUCH,HANSOT,436,209,411,18,0,638,
GUJARAT,BHARUCH,JAMBUSAR,350,348,500,0,0,848,
GUJARAT,BHARUCH,JHAGADIA,3690,788,1847,1013,53,3701,
GUJARAT,BHARUCH,VAGRA,293,41,256,0,1,297,
GUJARAT,BHARUCH,VALIA,4883,357,2626,2020,0,5003,
GUJARAT,BHAVNAGAR,BHAVNAGAR,11015,11015,6197,134,3,17350,
GUJARAT,BHAVNAGAR,BOTAD,12817,12813,6409,0,0,19222,
GUJARAT,BHAVNAGAR,GADHADA,21992,22128,7587,0,0,29715,
GUJARAT,BHAVNAGAR,GARIADHAR,10729,10729,5036,0,0,15765,
GUJARAT,BHAVNAGAR,GHOGHA,15605,15219,9318,0,0,24537,
GUJARAT,BHAVNAGAR,MAHUVA,51603,51599,25798,0,0,77397,
GUJARAT,BHAVNAGAR,PALITANA,23470,21123,11735,0,0,32858,
GUJARAT,BHAVNAGAR,SIHOR,19192,19111,10755,85,0,29951,
GUJARAT,BHAVNAGAR,TALAJA,36371,36367,21818,0,0,58185,
GUJARAT,BHAVNAGAR,UMRALA,18819,18819,7509,0,0,26328,
GUJARAT,BHAVNAGAR,VALLABHIPUR,6211,6211,3726,0,0,9938,
GUJARAT,DAHOD,DEVGADH BARIA,8067,5544,2639,4,0,8186,
GUJARAT,DAHOD,DHANPUR,3753,3749,1180,0,0,4929,
GUJARAT,DAHOD,DOHAD,6645,5767,3013,4,5,8788,
GUJARAT,DAHOD,FATEPURA,9113,6317,6093,5,4,12419,
GUJARAT,DAHOD,GARBADA,3302,2617,2642,6,6,5271,
GUJARAT,DAHOD,JHALOD,13992,12303,9982,12,4,22300,
GUJARAT,DAHOD,LIMKHEDA,10768,10729,3947,49,0,14726,
GUJARAT,DANG,DANG,4170,4109,557,0,0,4667,
GUJARAT,GANDHINAGAR,DEHGAM,43,28,15,0,0,43,
GUJARAT,GANDHINAGAR,GANDHINAGAR,93,56,35,1,2,93,
GUJARAT,JAMNAGAR,BHANVAD,16381,15561,10644,0,0,26205,
GUJARAT,JAMNAGAR,DHROL,5003,4752,2751,0,0,7504,
GUJARAT,JAMNAGAR,JAMJODHPUR,13861,13167,9007,0,0,22174,
GUJARAT,JAMNAGAR,JAMNAGAR,18077,17173,9941,0,0,27113,
GUJARAT,JAMNAGAR,JODIYA,1869,1775,1214,0,0,2989,
GUJARAT,JAMNAGAR,KALAVAD,26255,24950,15749,0,0,40699,
GUJARAT,JAMNAGAR,KALYANPUR,19679,18695,12788,0,0,31483,
GUJARAT,JAMNAGAR,KHAMBHALIA,21812,20720,11993,0,0,32714,
GUJARAT,JAMNAGAR,LALPUR,16305,15489,10594,0,0,26083,
GUJARAT,JAMNAGAR,OKHA MANDAL,4435,4213,2439,0,0,6652,
GUJARAT,JUNAGADH,BHESANA,7433,7531,24,0,0,7555,
GUJARAT,JUNAGADH,JUNAGADH,17531,17531,9591,371,2599,30093,
GUJARAT,JUNAGADH,KESHOD,20383,23336,10164,2,0,33501,
GUJARAT,JUNAGADH,KODINAR,18444,17844,6989,452,81,25366,
GUJARAT,JUNAGADH,MALIA,18350,18741,9471,0,0,28213,
GUJARAT,JUNAGADH,MANAVADAR,21365,21365,11758,0,2344,35467,
GUJARAT,JUNAGADH,MANGROL,19384,19638,12384,66397,0,98418,
GUJARAT,JUNAGADH,MENDARDA,12412,12416,2845,3,0,15265,
GUJARAT,JUNAGADH,PATAN-VERAVAL,13248,13248,6354,0,1054,20656,
GUJARAT,JUNAGADH,SUTRAPADA,6081,6211,2164,6,0,8380,
GUJARAT,JUNAGADH,TALALA,14498,14498,3953,5,784,19240,
GUJARAT,JUNAGADH,UNA,26135,26036,9065,0,1,35103,
GUJARAT,JUNAGADH,VATHALI,15535,15535,8303,1349,1180,26368,
GUJARAT,JUNAGADH,VISAVADAR,21852,21851,57,10,0,21919,
GUJARAT,KACHCHH,ABDASA,4522,4479,1261,18,17,5776,
GUJARAT,KACHCHH,ANJAR,7079,7363,185,19,0,7568,
GUJARAT,KACHCHH,BHACHAU,5786,1757,785,3173,135,5850,
GUJARAT,KACHCHH,BHUJ,8459,7821,2600,1590,679,12690,
GUJARAT,KACHCHH,GANDHIDHAM,454,461,41,7,0,509,
GUJARAT,KACHCHH,LAKHPAT,1764,1707,671,261,21,2659,
GUJARAT,KACHCHH,MANDVI,10697,10814,3167,449,1446,15877,
GUJARAT,KACHCHH,MUNDRA,7644,6317,1634,275,36,8263,
GUJARAT,KACHCHH,NAKHATRANA,10345,9805,2631,430,2406,15272,
GUJARAT,KACHCHH,RAPAR,12777,11048,4446,211,104,15810,
GUJARAT,KHEDA,BALASINOR,3953,1715,2036,499,163,4414,
GUJARAT,KHEDA,KAPADVANJ,1669,1669,0,0,0,1669,
GUJARAT,KHEDA,KATHLAL,19510,12258,5171,2173,82,19684,
GUJARAT,KHEDA,KHEDA,1807,1810,1800,0,0,3610,
GUJARAT,KHEDA,MAHUDHA,3304,1490,1754,422,93,3759,
GUJARAT,KHEDA,MATAR,5576,5543,5036,0,0,10579,
GUJARAT,KHEDA,MEHMEDABAD,2039,2039,10,0,0,2049,
GUJARAT,KHEDA,NADIAD,19002,11537,5307,2249,82,19175,
GUJARAT,KHEDA,THASRA,3737,3738,10,0,0,3748,
GUJARAT,KHEDA,VIRPUR,9279,9414,3082,250,4,12750,
GUJARAT,MEHSANA,BECHARAJI,2,2,0,0,0,2,
GUJARAT,MEHSANA,KADI,1521,1462,126,29,1,1618,
GUJARAT,MEHSANA,KHERALU,2979,3192,2722,742,1213,7870,
GUJARAT,MEHSANA,MEHSANA,234,113,78,3,44,238,
GUJARAT,MEHSANA,SATLASANA,3551,1634,1919,1,1,3555,
GUJARAT,MEHSANA,UNJHA,191,46,91,0,56,193,
GUJARAT,MEHSANA,VADNAGAR,2371,2307,1370,358,468,4503,
GUJARAT,MEHSANA,VIJAPUR,49,16,24,0,9,49,
GUJARAT,MEHSANA,VISNAGAR,395,145,151,14,85,395,
GUJARAT,NARMADA,DEDIAPADA,2059,0,0,2059,0,2059,
GUJARAT,NARMADA,NANDOD,1958,0,0,1971,0,1971,
GUJARAT,NARMADA,SAGBARA,1530,32,1016,481,63,1592,
GUJARAT,NARMADA,TILAKWADA,603,4,4,598,2,608,
GUJARAT,NAVSARI,BANSDA,3673,2632,382,633,203,3850,
GUJARAT,NAVSARI,CHIKHLI,7631,3682,1678,2746,991,9096,
GUJARAT,NAVSARI,GANDEVI,1875,378,45,1527,0,1950,
GUJARAT,NAVSARI,JALALPORE,1500,1037,244,533,77,1891,
GUJARAT,NAVSARI,NAVSARI,1783,632,359,1114,60,2164,
GUJARAT,PANCHMAHAL,GHOGHAMBA,6257,6287,4746,4,3,11040,
GUJARAT,PANCHMAHAL,GODHRA,13474,13582,7800,29,0,21412,
GUJARAT,PANCHMAHAL,HALOL,20472,21089,17875,794,1768,41525,
GUJARAT,PANCHMAHAL,JAMBUGHODA,1102,1091,1068,3,0,2162,
GUJARAT,PANCHMAHAL,KADANA,4600,4467,1557,0,0,6025,
GUJARAT,PANCHMAHAL,KALOL,1251,1263,1232,4,5,2504,
GUJARAT,PANCHMAHAL,KHANPUR,3707,3675,2439,1,0,6114,
GUJARAT,PANCHMAHAL,LUNAWADA,7333,7330,4248,1,4,11584,
GUJARAT,PANCHMAHAL,MORWAHADAF,10124,10122,5445,11,9,15586,
GUJARAT,PANCHMAHAL,SANTRAMPUR,10685,9293,3797,4,3,13097,
GUJARAT,PANCHMAHAL,SHEHERA,13941,13942,7238,16,3,21198,
GUJARAT,PATAN,RADHANPUR,14,0,14,0,0,14,
GUJARAT,PATAN,SAMI,400,145,256,0,0,401,
GUJARAT,PATAN,SANTALPUR,34,10,20,1,3,34,
GUJARAT,PATAN,SIDHPUR,491,106,295,0,145,546,
GUJARAT,PORBANDAR,KUTIYANA,12217,13300,569,4,4,13876,
GUJARAT,PORBANDAR,PORBANDAR,19852,19853,2,0,0,19855,
GUJARAT,PORBANDAR,RANAVAV,8687,8688,4,0,0,8691,
GUJARAT,RAJKOT,DHORAJI,15799,15245,2935,13,8,18201,
GUJARAT,RAJKOT,GONDAL,36977,34724,12417,79,44,47264,
GUJARAT,RAJKOT,JAMKANDORNA,15844,16944,469,6,1,17420,
GUJARAT,RAJKOT,JASDAN,28555,29816,823,9,7,30654,
GUJARAT,RAJKOT,JETPUR,18377,18720,1907,9,2,20637,
GUJARAT,RAJKOT,KOTADA SANGANI,3373,3334,30,4,6,3374,
GUJARAT,RAJKOT,LODHIKA,31628,13661,15236,3202,2535,34634,
GUJARAT,RAJKOT,MALIYA,19231,26400,1736,5,0,28141,
GUJARAT,RAJKOT,MORVI,7793,8018,2319,56,142,10535,
GUJARAT,RAJKOT,PADDHARI,13052,11545,1832,35,0,13412,
GUJARAT,RAJKOT,RAJKOT,12744,12321,1572,0,2,13894,
GUJARAT,RAJKOT,TANKARA,13791,13814,4614,34,625,19087,
GUJARAT,RAJKOT,UPLETA,23551,21447,4311,574,5,26336,
GUJARAT,RAJKOT,WANKANER,14189,14455,2959,23,10,17448,
GUJARAT,SABARKANTHA,BAYAD,10654,220,9686,1373,2,11280,
GUJARAT,SABARKANTHA,BHILODA,18069,8387,11824,993,231,21435,
GUJARAT,SABARKANTHA,DHANSURA,9746,5518,7609,190,18,13334,
GUJARAT,SABARKANTHA,HIMATNAGAR,23578,19034,15227,0,0,34261,
GUJARAT,SABARKANTHA,IDAR,20389,3845,18145,0,0,21990,
GUJARAT,SABARKANTHA,KHEDBRAHMA,9933,7032,8749,62,44,15887,
GUJARAT,SABARKANTHA,MALPUR,9838,4832,6565,82,0,11479,
GUJARAT,SABARKANTHA,MEGHRAJ,13901,12047,7687,0,4,19738,
GUJARAT,SABARKANTHA,MODASA,9982,5790,7842,34,229,13895,
GUJARAT,SABARKANTHA,PRANTIJ,4976,1540,2779,1299,0,5618,
GUJARAT,SABARKANTHA,TALOD,3629,1416,2167,1182,0,4765,
GUJARAT,SABARKANTHA,VADALI,8174,7738,8098,0,0,15836,
GUJARAT,SABARKANTHA,VIJAYNAGAR,7096,2593,7060,0,0,9654,
GUJARAT,SURAT,BARDOLI,3475,0,0,3475,0,3475,
GUJARAT,SURAT,CHORASI,2671,1081,0,1598,2,2682,
GUJARAT,SURAT,KAMREJ,2974,0,0,2974,0,2974,
GUJARAT,SURAT,MAHUVA,3043,152,19,2873,11,3055,
GUJARAT,SURAT,MANDVI,4922,0,0,4932,0,4932,
GUJARAT,SURAT,MANGROL,1898,1000,7,891,0,1898,
GUJARAT,SURAT,NIZAR,5057,5057,0,0,5,5062,
GUJARAT,SURAT,OLPAD,2641,0,0,2643,0,2643,
GUJARAT,SURAT,PALSANA,1546,0,0,1546,0,1546,
GUJARAT,SURAT,SONGADH,4451,314,0,4139,0,4453,
GUJARAT,SURAT,UCHCHHAL,1653,82,1565,10,0,1656,
GUJARAT,SURAT,UMARPADA,1419,1089,0,330,0,1419,
GUJARAT,SURAT,VALOD,1985,0,0,1985,0,1985,
GUJARAT,SURAT,VYARA,5770,0,0,5771,0,5771,
GUJARAT,SURENDRANAGAR,CHOTILA,11852,12115,1673,9,3,13799,
GUJARAT,SURENDRANAGAR,CHUDA,11259,11734,3907,7,28,15676,
GUJARAT,SURENDRANAGAR,DASADA,5479,5479,4573,0,0,10052,
GUJARAT,SURENDRANAGAR,DHRANGADHRA,7017,7656,4023,37,9,11725,
GUJARAT,SURENDRANAGAR,HALVAD,12126,12192,372,7,1,12573,
GUJARAT,SURENDRANAGAR,LAKHTAR,4514,4514,0,0,0,4514,
