-----
{
 "description": "The table refers to Block wise Culturable Command Area and Potential Created through Dugwells. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.12.csv", 
 "title": "Download CSV for Blockwise Culturable Command Area and Potential Created through Dugwells", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.12.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total,
KERALA,KOZHIKODE,PERAMBRA,289,25,15,246,56,343,
KERALA,KOZHIKODE,QUILANDY,33,0,0,25,8,33,
KERALA,KOZHIKODE,THODANNUR,266,1,16,183,110,310,
KERALA,KOZHIKODE,THUNERI,242,31,8,204,53,296,
KERALA,KOZHIKODE,VADAKARA,140,4,2,120,45,171,
KERALA,KOZHIKODE,VADAKARA-999,38,0,0,36,3,39,
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,312,2,0,313,28,342,
KERALA,MALAPPURAM,AREACODE,429,0,9,377,136,522,
KERALA,MALAPPURAM,KONDOTTY,458,38,92,359,214,703,
KERALA,MALAPPURAM,KUTTIPPURAM,424,26,25,391,2,445,
KERALA,MALAPPURAM,MALAPPURAM,443,98,96,338,174,706,
KERALA,MALAPPURAM,MALAPURAM MUNI,71,10,6,47,8,71,
KERALA,MALAPPURAM,MANJERI MUNI,108,78,9,103,59,249,
KERALA,MALAPPURAM,MANKADA,686,169,162,619,145,1095,
KERALA,MALAPPURAM,NILAMBOOR,205,13,14,182,20,229,
KERALA,MALAPPURAM,PERINTHALMANNA,517,182,174,315,185,856,
KERALA,MALAPPURAM,PERINTHALMANNA MUNI,91,20,14,66,4,104,
KERALA,MALAPPURAM,PONNANI,183,41,52,132,0,224,
KERALA,MALAPPURAM,PONNANI MUNI,60,0,0,60,0,60,
KERALA,MALAPPURAM,THANUR,558,50,78,457,48,634,
KERALA,MALAPPURAM,THIRUR,539,85,171,351,93,700,
KERALA,MALAPPURAM,THIRURANGADI,379,33,43,297,156,528,
KERALA,MALAPPURAM,TIRUR MUNI,138,7,7,62,62,138,
KERALA,MALAPPURAM,VENGARA,459,84,59,303,19,465,
KERALA,MALAPPURAM,WANDOOR,586,140,204,327,124,795,
KERALA,PALAKKAD,ALATHUR,473,244,153,225,10,632,
KERALA,PALAKKAD,ATTAPPADY,178,39,52,64,42,197,
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,83,14,14,45,12,84,
KERALA,PALAKKAD,CHITUR,1385,525,420,503,116,1564,
KERALA,PALAKKAD,KOLLENGODE,342,259,229,42,3,533,
KERALA,PALAKKAD,KUZHALMANNAM,422,220,205,256,8,689,
KERALA,PALAKKAD,MALAMPUZHA,551,390,334,115,39,877,
KERALA,PALAKKAD,MANNARKKAD,567,137,100,213,258,708,
KERALA,PALAKKAD,NENMARA,342,156,133,129,18,436,
KERALA,PALAKKAD,OTTAPPALAM,366,138,212,288,3,641,
KERALA,PALAKKAD,OTTAPPALAM MUNI,91,83,54,40,24,200,
KERALA,PALAKKAD,PALAKKAD,205,143,78,40,16,277,
KERALA,PALAKKAD,PALAKKAD MUNI,21,12,12,9,1,34,
KERALA,PALAKKAD,PATTAMBI,779,241,636,346,192,1416,
KERALA,PALAKKAD,SHORANNUR MUNI,34,33,28,0,4,66,
KERALA,PALAKKAD,SREEKRISHNAPURAM,460,179,117,274,0,571,
KERALA,PALAKKAD,THRITHALA,323,196,187,127,19,529,
KERALA,PATHANAMTHITTA,ADOOR MUNI,50,23,23,22,1,68,
KERALA,PATHANAMTHITTA,ELANTHUR,121,2,2,125,5,133,
KERALA,PATHANAMTHITTA,KOIPURAM,243,5,8,177,59,249,
KERALA,PATHANAMTHITTA,KONNI,161,1,0,160,1,161,
KERALA,PATHANAMTHITTA,KULANADA,151,0,5,105,44,153,
KERALA,PATHANAMTHITTA,MALLAPPALLY,681,0,5,208,485,697,
KERALA,PATHANAMTHITTA,PANDALAM,164,21,30,111,40,201,
KERALA,PATHANAMTHITTA,PARAKKODE,462,3,3,275,233,514,
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,22,0,0,22,0,22,
KERALA,PATHANAMTHITTA,PULIKEEZHU,128,2,0,107,22,131,
KERALA,PATHANAMTHITTA,RANNI,259,1,0,241,17,259,
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,20,0,0,17,6,23,
KERALA,THIRUVANANTHAPURAM,ATHIYANNOOR,201,97,109,178,83,466,
KERALA,THIRUVANANTHAPURAM,ATTINGAL MUNI,11,0,0,7,5,13,
KERALA,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,169,16,13,160,132,320,
KERALA,THIRUVANANTHAPURAM,KAZHAKUTTOM,261,0,0,102,179,280,
KERALA,THIRUVANANTHAPURAM,KILIMANOOR,353,164,158,77,149,548,
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,214,0,0,124,169,293,
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD MUNI,31,0,0,9,26,35,
KERALA,THIRUVANANTHAPURAM,NEMOM,446,354,174,331,101,960,
KERALA,THIRUVANANTHAPURAM,NEYYATTINKARA MUNI,61,0,0,52,36,88,
KERALA,THIRUVANANTHAPURAM,PARASSALA,200,7,114,187,106,414,
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,209,11,19,168,72,269,
KERALA,THIRUVANANTHAPURAM,TVPM CORPORATION,226,86,38,129,105,357,
KERALA,THIRUVANANTHAPURAM,TVPM RURAL,62,0,0,0,62,62,
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,381,41,23,305,123,492,
KERALA,THIRUVANANTHAPURAM,VARKALA,174,18,19,145,64,246,
KERALA,THIRUVANANTHAPURAM,VARKALA MUNI,10,0,0,10,0,10,
KERALA,THIRUVANANTHAPURAM,VELLANADU,365,13,73,308,143,538,
KERALA,THRISSUR,ANTHIKKAD,640,0,0,637,6,643,
KERALA,THRISSUR,CHALAKKUDY,1239,235,213,468,728,1645,
KERALA,THRISSUR,CHALAKUDY MUNI,209,209,209,209,0,627,
KERALA,THRISSUR,CHAVAKKAD,912,0,21,881,12,915,
KERALA,THRISSUR,CHAVAKKAD MUNI,87,0,0,87,0,87,
KERALA,THRISSUR,CHERPU,720,0,20,827,6,852,
KERALA,THRISSUR,CHOWANNUR,668,6,5,662,2,675,
KERALA,THRISSUR,GURUVAYOOR MUNI,58,0,0,58,0,58,
KERALA,THRISSUR,IRINJALAKKUDA,957,69,123,675,199,1066,
KERALA,THRISSUR,IRINJALAKUDA MUNI,126,0,0,126,0,126,
KERALA,THRISSUR,KODAKARA,1927,115,189,1236,519,2059,
KERALA,THRISSUR,KODUNGALLUR,230,0,0,258,0,258,
KERALA,THRISSUR,KODUNGALLUR MUNI,56,0,0,56,0,56,
KERALA,THRISSUR,KUNNAMKULAM MUNI,216,0,0,216,3,219,
KERALA,THRISSUR,MALA,2316,4,67,548,1754,2373,
KERALA,THRISSUR,MATHILAKOM,470,5,3,460,8,476,
KERALA,THRISSUR,MULLASSERY,597,4,0,582,11,597,
KERALA,THRISSUR,OLLUKKARA,981,63,62,914,31,1070,
KERALA,THRISSUR,PAZHAYANNUR,1229,298,295,226,798,1617,
KERALA,THRISSUR,PUZHAKKAL,1374,1,5,1383,25,1415,
KERALA,THRISSUR,THALIKULAM,371,0,0,363,44,407,
KERALA,THRISSUR,THRISSUR CORPORATION,643,0,0,642,1,643,
KERALA,THRISSUR,VADAKKANCHERRY,1327,270,271,698,457,1696,
KERALA,THRISSUR,VELLANGALLUR,685,3,13,346,325,687,
KERALA,WAYANAD,KALPETTA,137,32,31,105,14,182,
KERALA,WAYANAD,KALPETTA MUNI,3,0,0,3,1,4,
KERALA,WAYANAD,MANANTHAVADI,197,32,16,166,0,214,
KERALA,WAYANAD,SULTHANBATHERI,621,501,452,72,48,1074,
MADHYA PRADESH,BALAGHAT,BAIHAR,146,90,60,0,0,150,
MADHYA PRADESH,BALAGHAT,BALAGHAT,2282,1812,1348,15,0,3175,
MADHYA PRADESH,BALAGHAT,BIRSA,98,60,50,0,0,109,
MADHYA PRADESH,BALAGHAT,KATANGI,4307,3256,799,473,43,4571,
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,4963,4337,692,124,17,5169,
MADHYA PRADESH,BALAGHAT,KIRNAPUR,3877,2673,1574,47,136,4430,
MADHYA PRADESH,BALAGHAT,LALBURRA,3196,2597,1201,10,0,3807,
MADHYA PRADESH,BALAGHAT,LANJI,1356,1267,260,3,0,1531,
MADHYA PRADESH,BALAGHAT,PARASWADA,539,269,347,0,0,616,
MADHYA PRADESH,BALAGHAT,WARASEONI,1540,1327,322,14,4,1667,
MADHYA PRADESH,BARWANI,BARWANI,7566,4420,3159,0,0,7579,
MADHYA PRADESH,BARWANI,NIWALI,841,566,435,0,0,1001,
MADHYA PRADESH,BARWANI,PANSEMAL,3115,1999,1667,3,0,3669,
MADHYA PRADESH,BARWANI,PATI,1940,1001,990,0,0,1991,
MADHYA PRADESH,BARWANI,RAJPUR,14099,8259,7449,4,1,15713,
MADHYA PRADESH,BARWANI,SENDHWA,7987,4618,4085,5,0,8708,
MADHYA PRADESH,BARWANI,THIKRI,9119,6218,3120,42,0,9380,
MADHYA PRADESH,BETUL,AMLA,11401,493,10814,239,10,11556,
MADHYA PRADESH,BETUL,ATHNER,6835,3311,5209,2,0,8521,
MADHYA PRADESH,BETUL,BETUL,15946,818,15057,339,17,16230,
MADHYA PRADESH,BETUL,BHAINSDEHI,4740,25,4756,33,0,4815,
MADHYA PRADESH,BETUL,BHIMPURA,3706,9,3713,7,0,3728,
MADHYA PRADESH,BETUL,CHICHOLI,5611,101,5579,3,3,5686,
MADHYA PRADESH,BETUL,GHODA DONGRI,4748,54,4685,38,0,4777,
MADHYA PRADESH,BETUL,MULTAI,13589,304,13358,41,5,13709,
MADHYA PRADESH,BETUL,PRABHAT PATTAN,12475,892,11646,241,0,12779,
MADHYA PRADESH,BETUL,SHAHPUR,4192,28,4199,10,10,4247,
MADHYA PRADESH,BHIND,ATER,21573,7702,22226,7,0,29935,
MADHYA PRADESH,BHIND,BHIND,9025,605,8744,4,10,9362,
MADHYA PRADESH,BHIND,GOHAD,8069,3355,5119,106,8,8588,
MADHYA PRADESH,BHIND,LAHAR,16393,4930,12056,47,9,17042,
MADHYA PRADESH,BHIND,MEHAGOAN,18503,2654,15479,644,3,18780,
MADHYA PRADESH,BHIND,ROUN(MIHONA),5904,35,6409,4,85,6534,
MADHYA PRADESH,BHOPAL,BERASIA,52645,27,52642,66,5,52740,
MADHYA PRADESH,BHOPAL,FUNDA,7183,32,7183,18,18,7252,
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,12749,0,12755,0,0,12755,
MADHYA PRADESH,CHHATARPUR,BIJAWAR,12726,0,12827,0,0,12827,
MADHYA PRADESH,CHHATARPUR,BUXWAHA,2656,0,2656,0,0,2656,
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,27194,85,27353,26,0,27464,
MADHYA PRADESH,CHHATARPUR,GAURIHAR,1505,8,1511,0,0,1519,
MADHYA PRADESH,CHHATARPUR,LAUNDI,10346,13,10567,37,2,10618,
MADHYA PRADESH,CHHATARPUR,NOWGONG,28819,463,29150,7,32,29651,
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,78042,0,78090,0,0,78090,
MADHYA PRADESH,CHHINDWARA,AMARWADA,12541,327,12145,383,4,12859,
MADHYA PRADESH,CHHINDWARA,BICHHUA,5098,335,4741,196,69,5342,
MADHYA PRADESH,CHHINDWARA,CHHINDWADA,23527,9365,15267,823,4,25458,
MADHYA PRADESH,CHHINDWARA,CHOURAI,28806,4962,20828,4800,6,30596,
MADHYA PRADESH,CHHINDWARA,HARAI,6305,19,6800,1,0,6820,
MADHYA PRADESH,CHHINDWARA,JAMAI,4432,1,4430,10,0,4442,
MADHYA PRADESH,CHHINDWARA,MOHKHED,13430,2224,11976,21,0,14220,
MADHYA PRADESH,CHHINDWARA,PANDHURANA,13427,5480,9196,324,0,15001,
MADHYA PRADESH,CHHINDWARA,PARASIA,8600,905,8132,7,0,9045,
MADHYA PRADESH,CHHINDWARA,SAUSAR,8728,2522,6661,8,4,9195,
MADHYA PRADESH,CHHINDWARA,TAMIA,731,4,728,6,0,737,
MADHYA PRADESH,DAMOH,BATIYAGHAR,5508,23,5595,34,0,5652,
MADHYA PRADESH,DAMOH,DAMOH,54104,249,61139,17,2,61408,
MADHYA PRADESH,DAMOH,HATTA,2731,0,2745,0,0,2746,
MADHYA PRADESH,DAMOH,JABERA,1929,31,1934,15,0,1980,
MADHYA PRADESH,DAMOH,PATERA,2901,1,2906,1,0,2908,
MADHYA PRADESH,DAMOH,PATHARIA,4237,0,4279,3,0,4282,
MADHYA PRADESH,DAMOH,TENDUKHEDA,1971,0,1993,6,0,1998,
MADHYA PRADESH,DATIA,BHANDER,10033,10,10142,0,0,10152,
MADHYA PRADESH,DATIA,DATIA,34756,2872,34066,42,42,37022,
MADHYA PRADESH,DATIA,SEONDHA,19986,2533,17891,200,30,20654,
MADHYA PRADESH,DEWAS,BAGLEE,17265,2524,15196,262,14,17997,
MADHYA PRADESH,DEWAS,DEWAS,16092,157,16023,53,0,16233,
MADHYA PRADESH,DEWAS,KANNOD,35114,116,35034,8,2,35160,
MADHYA PRADESH,DEWAS,KHATEGAON,9702,14,9773,13,1,9801,
MADHYA PRADESH,DEWAS,SONKUCH,7806,122,7490,462,0,8075,
MADHYA PRADESH,DEWAS,TONKHURD,6538,149,6512,59,0,6720,
MADHYA PRADESH,DHAR,BADNAWER,12185,3602,8770,50,0,12422,
MADHYA PRADESH,DHAR,BAGH,3823,1382,2367,105,1,3856,
MADHYA PRADESH,DHAR,DAHI,4747,1816,3665,76,5,5562,
MADHYA PRADESH,DHAR,DHAR,378,1,388,0,0,389,
MADHYA PRADESH,DHAR,DHARAMPURI,19497,16992,14669,51,0,31712,
MADHYA PRADESH,DHAR,GANDHWANI,3200,1538,1905,214,0,3657,
MADHYA PRADESH,DHAR,KUKSHI,8268,10650,4850,229,19,15747,
MADHYA PRADESH,DHAR,MANAWAR,10355,7072,3819,1,1,10892,
MADHYA PRADESH,DHAR,NALACHHA,2976,245,2787,4,0,3036,
MADHYA PRADESH,DHAR,NISARPUR,4722,3078,2469,11,2,5561,
MADHYA PRADESH,DHAR,SARDARPUR,14122,5139,9196,170,30,14534,
MADHYA PRADESH,DHAR,TIRLA,526,102,533,7,0,642,
MADHYA PRADESH,DHAR,UMARBAN,1518,1116,448,0,0,1563,
MADHYA PRADESH,DINDORI,AMARPUR,2,0,0,2,0,2,
MADHYA PRADESH,DINDORI,BAJAG,1,0,1,0,0,1,
MADHYA PRADESH,DINDORI,DINDORI,12,0,16,0,0,16,
MADHYA PRADESH,DINDORI,KARANJIYA,2,5,2,0,0,7,
MADHYA PRADESH,DINDORI,SAMNAPUR,158,107,133,0,0,240,
MADHYA PRADESH,DINDORI,SHAHPURA,47,1,46,0,0,48,
MADHYA PRADESH,GUNA,ARON,993,127,940,81,0,1148,
MADHYA PRADESH,GUNA,ASHOKNAGAR,10825,0,10831,0,0,10831,
MADHYA PRADESH,GUNA,BAMORI,1400,28,1381,0,0,1409,
MADHYA PRADESH,GUNA,CHANCHODA,17903,5,18163,1,0,18169,
MADHYA PRADESH,GUNA,CHANDERI,1697,9,1701,0,9,1719,
MADHYA PRADESH,GUNA,EHSAGADH,3362,3,3364,0,0,3367,
MADHYA PRADESH,GUNA,GUNA,16580,6,16582,0,0,16589,
MADHYA PRADESH,GUNA,MUNGAWALI,4273,0,4273,4,0,4277,
MADHYA PRADESH,GUNA,RAGHOGARH,15118,2,15119,0,0,15121,
MADHYA PRADESH,GWALIOR,BHITARWAR,9526,1421,8405,9,8,9844,
MADHYA PRADESH,GWALIOR,DABRA,7443,1888,6543,99,2,8533,
MADHYA PRADESH,GWALIOR,GHATIGAWAN,12032,2606,9661,83,7,12357,
MADHYA PRADESH,GWALIOR,MORAR,12190,1051,11654,6,0,12711,
MADHYA PRADESH,HARDA,HARDA,7582,11,7767,2,2,7782,
MADHYA PRADESH,HARDA,KHIRKIYA,21887,25,22220,3,0,22248,
MADHYA PRADESH,HARDA,TIMARNI,8380,0,8432,0,0,8432,
MADHYA PRADESH,HOSHANGABAD,BABAI,9531,361,9227,0,3,9590,
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,21345,44,95139,51,42,95277,
MADHYA PRADESH,HOSHANGABAD,HOSHANGABAD,5459,14,5503,3,0,5521,
MADHYA PRADESH,HOSHANGABAD,KESLA,2682,3,2686,2,0,2691,
MADHYA PRADESH,HOSHANGABAD,PIPARIYA,7292,0,7430,0,0,7430,
MADHYA PRADESH,HOSHANGABAD,SEONIMALWA,10183,484,10230,6,0,10719,
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,3675,0,3688,21,0,3709,
MADHYA PRADESH,INDORE,DEPAL PUR,5192,4,8464,1140,3,9611,
MADHYA PRADESH,INDORE,INDORE,10029,50,10021,1,0,10072,
MADHYA PRADESH,INDORE,MHOW,14021,49,13610,1077,0,14736,
MADHYA PRADESH,INDORE,SANWER,956,4,982,0,0,986,
MADHYA PRADESH,JABALPUR,BARGI,16520,3327,15164,34,19,18544,
MADHYA PRADESH,JABALPUR,KUNDAM,1102,23,1103,0,6,1131,
MADHYA PRADESH,JABALPUR,MAJHOLI,3218,39,3275,21,0,3335,
MADHYA PRADESH,JABALPUR,PANAGAR,2482,101,2463,4,2,2569,
MADHYA PRADESH,JABALPUR,PATAN,470,53,456,0,15,523,
MADHYA PRADESH,JABALPUR,SHAHPURA,6441,170,6637,23,23,6853,
MADHYA PRADESH,JABALPUR,SIHORA,4587,406,4423,3,1,4833,
MADHYA PRADESH,JHABUA,ALIRAJPUR,3182,49,3212,1,0,3262,
MADHYA PRADESH,JHABUA,BHABHARA,1515,19,1521,0,0,1540,
MADHYA PRADESH,JHABUA,JHABUA,1609,11,1609,0,0,1620,
MADHYA PRADESH,JHABUA,JOBAT,2053,137,1951,0,0,2087,
MADHYA PRADESH,JHABUA,KATTHIWADA,1242,89,1206,0,0,1295,
MADHYA PRADESH,JHABUA,MEGHNAGAR,2100,251,1925,3,0,2180,
MADHYA PRADESH,JHABUA,PETLAWAD,6796,5169,2665,6,1,7840,
MADHYA PRADESH,JHABUA,RAMA,2714,14,2761,0,12,2787,
MADHYA PRADESH,JHABUA,RANAPUR,1112,48,1156,1,1,1205,
MADHYA PRADESH,JHABUA,SONDWA,1769,842,1582,11,3,2438,
MADHYA PRADESH,JHABUA,THANDLA,3532,1151,2644,2,0,3797,
MADHYA PRADESH,JHABUA,UDAIGARH,1775,256,1538,2,0,1796,
MADHYA PRADESH,KATNI,BADWARA,4985,361,4848,24,0,5232,
MADHYA PRADESH,KATNI,BAHORIBAND,5719,1808,5700,40,10,7558,
MADHYA PRADESH,KATNI,DHIMAR KHERA,1901,406,2516,0,10,2932,
MADHYA PRADESH,KATNI,KATNI,4403,827,4122,5,0,4954,
MADHYA PRADESH,KATNI,RITHI,2079,153,2161,8,1,2323,
MADHYA PRADESH,KATNI,VIJAYRAGHAVGARH,5329,569,5405,22,0,5996,
MADHYA PRADESH,KHANDWA,BALADI,8120,4296,4684,13,0,8993,
MADHYA PRADESH,KHANDWA,BURHANPUR,15868,4131,5526,7084,79,16820,
MADHYA PRADESH,KHANDWA,CHHEGAON MAKHAN,11967,9197,8673,76,6,17953,
MADHYA PRADESH,KHANDWA,HARSOOD,12577,4826,8572,110,15,13522,
MADHYA PRADESH,KHANDWA,KHAKNAR,15382,6133,5785,5136,83,17137,
MADHYA PRADESH,KHANDWA,KHALWA,11913,2548,10053,50,5,12656,
MADHYA PRADESH,KHANDWA,KHANDWA,14614,7942,6405,244,26,14617,
MADHYA PRADESH,KHANDWA,PANDHANA,15720,6024,10051,146,11,16232,
MADHYA PRADESH,KHANDWA,PUNASA,16865,11349,7459,63,21,18891,
MADHYA PRADESH,KHARGONE,BARWAHA,30888,23668,7941,7,2,31618,
MADHYA PRADESH,KHARGONE,BHAGWANPURA,4985,3292,2266,0,0,5558,
MADHYA PRADESH,KHARGONE,BHIKANGAON,18456,13615,6077,3,0,19695,
MADHYA PRADESH,KHARGONE,GOGAWA,12444,8357,4749,0,5,13111,
MADHYA PRADESH,KHARGONE,KASRAWAD,20664,13781,8918,173,4,22875,
MADHYA PRADESH,KHARGONE,KHARGONE,14176,10203,6131,26,0,16361,
MADHYA PRADESH,KHARGONE,MAHESHWAR,20109,13706,7139,2,2,20850,
MADHYA PRADESH,KHARGONE,SEGOAN,7922,5307,3343,106,57,8813,
MADHYA PRADESH,KHARGONE,ZIRNYA,8494,5498,3445,2,11,8955,
MADHYA PRADESH,MANDLA,BICHHIA,1047,774,639,3,0,1415,
MADHYA PRADESH,MANDLA,BIJADANDI,31,0,31,0,0,31,
MADHYA PRADESH,MANDLA,GHUGHRI,7,0,7,0,0,7,
MADHYA PRADESH,MANDLA,MANDLA,1758,683,850,358,0,1891,
MADHYA PRADESH,MANDLA,MAWAI,130,0,130,0,0,130,
MADHYA PRADESH,MANDLA,MOHGAON,171,38,131,3,2,174,
MADHYA PRADESH,MANDLA,NAINPUR,626,86,542,22,0,650,
MADHYA PRADESH,MANDLA,NARAYANGANJ,502,16,495,0,0,511,
MADHYA PRADESH,MANDLA,NIVAS,212,0,212,0,0,212,
MADHYA PRADESH,MANDSAUR,BHANPURA,11971,76,12088,243,1,12408,
MADHYA PRADESH,MANDSAUR,GAROTH,24866,1054,23286,976,20,25337,
MADHYA PRADESH,MANDSAUR,MALHARGAR,29197,491,29396,32,0,29919,
MADHYA PRADESH,MANDSAUR,MANDSAUR,42325,974,41857,17,0,42847,
MADHYA PRADESH,MANDSAUR,SITAMAU,33829,386,35025,92,2,35504,
MADHYA PRADESH,MORENA,AMBAH,19063,0,19508,0,0,19508,
MADHYA PRADESH,MORENA,JOURA,9228,20,9414,12,26,9472,
MADHYA PRADESH,MORENA,KAILARAS,6749,1261,5784,31,68,7144,
MADHYA PRADESH,MORENA,MORENA,17500,336,17512,45,71,17964,
MADHYA PRADESH,MORENA,PAHARGARH,2400,0,2400,0,0,2400,
MADHYA PRADESH,MORENA,PORSA,18672,912,17683,883,0,19478,
MADHYA PRADESH,MORENA,SABALGARH,4631,288,4587,0,0,4874,
MADHYA PRADESH,NARSINGHPUR,BABAI-CHICHLI,8723,413,8359,56,69,8897,
MADHYA PRADESH,NARSINGHPUR,CHAVARPATHA,9817,207,10019,98,23,10347,
MADHYA PRADESH,NARSINGHPUR,GOTEGAON,3493,22,3500,23,1,3546,
MADHYA PRADESH,NARSINGHPUR,KARELI,1021,19,1099,0,0,1118,
MADHYA PRADESH,NARSINGHPUR,NARSINGHPUR,3768,49,3758,8,3,3818,
MADHYA PRADESH,NARSINGHPUR,SAIKHEDA,12295,0,12948,0,0,12948,
MADHYA PRADESH,NEEMUCH,JAWAD,24037,874,23964,75,1,24915,
MADHYA PRADESH,NEEMUCH,MANASA,22405,463,22245,85,3,22797,
MADHYA PRADESH,NEEMUCH,NEEMUCH,27249,388,27599,12,0,27998,
MADHYA PRADESH,PANNA,AJAYGARH,6460,541,6175,22,20,6757,
MADHYA PRADESH,PANNA,GUNOUR,1933,0,1947,0,0,1947,
MADHYA PRADESH,PANNA,PANNA,2046,132,2010,8,0,2151,
MADHYA PRADESH,PANNA,PAWAI,1987,106,1983,0,0,2089,
MADHYA PRADESH,PANNA,SHAHNAGAR,878,0,878,1,0,879,
MADHYA PRADESH,RAISEN,ABDULLA GANJ,1230,0,1233,0,0,1233,
MADHYA PRADESH,RAISEN,BADI,4209,0,4212,0,0,4212,
MADHYA PRADESH,RAISEN,BEGAMGANJ,6110,0,6137,0,1,6138,
MADHYA PRADESH,RAISEN,GAIRATGANJ,3127,0,3129,0,0,3129,
MADHYA PRADESH,RAISEN,SANCHI,2023,0,2016,9,0,2025,
MADHYA PRADESH,RAISEN,SILVANI,4280,0,4282,0,0,4282,
MADHYA PRADESH,RAISEN,UDAYPURA,8784,1,8795,0,0,8796,
MADHYA PRADESH,RAJGARH,BIAORA,28611,57,28744,25,9,28835,
MADHYA PRADESH,RAJGARH,KHILCHIPUR,13439,49,13749,10,3,13811,
MADHYA PRADESH,RAJGARH,NARSINGARH,30965,43,30982,7,11,31043,
MADHYA PRADESH,RAJGARH,RAJGARH,19057,93,18829,129,125,19175,
MADHYA PRADESH,RAJGARH,SARANGPUR,23202,1474,22430,59,14,23978,
MADHYA PRADESH,RAJGARH,ZEERAPUR],19231,96,19499,57,1,19653,
MADHYA PRADESH,RATLAM,ALOT,14449,1597,12856,120,2073,16645,
MADHYA PRADESH,RATLAM,BAJNA,3599,1333,1634,3,1933,4903,
MADHYA PRADESH,RATLAM,JAORA,24323,2803,18985,82,4973,26843,
MADHYA PRADESH,RATLAM,PIPLODA,25446,2153,20297,38,10028,32517,
MADHYA PRADESH,RATLAM,RATLAM,19409,7853,11360,52,4189,23454,
MADHYA PRADESH,RATLAM,SAILANA,4258,978,3125,1,832,4936,
MADHYA PRADESH,REWA,GANGEO,2306,1506,1728,25,4,3262,
MADHYA PRADESH,REWA,HANUMANA,2903,965,1938,0,1,2905,
MADHYA PRADESH,REWA,JAWA,8419,6151,6341,34,0,12526,
MADHYA PRADESH,REWA,MAUGANJ,777,363,427,0,0,790,
MADHYA PRADESH,REWA,NAIGARHI,3145,1694,1522,3,0,3219,
MADHYA PRADESH,REWA,RAIPUR KARCULIYAN,2196,1359,1791,54,1,3205,
MADHYA PRADESH,REWA,REWA,3590,2586,2323,186,1,5097,
MADHYA PRADESH,REWA,SIRMOUR,5822,4229,4528,22,1,8780,
MADHYA PRADESH,REWA,TEONTHER,8093,5144,5721,0,0,10865,
MADHYA PRADESH,SAGAR,BANDA,8597,5,8590,9,2,8606,
MADHYA PRADESH,SAGAR,BINA,3337,0,3336,0,0,3337,
MADHYA PRADESH,SAGAR,DEORI,8984,3,8981,25,0,9009,
MADHYA PRADESH,SAGAR,JAISINAGAR,7818,5,7813,5,0,7822,
MADHYA PRADESH,SAGAR,KESLI,7135,2,7133,8000,0,15135,
MADHYA PRADESH,SAGAR,KHURAI,5925,2,5923,13,1,5939,
MADHYA PRADESH,SAGAR,MALTHONE,4097,0,4096,8,0,4105,
MADHYA PRADESH,SAGAR,RAHATGARH,8510,1,8509,3,0,8513,
MADHYA PRADESH,SAGAR,REHLI,10513,3,10511,15,0,10528,
MADHYA PRADESH,SAGAR,SAGAR,11892,8,11883,9,0,11901,
MADHYA PRADESH,SAGAR,SHAHGARH,2854,0,2853,1,0,2855,
MADHYA PRADESH,SATNA,AMARPATAN,3624,62,3528,45,36,3670,
MADHYA PRADESH,SATNA,MAIHAR,8003,1,7998,33,6,8038,
MADHYA PRADESH,SATNA,MAJHAGAWAN,7395,80,7469,7,0,7556,
MADHYA PRADESH,SATNA,NAGOD,6009,9,6000,1,0,6010,
MADHYA PRADESH,SATNA,RAMNAGER,3949,0,4099,1,0,4100,
MADHYA PRADESH,SATNA,RAMPUR BAGHELAN,6179,0,6179,1,0,6180,
MADHYA PRADESH,SATNA,SOHAWAL,3591,0,3591,0,0,3591,
MADHYA PRADESH,SATNA,UCHEHARA,9025,53,8843,117,14,9027,
MADHYA PRADESH,SEHORE,ASHTA,16787,635,15085,1265,12,16997,
MADHYA PRADESH,SEHORE,BUDHNI,7391,1,8177,0,0,8178,
MADHYA PRADESH,SEHORE,ICHAWAR,11124,546,10967,145,3,11660,
MADHYA PRADESH,SEHORE,NASRULLAGANJ,15262,7,15334,41,0,15381,
MADHYA PRADESH,SEHORE,SEHORE,19832,402,27773,169,19,28362,
