-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.15.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.15.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. of constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical breakdown,Constraints in utilisation - Less water discharge,Constraints in utilisation - Storage siltation,Constraints in utilisation - Channel break down,Constraints in utilisation - Other reasons,Total,Total in use
KARNATAKA,Chikmagalur,NARASIMHARAJAPURA,330,4,0,0,2,52,6,64,394
KARNATAKA,Chikmagalur,SRINGERI,0,2,2,3,4,240,0,251,251
KARNATAKA,Chikmagalur,TARIKERE,77,1,0,7,0,1,0,9,86
KARNATAKA,Chitradurga,CHALLAKERE,0,18,0,0,0,0,0,18,18
KARNATAKA,Chitradurga,CHITRADURGA,0,5,0,0,0,0,0,5,5
KARNATAKA,Chitradurga,HIRIYUR,20,24,0,0,0,1,0,25,45
KARNATAKA,Chitradurga,HOSDURGA,0,4,0,0,0,0,0,4,4
KARNATAKA,Chitradurga,MOLAKALMURU,0,13,0,0,3,0,0,16,16
KARNATAKA,Dakshina Kannada,BELTHANGADI,42,3,0,0,0,0,0,3,45
KARNATAKA,Dakshina Kannada,BUNTWAL,0,14,4,17,26,180,0,241,241
KARNATAKA,Dakshina Kannada,MANGALORE,0,0,0,0,0,79,0,79,79
KARNATAKA,Dakshina Kannada,PUTTUR,762,1,0,0,0,0,0,1,763
KARNATAKA,Dakshina Kannada,SULLIA,680,2,0,0,0,0,0,2,682
KARNATAKA,Davanagere,CHANNAGIRI,0,99,0,0,1,0,8,108,108
KARNATAKA,Davanagere,DAVANGERE,85,196,1,3,63,376,1,640,725
KARNATAKA,Davanagere,HARIHAR,1320,328,1,0,27,102,23,481,1801
KARNATAKA,Davanagere,HARPANAHALLI,0,50,0,0,23,1,0,74,74
KARNATAKA,Davanagere,HONNALI,631,155,21,0,0,15,10,201,832
KARNATAKA,Davanagere,JAGALUR,3,1,0,0,1,1,0,3,6
KARNATAKA,Dharwar,DHARWAD,0,0,0,0,0,22,0,22,22
KARNATAKA,Dharwar,KALGHATGI,0,1,7,56,19,4,1,88,88
KARNATAKA,Dharwar,NAVALGUND,9,230,2,1,50,399,0,682,691
KARNATAKA,Gadag,GADAG,4,0,0,0,0,7,0,7,11
KARNATAKA,Gadag,MUNDARGI,114,47,1,11,48,0,2,109,223
KARNATAKA,Gadag,NARGUND,397,0,0,0,0,1,0,1,398
KARNATAKA,Gadag,RON,2,48,1,130,29,98,0,306,308
KARNATAKA,Gadag,SHIRHATTI,0,78,0,74,33,1,0,186,186
KARNATAKA,Gulbarga,AFZALPUR,394,98,0,25,2,0,7,132,526
KARNATAKA,Gulbarga,ALAND,0,9,0,23,31,6,0,69,69
KARNATAKA,Gulbarga,CHINCHOLI,111,3,3,0,1,4,42,53,164
KARNATAKA,Gulbarga,CHITAPUR,13,2,0,2,2,13,1,20,33
KARNATAKA,Gulbarga,GULBARGA,0,5,0,5,2,0,3,15,15
KARNATAKA,Gulbarga,JEVARGI,124,18,0,37,10,41,12,118,242
KARNATAKA,Gulbarga,SEDAM,0,1,0,0,0,0,167,168,168
KARNATAKA,Gulbarga,SHAHAPUR,3,32,24,8,42,19,61,186,189
KARNATAKA,Gulbarga,SHORAPUR,0,1,0,0,2,157,4,164,164
KARNATAKA,Gulbarga,YADGIR,1,59,0,9,0,1,0,69,70
KARNATAKA,Hassan,ALUR,0,7,0,0,0,0,0,7,7
KARNATAKA,Hassan,ARASIKERE,0,1,0,0,0,0,0,1,1
KARNATAKA,Hassan,ARKALGUD,0,2,0,0,0,0,0,2,2
KARNATAKA,Hassan,BELUR,0,0,0,1,0,0,0,1,1
KARNATAKA,Hassan,CHANNARAYAPATNA,0,2,0,0,0,0,0,2,2
KARNATAKA,Hassan,HASSAN,1,2,0,0,0,0,0,2,3
KARNATAKA,Hassan,HOLENARSIPUR,2,20,0,3,0,0,0,23,25
KARNATAKA,Hassan,SAKALESHPURA,0,2,0,0,0,0,0,2,2
KARNATAKA,Haveri,HANGAL,8,273,3,9,0,0,13,298,306
KARNATAKA,Haveri,HAVERI,8,679,0,137,100,147,3,1066,1074
KARNATAKA,Haveri,HIREKERUR,0,3,0,0,0,0,0,3,3
KARNATAKA,Haveri,RANIBENNUR,28,108,0,0,1,5,1442,1556,1584
KARNATAKA,Haveri,SAVANUR,0,2,0,0,42,129,0,173,173
KARNATAKA,Haveri,SHIGGAON,2,0,0,0,0,0,1,1,3
KARNATAKA,Kodagu,MADIKERI,0,1,0,0,0,286,124,411,411
KARNATAKA,Kodagu,SOMVARPET,0,7,0,0,0,1,0,8,8
KARNATAKA,Kodagu,VIRAJPET,0,2,0,0,0,1,0,3,3
KARNATAKA,Kolar,BANGARAPET,0,0,0,0,0,0,0,0,0
KARNATAKA,Kolar,MALUR,0,2,0,0,0,0,0,2,2
KARNATAKA,Koppal,GANGAVATHI,0,25,0,0,8,0,320,353,353
KARNATAKA,Koppal,KOPPAL,1,4,1,1,2,134,1,143,144
KARNATAKA,Koppal,KUSHTAGI,1,4,0,0,3,18,0,25,26
KARNATAKA,Mandya,KRISHNARAJPET,7,11,0,0,0,1,0,12,19
KARNATAKA,Mandya,MADDUR,0,3,0,0,0,1,0,4,4
KARNATAKA,Mandya,MALAVALLI,1,5,0,0,0,0,0,5,6
KARNATAKA,Mandya,MANDYA,0,1,0,0,0,0,0,1,1
KARNATAKA,Mandya,PANDAVAPURA,0,1,0,0,0,0,0,1,1
KARNATAKA,Mandya,SRIRANGAPATTANA,0,1,0,0,0,0,0,1,1
KARNATAKA,Mysore,HEGGADADEVANKOTE,0,2,0,0,0,3,0,5,5
KARNATAKA,Mysore,HUNSUR,0,13,0,0,0,4,2,19,19
KARNATAKA,Mysore,KRISHNARAJANAGARA,0,1,0,0,0,0,0,1,1
KARNATAKA,Mysore,MYSORE,0,2,0,0,0,1,0,3,3
KARNATAKA,Mysore,PERIYAPATNA,0,2,0,0,0,0,0,2,2
KARNATAKA,Mysore,T.NARASIPURA,0,1,0,0,15,0,1,17,17
KARNATAKA,Raichur,DEODURGA,1,67,1,0,0,0,137,205,206
KARNATAKA,Raichur,LINGASUGUR,0,47,2,35,3,231,82,400,400
KARNATAKA,Raichur,MANVI,2,135,0,221,166,489,0,1011,1013
KARNATAKA,Raichur,RAICHUR,568,83,0,61,3,0,32,179,747
KARNATAKA,Raichur,SINDHANUR,52,0,0,0,0,0,36,36,88
KARNATAKA,Shimoga,BHADRAVATHI,0,8,0,0,51,384,0,443,443
KARNATAKA,Shimoga,HOSANAGARA,0,11,10,17,42,103,1,184,184
KARNATAKA,Shimoga,SAGAR,0,4,1,17,53,191,3,269,269
KARNATAKA,Shimoga,SHIKARIPURA,0,76,0,0,146,97,1,320,320
KARNATAKA,Shimoga,SHIMOGA,0,42,0,2,24,213,0,281,281
KARNATAKA,Shimoga,SORAB,0,59,3,28,85,224,0,399,399
KARNATAKA,Shimoga,THIRTHAHALLI,9,52,10,34,199,920,12,1227,1236
KARNATAKA,Tumkur,CHIKNAYAKANHALLI,1,0,0,0,0,0,0,0,1
KARNATAKA,Tumkur,GUBBI,0,0,0,0,0,1,0,1,1
KARNATAKA,Tumkur,KORATAGERE,0,0,0,0,0,0,2,2,2
KARNATAKA,Tumkur,KUNIGAL,0,0,0,0,0,6,0,6,6
KARNATAKA,Tumkur,PAVAGADA,0,2,0,0,0,0,0,2,2
KARNATAKA,Tumkur,SIRA,0,3,0,0,0,0,0,3,3
KARNATAKA,Tumkur,TUMKUR,0,0,0,0,0,0,0,0,0
KARNATAKA,Tumkur,TURUVEKERE,0,1,0,0,0,19,0,20,20
KARNATAKA,Udupi,KARKAL,0,36,2,17,18,535,1,609,609
KARNATAKA,Udupi,KUNDAPURA,0,71,0,0,0,346,0,417,417
KARNATAKA,Udupi,UDUPI,527,147,19,111,54,10,70,411,938
KARNATAKA,Uttara Kannada,ANKOLA,91,1,0,0,0,3,9,13,104
KARNATAKA,Uttara Kannada,BHATKAL,0,0,0,0,1,9,11,21,21
KARNATAKA,Uttara Kannada,HALIYAL,64,42,0,53,9,1,73,178,242
KARNATAKA,Uttara Kannada,HONAVAR,5,6,0,0,1,10,3,20,25
KARNATAKA,Uttara Kannada,KARWAR,5,0,1,0,0,0,0,1,6
KARNATAKA,Uttara Kannada,KUMTA,0,0,0,0,0,1,1,2,2
KARNATAKA,Uttara Kannada,MUNDGOD,4,0,0,0,1,0,0,1,5
KARNATAKA,Uttara Kannada,SIDDAPUR,1,0,0,0,0,26,0,26,27
KARNATAKA,Uttara Kannada,SIRSI,176,8,0,67,1,4,36,116,292
KARNATAKA,Uttara Kannada,SUPA,50,59,11,13,1,5,2,91,141
KARNATAKA,Uttara Kannada,YELLAPUR,0,0,0,0,0,74,0,74,74
KERALA,ALAPPUZHA,ARYAD,0,0,0,0,12,0,0,12,12
KERALA,ALAPPUZHA,BHARANICAVU,1,1,3,0,4,0,0,8,9
KERALA,ALAPPUZHA,CHEMBAKULAM,144,0,1,0,0,1,0,2,146
KERALA,ALAPPUZHA,CHENGANNUR,5,0,0,0,0,0,0,0,5
KERALA,ALAPPUZHA,CHENGANNUR-999,1,0,0,0,0,0,0,0,1
KERALA,ALAPPUZHA,HARIPAD,0,0,0,0,13,0,0,13,13
KERALA,ALAPPUZHA,MAVELIKARA,1,14,0,2,5,1,0,22,23
KERALA,ALAPPUZHA,MAVELIKKARA,1,0,0,0,0,0,0,0,1
KERALA,ALAPPUZHA,MUTHUKULAMD,0,0,2,2,2,0,22,28,28
KERALA,ALAPPUZHA,VELIYANADU,0,0,0,0,65,2,2,69,69
KERALA,ERANAKULAM,ALANGAD,7,0,1,1,3,65,3,73,80
KERALA,ERANAKULAM,ANGALAMALY,40,1,0,0,0,38,12,51,91
KERALA,ERANAKULAM,ANGAMALY,0,0,0,0,0,0,1,1,1
KERALA,ERANAKULAM,EDAPPALY,116,0,0,0,0,0,0,0,116
KERALA,ERANAKULAM,KALAMASSERY,17,0,0,0,0,1,0,1,18
KERALA,ERANAKULAM,KOCHI CORPORATION,42,0,0,0,0,3,0,3,45
KERALA,ERANAKULAM,KOOVAPPADY,11,0,0,0,0,0,0,0,11
KERALA,ERANAKULAM,KOTHAMANGALAM,29,0,0,0,0,5,0,5,34
KERALA,ERANAKULAM,KOTHAMANGALAM-999,20,0,0,0,0,2,0,2,22
KERALA,ERANAKULAM,MOOVATTUPUZHA,113,0,0,0,0,7,0,7,120
KERALA,ERANAKULAM,MULANTHURUTHY,121,0,0,0,0,114,0,114,235
KERALA,ERANAKULAM,PALLURUTHY,9,0,0,0,1,0,0,1,10
KERALA,ERANAKULAM,PAMPAKUDA,15,0,0,13,0,0,0,13,28
KERALA,ERANAKULAM,PARAKADAVU,34,0,0,0,0,1,0,1,35
KERALA,ERANAKULAM,PERUMBAVOOR,5,0,0,0,0,0,0,0,5
KERALA,ERANAKULAM,THIPPUNITHURA,0,0,0,86,118,0,0,204,204
KERALA,ERANAKULAM,VADAVUKODE,4,0,0,0,0,0,14,14,18
KERALA,ERANAKULAM,VAZHAKULAM,5,0,5,0,0,8,0,13,18
KERALA,ERANAKULAM,VYTILLA,61,0,0,0,9,2,14,25,86
KERALA,IDDUKKI,AZHUTHA,11,18,1,1,0,0,7,27,38
KERALA,IDDUKKI,DEVIKULAM,0,0,1,0,0,0,1,2,2
KERALA,IDDUKKI,ELAMDESAM,9,0,0,0,0,0,2,2,11
KERALA,IDDUKKI,IDUKKI,17,2,2,0,4,0,35,43,60
KERALA,IDDUKKI,KATTAPPANA,29,0,0,0,0,0,0,0,29
KERALA,IDDUKKI,NEDUMKANDAM,4,0,0,0,0,0,0,0,4
KERALA,IDDUKKI,THODUPUZHA,60,0,0,0,0,0,10,10,70
KERALA,IDDUKKI,THODUPUZHA MUNICIP,9,0,0,1,0,0,0,1,10
KERALA,KANNUR,IRIKKUR,0,0,0,0,0,1,1,2,2
KERALA,KANNUR,IRITTY,225,0,0,0,0,110,0,110,335
KERALA,KANNUR,KUTHUPARAMBA,6,0,0,0,0,0,0,0,6
KERALA,KANNUR,MATTANNUR,20,0,0,0,1,1,0,2,22
KERALA,KANNUR,PAYYANNUR,178,2,2,56,113,8,22,203,381
KERALA,KANNUR,PAYYANNUR-999,12,1,2,10,8,0,2,23,35
KERALA,KANNUR,PERAVOOR,132,0,3,0,0,0,0,3,135
KERALA,KANNUR,THALASSERY,7,0,0,0,0,0,0,0,7
KERALA,KANNUR,THALASSERY-999,2,0,0,0,0,0,0,0,2
KERALA,KANNUR,THALIPARAMBA,10,3,0,5,0,0,0,8,18
KERALA,KASARAGODE,KANHANGAD MUNICIP,0,0,0,0,0,5,0,5,5
KERALA,KASARAGODE,KASARAGODE,0,3,0,0,1,25,0,29,29
KERALA,KASARAGODE,KASARAGODE MUNICIP,3,0,0,0,0,0,0,0,3
KERALA,KASARAGODE,MANJESWARAM,0,3,0,2,0,3,0,8,8
KERALA,KOLLAM,ANCHAL,0,0,0,0,0,0,1,1,1
KERALA,KOLLAM,CHITTUMALA,0,0,1,0,0,0,0,1,1
KERALA,KOLLAM,ITHIKKARA,2,0,1,0,0,0,0,1,3
KERALA,KOLLAM,KOTTARAKKARA,0,0,0,0,0,1,0,1,1
KERALA,KOLLAM,PUNALUR,0,0,0,0,0,0,0,0,0
KERALA,KOLLAM,SASTHAMCOTTA,0,0,0,0,0,8,0,8,8
KERALA,KOLLAM,VETTIKKAVALA,0,5,0,0,14,0,0,19,19
KERALA,KOTTAYAM,CHANGANASSERY,0,0,0,2,0,0,0,2,2
KERALA,KOTTAYAM,ERATTUPETTAH,17,0,0,1,8,0,3,12,29
KERALA,KOTTAYAM,ETTUMANOOR,33,0,0,0,0,33,26,59,92
KERALA,KOTTAYAM,KADUTHURUTHY,153,0,1,3,2,1,100,107,260
KERALA,KOTTAYAM,LALAM,0,0,0,15,1,2,3,21,21
KERALA,KOTTAYAM,MADAPPALLY,0,1,0,7,0,7,24,39,39
KERALA,KOTTAYAM,PALA,0,0,0,5,0,1,0,6,6
KERALA,KOTTAYAM,PALLAM,6,0,0,16,0,2,26,44,50
KERALA,KOTTAYAM,UZHAVOOR,207,0,0,0,1,26,0,27,234
KERALA,KOTTAYAM,VAIKOM,0,38,4,96,1,3,0,142,142
KERALA,KOZHIKODE,BALUSSERY,11,0,0,0,0,15,0,15,26
KERALA,KOZHIKODE,CHELANNUR,105,0,5,1,3,0,11,20,125
KERALA,KOZHIKODE,KODUVALLY,0,0,0,0,35,5,9,49,49
KERALA,KOZHIKODE,KOZHIKKODE,0,0,0,0,0,8,0,8,8
KERALA,KOZHIKODE,KOZHIKKODE CORPORATI,7,0,0,0,0,0,0,0,7
KERALA,KOZHIKODE,KUNNAMANGALAM,135,0,0,4,2,96,15,117,252
KERALA,KOZHIKODE,KUNNUMEL,7,0,0,1,2,13,1,17,24
KERALA,KOZHIKODE,PANTHALAYANI,0,0,0,0,0,8,0,8,8
KERALA,KOZHIKODE,PERAMBRA,0,0,0,2,0,8,0,10,10
KERALA,KOZHIKODE,THODANNUR,0,0,0,0,0,26,0,26,26
KERALA,KOZHIKODE,THUNERI,13,0,0,1,0,0,0,1,14
KERALA,KOZHIKODE,VADAKARA-999,0,0,0,0,3,0,0,3,3
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,0,0,0,0,0,3,0,3,3
KERALA,MALAPPURAM,AREACODE,63,43,3,62,0,22,0,130,193
KERALA,MALAPPURAM,KONDOTTY,17,0,0,0,0,3,0,3,20
KERALA,MALAPPURAM,KUTTIPPURAM,2,0,0,0,0,0,0,0,2
KERALA,MALAPPURAM,MALAPPURAM,23,0,4,0,0,0,0,4,27
KERALA,MALAPPURAM,MALAPURAM MUNI,0,0,0,0,0,11,0,11,11
KERALA,MALAPPURAM,MANJERI MUNI,0,0,0,0,0,21,0,21,21
KERALA,MALAPPURAM,MANKADA,84,4,1,73,1,5,21,105,189
KERALA,MALAPPURAM,NILAMBOOR,693,0,0,65,1,387,27,480,1173
KERALA,MALAPPURAM,PERINTHALMANNA,59,58,8,28,3,2,0,99,158
KERALA,MALAPPURAM,PONNANI,1,0,0,5,0,0,0,5,6
KERALA,MALAPPURAM,PONNANI MUNI,0,0,0,0,0,13,0,13,13
KERALA,MALAPPURAM,THANUR,0,1,0,35,9,0,0,45,45
KERALA,MALAPPURAM,THIRUR,0,1,0,1,0,0,2,4,4
KERALA,MALAPPURAM,THIRURANGADI,181,0,0,0,0,3,0,3,184
KERALA,MALAPPURAM,TIRUR MUNI,0,0,0,0,0,5,0,5,5
KERALA,MALAPPURAM,VENGARA,0,0,0,0,0,35,0,35,35
KERALA,MALAPPURAM,WANDOOR,0,3,3,20,0,345,0,371,371
KERALA,PALAKKAD,ALATHUR,506,0,0,7,112,0,16,135,641
KERALA,PALAKKAD,ATTAPPADY,129,0,0,0,0,0,143,143,272
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,0,2,3,0,0,0,0,5,5
KERALA,PALAKKAD,CHITUR,4,0,0,0,0,5,0,5,9
KERALA,PALAKKAD,KOLLENGODE,82,0,0,2,40,5,0,47,129
KERALA,PALAKKAD,KUZHALMANNAM,13,0,4,1,1,0,5,11,24
KERALA,PALAKKAD,MALAMPUZHA,0,0,0,0,0,165,0,165,165
KERALA,PALAKKAD,MANNARKKAD,303,0,0,0,24,2,0,26,329
KERALA,PALAKKAD,NENMARA,0,0,0,15,0,301,0,316,316
KERALA,PALAKKAD,OTTAPPALAM,0,0,0,0,0,7,0,7,7
KERALA,PALAKKAD,OTTAPPALAM MUNI,0,0,0,0,0,15,0,15,15
KERALA,PALAKKAD,PALAKKAD,100,0,0,0,15,3,0,18,118
KERALA,PALAKKAD,PATTAMBI,0,0,0,0,19,1,44,64,64
KERALA,PALAKKAD,SHORANNUR MUNI,0,0,0,0,0,9,0,9,9
KERALA,PALAKKAD,SREEKRISHNAPURAM,130,0,0,0,0,0,0,0,130
KERALA,PALAKKAD,THRITHALA,0,0,0,0,0,5,2,7,7
KERALA,PATHANAMTHITTA,ELANTHUR,0,0,0,0,0,2,0,2,2
KERALA,PATHANAMTHITTA,KOIPURAM,0,0,0,0,1,4,2,7,7
KERALA,PATHANAMTHITTA,KONNI,0,0,0,0,0,9,0,9,9
KERALA,PATHANAMTHITTA,KULANADA,0,0,0,0,0,0,5,5,5
KERALA,PATHANAMTHITTA,MALLAPPALLY,3,0,0,30,67,0,0,97,100
KERALA,PATHANAMTHITTA,PANDALAM,0,0,0,0,0,17,0,17,17
KERALA,PATHANAMTHITTA,PARAKKODE,1,0,0,0,1,0,0,1,2
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,0,0,0,0,0,0,0,0,0
KERALA,PATHANAMTHITTA,PULIKEEZHU,0,0,0,0,4,19,0,23,23
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,0,0,0,0,0,4,0,4,4
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,17,0,0,0,0,0,0,0,17
KERALA,THIRUVANANTHAPURAM,NEMOM,0,0,0,0,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,0,0,1,0,0,0,0,1,1
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,6,0,0,0,0,1,0,1,7
KERALA,THIRUVANANTHAPURAM,VARKALA,0,0,0,0,3,0,0,3,3
KERALA,THIRUVANANTHAPURAM,VELLANADU,0,0,0,0,0,0,0,0,0
KERALA,THRISSUR,ANTHIKKAD,89,0,45,37,0,95,0,177,266
KERALA,THRISSUR,CHALAKKUDY,39,0,0,0,27,0,0,27,66
KERALA,THRISSUR,CHALAKUDY MUNI,44,0,0,0,0,0,0,0,44
KERALA,THRISSUR,CHERPU,130,0,0,1,0,0,0,1,131
KERALA,THRISSUR,CHOWANNUR,0,0,0,0,0,13,2,15,15
KERALA,THRISSUR,IRINJALAKKUDA,79,0,0,24,0,0,8,32,111
KERALA,THRISSUR,IRINJALAKUDA MUNI,11,0,0,0,0,2,0,2,13
KERALA,THRISSUR,KODAKARA,50,4,1,1,6,46,2,60,110
KERALA,THRISSUR,KODUNGALLUR,0,0,0,0,0,384,0,384,384
KERALA,THRISSUR,MALA,19,0,0,27,0,0,0,27,46
KERALA,THRISSUR,MATHILAKOM,545,0,1,17,0,4,0,22,567
KERALA,THRISSUR,MULLASSERY,8,0,0,0,0,2,0,2,10
KERALA,THRISSUR,OLLUKKARA,364,6,0,1,1,17,0,25,389
KERALA,THRISSUR,PAZHAYANNUR,0,0,0,0,119,0,4,123,123
KERALA,THRISSUR,PUZHAKKAL,8,0,1,13,11,42,0,67,75
KERALA,THRISSUR,THALIKULAM,273,0,4,93,40,1,39,177,450
KERALA,THRISSUR,THRISSUR CORPORATION,31,2,8,0,1,5,0,16,47
KERALA,THRISSUR,VADAKKANCHERRY,0,0,0,8,1,74,0,83,83
KERALA,THRISSUR,VELLANGALLUR,51,0,0,1,0,0,0,1,52
KERALA,WAYANAD,KALPETTA,0,0,0,8,0,150,2,160,160
KERALA,WAYANAD,KALPETTA MUNI,0,0,0,16,0,0,7,23,23
KERALA,WAYANAD,MANANTHAVADI,1,0,0,0,0,349,0,349,350
KERALA,WAYANAD,SULTHANBATHERI,0,6,19,3,0,363,31,422,422
MADHYA PRADESH,BALAGHAT,BAIHAR,85,0,0,0,0,0,2,2,87
MADHYA PRADESH,BALAGHAT,BALAGHAT,58,0,0,0,0,0,2,2,60
MADHYA PRADESH,BALAGHAT,BIRSA,78,0,0,0,0,0,1,1,79
MADHYA PRADESH,BALAGHAT,KATANGI,0,0,0,0,0,1,0,1,1
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,0,1,0,0,0,26,0,27,27
MADHYA PRADESH,BALAGHAT,KIRNAPUR,41,1,1,0,0,1,1,4,45
MADHYA PRADESH,BALAGHAT,LALBURRA,0,0,0,5,0,32,4,41,41
MADHYA PRADESH,BALAGHAT,LANJI,461,0,0,0,0,0,4,4,465
MADHYA PRADESH,BALAGHAT,PARASWADA,35,0,1,0,0,0,0,1,36
MADHYA PRADESH,BALAGHAT,WARASEONI,30,6,0,0,0,0,1,7,37
MADHYA PRADESH,BARWANI,BARWANI,0,132,0,189,0,0,0,321,321
MADHYA PRADESH,BARWANI,NIWALI,0,0,0,60,0,0,0,60,60
MADHYA PRADESH,BARWANI,PANSEMAL,0,14,0,12,0,0,0,26,26
MADHYA PRADESH,BARWANI,PATI,0,183,1,251,0,0,0,435,435
MADHYA PRADESH,BARWANI,RAJPUR,0,52,0,1044,0,0,0,1096,1096
MADHYA PRADESH,BARWANI,SENDHWA,0,23,0,694,0,0,13,730,730
MADHYA PRADESH,BARWANI,THIKRI,0,121,1,451,0,0,1,574,574
MADHYA PRADESH,BETUL,AMLA,0,20,9,531,35,0,147,742,742
MADHYA PRADESH,BETUL,ATHNER,0,0,0,1,0,0,105,106,106
MADHYA PRADESH,BETUL,BETUL,0,19,3,273,3,0,569,867,867
MADHYA PRADESH,BETUL,BHAINSDEHI,0,3,0,202,12,0,85,302,302
MADHYA PRADESH,BETUL,BHIMPURA,0,0,0,314,2,0,153,469,469
MADHYA PRADESH,BETUL,CHICHOLI,0,0,0,54,7,0,283,344,344
MADHYA PRADESH,BETUL,GHODA DONGRI,0,0,0,242,0,0,847,1089,1089
MADHYA PRADESH,BETUL,MULTAI,0,0,0,22,0,0,11,33,33
MADHYA PRADESH,BETUL,PRABHAT PATTAN,0,7,0,79,0,0,10,96,96
MADHYA PRADESH,BETUL,SHAHPUR,0,44,13,104,11,0,123,295,295
MADHYA PRADESH,BHIND,BHIND,0,0,0,2,0,0,0,2,2
MADHYA PRADESH,BHIND,GOHAD,0,0,0,126,0,0,31,157,157
MADHYA PRADESH,BHIND,LAHAR,0,10,5,69,3,0,8,95,95
MADHYA PRADESH,BHIND,MEHAGOAN,0,1,0,17,0,0,0,18,18
MADHYA PRADESH,BHIND,ROUN(MIHONA),0,1,0,3,0,0,0,4,4
MADHYA PRADESH,BHOPAL,BERASIA,0,123,51,284,444,342,183,1427,1427
MADHYA PRADESH,BHOPAL,FUNDA,0,0,0,0,734,91,60,885,885
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,40,17,0,0,0,2,1083,1102,1142
MADHYA PRADESH,CHHATARPUR,BIJAWAR,2,0,0,157,0,0,438,595,597
MADHYA PRADESH,CHHATARPUR,BUXWAHA,0,0,0,1,0,0,226,227,227
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,281,1,0,4,2,0,0,7,288
MADHYA PRADESH,CHHATARPUR,GAURIHAR,89,0,22,22,13,0,9,66,155
MADHYA PRADESH,CHHATARPUR,LAUNDI,205,0,0,1,0,0,0,1,206
MADHYA PRADESH,CHHATARPUR,NOWGONG,617,2,0,37,0,0,0,39,656
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,3,0,1,0,0,2,452,455,458
MADHYA PRADESH,CHHINDWARA,BICHHUA,0,1,0,0,0,0,0,1,1
MADHYA PRADESH,CHHINDWARA,CHHINDWADA,16,7,0,172,0,49,0,228,244
MADHYA PRADESH,CHHINDWARA,CHOURAI,0,0,0,1,0,0,0,1,1
MADHYA PRADESH,CHHINDWARA,PARASIA,170,0,0,0,0,86,116,202,372
MADHYA PRADESH,CHHINDWARA,TAMIA,17,5,0,1,0,33,2,41,58
MADHYA PRADESH,DAMOH,BATIYAGHAR,0,0,0,0,0,404,0,404,404
MADHYA PRADESH,DAMOH,DAMOH,0,9,0,347,194,2106,43,2699,2699
MADHYA PRADESH,DAMOH,HATTA,0,29,1,0,0,1217,0,1247,1247
MADHYA PRADESH,DAMOH,JABERA,0,0,0,0,0,509,1,510,510
MADHYA PRADESH,DAMOH,PATERA,0,0,0,2,0,1438,70,1510,1510
MADHYA PRADESH,DAMOH,PATHARIA,0,0,0,8,0,1668,0,1676,1676
MADHYA PRADESH,DAMOH,TENDUKHEDA,0,5,2,59,0,1991,1,2058,2058
MADHYA PRADESH,DATIA,BHANDER,0,0,1,13,1,219,0,234,234
MADHYA PRADESH,DATIA,DATIA,0,10,6,220,0,64,0,300,300
MADHYA PRADESH,DEWAS,BAGLEE,0,14,1,409,0,0,0,424,424
MADHYA PRADESH,DEWAS,DEWAS,0,0,0,140,2,0,0,142,142
MADHYA PRADESH,DEWAS,KANNOD,0,27,2,618,1,60,18,726,726
MADHYA PRADESH,DEWAS,KHATEGAON,0,7,1,540,0,0,0,548,548
MADHYA PRADESH,DEWAS,SONKUCH,0,0,0,148,0,0,0,148,148
MADHYA PRADESH,DEWAS,TONKHURD,0,0,1,91,0,0,0,92,92
MADHYA PRADESH,DHAR,BADNAWER,44,0,3,376,0,0,0,379,423
MADHYA PRADESH,DHAR,BAGH,0,1,2,188,0,0,0,191,191
MADHYA PRADESH,DHAR,DAHI,0,1,0,37,0,0,0,38,38
MADHYA PRADESH,DHAR,DHAR,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,DHAR,DHARAMPURI,0,148,0,210,0,0,120,478,478
MADHYA PRADESH,DHAR,GANDHWANI,0,0,1,218,0,2,0,221,221
MADHYA PRADESH,DHAR,KUKSHI,0,0,0,124,0,0,0,124,124
MADHYA PRADESH,DHAR,MANAWAR,0,303,6,362,0,0,15,686,686
MADHYA PRADESH,DHAR,NALACHHA,0,0,0,161,0,0,2,163,163
MADHYA PRADESH,DHAR,NISARPUR,0,2,4,398,2,579,2,987,987
MADHYA PRADESH,DHAR,SARDARPUR,0,0,1,531,0,0,0,532,532
