-----
{
 "description": "The table refers to Block wise Distribution of Dugwells in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.15.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.15.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No Constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical break down,Constraints in utilisation - Less water discharge,Constraints in utilisation - Other reason,Total,Total in use
ORISSA,SUNDARGARH,LEPHRIPADA,259,0,0,188,628,816,1075
ORISSA,SUNDARGARH,NUAGAON,1029,5,15,449,517,986,2015
ORISSA,SUNDARGARH,RAJAGANGAPUR,46,1,0,419,119,539,585
ORISSA,SUNDARGARH,SUBDEGA,97,0,4,124,840,968,1065
ORISSA,SUNDARGARH,SUNDARGARH,186,0,0,407,709,1116,1302
ORISSA,SUNDARGARH,TANGARPALI,285,3,1,365,524,893,1178
PONDICHERRY,KARAIKAL,KOTTUCHERRY,1,0,0,0,0,0,1
PONDICHERRY,PONDICHERRY,ARIANKUPPAM,15,0,0,0,1,1,16
PONDICHERRY,PONDICHERRY,MANNADIPET,3,0,0,0,0,0,3
PONDICHERRY,PONDICHERRY,NETTAPAKKAM,43,0,0,0,0,0,43
PONDICHERRY,PONDICHERRY,VILLIANUR,14,0,0,0,0,0,14
PUNJAB,BATHINDA,BATHINDA,0,21,0,0,0,21,21
PUNJAB,BATHINDA,NATHANA,5,0,0,0,0,0,5
PUNJAB,BATHINDA,SANGAT,0,70,0,0,0,70,70
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,40,0,0,0,0,0,40
PUNJAB,FATEHGARH SAHIB,SIRHIND,29,0,0,0,0,0,29
PUNJAB,GURDASPUR,DHARKALAN,4,0,0,0,0,0,4
PUNJAB,GURDASPUR,GURDASPUR,98,0,0,0,0,0,98
PUNJAB,GURDASPUR,NAROT JAIMAL SINGH,13,0,0,0,0,0,13
PUNJAB,HOSHIARPUR,HAZIPUR,214,7,0,3,16,26,240
PUNJAB,HOSHIARPUR,TALWARA,261,5,1,2,11,19,280
PUNJAB,LUDHIANA,MANGAT,81,0,0,0,0,0,81
PUNJAB,LUDHIANA,SUDHAR,11,0,0,0,0,0,11
PUNJAB,MOGA,KOT ISE KHAN,0,8,2,0,0,10,10
PUNJAB,ROPAR,ANANDPUR SAHIB,0,1423,0,7,1,1431,1431
PUNJAB,ROPAR,CHAMKAUR SAHIB,0,7,0,0,0,7,7
PUNJAB,ROPAR,KHARAR,0,16,0,0,0,16,16
PUNJAB,ROPAR,MAJRI,0,2,0,0,0,2,2
PUNJAB,ROPAR,MORINDA,0,2,0,0,0,2,2
PUNJAB,ROPAR,NOORPUR BEDI,0,125,0,0,0,125,125
PUNJAB,ROPAR,ROPAR,3,125,0,24,6,155,158
PUNJAB,SANGRUR,DHURI,0,147,0,0,0,147,147
PUNJAB,SANGRUR,SANGRUR,3,125,0,0,0,125,128
PUNJAB,SANGRUR,SUNAM,0,1,0,0,0,1,1
RAJASTHAN,AJMER,AJMER,504,407,12,4705,286,5410,5914
RAJASTHAN,AJMER,BEAWAR,143,1,19,4257,106,4383,4526
RAJASTHAN,AJMER,BHINAI,2,0,5,3356,1,3362,3364
RAJASTHAN,AJMER,KEKRI,205,0,14,6611,49,6674,6879
RAJASTHAN,AJMER,KISHANGARH,447,202,19,5073,72,5366,5813
RAJASTHAN,AJMER,MASUDA,120,0,11,4387,5,4403,4523
RAJASTHAN,AJMER,NASIRABAD,71,6,14,3530,4,3554,3625
RAJASTHAN,AJMER,PISAGAON,11,39,55,3403,93,3590,3601
RAJASTHAN,AJMER,SARWAD,127,1,7,4148,327,4483,4610
RAJASTHAN,ALWAR,ALWAR,4850,272,142,2332,12,2758,7608
RAJASTHAN,ALWAR,BANSUR,5243,146,46,138,99,429,5672
RAJASTHAN,ALWAR,BEHROR,5931,1253,73,1026,23,2375,8306
RAJASTHAN,ALWAR,KATHUMAR,364,2,13,1272,47,1334,1698
RAJASTHAN,ALWAR,KISHANGARH BAAS,3245,74,13,968,10,1065,4310
RAJASTHAN,ALWAR,KOTKASIM,616,0,0,112,3,115,731
RAJASTHAN,ALWAR,LAXMANGARH,2483,12,10,1378,104,1504,3987
RAJASTHAN,ALWAR,MANDAWAR,7811,219,18,761,13,1011,8822
RAJASTHAN,ALWAR,RAJGARH,6146,30,13,2684,18,2745,8891
RAJASTHAN,ALWAR,RAMGARH,980,188,145,969,863,2165,3145
RAJASTHAN,ALWAR,THANAGAZI,2662,3,7,2250,324,2584,5246
RAJASTHAN,ALWAR,TIJARA,240,15,4,267,42,328,568
RAJASTHAN,BANSWARA,BAGIDORA,638,0,1,569,14,584,1222
RAJASTHAN,BANSWARA,BANSWARA,609,18,20,935,53,1026,1635
RAJASTHAN,BANSWARA,GADHI,146,14,3,783,211,1011,1157
RAJASTHAN,BANSWARA,GHATOL,1013,0,0,192,18,210,1223
RAJASTHAN,BANSWARA,KUSHALGARH,573,0,2,237,0,239,812
RAJASTHAN,BARAN,ANTA,169,1,2,15,0,18,187
RAJASTHAN,BARAN,ATRU,1000,462,9,1190,642,2303,3303
RAJASTHAN,BARAN,BARAN,296,82,6,97,69,254,550
RAJASTHAN,BARAN,CHABRA,2191,537,25,1799,336,2697,4888
RAJASTHAN,BARAN,CHIPA BAROD,4940,634,23,3030,98,3785,8725
RAJASTHAN,BARAN,KISHANGANJ,279,117,1,323,26,467,746
RAJASTHAN,BARAN,MANGROL,0,110,1,0,0,111,111
RAJASTHAN,BARAN,SHAHABAD,94,635,2,297,123,1057,1151
RAJASTHAN,BARMER,BARMER,241,12,5,65,3,85,326
RAJASTHAN,BARMER,BAYTOO,14,17,0,0,0,17,31
RAJASTHAN,BARMER,CHOHATAN,2886,718,21,96,2382,3217,6103
RAJASTHAN,BARMER,GUDAMALANI,5160,520,9,749,917,2195,7355
RAJASTHAN,BARMER,PACH PADRA,349,0,0,632,249,881,1230
RAJASTHAN,BARMER,RAMSAR,0,0,0,0,11,11,11
RAJASTHAN,BARMER,SHIV,0,0,0,31,5,36,36
RAJASTHAN,BARMER,SIWANA,1764,277,8,1951,249,2485,4249
RAJASTHAN,BHARATPUR,BAYANA,4263,15,20,10,27,72,4335
RAJASTHAN,BHARATPUR,BEIR,1656,68,17,191,2,278,1934
RAJASTHAN,BHARATPUR,DEEG,21,0,0,0,0,0,21
RAJASTHAN,BHARATPUR,KAMAN,1166,1,11,31,0,43,1209
RAJASTHAN,BHARATPUR,NADBAI,13,7,0,8,0,15,28
RAJASTHAN,BHARATPUR,NAGAR,19,0,0,0,0,0,19
RAJASTHAN,BHARATPUR,ROOPBAS,174,0,1,15,0,16,190
RAJASTHAN,BHILWARA,ASIND,580,20,117,8475,30,8642,9222
RAJASTHAN,BHILWARA,BANEDA,0,0,5,3201,2,3208,3208
RAJASTHAN,BHILWARA,BHILWARA,14,1,16,5979,3,5999,6013
RAJASTHAN,BHILWARA,BIJOLIYA,112,3,19,1202,176,1400,1512
RAJASTHAN,BHILWARA,HURDA,343,5,159,1699,70,1933,2276
RAJASTHAN,BHILWARA,JAHAJPUR,2493,233,14,5959,92,6298,8791
RAJASTHAN,BHILWARA,KOTADI,1882,24,25,4653,507,5209,7091
RAJASTHAN,BHILWARA,MANDAL,719,1,6,4912,10,4929,5648
RAJASTHAN,BHILWARA,MANDALGARH,1317,200,22,4949,732,5903,7220
RAJASTHAN,BHILWARA,RAIPUR,273,0,5,1948,2,1955,2228
RAJASTHAN,BHILWARA,SAHADA,22,0,5,2822,0,2827,2849
RAJASTHAN,BHILWARA,SHAHPURA,890,53,13,5186,362,5614,6504
RAJASTHAN,BIKANER,BIKANER,306,22,0,23,58,103,409
RAJASTHAN,BIKANER,CHHATARGARH,12,1,2,0,82,85,97
RAJASTHAN,BIKANER,DOONGAR GARH,403,469,4,201,28,702,1105
RAJASTHAN,BIKANER,NOKHA,249,410,5,16,12,443,692
RAJASTHAN,BUNDI,BUNDI,2106,484,6,171,105,766,2872
RAJASTHAN,BUNDI,HINDOLI,3665,10,147,3259,794,4210,7875
RAJASTHAN,BUNDI,INDRAGARH,1020,0,3,541,40,584,1604
RAJASTHAN,BUNDI,KESHORAIPATAN,100,1,0,287,17,305,405
RAJASTHAN,BUNDI,NAINWA,3935,49,26,3445,63,3583,7518
RAJASTHAN,CHITTORGARH,ARNOD,1930,7,9,3417,10,3443,5373
RAJASTHAN,CHITTORGARH,BADI SADRI,65,0,2,1771,0,1773,1838
RAJASTHAN,CHITTORGARH,BENGU,79,61,17,4848,44,4970,5049
RAJASTHAN,CHITTORGARH,BHADESAR,3796,77,3,1,2,83,3879
RAJASTHAN,CHITTORGARH,CHHOTI SADRI,528,17,5,2068,3,2093,2621
RAJASTHAN,CHITTORGARH,CHITTORGARH,678,159,88,4441,819,5507,6185
RAJASTHAN,CHITTORGARH,DUNGLA,5,0,6,2996,1,3003,3008
RAJASTHAN,CHITTORGARH,GANGARAR,4,8,35,4347,313,4703,4707
RAJASTHAN,CHITTORGARH,KAPASAN,2106,11,7,1702,14,1734,3840
RAJASTHAN,CHITTORGARH,NIMBAHERA,1462,98,15,2802,66,2981,4443
RAJASTHAN,CHITTORGARH,PRATAPGARH,601,29,30,8563,41,8663,9264
RAJASTHAN,CHITTORGARH,RASHMI,0,110,0,3328,0,3438,3438
RAJASTHAN,CHITTORGARH,RAWATBHATA,2931,3,0,0,2,5,2936
RAJASTHAN,CHURU,CHURU,170,307,5,15,373,700,870
RAJASTHAN,CHURU,RAJGARH,1835,739,49,28,79,895,2730
RAJASTHAN,CHURU,RATANGARH,107,356,1,0,69,426,533
RAJASTHAN,CHURU,SARDAR SHAHAR,168,614,17,1,40,672,840
RAJASTHAN,CHURU,SUJANGARH,61,118,2,24,0,144,205
RAJASTHAN,CHURU,TARANAGAR,35,10,0,36,0,46,81
RAJASTHAN,DAUSA,BASWA,4118,66,5,2284,291,2646,6764
RAJASTHAN,DAUSA,DAUSA,3691,46,53,5563,58,5720,9411
RAJASTHAN,DAUSA,LALSOT,5668,84,22,3165,233,3504,9172
RAJASTHAN,DAUSA,MAHUA,3708,1,0,334,2,337,4045
RAJASTHAN,DAUSA,SIKRAY,3984,28,16,2308,36,2388,6372
RAJASTHAN,DHOLPUR,BARI,579,1,8,465,121,595,1174
RAJASTHAN,DHOLPUR,BASERI,995,2,12,523,17,554,1549
RAJASTHAN,DHOLPUR,RAJAKHERA,5,0,0,0,0,0,5
RAJASTHAN,DHOLPUR,SAPAIU,0,0,72,20,3,95,95
RAJASTHAN,DUNGARPUR,ASPUR,29,1,0,508,229,738,767
RAJASTHAN,DUNGARPUR,DUNGARPUR,383,20,13,3578,15,3626,4009
RAJASTHAN,DUNGARPUR,SAGWARA,584,23,11,1779,187,2000,2584
RAJASTHAN,DUNGARPUR,SIMALWARA,274,0,1,2070,24,2095,2369
RAJASTHAN,GANGANAGAR,PADAM PUR,38,3,0,1,0,4,42
RAJASTHAN,HANUMANGARH,BHADRA,0,1,0,20,0,21,21
RAJASTHAN,HANUMANGARH,NOHAR,137,0,2,57,119,178,315
RAJASTHAN,JAIPUR,AMER,5913,1055,222,1304,38,2619,8532
RAJASTHAN,JAIPUR,BASSI,2079,1691,11,4201,140,6043,8122
RAJASTHAN,JAIPUR,CHAKSU,3782,0,10,4154,3,4167,7949
RAJASTHAN,JAIPUR,CHOMU,4681,5268,228,382,650,6528,11209
RAJASTHAN,JAIPUR,JAIPUR,4242,272,11,560,9,852,5094
RAJASTHAN,JAIPUR,JAMWARAMGARH,4707,1437,7,693,97,2234,6941
RAJASTHAN,JAIPUR,KOTPUTLI,7427,0,12,1603,13,1628,9055
RAJASTHAN,JAIPUR,MOUJMABAD,631,200,8,3515,191,3914,4545
RAJASTHAN,JAIPUR,PHAGI,1484,8,25,4085,60,4178,5662
RAJASTHAN,JAIPUR,PHULERA,5864,1038,36,4210,2165,7449,13313
RAJASTHAN,JAIPUR,SANGANER,5002,214,7,1211,52,1484,6486
RAJASTHAN,JAIPUR,SHAHPURA,2045,352,6,2706,560,3624,5669
RAJASTHAN,JAIPUR,VIRATNAGAR,2850,29,4,797,16,846,3696
RAJASTHAN,JAISALMER,FATHEGARH,2,0,0,0,0,0,2
RAJASTHAN,JAISALMER,JAISALMER,2,10,0,36,5,51,53
RAJASTHAN,JAISALMER,POKARAN,0,0,0,91,0,91,91
RAJASTHAN,JALORE,AHORE,42,5,8,2155,198,2366,2408
RAJASTHAN,JALORE,BAGODA,1369,729,429,1904,728,3790,5159
RAJASTHAN,JALORE,BHINMAL,1576,422,10,2839,38,3309,4885
RAJASTHAN,JALORE,JALORE,1677,409,111,1872,162,2554,4231
RAJASTHAN,JALORE,RANIWARA,719,328,240,4777,569,5914,6633
RAJASTHAN,JALORE,SANCHORE,6306,464,382,5428,358,6632,12938
RAJASTHAN,JALORE,SAYLA,1349,38,81,3891,219,4229,5578
RAJASTHAN,JHALAWAR,AKLERA,2442,30,51,5996,66,6143,8585
RAJASTHAN,JHALAWAR,GANGADHAR,147,0,7,5438,2,5447,5594
RAJASTHAN,JHALAWAR,JHALARA PATAN,7321,1,20,5021,25,5067,12388
RAJASTHAN,JHALAWAR,KHANPUR,4530,0,4,0,1,5,4535
RAJASTHAN,JHALAWAR,MANOHAR THANA,5906,0,2,1966,9,1977,7883
RAJASTHAN,JHALAWAR,PACHPAHAR,336,9,10,6755,5,6779,7115
RAJASTHAN,JHALAWAR,PIRAWA,2336,1,15,7307,8,7331,9667
RAJASTHAN,JHUNJHUNU,BUHANA,3182,3,8,0,1,12,3194
RAJASTHAN,JHUNJHUNU,CIDAWA,2473,7613,33,33,394,8073,10546
RAJASTHAN,JHUNJHUNU,JHUNJHUNU,4463,154,2,218,48,422,4885
RAJASTHAN,JHUNJHUNU,KHETDI,1216,16,5,2253,0,2274,3490
RAJASTHAN,JHUNJHUNU,NAWALGARH,2650,2586,85,194,71,2936,5586
RAJASTHAN,JHUNJHUNU,UDAIPURWATI,3129,3238,21,613,141,4013,7142
RAJASTHAN,JODHPUR,BHOPAL GARH,239,142,0,362,3,507,746
RAJASTHAN,JODHPUR,BILADA,308,6,3,1108,85,1202,1510
RAJASTHAN,JODHPUR,JODHPUR,574,0,1,29,38,68,642
RAJASTHAN,JODHPUR,LUNI,382,0,5,91,10,106,488
RAJASTHAN,JODHPUR,ONSIA,12,21,0,67,11,99,111
RAJASTHAN,JODHPUR,PHALODI,12,9,0,0,0,9,21
RAJASTHAN,JODHPUR,SHER GARH,88,83,8,145,47,283,371
RAJASTHAN,KAROLI,HINDON,668,843,124,4216,369,5552,6220
RAJASTHAN,KAROLI,KAROLI,3344,21,32,2505,362,2920,6264
RAJASTHAN,KAROLI,MANDRAYAL,193,0,0,428,4,432,625
RAJASTHAN,KAROLI,NADOTI,424,2,4,1781,0,1787,2211
RAJASTHAN,KAROLI,SAPOTRA,3183,0,2,739,8,749,3932
RAJASTHAN,KAROLI,TODA BHIM,0,1477,10,3791,16,5294,5294
RAJASTHAN,KOTA,DIGOD,51,1,2,3,22,28,79
RAJASTHAN,KOTA,LADPURA,1454,0,0,0,0,0,1454
RAJASTHAN,KOTA,PIPALLDA,235,0,0,0,0,0,235
RAJASTHAN,KOTA,RAMGANJMANDI,4995,11,7,856,21,895,5890
RAJASTHAN,KOTA,SANGOD,3683,0,0,2,2,4,3687
RAJASTHAN,NAGAUR,DEEDWANA,1351,2140,29,363,61,2593,3944
RAJASTHAN,NAGAUR,DEGANA,1641,457,85,2149,142,2833,4474
RAJASTHAN,NAGAUR,JAYAL,283,13,29,180,22,244,527
RAJASTHAN,NAGAUR,KHEEVSAR,0,32,0,1,0,33,33
RAJASTHAN,NAGAUR,LADNU,10,22,3,6,14,45,55
RAJASTHAN,NAGAUR,MAKRANA,301,365,23,1082,85,1555,1856
RAJASTHAN,NAGAUR,MERTA,433,92,21,1697,12,1822,2255
RAJASTHAN,NAGAUR,NAGAUR,338,798,14,35,4,851,1189
RAJASTHAN,NAGAUR,NAWA,2569,3775,34,2250,27,6086,8655
RAJASTHAN,NAGAUR,PARBATSAR,719,798,101,2742,95,3736,4455
RAJASTHAN,PALI,BALI,203,26,105,3141,56,3328,3531
RAJASTHAN,PALI,DESURI,1,30,35,4169,6,4240,4241
RAJASTHAN,PALI,JAITARAN,300,293,13,1583,528,2417,2717
RAJASTHAN,PALI,MARWAR JUNCTION,132,15,9,3197,302,3523,3655
RAJASTHAN,PALI,PALI,595,1,0,1441,34,1476,2071
RAJASTHAN,PALI,RAIPUR,205,4,22,3004,269,3299,3504
RAJASTHAN,PALI,ROHAT,270,0,0,495,167,662,932
RAJASTHAN,PALI,SOJAT,328,26,6,2387,81,2500,2828
RAJASTHAN,PALI,SUMERPUR,220,26,7,2621,34,2688,2908
RAJASTHAN,RAJSAMAND,AMET,66,0,1,839,6,846,912
RAJASTHAN,RAJSAMAND,BHIM,281,0,4,4366,19,4389,4670
RAJASTHAN,RAJSAMAND,DEVGARH,24,0,20,1578,2,1600,1624
RAJASTHAN,RAJSAMAND,KUMBHALGARH,90,0,4,2025,51,2080,2170
RAJASTHAN,RAJSAMAND,NATHDWARA,0,6,3,1318,1,1328,1328
RAJASTHAN,RAJSAMAND,RAILMAGRA,1,0,8,1439,0,1447,1448
RAJASTHAN,RAJSAMAND,RAJSAMAND,3,1,7,669,1,678,681
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,2780,30,59,1219,322,1630,4410
RAJASTHAN,SAWAI MADHOPUR,BAOLI,4231,0,3,91,146,240,4471
RAJASTHAN,SAWAI MADHOPUR,CHOUTH KA BARWADA,2703,0,5,875,1,881,3584
RAJASTHAN,SAWAI MADHOPUR,GANGAPUR,4084,2,2,1364,773,2141,6225
RAJASTHAN,SAWAI MADHOPUR,KHANDAR,2402,9,5,0,5,19,2421
RAJASTHAN,SAWAI MADHOPUR,MALARNA DOONGAR,2195,0,2,257,3,262,2457
RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,6914,1,259,154,29,443,7357
RAJASTHAN,SIKAR,DATARAM GARH,4560,2801,64,1622,2804,7291,11851
RAJASTHAN,SIKAR,FATEHPUR,8,397,13,194,199,803,811
RAJASTHAN,SIKAR,LAXMAN GARH,691,1593,27,74,1314,3008,3699
RAJASTHAN,SIKAR,NEEM KA THANA,2085,154,25,3294,669,4142,6227
RAJASTHAN,SIKAR,SHRI MADHOPUR,2457,2917,595,8305,483,12300,14757
RAJASTHAN,SIKAR,SIKAR,1162,5652,32,384,2220,8288,9450
RAJASTHAN,SIROHI,ABUROAD,97,0,2,1753,14,1769,1866
RAJASTHAN,SIROHI,PINDWARA,75,2,1,2173,3,2179,2254
RAJASTHAN,SIROHI,REVDAR,675,516,11,4473,2,5002,5677
RAJASTHAN,SIROHI,SHIVGANJ,458,57,17,1537,41,1652,2110
RAJASTHAN,SIROHI,SIROHI,427,0,1,1811,48,1860,2287
RAJASTHAN,TONK,DEOLI,5890,2,7,1642,112,1763,7653
RAJASTHAN,TONK,MALPURA,1360,1,4,3732,251,3988,5348
RAJASTHAN,TONK,NIWAI,6138,14,19,2018,68,2119,8257
RAJASTHAN,TONK,PEEPLU,1477,0,2,3414,243,3659,5136
RAJASTHAN,TONK,TODARAI SINGH,0,9,15,3347,774,4145,4145
RAJASTHAN,TONK,TONK,3561,2,84,1286,122,1494,5055
RAJASTHAN,TONK,UNIYARA,3294,6,5,341,1680,2032,5326
RAJASTHAN,UDAIPUR,DHARIYAVAD,544,7,3,4078,19,4107,4651
RAJASTHAN,UDAIPUR,GIRWA,449,5,12,3460,1,3478,3927
RAJASTHAN,UDAIPUR,GOGUNDA,235,0,13,2382,5,2400,2635
RAJASTHAN,UDAIPUR,JHADOL,19,3,18,2272,41,2334,2353
RAJASTHAN,UDAIPUR,KHERWADA,534,1,6,1078,142,1227,1761
RAJASTHAN,UDAIPUR,KOTRA,19,0,6,803,3,812,831
RAJASTHAN,UDAIPUR,MAWLI,76,1,0,1210,0,1211,1287
RAJASTHAN,UDAIPUR,SALUMBER,396,3,3,1700,112,1818,2214
RAJASTHAN,UDAIPUR,SARADA,140,2,5,2143,18,2168,2308
RAJASTHAN,UDAIPUR,VALLABH NAGAR,74,0,8,4127,0,4135,4209
TAMIL NADU,COIMBATORE,ANAMALAI,0,67,28,657,3944,4696,4696
TAMIL NADU,COIMBATORE,ANNUR,963,2,11,2945,4,2962,3925
TAMIL NADU,COIMBATORE,AVINASHI,460,0,22,3239,10,3271,3731
TAMIL NADU,COIMBATORE,KINATHUKADAVU,0,81,0,2280,4102,6463,6463
TAMIL NADU,COIMBATORE,KUDIMANGALAM,1,232,175,934,4594,5935,5936
TAMIL NADU,COIMBATORE,MADATTHUKULAM,2,15,15,231,2862,3123,3125
TAMIL NADU,COIMBATORE,MADUKKARAI,1116,2,28,2145,118,2293,3409
TAMIL NADU,COIMBATORE,METTUPALAYAM,1561,35,48,3178,203,3464,5025
TAMIL NADU,COIMBATORE,PALLADAM,38,22,60,2987,1548,4617,4655
TAMIL NADU,COIMBATORE,PERIANAICKEN PALAYAM,1004,0,2,1031,55,1088,2092
TAMIL NADU,COIMBATORE,POLLACHI NORTH!,0,7,0,3088,3301,6396,6396
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,0,95,0,2341,2148,4584,4584
TAMIL NADU,COIMBATORE,PONGALUR,0,54,7,3625,323,4009,4009
TAMIL NADU,COIMBATORE,SARCARSAMAKULAM,773,0,2,262,55,319,1092
TAMIL NADU,COIMBATORE,SOOLUR,0,1,0,1959,892,2852,2852
TAMIL NADU,COIMBATORE,SULTHANPET,0,1,9,2780,2677,5467,5467
TAMIL NADU,COIMBATORE,THIRUPPUR,3,36,15,2501,291,2843,2846
TAMIL NADU,COIMBATORE,THONDAMUTHUR,579,14,15,1552,154,1735,2314
TAMIL NADU,COIMBATORE,UDUMALAIPETTAI,4,8,2,663,5482,6155,6159
TAMIL NADU,CUDDALORE,ANNAGRAMAM,0,29,0,0,55,84,84
TAMIL NADU,CUDDALORE,BHUVANAGIRI,0,0,0,0,0,0,0
TAMIL NADU,CUDDALORE,CUDDALORE,0,0,0,0,119,119,119
TAMIL NADU,CUDDALORE,KAMMAPURAM,0,0,0,0,82,82,82
TAMIL NADU,CUDDALORE,KATTUMANNARKOIL,0,9,2,8,248,267,267
TAMIL NADU,CUDDALORE,KEERAPPALAYAM,0,0,0,16,190,206,206
TAMIL NADU,CUDDALORE,KUMARATCHI,0,0,0,0,7,7,7
TAMIL NADU,CUDDALORE,KURINJIPADY,0,1,0,0,497,498,498
TAMIL NADU,CUDDALORE,MANGALORE,1,3,5,2009,3919,5936,5937
TAMIL NADU,CUDDALORE,NALLUR,10,45,35,69,1705,1854,1864
TAMIL NADU,CUDDALORE,PANRUTI,0,0,0,0,26,26,26
TAMIL NADU,CUDDALORE,PARANGIPETTAI,0,0,1,0,426,427,427
TAMIL NADU,CUDDALORE,VRIDHACHALAM,1,31,14,340,713,1098,1099
TAMIL NADU,DHARMAPURI,BARUGUR,29,56,46,3101,4400,7603,7632
TAMIL NADU,DHARMAPURI,DHARMAPURI,0,1,1915,745,298,2959,2959
TAMIL NADU,DHARMAPURI,HARUR,1,319,78,2896,4039,7332,7333
TAMIL NADU,DHARMAPURI,HOSUR,0,54,4,310,1291,1659,1659
TAMIL NADU,DHARMAPURI,KARIMANGALAM,17,232,128,2643,8394,11397,11414
TAMIL NADU,DHARMAPURI,KAVERIPATTINAM,3,156,49,1495,4230,5930,5933
TAMIL NADU,DHARMAPURI,KELAMANGALAM(DEN),1,274,456,1543,1524,3797,3798
TAMIL NADU,DHARMAPURI,KRISHNAGIRI,49,342,207,2284,2647,5480,5529
TAMIL NADU,DHARMAPURI,MATHUR,2,26,19,739,2854,3638,3640
TAMIL NADU,DHARMAPURI,MORAPPUR,1,43,198,1675,3082,4998,4999
TAMIL NADU,DHARMAPURI,NALLAMPALLI,0,63,4344,1500,250,6157,6157
TAMIL NADU,DHARMAPURI,PALACODE,140,421,377,3370,6693,10861,11001
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,3,1,29,8567,3349,11946,11949
TAMIL NADU,DHARMAPURI,PENNAGARAM,2,135,70,5363,2726,8294,8296
TAMIL NADU,DHARMAPURI,SHOOLAGIRI,7,64,167,2609,2720,5560,5567
TAMIL NADU,DHARMAPURI,THALLY,0,84,29,582,1762,2457,2457
TAMIL NADU,DHARMAPURI,UTHANGARAI,1,2,290,3124,5392,8808,8809
TAMIL NADU,DHARMAPURI,VEPPANAPPALLI,0,172,63,1269,2512,4016,4016
TAMIL NADU,DINDIGUL,ATHOOR,0,4,8,4525,46,4583,4583
TAMIL NADU,DINDIGUL,BATLAGUNDU,0,0,1,2704,34,2739,2739
TAMIL NADU,DINDIGUL,DINDIGUL,6,15,9,3286,8,3318,3324
TAMIL NADU,DINDIGUL,GUZILIAMPARAI,0,8,12,3812,41,3873,3873
TAMIL NADU,DINDIGUL,KODAIKANAL,0,0,0,3,0,3,3
TAMIL NADU,DINDIGUL,NATHAM,1,3,5,3973,776,4757,4758
TAMIL NADU,DINDIGUL,NILAKOTTAI,0,196,41,5794,147,6178,6178
TAMIL NADU,DINDIGUL,ODDANCHATRAM,0,29,5,8209,479,8722,8722
TAMIL NADU,DINDIGUL,PALANI,0,1,0,4325,3,4329,4329
TAMIL NADU,DINDIGUL,REDDIYARCHATRAM,0,0,3,6485,3,6491,6491
TAMIL NADU,DINDIGUL,SHANARPATTI,0,1,12,4990,53,5056,5056
TAMIL NADU,DINDIGUL,THOPPAMPATTI,0,136,6,6731,113,6986,6986
TAMIL NADU,DINDIGUL,VADAMADURAI,2,2,29,3178,1279,4488,4490
TAMIL NADU,DINDIGUL,VEDASANDUR,0,4,1,5675,44,5724,5724
TAMIL NADU,ERODE,AMMAPETTAI,1575,2,12,2555,758,3327,4902
TAMIL NADU,ERODE,ANTHIYUR,280,0,4,2139,565,2708,2988
TAMIL NADU,ERODE,BHAVANI,1626,3,11,1054,1391,2459,4085
TAMIL NADU,ERODE,BHAVANISAGAR,102,28,3,1209,0,1240,1342
TAMIL NADU,ERODE,CHENNIMALAI,1254,0,5,2866,101,2972,4226
TAMIL NADU,ERODE,DHARAPURAM,836,1,2,3621,167,3791,4627
TAMIL NADU,ERODE,ERODE,376,131,6,1126,568,1831,2207
TAMIL NADU,ERODE,GOBICHETTIPALAYAM,2459,17,6,1543,295,1861,4320
TAMIL NADU,ERODE,KANGEYAM,556,306,201,1706,397,2610,3166
TAMIL NADU,ERODE,KODUMUDI,2281,417,14,1256,2284,3971,6252
TAMIL NADU,ERODE,KUMDADAM,691,7,17,4696,105,4825,5516
TAMIL NADU,ERODE,MODAKURICHI,3182,534,35,4475,619,5663,8845
TAMIL NADU,ERODE,MOOLANUR,61,5,32,3797,90,3924,3985
TAMIL NADU,ERODE,NAMBIYUR,978,26,3,1852,28,1909,2887
TAMIL NADU,ERODE,PERUNTHURAI,910,0,10,3461,247,3718,4628
TAMIL NADU,ERODE,SATHYAMANGALAM,698,53,39,2378,289,2759,3457
TAMIL NADU,ERODE,THALAVADI,375,29,2,640,33,704,1079
TAMIL NADU,ERODE,THUKKANAICKENPALAYAM,868,287,124,947,199,1557,2425
TAMIL NADU,ERODE,UTHUKULI,321,0,1,1481,23,1505,1826
TAMIL NADU,ERODE,VELLAKOIL,1738,28,6,522,208,764,2502
TAMIL NADU,KANCHEEPURAM,ACHIRAPPAKKAM,2377,786,294,1767,569,3416,5793
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,2459,1256,399,1051,261,2967,5426
