-----
{
 "description": "The table refers to Block wise Distribution of Dugwells in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.15.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.15.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No Constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical break down,Constraints in utilisation - Less water discharge,Constraints in utilisation - Other reason,Total,Total in use
MADHYA PRADESH,SATNA,RAMPUR BAGHELAN,400,1235,44,465,6,1750,2150
MADHYA PRADESH,SATNA,SOHAWAL,694,163,2,381,192,738,1432
MADHYA PRADESH,SATNA,UCHEHARA,1207,644,155,1055,138,1992,3199
MADHYA PRADESH,SEHORE,ASHTA,625,233,2,4689,180,5104,5729
MADHYA PRADESH,SEHORE,BUDHNI,2480,442,0,3,114,559,3039
MADHYA PRADESH,SEHORE,ICHAWAR,176,123,2,3560,317,4002,4178
MADHYA PRADESH,SEHORE,NASRULLAGANJ,2423,523,8,1091,229,1851,4274
MADHYA PRADESH,SEHORE,SEHORE,1934,1018,13,1905,2487,5423,7357
MADHYA PRADESH,SEONI,BARGHAT,2205,13,41,160,32,246,2451
MADHYA PRADESH,SEONI,CHHAPARA,1721,0,9,324,37,370,2091
MADHYA PRADESH,SEONI,DHANORA,633,0,0,0,0,0,633
MADHYA PRADESH,SEONI,GHANSOR,333,0,0,13,1,14,347
MADHYA PRADESH,SEONI,KEOLARI,871,53,17,123,67,260,1131
MADHYA PRADESH,SEONI,KURAI,1880,103,9,641,440,1193,3073
MADHYA PRADESH,SEONI,LAKHNADON,2302,18,93,466,212,789,3091
MADHYA PRADESH,SEONI,SEONI,4818,80,9,480,207,776,5594
MADHYA PRADESH,SHAHDOL,ANUPPUR,175,1,0,12,3,16,191
MADHYA PRADESH,SHAHDOL,BEOHARI,647,12,1,6,47,66,713
MADHYA PRADESH,SHAHDOL,BURHAR,44,1,0,95,14,110,154
MADHYA PRADESH,SHAHDOL,GOHPARU,74,0,0,23,3,26,100
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,274,152,9,398,245,804,1078
MADHYA PRADESH,SHAHDOL,JAITHARI,473,29,4,450,258,741,1214
MADHYA PRADESH,SHAHDOL,KOTMA,1,4,9,0,2,15,16
MADHYA PRADESH,SHAHDOL,PUSHPARAJGARH,41,2,0,17,43,62,103
MADHYA PRADESH,SHAHDOL,SOHAGPUR,442,61,0,41,57,159,601
MADHYA PRADESH,SHAJAPUR,AGAR,72,163,1,4132,92,4388,4460
MADHYA PRADESH,SHAJAPUR,BAROD,91,0,3,5290,312,5605,5696
MADHYA PRADESH,SHAJAPUR,KALAPIPAL,87,103,2,5583,436,6124,6211
MADHYA PRADESH,SHAJAPUR,M.BARODIYA,30,0,4,6799,8,6811,6841
MADHYA PRADESH,SHAJAPUR,NALKHEDA,121,0,0,3449,46,3495,3616
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,38,107,1,6761,0,6869,6907
MADHYA PRADESH,SHAJAPUR,SHUJALPUR,75,93,3,4017,190,4303,4378
MADHYA PRADESH,SHAJAPUR,SUSNER,257,0,1,6404,2,6407,6664
MADHYA PRADESH,SHEOPUR,KARHAL,74,0,0,12,4,16,90
MADHYA PRADESH,SHEOPUR,SHEOPUR,386,1,2,0,1,4,390
MADHYA PRADESH,SHEOPUR,VIJAYPUR,2832,4,9,429,38,480,3312
MADHYA PRADESH,SHIVPURI,BADARWAS,3114,7,5,198,1,211,3325
MADHYA PRADESH,SHIVPURI,KARERA,2336,0,9,2676,2,2687,5023
MADHYA PRADESH,SHIVPURI,KHANIYADHANA,8946,8,15,1688,0,1711,10657
MADHYA PRADESH,SHIVPURI,KOLARAS,2450,10,1,262,921,1194,3644
MADHYA PRADESH,SHIVPURI,NARWAR,4990,34,1,1232,6,1273,6263
MADHYA PRADESH,SHIVPURI,PICHHORE,2807,0,4,3167,61,3232,6039
MADHYA PRADESH,SHIVPURI,POHARI,1071,9,5,1706,4,1724,2795
MADHYA PRADESH,SHIVPURI,SHIVPURI,1485,37,10,1031,188,1266,2751
MADHYA PRADESH,SIDHI,CHITRANGI,422,13,3,63,19,98,520
MADHYA PRADESH,SIDHI,DEOSAR,1305,62,3,29,48,142,1447
MADHYA PRADESH,SIDHI,KUSMI,129,0,0,20,66,86,215
MADHYA PRADESH,SIDHI,MAJHOULI,934,4,0,356,234,594,1528
MADHYA PRADESH,SIDHI,RAMPUR NAKIN,1218,68,0,67,48,183,1401
MADHYA PRADESH,SIDHI,SIDHI,1131,175,6,211,279,671,1802
MADHYA PRADESH,SIDHI,SIHAWAL,408,308,3,340,235,886,1294
MADHYA PRADESH,SIDHI,WAIDHAN,2173,1078,20,613,169,1880,4053
MADHYA PRADESH,TIKAMGARH,BALDEOGARH,3372,11,18,6995,949,7973,11345
MADHYA PRADESH,TIKAMGARH,JATARA,7557,1,6,3472,6,3485,11042
MADHYA PRADESH,TIKAMGARH,NIWARI,5204,626,76,1721,263,2686,7890
MADHYA PRADESH,TIKAMGARH,PALERA,7152,1,5,2088,13,2107,9259
MADHYA PRADESH,TIKAMGARH,PRITHVIPUR,4828,20,24,4257,15,4316,9144
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,5947,100,11,3798,38,3947,9894
MADHYA PRADESH,UJJAIN,BARNAGAR,91,0,0,188,123,311,402
MADHYA PRADESH,UJJAIN,GHATTIA,513,3,1,1974,244,2222,2735
MADHYA PRADESH,UJJAIN,KHACHROD,1025,40,0,4700,349,5089,6114
MADHYA PRADESH,UJJAIN,MEHIDPUR,457,370,2,3370,72,3814,4271
MADHYA PRADESH,UJJAIN,TARANA,962,0,1,4274,7,4282,5244
MADHYA PRADESH,UJJAIN,UJJAIN,759,0,0,1845,27,1872,2631
MADHYA PRADESH,UMARIA,KARKELI,419,285,60,78,154,577,996
MADHYA PRADESH,UMARIA,MANPUR,808,68,21,139,154,382,1190
MADHYA PRADESH,UMARIA,PALI,9,12,8,56,72,148,157
MADHYA PRADESH,VIDISHA,BASODA,1568,0,0,1933,2,1935,3503
MADHYA PRADESH,VIDISHA,GYARASPUR,346,0,2,1727,0,1729,2075
MADHYA PRADESH,VIDISHA,KURWAI,765,0,0,699,0,699,1464
MADHYA PRADESH,VIDISHA,LATERI,1247,0,3,415,1,419,1666
MADHYA PRADESH,VIDISHA,NATERAN,638,0,4,3828,0,3832,4470
MADHYA PRADESH,VIDISHA,SIRONJ,553,0,2,1044,1,1047,1600
MADHYA PRADESH,VIDISHA,VIDISHA,214,0,0,606,1,607,821
MAHARASHTRA,AHMEDNAGAR,AKOLA,3296,293,0,1324,5314,6931,10227
MAHARASHTRA,AHMEDNAGAR,JAMKHED,2,353,81,3026,2059,5519,5521
MAHARASHTRA,AHMEDNAGAR,KARJAT,3936,610,33,3720,2406,6769,10705
MAHARASHTRA,AHMEDNAGAR,KOPARGAON,332,285,5,4431,3096,7817,8149
MAHARASHTRA,AHMEDNAGAR,NAGAR,269,102,135,9588,405,10230,10499
MAHARASHTRA,AHMEDNAGAR,NEVASA,1047,5,8,2524,8413,10950,11997
MAHARASHTRA,AHMEDNAGAR,PARNER,2074,2892,132,8553,178,11755,13829
MAHARASHTRA,AHMEDNAGAR,PATHARDI,361,0,0,2579,2502,5081,5442
MAHARASHTRA,AHMEDNAGAR,RAHATA,4362,1690,129,2620,280,4719,9081
MAHARASHTRA,AHMEDNAGAR,RAHURI,25,6,8,2118,9885,12017,12042
MAHARASHTRA,AHMEDNAGAR,SANGAMNER,9,1,48,20386,293,20728,20737
MAHARASHTRA,AHMEDNAGAR,SHEVGAON,26,1633,17,7980,819,10449,10475
MAHARASHTRA,AHMEDNAGAR,SHRIGONDA,628,1,0,2022,4796,6819,7447
MAHARASHTRA,AHMEDNAGAR,SHRIRAMPUR,2261,1258,8,3044,378,4688,6949
MAHARASHTRA,AKOLA,AKOLA,0,2,0,1559,0,1561,1561
MAHARASHTRA,AKOLA,AKOT,0,258,0,3975,0,4233,4233
MAHARASHTRA,AKOLA,BALAPUR,0,0,1,1315,0,1316,1316
MAHARASHTRA,AKOLA,BARSHI TAKLI,1286,1628,41,32,40,1741,3027
MAHARASHTRA,AKOLA,MURTIJAPUR,0,0,0,2318,45,2363,2363
MAHARASHTRA,AKOLA,PATUR,0,2227,1,721,17,2966,2966
MAHARASHTRA,AKOLA,TELHARA,0,236,1,3026,0,3263,3263
MAHARASHTRA,AMRAVATI,ACHALPUR,995,2,1,5062,445,5510,6505
MAHARASHTRA,AMRAVATI,AMRAVATI,94,13,4,2862,556,3435,3529
MAHARASHTRA,AMRAVATI,ANJANGAON SURJI,50,1,0,4164,699,4864,4914
MAHARASHTRA,AMRAVATI,BHATKULI,86,0,0,245,331,576,662
MAHARASHTRA,AMRAVATI,CHANDUR BAZAR,985,5,7,6267,458,6737,7722
MAHARASHTRA,AMRAVATI,CHANDUR RAILWAY,1339,1,0,643,1519,2163,3502
MAHARASHTRA,AMRAVATI,CHIKHALDARA,10,38,0,594,76,708,718
MAHARASHTRA,AMRAVATI,DARYAPUR,82,6,0,257,69,332,414
MAHARASHTRA,AMRAVATI,DHAMANGAON RAILWAY,217,71,114,2117,1147,3449,3666
MAHARASHTRA,AMRAVATI,DHARNI,78,216,32,702,479,1429,1507
MAHARASHTRA,AMRAVATI,MORSHI,1622,11,29,6069,1194,7303,8925
MAHARASHTRA,AMRAVATI,NANDGAON KHANDESHWAR,401,30,0,1987,2105,4122,4523
MAHARASHTRA,AMRAVATI,TEOSA,920,1,24,2438,227,2690,3610
MAHARASHTRA,AMRAVATI,WARUD,1673,220,11,11355,335,11921,13594
MAHARASHTRA,AURANGABAD,AURANGABAD,0,128,7,8609,1069,9813,9813
MAHARASHTRA,AURANGABAD,FULAMBRI,0,705,22,7189,244,8160,8160
MAHARASHTRA,AURANGABAD,GANAGAPUR,0,382,4,6807,51,7244,7244
MAHARASHTRA,AURANGABAD,KANNAD,0,1503,5,11810,132,13450,13450
MAHARASHTRA,AURANGABAD,KHULDABAD,0,65,11,3521,97,3694,3694
MAHARASHTRA,AURANGABAD,PAITHAN,0,721,14,6301,231,7267,7267
MAHARASHTRA,AURANGABAD,SILLOD,0,1602,8,8170,204,9984,9984
MAHARASHTRA,AURANGABAD,SOEGAON,0,1540,5,2277,109,3931,3931
MAHARASHTRA,AURANGABAD,VAIJAPUR,0,2976,15,12071,75,15137,15137
MAHARASHTRA,BEED,AMBEJOGAI,0,1966,21,149,2,2138,2138
MAHARASHTRA,BEED,ASHTI,0,1227,6,2906,25,4164,4164
MAHARASHTRA,BEED,BEED,0,2477,7,585,1,3070,3070
MAHARASHTRA,BEED,DHARUR,0,522,18,221,0,761,761
MAHARASHTRA,BEED,GEORAI,0,2020,2,503,0,2525,2525
MAHARASHTRA,BEED,KAIJ,1,3,39,4774,14,4830,4831
MAHARASHTRA,BEED,MAJALGAON,0,1305,0,313,1,1619,1619
MAHARASHTRA,BEED,PARLI,930,702,0,2048,109,2859,3789
MAHARASHTRA,BEED,PATODA,221,1151,5,609,4,1769,1990
MAHARASHTRA,BEED,SHIRUR (KASAR),0,1147,21,424,2,1594,1594
MAHARASHTRA,BEED,WADWANI,184,111,8,1608,0,1727,1911
MAHARASHTRA,BHANDARA,BHANDARA,9,2,0,911,335,1248,1257
MAHARASHTRA,BHANDARA,LAKHANDUR,171,2052,13,169,43,2277,2448
MAHARASHTRA,BHANDARA,LAKHANI,82,67,1,818,539,1425,1507
MAHARASHTRA,BHANDARA,MOHADI,0,3,9,408,1029,1449,1449
MAHARASHTRA,BHANDARA,PAVANI,118,2104,83,785,678,3650,3768
MAHARASHTRA,BHANDARA,SAKOLI,21,383,41,492,481,1397,1418
MAHARASHTRA,BHANDARA,TUMSAR,2009,55,1,333,100,489,2498
MAHARASHTRA,BULDANA,BULDANA,8,169,11,5310,852,6342,6350
MAHARASHTRA,BULDANA,CHIKHLI,550,23,27,6673,19,6742,7292
MAHARASHTRA,BULDANA,DEULGAON RAJA,6,165,34,3072,630,3901,3907
MAHARASHTRA,BULDANA,JALGAON JAMOD,5,1,3,4398,25,4427,4432
MAHARASHTRA,BULDANA,KHAMGAON,4,0,26,6215,1,6242,6246
MAHARASHTRA,BULDANA,LONAR,45,1,5,1586,1789,3381,3426
MAHARASHTRA,BULDANA,MALKAPUR,121,0,16,4141,441,4598,4719
MAHARASHTRA,BULDANA,MEHKAR,591,2,6,3350,249,3607,4198
MAHARASHTRA,BULDANA,MOTALA,1,25,17,5941,16,5999,6000
MAHARASHTRA,BULDANA,NANDURA,0,0,12,4339,0,4351,4351
MAHARASHTRA,BULDANA,SANGRAMPUR,523,298,6,2143,1310,3757,4280
MAHARASHTRA,BULDANA,SHEGAON,24,2,2,2107,755,2866,2890
MAHARASHTRA,BULDANA,SINDKHED RAJA,4,0,13,4049,197,4259,4263
MAHARASHTRA,CHANDRAPUR,BALLARPUR,1,0,5,688,0,693,694
MAHARASHTRA,CHANDRAPUR,BHADRAVATI,435,0,0,133,1,134,569
MAHARASHTRA,CHANDRAPUR,BRAMHAPURI,364,0,0,295,1,296,660
MAHARASHTRA,CHANDRAPUR,CHANDRAPUR,0,0,0,716,0,716,716
MAHARASHTRA,CHANDRAPUR,CHIMUR,1043,0,0,812,0,812,1855
MAHARASHTRA,CHANDRAPUR,GONDPIPRI,0,0,0,1072,0,1072,1072
MAHARASHTRA,CHANDRAPUR,KORPANA,0,0,0,391,0,391,391
MAHARASHTRA,CHANDRAPUR,MUL,9,0,1,744,0,745,754
MAHARASHTRA,CHANDRAPUR,NAGBHIR,3,0,2,1901,0,1903,1906
MAHARASHTRA,CHANDRAPUR,POMBHURNA,188,0,0,319,0,319,507
MAHARASHTRA,CHANDRAPUR,RAJURA,0,0,3,1207,0,1210,1210
MAHARASHTRA,CHANDRAPUR,SAWALI,424,0,1,75,0,76,500
MAHARASHTRA,CHANDRAPUR,SINDEWAHI,263,20,3,112,121,256,519
MAHARASHTRA,CHANDRAPUR,WARORA,2,3,2,427,365,797,799
MAHARASHTRA,DHULE,DHULE,1022,0,11,6162,314,6487,7509
MAHARASHTRA,DHULE,SAKRI,4998,0,4,2126,1,2131,7129
MAHARASHTRA,DHULE,SHIRPUR,1318,137,14,1597,249,1997,3315
MAHARASHTRA,DHULE,SINDKHEDA,468,13,4,645,6,668,1136
MAHARASHTRA,GADCHIROLI,AHERI,90,0,1,21,324,346,436
MAHARASHTRA,GADCHIROLI,ARMORI,227,34,0,958,21,1013,1240
MAHARASHTRA,GADCHIROLI,BHAMRAGAD,208,4,0,0,54,58,266
MAHARASHTRA,GADCHIROLI,CHAMORSHI,700,1,0,482,64,547,1247
MAHARASHTRA,GADCHIROLI,DESAIGANJ (WADSA ),17,0,1,341,35,377,394
MAHARASHTRA,GADCHIROLI,DHANORA,177,0,9,366,535,910,1087
MAHARASHTRA,GADCHIROLI,ETTAPALLI,39,0,5,35,365,405,444
MAHARASHTRA,GADCHIROLI,GADCHIROLI,32,1,1,100,1226,1328,1360
MAHARASHTRA,GADCHIROLI,KORCHI,39,19,7,14,428,468,507
MAHARASHTRA,GADCHIROLI,KURKHEDA,1268,19,15,134,244,412,1680
MAHARASHTRA,GADCHIROLI,MULCHERA,235,4,0,283,0,287,522
MAHARASHTRA,GADCHIROLI,SIRONCHA,680,8,1,1,75,85,765
MAHARASHTRA,GONDIYA,A / MORGAON,4,45,0,479,162,686,690
MAHARASHTRA,GONDIYA,AMGAON,3,44,6,396,277,723,726
MAHARASHTRA,GONDIYA,DEVRI,167,81,0,290,46,417,584
MAHARASHTRA,GONDIYA,GONDIYA,225,440,3,323,263,1029,1254
MAHARASHTRA,GONDIYA,GOREGAON,27,61,58,562,225,906,933
MAHARASHTRA,GONDIYA,SADAK ARJUNI,97,84,12,694,261,1051,1148
MAHARASHTRA,GONDIYA,SALEKASA,0,93,10,92,336,531,531
MAHARASHTRA,GONDIYA,TIRODA,689,106,2,220,48,376,1065
MAHARASHTRA,HINGOLI,AUNDHA (NAGNATH),933,500,18,1980,3,2501,3434
MAHARASHTRA,HINGOLI,BASMATH,1295,1431,56,2596,15,4098,5393
MAHARASHTRA,HINGOLI,HINGOLI,729,76,6,2950,6,3038,3767
MAHARASHTRA,HINGOLI,KALAMNURI,63,72,9,3600,0,3681,3744
MAHARASHTRA,HINGOLI,SENGAON,1,427,5,2791,461,3684,3685
MAHARASHTRA,JALGAON,AMALNER,0,0,5,3736,481,4222,4222
MAHARASHTRA,JALGAON,BHADGAON,4043,96,13,1875,58,2042,6085
MAHARASHTRA,JALGAON,BHUSAWAL,41,1,5,2084,1259,3349,3390
MAHARASHTRA,JALGAON,BODWAD,1161,0,1,1592,128,1721,2882
MAHARASHTRA,JALGAON,CHALISGAON,938,51,19,10906,4,10980,11918
MAHARASHTRA,JALGAON,CHOPDA,4459,187,2,19,42,250,4709
MAHARASHTRA,JALGAON,DHARANGAON,424,0,1,3548,1,3550,3974
MAHARASHTRA,JALGAON,ERANDOL,25,0,5,4864,0,4869,4894
MAHARASHTRA,JALGAON,JALGAON,2391,6,6,1340,5,1357,3748
MAHARASHTRA,JALGAON,JAMNER,1700,0,10,8552,3,8565,10265
MAHARASHTRA,JALGAON,MUKTAINAGAR,689,14,65,2899,2029,5007,5696
MAHARASHTRA,JALGAON,PACHORA,691,102,8,4131,5965,10206,10897
MAHARASHTRA,JALGAON,PAROLA,2,2,11,4602,840,5455,5457
MAHARASHTRA,JALGAON,RAVER,3632,737,16,1367,248,2368,6000
MAHARASHTRA,JALGAON,YAWAL,912,9,5,5327,8,5349,6261
MAHARASHTRA,JALNA,AMBAD,57,585,6,4623,72,5286,5343
MAHARASHTRA,JALNA,BADNAPUR,0,20,1,3639,27,3687,3687
MAHARASHTRA,JALNA,BHOKARDAN,12,234,2,6183,274,6693,6705
MAHARASHTRA,JALNA,GHANSAWANGI,79,1059,2,4488,82,5631,5710
MAHARASHTRA,JALNA,JAFFERABAD,0,889,9,5061,142,6101,6101
MAHARASHTRA,JALNA,JALNA,3,763,2,6095,216,7076,7079
MAHARASHTRA,JALNA,MANTHA,0,627,8,4891,350,5876,5876
MAHARASHTRA,JALNA,PARTUR,2,1237,4,3947,39,5227,5229
MAHARASHTRA,KOLHAPUR,AJRA,909,291,3,606,85,985,1894
MAHARASHTRA,KOLHAPUR,BHUDARGAD,1641,129,0,102,83,314,1955
MAHARASHTRA,KOLHAPUR,CHANDGAD,3383,29,9,726,119,883,4266
MAHARASHTRA,KOLHAPUR,GADHINGLAJ,1289,359,8,3678,25,4070,5359
MAHARASHTRA,KOLHAPUR,GAGANBAVDA,168,23,1,9,3,36,204
MAHARASHTRA,KOLHAPUR,HATKANANGALE,6095,15,2,348,1,366,6461
MAHARASHTRA,KOLHAPUR,KAGAL,2697,710,3,428,120,1261,3958
MAHARASHTRA,KOLHAPUR,KARVIR,3980,490,3,373,58,924,4904
MAHARASHTRA,KOLHAPUR,PANHALA,1302,732,37,906,118,1793,3095
MAHARASHTRA,KOLHAPUR,RADHANAGARI,1539,47,106,122,25,300,1839
MAHARASHTRA,KOLHAPUR,SHAHUWADI,831,195,11,95,45,346,1177
MAHARASHTRA,KOLHAPUR,SHIROL,1247,557,3,24,60,644,1891
MAHARASHTRA,LATUR,AHMADPUR,4,0,2,2216,0,2218,2222
MAHARASHTRA,LATUR,AUSA,2,0,4,6994,0,6998,7000
MAHARASHTRA,LATUR,CHAKUR,0,0,6,2935,0,2941,2941
MAHARASHTRA,LATUR,DEONI,489,0,0,473,0,473,962
MAHARASHTRA,LATUR,JALKOT,0,0,0,836,17,853,853
MAHARASHTRA,LATUR,LATUR,0,0,1,2735,0,2736,2736
MAHARASHTRA,LATUR,NILANGA,111,13,2,5608,2,5625,5736
MAHARASHTRA,LATUR,RENAPUR,2,0,2,1961,0,1963,1965
MAHARASHTRA,LATUR,SHIRUR ANANTPAL,433,84,3,520,58,665,1098
MAHARASHTRA,LATUR,UDGIR,1747,0,0,682,1,683,2430
MAHARASHTRA,NAGPUR,BHIWAPUR,228,69,1,1670,5,1745,1973
MAHARASHTRA,NAGPUR,HINGNA,69,4,2,3163,415,3584,3653
MAHARASHTRA,NAGPUR,KALAMESHWAR,25,0,13,4952,0,4965,4990
MAHARASHTRA,NAGPUR,KAMPTEE,576,0,0,1404,2,1406,1982
MAHARASHTRA,NAGPUR,KATOL,0,0,2,12824,0,12826,12826
MAHARASHTRA,NAGPUR,KUHI,2359,34,10,2430,12,2486,4845
MAHARASHTRA,NAGPUR,MOUDA,745,55,1,1305,0,1361,2106
MAHARASHTRA,NAGPUR,NAGPUR RURAL,5,0,5,4895,5,4905,4910
MAHARASHTRA,NAGPUR,NAGPUR(URBAN)1&2,0,0,0,230,0,230,230
MAHARASHTRA,NAGPUR,NARKHED,1,1335,6,9380,53,10774,10775
MAHARASHTRA,NAGPUR,PARSEONI,342,11,0,1654,31,1696,2038
MAHARASHTRA,NAGPUR,RAMTEK,939,0,0,739,5,744,1683
MAHARASHTRA,NAGPUR,SAVNER,224,3,3,4586,2,4594,4818
MAHARASHTRA,NAGPUR,UMRED,274,135,63,1571,535,2304,2578
MAHARASHTRA,NANDED,ARDHAPUR,2,1310,0,946,798,3054,3056
MAHARASHTRA,NANDED,BHOKAR,480,310,1,878,0,1189,1669
MAHARASHTRA,NANDED,BILOLI,11,172,0,139,7,318,329
MAHARASHTRA,NANDED,DEGLUR,39,1,4,1011,15,1031,1070
MAHARASHTRA,NANDED,DHARMABAD,0,15,0,97,0,112,112
MAHARASHTRA,NANDED,HADGAON,2412,19,0,226,1,246,2658
MAHARASHTRA,NANDED,HIMAYATNAGAR,420,7,0,4,0,11,431
MAHARASHTRA,NANDED,KANDHAR,238,721,3,1071,192,1987,2225
MAHARASHTRA,NANDED,KINWAT,21,429,6,1038,345,1818,1839
MAHARASHTRA,NANDED,LOHA,307,121,1,1774,88,1984,2291
MAHARASHTRA,NANDED,MAHOOR,4,589,31,1081,8,1709,1713
MAHARASHTRA,NANDED,MUDKHED,112,1206,2,307,35,1550,1662
MAHARASHTRA,NANDED,MUKHED,228,40,3,2144,2,2189,2417
MAHARASHTRA,NANDED,NAIGAON (KHAIRGAON),322,32,0,1084,77,1193,1515
MAHARASHTRA,NANDED,NANDED,3,470,168,1930,128,2696,2699
MAHARASHTRA,NANDED,UMRI,53,7,0,484,9,500,553
MAHARASHTRA,NANDURBAR,AKKALKUWA,0,710,0,2,0,712,712
MAHARASHTRA,NANDURBAR,AKRANI,0,0,0,54,0,54,54
MAHARASHTRA,NANDURBAR,NANDURBAR,4760,0,2,366,1,369,5129
MAHARASHTRA,NANDURBAR,NAWAPUR,1540,0,0,1964,9,1973,3513
MAHARASHTRA,NANDURBAR,SHAHADE,1,0,0,748,0,748,749
MAHARASHTRA,NANDURBAR,TALODA,0,1,0,1325,0,1326,1326
MAHARASHTRA,NASHIK,BAGLAN,9793,639,7,4451,1,5098,14891
MAHARASHTRA,NASHIK,CHANDWAD,8609,3,44,12796,0,12843,21452
MAHARASHTRA,NASHIK,DEOLA,808,1,11,8559,1,8572,9380
MAHARASHTRA,NASHIK,DINDORI,159,32,1,7524,1650,9207,9366
MAHARASHTRA,NASHIK,IGATPURI,65,0,5,2588,0,2593,2658
MAHARASHTRA,NASHIK,KALWAN,435,302,6,7404,2,7714,8149
MAHARASHTRA,NASHIK,MALEGAON,4171,0,11,10087,10,10108,14279
MAHARASHTRA,NASHIK,NANDGAON,270,7,1,6573,1,6582,6852
MAHARASHTRA,NASHIK,NASHIK,2301,2005,6,1786,6,3803,6104
MAHARASHTRA,NASHIK,NIPHAD,4715,0,13,21168,8,21189,25904
MAHARASHTRA,NASHIK,PEINT,35,0,0,737,22,759,794
MAHARASHTRA,NASHIK,SINNAR,9,0,13,14723,380,15116,15125
MAHARASHTRA,NASHIK,SURGANA,337,1,1,714,0,716,1053
MAHARASHTRA,NASHIK,TRIMBAKESHWAR,262,5,1,842,98,946,1208
MAHARASHTRA,NASHIK,YEOLA,593,1,6,16444,2,16453,17046
MAHARASHTRA,OSMANABAD,BHOOM,844,263,4,2700,15,2982,3826
MAHARASHTRA,OSMANABAD,KALAMB,76,140,0,6695,11,6846,6922
MAHARASHTRA,OSMANABAD,LOHARA,510,53,0,2003,108,2164,2674
MAHARASHTRA,OSMANABAD,OMARGA,1022,135,0,3893,22,4050,5072
MAHARASHTRA,OSMANABAD,OSMANABAD,2971,78,1,5631,1,5711,8682
MAHARASHTRA,OSMANABAD,PARANDA,561,151,1,2355,4,2511,3072
MAHARASHTRA,OSMANABAD,TULJAPUR,2458,665,0,3795,97,4557,7015
MAHARASHTRA,OSMANABAD,WASHI,1228,9,0,1339,2,1350,2578
MAHARASHTRA,PARBHANI,GANGAKHED,721,2,2,1139,22,1165,1886
MAHARASHTRA,PARBHANI,JINTUR,2,32,14,4544,675,5265,5267
MAHARASHTRA,PARBHANI,MANWAT,551,2,4,1373,1,1380,1931
MAHARASHTRA,PARBHANI,PALAM,1,1454,0,63,0,1517,1518
MAHARASHTRA,PARBHANI,PARBHANI,3309,3,3,1227,156,1389,4698
MAHARASHTRA,PARBHANI,PATHRI,1,0,1,1961,383,2345,2346
MAHARASHTRA,PARBHANI,PURNA,788,389,3,913,4,1309,2097
MAHARASHTRA,PARBHANI,SAILU,20,1327,4,1674,243,3248,3268
MAHARASHTRA,PARBHANI,SONPETH,26,753,40,36,4,833,859
MAHARASHTRA,PUNE,AMBEGAON,5514,26,1,88,4504,4619,10133
MAHARASHTRA,PUNE,BARAMATI,11970,5680,1329,8208,622,15839,27809
MAHARASHTRA,PUNE,BHOR,652,3,1,97,82,183,835
MAHARASHTRA,PUNE,DAUND,6613,213,1,1277,147,1638,8251
MAHARASHTRA,PUNE,HAVELI,3488,12,16,1809,696,2533,6021
MAHARASHTRA,PUNE,INDAPUR,8566,96,2,2088,87,2273,10839
MAHARASHTRA,PUNE,JUNNAR,3979,840,26,5877,265,7008,10987
MAHARASHTRA,PUNE,KHED,7860,1,2,331,165,499,8359
MAHARASHTRA,PUNE,MAWAL,1032,10,1,1,31,43,1075
MAHARASHTRA,PUNE,MULSHI,636,0,0,1,3,4,640
MAHARASHTRA,PUNE,PURANDHAR,4620,1,14,3393,68,3476,8096
MAHARASHTRA,PUNE,SHIRUR,10748,1031,61,3496,557,5145,15893
MAHARASHTRA,PUNE,VELHE,56,0,0,0,3,3,59
MAHARASHTRA,RAIGHAR,ALIBAG,1344,0,12,96,160,268,1612
MAHARASHTRA,RAIGHAR,KHALAPUR,7,0,0,0,0,0,7
MAHARASHTRA,RAIGHAR,MAHAD,10,2,0,15,16,33,43
MAHARASHTRA,RAIGHAR,MANGOAN,10,0,0,0,0,0,10
MAHARASHTRA,RAIGHAR,MHASLA,5,0,0,6,0,6,11
MAHARASHTRA,RAIGHAR,MURUD,16,0,1,877,7,885,901
MAHARASHTRA,RAIGHAR,POLADPUR,9,0,0,0,0,0,9
MAHARASHTRA,RAIGHAR,SHRIVARDHAN,3,0,1,1114,638,1753,1756
MAHARASHTRA,RAIGHAR,SUDHAGAD,223,0,0,0,0,0,223
MAHARASHTRA,RAIGHAR,TALA,2,0,0,0,0,0,2
MAHARASHTRA,RAIGHAR,URAN,13,0,0,2,9,11,24
MAHARASHTRA,RATNAGIRI,CHIPLUN,8,0,0,0,5,5,13
MAHARASHTRA,RATNAGIRI,DAPOLI,415,2,3,90,191,286,701
MAHARASHTRA,RATNAGIRI,GUHAGAR,23,5,6,213,67,291,314
MAHARASHTRA,RATNAGIRI,KHED,19,0,0,0,51,51,70
