-----
{
 "description": "The table refers to Block wise Surface Flow Schemes- Potential Created and Utilized through Tanks. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.12.csv", 
 "title": "Download CSV for Blockwise Surface Flow Schemes- Potential Created and Utilized through Tanks", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.12.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Tanks,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total,Irrigation potential utilised - Kharif,Irrigation potential utilised - Rabi,Irrigation potential utilised - Perennial,Irrigation potential utilised - Others,Total,
PUNJAB,ROPAR,ANANDPUR SAHIB,34,31,31,0,0,62,21,21,0,0,42,
PUNJAB,ROPAR,KHARAR,6,9,9,0,0,17,3,3,0,0,6,
PUNJAB,ROPAR,ROPAR,150,132,132,0,0,265,131,131,0,0,262,
RAJASTHAN,AJMER,BEAWAR,60,813,1544,0,0,2357,122,307,0,0,428,
RAJASTHAN,AJMER,BHINAI,193,9262,5131,0,0,14393,2261,1217,0,0,3478,
RAJASTHAN,AJMER,KEKRI,70,2122,5018,0,0,7140,34,2388,0,13,2435,
RAJASTHAN,AJMER,KISHANGARH,95,1578,2017,0,0,3595,169,1,0,0,170,
RAJASTHAN,AJMER,MASUDA,27,677,752,0,0,1429,175,0,0,0,175,
RAJASTHAN,AJMER,NASIRABAD,36,1837,1472,0,0,3309,195,3,0,0,197,
RAJASTHAN,AJMER,PISAGAON,4,224,502,0,0,726,154,465,0,0,619,
RAJASTHAN,AJMER,SARWAD,174,469,5916,12,777,7173,5,107,0,0,112,
RAJASTHAN,ALWAR,ALWAR,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,ALWAR,THANAGAZI,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,BANSWARA,BAGIDORA,19,6,335,0,0,341,6,48,0,0,54,
RAJASTHAN,BANSWARA,BANSWARA,15,0,670,0,0,670,0,162,0,0,162,
RAJASTHAN,BANSWARA,GADHI,15,546,1205,318,133,2202,137,940,220,12,1309,
RAJASTHAN,BANSWARA,GHATOL,3,0,18,0,0,18,0,18,0,0,18,
RAJASTHAN,BANSWARA,KUSHALGARH,13,0,691,0,0,691,0,299,0,0,299,
RAJASTHAN,BARAN,ATRU,8,681,681,0,0,1362,0,681,0,0,681,
RAJASTHAN,BARAN,BARAN,4,0,195,0,0,195,0,115,0,0,115,
RAJASTHAN,BARAN,KISHANGANJ,3,57,1285,0,0,1342,8,1251,0,0,1259,
RAJASTHAN,BARAN,SHAHABAD,18,646,2054,0,0,2700,0,1998,0,0,1998,
RAJASTHAN,BHARATPUR,BAYANA,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,BHARATPUR,KAMAN,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,BHARATPUR,ROOPBAS,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,BHILWARA,ASIND,10,545,468,0,0,1013,162,3,0,0,165,
RAJASTHAN,BHILWARA,BANEDA,57,3319,1949,0,0,5268,411,514,0,0,926,
RAJASTHAN,BHILWARA,BHILWARA,15,61,974,0,0,1034,49,511,0,0,559,
RAJASTHAN,BHILWARA,BIJOLIYA,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,BHILWARA,HURDA,10,922,407,0,0,1329,642,29,0,0,671,
RAJASTHAN,BHILWARA,JAHAJPUR,43,1271,2851,0,0,4122,297,2284,0,0,2581,
RAJASTHAN,BHILWARA,KOTADI,36,1245,2229,0,0,3475,116,898,0,0,1014,
RAJASTHAN,BHILWARA,MANDAL,95,4757,3814,0,100,8672,799,244,0,0,1043,
RAJASTHAN,BHILWARA,MANDALGARH,10,803,1176,0,0,1980,727,1179,0,0,1907,
RAJASTHAN,BHILWARA,RAIPUR,29,958,586,0,0,1544,18,0,0,0,18,
RAJASTHAN,BHILWARA,SAHADA,65,1791,1739,0,65,3594,293,25,0,0,318,
RAJASTHAN,BHILWARA,SHAHPURA,60,2869,2961,0,0,5831,2,1067,0,0,1068,
RAJASTHAN,BUNDI,BUNDI,62,607,287,0,0,894,607,187,0,0,794,
RAJASTHAN,BUNDI,HINDOLI,2,0,45,6,0,51,0,39,0,0,39,
RAJASTHAN,BUNDI,NAINWA,16,347,663,0,265,1275,8,458,10,0,477,
RAJASTHAN,CHITTORGARH,BENGU,4,621,607,0,0,1227,137,274,0,0,411,
RAJASTHAN,CHITTORGARH,CHITTORGARH,4,2,74,0,0,77,2,74,0,0,76,
RAJASTHAN,CHITTORGARH,GANGARAR,2,64,87,20,0,171,50,3,0,0,53,
RAJASTHAN,CHITTORGARH,KAPASAN,29,24,11,0,0,35,24,0,0,0,24,
RAJASTHAN,CHITTORGARH,NIMBAHERA,4,0,84,0,14,98,0,36,0,14,50,
RAJASTHAN,CHITTORGARH,RAWATBHATA,4,24,186,0,6,216,11,172,0,0,183,
RAJASTHAN,DAUSA,DAUSA,2,0,45,0,0,45,0,41,0,0,41,
RAJASTHAN,DAUSA,LALSOT,7,6,94,0,0,100,0,94,0,0,94,
RAJASTHAN,DHOLPUR,BARI,9,38,670,0,0,708,7,435,0,0,442,
RAJASTHAN,DHOLPUR,BASERI,7,0,67,0,0,67,0,33,0,0,33,
RAJASTHAN,DHOLPUR,DHOLPUR,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,DUNGARPUR,ASPUR,2,100,15,0,0,115,0,0,0,0,0,
RAJASTHAN,DUNGARPUR,DUNGARPUR,18,219,590,5,0,815,0,52,0,0,52,
RAJASTHAN,DUNGARPUR,SAGWARA,8,98,320,2,57,477,0,265,2,57,324,
RAJASTHAN,DUNGARPUR,SIMALWARA,7,0,820,0,0,820,80,242,0,0,322,
RAJASTHAN,JAIPUR,CHAKSU,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,JAIPUR,JAIPUR,1,0,79,0,0,79,0,79,0,0,79,
RAJASTHAN,JAIPUR,PHAGI,5,71,397,0,0,468,0,0,0,0,0,
RAJASTHAN,JAIPUR,SANGANER,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,JAISALMER,JAISALMER,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,JALORE,AHORE,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,JHALAWAR,AKLERA,4,0,168,0,0,168,0,132,0,0,132,
RAJASTHAN,JHALAWAR,JHALARA PATAN,11,0,812,0,0,812,0,496,0,0,496,
RAJASTHAN,JHALAWAR,KHANPUR,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,JHUNJHUNU,NAWALGARH,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,KAROLI,KAROLI,1,0,17,0,0,17,0,17,0,0,17,
RAJASTHAN,KAROLI,MANDRAYAL,3,1,15,0,0,17,1,15,0,0,17,
RAJASTHAN,KAROLI,NADOTI,123,0,3233,0,0,3233,0,141,0,0,141,
RAJASTHAN,KAROLI,SAPOTRA,4,0,384,0,0,384,0,384,0,0,384,
RAJASTHAN,KAROLI,TODA BHIM,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,KOTA,DIGOD,3,0,317,0,0,317,0,60,0,0,60,
RAJASTHAN,KOTA,LADPURA,14,294,191,0,0,485,268,190,0,0,458,
RAJASTHAN,KOTA,PIPALLDA,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,KOTA,RAMGANJMANDI,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,NAGAUR,DEGANA,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,NAGAUR,NAGAUR,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,PALI,BALI,7,1388,174,0,0,1562,0,762,0,0,762,
RAJASTHAN,PALI,DESURI,3,76,70,0,0,146,0,0,0,0,0,
RAJASTHAN,PALI,JAITARAN,1,25,114,0,5,144,7,61,0,0,67,
RAJASTHAN,PALI,MARWAR JUNCTION,3,0,405,0,0,405,0,100,0,0,100,
RAJASTHAN,PALI,PALI,1,0,0,166,0,166,0,0,0,0,0,
RAJASTHAN,PALI,RAIPUR,1,30,33,0,0,63,0,29,0,0,29,
RAJASTHAN,PALI,SOJAT,5,0,265,0,0,265,0,132,0,0,132,
RAJASTHAN,PALI,SUMERPUR,4,189,803,0,0,992,0,17,0,0,17,
RAJASTHAN,RAJSAMAND,AMET,11,274,410,0,0,684,0,0,0,0,0,
RAJASTHAN,RAJSAMAND,BHIM,24,550,622,0,4,1175,6,22,0,0,28,
RAJASTHAN,RAJSAMAND,DEVGARH,3,50,60,0,0,110,0,0,0,0,0,
RAJASTHAN,RAJSAMAND,KUMBHALGARH,14,73,152,34,12,271,19,50,18,0,87,
RAJASTHAN,RAJSAMAND,NATHDWARA,13,186,732,0,0,918,0,0,0,0,0,
RAJASTHAN,RAJSAMAND,RAILMAGRA,5,123,103,21,11,258,2,0,0,0,2,
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,18,0,600,0,0,600,0,102,0,0,102,
RAJASTHAN,SAWAI MADHOPUR,GANGAPUR,19,0,91,0,0,91,0,37,0,0,37,
RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,3,0,233,0,0,233,0,233,0,0,233,
RAJASTHAN,SIROHI,ABUROAD,5,0,23,0,0,23,0,15,0,0,15,
RAJASTHAN,SIROHI,PINDWARA,7,1,671,0,1,673,0,1,0,0,1,
RAJASTHAN,SIROHI,REVDAR,1,0,114,0,0,114,0,0,0,0,0,
RAJASTHAN,SIROHI,SHIVGANJ,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,TONK,DEOLI,14,0,2099,0,0,2099,0,1662,0,0,1662,
RAJASTHAN,TONK,MALPURA,127,793,3372,0,0,4165,6,100,0,0,106,
RAJASTHAN,TONK,NIWAI,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,TONK,PEEPLU,8,0,579,0,0,579,0,284,0,0,284,
RAJASTHAN,TONK,TODARAI SINGH,63,144,3246,0,0,3390,8,509,0,0,517,
RAJASTHAN,TONK,TONK,4,0,513,0,0,513,0,420,0,0,420,
RAJASTHAN,TONK,UNIYARA,28,0,2475,0,0,2475,0,1085,0,0,1085,
RAJASTHAN,UDAIPUR,DHARIYAVAD,0,0,0,0,0,0,0,0,0,0,0,
RAJASTHAN,UDAIPUR,GIRWA,18,103,608,132,23,866,0,57,0,0,57,
RAJASTHAN,UDAIPUR,GOGUNDA,3,0,303,0,0,303,0,0,0,0,0,
RAJASTHAN,UDAIPUR,JHADOL,9,32,271,2,0,305,2,32,0,0,34,
RAJASTHAN,UDAIPUR,KHERWADA,15,0,279,0,0,279,0,275,0,0,275,
RAJASTHAN,UDAIPUR,KOTRA,2,22,22,0,0,44,0,0,0,0,0,
RAJASTHAN,UDAIPUR,MAWLI,2,0,27,0,0,27,0,0,0,0,0,
RAJASTHAN,UDAIPUR,SALUMBER,11,0,1110,9,21,1139,0,314,0,0,314,
SIKKIM,EAST,AHO-YANGTAM,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,AMBA,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,ARITAR,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,ASSAM-LINGZEY,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,BYANG-PHENGYONG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,CENTRAL PENDAM,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,CHANGE SENTI,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,CHUJACHEN,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,DHOLEPCHEN,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,EAST PENDAM,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,KHAMDONG,1,16,10,2,2,30,16,10,2,1,29,
SIKKIM,EAST,LATUK-CHOCHENPEHRI,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,LINGDOK-PENLONG,10,171,107,22,17,316,123,81,16,13,233,
SIKKIM,EAST,LINGTAM PHADAMCHEN,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,LINKEY-TARETHANG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,MARTAM-NAZITAM,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,NAMCHEY BUNG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,PACHEYKHANI,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,PAKYONG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,PREMLAKHA SUBANEDARA,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,RAKDONG,5,79,50,14,8,151,53,30,8,5,96,
SIKKIM,EAST,RANKA-BARBING,1,5,3,0,0,8,4,2,0,0,6,
SIKKIM,EAST,RAWATER-RUMTEK,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,REY-MENDU,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,RHEGOH,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,RHENAK-TARPIN,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,RIWA-PARKHA,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,ROLEP-LAMATEN,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,SAMDUR,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,SAMLIK-MARCHAK,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,SICHEYGAON,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,SIMIK-LINGZEY,5,60,29,10,6,104,12,7,4,1,24,
SIKKIM,EAST,SUMEN-LINGZEY,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,SUNDUNGLAKHA,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,TAZA,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,THATHANGCHEN,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,EAST,TUMEN KAMBAL,9,521,274,46,33,873,444,235,42,28,748,
SIKKIM,EAST,WEST PENDAM,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,NORTH,BARFOK-LINGDONG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,NORTH,HEE-GYATHANG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,NORTH,KABI-TINGDA,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,NORTH,LACHUNG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,NORTH,LINGTHEM-LINGDEM,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,NORTH,LUM-GOR-SANGTOK,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,NORTH,MEN RONGONG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,NORTH,NAMOK-SHEYAM,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,NORTH,PHENSONG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,NORTH,RAMTHANG-TANGYEK,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,NORTH,RINGHIM-NAMPATAM,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,NORTH,RONGONG-TUMLANG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,NORTH,SAKYONG-PENTUNG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,NORTH,SHIP-GER,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,NORTH,TINGBONG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,NORTH,TINGCHIM-MANGSHILA,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,NORTH,TSUNGTHANG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,NORTH,TUNG-NAGA,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,BARFUNG-ZURUNG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,BARNYAK-TOKAL,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,BEN-NAMPHRIK,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,BRONG-PHAMTHANG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,KEWZING-BAKKHIM,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,LAMTING-TINGMO,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,LIKSHIP,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,LINGI PAIYONG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,LINGMO-KOLTHANG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,LONGCHOK-KAMAREY,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,MAMLEY-KAMRANG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,MANIRAM-PHALIDARA,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,MELLIDARA-PAIYONG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,MIKKHOLA-KITAM,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,NAGI-MANEYDARA,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,NAMPHING,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,PARBING-CHUBA,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,POKLOK-DENCHUNG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,RABONG-SANGMO,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,RALONG-NAMLUNG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,RATEYPANI,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,RONGBUL,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,SADAM SUKRABREY,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,SALGHARI,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,SANGHANATH,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,SINGHTHANG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,SOROK-SHYAMPANI,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,SRIPATAM-NEH BRUM,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,SUMBUK-KARTICHEY,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,TEMI-TARKU,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,TINGKITAM-RAYONG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,TURUK-RAMABUNG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,TURUNG-PAMPHOK,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,WAK-OMCHU,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,SOUTH,YANGANG-RANGANG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,ARITHANG CHONGRANG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,BANGTEN-KARMATAR,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,BARNYAK-MARTAM,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,CHAKUNG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,CHINTHANG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,CHUMBONG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,DARAP,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,DENTAM,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,DEYTHANG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,DODAK BURIKHOP,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,GERETHANG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,GYALSHING-UMCHUNG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,HEE,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,KARCHI MANGNAM,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,KHANISHRBUNG-SAMDONG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,KONGRI LABDANG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,LINGCHOM-TIKJYA,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,LONGCHOK-SALYANGDANG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,LOWER-FAMBONG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,MALBASEY,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,MANEYBUNG-SOPAKHA,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,MELLI,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,RUMBUK,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,SAMDONG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,SAMSING-GELING,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,SANGDORJI-RINCHNPONG,1,16,6,0,1,23,0,0,0,0,0,
SIKKIM,WEST,SANGKHU-RADUKHANDU,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,SARDONG-LUNGZIK,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,SIKTAM-TIKPUR,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,SINGLING,2,1,13,3,1,17,0,0,0,0,0,
SIKKIM,WEST,SINGYANG-CHONGRUNG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,SORENG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,TASHIDING,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,THINGLE-KHACHODPALRI,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,TIMBURBONG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,UPPER-FAMBONG,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,YANGTEN,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,YANGTHANG-KYONGSA,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,YUKSAM,0,0,0,0,0,0,0,0,0,0,0,
SIKKIM,WEST,ZOOM,0,0,0,0,0,0,0,0,0,0,0,
TAMIL NADU,COIMBATORE,ANNUR,10,65,14,14,13,106,18,0,1,0,18,
TAMIL NADU,COIMBATORE,KUDIMANGALAM,10,36,18,23,30,107,0,0,0,0,0,
TAMIL NADU,COIMBATORE,METTUPALAYAM,0,0,0,0,0,0,0,0,0,0,0,
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,4,30,15,27,15,88,0,0,11,0,11,
TAMIL NADU,COIMBATORE,THONDAMUTHUR,0,0,0,0,0,0,0,0,0,0,0,
TAMIL NADU,COIMBATORE,UDUMALAIPETTAI,8,39,18,23,16,96,3,0,6,0,9,
TAMIL NADU,CUDDALORE,KAMMAPURAM,56,49,204,0,0,253,49,196,0,0,245,
TAMIL NADU,CUDDALORE,KURINJIPADY,650,1507,1958,15,3,3482,1430,1400,15,3,2848,
TAMIL NADU,CUDDALORE,MANGALORE,5,144,99,0,0,243,144,99,0,0,243,
TAMIL NADU,CUDDALORE,NALLUR,77,363,1509,1,713,2587,276,1224,1,0,1502,
TAMIL NADU,CUDDALORE,PARANGIPETTAI,0,0,0,0,0,0,0,0,0,0,0,
TAMIL NADU,CUDDALORE,VRIDHACHALAM,68,288,752,30,44,1113,286,539,27,44,896,
TAMIL NADU,DHARMAPURI,BARUGUR,80,810,780,790,205,2586,383,0,157,0,540,
TAMIL NADU,DHARMAPURI,HARUR,9,6,6,6,0,19,3,3,0,0,6,
TAMIL NADU,DHARMAPURI,HOSUR,803,938,893,898,107,2836,788,17,65,17,887,
TAMIL NADU,DHARMAPURI,KAVERIPATTINAM,29,1125,1101,1099,0,3326,839,470,471,0,1781,
TAMIL NADU,DHARMAPURI,KELAMANGALAM(DEN),116,1705,1646,1635,0,4986,1218,326,245,0,1789,
TAMIL NADU,DHARMAPURI,KRISHNAGIRI,10,28,28,28,25,108,28,25,25,25,102,
TAMIL NADU,DHARMAPURI,MATHUR,31,515,490,493,0,1498,351,0,61,0,412,
TAMIL NADU,DHARMAPURI,MORAPPUR,4,2,2,2,0,7,2,0,0,0,2,
TAMIL NADU,DHARMAPURI,NALLAMPALLI,3,1,1,1,0,3,0,0,0,0,0,
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,0,0,0,0,0,0,0,0,0,0,0,
TAMIL NADU,DHARMAPURI,PENNAGARAM,0,0,0,0,0,0,0,0,0,0,0,
TAMIL NADU,DHARMAPURI,SHOOLAGIRI,705,297,285,288,11,880,253,42,77,0,372,
TAMIL NADU,DHARMAPURI,THALLY,189,2599,2490,2509,43,7641,1586,363,234,43,2227,
TAMIL NADU,DHARMAPURI,UTHANGARAI,1,0,0,0,0,0,0,0,0,0,0,
TAMIL NADU,DHARMAPURI,VEPPANAPPALLI,71,486,465,479,10,1440,486,38,334,0,858,
TAMIL NADU,DINDIGUL,ATHOOR,1,45,45,0,0,89,0,0,0,0,0,
TAMIL NADU,DINDIGUL,BATLAGUNDU,30,5,4,0,0,8,0,0,0,0,0,
TAMIL NADU,DINDIGUL,DINDIGUL,6,40,64,13,0,117,2,5,1,0,8,
TAMIL NADU,DINDIGUL,GUZILIAMPARAI,62,284,281,0,0,565,0,0,0,0,0,
TAMIL NADU,DINDIGUL,NATHAM,62,123,120,0,0,243,0,0,0,0,0,
TAMIL NADU,DINDIGUL,NILAKOTTAI,3,26,24,4,6,59,4,9,4,0,17,
TAMIL NADU,DINDIGUL,ODDANCHATRAM,28,12,10,0,0,22,3,9,0,0,12,
TAMIL NADU,DINDIGUL,PALANI,379,1066,1068,9,44,2187,354,276,1,0,631,
TAMIL NADU,DINDIGUL,REDDIYARCHATRAM,17,272,269,2,1,544,68,0,0,0,68,
TAMIL NADU,DINDIGUL,SHANARPATTI,6,9,7,3,0,19,0,0,0,0,0,
TAMIL NADU,DINDIGUL,THOPPAMPATTI,116,883,1193,51,0,2127,1,621,0,0,623,
TAMIL NADU,DINDIGUL,VADAMADURAI,49,375,294,0,0,669,13,0,0,0,13,
TAMIL NADU,DINDIGUL,VEDASANDUR,7,66,66,0,0,131,0,0,0,0,0,
TAMIL NADU,ERODE,AMMAPETTAI,8,2,1,1,1,4,2,0,0,0,2,
TAMIL NADU,ERODE,ANTHIYUR,43,13,4,4,5,27,12,0,0,0,12,
TAMIL NADU,ERODE,BHAVANI,31,33,11,19,14,77,22,0,2,3,27,
TAMIL NADU,ERODE,CHENNIMALAI,0,0,0,0,0,0,0,0,0,0,0,
TAMIL NADU,ERODE,DHARAPURAM,0,0,0,0,0,0,0,0,0,0,0,
TAMIL NADU,ERODE,ERODE,0,0,0,0,0,0,0,0,0,0,0,
TAMIL NADU,ERODE,GOBICHETTIPALAYAM,44,48,16,16,20,100,37,0,2,0,39,
TAMIL NADU,ERODE,KODUMUDI,3,100,56,34,33,224,0,0,0,0,0,
