-----
{
 "description": "Instant Money Order (iMO) is an instant web based money transfer service through Post Offices (iMO Centre) in India between two resident individuals in Indian territory.Money from INR 1,000/- to INR 50,000/- can be transferred from designated iMO Post Offices. The data set contain the list of Post ...", 
 "file_name": "iMOcenters13042013.xls", 
 "title": "Download XLS for Instant Money Order Post Offices", 
 "url": "http://data.gov.in/sites/default/files/iMOcenters13042013.xls"
}
-----
-----
{
 "description": "This data provides details on the total number of days each member signed the member's attendance register of session 12 of Lok Sabha 15 from 22nd November 2012 to 20th December 2012.", 
 "file_name": "Attendance_of_the_Members_of_Lok_Sabha_15_Session_12_0.xls", 
 "title": "Download XLS for Attendance of the Members of Lok Sabha 15 for Session 12", 
 "url": "http://data.gov.in/sites/default/files/Attendance_of_the_Members_of_Lok_Sabha_15_Session_12_0.xls"
}
-----
"S.No.","Division/Seat No.","Name of Member","Lok Sabha","Session","State","Constituency","Total Sittings","No. of days member signed the register"
406.0,471.0,"Shri  Harin  Pathak                                            ",15.0,12.0,"Gujarat                                                     ","Ahmedabad East",20.0,8.0
407.0,473.0,"Shri  Kailash  Joshi                                             ",15.0,12.0,"Madhya Pradesh                                              ","Bhopal",20.0,18.0
408.0,474.0,"Smt.  Sumitra  Mahajan                                           ",15.0,12.0,"Madhya Pradesh                                              ","Indore",20.0,18.0
409.0,475.0,"Shri  Yogi  Adityanath                                        ",15.0,12.0,"Uttar Pradesh                                               ","Gorakhpur",20.0,14.0
410.0,476.0,"Shri  Rajendrasinh  Rana                                              ",15.0,12.0,"Gujarat                                                     ","Bhavnagar",20.0,6.0
411.0,477.0,"Shri  Narendra Singh  Tomar                                             ",15.0,12.0,"Madhya Pradesh                                              ","Morena",20.0,13.0
412.0,478.0,"Smt.  Yashodhara Raje  Scindia                                           ",15.0,12.0,"Madhya Pradesh                                              ","Gwalior",20.0,17.0
413.0,479.0,"Shri  Vishnu Deo  Sai                                               ",15.0,12.0,"Chhattisgarh                                                ","Raigarh",20.0,6.0
414.0,480.0,"Shri  Radha Mohan  Singh                                             ",15.0,12.0,"Bihar                                                       ","Purvi Champaran ",20.0,18.0
415.0,481.0,"Shri  Shripad Yesso  Naik                                              ",15.0,12.0,"Goa                                                         ","North Goa",20.0,14.0
416.0,482.0,"Shri  Nikhil Kumar  Choudhary                                         ",15.0,12.0,"Bihar                                                       ","Katihar",20.0,18.0
417.0,483.0,"Shri  Dilip Kumar Mansukhlal  Gandhi                                            ",15.0,12.0,"Maharashtra                                                 ","Ahmednagar",20.0,16.0
418.0,484.0,"Shri  Anant Kumar  Hegde                                             ",15.0,12.0,"Karnataka                                                   ","Uttara Kannada",20.0,8.0
419.0,485.0,"Shri  Ramakant  Yadav                                             ",15.0,12.0,"Uttar Pradesh                                               ","Azamgarh",20.0,11.0
420.0,486.0,"Shri  Ram Singh  Kaswan                                            ",15.0,12.0,"Rajasthan                                                   ","Churu",20.0,19.0
421.0,487.0,"Shri  Mansukhbhai Dhanjibhai  Vasava                                            ",15.0,12.0,"Gujarat                                                     ","Bharuch",20.0,4.0
422.0,488.0,"Shri  G.S.  Basavaraj                                         ",15.0,12.0,"Karnataka                                                   ","Tumkur",20.0,9.0
423.0,489.0,"Shri  D.B. Chandre  Gowda                                             ",15.0,12.0,"Karnataka                                                   ","Bangalore North",20.0,11.0
424.0,490.0,"Shri  Lalji  Tandon                                            ",15.0,12.0,"Uttar Pradesh                                               ","Lucknow",20.0,18.0
425.0,491.0,"Shri  Ashok  Argal                                             ",15.0,12.0,"Madhya Pradesh                                              ","Bhind",20.0,20.0
426.0,492.0,"Shri    Virendra Kumar                                    ",15.0,12.0,"Madhya Pradesh                                              ","Tikamgarh",20.0,19.0
427.0,493.0,"Shri  Ganesh  Singh                                             ",15.0,12.0,"Madhya Pradesh                                              ","Satna",20.0,17.0
428.0,494.0,"Shri  Rakesh  Singh                                             ",15.0,12.0,"Madhya Pradesh                                              ","Jabalpur",20.0,16.0
429.0,495.0,"Shri  Anurag Singh  Thakur                                            ",15.0,12.0,"Himachal Pradesh                                            ","Hamirpur",20.0,18.0
430.0,496.0,"Shri  Raosaheb  Dadarao  Danve                                             ",15.0,12.0,"Maharashtra                                                 ","Jalna",20.0,12.0
431.0,497.0,"Shri  Rajen  Gohain                                            ",15.0,12.0,"Assam                                                       ","Nawgong",20.0,9.0
432.0,498.0,"Shri  Hansraj Gangaram  Ahir                                              ",15.0,12.0,"Maharashtra                                                 ","Chandrapur",20.0,14.0
433.0,499.0,"Shri  Sohan  Potai                                             ",15.0,12.0,"Chhattisgarh                                                ","Kanker",20.0,12.0
434.0,500.0,"Shri  Ramsinhbhai Patalbhai  Rathwa                                            ",15.0,12.0,"Gujarat                                                     ","Chhota Udaipur",20.0,5.0
435.0,501.0,"Shri  Ramesh Chandappa  Jigajinagi                                        ",15.0,12.0,"Karnataka                                                   ","Bijapur",20.0,20.0
436.0,502.0,"Shri  Ravindra Kumar  Pandey                                            ",15.0,12.0,"Jharkhand                                                   ","Giridih",20.0,18.0
437.0,503.0,"Shri  Kirti  Azad                                              ",15.0,12.0,"Bihar                                                       ","Darbhanga",20.0,20.0
438.0,504.0,"Shri  Prahlad  Joshi                                             ",15.0,12.0,"Karnataka                                                   ","Dharwad",20.0,18.0
439.0,505.0,"Shri  Sanjay  Dhotre                                            ",15.0,12.0,"Maharashtra                                                 ","Akola",20.0,13.0
440.0,506.0,"Shri  P.C.  Gaddigoudar                                       ",15.0,12.0,"Karnataka                                                   ","Bagalkot",20.0,18.0
441.0,507.0,"Shri  Navjot Singh  Sidhu                                             ",15.0,12.0,"Punjab                                                      ","Amritsar",20.0,3.0
442.0,508.0,"Shri  Harischandra Deoram  Chavan                                            ",15.0,12.0,"Maharashtra                                                 ","Dindori",20.0,13.0
443.0,509.0,"Shri  Haribhau  Jawale                                            ",15.0,12.0,"Maharashtra                                                 ","Raver",20.0,16.0
444.0,510.0,"Shri   G.M.  Siddeswara                                        ",15.0,12.0,"Karnataka                                                   ","Davanagere",20.0,11.0
445.0,511.0,"Shri  Dushyant  Singh                                             ",15.0,12.0,"Rajasthan                                                   ","Jhalawar-Baran",20.0,18.0
446.0,512.0,"Shri  Bishnu Pada  Ray                                               ",15.0,12.0,"Andaman and Nicobar Islands                                 ","Andaman and Nicobar Islands",20.0,18.0
447.0,513.0,"Shri  Uday  Singh                                             ",15.0,12.0,"Bihar                                                       ","Purnia",20.0,17.0
448.0,514.0,"Shri  Govind Prasad  Mishra                                            ",15.0,12.0,"Madhya Pradesh                                              ","Sidhi",20.0,20.0
449.0,515.0,"Shri  Dinubhai  Boghabhal   Solanki                               ",15.0,12.0,"Gujarat                                                     ","Junagadh",20.0,2.0
450.0,516.0,"Shri  Chandulal Sahu  Chandu Bhaiya  ",15.0,12.0,"Chhattisgarh                                                ","Mahasamund",20.0,14.0
451.0,517.0,"Shri  Bhupendra  Singh                                             ",15.0,12.0,"Madhya Pradesh                                              ","Sagar",20.0,15.0
452.0,518.0,"Shri  Sudarshan  Bhagat                                            ",15.0,12.0,"Jharkhand                                                   ","Lohardaga",20.0,20.0
453.0,519.0,"Dr.  Sanjay  Jaiswal                                           ",15.0,12.0,"Bihar                                                       ","Paschim Champaran",20.0,17.0
454.0,520.0,"Shri  Prabhatsinh  Pratapsinh Chauhan                                ",15.0,12.0,"Gujarat                                                     ","Panchmahal",20.0,6.0
455.0,521.0,"Shri  Pashupati Nath  Singh                                             ",15.0,12.0,"Jharkhand                                                   ","Dhanbad",20.0,19.0
456.0,522.0,"Shri  Dinesh  Kashyap                                           ",15.0,12.0,"Chhattisgarh                                                ","Bastar",20.0,12.0
457.0,523.0,"Shri  Devidhan  Besra                                             ",15.0,12.0,"Jharkhand                                                   ","Rajmahal",20.0,16.0
458.0,524.0,"Dr.  Bhola  Singh                                             ",15.0,12.0,"Bihar                                                       ","Nawada",20.0,20.0
459.0,525.0,"Shri  Devji M.  Patel                                             ",15.0,12.0,"Rajasthan                                                   ","Jalore",20.0,16.0
460.0,526.0,"Shri  C. R.  Patil                                             ",15.0,12.0,"Gujarat                                                     ","Navsari",20.0,3.0
461.0,527.0,"Shri  Balkrishna Khanderao  Shukla                                            ",15.0,12.0,"Gujarat                                                     ","Vadodara",20.0,3.0
462.0,528.0,"Shri  B. Y.  Raghavendra                                       ",15.0,12.0,"Karnataka                                                   ","Shimoga",20.0,5.0
463.0,529.0,"Shri  Arjun Ram  Meghwal                                           ",15.0,12.0,"Rajasthan                                                   ","Bikaner",20.0,20.0
464.0,530.0,"Shri  A.T. Nana  Patil                                             ",15.0,12.0,"Maharashtra                                                 ","Jalgaon",20.0,15.0
465.0,531.0,"Shri  Shivraj  Bhaiya                                            ",15.0,12.0,"Madhya Pradesh                                              ","Damoh",20.0,20.0
466.0,532.0,"Shri  Sonawane  Pratap Narayanrao                                 ",15.0,12.0,"Maharashtra                                                 ","Dhule",20.0,10.0
467.0,533.0,"Shri  Pradeep Kumar  Singh                                             ",15.0,12.0,"Bihar                                                       ","Araria",20.0,16.0
468.0,534.0,"Shri  Makhansingh  Solanki                                           ",15.0,12.0,"Madhya Pradesh                                              ","Khargone",20.0,19.0
469.0,535.0,"Shri  Chauhan  Mahendrasinh                                      ",15.0,12.0,"Gujarat                                                     ","Sabarkantha",20.0,12.0
470.0,536.0,"Shri  Madhusudan  Yadav                                             ",15.0,12.0,"Chhattisgarh                                                ","Rajnandgaon",20.0,6.0
471.0,537.0,"Shri  Lalubhai  B.  Patel                                             ",15.0,12.0,"Daman and Diu                                               ","Daman and Diu",20.0,8.0
472.0,538.0,"Dr.  Kiritbhai  Premajibhai    Solanki                            ",15.0,12.0,"Gujarat                                                     ","Ahmedabad West",20.0,8.0
473.0,539.0,"Shri  K. D.  Deshmukh                                          ",15.0,12.0,"Madhya Pradesh                                              ","Balaghat",20.0,2.0
474.0,540.0,"Shri  Janardhana  Swamy                                             ",15.0,12.0,"Karnataka                                                   ","Chitradurga",20.0,15.0
475.0,541.0,"Smt.  Kamla Devi  Patle                                             ",15.0,12.0,"Chhattisgarh                                                ","Janjgir-Champa ",20.0,13.0
476.0,542.0,"Smt.  Jyoti  Dhurve                                            ",15.0,12.0,"Madhya Pradesh                                              ","Betul",20.0,17.0
477.0,543.0,"Ms.  J.  Shantha                                           ",15.0,12.0,"Karnataka                                                   ","Bellary",20.0,11.0
478.0,544.0,"Smt.  Jayshreeben  Kanubhai    Patel                                 ",15.0,12.0,"Gujarat                                                     ","Mehesana",20.0,6.0
479.0,545.0,"Shri  Nishikant  Dubey                                             ",15.0,12.0,"Jharkhand                                                   ","Godda",20.0,20.0
480.0,546.0,"Shri  Natubhai Gomanbhai  Patel                                             ",15.0,12.0,"Dadra and Nagar Haveli                                      ","Dadra and Nagar Haveli",20.0,5.0
481.0,547.0,"Shri    Naranbhai   Kachhadia                             ",15.0,12.0,"Gujarat                                                     ","Amreli",20.0,2.0
482.0,548.0,"Shri  Nalin Kumar  Kateel                                            ",15.0,12.0,"Karnataka                                                   ","Dakshina Kannada",20.0,14.0
483.0,549.0,"Shri  Murarilal  Singh                                             ",15.0,12.0,"Chhattisgarh                                                ","Surguja",20.0,11.0
484.0,550.0,"Smt.  Jat Poonamben  Veljibhai                                         ",15.0,12.0,"Gujarat                                                     ","Kachchh",20.0,4.0
