-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.7.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Government fund,Farmer's saving,Loan & Saving,Subsidy & Bank loan,Subsidy only,Others,Total
KARNATAKA,Uttara Kannada,KUMTA,13,23,1,1,0,1,39
KARNATAKA,Uttara Kannada,MUNDGOD,6,93,121,38,0,0,258
KARNATAKA,Uttara Kannada,SIDDAPUR,3,4,4,0,0,0,11
KARNATAKA,Uttara Kannada,SIRSI,31,92,85,26,0,0,234
KARNATAKA,Uttara Kannada,YELLAPUR,3,17,10,1,0,0,31
KERALA,ALAPPUZHA,ALAPPUZHA,0,0,0,0,0,15,15
KERALA,ALAPPUZHA,AMBALAPUZHA,0,0,0,0,145,0,145
KERALA,ALAPPUZHA,ARYAD,1,29,12,3,20,0,65
KERALA,ALAPPUZHA,BHARANICAVU,0,3,1,1,0,0,5
KERALA,ALAPPUZHA,CHEMBAKULAM,0,0,0,11,0,0,11
KERALA,ALAPPUZHA,CHENGANNUR,16,1,11,1,0,0,29
KERALA,ALAPPUZHA,CHERTHALA,0,1,18,54,1,0,74
KERALA,ALAPPUZHA,HARIPAD,4,13,22,85,121,8,253
KERALA,ALAPPUZHA,KANJIKUZHY,17,45,0,118,43,0,223
KERALA,ALAPPUZHA,KAYAMKULAM,16,4,0,0,0,5,25
KERALA,ALAPPUZHA,MAVELIKARA,0,1,25,27,2,0,55
KERALA,ALAPPUZHA,MUTHUKULAMD,31,11,17,27,7,3,96
KERALA,ALAPPUZHA,PATTANAKKAD,70,29,11,9,24,0,143
KERALA,ALAPPUZHA,THYCATTUSSERY,10,56,47,9,0,0,122
KERALA,ALAPPUZHA,VELIYANADU,0,0,15,0,0,0,15
KERALA,ERANAKULAM,ALANGAD,9,1,0,0,0,0,10
KERALA,ERANAKULAM,ANGALAMALY,1,3,13,0,50,0,67
KERALA,ERANAKULAM,EDAPPALY,0,0,0,2,0,0,2
KERALA,ERANAKULAM,KOOVAPPADY,37,2,11,0,0,0,50
KERALA,ERANAKULAM,KOTHAMANGALAM,4,0,13,3,1,0,21
KERALA,ERANAKULAM,KOTHAMANGALAM-999,0,0,0,4,0,0,4
KERALA,ERANAKULAM,MULANTHURUTHY,1,3,20,0,0,0,24
KERALA,ERANAKULAM,PALLURUTHY,1,0,35,0,0,0,36
KERALA,ERANAKULAM,VYPEEN,0,39,25,64,1,1,130
KERALA,ERANAKULAM,VYTILLA,0,0,0,0,15,0,15
KERALA,IDDUKKI,ADIMALI,5,26,2,0,0,0,33
KERALA,IDDUKKI,AZHUTHA,4,3,23,19,9,0,58
KERALA,IDDUKKI,DEVIKULAM,0,0,0,0,17,0,17
KERALA,IDDUKKI,IDUKKI,8,0,0,0,3,0,11
KERALA,IDDUKKI,KATTAPPANA,2,0,15,50,50,19,136
KERALA,IDDUKKI,THODUPUZHA,20,0,0,0,1,0,21
KERALA,KANNUR,IRITTY,60,57,0,0,0,0,117
KERALA,KASARAGODE,KANHANGAD,0,4,9,10,1,0,24
KERALA,KASARAGODE,KANHANGAD MUNICIP,0,0,0,15,0,0,15
KERALA,KASARAGODE,KASARAGODE,4,9,27,3,0,0,43
KERALA,KASARAGODE,KASARAGODE MUNICIP,15,0,0,1,7,0,23
KERALA,KASARAGODE,MANJESWARAM,37,11,4,5,0,3,60
KERALA,KASARAGODE,NEELESWARAM,0,0,78,61,0,0,139
KERALA,KOLLAM,ANCHAL,5,2,5,1,0,0,13
KERALA,KOLLAM,CHADAYAMANGALAM,0,0,1,1,0,0,2
KERALA,KOLLAM,CHAVARA,2,2,2,0,0,0,6
KERALA,KOLLAM,CHITTUMALA,0,1,6,2,0,0,9
KERALA,KOLLAM,ITHIKKARA,7,2,0,0,0,0,9
KERALA,KOLLAM,KARUNAGAPPALLY,3,0,0,0,0,0,3
KERALA,KOLLAM,KOLLAM CORPORATION,0,1,0,0,0,0,1
KERALA,KOLLAM,KOTTARAKKARA,1,0,0,0,0,0,1
KERALA,KOLLAM,OCHIRA,1,3,30,0,0,0,34
KERALA,KOLLAM,PARAVOOR,0,0,18,0,0,0,18
KERALA,KOLLAM,PATHANAPURAM,3,3,0,0,1,0,7
KERALA,KOLLAM,SASTHAMCOTTA,2,0,1,1,0,0,4
KERALA,KOLLAM,VETTIKKAVALA,5,0,2,0,0,0,7
KERALA,KOTTAYAM,ERATTUPETTAH,0,0,1,0,0,1,2
KERALA,KOTTAYAM,KADUTHURUTHY,2,0,0,0,0,0,2
KERALA,KOTTAYAM,PALLAM,0,0,0,0,0,3,3
KERALA,KOTTAYAM,PAMPADY,83,22,10,0,0,0,115
KERALA,KOTTAYAM,UZHAVOOR,1,0,0,0,0,0,1
KERALA,KOTTAYAM,VAIKOM,0,2,1,1,1,0,5
KERALA,KOZHIKODE,KOZHIKKODE,0,0,5,0,0,0,5
KERALA,KOZHIKODE,KUNNUMEL,17,2,7,1,4,0,31
KERALA,KOZHIKODE,PERAMBRA,19,6,13,0,2,0,40
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,9,48,3,0,0,0,60
KERALA,MALAPPURAM,KONDOTTY,5,4,0,0,0,0,9
KERALA,MALAPPURAM,MALAPPURAM,0,8,0,0,0,5,13
KERALA,MALAPPURAM,MANKADA,0,17,3,1,0,0,21
KERALA,MALAPPURAM,NILAMBOOR,14,23,8,0,0,0,45
KERALA,MALAPPURAM,PERINTHALMANNA,0,3,5,0,0,0,8
KERALA,MALAPPURAM,PONNANI MUNI,2,41,0,0,0,0,43
KERALA,MALAPPURAM,THANUR,10,1,2,0,0,0,13
KERALA,MALAPPURAM,THIRUR,1,69,11,5,0,0,86
KERALA,MALAPPURAM,THIRURANGADI,17,27,12,13,1,0,70
KERALA,PALAKKAD,ALATHUR,21,135,11,8,22,0,197
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,0,0,0,1,0,0,1
KERALA,PALAKKAD,CHITUR,3,28,14,2,0,0,47
KERALA,PALAKKAD,KOLLENGODE,0,0,29,0,0,0,29
KERALA,PALAKKAD,KUZHALMANNAM,11,5,0,0,0,0,16
KERALA,PALAKKAD,MALAMPUZHA,23,4,12,0,1,0,40
KERALA,PALAKKAD,MANNARKKAD,0,12,0,0,0,0,12
KERALA,PALAKKAD,NENMARA,6,50,8,10,1,0,75
KERALA,PALAKKAD,OTTAPPALAM,3,0,0,0,0,0,3
KERALA,PALAKKAD,PALAKKAD,16,8,151,28,0,0,203
KERALA,PALAKKAD,PALAKKAD MUNI,0,0,0,0,5,0,5
KERALA,PALAKKAD,PATTAMBI,6,0,0,0,0,0,6
KERALA,PALAKKAD,SREEKRISHNAPURAM,0,0,0,10,0,0,10
KERALA,PALAKKAD,THRITHALA,0,4,0,0,0,0,4
KERALA,PATHANAMTHITTA,ELANTHUR,0,0,1,3,1,0,5
KERALA,PATHANAMTHITTA,KOIPURAM,4,0,4,4,9,0,21
KERALA,PATHANAMTHITTA,KONNI,0,0,3,9,1,0,13
KERALA,PATHANAMTHITTA,MALLAPPALLY,0,3,2,5,15,0,25
KERALA,PATHANAMTHITTA,PANDALAM,2,0,1,0,0,0,3
KERALA,PATHANAMTHITTA,PARAKKODE,0,1,0,0,0,0,1
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,0,1,8,0,0,0,9
KERALA,PATHANAMTHITTA,PULIKEEZHU,0,1,0,1,0,0,2
KERALA,PATHANAMTHITTA,RANNI,9,9,16,9,2,0,45
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,0,1,0,0,0,0,1
KERALA,THIRUVANANTHAPURAM,ATHIYANNOOR,1,0,0,0,0,0,1
KERALA,THIRUVANANTHAPURAM,KAZHAKUTTOM,0,0,0,16,0,0,16
KERALA,THIRUVANANTHAPURAM,KILIMANOOR,0,1,3,0,0,0,4
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,5,0,1,2,1,0,9
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD MUNI,4,0,0,0,0,0,4
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,2,0,1,3,1,0,7
KERALA,THIRUVANANTHAPURAM,TVPM CORPORATION,0,2,0,0,0,0,2
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,6,0,3,0,0,0,9
KERALA,THIRUVANANTHAPURAM,VARKALA,0,0,2,0,0,0,2
KERALA,THIRUVANANTHAPURAM,VARKALA MUNI,0,0,1,0,0,0,1
KERALA,THIRUVANANTHAPURAM,VELLANADU,0,0,1,1,0,0,2
KERALA,THRISSUR,ANTHIKKAD,1,4,0,0,0,0,5
KERALA,THRISSUR,CHALAKUDY MUNI,11,7,1,0,0,0,19
KERALA,THRISSUR,CHOWANNUR,0,2,0,0,0,0,2
KERALA,THRISSUR,IRINJALAKKUDA,1,1,0,0,0,1,3
KERALA,THRISSUR,KODUNGALLUR,32,23,0,0,0,0,55
KERALA,THRISSUR,MALA,8,6,0,0,0,0,14
KERALA,THRISSUR,MATHILAKOM,0,292,0,0,0,0,292
KERALA,THRISSUR,PAZHAYANNUR,5,94,2,0,4,0,105
KERALA,THRISSUR,PUZHAKKAL,10,11,0,0,1,0,22
KERALA,THRISSUR,THALIKULAM,52,130,18,0,1,0,201
KERALA,THRISSUR,VADAKKANCHERRY,55,20,9,7,4,0,95
KERALA,THRISSUR,VELLANGALLUR,12,1,6,0,0,0,19
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,4,3,0,0,0,1,8
MADHYA PRADESH,BALAGHAT,LANJI,0,3,0,0,0,0,3
MADHYA PRADESH,BALAGHAT,WARASEONI,0,5,0,0,0,0,5
MADHYA PRADESH,BARWANI,BARWANI,11,49,11,0,0,0,71
MADHYA PRADESH,BARWANI,PANSEMAL,21,864,109,28,3,1,1026
MADHYA PRADESH,BARWANI,PATI,6,7,0,2,0,0,15
MADHYA PRADESH,BARWANI,SENDHWA,1,53,1,0,0,0,55
MADHYA PRADESH,BARWANI,THIKRI,1,22,0,0,0,0,23
MADHYA PRADESH,BETUL,AMLA,20,341,12,0,0,14,387
MADHYA PRADESH,BETUL,ATHNER,0,14,0,0,0,0,14
MADHYA PRADESH,BETUL,BETUL,76,592,32,1,0,1,702
MADHYA PRADESH,BETUL,BHAINSDEHI,2,40,0,0,0,0,42
MADHYA PRADESH,BETUL,BHIMPURA,0,2,0,0,0,0,2
MADHYA PRADESH,BETUL,CHICHOLI,6,36,2,10,0,5,59
MADHYA PRADESH,BETUL,GHODA DONGRI,3,54,4,5,0,10,76
MADHYA PRADESH,BETUL,MULTAI,49,229,16,0,0,1,295
MADHYA PRADESH,BETUL,PRABHAT PATTAN,14,19,4,0,0,0,37
MADHYA PRADESH,BETUL,SHAHPUR,0,7,0,0,2,0,9
MADHYA PRADESH,BHIND,ATER,18,98,55,21,0,0,192
MADHYA PRADESH,BHIND,BHIND,64,241,62,11,4,0,382
MADHYA PRADESH,BHIND,GOHAD,43,336,1,0,1,0,381
MADHYA PRADESH,BHIND,LAHAR,26,160,2,0,0,0,188
MADHYA PRADESH,BHIND,MEHAGOAN,73,119,13,6,0,0,211
MADHYA PRADESH,BHOPAL,BERASIA,292,1624,65,22,1,0,2004
MADHYA PRADESH,BHOPAL,FUNDA,96,3355,42,1,0,2,3496
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,27,34,0,0,0,0,61
MADHYA PRADESH,CHHATARPUR,BIJAWAR,5,33,4,2,0,0,44
MADHYA PRADESH,CHHATARPUR,BUXWAHA,0,1,0,0,0,0,1
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,0,14,0,0,0,0,14
MADHYA PRADESH,CHHATARPUR,GAURIHAR,2,54,2,0,0,0,58
MADHYA PRADESH,CHHATARPUR,LAUNDI,0,2,0,0,0,0,2
MADHYA PRADESH,CHHATARPUR,NOWGONG,0,12,0,0,0,0,12
MADHYA PRADESH,CHHINDWARA,BICHHUA,5,8,2,0,0,0,15
MADHYA PRADESH,CHHINDWARA,CHHINDWADA,81,386,60,39,0,10,576
MADHYA PRADESH,CHHINDWARA,CHOURAI,0,2,0,0,0,0,2
MADHYA PRADESH,CHHINDWARA,JAMAI,1,37,0,0,0,0,38
MADHYA PRADESH,CHHINDWARA,MOHKHED,7,183,1,8,0,0,199
MADHYA PRADESH,CHHINDWARA,PARASIA,168,372,139,0,0,1,680
MADHYA PRADESH,CHHINDWARA,TAMIA,41,4,0,1,0,0,46
MADHYA PRADESH,DAMOH,BATIYAGHAR,400,1160,141,88,23,3,1815
MADHYA PRADESH,DAMOH,DAMOH,36,185,22,2,0,0,245
MADHYA PRADESH,DAMOH,HATTA,53,479,47,9,0,0,588
MADHYA PRADESH,DAMOH,JABERA,51,193,41,8,0,0,293
MADHYA PRADESH,DAMOH,PATERA,46,323,0,0,0,0,369
MADHYA PRADESH,DAMOH,PATHARIA,49,1843,118,41,0,1,2052
MADHYA PRADESH,DAMOH,TENDUKHEDA,3,61,0,0,0,0,64
MADHYA PRADESH,DATIA,BHANDER,3,54,2,0,0,0,59
MADHYA PRADESH,DATIA,DATIA,216,500,46,36,1,0,799
MADHYA PRADESH,DATIA,SEONDHA,642,442,89,29,16,0,1218
MADHYA PRADESH,DEWAS,BAGLEE,241,1731,9,1,1,2,1985
MADHYA PRADESH,DEWAS,DEWAS,622,6705,714,14,113,0,8168
MADHYA PRADESH,DEWAS,KANNOD,216,391,4,11,0,0,622
MADHYA PRADESH,DEWAS,KHATEGAON,374,1983,41,2,1,0,2401
MADHYA PRADESH,DEWAS,SONKUCH,71,4243,5,10,10,24,4363
MADHYA PRADESH,DEWAS,TONKHURD,465,1614,33,3,1,13,2129
MADHYA PRADESH,DHAR,BADNAWER,316,7734,136,2,13,3,8204
MADHYA PRADESH,DHAR,BAGH,4,62,2,0,0,0,68
MADHYA PRADESH,DHAR,DAHI,9,66,0,0,1,0,76
MADHYA PRADESH,DHAR,DHAR,61,4326,241,22,2,2,4654
MADHYA PRADESH,DHAR,DHARAMPURI,6,38,0,1,0,0,45
MADHYA PRADESH,DHAR,GANDHWANI,24,15,6,0,1,2,48
MADHYA PRADESH,DHAR,KUKSHI,3,57,0,0,0,0,60
MADHYA PRADESH,DHAR,MANAWAR,2,9,4,0,0,0,15
MADHYA PRADESH,DHAR,NALACHHA,136,3145,249,3,8,9,3550
MADHYA PRADESH,DHAR,NISARPUR,90,33,14,4,1,0,142
MADHYA PRADESH,DHAR,SARDARPUR,283,1210,157,5,11,1,1667
MADHYA PRADESH,DHAR,TIRLA,29,1094,258,7,0,62,1450
MADHYA PRADESH,DHAR,UMARBAN,0,2,0,0,0,0,2
MADHYA PRADESH,DINDORI,DINDORI,2,0,0,0,0,0,2
MADHYA PRADESH,GUNA,ARON,43,164,0,0,0,0,207
MADHYA PRADESH,GUNA,ASHOKNAGAR,413,1388,6,1,1,45,1854
MADHYA PRADESH,GUNA,BAMORI,392,907,66,20,0,1,1386
MADHYA PRADESH,GUNA,CHANCHODA,1,7,26,0,0,1,35
MADHYA PRADESH,GUNA,CHANDERI,29,102,1,1,0,0,133
MADHYA PRADESH,GUNA,EHSAGADH,704,1093,0,1,5,1,1804
MADHYA PRADESH,GUNA,GUNA,95,695,42,2,0,0,834
MADHYA PRADESH,GUNA,MUNGAWALI,32,663,44,0,0,1,740
MADHYA PRADESH,GUNA,RAGHOGARH,182,199,23,16,0,1,421
MADHYA PRADESH,GWALIOR,BHITARWAR,60,1011,1,0,24,23,1119
MADHYA PRADESH,GWALIOR,DABRA,167,1883,31,3,1,1,2086
MADHYA PRADESH,GWALIOR,GHATIGAWAN,113,424,3,42,2,42,626
MADHYA PRADESH,GWALIOR,MORAR,367,1207,134,2,35,60,1805
MADHYA PRADESH,HARDA,HARDA,85,419,21,3,0,2,530
MADHYA PRADESH,HARDA,KHIRKIYA,161,458,36,2,0,0,657
MADHYA PRADESH,HARDA,TIMARNI,14,101,82,0,0,0,197
MADHYA PRADESH,HOSHANGABAD,BABAI,96,290,121,207,17,9,740
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,306,733,137,12,2,21,1211
MADHYA PRADESH,HOSHANGABAD,HOSHANGABAD,30,86,2,1,1,0,120
MADHYA PRADESH,HOSHANGABAD,KESLA,79,243,40,11,0,0,373
MADHYA PRADESH,HOSHANGABAD,PIPARIYA,163,844,234,254,15,19,1529
MADHYA PRADESH,HOSHANGABAD,SEONIMALWA,13,7,0,16,12,0,48
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,74,599,79,19,11,0,782
MADHYA PRADESH,INDORE,DEPAL PUR,88,9032,121,15,2,5,9263
MADHYA PRADESH,INDORE,INDORE,239,5894,195,3,405,715,7451
MADHYA PRADESH,INDORE,MHOW,40,1018,7,0,4,58,1127
MADHYA PRADESH,INDORE,SANWER,91,11338,167,2,14,13,11625
MADHYA PRADESH,JABALPUR,BARGI,41,248,26,34,0,3,352
MADHYA PRADESH,JABALPUR,KUNDAM,1,18,1,0,1,0,21
MADHYA PRADESH,JABALPUR,MAJHOLI,117,1196,101,28,12,1,1455
MADHYA PRADESH,JABALPUR,PANAGAR,271,1383,529,39,22,7,2251
MADHYA PRADESH,JABALPUR,PATAN,333,2313,753,896,126,2,4423
MADHYA PRADESH,JABALPUR,SHAHPURA,749,1219,222,29,1,0,2220
MADHYA PRADESH,JABALPUR,SIHORA,88,185,38,9,4,0,324
MADHYA PRADESH,JHABUA,ALIRAJPUR,9,13,2,9,0,0,33
MADHYA PRADESH,JHABUA,JHABUA,1,9,4,6,0,1,21
MADHYA PRADESH,JHABUA,JOBAT,0,2,0,1,0,0,3
MADHYA PRADESH,JHABUA,KATTHIWADA,0,5,0,2,0,0,7
MADHYA PRADESH,JHABUA,MEGHNAGAR,0,1,0,7,0,0,8
MADHYA PRADESH,JHABUA,PETLAWAD,0,121,2,0,1,0,124
MADHYA PRADESH,JHABUA,RAMA,2,1,0,1,0,1,5
MADHYA PRADESH,JHABUA,SONDWA,0,4,0,0,0,0,4
MADHYA PRADESH,JHABUA,THANDLA,3,57,1,13,0,0,74
MADHYA PRADESH,JHABUA,UDAIGARH,0,4,0,0,0,0,4
MADHYA PRADESH,KATNI,BADWARA,7,82,3,1,1,0,94
MADHYA PRADESH,KATNI,BAHORIBAND,9,133,4,0,0,0,146
MADHYA PRADESH,KATNI,DHIMAR KHERA,48,100,1,1,1,0,151
MADHYA PRADESH,KATNI,KATNI,17,68,0,0,0,0,85
MADHYA PRADESH,KATNI,RITHI,30,20,0,0,0,0,50
MADHYA PRADESH,KATNI,VIJAYRAGHAVGARH,28,115,11,6,0,1,161
MADHYA PRADESH,KHANDWA,BALADI,6,45,0,1,0,0,52
MADHYA PRADESH,KHANDWA,BURHANPUR,221,793,76,6,4,22,1122
MADHYA PRADESH,KHANDWA,CHHEGAON MAKHAN,23,167,63,22,1,3,279
MADHYA PRADESH,KHANDWA,HARSOOD,56,3,6,0,0,0,65
MADHYA PRADESH,KHANDWA,KHALWA,0,5,0,2,0,0,7
MADHYA PRADESH,KHANDWA,KHANDWA,1,14,1,1,0,0,17
MADHYA PRADESH,KHANDWA,PANDHANA,58,115,4,13,0,0,190
MADHYA PRADESH,KHANDWA,PUNASA,8,71,6,0,3,0,88
MADHYA PRADESH,KHARGONE,BARWAHA,9,3,0,0,0,0,12
MADHYA PRADESH,KHARGONE,BHAGWANPURA,0,0,0,2,0,0,2
MADHYA PRADESH,KHARGONE,BHIKANGAON,55,44,3,0,0,0,102
MADHYA PRADESH,KHARGONE,GOGAWA,0,12,0,0,0,0,12
MADHYA PRADESH,KHARGONE,KASRAWAD,122,592,83,47,10,0,854
MADHYA PRADESH,KHARGONE,KHARGONE,2,59,0,1,0,0,62
MADHYA PRADESH,KHARGONE,MAHESHWAR,21,23,1,0,0,0,45
MADHYA PRADESH,KHARGONE,ZIRNYA,3,22,2,5,0,0,32
MADHYA PRADESH,MANDLA,NAINPUR,1,0,0,0,0,0,1
MADHYA PRADESH,MANDSAUR,GAROTH,2,73,0,6,0,0,81
MADHYA PRADESH,MANDSAUR,MALHARGAR,11,407,1,1,0,1,421
MADHYA PRADESH,MANDSAUR,MANDSAUR,221,202,1,4,1,0,429
MADHYA PRADESH,MANDSAUR,SITAMAU,27,51,2,1,0,0,81
MADHYA PRADESH,MORENA,AMBAH,0,4,0,0,0,0,4
MADHYA PRADESH,MORENA,JOURA,0,2,0,0,0,0,2
MADHYA PRADESH,MORENA,MORENA,3,41,9,1,3,0,57
MADHYA PRADESH,MORENA,PAHARGARH,0,4,0,0,0,0,4
MADHYA PRADESH,NARSINGHPUR,BABAI-CHICHLI,1205,2201,274,147,34,4,3865
MADHYA PRADESH,NARSINGHPUR,CHAVARPATHA,843,2516,540,147,26,0,4072
MADHYA PRADESH,NARSINGHPUR,GOTEGAON,911,5137,645,180,29,0,6902
MADHYA PRADESH,NARSINGHPUR,KARELI,572,3423,622,436,232,13,5298
MADHYA PRADESH,NARSINGHPUR,NARSINGHPUR,877,2889,590,263,98,0,4717
MADHYA PRADESH,NARSINGHPUR,SAIKHEDA,557,898,323,54,2,0,1834
MADHYA PRADESH,NEEMUCH,JAWAD,1,132,0,1,0,0,134
MADHYA PRADESH,NEEMUCH,MANASA,5,105,0,0,0,1,111
MADHYA PRADESH,NEEMUCH,NEEMUCH,7,159,1,1,0,0,168
MADHYA PRADESH,PANNA,AJAYGARH,96,11,1,0,0,0,108
MADHYA PRADESH,PANNA,GUNOUR,96,715,177,51,3,0,1042
MADHYA PRADESH,PANNA,PANNA,45,338,4,2,1,0,390
MADHYA PRADESH,PANNA,PAWAI,80,523,27,20,0,0,650
MADHYA PRADESH,PANNA,SHAHNAGAR,17,41,2,1,0,0,61
MADHYA PRADESH,RAISEN,ABDULLA GANJ,138,2361,554,43,2,2,3100
MADHYA PRADESH,RAISEN,BADI,59,827,52,52,0,1,991
MADHYA PRADESH,RAISEN,BEGAMGANJ,28,137,1,3,0,1,170
MADHYA PRADESH,RAISEN,GAIRATGANJ,93,866,0,3,6,0,968
MADHYA PRADESH,RAISEN,SANCHI,160,3550,51,8,3,1,3773
MADHYA PRADESH,RAISEN,SILVANI,154,1980,106,15,1,2,2258
MADHYA PRADESH,RAISEN,UDAYPURA,175,756,46,19,3,1,1000
MADHYA PRADESH,RAJGARH,BIAORA,82,230,1,0,0,0,313
MADHYA PRADESH,RAJGARH,KHILCHIPUR,1,3,0,0,0,0,4
MADHYA PRADESH,RAJGARH,NARSINGARH,248,2275,5,3,1,0,2532
MADHYA PRADESH,RAJGARH,RAJGARH,4,3,0,0,0,0,7
MADHYA PRADESH,RAJGARH,SARANGPUR,237,1029,26,0,0,0,1292
MADHYA PRADESH,RAJGARH,ZEERAPUR],34,25,0,0,0,0,59
MADHYA PRADESH,RATLAM,ALOT,181,729,0,1,0,0,911
MADHYA PRADESH,RATLAM,BAJNA,1,19,3,5,0,0,28
MADHYA PRADESH,RATLAM,JAORA,280,249,18,6,12,0,565
MADHYA PRADESH,RATLAM,PIPLODA,445,1440,6,0,9,0,1900
MADHYA PRADESH,RATLAM,RATLAM,873,4856,336,52,1,0,6118
MADHYA PRADESH,RATLAM,SAILANA,2,27,5,0,0,0,34
MADHYA PRADESH,REWA,GANGEO,80,832,35,2,0,0,949
MADHYA PRADESH,REWA,HANUMANA,0,34,0,0,0,0,34
MADHYA PRADESH,REWA,JAWA,1,1,0,0,0,0,2
MADHYA PRADESH,REWA,MAUGANJ,41,326,0,0,0,0,367
MADHYA PRADESH,REWA,NAIGARHI,55,201,1,0,0,0,257
MADHYA PRADESH,REWA,RAIPUR KARCULIYAN,31,1002,45,6,1,0,1085
MADHYA PRADESH,REWA,REWA,72,1650,184,46,3,14,1969
MADHYA PRADESH,REWA,SIRMOUR,13,342,8,2,0,0,365
MADHYA PRADESH,REWA,TEONTHER,32,1270,37,1,0,0,1340
MADHYA PRADESH,SAGAR,BANDA,11,48,0,5,0,13,77
MADHYA PRADESH,SAGAR,BINA,365,812,89,68,1,7,1342
MADHYA PRADESH,SAGAR,DEORI,14,729,44,0,2,0,789
MADHYA PRADESH,SAGAR,JAISINAGAR,14,7,0,6,0,27,54
MADHYA PRADESH,SAGAR,KESLI,21,24,4,0,0,10,59
MADHYA PRADESH,SAGAR,KHURAI,137,765,42,17,1,2,964
MADHYA PRADESH,SAGAR,MALTHONE,3,22,0,2,0,0,27
MADHYA PRADESH,SAGAR,RAHATGARH,34,95,0,3,1,0,133
MADHYA PRADESH,SAGAR,REHLI,338,1338,6,4,3,6,1695
MADHYA PRADESH,SAGAR,SAGAR,99,148,11,2,2,0,262
MADHYA PRADESH,SAGAR,SHAHGARH,0,7,0,0,0,0,7
MADHYA PRADESH,SATNA,AMARPATAN,68,2190,55,8,4,0,2325
MADHYA PRADESH,SATNA,MAIHAR,89,946,48,1,3,1,1088
MADHYA PRADESH,SATNA,MAJHAGAWAN,50,51,3,0,0,0,104
MADHYA PRADESH,SATNA,NAGOD,184,748,219,26,25,0,1202
MADHYA PRADESH,SATNA,RAMNAGER,0,175,1,0,0,1,177
MADHYA PRADESH,SATNA,RAMPUR BAGHELAN,85,3485,243,3,0,1,3817
MADHYA PRADESH,SATNA,SOHAWAL,191,1820,196,21,6,7,2241
MADHYA PRADESH,SATNA,UCHEHARA,23,270,22,26,5,0,346
MADHYA PRADESH,SEHORE,ASHTA,268,5398,45,58,2,1,5772
MADHYA PRADESH,SEHORE,BUDHNI,65,14,11,26,0,0,116
MADHYA PRADESH,SEHORE,ICHAWAR,270,308,6,0,0,0,584
MADHYA PRADESH,SEHORE,NASRULLAGANJ,417,224,32,9,17,0,699
MADHYA PRADESH,SEHORE,SEHORE,486,3472,113,19,13,2,4105
MADHYA PRADESH,SEONI,BARGHAT,1,0,0,0,0,0,1
MADHYA PRADESH,SEONI,CHHAPARA,0,2,0,0,0,1,3
MADHYA PRADESH,SEONI,GHANSOR,0,1,0,0,0,0,1
MADHYA PRADESH,SEONI,KURAI,13,4,0,2,0,3,22
MADHYA PRADESH,SEONI,LAKHNADON,4,15,0,2,1,3,25
MADHYA PRADESH,SEONI,SEONI,2,45,0,1,0,0,48
MADHYA PRADESH,SHAHDOL,BEOHARI,3,144,3,0,0,0,150
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,0,8,0,0,0,0,8
MADHYA PRADESH,SHAHDOL,JAITHARI,0,3,0,0,0,0,3
MADHYA PRADESH,SHAHDOL,SOHAGPUR,1,12,20,0,0,0,33
MADHYA PRADESH,SHAJAPUR,AGAR,25,138,0,0,1,0,164
MADHYA PRADESH,SHAJAPUR,BAROD,14,162,1,1,0,0,178
MADHYA PRADESH,SHAJAPUR,KALAPIPAL,310,2283,19,2,5,0,2619
MADHYA PRADESH,SHAJAPUR,M.BARODIYA,44,2059,2,1,4,0,2110
MADHYA PRADESH,SHAJAPUR,NALKHEDA,6,25,0,0,0,0,31
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,50,1004,15,6,10,6,1091
MADHYA PRADESH,SHAJAPUR,SHUJALPUR,431,3039,10,3,23,1,3507
MADHYA PRADESH,SHEOPUR,KARHAL,1,114,3,0,0,0,118
MADHYA PRADESH,SHEOPUR,SHEOPUR,509,3545,369,10,5,2,4440
MADHYA PRADESH,SHEOPUR,VIJAYPUR,20,171,1,0,6,2,200
MADHYA PRADESH,SHIVPURI,BADARWAS,74,881,13,0,0,1,969
MADHYA PRADESH,SHIVPURI,KARERA,57,4,0,0,0,0,61
MADHYA PRADESH,SHIVPURI,KHANIYADHANA,4,4,0,0,0,0,8
