-----
{
 "description": "The table refers to block wise surface lift schemes in the command of major/minor projects and average pumping hours. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.11_1.csv", 
 "title": "Download CSV for Blockwise surface lift Schemes in the command of major/medium projects and Average pumping hours for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.11_1.csv"
}
-----
-----
{
 "description": "The table refers to block wise surface lift schemes in the command of major/minor projects and average pumping hours. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.11_1.csv", 
 "title": "Download CSV for Blockwise surface lift Schemes in the command of major/medium projects and Average pumping hours for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.11_1.csv"
}
-----
State,District,Block,Location of Schemes - On the Maj/Med,Location of schemes - Outside command,Total,Avg pumping hours (0-4),Avg pumping hours (4-8),Avg pumping hours (8-12),Avg pumping hours (12-16),Avg pumping hours (16-20),Avg pumping hours (20-24),Total
BIHAR,BHOJPUR,SANDISH,1,0,1,1,0,0,0,0,0,1
BIHAR,BHOJPUR,TARARI,21,0,21,20,1,0,0,0,0,21
BIHAR,BHOJPUR,UDWABTNAGAR,0,4,4,4,0,0,0,0,0,4
BIHAR,BOKARO,CHAS,12,2,14,0,0,14,0,0,0,14
BIHAR,BUXAR,BUXAR,0,2,2,0,2,0,0,0,0,2
BIHAR,BUXAR,ITARHI,0,5,5,4,1,0,0,0,0,5
BIHAR,BUXAR,RAJPUR,7,0,7,0,7,0,0,0,0,7
BIHAR,CHAMPARAN EAST,ADAPUR,3,2,5,2,1,2,0,0,0,5
BIHAR,CHAMPARAN EAST,CHAURADANO,0,1,1,0,1,0,0,0,0,1
BIHAR,CHAMPARAN EAST,CHIRAIYA,1,6,7,0,7,0,0,0,0,7
BIHAR,CHAMPARAN EAST,GHORASAHAN,0,10,10,10,0,0,0,0,0,10
BIHAR,CHAMPARAN EAST,HARSIDHI,1,4,5,0,5,0,0,0,0,5
BIHAR,CHAMPARAN EAST,KALYANPUR,0,1,1,0,0,1,0,0,0,1
BIHAR,CHAMPARAN EAST,MADHUBAN,0,5,5,3,2,0,0,0,0,5
BIHAR,CHAMPARAN EAST,PAKARIDAYAL,0,8,8,0,7,1,0,0,0,8
BIHAR,CHAMPARAN EAST,PIPRAKOTHI,0,8,8,8,0,0,0,0,0,8
BIHAR,CHAMPARAN EAST,RAMGARHWA,1,2,3,3,0,0,0,0,0,3
BIHAR,CHAMPARAN EAST,RAXAUL,2,2,4,0,2,2,0,0,0,4
BIHAR,CHAMPARAN EAST,SUGAULI,0,17,17,1,13,3,0,0,0,17
BIHAR,CHAMPARAN EAST,TETARIA,2,1,3,0,0,1,2,0,0,3
BIHAR,CHAMPARAN EAST,TURKAULIA,1,0,1,1,0,0,0,0,0,1
BIHAR,CHAMPARAN WEST,GAUNAHA,18,4,22,13,8,0,0,1,0,22
BIHAR,CHAMPARAN WEST,LAURIYA,1,10,11,10,0,1,0,0,0,11
BIHAR,CHAMPARAN WEST,MAJHAWALIA,0,8,8,0,7,1,0,0,0,8
BIHAR,CHAMPARAN WEST,NAUTAN,3,1,4,0,0,4,0,0,0,4
BIHAR,CHATRA,CHATRA,0,25,25,16,3,6,0,0,0,25
BIHAR,CHATRA,GIDDHAUR,2,2,4,1,1,2,0,0,0,4
BIHAR,CHATRA,HUNTERGANJ,0,15,15,2,8,3,1,1,0,15
BIHAR,CHATRA,ITKHORI,0,4,4,0,1,1,2,0,0,4
BIHAR,CHATRA,LAVALONG,0,26,26,24,2,0,0,0,0,26
BIHAR,CHATRA,PATTHERGARHA,0,7,7,2,4,1,0,0,0,7
BIHAR,CHATRA,PRATAP PUR,0,8,8,0,8,0,0,0,0,8
BIHAR,CHATRA,SEMARIA,0,43,43,15,24,2,0,0,2,43
BIHAR,CHATRA,TANDAWA,0,120,120,22,95,3,0,0,0,120
BIHAR,DARBHANGA,BAHERI,0,3,3,2,0,1,0,0,0,3
BIHAR,DARBHANGA,BENIPUR,0,16,16,6,10,0,0,0,0,16
BIHAR,DARBHANGA,DARBHANGA,0,6,6,0,6,0,0,0,0,6
BIHAR,DARBHANGA,GHANSHYAMPUR,0,2,2,2,0,0,0,0,0,2
BIHAR,DARBHANGA,KEOTI(RANWAY),0,3,3,0,2,1,0,0,0,3
BIHAR,DARBHANGA,KVSHESHWAR ASTHAN,0,2,2,0,0,2,0,0,0,2
BIHAR,DARBHANGA,MANIGACHHI,0,6,6,0,1,5,0,0,0,6
BIHAR,DEOGHAR,KARON,2,204,206,194,9,1,1,1,0,206
BIHAR,DEOGHAR,MADHUPUR,0,146,146,107,39,0,0,0,0,146
BIHAR,DEOGHAR,SARATH,0,222,222,180,41,0,1,0,0,222
BIHAR,DHANBAD,BAGHMARA,0,6,6,6,0,0,0,0,0,6
BIHAR,DHANBAD,NIRSA,25,47,72,69,2,1,0,0,0,72
BIHAR,DHANBAD,TUNDI,4,17,21,14,6,1,0,0,0,21
BIHAR,DUMKA,DUMKA,2,22,24,6,10,6,2,0,0,24
BIHAR,DUMKA,GOPIKANDAR,1,6,7,0,7,0,0,0,0,7
BIHAR,DUMKA,JAMA,8,52,60,27,31,2,0,0,0,60
BIHAR,DUMKA,JAMTARA,0,55,55,48,7,0,0,0,0,55
BIHAR,DUMKA,JARMUNDI,0,14,14,6,6,2,0,0,0,14
BIHAR,DUMKA,KATHIKUND,0,213,213,164,48,1,0,0,0,213
BIHAR,DUMKA,KUNDHIT,0,41,41,29,11,0,1,0,0,41
BIHAR,DUMKA,MASALIA,0,396,396,368,27,1,0,0,0,396
BIHAR,DUMKA,NALA,185,212,397,220,127,25,20,5,0,397
BIHAR,DUMKA,NARAYANPUR,69,53,122,38,77,7,0,0,0,122
BIHAR,DUMKA,RAMGARH,0,6,6,0,1,2,3,0,0,6
BIHAR,DUMKA,RANESHWAR,8,96,104,65,32,7,0,0,0,104
BIHAR,DUMKA,SHIKARIPARA,3,360,363,325,30,8,0,0,0,363
BIHAR,GARHWA,BHANDARIA,0,6,6,0,1,5,0,0,0,6
BIHAR,GARHWA,BHAWNATHPUR,0,8,8,0,2,6,0,0,0,8
BIHAR,GARHWA,CHIRIA,0,1,1,0,0,1,0,0,0,1
BIHAR,GARHWA,DHURKI,0,24,24,17,7,0,0,0,0,24
BIHAR,GARHWA,GARHWA,0,15,15,5,7,3,0,0,0,15
BIHAR,GARHWA,MAJHIAURA,0,4,4,2,2,0,0,0,0,4
BIHAR,GARHWA,NAYARKTARI,2,9,11,8,3,0,0,0,0,11
BIHAR,GARHWA,RAMIA,0,15,15,9,6,0,0,0,0,15
BIHAR,GAYA,ATARI,0,8,8,4,4,0,0,0,0,8
BIHAR,GAYA,DUMARIA,0,17,17,2,15,0,0,0,0,17
BIHAR,GAYA,GAYA SADAR,0,18,18,5,12,1,0,0,0,18
BIHAR,GAYA,KHIZIRSORAI,0,7,7,7,0,0,0,0,0,7
BIHAR,GAYA,KONCH,1,2,3,0,3,0,0,0,0,3
BIHAR,GAYA,NIMCHAK BATHANI,0,4,4,0,3,1,0,0,0,4
BIHAR,GAYA,TANKUPPA,0,2,2,0,2,0,0,0,0,2
BIHAR,GIRIDIH,BAGODAR,0,5,5,0,0,5,0,0,0,5
BIHAR,GIRIDIH,BENGABAD,0,29,29,18,10,1,0,0,0,29
BIHAR,GIRIDIH,BIRNI,0,39,39,3,14,9,12,1,0,39
BIHAR,GIRIDIH,DEORI,4,0,4,0,4,0,0,0,0,4
BIHAR,GIRIDIH,DYMIR,3,29,32,3,12,13,3,1,0,32
BIHAR,GIRIDIH,GANDEY,1,19,20,15,3,2,0,0,0,20
BIHAR,GIRIDIH,GAWAN,1,4,5,1,4,0,0,0,0,5
BIHAR,GIRIDIH,JAMYA,1,8,9,2,6,0,1,0,0,9
BIHAR,GIRIDIH,RAJ DHANWAR,3,23,26,19,6,1,0,0,0,26
BIHAR,GODDA,BOARIJORE,102,69,171,33,135,2,1,0,0,171
BIHAR,GODDA,GODDA,8,21,29,12,10,6,1,0,0,29
BIHAR,GODDA,MAHAGAMA,2,0,2,0,0,2,0,0,0,2
BIHAR,GODDA,MEHARWAN,0,86,86,2,9,58,4,11,2,86
BIHAR,GODDA,PATHARGAMA,0,11,11,1,3,3,2,2,0,11
BIHAR,GODDA,THAKUR BANGTI,13,84,97,41,25,31,0,0,0,97
BIHAR,GOPALGANJ,BAIKUNTHPUR,0,1,1,0,1,0,0,0,0,1
BIHAR,GOPALGANJ,BARAULI,0,1,1,1,0,0,0,0,0,1
BIHAR,GOPALGANJ,BHOREY,0,4,4,0,0,4,0,0,0,4
BIHAR,GOPALGANJ,KUCHAIKOTE,0,2,2,0,2,0,0,0,0,2
BIHAR,GOPALGANJ,PHULWARIYA,0,1,1,1,0,0,0,0,0,1
BIHAR,GOPALGANJ,UCHKAGAON,0,2,2,2,0,0,0,0,0,2
BIHAR,GUMLA,BALBA,0,14,14,0,0,14,0,0,0,14
BIHAR,GUMLA,BANO,0,4,4,0,0,4,0,0,0,4
BIHAR,GUMLA,BASIA,0,2,2,0,0,2,0,0,0,2
BIHAR,GUMLA,BHARNO,65,23,88,39,49,0,0,0,0,88
BIHAR,GUMLA,BISHUNPUR,0,12,12,2,7,3,0,0,0,12
BIHAR,GUMLA,CHAINPUR,0,3,3,3,0,0,0,0,0,3
BIHAR,GUMLA,GHAGHRA,1,6,7,0,5,2,0,0,0,7
BIHAR,GUMLA,KANIDARA,3,0,3,0,0,0,3,0,0,3
BIHAR,GUMLA,KOLUBIRA,0,3,3,1,0,2,0,0,0,3
BIHAR,GUMLA,KURDEG,0,17,17,16,1,0,0,0,0,17
BIHAR,GUMLA,PALKOT,0,57,57,56,1,0,0,0,0,57
BIHAR,GUMLA,RAIDIH,0,116,116,25,80,11,0,0,0,116
BIHAR,GUMLA,SIMDEGA,0,11,11,5,3,3,0,0,0,11
BIHAR,GUMLA,SISAI,0,17,17,12,2,3,0,0,0,17
BIHAR,GUMLA,THETHAITANGA,0,24,24,21,2,1,0,0,0,24
BIHAR,HAZARIBAG,BARHI,1,15,16,3,3,10,0,0,0,16
BIHAR,HAZARIBAG,BARKATTHA,1,1,2,0,1,1,0,0,0,2
BIHAR,HAZARIBAG,BISHNUGARH,2,8,10,0,5,5,0,0,0,10
BIHAR,HAZARIBAG,CHAUPARAN,0,15,15,1,1,11,2,0,0,15
BIHAR,HAZARIBAG,CHURCHU,1,2,3,3,0,0,0,0,0,3
BIHAR,HAZARIBAG,GOLA,0,3,3,0,1,1,1,0,0,3
BIHAR,HAZARIBAG,HAZARIBAGH,0,8,8,3,5,0,0,0,0,8
BIHAR,HAZARIBAG,ICHAK,0,10,10,2,8,0,0,0,0,10
BIHAR,HAZARIBAG,KEREDARI,0,11,11,0,11,0,0,0,0,11
BIHAR,HAZARIBAG,PADMA,0,4,4,0,1,2,1,0,0,4
BIHAR,HAZARIBAG,PATRATU,8,4,12,12,0,0,0,0,0,12
BIHAR,JAMUI,BARHAT,1,11,12,8,4,0,0,0,0,12
BIHAR,JAMUI,GIDHOUR,3,1,4,0,2,0,2,0,0,4
BIHAR,JAMUI,JHAJHA,0,14,14,2,11,1,0,0,0,14
BIHAR,JAMUI,LAKSHMIPUR,0,6,6,1,3,2,0,0,0,6
BIHAR,JAMUI,SIKANDRA,0,33,33,16,16,1,0,0,0,33
BIHAR,JAMUI,SONO,0,7,7,6,0,1,0,0,0,7
BIHAR,JEHANABAD,MAKHDOMPUR,0,5,5,0,2,3,0,0,0,5
BIHAR,KATIHAR,BARARI,0,6,6,0,6,0,0,0,0,6
BIHAR,KATIHAR,HASANGANJ,1,0,1,0,1,0,0,0,0,1
BIHAR,KHAGARIA,ALAULI,1,2,3,0,1,2,0,0,0,3
BIHAR,KHAGARIA,CHAUTHAM,0,257,257,5,90,162,0,0,0,257
BIHAR,KHAGARIA,GOGRI,0,2,2,0,1,1,0,0,0,2
BIHAR,KHAGARIA,KHAGARIA,0,2,2,0,0,2,0,0,0,2
BIHAR,KHAGARIA,MANSI,0,177,177,3,174,0,0,0,0,177
BIHAR,KISHANGANJ,BAHADURGANJ,0,3,3,0,3,0,0,0,0,3
BIHAR,KISHANGANJ,KOCHADHAMIN,0,1,1,0,1,0,0,0,0,1
BIHAR,KISHANGANJ,POTHIA,2,4,6,0,6,0,0,0,0,6
BIHAR,KODARMA,CHANDWA,6,4,10,8,2,0,0,0,0,10
BIHAR,KODARMA,JAINAGAR,0,1,1,0,1,0,0,0,0,1
BIHAR,KODARMA,MARKACHO,1,53,54,23,19,5,2,1,4,54
BIHAR,KODARMA,SATGAWAN,1,5,6,0,2,1,1,2,0,6
BIHAR,LAKHISARAI,SURAJGARA,0,1,1,0,0,1,0,0,0,1
BIHAR,LOHARDAGA,BHANDRA,0,3,3,0,0,2,0,1,0,3
BIHAR,LOHARDAGA,KISKO,0,14,14,10,0,4,0,0,0,14
BIHAR,LOHARDAGA,KURU,2,32,34,22,10,2,0,0,0,34
BIHAR,LOHARDAGA,LOHARDAGA,0,20,20,1,2,12,5,0,0,20
BIHAR,LOHARDAGA,SENHA,0,27,27,11,8,7,0,1,0,27
BIHAR,MADHEPURA,KUMAR KHAND,0,2,2,2,0,0,0,0,0,2
BIHAR,MADHEPURA,MADHEPURA,1,1,2,0,0,0,1,1,0,2
BIHAR,MADHEPURA,UDA KISHANGANJ,0,2,2,1,0,1,0,0,0,2
BIHAR,MADHUBANI,ANDHARADATHI,0,16,16,0,4,5,2,2,3,16
BIHAR,MADHUBANI,BASOPATTI,0,1,1,0,0,0,0,1,0,1
BIHAR,MADHUBANI,BENIPATTI,0,3,3,1,0,1,0,1,0,3
BIHAR,MADHUBANI,KHAJAULI,0,18,18,0,18,0,0,0,0,18
BIHAR,MADHUBANI,LADANIA,0,15,15,6,2,6,0,0,1,15
BIHAR,MADHUBANI,LAKHNAUR,1,0,1,1,0,0,0,0,0,1
BIHAR,MADHUBANI,MADHAWAPUR,0,130,130,15,98,14,2,1,0,130
BIHAR,MADHUBANI,MADUBANI,0,107,107,78,28,1,0,0,0,107
BIHAR,MUNGER,DHARHARA,0,9,9,8,1,0,0,0,0,9
BIHAR,MUNGER,JAMALPUR,0,1,1,0,1,0,0,0,0,1
BIHAR,MUNGER,KHARAGPUR,0,1,1,0,0,1,0,0,0,1
BIHAR,MUZAFFARPUR,AURAI,0,1,1,0,1,0,0,0,0,1
BIHAR,MUZAFFARPUR,BANDRA,0,4,4,1,0,3,0,0,0,4
BIHAR,MUZAFFARPUR,MINAPUR,0,1,1,0,0,0,1,0,0,1
BIHAR,MUZAFFARPUR,MORAUL,0,2,2,0,0,2,0,0,0,2
BIHAR,MUZAFFARPUR,MOTIPUR,2,6,8,0,6,0,2,0,0,8
BIHAR,MUZAFFARPUR,SAHEBGANJ,0,1,1,0,0,1,0,0,0,1
BIHAR,MUZAFFARPUR,SAKRA,0,4,4,0,2,2,0,0,0,4
BIHAR,MUZAFFARPUR,SARAIYA,0,5,5,1,4,0,0,0,0,5
BIHAR,NALANDA,ASTHAWAN,0,16,16,8,8,0,0,0,0,16
BIHAR,NALANDA,BEN,0,4,4,3,1,0,0,0,0,4
BIHAR,NALANDA,BIHARSARIF,0,2,2,1,0,1,0,0,0,2
BIHAR,NALANDA,BIND,0,5,5,4,1,0,0,0,0,5
BIHAR,NALANDA,CHANDI,0,6,6,0,1,4,1,0,0,6
BIHAR,NALANDA,EKANGARSARAI,0,17,17,6,6,5,0,0,0,17
BIHAR,NALANDA,GIRIAK,0,3,3,1,2,0,0,0,0,3
BIHAR,NALANDA,HARNAUT,0,11,11,7,3,1,0,0,0,11
BIHAR,NALANDA,HILSA,0,11,11,1,10,0,0,0,0,11
BIHAR,NALANDA,KARAI PARSURAI,0,6,6,0,4,2,0,0,0,6
BIHAR,NALANDA,PARWALPUR,0,5,5,3,2,0,0,0,0,5
BIHAR,NALANDA,RAHUI,0,1,1,0,0,1,0,0,0,1
BIHAR,NALANDA,RAJGIR,0,39,39,0,33,6,0,0,0,39
BIHAR,NALANDA,SARMERA,0,1,1,0,0,1,0,0,0,1
BIHAR,NAWADA,GOBINDPUR,0,2,2,1,1,0,0,0,0,2
BIHAR,NAWADA,NAWADA,0,22,22,0,9,11,2,0,0,22
BIHAR,NAWADA,RAJANLI,0,1,1,1,0,0,0,0,0,1
BIHAR,NAWADA,ROH,0,4,4,4,0,0,0,0,0,4
BIHAR,PAKUR,AMRAPARA,0,2,2,0,1,1,0,0,0,2
BIHAR,PAKUR,HIRANPUR,0,16,16,8,6,2,0,0,0,16
BIHAR,PAKUR,LITIPARA,0,42,42,6,13,23,0,0,0,42
BIHAR,PAKUR,MAHESHPUR,0,58,58,35,20,3,0,0,0,58
BIHAR,PAKUR,PAKUR,3,25,28,20,7,1,0,0,0,28
BIHAR,PAKUR,PAKURIA,0,6,6,0,3,3,0,0,0,6
BIHAR,PATNA,MANER,0,19,19,2,7,9,1,0,0,19
BIHAR,PATNA,MASAURHI,0,2,2,0,0,2,0,0,0,2
BIHAR,PATNA,SAMPATCHAK,0,28,28,20,6,2,0,0,0,28
BIHAR,PURNIA,KRITYANANDNAGAR,1,13,14,0,9,3,2,0,0,14
BIHAR,PURNIA,PURNIA EAST,2,0,2,0,2,0,0,0,0,2
BIHAR,PURNIA,RUPAULI,0,3,3,0,0,3,0,0,0,3
BIHAR,RANCHI,ANGARA,0,4,4,0,4,0,0,0,0,4
BIHAR,RANCHI,ARKI,1,30,31,20,1,10,0,0,0,31
BIHAR,RANCHI,CHANHO,1,66,67,38,29,0,0,0,0,67
BIHAR,RANCHI,KANKE,0,125,125,85,39,1,0,0,0,125
BIHAR,RANCHI,MANDAR,0,16,16,2,14,0,0,0,0,16
BIHAR,RANCHI,RATU,2,30,32,5,19,8,0,0,0,32
BIHAR,RANCHI,SILLI,2,15,17,13,3,1,0,0,0,17
BIHAR,RANCHI,SONAHATU,0,2,2,1,1,0,0,0,0,2
BIHAR,RANCHI,TAMAR,0,118,118,114,4,0,0,0,0,118
BIHAR,RANCHI,TORPA,0,5,5,2,3,0,0,0,0,5
BIHAR,ROHTAS,AKORHIGOLA,1,2,3,0,3,0,0,0,0,3
BIHAR,ROHTAS,CHENARI,5,5,10,1,1,8,0,0,0,10
BIHAR,ROHTAS,DAWATH,0,1,1,1,0,0,0,0,0,1
BIHAR,ROHTAS,DEHRI,0,3,3,0,3,0,0,0,0,3
BIHAR,ROHTAS,KARGHAHAR,5,0,5,0,4,1,0,0,0,5
BIHAR,ROHTAS,KUCHAI,0,10,10,4,6,0,0,0,0,10
BIHAR,ROHTAS,NAWHATTA,0,5,5,1,1,3,0,0,0,5
BIHAR,ROHTAS,NOKHA,2,0,2,0,2,0,0,0,0,2
BIHAR,ROHTAS,ROHTAS,0,5,5,4,1,0,0,0,0,5
BIHAR,ROHTAS,SASARAM,0,5,5,0,3,2,0,0,0,5
BIHAR,ROHTAS,SHEOSAGAR,3,14,17,17,0,0,0,0,0,17
BIHAR,SAHARSA,SAUR BAZAR,0,6,6,3,3,0,0,0,0,6
BIHAR,SAHARSA,SIMORI BAKHTIARPUR,0,4,4,0,0,4,0,0,0,4
BIHAR,SAHEBGANJ,BARHAIT,0,3,3,1,2,0,0,0,0,3
BIHAR,SAHEBGANJ,BARHARWA,1,934,935,642,266,21,2,3,1,935
BIHAR,SAHEBGANJ,BORIO,2,300,302,266,27,9,0,0,0,302
BIHAR,SAHEBGANJ,MANDRO,0,163,163,132,25,5,1,0,0,163
BIHAR,SAHEBGANJ,PATHNA,0,130,130,103,22,5,0,0,0,130
BIHAR,SAHEBGANJ,TALJHARI,0,121,121,72,13,28,1,6,1,121
BIHAR,SAHEBGANJ,UDHUWA,1,263,264,141,118,5,0,0,0,264
BIHAR,SAMASTIPUR,BIBHUTIPUR,0,4,4,0,4,0,0,0,0,4
BIHAR,SAMASTIPUR,DALSINGHSARAI,1,7,8,1,3,4,0,0,0,8
BIHAR,SAMASTIPUR,KALYANPUR,1,9,10,0,7,3,0,0,0,10
BIHAR,SAMASTIPUR,KHANPUR,0,6,6,6,0,0,0,0,0,6
BIHAR,SAMASTIPUR,PATORI,0,2,2,0,0,2,0,0,0,2
BIHAR,SAMASTIPUR,PUSA,0,1,1,0,1,0,0,0,0,1
BIHAR,SAMASTIPUR,ROSERA,0,4,4,1,3,0,0,0,0,4
BIHAR,SAMASTIPUR,SAMASTIPUR,0,2,2,0,0,2,0,0,0,2
BIHAR,SAMASTIPUR,SARAIRANJAN,0,1,1,0,1,0,0,0,0,1
BIHAR,SAMASTIPUR,TAJPUR,4,2,6,0,6,0,0,0,0,6
BIHAR,SAMASTIPUR,UJIARPUR,0,3,3,1,2,0,0,0,0,3
BIHAR,SAMASTIPUR,VIDHAYAPATI NAGAR,2,2,4,1,2,0,0,0,1,4
BIHAR,SARAN,AMNOUR,0,3,3,0,3,0,0,0,0,3
BIHAR,SARAN,DARIYAPUR,0,11,11,0,11,0,0,0,0,11
BIHAR,SARAN,MANJHI,1,6,7,0,6,1,0,0,0,7
BIHAR,SARAN,MASARAKH,0,1,1,0,0,1,0,0,0,1
BIHAR,SARAN,SONEPUR,0,1,1,0,0,1,0,0,0,1
BIHAR,SHEIKHPURA,ARIARI,0,3,3,1,2,0,0,0,0,3
BIHAR,SHEIKHPURA,GHAT-KHUSUMBA,0,31,31,0,3,28,0,0,0,31
BIHAR,SHEIKHPURA,SHEIKHPURA,0,1,1,0,0,1,0,0,0,1
BIHAR,SHEOHAR,PIPRAHI,0,1,1,0,0,0,1,0,0,1
BIHAR,SINGHBHUM EAST,BAHARAGORA,2,26,28,11,9,4,4,0,0,28
BIHAR,SINGHBHUM EAST,CHAKULIA,19,73,92,62,17,13,0,0,0,92
BIHAR,SINGHBHUM EAST,DHALBHUMGARH,0,24,24,15,8,0,0,0,1,24
BIHAR,SINGHBHUM EAST,DUMARIA,4,0,4,4,0,0,0,0,0,4
BIHAR,SINGHBHUM EAST,GHATSHILA,4,40,44,40,4,0,0,0,0,44
BIHAR,SINGHBHUM EAST,JAMSHEDPUR,0,122,122,66,55,1,0,0,0,122
BIHAR,SINGHBHUM EAST,MUSABANI,0,10,10,2,3,4,1,0,0,10
BIHAR,SINGHBHUM EAST,PATAMDA,1,205,206,145,39,22,0,0,0,206
BIHAR,SINGHBHUM EAST,POTKA,4,6,10,6,1,2,0,1,0,10
BIHAR,SINGHBHUM WEST,BANDGAON,0,5,5,0,2,3,0,0,0,5
BIHAR,SINGHBHUM WEST,CHAIBASA,0,7,7,0,0,7,0,0,0,7
BIHAR,SINGHBHUM WEST,CHAKRADHARPUR,0,4,4,3,1,0,0,0,0,4
BIHAR,SINGHBHUM WEST,CHANDIL,1,20,21,18,1,0,2,0,0,21
BIHAR,SINGHBHUM WEST,GELKERA,0,1,1,1,0,0,0,0,0,1
BIHAR,SINGHBHUM WEST,GUNHARIA,0,1,1,0,0,1,0,0,0,1
BIHAR,SINGHBHUM WEST,JAGNNATHPUR,0,18,18,16,2,0,0,0,0,18
BIHAR,SINGHBHUM WEST,JHINIKPANI,0,9,9,9,0,0,0,0,0,9
BIHAR,SINGHBHUM WEST,KHANSOWAN,0,14,14,3,7,3,0,0,1,14
BIHAR,SINGHBHUM WEST,KHUNTPANI,1,5,6,5,1,0,0,0,0,6
BIHAR,SINGHBHUM WEST,KUCHAI,0,2,2,2,0,0,0,0,0,2
BIHAR,SINGHBHUM WEST,MAJHGAON,3,575,578,547,2,27,0,2,0,578
BIHAR,SINGHBHUM WEST,MANOHARPUR,1,11,12,6,4,2,0,0,0,12
BIHAR,SINGHBHUM WEST,NIMDIH,0,178,178,161,14,2,0,1,0,178
BIHAR,SINGHBHUM WEST,NOAMUNDI,1,31,32,32,0,0,0,0,0,32
BIHAR,SINGHBHUM WEST,RAJNAGAR,2,493,495,447,40,2,0,0,6,495
BIHAR,SINGHBHUM WEST,SARAIKELA,0,15,15,15,0,0,0,0,0,15
BIHAR,SINGHBHUM WEST,SONUA,0,21,21,21,0,0,0,0,0,21
BIHAR,SINGHBHUM WEST,TANTNAGAR,25,72,97,52,36,9,0,0,0,97
BIHAR,SINGHBHUM WEST,TONTO,0,49,49,49,0,0,0,0,0,49
BIHAR,SITAMARHI,BAJAPATTI,0,3,3,0,0,3,0,0,0,3
BIHAR,SITAMARHI,BATHNAHA,1,1,2,0,2,0,0,0,0,2
BIHAR,SITAMARHI,DUMRA,0,7,7,0,4,3,0,0,0,7
BIHAR,SITAMARHI,MEJARGANJ,0,3,3,3,0,0,0,0,0,3
BIHAR,SITAMARHI,PARSAUNI,0,1,1,0,0,1,0,0,0,1
BIHAR,SITAMARHI,PUPARI,0,2,2,0,1,1,0,0,0,2
BIHAR,SITAMARHI,RIGA,0,6,6,0,4,2,0,0,0,6
BIHAR,SITAMARHI,RUNISAIDPUR,0,13,13,0,11,2,0,0,0,13
BIHAR,SITAMARHI,SONBARSA,3,3,6,0,1,5,0,0,0,6
BIHAR,SITAMARHI,SUPPI,0,1,1,0,0,1,0,0,0,1
BIHAR,SITAMARHI,SURSAND,0,5,5,0,0,5,0,0,0,5
BIHAR,SIWAN,ANDAR,0,14,14,0,7,7,0,0,0,14
BIHAR,SIWAN,BARHARIA,0,29,29,0,26,3,0,0,0,29
BIHAR,SIWAN,DARAULI,1,15,16,14,2,0,0,0,0,16
BIHAR,SIWAN,DARAUNDHA,1,3,4,4,0,0,0,0,0,4
BIHAR,SIWAN,GORAIKOTHI,0,18,18,4,10,0,4,0,0,18
BIHAR,SIWAN,GUTHANI,0,23,23,2,4,17,0,0,0,23
BIHAR,SIWAN,HUSSAINGANJ,2,3,5,2,2,0,1,0,0,5
BIHAR,SIWAN,MAHRAJGANJ,0,30,30,1,29,0,0,0,0,30
BIHAR,SIWAN,MAIRWA,0,9,9,7,2,0,0,0,0,9
BIHAR,SIWAN,RAGHUNATHPUR,0,2,2,0,2,0,0,0,0,2
BIHAR,SIWAN,SISWAN,0,4,4,2,2,0,0,0,0,4
BIHAR,SIWAN,SIWAN,0,3,3,2,0,0,0,1,0,3
BIHAR,SUPAUL,BASANTPUR,1,0,1,0,0,1,0,0,0,1
BIHAR,SUPAUL,CHHATAPUR,1,50,51,0,51,0,0,0,0,51
BIHAR,SUPAUL,PIPRA,0,2,2,0,0,2,0,0,0,2
BIHAR,SUPAUL,SUPAUL,4,3,7,0,0,7,0,0,0,7
BIHAR,VAISHALI,BHAGWANPUR,0,4,4,0,0,4,0,0,0,4
BIHAR,VAISHALI,GORAUL,0,2,2,0,0,2,0,0,0,2
BIHAR,VAISHALI,JANDAHA,0,7,7,0,0,7,0,0,0,7
BIHAR,VAISHALI,MAHNAR,0,3,3,0,1,2,0,0,0,3
BIHAR,VAISHALI,MAHUA,1,4,5,0,0,5,0,0,0,5
BIHAR,VAISHALI,PATEHRIBELSAR,0,2,2,0,0,2,0,0,0,2
BIHAR,VAISHALI,PATEPUR,0,2,2,2,0,0,0,0,0,2
BIHAR,VAISHALI,PREMRAJ,0,1,1,0,1,0,0,0,0,1
BIHAR,VAISHALI,VAISHALI,0,4,4,0,1,3,0,0,0,4
GOA,NORTH GOA,BICHOLIM,0,73,73,58,14,0,0,1,0,73
GOA,NORTH GOA,PERNEM,11,14,25,16,9,0,0,0,0,25
GOA,NORTH GOA,PONDA,0,37,37,25,11,1,0,0,0,37
GOA,NORTH GOA,SATARI,3,151,154,86,62,4,1,1,0,154
GOA,NORTH GOA,TISWADI,0,13,13,12,1,0,0,0,0,13
GOA,SOUTH GOA,CANACONA,0,105,105,92,9,4,0,0,0,105
GOA,SOUTH GOA,MORMUGAO,0,20,20,17,3,0,0,0,0,20
