-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells by type. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells by type", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.5.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Shallow tubewell,Point,Borewell,Others,Total
MAHARASHTRA,AURANGABAD,SOEGAON,0,0,23,0,23
MAHARASHTRA,AURANGABAD,VAIJAPUR,1,22,72,0,95
MAHARASHTRA,BEED,BEED,6,0,0,0,6
MAHARASHTRA,BEED,PARLI,244,2,0,0,246
MAHARASHTRA,BEED,PATODA,132,2,0,2,136
MAHARASHTRA,BEED,SHIRUR (KASAR),4,0,0,0,4
MAHARASHTRA,BEED,WADWANI,47,19,0,31,97
MAHARASHTRA,BHANDARA,BHANDARA,12,0,4,4,20
MAHARASHTRA,BHANDARA,LAKHANDUR,0,0,4,7,11
MAHARASHTRA,BHANDARA,LAKHANI,0,0,0,4,4
MAHARASHTRA,BHANDARA,PAVANI,0,0,0,17,17
MAHARASHTRA,BHANDARA,SAKOLI,0,0,0,6,6
MAHARASHTRA,BULDANA,BULDANA,90,5,0,0,95
MAHARASHTRA,BULDANA,CHIKHLI,176,12,23,25,236
MAHARASHTRA,BULDANA,LONAR,64,5,0,1,70
MAHARASHTRA,BULDANA,MEHKAR,42,0,0,2,44
MAHARASHTRA,BULDANA,MOTALA,9,0,0,0,9
MAHARASHTRA,BULDANA,NANDURA,2,0,0,0,2
MAHARASHTRA,BULDANA,SANGRAMPUR,1,0,1,0,2
MAHARASHTRA,BULDANA,SHEGAON,1,0,0,0,1
MAHARASHTRA,CHANDRAPUR,BALLARPUR,4,0,0,0,4
MAHARASHTRA,CHANDRAPUR,BHADRAVATI,1,0,0,0,1
MAHARASHTRA,CHANDRAPUR,CHANDRAPUR,3,1,4,0,8
MAHARASHTRA,CHANDRAPUR,CHIMUR,5,1,0,0,6
MAHARASHTRA,CHANDRAPUR,KORPANA,11,50,0,0,61
MAHARASHTRA,CHANDRAPUR,RAJURA,0,0,26,0,26
MAHARASHTRA,CHANDRAPUR,SAWALI,1,0,0,0,1
MAHARASHTRA,CHANDRAPUR,SINDEWAHI,27,0,6,0,33
MAHARASHTRA,CHANDRAPUR,WARORA,1,0,0,0,1
MAHARASHTRA,DHULE,DHULE,116,90,1,11,218
MAHARASHTRA,DHULE,SAKRI,30,122,4,126,282
MAHARASHTRA,DHULE,SHIRPUR,1,67,0,68,136
MAHARASHTRA,DHULE,SINDKHEDA,1,1,0,39,41
MAHARASHTRA,GADCHIROLI,CHAMORSHI,4,0,0,0,4
MAHARASHTRA,GADCHIROLI,KURKHEDA,0,0,0,6,6
MAHARASHTRA,GADCHIROLI,SIRONCHA,41,0,26,65,132
MAHARASHTRA,GONDIYA,A / MORGAON,1,0,0,0,1
MAHARASHTRA,GONDIYA,AMGAON,0,0,0,26,26
MAHARASHTRA,GONDIYA,DEVRI,1,0,0,3,4
MAHARASHTRA,GONDIYA,GONDIYA,17,0,0,47,64
MAHARASHTRA,GONDIYA,GOREGAON,1,1,0,112,114
MAHARASHTRA,GONDIYA,SADAK ARJUNI,13,0,0,22,35
MAHARASHTRA,GONDIYA,SALEKASA,0,0,0,2,2
MAHARASHTRA,HINGOLI,AUNDHA (NAGNATH),684,6,4,1,695
MAHARASHTRA,HINGOLI,BASMATH,479,1,7,58,545
MAHARASHTRA,HINGOLI,HINGOLI,1071,5,4,12,1092
MAHARASHTRA,HINGOLI,KALAMNURI,477,6,1,0,484
MAHARASHTRA,HINGOLI,SENGAON,437,0,0,0,437
MAHARASHTRA,JALGAON,AMALNER,92,0,16,0,108
MAHARASHTRA,JALGAON,BHUSAWAL,131,126,66,0,323
MAHARASHTRA,JALGAON,BODWAD,18,0,0,0,18
MAHARASHTRA,JALGAON,CHOPDA,76,0,0,0,76
MAHARASHTRA,JALGAON,DHARANGAON,130,31,9,0,170
MAHARASHTRA,JALGAON,ERANDOL,32,0,0,0,32
MAHARASHTRA,JALGAON,JALGAON,5,0,0,0,5
MAHARASHTRA,JALGAON,JAMNER,17,0,0,0,17
MAHARASHTRA,JALGAON,RAVER,550,0,0,1,551
MAHARASHTRA,JALGAON,YAWAL,3,0,17,0,20
MAHARASHTRA,JALNA,AMBAD,2,0,0,0,2
MAHARASHTRA,JALNA,BADNAPUR,2,0,0,0,2
MAHARASHTRA,JALNA,BHOKARDAN,5,0,0,0,5
MAHARASHTRA,JALNA,GHANSAWANGI,94,1,0,0,95
MAHARASHTRA,JALNA,JALNA,45,4,1,0,50
MAHARASHTRA,JALNA,MANTHA,1,1,0,0,2
MAHARASHTRA,JALNA,PARTUR,7,0,0,0,7
MAHARASHTRA,KOLHAPUR,AJRA,48,22,0,0,70
MAHARASHTRA,KOLHAPUR,BHUDARGAD,53,11,2,4,70
MAHARASHTRA,KOLHAPUR,CHANDGAD,28,18,1,1,48
MAHARASHTRA,KOLHAPUR,GADHINGLAJ,81,93,2,9,185
MAHARASHTRA,KOLHAPUR,HATKANANGALE,796,71,4,0,871
MAHARASHTRA,KOLHAPUR,KAGAL,62,1,0,0,63
MAHARASHTRA,KOLHAPUR,KARVIR,160,14,2,139,315
MAHARASHTRA,KOLHAPUR,PANHALA,20,24,2,7,53
MAHARASHTRA,KOLHAPUR,RADHANAGARI,13,2,0,4,19
MAHARASHTRA,KOLHAPUR,SHAHUWADI,33,0,0,0,33
MAHARASHTRA,KOLHAPUR,SHIROL,711,1,0,80,792
MAHARASHTRA,LATUR,AHMADPUR,100,38,0,0,138
MAHARASHTRA,LATUR,CHAKUR,519,26,1,1,547
MAHARASHTRA,LATUR,DEONI,25,0,0,0,25
MAHARASHTRA,LATUR,NILANGA,108,2,3,0,113
MAHARASHTRA,LATUR,RENAPUR,2,0,0,0,2
MAHARASHTRA,LATUR,SHIRUR ANANTPAL,104,0,0,0,104
MAHARASHTRA,LATUR,UDGIR,65,22,18,2,107
MAHARASHTRA,NAGPUR,BHIWAPUR,118,0,125,0,243
MAHARASHTRA,NAGPUR,HINGNA,4,1,0,0,5
MAHARASHTRA,NAGPUR,KALAMESHWAR,5,0,0,0,5
MAHARASHTRA,NAGPUR,KAMPTEE,7,0,0,0,7
MAHARASHTRA,NAGPUR,KUHI,8,0,14,0,22
MAHARASHTRA,NAGPUR,MOUDA,44,0,0,0,44
MAHARASHTRA,NAGPUR,NAGPUR RURAL,37,15,0,0,52
MAHARASHTRA,NAGPUR,NARKHED,46,2,2,23,73
MAHARASHTRA,NAGPUR,PARSEONI,6,0,0,0,6
MAHARASHTRA,NAGPUR,RAMTEK,0,0,8,0,8
MAHARASHTRA,NAGPUR,SAVNER,3,0,0,0,3
MAHARASHTRA,NAGPUR,UMRED,46,0,0,0,46
MAHARASHTRA,NANDED,ARDHAPUR,264,0,0,0,264
MAHARASHTRA,NANDED,BHOKAR,306,0,0,0,306
MAHARASHTRA,NANDED,BILOLI,651,2,681,4,1338
MAHARASHTRA,NANDED,DEGLUR,370,148,135,388,1041
MAHARASHTRA,NANDED,DHARMABAD,421,1,0,0,422
MAHARASHTRA,NANDED,HADGAON,734,4,0,0,738
MAHARASHTRA,NANDED,HIMAYATNAGAR,519,2,0,0,521
MAHARASHTRA,NANDED,KANDHAR,76,9,0,0,85
MAHARASHTRA,NANDED,KINWAT,296,1,12,0,309
MAHARASHTRA,NANDED,LOHA,111,0,0,0,111
MAHARASHTRA,NANDED,MAHOOR,38,0,0,0,38
MAHARASHTRA,NANDED,MUDKHED,243,2,2,1,248
MAHARASHTRA,NANDED,MUKHED,197,0,0,11,208
MAHARASHTRA,NANDED,NAIGAON (KHAIRGAON),320,27,0,22,369
MAHARASHTRA,NANDED,NANDED,631,1,2,0,634
MAHARASHTRA,NANDED,UMRI,240,0,0,0,240
MAHARASHTRA,NANDURBAR,AKKALKUWA,0,0,0,73,73
MAHARASHTRA,NANDURBAR,AKRANI,4,1,0,154,159
MAHARASHTRA,NANDURBAR,NANDURBAR,0,0,51,48,99
MAHARASHTRA,NANDURBAR,NAWAPUR,1,0,0,159,160
MAHARASHTRA,NANDURBAR,SHAHADE,3,1,439,165,608
MAHARASHTRA,NANDURBAR,TALODA,1380,3,1,42,1426
MAHARASHTRA,NASHIK,BAGLAN,1,0,0,23,24
MAHARASHTRA,NASHIK,CHANDWAD,33,4,1,39,77
MAHARASHTRA,NASHIK,DEOLA,1,0,0,7,8
MAHARASHTRA,NASHIK,DINDORI,429,57,22,243,751
MAHARASHTRA,NASHIK,IGATPURI,10,0,2,96,108
MAHARASHTRA,NASHIK,KALWAN,164,26,42,167,399
MAHARASHTRA,NASHIK,MALEGAON,0,249,0,115,364
MAHARASHTRA,NASHIK,NANDGAON,13,4,3,80,100
MAHARASHTRA,NASHIK,NASHIK,71,6,106,25,208
MAHARASHTRA,NASHIK,NIPHAD,906,74,24,111,1115
MAHARASHTRA,NASHIK,PEINT,0,1,0,21,22
MAHARASHTRA,NASHIK,SINNAR,18,8,78,7,111
MAHARASHTRA,NASHIK,TRIMBAKESHWAR,1,0,0,107,108
MAHARASHTRA,NASHIK,YEOLA,0,0,0,70,70
MAHARASHTRA,OSMANABAD,BHOOM,92,1,2,8,103
MAHARASHTRA,OSMANABAD,KALAMB,21,103,0,11,135
MAHARASHTRA,OSMANABAD,LOHARA,9,4,0,0,13
MAHARASHTRA,OSMANABAD,OMARGA,104,0,0,0,104
MAHARASHTRA,OSMANABAD,OSMANABAD,597,8,0,2,607
MAHARASHTRA,OSMANABAD,PARANDA,45,7,1,21,74
MAHARASHTRA,OSMANABAD,TULJAPUR,186,3,0,12,201
MAHARASHTRA,OSMANABAD,WASHI,65,0,0,0,65
MAHARASHTRA,PARBHANI,GANGAKHED,375,0,29,1,405
MAHARASHTRA,PARBHANI,JINTUR,215,0,1,0,216
MAHARASHTRA,PARBHANI,MANWAT,133,0,0,0,133
MAHARASHTRA,PARBHANI,PALAM,236,29,1,0,266
MAHARASHTRA,PARBHANI,PARBHANI,528,3,0,0,531
MAHARASHTRA,PARBHANI,PURNA,30,1,0,0,31
MAHARASHTRA,PARBHANI,SAILU,261,10,0,0,271
MAHARASHTRA,PARBHANI,SONPETH,329,41,0,0,370
MAHARASHTRA,PUNE,AMBEGAON,97,1,0,5,103
MAHARASHTRA,PUNE,BARAMATI,558,0,0,0,558
MAHARASHTRA,PUNE,DAUND,161,43,0,0,204
MAHARASHTRA,PUNE,HAVELI,147,36,4,0,187
MAHARASHTRA,PUNE,INDAPUR,1,82,0,0,83
MAHARASHTRA,PUNE,JUNNAR,847,0,0,1,848
MAHARASHTRA,PUNE,KHED,33,0,0,0,33
MAHARASHTRA,PUNE,MAWAL,288,20,2,12,322
MAHARASHTRA,PUNE,MULSHI,69,0,0,0,69
MAHARASHTRA,PUNE,PURANDHAR,332,21,0,10,363
MAHARASHTRA,PUNE,SHIRUR,809,62,132,67,1070
MAHARASHTRA,PUNE,VELHE,2,0,0,0,2
MAHARASHTRA,RAIGHAR,ALIBAG,36,0,208,0,244
MAHARASHTRA,RAIGHAR,MAHAD,0,0,17,2,19
MAHARASHTRA,RAIGHAR,MANGOAN,0,0,18,0,18
MAHARASHTRA,RAIGHAR,MHASLA,0,0,5,0,5
MAHARASHTRA,RAIGHAR,MURUD,3,0,24,0,27
MAHARASHTRA,RAIGHAR,SHRIVARDHAN,0,0,37,0,37
MAHARASHTRA,RAIGHAR,SUDHAGAD,0,0,3,4,7
MAHARASHTRA,RATNAGIRI,CHIPLUN,2,0,0,0,2
MAHARASHTRA,RATNAGIRI,DAPOLI,4,0,0,0,4
MAHARASHTRA,SANGLI,ATPADI,134,39,0,0,173
MAHARASHTRA,SANGLI,JAT,512,8,0,0,520
MAHARASHTRA,SANGLI,KAVATHE-MAHANKLA,713,0,0,1,714
MAHARASHTRA,SANGLI,KHANAPUR,407,6,0,0,413
MAHARASHTRA,SANGLI,MIRAJ,755,5,2,0,762
MAHARASHTRA,SANGLI,PALUS,463,2,1,0,466
MAHARASHTRA,SANGLI,SHIRALA,229,4,0,0,233
MAHARASHTRA,SANGLI,TASGAON,1079,2,0,1,1082
MAHARASHTRA,SANGLI,WALWA,1056,4,1,1,1062
MAHARASHTRA,SATARA,KARAD,567,25,0,0,592
MAHARASHTRA,SATARA,KHANDALA,92,0,1,1,94
MAHARASHTRA,SATARA,KHATAV,30,13,0,0,43
MAHARASHTRA,SATARA,KOREGAON,82,3,0,0,85
MAHARASHTRA,SATARA,MAHABALESHWAR,39,4,0,0,43
MAHARASHTRA,SATARA,MAN,109,0,0,0,109
MAHARASHTRA,SATARA,PATAN,9,1,0,0,10
MAHARASHTRA,SATARA,PHALTAN,365,4,0,0,369
MAHARASHTRA,SATARA,SATARA,174,3,0,0,177
MAHARASHTRA,SINDHUDURGA,DEVGAD,5,2,1,2,10
MAHARASHTRA,SINDHUDURGA,KANKAVLI,4,0,0,0,4
MAHARASHTRA,SINDHUDURGA,MALWAN,2,0,0,0,2
MAHARASHTRA,SINDHUDURGA,VENGURLA,2,0,0,0,2
MAHARASHTRA,SOLAPUR,AKKALKOT,972,0,5,3,980
MAHARASHTRA,SOLAPUR,BARSHI,273,0,39,11,323
MAHARASHTRA,SOLAPUR,KARMALA,244,8,3,99,354
MAHARASHTRA,SOLAPUR,MADHA,119,0,1,2,122
MAHARASHTRA,SOLAPUR,MALSHIRAS,847,0,0,0,847
MAHARASHTRA,SOLAPUR,MANGALVEDHA,59,0,0,4,63
MAHARASHTRA,SOLAPUR,MOHOL,295,2,12,0,309
MAHARASHTRA,SOLAPUR,NORTH  SOLAPUR,87,0,30,35,152
MAHARASHTRA,SOLAPUR,PANDHARPUR,417,13,5,8,443
MAHARASHTRA,SOLAPUR,SANGOLA,131,0,0,0,131
MAHARASHTRA,SOLAPUR,SOUTH  SOLAPUR,1162,3,0,0,1165
MAHARASHTRA,THANE,DHANU,97,3,578,2,680
MAHARASHTRA,THANE,MURBAD,1,0,2,0,3
MAHARASHTRA,THANE,PALGHAR,41,0,908,1,950
MAHARASHTRA,THANE,SHAHAPUR,0,2,0,0,2
MAHARASHTRA,THANE,TALASARI,1,0,308,0,309
MAHARASHTRA,THANE,VIKRAMGAD,0,0,52,0,52
MAHARASHTRA,THANE,WADA,0,0,15,0,15
MAHARASHTRA,WARDHA,ARVI,3,0,0,0,3
MAHARASHTRA,WARDHA,ASHTI,0,2,0,1,3
MAHARASHTRA,WARDHA,DEOLI,0,1,0,2,3
MAHARASHTRA,WARDHA,KARANJA,8,0,0,1,9
MAHARASHTRA,WARDHA,SAMUDRAPUR,54,20,12,1,87
MAHARASHTRA,WARDHA,SELOO,1,0,0,0,1
MAHARASHTRA,WARDHA,WARDHA,2,1,0,1,4
MAHARASHTRA,WASHIM,KARANJA,12,1,3,0,16
MAHARASHTRA,WASHIM,MALEGAON,6,2,1,0,9
MAHARASHTRA,WASHIM,MANGRULPIR,0,0,3,0,3
MAHARASHTRA,WASHIM,MANORA,4,0,0,0,4
MAHARASHTRA,WASHIM,RISOD,55,7,1,5,68
MAHARASHTRA,WASHIM,WASHIM,22,1,0,8,31
MAHARASHTRA,YAVATMAL,BABULGAON,66,24,0,2,92
MAHARASHTRA,YAVATMAL,DARWHA,1,0,0,0,1
MAHARASHTRA,YAVATMAL,GHATANJI,33,2,1,0,36
MAHARASHTRA,YAVATMAL,KALAMB,2,0,0,0,2
MAHARASHTRA,YAVATMAL,KELAPUR,15,0,0,0,15
MAHARASHTRA,YAVATMAL,MAREGAON,35,0,0,0,35
MAHARASHTRA,YAVATMAL,PUSAD,18,1,0,0,19
MAHARASHTRA,YAVATMAL,RALEGAON,11,0,0,0,11
MAHARASHTRA,YAVATMAL,WANI,226,1,111,2,340
MAHARASHTRA,YAVATMAL,YAVATMAL,10,3,0,0,13
MAHARASHTRA,YAVATMAL,ZARI JAMANI,201,0,1,2,204
MANIPUR,IMPHAL EAST,IRILBUNG,1,0,0,0,1
MANIPUR,IMPHAL EAST,SAWOMBUNG,2,0,0,0,2
MEGHALAYA,WEST GARO HILLS,BETASING,6,0,0,0,6
MEGHALAYA,WEST GARO HILLS,SELSELLA,61,2,0,0,63
MEGHALAYA,WEST GARO HILLS,ZIKZAK,6,0,0,0,6
NAGALAND,DIMAPUR,MEDZIPHEMA,2,0,0,0,2
ORISSA,ANGUL,ANUGUL,2,0,0,0,2
ORISSA,ANGUL,KISHOR NAGAR,1,0,0,0,1
ORISSA,ANGUL,PALALAHADA,7,0,0,0,7
ORISSA,BALASORE,BAHANAGA,1408,2,0,1,1411
ORISSA,BALASORE,BALASORE,538,0,0,0,538
ORISSA,BALASORE,BALIAPAL,1884,39,0,1,1924
ORISSA,BALASORE,BASTA,1751,236,1,0,1988
ORISSA,BALASORE,BHOGRAI,2168,3,40,0,2211
ORISSA,BALASORE,JALESWAR,967,435,3,0,1405
ORISSA,BALASORE,KHAIRA,970,20,0,2,992
ORISSA,BALASORE,NILAGIRI,172,0,0,0,172
ORISSA,BALASORE,OUPADA,143,13,0,2,158
ORISSA,BALASORE,REMUNA,822,53,10,1,886
ORISSA,BALASORE,SIMULIA,665,12,5,1,683
ORISSA,BALASORE,SORO,935,36,2,4,977
ORISSA,BARGARH,AMBABHANA,156,0,0,0,156
ORISSA,BARGARH,ATABIRA,12,0,0,0,12
ORISSA,BARGARH,BARAPALI,54,0,0,0,54
ORISSA,BARGARH,BARGARH,130,0,0,0,130
ORISSA,BARGARH,BHATALI,474,0,0,0,474
ORISSA,BARGARH,BHEDEN,1,0,0,0,1
ORISSA,BARGARH,BIJEPUR,55,0,0,0,55
ORISSA,BARGARH,GAISILAT,65,0,0,1,66
ORISSA,BARGARH,JHARABANDH,114,0,1,0,115
ORISSA,BARGARH,PADMAPUR (RAJABUDASA,43,0,0,1,44
ORISSA,BARGARH,PAIKMAL,42,0,0,0,42
ORISSA,BARGARH,SOHELA,312,0,0,0,312
ORISSA,BHADRAK,BANTA,868,79,1,4,952
ORISSA,BHADRAK,BASUDEBPUR,392,159,2,0,553
ORISSA,BHADRAK,BHADRAK,746,44,0,2,792
ORISSA,BHADRAK,BHANDARI POKHARI,551,18,0,0,569
ORISSA,BHADRAK,DHAMNAGAR,676,23,2,1,702
ORISSA,BHADRAK,TIHIDI,328,6,0,0,334
ORISSA,BOLANGIR,AGALPUR,4,0,3,0,7
ORISSA,BOLANGIR,BALANGIR,4,0,0,0,4
ORISSA,BOLANGIR,BANGOMUNDA,1,0,0,0,1
ORISSA,BOLANGIR,DEOGAON,14,0,0,0,14
ORISSA,BOLANGIR,GUDVELA,7,0,0,0,7
ORISSA,BOLANGIR,LOISINGHA,2,1,0,0,3
ORISSA,BOLANGIR,MURIBAHAL,0,0,0,1,1
ORISSA,BOLANGIR,PATNAGARH,1,0,0,0,1
ORISSA,BOLANGIR,SAINTALA,5,0,0,0,5
ORISSA,BOLANGIR,TUREIKELA,5,0,0,0,5
ORISSA,CUTTACK,ATHAGARH,1,0,1,0,2
ORISSA,CUTTACK,BADAMBA,1,0,0,0,1
ORISSA,CUTTACK,BARANGA,377,18,0,0,395
ORISSA,CUTTACK,CUTTACKSADAR,273,194,1,5,473
ORISSA,CUTTACK,DAMPADA,2,0,0,0,2
ORISSA,CUTTACK,KANTAPADA,542,5,0,0,547
ORISSA,CUTTACK,MAHANGA,546,4,0,0,550
ORISSA,CUTTACK,NIALI,801,4,2,0,807
ORISSA,CUTTACK,NISCHINTAKOILI,1066,22,3,1,1092
ORISSA,CUTTACK,SALIPUR,685,7,0,0,692
ORISSA,CUTTACK,TANGI CHOUDWAR,13,3,1,0,17
ORISSA,DEOGARH,RIAMAL,1,0,0,0,1
ORISSA,DHENKANAL,BHUBAN,1,0,0,0,1
ORISSA,DHENKANAL,KAMAKHYANAGAR,1,0,0,0,1
ORISSA,DHENKANAL,KANKADAHAD,2,0,1,0,3
ORISSA,DHENKANAL,SADAR,5,2,0,0,7
ORISSA,GAJAPATI,GUMMA,1,0,0,0,1
ORISSA,GAJAPATI,KASINAGAR,40,0,0,0,40
ORISSA,GAJAPATI,PARALAKHEMUNDI,97,0,0,0,97
ORISSA,GAJAPATI,RAYAGADA,3,0,0,0,3
ORISSA,GANJAM,ASKA,209,0,0,0,209
ORISSA,GANJAM,BELLAGUNTHA,32,1,7,0,40
ORISSA,GANJAM,BHANJANAGAR,15,0,2,7,24
ORISSA,GANJAM,CHHATRAPUR,200,2,5,0,207
ORISSA,GANJAM,CHIKETI,157,0,0,0,157
ORISSA,GANJAM,DHARAKOTE,57,0,6,2,65
ORISSA,GANJAM,DIGAPAHANDI,184,0,0,0,184
ORISSA,GANJAM,GANJAM,165,0,3,0,168
ORISSA,GANJAM,HINJILICUT,110,0,0,0,110
ORISSA,GANJAM,JAGANNATHPRASAD,14,0,8,0,22
ORISSA,GANJAM,KABISURYANAGAR,31,0,0,0,31
ORISSA,GANJAM,KUKUDAHANDI,2,0,0,0,2
ORISSA,GANJAM,PATRAPUR,84,3,3,0,90
ORISSA,GANJAM,POLASARA,11,0,10,0,21
ORISSA,GANJAM,PURUSOTTAMPUR,463,6,0,0,469
ORISSA,GANJAM,RANGEILUNDA,10,0,0,0,10
ORISSA,GANJAM,SANAKHEMUNDI,49,0,0,0,49
ORISSA,GANJAM,SHERAGAD,79,0,0,4,83
ORISSA,GANJAM,SORADA,18,0,0,0,18
ORISSA,JAGATSINGHPUR,BALIKUDA,607,41,5,0,653
ORISSA,JAGATSINGHPUR,BIRIDI,198,186,0,0,384
ORISSA,JAGATSINGHPUR,ERASAMA,262,89,5,1,357
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,711,51,3,0,765
ORISSA,JAGATSINGHPUR,KUJANG,84,255,0,0,339
ORISSA,JAGATSINGHPUR,NAUGAON,516,6,0,0,522
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,17,413,1,0,431
ORISSA,JAGATSINGHPUR,TIRTOL,134,417,0,0,551
ORISSA,JAJAPUR,BADACHANA,99,3,0,0,102
ORISSA,JAJAPUR,BARI,191,163,0,1,355
ORISSA,JAJAPUR,BINJHARPUR,12,657,0,1,670
ORISSA,JAJAPUR,DANAGADI,12,1,0,0,13
ORISSA,JAJAPUR,DASARATHPUR,289,120,3,0,412
ORISSA,JAJAPUR,DHARMASALA,56,47,0,2,105
ORISSA,JAJAPUR,JAJPUR,586,114,0,0,700
ORISSA,JAJAPUR,KOREI,403,9,0,0,412
ORISSA,JAJAPUR,RASULPUR,367,7,0,0,374
ORISSA,JAJAPUR,SUKINDA,2,0,0,0,2
ORISSA,JHARSUGUDA,JHARSUGUDA,0,0,1,0,1
ORISSA,JHARSUGUDA,LAIKERA,9,0,0,0,9
ORISSA,KALAHANDI,BHAWANIPATANA,8,0,0,0,8
ORISSA,KALAHANDI,JAIPATNA,1,0,0,0,1
ORISSA,KALAHANDI,JUNAGAD,7,0,0,1,8
ORISSA,KALAHANDI,KALAMPUR,3,0,0,0,3
ORISSA,KALAHANDI,KESINGA,0,0,1,0,1
ORISSA,KALAHANDI,KOKASARA,5,0,0,0,5
ORISSA,KALAHANDI,MADANPUR RAMAPUR,1,0,0,0,1
ORISSA,KALAHANDI,NARLA,11,0,0,0,11
ORISSA,KANDHAMAL,TUMUDIBANDHA,1,0,0,0,1
ORISSA,KENDRAPARA,AUL,48,0,2,0,50
ORISSA,KENDRAPARA,DERABISHI,452,2,0,0,454
ORISSA,KENDRAPARA,GARADPUR,317,23,1,0,341
ORISSA,KENDRAPARA,KENDRAPADA,69,0,0,1,70
ORISSA,KENDRAPARA,MAHAKALPADA,21,1,0,0,22
ORISSA,KENDRAPARA,MARSHAGHAI,24,69,1,0,94
ORISSA,KENDRAPARA,PATTAMUNDAI,100,118,0,0,218
ORISSA,KENDRAPARA,RAJKANIKA,1,0,0,3,4
ORISSA,KEONJHAR,ANANDPUR,79,16,0,0,95
ORISSA,KEONJHAR,GHASIPURA,93,0,0,0,93
ORISSA,KEONJHAR,GHATAGAON,1,0,0,0,1
ORISSA,KEONJHAR,HATADIHI,566,19,2,1,588
ORISSA,KEONJHAR,KEONJHAR SADAR,3,1,1,1,6
ORISSA,KEONJHAR,PATANA,1,0,0,0,1
ORISSA,KEONJHAR,SAHARPADA,0,0,1,0,1
ORISSA,KHURDA,BALIANTA,353,2,0,0,355
ORISSA,KHURDA,BALIPATANA,421,0,0,1,422
ORISSA,KHURDA,BHUBANESWAR,64,0,0,0,64
ORISSA,KHURDA,BOLAGARH,15,0,0,0,15
ORISSA,KHURDA,JATANI,2,0,0,0,2
ORISSA,KORAPUT,BOIPARIGUDA,1,0,0,0,1
ORISSA,KORAPUT,JEYPORE,0,0,2,0,2
ORISSA,KORAPUT,KOTPAD,2,0,0,0,2
ORISSA,MAYURBHANJA,BADASAHI,532,44,1,8,585
ORISSA,MAYURBHANJA,BARIPADA,27,0,0,0,27
ORISSA,MAYURBHANJA,BETANATI,515,5,0,1,521
ORISSA,MAYURBHANJA,GOPABANDHUNAGAR,55,1,0,0,56
ORISSA,MAYURBHANJA,JASIPUR,1,0,0,0,1
ORISSA,MAYURBHANJA,KAPTIPADA,0,4,0,0,4
ORISSA,MAYURBHANJA,KHUNTA,18,0,0,0,18
ORISSA,MAYURBHANJA,KULIANA,142,2,2,0,146
ORISSA,MAYURBHANJA,MURUDA,30,0,0,0,30
ORISSA,MAYURBHANJA,RASAGOBINDAPUR,95,112,1,0,208
ORISSA,MAYURBHANJA,SAMAKHUNTA,30,1,0,0,31
ORISSA,MAYURBHANJA,SARASAKANA,96,0,0,0,96
ORISSA,MAYURBHANJA,SULIAPADA,102,0,0,0,102
ORISSA,MAYURBHANJA,UDALA,15,1,0,0,16
ORISSA,NAWARANGAPUR,CHANDAHANDI,1,0,0,0,1
ORISSA,NAWARANGAPUR,NANDAHANDI,1,0,0,0,1
ORISSA,NAWARANGAPUR,NAWARANGPUR,1,0,0,0,1
ORISSA,NAWARANGAPUR,PAPADAHANDI,1,0,0,0,1
ORISSA,NAWARANGAPUR,RAIGHAR,7,0,0,0,7
ORISSA,NAYAGARH,BHAPUR,5,0,1,0,6
ORISSA,NAYAGARH,DASAPALLA,1,0,0,0,1
ORISSA,NAYAGARH,KHANDAPARA,39,5,0,0,44
ORISSA,NAYAGARH,NAYAGARH,143,0,0,0,143
ORISSA,NAYAGARH,NUAGAON,4,1,0,0,5
ORISSA,NAYAGARH,ODAGAON,52,8,0,0,60
ORISSA,NAYAGARH,RANAPUR,1,0,0,0,1
ORISSA,NUAPADA,NUAPADA,9,0,2,0,11
ORISSA,PURI,ASTARANG,680,1,0,1,682
ORISSA,PURI,BRAHMAGIRI,74,0,0,6,80
ORISSA,PURI,DELANGA,282,1,0,0,283
ORISSA,PURI,GOP,1183,45,19,0,1247
ORISSA,PURI,KAKATPUR,1028,0,0,1,1029
ORISSA,PURI,KANAS,1,0,0,0,1
ORISSA,PURI,KRISHNAPRASAD,173,50,0,10,233
ORISSA,PURI,NIMAPARA,956,6,4,2,968
ORISSA,PURI,PIPILI,901,31,0,1,933
ORISSA,PURI,PURISADAR,179,0,0,1,180
ORISSA,PURI,SATYABADI,111,0,0,0,111
ORISSA,RAYAGADA,BISAMCUTTACK,1,0,1,0,2
ORISSA,RAYAGADA,GUDARI,35,0,33,0,68
ORISSA,RAYAGADA,GUNUPUR,101,0,0,0,101
ORISSA,RAYAGADA,K.SINGPUR,1,0,0,0,1
ORISSA,RAYAGADA,KOLNARA,4,1,0,0,5
ORISSA,RAYAGADA,MUNIGUDA,0,0,2,0,2
ORISSA,RAYAGADA,PADMAPUR,55,0,0,0,55
ORISSA,RAYAGADA,RAMNAGUDA,115,0,0,0,115
