-----
{
 "description": "The table refers to Block wise Dugwells according to Water Distribution System. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.8.csv", 
 "title": "Download CSV for Blockwise Dugwells according to Water Distribution System", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.8.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Sprinkler,Drip Irrigation,Open channel,Under ground channel,Others,Total,,,,,,,,
CHHATTISGARH,KVARDHA,KVARDHA,24,9,376,10,530,949,,,,,,,,
CHHATTISGARH,KVARDHA,PANDARIYA,11,0,389,1,325,726,,,,,,,,
CHHATTISGARH,MAHASAMUND,BASNA,80,6,304,1,275,666,,,,,,,,
CHHATTISGARH,MAHASAMUND,MAHASAMUND,27,12,2912,5,909,3865,,,,,,,,
CHHATTISGARH,MAHASAMUND,SARIYPALI,14,4,351,1,339,709,,,,,,,,
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,2682,2,1186,3,111,3984,,,,,,,,
CHHATTISGARH,RAIGARH,GHARGODA,1144,26,640,2,92,1904,,,,,,,,
CHHATTISGARH,RAIGARH,KHARSIYA,289,0,18,0,2,309,,,,,,,,
CHHATTISGARH,RAIGARH,LAILUNGA,3070,3,1275,6,18,4372,,,,,,,,
CHHATTISGARH,RAIGARH,RAIGARH,942,3,322,1,9,1277,,,,,,,,
CHHATTISGARH,RAIGARH,SARANGARH,3624,32,1083,1,383,5123,,,,,,,,
CHHATTISGARH,RAIPUR,ABHANPUR,16,3,600,1,101,721,,,,,,,,
CHHATTISGARH,RAIPUR,ARANG,7,46,799,3,463,1318,,,,,,,,
CHHATTISGARH,RAIPUR,BHATAPARA,0,0,92,1,34,127,,,,,,,,
CHHATTISGARH,RAIPUR,BILAIGARH,7,5,621,46,456,1135,,,,,,,,
CHHATTISGARH,RAIPUR,BLOUDABAJAR,7,4,1333,2,908,2254,,,,,,,,
CHHATTISGARH,RAIPUR,DEVBHOG,3,0,1458,0,57,1518,,,,,,,,
CHHATTISGARH,RAIPUR,GARIYABAND,47,6,2221,7,1155,3436,,,,,,,,
CHHATTISGARH,RAIPUR,KASDOL,13,6,2014,0,208,2241,,,,,,,,
CHHATTISGARH,RAIPUR,PALARI,12,3,88,2,77,182,,,,,,,,
CHHATTISGARH,RAIPUR,RAIPUR,14,5,348,1,51,419,,,,,,,,
CHHATTISGARH,RAIPUR,RAJIM,3,8,629,2,227,869,,,,,,,,
CHHATTISGARH,RAIPUR,SIMGA,1,1,67,0,147,216,,,,,,,,
CHHATTISGARH,RAIPUR,TILDA,1,8,476,3,928,1416,,,,,,,,
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,1,0,214,0,11,226,,,,,,,,
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,25,6,678,2,64,775,,,,,,,,
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,2,1,485,7,134,629,,,,,,,,
CHHATTISGARH,RAJNANDGAON,DONGAR GARH,11,1,477,1,39,529,,,,,,,,
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,21,12,786,1,300,1120,,,,,,,,
CHHATTISGARH,RAJNANDGAON,MANPUR,2,27,413,3,257,702,,,,,,,,
CHHATTISGARH,RAJNANDGAON,MOHLA,2,3,737,1,759,1502,,,,,,,,
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,24,72,1179,15,685,1975,,,,,,,,
CHHATTISGARH,SURGUJA,AMBIKAPUR,3612,5,3326,0,69,7012,,,,,,,,
CHHATTISGARH,SURGUJA,LUNDRA,817,1,686,0,71,1575,,,,,,,,
CHHATTISGARH,SURGUJA,PAL,2524,6,1943,1,458,4932,,,,,,,,
CHHATTISGARH,SURGUJA,PRATAPPUR,1866,25,1644,0,32,3567,,,,,,,,
CHHATTISGARH,SURGUJA,RAJPUR,1123,0,1018,1,66,2208,,,,,,,,
CHHATTISGARH,SURGUJA,SAMRI,1694,23,1423,0,178,3318,,,,,,,,
CHHATTISGARH,SURGUJA,SITAPUR,2864,1,2494,15,194,5568,,,,,,,,
CHHATTISGARH,SURGUJA,SURAJPUR,13256,56,11755,7,619,25693,,,,,,,,
CHHATTISGARH,SURGUJA,WADRAFNAGAR,978,24,926,0,5,1933,,,,,,,,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,0,8,87,0,1,96,,,,,,,,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DADRA,0,0,8,0,0,8,,,,,,,,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DAPADA,18,0,36,1,0,55,,,,,,,,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,0,0,4,0,0,4,,,,,,,,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KHANVEL,0,0,35,0,0,35,,,,,,,,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KILAVANI,0,6,55,3,0,64,,,,,,,,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,MANDONI,0,0,18,0,0,18,,,,,,,,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,NAROLI,0,0,110,17,3,130,,,,,,,,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,RANDHA,0,0,63,0,0,63,,,,,,,,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-I,0,0,62,0,0,62,,,,,,,,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-II,1,0,36,0,0,37,,,,,,,,
GOA,NORTH GOA,BARDEZ,4,1,382,2,583,972,,,,,,,,
GOA,NORTH GOA,BICHOLIM,27,1,317,7,157,509,,,,,,,,
GOA,NORTH GOA,PERNEM,43,0,263,8,31,345,,,,,,,,
GOA,NORTH GOA,PONDA,240,12,373,2,22,649,,,,,,,,
GOA,NORTH GOA,SATTARI,112,5,191,7,58,373,,,,,,,,
GOA,NORTH GOA,TISWADI,4,0,301,0,595,900,,,,,,,,
GOA,SOUTH GOA,CANACONA,144,0,311,14,59,528,,,,,,,,
GOA,SOUTH GOA,MORMUGAO,2,1,7,0,99,109,,,,,,,,
GOA,SOUTH GOA,QUEPEM,21,7,127,3,20,178,,,,,,,,
GOA,SOUTH GOA,SALCETE,5,0,32,9,92,138,,,,,,,,
GOA,SOUTH GOA,SANGUEM,49,11,270,19,66,415,,,,,,,,
GUJARAT,AHMEDABAD,BARWALA,4,1,444,8,20,477,,,,,,,,
GUJARAT,AHMEDABAD,BAVLA,30,16,1461,106,21,1634,,,,,,,,
GUJARAT,AHMEDABAD,DASKROI,5,2,2931,81,7,3026,,,,,,,,
GUJARAT,AHMEDABAD,DETROJ-RAMPURA,14,28,223,110,0,375,,,,,,,,
GUJARAT,AHMEDABAD,DHANDHUKA,4,0,498,67,1,570,,,,,,,,
GUJARAT,AHMEDABAD,DHOLKA,11,4,642,26,78,761,,,,,,,,
GUJARAT,AHMEDABAD,MANDAL,3,1,327,2,0,333,,,,,,,,
GUJARAT,AHMEDABAD,RANPUR,74,6,1396,25,31,1532,,,,,,,,
GUJARAT,AHMEDABAD,SANAND,605,0,1434,1,6,2046,,,,,,,,
GUJARAT,AHMEDABAD,VIRAMGAM,4,2,1816,9,829,2660,,,,,,,,
GUJARAT,AMRELI,AMRELI,5,0,7441,0,7,7453,,,,,,,,
GUJARAT,AMRELI,BABRA,51,0,11644,60,15,11770,,,,,,,,
GUJARAT,AMRELI,BAGASARA,0,0,3136,0,0,3136,,,,,,,,
GUJARAT,AMRELI,DHARI,5,0,7463,0,7,7475,,,,,,,,
GUJARAT,AMRELI,JAFRABAD,10,0,3442,0,7,3459,,,,,,,,
GUJARAT,AMRELI,KHAMBHA,0,0,5287,0,0,5287,,,,,,,,
GUJARAT,AMRELI,KUNKAVAV VADIA,5,0,5338,0,7,5350,,,,,,,,
GUJARAT,AMRELI,LATHI,17,0,9127,21,4,9169,,,,,,,,
GUJARAT,AMRELI,LILIA,5,123,2897,19,2,3046,,,,,,,,
GUJARAT,AMRELI,RAJULA,5,0,6333,0,7,6345,,,,,,,,
GUJARAT,AMRELI,SAVARKUNDLA,37,122,18133,58,19,18369,,,,,,,,
GUJARAT,ANAND,ANAND,0,0,12,218,373,603,,,,,,,,
GUJARAT,ANAND,ANKLAV,1,0,4,135,28,168,,,,,,,,
GUJARAT,ANAND,BORSAD,0,0,11,5,0,16,,,,,,,,
GUJARAT,ANAND,PETLAD,4,0,0,314,0,318,,,,,,,,
GUJARAT,ANAND,SOJITRA,0,0,14,180,0,194,,,,,,,,
GUJARAT,ANAND,TARAPUR,0,0,116,97,11,224,,,,,,,,
GUJARAT,ANAND,UMRETH,1,0,74,403,0,478,,,,,,,,
GUJARAT,BANASKANTHA,AMIRGADH,38,66,2415,217,96,2832,,,,,,,,
GUJARAT,BANASKANTHA,BHABHAR,1,1,273,160,38,473,,,,,,,,
GUJARAT,BANASKANTHA,DANTA,79,16,5061,72,279,5507,,,,,,,,
GUJARAT,BANASKANTHA,DANTIWADA,4,4,2713,1,2,2724,,,,,,,,
GUJARAT,BANASKANTHA,DEESA,59,7,7788,806,9,8669,,,,,,,,
GUJARAT,BANASKANTHA,DEODAR,0,3,96,0,4,103,,,,,,,,
GUJARAT,BANASKANTHA,DHANERA,229,8,7355,139,224,7955,,,,,,,,
GUJARAT,BANASKANTHA,KANKAREJ,11,3,459,323,789,1585,,,,,,,,
GUJARAT,BANASKANTHA,PALANPUR,144,73,4863,618,1472,7170,,,,,,,,
GUJARAT,BANASKANTHA,THARAD,6,6,5741,467,546,6766,,,,,,,,
GUJARAT,BANASKANTHA,VADAGAM,46,9,5568,160,971,6754,,,,,,,,
GUJARAT,BANASKANTHA,WAV,0,0,372,0,31,403,,,,,,,,
GUJARAT,BHARUCH,AMOD,11,2,1100,0,0,1113,,,,,,,,
GUJARAT,BHARUCH,ANKLESVAR,0,0,37,4,0,41,,,,,,,,
GUJARAT,BHARUCH,BHARUCH,2,0,341,0,601,944,,,,,,,,
GUJARAT,BHARUCH,HANSOT,0,0,146,23,0,169,,,,,,,,
GUJARAT,BHARUCH,JAMBUSAR,8,0,192,0,0,200,,,,,,,,
GUJARAT,BHARUCH,JHAGADIA,24,10,806,62,44,946,,,,,,,,
GUJARAT,BHARUCH,VAGRA,1,0,65,8,7,81,,,,,,,,
GUJARAT,BHARUCH,VALIA,12,12,1201,236,8,1469,,,,,,,,
GUJARAT,BHAVNAGAR,BHAVNAGAR,172,6,6886,0,0,7064,,,,,,,,
GUJARAT,BHAVNAGAR,BOTAD,1,0,5993,0,50,6044,,,,,,,,
GUJARAT,BHAVNAGAR,GADHADA,164,47,10162,5,2,10380,,,,,,,,
GUJARAT,BHAVNAGAR,GARIADHAR,71,0,5637,0,0,5708,,,,,,,,
GUJARAT,BHAVNAGAR,GHOGHA,1,0,7255,0,0,7256,,,,,,,,
GUJARAT,BHAVNAGAR,MAHUVA,0,0,25503,0,0,25503,,,,,,,,
GUJARAT,BHAVNAGAR,PALITANA,1328,1,10894,0,0,12223,,,,,,,,
GUJARAT,BHAVNAGAR,SIHOR,122,0,11418,12,5,11557,,,,,,,,
GUJARAT,BHAVNAGAR,TALAJA,0,0,22638,0,0,22638,,,,,,,,
GUJARAT,BHAVNAGAR,UMRALA,40,8,6549,0,0,6597,,,,,,,,
GUJARAT,BHAVNAGAR,VALLABHIPUR,0,0,3065,0,0,3065,,,,,,,,
GUJARAT,DAHOD,DEVGADH BARIA,7,4,6028,1,44,6084,,,,,,,,
GUJARAT,DAHOD,DHANPUR,4,2,2358,0,1,2365,,,,,,,,
GUJARAT,DAHOD,DOHAD,3,8,2661,7,265,2944,,,,,,,,
GUJARAT,DAHOD,FATEPURA,17,13,4846,3,1,4880,,,,,,,,
GUJARAT,DAHOD,GARBADA,6,4,1805,0,265,2080,,,,,,,,
GUJARAT,DAHOD,JHALOD,23,33,7519,9,94,7678,,,,,,,,
GUJARAT,DAHOD,LIMKHEDA,4,36,7949,0,0,7989,,,,,,,,
GUJARAT,DANG,DANG,0,16,495,1,1023,1535,,,,,,,,
GUJARAT,GANDHINAGAR,DEHGAM,0,0,3,0,0,3,,,,,,,,
GUJARAT,GANDHINAGAR,GANDHINAGAR,0,0,32,0,0,32,,,,,,,,
GUJARAT,JAMNAGAR,BHANVAD,0,0,9582,0,0,9582,,,,,,,,
GUJARAT,JAMNAGAR,DHROL,0,0,2992,0,0,2992,,,,,,,,
GUJARAT,JAMNAGAR,JAMJODHPUR,0,0,7731,0,0,7731,,,,,,,,
GUJARAT,JAMNAGAR,JAMNAGAR,0,0,11758,0,0,11758,,,,,,,,
GUJARAT,JAMNAGAR,JODIYA,0,0,1099,0,0,1099,,,,,,,,
GUJARAT,JAMNAGAR,KALAVAD,0,0,14415,0,0,14415,,,,,,,,
GUJARAT,JAMNAGAR,KALYANPUR,0,0,12600,0,0,12600,,,,,,,,
GUJARAT,JAMNAGAR,KHAMBHALIA,0,0,12437,0,0,12437,,,,,,,,
GUJARAT,JAMNAGAR,LALPUR,0,0,8914,0,0,8914,,,,,,,,
GUJARAT,JAMNAGAR,OKHA MANDAL,0,0,1743,0,0,1743,,,,,,,,
GUJARAT,JUNAGADH,BHESANA,3,4,3007,0,0,3014,,,,,,,,
GUJARAT,JUNAGADH,JUNAGADH,236,1,7864,0,0,8101,,,,,,,,
GUJARAT,JUNAGADH,KESHOD,158,4,10876,0,1,11039,,,,,,,,
GUJARAT,JUNAGADH,KODINAR,19,3,10125,0,47,10194,,,,,,,,
GUJARAT,JUNAGADH,MALIA,37,1,12125,0,0,12163,,,,,,,,
GUJARAT,JUNAGADH,MANAVADAR,37,2,12854,0,115,13008,,,,,,,,
GUJARAT,JUNAGADH,MANGROL,91,22,13714,0,41,13868,,,,,,,,
GUJARAT,JUNAGADH,MENDARDA,47,22,5818,5,79,5971,,,,,,,,
GUJARAT,JUNAGADH,PATAN-VERAVAL,84,13,10405,37,0,10539,,,,,,,,
GUJARAT,JUNAGADH,SUTRAPADA,20,0,5255,0,0,5275,,,,,,,,
GUJARAT,JUNAGADH,TALALA,4,4,7832,2,0,7842,,,,,,,,
GUJARAT,JUNAGADH,UNA,172,100,15344,1,0,15617,,,,,,,,
GUJARAT,JUNAGADH,VATHALI,9,1,7867,44,2,7923,,,,,,,,
GUJARAT,JUNAGADH,VISAVADAR,71,3,9483,0,1,9558,,,,,,,,
GUJARAT,KACHCHH,ABDASA,5,3,1527,1,173,1709,,,,,,,,
GUJARAT,KACHCHH,ANJAR,327,9,2496,75,422,3329,,,,,,,,
GUJARAT,KACHCHH,BHACHAU,3,0,1941,87,599,2630,,,,,,,,
GUJARAT,KACHCHH,BHUJ,24,3,2394,523,565,3509,,,,,,,,
GUJARAT,KACHCHH,GANDHIDHAM,8,0,197,0,8,213,,,,,,,,
GUJARAT,KACHCHH,LAKHPAT,3,0,390,13,160,566,,,,,,,,
GUJARAT,KACHCHH,MANDVI,31,32,3481,80,1005,4629,,,,,,,,
GUJARAT,KACHCHH,MUNDRA,213,6,2350,14,803,3386,,,,,,,,
GUJARAT,KACHCHH,NAKHATRANA,76,0,2880,475,696,4127,,,,,,,,
GUJARAT,KACHCHH,RAPAR,23,46,6048,20,291,6428,,,,,,,,
GUJARAT,KHEDA,BALASINOR,1,12,2715,100,20,2848,,,,,,,,
GUJARAT,KHEDA,KAPADVANJ,5,0,1213,0,1,1219,,,,,,,,
GUJARAT,KHEDA,KATHLAL,6,0,1320,319,1,1646,,,,,,,,
GUJARAT,KHEDA,KHEDA,0,0,319,0,0,319,,,,,,,,
GUJARAT,KHEDA,MAHUDHA,1,12,2262,79,20,2374,,,,,,,,
GUJARAT,KHEDA,MATAR,0,0,435,0,0,435,,,,,,,,
GUJARAT,KHEDA,MEHMEDABAD,9,0,1206,8,78,1301,,,,,,,,
GUJARAT,KHEDA,NADIAD,20,0,820,319,0,1159,,,,,,,,
GUJARAT,KHEDA,THASRA,33,1,2175,10,106,2325,,,,,,,,
GUJARAT,KHEDA,VIRPUR,2,21,2148,1,4,2176,,,,,,,,
GUJARAT,MEHSANA,BECHARAJI,0,0,2,0,0,2,,,,,,,,
GUJARAT,MEHSANA,KADI,338,2,703,9,30,1082,,,,,,,,
GUJARAT,MEHSANA,KHERALU,220,9,1402,599,97,2327,,,,,,,,
GUJARAT,MEHSANA,MEHSANA,35,1,45,20,14,115,,,,,,,,
GUJARAT,MEHSANA,SATLASANA,112,2,869,892,492,2367,,,,,,,,
GUJARAT,MEHSANA,UNJHA,1,0,0,37,0,38,,,,,,,,
GUJARAT,MEHSANA,VADNAGAR,27,1,1480,296,0,1804,,,,,,,,
GUJARAT,MEHSANA,VIJAPUR,0,0,15,2,0,17,,,,,,,,
GUJARAT,MEHSANA,VISNAGAR,1,1,55,0,14,71,,,,,,,,
GUJARAT,NARMADA,DEDIAPADA,5,26,554,3,345,933,,,,,,,,
GUJARAT,NARMADA,NANDOD,3,3,764,0,126,896,,,,,,,,
GUJARAT,NARMADA,SAGBARA,13,13,458,1,167,652,,,,,,,,
GUJARAT,NARMADA,TILAKWADA,1,0,281,0,9,291,,,,,,,,
GUJARAT,NAVSARI,BANSDA,7,15,3077,0,4,3103,,,,,,,,
GUJARAT,NAVSARI,CHIKHLI,22,14,4591,0,22,4649,,,,,,,,
GUJARAT,NAVSARI,GANDEVI,8,2,2111,0,3,2124,,,,,,,,
GUJARAT,NAVSARI,JALALPORE,49,2,1165,0,20,1236,,,,,,,,
GUJARAT,NAVSARI,NAVSARI,21,0,1670,0,2,1693,,,,,,,,
GUJARAT,PANCHMAHAL,GHOGHAMBA,6,5,3778,0,264,4053,,,,,,,,
GUJARAT,PANCHMAHAL,GODHRA,42,73,6801,5,35,6956,,,,,,,,
GUJARAT,PANCHMAHAL,HALOL,31,20,1688,183,7,1929,,,,,,,,
GUJARAT,PANCHMAHAL,JAMBUGHODA,2,1,1149,29,0,1181,,,,,,,,
GUJARAT,PANCHMAHAL,KADANA,16,14,3114,14,2,3160,,,,,,,,
GUJARAT,PANCHMAHAL,KALOL,29,22,758,676,75,1560,,,,,,,,
GUJARAT,PANCHMAHAL,KHANPUR,7,4,2340,0,4,2355,,,,,,,,
GUJARAT,PANCHMAHAL,LUNAWADA,46,22,4607,0,9,4684,,,,,,,,
GUJARAT,PANCHMAHAL,MORWAHADAF,16,2,5508,2,0,5528,,,,,,,,
GUJARAT,PANCHMAHAL,SANTRAMPUR,28,16,5899,0,140,6083,,,,,,,,
GUJARAT,PANCHMAHAL,SHEHERA,14,24,5999,0,911,6948,,,,,,,,
GUJARAT,PATAN,RADHANPUR,0,0,14,0,0,14,,,,,,,,
GUJARAT,PATAN,SAMI,0,0,20,0,0,20,,,,,,,,
GUJARAT,PATAN,SANTALPUR,0,0,6,0,0,6,,,,,,,,
GUJARAT,PATAN,SIDHPUR,0,0,52,0,0,52,,,,,,,,
GUJARAT,PORBANDAR,KUTIYANA,34,43,5773,0,4,5854,,,,,,,,
GUJARAT,PORBANDAR,PORBANDAR,237,0,11101,3,2,11343,,,,,,,,
GUJARAT,PORBANDAR,RANAVAV,7,2,5001,0,100,5110,,,,,,,,
GUJARAT,RAJKOT,DHORAJI,72,22,6976,318,78,7466,,,,,,,,
GUJARAT,RAJKOT,GONDAL,106,55,15290,307,73,15831,,,,,,,,
GUJARAT,RAJKOT,JAMKANDORNA,17,15,7273,790,11,8106,,,,,,,,
GUJARAT,RAJKOT,JASDAN,58,46,11061,2582,80,13827,,,,,,,,
GUJARAT,RAJKOT,JETPUR,22,20,8048,1152,20,9262,,,,,,,,
GUJARAT,RAJKOT,KOTADA SANGANI,4,5,1584,6,48,1647,,,,,,,,
GUJARAT,RAJKOT,LODHIKA,241,3,4464,127,81,4916,,,,,,,,
GUJARAT,RAJKOT,MALIYA,2,0,977,134,14,1127,,,,,,,,
GUJARAT,RAJKOT,MORVI,19,17,3759,761,294,4850,,,,,,,,
GUJARAT,RAJKOT,PADDHARI,1673,0,4019,100,0,5792,,,,,,,,
GUJARAT,RAJKOT,RAJKOT,170,7,5916,90,410,6593,,,,,,,,
GUJARAT,RAJKOT,TANKARA,137,10,5441,1053,60,6701,,,,,,,,
GUJARAT,RAJKOT,UPLETA,24,12,9036,540,1,9613,,,,,,,,
GUJARAT,RAJKOT,WANKANER,50,19,6178,1673,33,7953,,,,,,,,
GUJARAT,SABARKANTHA,BAYAD,34,3,5910,32,80,6059,,,,,,,,
GUJARAT,SABARKANTHA,BHILODA,204,100,9966,349,278,10897,,,,,,,,
GUJARAT,SABARKANTHA,DHANSURA,250,6,3370,393,226,4245,,,,,,,,
GUJARAT,SABARKANTHA,HIMATNAGAR,171,1,7962,2983,658,11775,,,,,,,,
GUJARAT,SABARKANTHA,IDAR,1224,0,4957,5974,47,12202,,,,,,,,
GUJARAT,SABARKANTHA,KHEDBRAHMA,54,37,7694,155,88,8028,,,,,,,,
GUJARAT,SABARKANTHA,MALPUR,11,59,5302,98,453,5923,,,,,,,,
GUJARAT,SABARKANTHA,MEGHRAJ,51,113,6012,66,999,7241,,,,,,,,
GUJARAT,SABARKANTHA,MODASA,82,1,3906,456,85,4530,,,,,,,,
GUJARAT,SABARKANTHA,PRANTIJ,44,1,2361,763,31,3200,,,,,,,,
GUJARAT,SABARKANTHA,TALOD,1,1,1276,611,10,1899,,,,,,,,
GUJARAT,SABARKANTHA,VADALI,43,0,4625,103,5,4776,,,,,,,,
GUJARAT,SABARKANTHA,VIJAYNAGAR,37,0,3633,23,19,3712,,,,,,,,
GUJARAT,SURAT,BARDOLI,30,0,1750,0,1,1781,,,,,,,,
GUJARAT,SURAT,CHORASI,37,0,1940,0,1,1978,,,,,,,,
GUJARAT,SURAT,KAMREJ,5,0,1497,0,0,1502,,,,,,,,
GUJARAT,SURAT,MAHUVA,136,15,1732,0,1,1884,,,,,,,,
GUJARAT,SURAT,MANDVI,2,18,2121,0,0,2141,,,,,,,,
GUJARAT,SURAT,MANGROL,24,1,666,0,11,702,,,,,,,,
GUJARAT,SURAT,NIZAR,0,1,1498,0,112,1611,,,,,,,,
GUJARAT,SURAT,OLPAD,8,3,1213,0,0,1224,,,,,,,,
GUJARAT,SURAT,PALSANA,1,0,843,0,0,844,,,,,,,,
GUJARAT,SURAT,SONGADH,19,12,2094,0,0,2125,,,,,,,,
GUJARAT,SURAT,UCHCHHAL,7,2,478,0,0,487,,,,,,,,
GUJARAT,SURAT,UMARPADA,6,2,440,1,0,449,,,,,,,,
GUJARAT,SURAT,VALOD,22,0,1053,0,0,1075,,,,,,,,
GUJARAT,SURAT,VYARA,3,1,3343,0,0,3347,,,,,,,,
GUJARAT,SURENDRANAGAR,CHOTILA,84,104,5406,200,28,5822,,,,,,,,
GUJARAT,SURENDRANAGAR,CHUDA,172,68,4218,27,1268,5753,,,,,,,,
GUJARAT,SURENDRANAGAR,DASADA,48,24,1446,5,396,1919,,,,,,,,
GUJARAT,SURENDRANAGAR,DHRANGADHRA,50,23,2620,6,687,3386,,,,,,,,
GUJARAT,SURENDRANAGAR,HALVAD,110,81,4780,139,427,5537,,,,,,,,
GUJARAT,SURENDRANAGAR,LAKHTAR,1,0,0,2,1594,1597,,,,,,,,
GUJARAT,SURENDRANAGAR,LIMDI,81,5,2048,67,750,2951,,,,,,,,
GUJARAT,SURENDRANAGAR,MULI,50,35,3826,371,70,4352,,,,,,,,
GUJARAT,SURENDRANAGAR,SAYLA,8,14,2323,96,15,2456,,,,,,,,
GUJARAT,SURENDRANAGAR,WADHWAN,26,19,2997,288,12,3342,,,,,,,,
GUJARAT,VADODARA,CHHOTA UDAIPUR,34,6,4688,1,53,4782,,,,,,,,
GUJARAT,VADODARA,DABHOI,0,0,154,344,10,508,,,,,,,,
GUJARAT,VADODARA,JETPUR  PAVI,51,15,5411,2,13,5492,,,,,,,,
GUJARAT,VADODARA,KARJAN,0,0,4,565,1,570,,,,,,,,
GUJARAT,VADODARA,KAVANT,0,0,2063,18,10,2091,,,,,,,,
GUJARAT,VADODARA,NASVADI,3,2,1877,57,25,1964,,,,,,,,
GUJARAT,VADODARA,PADARA,1,0,14,485,0,500,,,,,,,,
GUJARAT,VADODARA,SANKHEDA,17,3,1005,429,7,1461,,,,,,,,
GUJARAT,VADODARA,SAVLI,38,37,758,119,618,1570,,,,,,,,
GUJARAT,VADODARA,SINOR,0,0,16,46,0,62,,,,,,,,
GUJARAT,VADODARA,VADODARA,3,2,289,305,17,616,,,,,,,,
GUJARAT,VADODARA,VAGHODIA,9,5,397,44,34,489,,,,,,,,
GUJARAT,VALSAD,DHARMPUR,20,2,2036,1,785,2844,,,,,,,,
GUJARAT,VALSAD,KAPRADA,10,6,166,0,1329,1511,,,,,,,,
GUJARAT,VALSAD,PARDI,0,7,1331,1113,0,2451,,,,,,,,
GUJARAT,VALSAD,UMBERGAON,4,0,951,0,3,958,,,,,,,,
GUJARAT,VALSAD,VALSAD,10,12,1523,0,0,1545,,,,,,,,
HARYANA,AMBALA,AMBALA,1,0,72,0,0,73,,,,,,,,
HARYANA,AMBALA,BARARA,0,0,67,0,0,67,,,,,,,,
HARYANA,AMBALA,NARAINGARH,1,0,196,0,1,198,,,,,,,,
HARYANA,AMBALA,SHAHAZADPUR,0,0,9,0,0,9,,,,,,,,
HARYANA,BHIWANI,BADHRA,424,2,3,0,3,432,,,,,,,,
HARYANA,BHIWANI,BAWANI-KHERA,0,0,63,0,0,63,,,,,,,,
HARYANA,BHIWANI,BHIWANI,47,7,139,0,7,200,,,,,,,,
HARYANA,BHIWANI,DADRI-I,84,10,353,14,2,463,,,,,,,,
HARYANA,BHIWANI,DADRI-II,154,12,104,0,3,273,,,,,,,,
HARYANA,BHIWANI,KURU,12,0,1,0,0,13,,,,,,,,
HARYANA,BHIWANI,LOHARU,889,5,0,0,13,907,,,,,,,,
HARYANA,BHIWANI,SIWANI,531,11,51,0,2,595,,,,,,,,
HARYANA,BHIWANI,TOSHAM,34,4,71,0,0,109,,,,,,,,
HARYANA,FATEHABAD,FATEHABAD,0,0,29,0,0,29,,,,,,,,
HARYANA,FATEHABAD,TOHANA,0,0,38,0,0,38,,,,,,,,
HARYANA,GURGAON,FARUKH NAGAR,2,0,718,9,3,732,,,,,,,,
HARYANA,GURGAON,FEROZEPUR JHIRKA,6,0,686,1,68,761,,,,,,,,
HARYANA,GURGAON,GURGAON,35,1,221,2,63,322,,,,,,,,
HARYANA,GURGAON,NAGINA,4,22,32,335,144,537,,,,,,,,
HARYANA,GURGAON,NUH,7,0,2,12,1111,1132,,,,,,,,
HARYANA,GURGAON,PATAUDI,17,3,656,1,123,800,,,,,,,,
HARYANA,GURGAON,PUNHANA,0,0,130,14,217,361,,,,,,,,
HARYANA,GURGAON,SOHNA,6,1,127,6,330,470,,,,,,,,
HARYANA,GURGAON,TAORU,0,2,27,1,641,671,,,,,,,,
HARYANA,HISSAR,HISSAR-II,0,11,0,96,0,107,,,,,,,,
HARYANA,JHAJJAR,BAHADURGARH,14,3,471,20,0,508,,,,,,,,
HARYANA,JHAJJAR,BERI,0,0,42,0,0,42,,,,,,,,
HARYANA,JHAJJAR,JHAJJAR,5,3,351,0,48,407,,,,,,,,
HARYANA,JHAJJAR,MATANHAIL,36,4,292,0,0,332,,,,,,,,
HARYANA,JHAJJAR,SAHLAWAS,26,3,317,0,119,465,,,,,,,,
HARYANA,KAITHAL,GUHLA,8,0,113,0,0,121,,,,,,,,
HARYANA,KAITHAL,KAITHAL,3,1,324,2,19,349,,,,,,,,
HARYANA,KAITHAL,KALAYAT,0,0,95,0,1,96,,,,,,,,
HARYANA,KAITHAL,PUNDRI,2,1,178,0,0,181,,,,,,,,
HARYANA,KAITHAL,RAJOND,0,0,13,0,1,14,,,,,,,,
