-----
{
 "description": "The table refers to Block wise Culturable Command Area and Potential Created through Surface Flow Schemes. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.9.csv", 
 "title": "Download CSV for Blockwise Culturable Command Area and Potential Created through Surface Flow Schemes", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.9.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others
ANDHRA PRADESH,KARIMNAGAR,JAMMIKUNTA,3193,3038,675,0,0
ANDHRA PRADESH,KARIMNAGAR,JULAPALLE,615,512,297,0,0
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,2099,2064,944,0,0
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,1165,840,707,0,0
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,1934,1934,1909,0,0
ANDHRA PRADESH,KARIMNAGAR,KATARAM,2634,2634,539,0,0
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,1877,1598,1072,0,0
ANDHRA PRADESH,KARIMNAGAR,KESAVAPATNAM,1330,1329,664,0,0
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,938,938,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,1493,1493,1,0,0
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,1187,1187,1185,0,0
ANDHRA PRADESH,KARIMNAGAR,KORATLA,1690,1492,668,0,0
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,847,847,86,0,0
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,1718,1716,533,0,0
ANDHRA PRADESH,KARIMNAGAR,MALLAPUR,1085,1085,656,0,0
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,656,636,232,0,0
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,2388,2388,247,0,0
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,2470,2470,834,0,0
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,1812,1811,260,0,0
ANDHRA PRADESH,KARIMNAGAR,METPALLE,1675,1675,638,0,0
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,1216,1216,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MAHADEVPUR,3029,2949,880,0,0
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,1183,1183,121,0,0
ANDHRA PRADESH,KARIMNAGAR,ODELA,1450,1450,414,0,0
ANDHRA PRADESH,KARIMNAGAR,PEDDAPALLE,2195,2195,501,0,0
ANDHRA PRADESH,KARIMNAGAR,PEGADAPALLE,1907,1907,1907,0,0
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,1024,1024,37,0,0
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,1368,1368,138,0,0
ANDHRA PRADESH,KARIMNAGAR,RAMAGUNDAM,1267,1220,151,0,0
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,1905,1883,600,0,0
ANDHRA PRADESH,KARIMNAGAR,SARANGAPUR,725,698,370,0,0
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,1599,1599,0,0,0
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,1719,1719,1621,0,0
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,2103,2101,2024,0,0
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,962,960,769,0,0
ANDHRA PRADESH,KARIMNAGAR,VEENAVANKA,1972,1972,480,0,0
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,1125,1113,786,0,0
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,1148,1148,627,0,0
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,2077,1459,837,0,0
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,2324,2324,542,0,0
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,1956,1956,552,0,0
ANDHRA PRADESH,KHAMMAM,BAYYARAM,1237,1237,204,0,0
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,645,645,6,0,0
ANDHRA PRADESH,KHAMMAM,BONAKAL,891,891,83,0,0
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,585,585,0,0,0
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,2701,2701,152,0,0
ANDHRA PRADESH,KHAMMAM,CHERLA,631,631,12,0,0
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,1101,1101,42,0,0
ANDHRA PRADESH,KHAMMAM,CHINTUR,152,152,0,0,0
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,2594,2594,40,0,0
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,657,657,0,0,0
ANDHRA PRADESH,KHAMMAM,ENKURU,235,235,30,0,0
ANDHRA PRADESH,KHAMMAM,GARLA,1978,1978,354,0,0
ANDHRA PRADESH,KHAMMAM,GUNDALA,1113,1113,0,0,0
ANDHRA PRADESH,KHAMMAM,JULURPAD,544,544,0,0,0
ANDHRA PRADESH,KHAMMAM,KALLURU,1746,1746,142,0,0
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,2254,2254,223,0,0
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,1044,1044,67,0,0
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,1791,1791,129,0,0
ANDHRA PRADESH,KHAMMAM,KONIJERLA,729,729,272,0,0
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,1380,1380,0,0,0
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,430,430,0,0,0
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,129,129,0,0,0
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,985,985,51,0,0
ANDHRA PRADESH,KHAMMAM,MADHIRA,519,519,0,0,0
ANDHRA PRADESH,KHAMMAM,MANUGURU,1294,1294,421,0,0
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,1105,1105,144,0,0
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,1204,1204,109,0,0
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,1008,1008,202,0,0
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,406,406,0,0,0
ANDHRA PRADESH,KHAMMAM,PENUBALLI,2750,2750,700,0,0
ANDHRA PRADESH,KHAMMAM,PINAPAKA,3678,3678,263,0,0
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,3872,3872,660,0,0
ANDHRA PRADESH,KHAMMAM,SINGARENI,1688,1688,344,0,0
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,816,816,0,0,0
ANDHRA PRADESH,KHAMMAM,THALLADA,696,696,0,0,0
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,1716,1716,146,0,0
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,434,434,0,0,0
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,36,36,0,0,0
ANDHRA PRADESH,KHAMMAM,VEMSOOR,3096,3096,822,0,0
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,757,757,53,0,0
ANDHRA PRADESH,KHAMMAM,WAZEED,427,427,40,0,0
ANDHRA PRADESH,KHAMMAM,WYRA,155,155,0,0,0
ANDHRA PRADESH,KHAMMAM,YELLANDU,1377,1377,146,0,0
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,1283,1283,81,0,0
ANDHRA PRADESH,KRISHNA,A KONDURU,1622,1650,376,0,0
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,2386,2370,57,0,0
ANDHRA PRADESH,KRISHNA,BAPULAPADU,972,972,0,0,0
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,429,547,0,40,0
ANDHRA PRADESH,KRISHNA,CHATRAI,3579,4428,706,0,0
ANDHRA PRADESH,KRISHNA,G KONDURU,3088,2635,537,0,0
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,1812,1930,320,0,0
ANDHRA PRADESH,KRISHNA,GANNAVARAM,2791,3912,0,0,0
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,566,655,37,126,0
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,375,472,389,0,0
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,554,756,0,0,0
ANDHRA PRADESH,KRISHNA,MUSUNURU,2241,2310,125,0,0
ANDHRA PRADESH,KRISHNA,MYLAVARAM,2354,2654,342,0,0
ANDHRA PRADESH,KRISHNA,NANDIGAMA,290,465,0,0,0
ANDHRA PRADESH,KRISHNA,NUZVID,2582,2606,882,184,184
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,243,270,0,0,0
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,3375,3332,3031,0,0
ANDHRA PRADESH,KRISHNA,TIRUVURU,3307,3349,907,0,0
ANDHRA PRADESH,KRISHNA,UNGUTURU,43,43,0,0,0
ANDHRA PRADESH,KRISHNA,VATSAVAI,492,488,30,0,0
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,598,669,0,0,0
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,1053,1053,0,0,0
ANDHRA PRADESH,KRISHNA,VIJAYAWADA URBAN,5,5,0,0,0
ANDHRA PRADESH,KRISHNA,VISSANNAPET,3228,3487,353,0,0
ANDHRA PRADESH,KURNOOL,ADONI,309,309,40,0,0
ANDHRA PRADESH,KURNOOL,ALLAGADDA,126,126,0,0,0
ANDHRA PRADESH,KURNOOL,ALUR,145,122,23,0,0
ANDHRA PRADESH,KURNOOL,ASPARI,795,793,265,0,0
ANDHRA PRADESH,KURNOOL,ATMAKUR,1376,2555,0,0,0
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,251,251,1,0,0
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,1632,1672,186,0,0
ANDHRA PRADESH,KURNOOL,C.BELAGAL,203,203,203,0,0
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,156,156,0,0,0
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,500,171,329,0,0
ANDHRA PRADESH,KURNOOL,DHONE,654,672,0,0,0
ANDHRA PRADESH,KURNOOL,GADIVEMULA,128,128,0,0,0
ANDHRA PRADESH,KURNOOL,GONEGANDLA,77,77,0,0,0
ANDHRA PRADESH,KURNOOL,GUDUR,175,75,109,0,0
ANDHRA PRADESH,KURNOOL,HALAHARVI,256,33,223,0,0
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,240,240,0,0,0
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,376,965,965,0,0
ANDHRA PRADESH,KURNOOL,KALLUR,288,288,265,0,0
ANDHRA PRADESH,KURNOOL,KODUMUR,137,137,8,0,0
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,609,578,261,0,0
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,467,467,0,0,0
ANDHRA PRADESH,KURNOOL,KOWTHALAM,63,63,0,0,0
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,1310,1311,535,3,0
ANDHRA PRADESH,KURNOOL,KURNOOL,82,82,0,0,0
ANDHRA PRADESH,KURNOOL,MADDIKERA EAST,334,333,135,0,0
ANDHRA PRADESH,KURNOOL,MAHANANDI,674,674,215,0,0
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,104,100,4,0,0
ANDHRA PRADESH,KURNOOL,MIDTHUR,812,676,158,0,0
ANDHRA PRADESH,KURNOOL,NANDAVARAM,22,22,0,0,0
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,53,53,4,0,0
ANDHRA PRADESH,KURNOOL,ORVAKAL,234,280,95,0,0
ANDHRA PRADESH,KURNOOL,OWK,1430,1294,327,0,0
ANDHRA PRADESH,KURNOOL,PANYAM,656,576,0,0,236
ANDHRA PRADESH,KURNOOL,PEAPALLY,410,410,0,0,0
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,1021,1021,0,0,0
ANDHRA PRADESH,KURNOOL,SIRVEL,513,526,0,0,0
ANDHRA PRADESH,KURNOOL,TUGGALI,511,511,0,0,0
ANDHRA PRADESH,KURNOOL,UYYALAWADA,53,45,8,0,0
ANDHRA PRADESH,KURNOOL,VELDURTHI,925,545,611,0,0
ANDHRA PRADESH,KURNOOL,VELGODU,895,895,895,0,0
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,267,267,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,ADDAKAL,3035,3035,42,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,931,962,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,ALAMPUR,17,17,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,AMANGAL,645,567,178,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,AMRABAD,22,22,22,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,1163,1163,684,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,BALANAGAR,1400,1347,290,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,BALMOOR,843,843,563,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,BHOOTHPUR,1733,1741,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,BIJINAPALLE,1194,1189,147,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,BOMRASPETA,1910,1788,1092,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,CHINNA CHINTA KUNTA,1531,1930,300,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,DAMARAGIDDA,555,559,66,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,DHANWADA,1121,1236,91,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,DHARUR,1706,949,756,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,DOULATABAD,1135,638,731,5,0
ANDHRA PRADESH,MAHABOOBNAGAR,FAROOQNAGAR,120,120,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,685,679,557,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,GHANPUR,410,410,31,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,GOPALPETA,2432,2432,176,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,HANWADA,1039,1020,157,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,931,677,273,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,JADCHERLA,475,447,115,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KALWAKURTHY,1004,968,53,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KODAIR,1212,1058,249,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KODANGAL,1098,1098,667,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KOILKONDA,1447,1447,78,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KOLLAPUR,2244,2245,41,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KOSGI,1909,2,1907,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHAKOTA,2049,2233,503,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHUR,766,773,101,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MADDUR,1703,1653,692,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MADGUL,646,490,156,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,1390,1398,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MAHBUBNAGAR,564,518,103,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,1380,1381,431,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MALDAKAL,540,540,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,1,1,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MIDJIL,1724,1724,616,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,NAGAR KURNOOL,1993,2008,704,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,NARAYANPET,1069,789,330,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,NARVA,1827,1827,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,NAWABPET,1646,1526,169,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,PANGAL,1956,1997,266,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,PEBBAIR,856,684,326,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAKOTHAPALLE,95,95,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAMANDADI,2157,2157,223,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,TADOOR,796,693,20,6,103
ANDHRA PRADESH,MAHABOOBNAGAR,TALAKONDAPALLE,362,288,106,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,TELKAPALLE,1507,1507,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,312,313,0,20,0
ANDHRA PRADESH,MAHABOOBNAGAR,VANGOOR,335,292,83,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,VEEPANGANDLA,1155,1158,10,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,VELDANDA,919,601,319,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,WADDEPALLE,48,48,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,WANAPARTHY,1913,1886,600,0,0
ANDHRA PRADESH,MEDAK,ALLADURG,1103,937,541,0,0
ANDHRA PRADESH,MEDAK,ANDOLE,1751,1201,706,21,0
ANDHRA PRADESH,MEDAK,CHEGUNTA,2583,2583,195,0,0
ANDHRA PRADESH,MEDAK,CHINNA KODUR,513,848,194,0,0
ANDHRA PRADESH,MEDAK,DOULTABAD,2697,2599,749,24,0
ANDHRA PRADESH,MEDAK,DUBBAK,3266,3267,1148,0,0
ANDHRA PRADESH,MEDAK,GAJWEL,2215,2205,106,0,0
ANDHRA PRADESH,MEDAK,HATHNOORA,3113,3195,84,0,0
ANDHRA PRADESH,MEDAK,JAGDEVPUR,1303,1228,523,20,9
ANDHRA PRADESH,MEDAK,JHARASANGAM,1007,1007,100,69,0
ANDHRA PRADESH,MEDAK,JINNARAM,2664,2645,620,0,0
ANDHRA PRADESH,MEDAK,KALHER,1328,1328,0,0,0
ANDHRA PRADESH,MEDAK,KANGTI,1067,1067,29,0,0
ANDHRA PRADESH,MEDAK,KOHIR,58,57,43,12,0
ANDHRA PRADESH,MEDAK,KONDAPAK,2969,2943,2538,0,0
ANDHRA PRADESH,MEDAK,KONDAPUR,391,391,0,0,0
ANDHRA PRADESH,MEDAK,KOWDIPALLE,3335,3287,71,0,0
ANDHRA PRADESH,MEDAK,KULCHARAM,1608,1660,441,0,0
ANDHRA PRADESH,MEDAK,MEDAK,4083,4454,788,0,0
ANDHRA PRADESH,MEDAK,MIRDODDI,2965,2445,579,0,0
ANDHRA PRADESH,MEDAK,MULUG,1371,1372,0,0,0
ANDHRA PRADESH,MEDAK,MUNPALLE,74,74,24,0,0
ANDHRA PRADESH,MEDAK,NANGANUR,854,899,878,0,0
ANDHRA PRADESH,MEDAK,NARSAPUR,2086,2129,1269,0,0
ANDHRA PRADESH,MEDAK,PAPANNAPET,1993,1915,253,0,0
ANDHRA PRADESH,MEDAK,PATANCHERU,1600,1600,6,0,0
ANDHRA PRADESH,MEDAK,PULKAL,1571,1191,463,0,0
ANDHRA PRADESH,MEDAK,RAIKODE,159,159,26,0,0
ANDHRA PRADESH,MEDAK,RAMACHANDRAPURAM,234,255,58,0,0
ANDHRA PRADESH,MEDAK,RAMAYAMPET,2833,2833,114,0,0
ANDHRA PRADESH,MEDAK,REGODE,437,437,70,0,0
ANDHRA PRADESH,MEDAK,SADASIVPET,979,727,246,24,8
ANDHRA PRADESH,MEDAK,SANGAREDDY,2237,2234,245,0,0
ANDHRA PRADESH,MEDAK,SHANKARAMPET (A),1340,1340,0,0,0
ANDHRA PRADESH,MEDAK,SHANKARAMPET (R),2734,2734,531,0,0
ANDHRA PRADESH,MEDAK,SHIVAMPET,2241,2241,766,0,0
ANDHRA PRADESH,MEDAK,SIDDIPET,2888,2455,663,0,0
ANDHRA PRADESH,MEDAK,TEKMAL,161,160,7,0,0
ANDHRA PRADESH,MEDAK,TUPRAN,2288,2289,771,0,0
ANDHRA PRADESH,MEDAK,WARGAL,722,964,32,0,0
ANDHRA PRADESH,MEDAK,YELDURTHY,2960,2932,441,0,0
ANDHRA PRADESH,MEDAK,ZAHIRABAD,514,513,513,111,0
ANDHRA PRADESH,NALGONDA,ALAIR,1145,976,443,0,0
ANDHRA PRADESH,NALGONDA,ANUMULA,898,661,297,0,0
ANDHRA PRADESH,NALGONDA,ATMAKUR  (S),1771,1510,907,0,0
ANDHRA PRADESH,NALGONDA,ATMAKUR (M),1077,996,762,0,0
ANDHRA PRADESH,NALGONDA,BHUVANAGIRI,1873,1521,430,0,0
ANDHRA PRADESH,NALGONDA,BIBINAGAR,1540,1540,832,0,0
ANDHRA PRADESH,NALGONDA,BOMMALARAMARAM,600,616,146,0,0
ANDHRA PRADESH,NALGONDA,CHANDAM PET,398,398,0,0,0
ANDHRA PRADESH,NALGONDA,CHANDUR,661,636,59,0,0
ANDHRA PRADESH,NALGONDA,CHILKUR,781,734,734,0,0
ANDHRA PRADESH,NALGONDA,CHINTHA PALLE,721,721,721,0,0
ANDHRA PRADESH,NALGONDA,CHITYALA,929,931,0,0,0
ANDHRA PRADESH,NALGONDA,CHIVVEMLA,1151,884,448,0,0
ANDHRA PRADESH,NALGONDA,CHOUTUPPAL,915,620,318,0,0
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,316,648,538,0,0
ANDHRA PRADESH,NALGONDA,DEVARAKONDA,1140,1130,812,0,0
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,1308,1225,1010,0,0
ANDHRA PRADESH,NALGONDA,GUNDALA,1277,1277,1277,0,0
ANDHRA PRADESH,NALGONDA,GUNDLA PALLE,1326,1326,155,0,0
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,629,637,635,0,0
ANDHRA PRADESH,NALGONDA,JAJI REDDI GUDEM,1459,1459,1463,0,0
ANDHRA PRADESH,NALGONDA,KATTANGOOR,1718,1558,1347,0,0
ANDHRA PRADESH,NALGONDA,KETHEPALLE,737,737,0,0,0
ANDHRA PRADESH,NALGONDA,KODAD,877,877,660,0,0
ANDHRA PRADESH,NALGONDA,M TURKAPALLE,787,786,1,0,0
ANDHRA PRADESH,NALGONDA,MARRI GUDA,211,140,76,0,0
ANDHRA PRADESH,NALGONDA,MATTAMPALLE,877,876,418,0,0
ANDHRA PRADESH,NALGONDA,MELLACHERVU,631,320,312,0,0
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,959,901,533,86,0
ANDHRA PRADESH,NALGONDA,MOTHEY,416,416,166,0,0
ANDHRA PRADESH,NALGONDA,MOTHKUR,1819,1822,1766,0,0
ANDHRA PRADESH,NALGONDA,MUNAGALA,1663,1426,947,0,0
ANDHRA PRADESH,NALGONDA,MUNUGODE,1943,1944,567,0,0
ANDHRA PRADESH,NALGONDA,NADIGUDEM,1112,1035,597,0,0
ANDHRA PRADESH,NALGONDA,NAKREKAL,94,94,0,0,0
ANDHRA PRADESH,NALGONDA,NALGONDA,144,144,0,0,0
ANDHRA PRADESH,NALGONDA,NAMPALLE,1068,1072,198,0,0
ANDHRA PRADESH,NALGONDA,NARAYANAPUR,421,421,0,0,0
ANDHRA PRADESH,NALGONDA,NARKETPALLE,1330,1192,637,0,0
ANDHRA PRADESH,NALGONDA,NERED CHERLA,815,759,488,0,0
ANDHRA PRADESH,NALGONDA,NIDAMANUR,864,789,603,0,0
ANDHRA PRADESH,NALGONDA,NUTHANKAL,1295,1293,33,0,0
ANDHRA PRADESH,NALGONDA,PEDDA ADISERLAPALLE,874,874,0,0,0
ANDHRA PRADESH,NALGONDA,PEDDAVURA,1070,1030,169,0,0
ANDHRA PRADESH,NALGONDA,PENPAHAD,1061,1061,1061,0,0
ANDHRA PRADESH,NALGONDA,POCHAMPALLE,1761,1383,1312,0,0
ANDHRA PRADESH,NALGONDA,RAJAPET,624,409,215,0,0
ANDHRA PRADESH,NALGONDA,RAMANNAPETA,2154,2148,285,0,0
ANDHRA PRADESH,NALGONDA,SALIGOURARAM,2017,2017,2017,0,0
ANDHRA PRADESH,NALGONDA,SURYAPET,1102,1112,220,0,0
ANDHRA PRADESH,NALGONDA,THIPPARTHI,93,93,0,0,0
ANDHRA PRADESH,NALGONDA,THIRUMALAGIRI,799,837,0,0,0
ANDHRA PRADESH,NALGONDA,THRIPURARAM,370,370,365,0,0
ANDHRA PRADESH,NALGONDA,THUNGA THURTHI,1856,1743,377,273,0
ANDHRA PRADESH,NALGONDA,VALIGONDA,2875,2717,2698,0,0
ANDHRA PRADESH,NALGONDA,VEMULAPALLE,3,3,0,0,0
ANDHRA PRADESH,NALGONDA,YADAGIRIGUTTA,1121,1121,0,0,0
ANDHRA PRADESH,NELLORE,ALLUR,647,0,647,0,0
ANDHRA PRADESH,NELLORE,ANANTHASAGARAM,739,113,667,0,0
ANDHRA PRADESH,NELLORE,ANUMASAMUDRAMPETA,2456,0,2846,0,0
ANDHRA PRADESH,NELLORE,ATMAKUR,2927,913,3213,0,0
ANDHRA PRADESH,NELLORE,BALAYAPALLE,3815,80,3693,0,119
ANDHRA PRADESH,NELLORE,BUTCHIREDDIPALEM,32,32,18,0,0
ANDHRA PRADESH,NELLORE,CHEJERLA,617,12,726,0,0
ANDHRA PRADESH,NELLORE,CHILLAKUR,3521,417,3300,0,0
ANDHRA PRADESH,NELLORE,CHITTAMUR,5281,1161,4433,0,0
ANDHRA PRADESH,NELLORE,DAGADARTHI,3939,3003,936,0,0
ANDHRA PRADESH,NELLORE,DAKKILI,3748,0,3832,0,0
ANDHRA PRADESH,NELLORE,DORAVARISATRAM,6194,322,5924,0,0
ANDHRA PRADESH,NELLORE,DUTTALUR,1022,236,874,0,0
ANDHRA PRADESH,NELLORE,GUDUR,2479,251,2479,0,0
ANDHRA PRADESH,NELLORE,JALADANKI,2722,0,2722,0,0
ANDHRA PRADESH,NELLORE,KALIGIRI,2802,979,1951,0,0
ANDHRA PRADESH,NELLORE,KALUVOYA,1741,156,1725,0,0
ANDHRA PRADESH,NELLORE,KAVALI,4996,3409,2440,0,0
ANDHRA PRADESH,NELLORE,KONDAPURAM,4365,340,4530,0,0
ANDHRA PRADESH,NELLORE,KOTA,2846,2,2844,0,0
ANDHRA PRADESH,NELLORE,MANUBOLU,287,0,307,0,0
ANDHRA PRADESH,NELLORE,MARRIPADU,111,114,2,0,0
ANDHRA PRADESH,NELLORE,NAIDUPETA,3015,91,3026,0,0
ANDHRA PRADESH,NELLORE,NELLORE,884,284,601,0,0
ANDHRA PRADESH,NELLORE,OJILI,3590,1164,3511,0,0
ANDHRA PRADESH,NELLORE,PELLAKUR,5041,0,5041,0,0
ANDHRA PRADESH,NELLORE,PODLAKUR,3218,0,3218,0,0
ANDHRA PRADESH,NELLORE,RAPUR,2406,4,2402,0,0
ANDHRA PRADESH,NELLORE,SANGAM,3206,1,3205,0,0
ANDHRA PRADESH,NELLORE,SEETHARAMAPURAM,1327,0,1327,0,0
ANDHRA PRADESH,NELLORE,SULLURPETA,3521,3,3662,0,0
ANDHRA PRADESH,NELLORE,SYDAPURAM,1617,232,1573,7,0
ANDHRA PRADESH,NELLORE,TADA,2409,24,2388,0,0
ANDHRA PRADESH,NELLORE,UDAYAGIRI,1262,2,1260,0,0
ANDHRA PRADESH,NELLORE,VAKADU,3159,1,3161,0,0
ANDHRA PRADESH,NELLORE,VARIKUNTAPADU,979,0,979,0,0
