-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to major/medium projects and  average pumping hours . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.11.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to major/medium projects and  Average Pumping Hours for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.11.csv"
}
-----
State,District,Block,On the Maj/Med,Outside Command,Total,Avg pumping hours (0-4),Avg pumping hours (4 - 8),Avg pumping hours (8-12),Avg pumping hours (12 -16),Avg pumping hours (16 - 20),Avg pumping hours (20 - 24),Total
MADHYA PRADESH,RAJNANDGAON,DOMGARGARH,0,6,6,0,0,1,5,0,0,6
MADHYA PRADESH,RAJNANDGAON,DONGARGAON,1,128,129,47,5,4,72,1,0,129
MADHYA PRADESH,RAJNANDGAON,KHALRAGARH,0,16,16,1,6,8,0,1,0,16
MADHYA PRADESH,RAJNANDGAON,SAHASPURLOHARA,0,72,72,15,11,24,10,12,0,72
MADHYA PRADESH,RATLAM,ALOT,20,268,288,20,196,63,5,4,0,288
MADHYA PRADESH,RATLAM,BAJNA,0,2,2,0,2,0,0,0,0,2
MADHYA PRADESH,RATLAM,JAWRA,0,80,80,0,1,7,72,0,0,80
MADHYA PRADESH,RATLAM,PIPLODA,0,705,705,13,13,17,567,95,0,705
MADHYA PRADESH,RATLAM,RATLAM,2,2977,2979,16,208,1560,1083,110,2,2979
MADHYA PRADESH,RATLAM,SAILANA,0,13,13,0,4,3,0,6,0,13
MADHYA PRADESH,REWA,GANGEO,0,7,7,5,2,0,0,0,0,7
MADHYA PRADESH,REWA,HANUMANA,0,1,1,0,1,0,0,0,0,1
MADHYA PRADESH,REWA,MAUGANJ,3,90,93,2,4,48,8,31,0,93
MADHYA PRADESH,REWA,RAIPUR,1,447,448,5,316,103,24,0,0,448
MADHYA PRADESH,REWA,REWA,0,360,360,0,33,133,30,164,0,360
MADHYA PRADESH,REWA,SIRMAUR,0,260,260,2,203,3,52,0,0,260
MADHYA PRADESH,REWA,TYONTHAR,0,1,1,0,0,1,0,0,0,1
MADHYA PRADESH,SAGAR,BANDA,0,61,61,3,58,0,0,0,0,61
MADHYA PRADESH,SAGAR,BEENA,0,305,305,27,26,0,244,8,0,305
MADHYA PRADESH,SAGAR,DEORI,0,241,241,0,0,177,64,0,0,241
MADHYA PRADESH,SAGAR,JAISINAGAR,0,5,5,0,5,0,0,0,0,5
MADHYA PRADESH,SAGAR,KESALI,0,8,8,0,0,3,0,1,4,8
MADHYA PRADESH,SAGAR,KHURAI,0,191,191,11,150,30,0,0,0,191
MADHYA PRADESH,SAGAR,MALTHON,0,4,4,3,1,0,0,0,0,4
MADHYA PRADESH,SAGAR,RAHATGARH,0,20,20,4,10,1,2,3,0,20
MADHYA PRADESH,SAGAR,REHALI,0,541,541,0,119,273,149,0,0,541
MADHYA PRADESH,SAGAR,SAGAR,0,178,178,22,154,1,1,0,0,178
MADHYA PRADESH,SATNA,AMARPATAN,1,464,465,18,314,98,16,19,0,465
MADHYA PRADESH,SATNA,CHITRAKOOT,0,9,9,1,8,0,0,0,0,9
MADHYA PRADESH,SATNA,MAIHAR,0,96,96,9,44,22,21,0,0,96
MADHYA PRADESH,SATNA,NAGOD,0,215,215,3,25,138,16,33,0,215
MADHYA PRADESH,SATNA,RAMNAGAR,5,7,12,0,2,5,5,0,0,12
MADHYA PRADESH,SATNA,RAMPUR,62,1406,1468,172,835,385,76,0,0,1468
MADHYA PRADESH,SATNA,SATNA,0,229,229,2,161,62,1,3,0,229
MADHYA PRADESH,SATNA,UNCHEHARA,0,103,103,28,10,61,3,1,0,103
MADHYA PRADESH,SEHORE,AASHTA,68,3519,3587,42,1701,1607,169,68,0,3587
MADHYA PRADESH,SEHORE,BUDANI,13,63,76,0,63,13,0,0,0,76
MADHYA PRADESH,SEHORE,ICHHAWER,2,236,238,2,211,24,0,1,0,238
MADHYA PRADESH,SEHORE,NASRULLAHGANJ,0,47,47,0,39,7,1,0,0,47
MADHYA PRADESH,SEHORE,SIHORE,2,1694,1696,210,1098,388,0,0,0,1696
MADHYA PRADESH,SEONI,BARGHAT,0,1,1,0,0,0,0,0,1,1
MADHYA PRADESH,SEONI,CHHAPARA,0,5,5,0,4,1,0,0,0,5
MADHYA PRADESH,SEONI,KAHANAPUS,0,22,22,1,0,21,0,0,0,22
MADHYA PRADESH,SEONI,KURAI,0,6,6,0,6,0,0,0,0,6
MADHYA PRADESH,SEONI,LAKHNADAUN,0,3,3,0,3,0,0,0,0,3
MADHYA PRADESH,SEONI,SEONI,0,3,3,0,0,0,1,2,0,3
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,0,11,11,5,6,0,0,0,0,11
MADHYA PRADESH,SHAHDOL,JAITAHARI,0,1,1,0,0,0,1,0,0,1
MADHYA PRADESH,SHAHDOL,MANPUR,0,9,9,0,2,3,1,3,0,9
MADHYA PRADESH,SHAHDOL,PALEE-1,0,8,8,0,0,2,6,0,0,8
MADHYA PRADESH,SHAHDOL,SOHAGPUR,0,16,16,3,12,0,0,1,0,16
MADHYA PRADESH,SHAHDOL,UMARIYA,0,20,20,0,6,3,0,6,5,20
MADHYA PRADESH,SHAJAPUR,AGAR,0,134,134,3,67,57,7,0,0,134
MADHYA PRADESH,SHAJAPUR,BAROD,4,9,13,1,10,2,0,0,0,13
MADHYA PRADESH,SHAJAPUR,KALAPIPALMANDI,18,1058,1076,134,610,259,73,0,0,1076
MADHYA PRADESH,SHAJAPUR,MOMANBARODIYA,0,792,792,19,58,406,309,0,0,792
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,23,299,322,6,84,166,66,0,0,322
MADHYA PRADESH,SHAJAPUR,SUJALPUR,2,766,768,1,276,269,222,0,0,768
MADHYA PRADESH,SHAJAPUR,SUSNER,0,2,2,0,2,0,0,0,0,2
MADHYA PRADESH,SHIVPURI,BADARWAS,0,85,85,9,76,0,0,0,0,85
MADHYA PRADESH,SHIVPURI,KARERA,0,4,4,0,4,0,0,0,0,4
MADHYA PRADESH,SHIVPURI,KOLARAS,0,41,41,27,14,0,0,0,0,41
MADHYA PRADESH,SHIVPURI,POHARI,0,48,48,48,0,0,0,0,0,48
MADHYA PRADESH,SHIVPURI,SHIVPURI,0,59,59,10,19,14,0,16,0,59
MADHYA PRADESH,SIDHI,BAIDHAN,0,4,4,0,3,0,1,0,0,4
MADHYA PRADESH,SIDHI,CHITRANGI,0,8,8,5,3,0,0,0,0,8
MADHYA PRADESH,SIDHI,RAMPURNEKIN,0,98,98,3,20,66,8,1,0,98
MADHYA PRADESH,SIDHI,SIDHI,0,68,68,0,2,46,20,0,0,68
MADHYA PRADESH,SIDHI,SIHAWAL,1,155,156,5,111,35,3,2,0,156
MADHYA PRADESH,SURGUJA,AMBIKAPUR,0,1,1,0,1,0,0,0,0,1
MADHYA PRADESH,SURGUJA,MAINPAT,0,17,17,0,16,0,0,1,0,17
MADHYA PRADESH,TIKAMGARH,JATARA,0,255,255,137,118,0,0,0,0,255
MADHYA PRADESH,TIKAMGARH,NIWARI,0,131,131,131,0,0,0,0,0,131
MADHYA PRADESH,TIKAMGARH,PALERA,0,438,438,296,142,0,0,0,0,438
MADHYA PRADESH,TIKAMGARH,PRITHWIPUR,0,9,9,9,0,0,0,0,0,9
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,0,64,64,1,53,10,0,0,0,64
MADHYA PRADESH,UJJAIN,BADNAGAR,113,7678,7791,170,965,5188,1468,0,0,7791
MADHYA PRADESH,UJJAIN,GHATIYA,2,849,851,4,169,379,299,0,0,851
MADHYA PRADESH,UJJAIN,KHACHRAUD,94,1905,1999,37,958,504,500,0,0,1999
MADHYA PRADESH,UJJAIN,MAHIDPUR,2,684,686,4,297,281,104,0,0,686
MADHYA PRADESH,UJJAIN,TARANA,12,987,999,6,200,450,343,0,0,999
MADHYA PRADESH,UJJAIN,UJJAIN,0,4766,4766,19,2591,1618,538,0,0,4766
MADHYA PRADESH,VIDISHA,BASODA,20,377,397,14,193,114,61,15,0,397
MADHYA PRADESH,VIDISHA,GYARASPUR,6,206,212,11,141,25,18,17,0,212
MADHYA PRADESH,VIDISHA,KURWAI,0,407,407,42,103,257,5,0,0,407
MADHYA PRADESH,VIDISHA,LATERI,1,7,8,1,6,0,1,0,0,8
MADHYA PRADESH,VIDISHA,NATERAN,0,159,159,4,16,11,128,0,0,159
MADHYA PRADESH,VIDISHA,SIRONJ,0,184,184,115,49,20,0,0,0,184
MADHYA PRADESH,VIDISHA,VIDISHA,70,1137,1207,5,431,573,197,1,0,1207
MANIPUR,BISHNUPUR,BISHNUPUR,0,1,1,0,1,0,0,0,0,1
MANIPUR,BISHNUPUR,MOIRANG,0,2,2,0,2,0,0,0,0,2
MANIPUR,CHURACHANDPUR,CHURACHANDPUR,0,2,2,0,2,0,0,0,0,2
MANIPUR,IMPHAL,HAORANGSABAL(I-W),0,4,4,0,4,0,0,0,0,4
MANIPUR,IMPHAL,IRILBUNG(IMPHAL-E),0,1,1,0,1,0,0,0,0,1
MANIPUR,IMPHAL,SWOMBUNG(IMPHAL-E),0,4,4,0,4,0,0,0,0,4
MANIPUR,SENAPATI,KANGPOKPI,0,3,3,0,3,0,0,0,0,3
MANIPUR,THOUBAL,KAKCHING,0,12,12,0,12,0,0,0,0,12
MANIPUR,THOUBAL,THOUBAL,0,7,7,0,7,0,0,0,0,7
MEGHALAYA,WEST GARO HILLS,BETASING,95,12,107,42,65,0,0,0,0,107
MEGHALAYA,WEST GARO HILLS,ZIKZAK,2,0,2,2,0,0,0,0,0,2
MEGHALAYA,WEST KHASI HILLS,MAIRANG,0,1,1,1,0,0,0,0,0,1
NAGALAND,KOHIMA,MEDZIPHEMA,0,6,6,0,6,0,0,0,0,6
ORISSA,ANGUL,ANUGUL,0,1,1,1,0,0,0,0,0,1
ORISSA,ANGUL,KISONAGAR,0,1,1,0,1,0,0,0,0,1
ORISSA,BALASORE,BAHANAGA,0,670,670,245,393,32,0,0,0,670
ORISSA,BALASORE,BALASORE,0,148,148,24,86,26,8,4,0,148
ORISSA,BALASORE,BALIPAL,1,742,743,284,366,83,3,7,0,743
ORISSA,BALASORE,BASTA,0,1020,1020,525,301,184,10,0,0,1020
ORISSA,BALASORE,BHOGARAI,1,1870,1871,472,781,522,79,17,0,1871
ORISSA,BALASORE,JALESWAR,0,944,944,212,408,232,63,29,0,944
ORISSA,BALASORE,JILGIRI,0,36,36,14,12,10,0,0,0,36
ORISSA,BALASORE,KHAIRA,66,370,436,364,70,2,0,0,0,436
ORISSA,BALASORE,OUPADA,0,29,29,10,16,3,0,0,0,29
ORISSA,BALASORE,REMUNA,1,315,316,102,148,40,21,5,0,316
ORISSA,BALASORE,SIMULIA,220,146,366,136,197,33,0,0,0,366
ORISSA,BALASORE,SORO,0,310,310,162,117,30,1,0,0,310
ORISSA,BARAGARH,AMBABHANA,0,60,60,5,12,15,15,13,0,60
ORISSA,BARAGARH,ATABIRA,3,1,4,3,1,0,0,0,0,4
ORISSA,BARAGARH,BARAGARH,4,2,6,5,0,1,0,0,0,6
ORISSA,BARAGARH,BARAPALI,0,4,4,0,1,1,2,0,0,4
ORISSA,BARAGARH,BHATALI,4,71,75,10,30,22,3,4,6,75
ORISSA,BARAGARH,JHARABANDHA,0,1,1,1,0,0,0,0,0,1
ORISSA,BARAGARH,PADMAPUR,0,3,3,2,1,0,0,0,0,3
ORISSA,BARAGARH,PAIKMAL,0,2,2,1,1,0,0,0,0,2
ORISSA,BARAGARH,SOHELA,0,35,35,5,11,19,0,0,0,35
ORISSA,BHADRAK,BASUDEVPUR,40,355,395,205,159,28,0,3,0,395
ORISSA,BHADRAK,BHADRAK,103,146,249,86,139,21,2,1,0,249
ORISSA,BHADRAK,BHANDARIPOKHARI,101,34,135,62,68,5,0,0,0,135
ORISSA,BHADRAK,BONTH,69,88,157,57,84,15,0,1,0,157
ORISSA,BHADRAK,DHAMANAGAR,47,148,195,35,113,45,2,0,0,195
ORISSA,BHADRAK,TIHIDI,2,123,125,63,59,3,0,0,0,125
ORISSA,BOLANGIR,AGALPUR,0,9,9,9,0,0,0,0,0,9
ORISSA,BOLANGIR,BALANGIR,0,1,1,0,0,1,0,0,0,1
ORISSA,BOLANGIR,BONGOMUNDA,0,3,3,1,0,2,0,0,0,3
ORISSA,BOLANGIR,TUREKELA,0,4,4,0,4,0,0,0,0,4
ORISSA,CUTTACK,ATHGARH,0,1,1,0,1,0,0,0,0,1
ORISSA,CUTTACK,BARANGA,72,103,175,68,100,7,0,0,0,175
ORISSA,CUTTACK,CUTTACK(SADAR),20,281,301,226,75,0,0,0,0,301
ORISSA,CUTTACK,KANTAPARA,74,213,287,135,135,17,0,0,0,287
ORISSA,CUTTACK,MAHANGA,61,41,102,63,30,9,0,0,0,102
ORISSA,CUTTACK,NIALI,145,188,333,124,197,10,2,0,0,333
ORISSA,CUTTACK,NISCHINTAKOILI,119,227,346,220,120,6,0,0,0,346
ORISSA,CUTTACK,SALIPUR,97,60,157,50,94,13,0,0,0,157
ORISSA,CUTTACK,TANGI-CHOUDWAR,0,11,11,10,0,1,0,0,0,11
ORISSA,GAJAPATI,GUMMA,0,1,1,1,0,0,0,0,0,1
ORISSA,GAJAPATI,PARALAKHEMUNDI,0,83,83,6,42,12,20,0,3,83
ORISSA,GAJAPATI,RAYAGADA,0,3,3,3,0,0,0,0,0,3
ORISSA,GANJAM,ASKA,20,99,119,37,20,49,4,9,0,119
ORISSA,GANJAM,BELAGUNTHA,18,23,41,13,20,8,0,0,0,41
ORISSA,GANJAM,BHANJANAGAR,9,19,28,27,1,0,0,0,0,28
ORISSA,GANJAM,CHATRAPUR,54,63,117,101,16,0,0,0,0,117
ORISSA,GANJAM,CHIKITI,21,50,71,31,31,5,0,1,3,71
ORISSA,GANJAM,DHARAKOT,3,29,32,12,1,14,4,1,0,32
ORISSA,GANJAM,DIGAPAHANDI,2,79,81,24,45,12,0,0,0,81
ORISSA,GANJAM,GANJAM,11,28,39,24,7,8,0,0,0,39
ORISSA,GANJAM,HINJILIKUT,50,41,91,70,21,0,0,0,0,91
ORISSA,GANJAM,J.N.PRASAD,1,21,22,15,5,2,0,0,0,22
ORISSA,GANJAM,K.KHANDI,0,1,1,0,1,0,0,0,0,1
ORISSA,GANJAM,K.S.NAGAR,0,13,13,1,12,0,0,0,0,13
ORISSA,GANJAM,P.PUR,17,94,111,17,91,3,0,0,0,111
ORISSA,GANJAM,PATRAPUR,2,31,33,3,23,7,0,0,0,33
ORISSA,GANJAM,POLASARA,1,9,10,7,3,0,0,0,0,10
ORISSA,GANJAM,R.LUNDA,6,0,6,6,0,0,0,0,0,6
ORISSA,GANJAM,S.KHEMUNDI,8,15,23,9,8,3,0,0,3,23
ORISSA,GANJAM,SHERAGADA,9,38,47,8,39,0,0,0,0,47
ORISSA,GANJAM,SORADA,0,14,14,1,13,0,0,0,0,14
ORISSA,JAGATSINGHPUR,BALIKUDA,42,186,228,162,65,1,0,0,0,228
ORISSA,JAGATSINGHPUR,BIRIDI,90,96,186,155,31,0,0,0,0,186
ORISSA,JAGATSINGHPUR,ERASAMA,0,14,14,14,0,0,0,0,0,14
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,104,205,309,130,159,18,2,0,0,309
ORISSA,JAGATSINGHPUR,KUNJANG,8,7,15,10,5,0,0,0,0,15
ORISSA,JAGATSINGHPUR,NAUGAON,10,161,171,59,112,0,0,0,0,171
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,139,182,321,298,23,0,0,0,0,321
ORISSA,JAGATSINGHPUR,TRITOL,110,222,332,128,193,11,0,0,0,332
ORISSA,JAJPUR,BARACHAN,0,17,17,10,6,1,0,0,0,17
ORISSA,JAJPUR,BARI,0,224,224,46,177,1,0,0,0,224
ORISSA,JAJPUR,BINJHARPUR,103,234,337,32,175,130,0,0,0,337
ORISSA,JAJPUR,DANAGADI,1,8,9,0,9,0,0,0,0,9
ORISSA,JAJPUR,DASARATHPUR,124,43,167,32,126,8,1,0,0,167
ORISSA,JAJPUR,DHARAMASALA,7,77,84,27,45,12,0,0,0,84
ORISSA,JAJPUR,JAJPUR,60,269,329,197,125,7,0,0,0,329
ORISSA,JAJPUR,KOREI,0,46,46,0,46,0,0,0,0,46
ORISSA,JAJPUR,RASULPUR,0,112,112,2,110,0,0,0,0,112
ORISSA,JHARSUGUDA,LAIKERA,0,9,9,9,0,0,0,0,0,9
ORISSA,KALAHANDI,BHABANI PATANA,0,1,1,1,0,0,0,0,0,1
ORISSA,KALAHANDI,JUNAGARH,0,6,6,4,2,0,0,0,0,6
ORISSA,KALAHANDI,KALAMPUR,1,2,3,3,0,0,0,0,0,3
ORISSA,KENDRAPARA,AUL,0,15,15,2,13,0,0,0,0,15
ORISSA,KENDRAPARA,DERABISI,107,60,167,116,50,1,0,0,0,167
ORISSA,KENDRAPARA,GARADPUR,31,169,200,160,40,0,0,0,0,200
ORISSA,KENDRAPARA,KENDRAPARA,0,8,8,3,3,1,1,0,0,8
ORISSA,KENDRAPARA,MAHAKALAPADA,0,4,4,1,3,0,0,0,0,4
ORISSA,KENDRAPARA,MARSAGHAI,6,4,10,4,6,0,0,0,0,10
ORISSA,KENDRAPARA,PATAMUNDAI,19,162,181,49,121,11,0,0,0,181
ORISSA,KEONJHAR,ANANDAPUR,0,31,31,6,19,5,1,0,0,31
ORISSA,KEONJHAR,GHASIPURA,0,4,4,4,0,0,0,0,0,4
ORISSA,KEONJHAR,HATADIHI,5,80,85,25,51,5,4,0,0,85
ORISSA,KEONJHAR,SADAR,0,2,2,2,0,0,0,0,0,2
ORISSA,KHURDA,BALIANTA,42,137,179,72,100,5,0,1,1,179
ORISSA,KHURDA,BALIPATANA,9,152,161,48,96,15,2,0,0,161
ORISSA,KHURDA,BHUBANESWAR,0,15,15,6,9,0,0,0,0,15
ORISSA,KORAPUT,KORAPUT,0,1,1,1,0,0,0,0,0,1
ORISSA,KORAPUT,KOTAPAD,0,1,1,1,0,0,0,0,0,1
ORISSA,MAYURBHANJ,BARIPADA,0,12,12,5,6,1,0,0,0,12
ORISSA,MAYURBHANJ,BARSAHI,0,83,83,51,28,4,0,0,0,83
ORISSA,MAYURBHANJ,BETANATI,0,66,66,20,37,6,3,0,0,66
ORISSA,MAYURBHANJ,GOPABANDHU NAGAR,0,1,1,1,0,0,0,0,0,1
ORISSA,MAYURBHANJ,KARANJIA,0,5,5,5,0,0,0,0,0,5
ORISSA,MAYURBHANJ,KULIANA,0,4,4,1,3,0,0,0,0,4
ORISSA,MAYURBHANJ,MORADA,0,19,19,0,8,9,2,0,0,19
ORISSA,MAYURBHANJ,RASGOVINDPUR,0,13,13,3,7,2,0,1,0,13
ORISSA,MAYURBHANJ,SAMAKHUNTA,1,0,1,1,0,0,0,0,0,1
ORISSA,MAYURBHANJ,SARASKANA,0,12,12,2,2,8,0,0,0,12
ORISSA,MAYURBHANJ,SULIAPADA,0,41,41,5,31,5,0,0,0,41
ORISSA,NAYAGARH,BHAPUR,0,3,3,0,1,2,0,0,0,3
ORISSA,NAYAGARH,KHANDAPADA,0,35,35,4,28,3,0,0,0,35
ORISSA,NAYAGARH,NAYAGARH,1,145,146,56,72,15,3,0,0,146
ORISSA,NAYAGARH,NUAGAON,0,5,5,4,1,0,0,0,0,5
ORISSA,NAYAGARH,ODOGAON,44,14,58,2,14,42,0,0,0,58
ORISSA,NUAPADA,BODEN,0,1,1,1,0,0,0,0,0,1
ORISSA,NUAPADA,NUAPARA,0,3,3,1,2,0,0,0,0,3
ORISSA,PURI,ASTARANG,1,203,204,184,20,0,0,0,0,204
ORISSA,PURI,BRAHMAGIRI,0,40,40,24,15,0,0,0,1,40
ORISSA,PURI,DELANG,22,94,116,16,92,5,2,1,0,116
ORISSA,PURI,GOP,105,312,417,103,225,75,12,2,0,417
ORISSA,PURI,KAKATPUR,1,406,407,344,63,0,0,0,0,407
ORISSA,PURI,KANAS,1,3,4,0,3,1,0,0,0,4
ORISSA,PURI,KRISHNAPRASAD,0,39,39,13,26,0,0,0,0,39
ORISSA,PURI,NIMAPARA,78,447,525,323,154,43,5,0,0,525
ORISSA,PURI,PIPILI,145,223,368,177,186,5,0,0,0,368
ORISSA,PURI,PURISADAR,2,81,83,33,37,13,0,0,0,83
ORISSA,PURI,SATYABADI,8,13,21,6,14,1,0,0,0,21
ORISSA,RAYAGADA,GUDARI,0,56,56,11,44,1,0,0,0,56
ORISSA,RAYAGADA,GUNUPUR,0,73,73,2,23,6,42,0,0,73
ORISSA,RAYAGADA,KOUNARA,0,4,4,2,2,0,0,0,0,4
ORISSA,RAYAGADA,MUNIGUDA,0,2,2,0,2,0,0,0,0,2
ORISSA,RAYAGADA,PADAMPUR,0,55,55,26,29,0,0,0,0,55
ORISSA,RAYAGADA,RAMANGUDA,0,109,109,17,2,2,88,0,0,109
ORISSA,RAYAGADA,RAYAGADA,1,19,20,0,17,3,0,0,0,20
ORISSA,SAMBALPUR,DHANKAUDA,0,2,2,2,0,0,0,0,0,2
ORISSA,SONEPUR,DUNGURIPALLI,1,0,1,0,1,0,0,0,0,1
ORISSA,SONEPUR,ULUNDA,0,1,1,1,0,0,0,0,0,1
ORISSA,SUNDARGARH,BISRA,0,1,1,1,0,0,0,0,0,1
ORISSA,SUNDARGARH,KUARMUNDA,0,2,2,2,0,0,0,0,0,2
PUNJAB,AMRITSAR,AJNALA,4298,6481,10779,92,2472,6578,1539,95,3,10779
PUNJAB,AMRITSAR,BHIKHIWIND,3080,1973,5053,8,244,4801,0,0,0,5053
PUNJAB,AMRITSAR,CHOGAWAN,4796,6413,11209,225,2955,7811,154,59,5,11209
PUNJAB,AMRITSAR,CHOHLA SAHIB,1920,1958,3878,113,1027,2735,3,0,0,3878
PUNJAB,AMRITSAR,GANDI WIND,2811,4494,7305,163,2232,4502,397,6,5,7305
PUNJAB,AMRITSAR,JANDIALA GURU,1180,3801,4981,181,1122,3674,4,0,0,4981
PUNJAB,AMRITSAR,KHANDOOR SAHIB,2317,4077,6394,247,1324,4814,8,0,1,6394
PUNJAB,AMRITSAR,MAJITHA,3268,2618,5886,293,2877,2705,8,0,3,5886
PUNJAB,AMRITSAR,NAUSHERA PANUWAN,2626,1557,4183,148,1086,2944,1,0,4,4183
PUNJAB,AMRITSAR,PATTI,4720,766,5486,121,1411,3951,3,0,0,5486
PUNJAB,AMRITSAR,RAYYA,3428,2703,6131,265,98,5757,8,0,3,6131
PUNJAB,AMRITSAR,TARAN TARAN,3479,4398,7877,135,2395,5339,8,0,0,7877
PUNJAB,AMRITSAR,TARSIKKA,1608,4744,6352,351,1386,4581,25,2,7,6352
PUNJAB,AMRITSAR,VALTOHA,3559,1119,4678,58,225,4385,3,7,0,4678
PUNJAB,AMRITSAR,VERKA,1362,4075,5437,87,1692,3110,5,22,521,5437
PUNJAB,BATHINDA,BATHINDA,5810,181,5991,183,4886,878,22,20,2,5991
PUNJAB,BATHINDA,MAUR,3097,86,3183,1357,1364,441,19,2,0,3183
PUNJAB,BATHINDA,NATHANA,2902,300,3202,137,2277,787,0,1,0,3202
PUNJAB,BATHINDA,PHUL,8820,649,9469,1222,4409,3627,209,2,0,9469
PUNJAB,BATHINDA,RAMPURA,3636,315,3951,156,1554,2135,102,4,0,3951
PUNJAB,BATHINDA,SANGAT,2540,280,2820,18,1414,1274,97,17,0,2820
PUNJAB,BATHINDA,TALWANDI SABO,3541,55,3596,197,2817,582,0,0,0,3596
PUNJAB,FARIDKOT,BAGHAPURANA,17137,1570,18707,83,18623,1,0,0,0,18707
PUNJAB,FARIDKOT,FARIDKOT,13061,44,13105,35,13064,3,0,3,0,13105
PUNJAB,FARIDKOT,GIDDERBAHA,4554,121,4675,2932,1573,167,1,0,2,4675
PUNJAB,FARIDKOT,KOTKAPURA,9787,63,9850,122,7619,2108,0,0,1,9850
PUNJAB,FARIDKOT,LAMBI,1964,4,1968,988,747,229,3,1,0,1968
PUNJAB,FARIDKOT,MALAUT,3358,14,3372,2482,882,4,1,0,3,3372
PUNJAB,FARIDKOT,MOGA I,12200,2314,14514,113,14324,76,0,1,0,14514
PUNJAB,FARIDKOT,MOGA II,6755,5089,11844,93,11592,158,1,0,0,11844
PUNJAB,FARIDKOT,MUKTSAR,7122,31,7153,63,5576,1513,1,0,0,7153
PUNJAB,FARIDKOT,N.S. WALA,16852,1278,18130,3509,14601,17,0,2,1,18130
PUNJAB,FATEHGARH SAHIB,AMLOH,5315,59,5374,11,60,5303,0,0,0,5374
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,7479,277,7756,1288,2610,3852,5,0,1,7756
PUNJAB,FATEHGARH SAHIB,KHAMANO,3365,330,3695,284,1727,1559,93,30,2,3695
PUNJAB,FATEHGARH SAHIB,SIRHIND,7236,687,7923,88,3534,4286,11,4,0,7923
PUNJAB,FEROZEPUR,ABOHAR,2863,34,2897,109,1305,1432,51,0,0,2897
PUNJAB,FEROZEPUR,FAZILKA,6131,1656,7787,763,2405,4453,159,4,3,7787
PUNJAB,FEROZEPUR,FEROZEPUR,17682,1181,18863,522,8957,9312,50,14,8,18863
PUNJAB,FEROZEPUR,GHAL KHURD,2141,6135,8276,90,2541,5493,144,8,0,8276
PUNJAB,FEROZEPUR,GURUHARSAI,5337,7082,12419,198,4219,7080,853,52,17,12419
PUNJAB,FEROZEPUR,JALALABAD,8367,557,8924,348,330,8084,147,6,9,8924
PUNJAB,FEROZEPUR,KHUIAN SERVER,2610,15,2625,108,1931,582,3,1,0,2625
PUNJAB,FEROZEPUR,KOT ISEH KHAN,9788,5835,15623,86,6399,9135,0,0,3,15623
PUNJAB,FEROZEPUR,ZIRA,7946,12445,20391,125,11561,8314,198,192,1,20391
PUNJAB,GURDASPUR,BANNIAL,22,280,302,32,115,155,0,0,0,302
PUNJAB,GURDASPUR,BATALA,2643,3445,6088,165,376,5479,6,45,17,6088
PUNJAB,GURDASPUR,DERA BABA NANAK,2155,5052,7207,123,38,4007,1378,476,1185,7207
PUNJAB,GURDASPUR,DHAR KALAN,123,23,146,18,96,31,0,1,0,146
PUNJAB,GURDASPUR,DHARIWAL,4958,1429,6387,168,4008,2207,2,0,2,6387
PUNJAB,GURDASPUR,DINANAGAR,2097,1471,3568,316,1770,1453,8,16,5,3568
PUNJAB,GURDASPUR,FATEHGARH CHURIAN,2352,3982,6334,230,1564,4517,9,6,8,6334
PUNJAB,GURDASPUR,GURDASPUR,2401,3429,5830,239,4644,938,3,0,6,5830
PUNJAB,GURDASPUR,KAHNUWAN,2105,4247,6352,92,3815,2433,3,2,7,6352
PUNJAB,GURDASPUR,KALANAUR,3320,1634,4954,170,1793,2986,1,1,3,4954
PUNJAB,GURDASPUR,NAROT JAIMAL SINGH,164,1144,1308,37,81,908,278,2,2,1308
PUNJAB,GURDASPUR,PATHANKOT,657,1276,1933,348,945,608,25,6,1,1933
PUNJAB,GURDASPUR,QADIAN,1599,2432,4031,317,159,3553,2,0,0,4031
PUNJAB,GURDASPUR,SRI HARGOBIND PUR,3342,2272,5614,208,3383,2008,3,2,10,5614
PUNJAB,HOSHIARPUR,BALACHAUR,1102,1792,2894,132,1798,954,5,0,5,2894
PUNJAB,HOSHIARPUR,BHUNGA,475,4000,4475,130,1934,2410,1,0,0,4475
PUNJAB,HOSHIARPUR,DASUYA,1285,6870,8155,406,4671,3018,54,0,6,8155
PUNJAB,HOSHIARPUR,GARHSHANKAR,791,4476,5267,97,3396,1726,37,10,1,5267
PUNJAB,HOSHIARPUR,HOSHIARPUR 1,576,8096,8672,344,6780,1547,0,1,0,8672
