-----
{
 "description": "The table refers to Block wise Construction of Shallow Tubewells over the years. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.1.csv", 
 "title": "Download CSV for Blockwise Construction of Shallow Tubewells over the years", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.1.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Upto 1993-94,During 1994-95,During 1995-96,During 1996-97,During 1997-98,During 1998-99,During 1999-00,During 2000-01,Total
KARNATAKA,Tumkur,MADHUGIRI,3742,575,518,785,422,355,158,54,6609
KARNATAKA,Tumkur,PAVAGADA,1662,631,658,552,403,394,258,158,4716
KARNATAKA,Tumkur,SIRA,1456,730,706,1008,1043,1218,591,373,7125
KARNATAKA,Tumkur,TIPTUR,2691,1052,986,933,697,541,308,184,7392
KARNATAKA,Tumkur,TUMKUR,3265,1211,1389,1472,1409,1339,800,551,11436
KARNATAKA,Tumkur,TURUVEKERE,1743,832,793,1006,1306,1391,827,616,8514
KARNATAKA,Udupi,KARKAL,71,4,11,17,15,17,18,14,167
KARNATAKA,Udupi,KUNDAPURA,21,2,0,0,2,6,1,1,33
KARNATAKA,Udupi,UDUPI,123,20,19,1,4,4,4,7,182
KARNATAKA,Uttara Kannada,BHATKAL,1,0,0,0,1,3,0,0,5
KARNATAKA,Uttara Kannada,HALIYAL,350,118,130,75,100,57,80,94,1004
KARNATAKA,Uttara Kannada,HONAVAR,24,1,12,6,3,0,2,0,48
KARNATAKA,Uttara Kannada,KUMTA,18,3,4,1,2,0,2,9,39
KARNATAKA,Uttara Kannada,MUNDGOD,12,3,34,8,78,43,80,0,258
KARNATAKA,Uttara Kannada,SIDDAPUR,6,2,0,1,0,0,0,2,11
KARNATAKA,Uttara Kannada,SIRSI,52,18,25,27,29,30,27,26,234
KARNATAKA,Uttara Kannada,YELLAPUR,4,1,4,6,3,7,6,0,31
KERALA,ALAPPUZHA,ALAPPUZHA,7,2,6,0,0,0,0,0,15
KERALA,ALAPPUZHA,AMBALAPUZHA,23,0,0,30,19,27,46,0,145
KERALA,ALAPPUZHA,ARYAD,24,9,3,6,1,2,10,10,65
KERALA,ALAPPUZHA,BHARANICAVU,1,0,1,1,0,1,1,0,5
KERALA,ALAPPUZHA,CHEMBAKULAM,0,4,1,0,4,1,1,0,11
KERALA,ALAPPUZHA,CHENGANNUR,20,1,7,1,0,0,0,0,29
KERALA,ALAPPUZHA,CHERTHALA,42,0,10,10,6,2,4,0,74
KERALA,ALAPPUZHA,HARIPAD,11,23,34,110,38,11,26,0,253
KERALA,ALAPPUZHA,KANJIKUZHY,21,18,16,17,5,24,2,120,223
KERALA,ALAPPUZHA,KAYAMKULAM,1,1,0,11,0,5,0,7,25
KERALA,ALAPPUZHA,MAVELIKARA,14,0,11,8,5,4,6,7,55
KERALA,ALAPPUZHA,MUTHUKULAMD,15,21,30,23,5,2,0,0,96
KERALA,ALAPPUZHA,PATTANAKKAD,22,11,5,37,32,11,7,18,143
KERALA,ALAPPUZHA,THYCATTUSSERY,72,12,3,4,8,13,8,2,122
KERALA,ALAPPUZHA,VELIYANADU,0,0,0,0,0,15,0,0,15
KERALA,ERANAKULAM,ALANGAD,10,0,0,0,0,0,0,0,10
KERALA,ERANAKULAM,ANGALAMALY,53,5,9,0,0,0,0,0,67
KERALA,ERANAKULAM,EDAPPALY,0,0,2,0,0,0,0,0,2
KERALA,ERANAKULAM,KOOVAPPADY,41,2,1,3,2,0,1,0,50
KERALA,ERANAKULAM,KOTHAMANGALAM,21,0,0,0,0,0,0,0,21
KERALA,ERANAKULAM,KOTHAMANGALAM-999,2,0,0,2,0,0,0,0,4
KERALA,ERANAKULAM,MULANTHURUTHY,9,11,2,0,0,0,2,0,24
KERALA,ERANAKULAM,PALLURUTHY,32,0,0,0,0,0,3,1,36
KERALA,ERANAKULAM,VYPEEN,64,17,6,2,12,10,18,1,130
KERALA,ERANAKULAM,VYTILLA,0,0,0,0,0,0,0,15,15
KERALA,IDDUKKI,ADIMALI,20,6,0,0,3,2,2,0,33
KERALA,IDDUKKI,AZHUTHA,25,3,8,10,5,2,4,1,58
KERALA,IDDUKKI,DEVIKULAM,1,0,0,0,3,0,8,5,17
KERALA,IDDUKKI,IDUKKI,0,0,0,0,0,4,7,0,11
KERALA,IDDUKKI,KATTAPPANA,64,13,7,12,6,13,17,4,136
KERALA,IDDUKKI,THODUPUZHA,2,0,0,0,1,0,18,0,21
KERALA,KANNUR,IRITTY,66,21,12,10,5,2,1,0,117
KERALA,KASARAGODE,KANHANGAD,15,0,1,0,3,1,3,1,24
KERALA,KASARAGODE,KANHANGAD MUNICIP,6,4,0,0,0,5,0,0,15
KERALA,KASARAGODE,KASARAGODE,27,6,3,3,2,0,2,0,43
KERALA,KASARAGODE,KASARAGODE MUNICIP,5,8,5,5,0,0,0,0,23
KERALA,KASARAGODE,MANJESWARAM,28,3,4,4,3,5,8,5,60
KERALA,KASARAGODE,NEELESWARAM,0,0,9,79,19,32,0,0,139
KERALA,KOLLAM,ANCHAL,9,1,0,0,1,1,1,0,13
KERALA,KOLLAM,CHADAYAMANGALAM,1,0,0,1,0,0,0,0,2
KERALA,KOLLAM,CHAVARA,2,0,3,0,0,0,0,1,6
KERALA,KOLLAM,CHITTUMALA,1,0,1,5,0,2,0,0,9
KERALA,KOLLAM,ITHIKKARA,4,3,0,1,0,0,1,0,9
KERALA,KOLLAM,KARUNAGAPPALLY,2,1,0,0,0,0,0,0,3
KERALA,KOLLAM,KOLLAM CORPORATION,0,1,0,0,0,0,0,0,1
KERALA,KOLLAM,KOTTARAKKARA,0,0,1,0,0,0,0,0,1
KERALA,KOLLAM,OCHIRA,27,1,2,3,1,0,0,0,34
KERALA,KOLLAM,PARAVOOR,0,0,0,0,0,0,18,0,18
KERALA,KOLLAM,PATHANAPURAM,4,0,1,1,1,0,0,0,7
KERALA,KOLLAM,SASTHAMCOTTA,3,0,1,0,0,0,0,0,4
KERALA,KOLLAM,VETTIKKAVALA,0,0,1,3,1,1,1,0,7
KERALA,KOTTAYAM,ERATTUPETTAH,2,0,0,0,0,0,0,0,2
KERALA,KOTTAYAM,KADUTHURUTHY,2,0,0,0,0,0,0,0,2
KERALA,KOTTAYAM,PALLAM,0,0,0,2,1,0,0,0,3
KERALA,KOTTAYAM,PAMPADY,74,18,6,6,5,3,2,1,115
KERALA,KOTTAYAM,UZHAVOOR,1,0,0,0,0,0,0,0,1
KERALA,KOTTAYAM,VAIKOM,3,1,0,0,0,1,0,0,5
KERALA,KOZHIKODE,KOZHIKKODE,1,0,0,1,0,1,0,2,5
KERALA,KOZHIKODE,KUNNUMEL,7,2,0,4,8,6,4,0,31
KERALA,KOZHIKODE,PERAMBRA,6,3,2,5,9,13,1,1,40
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,42,3,0,3,4,3,5,0,60
KERALA,MALAPPURAM,KONDOTTY,6,0,2,1,0,0,0,0,9
KERALA,MALAPPURAM,MALAPPURAM,4,3,1,3,2,0,0,0,13
KERALA,MALAPPURAM,MANKADA,5,1,1,2,2,5,4,1,21
KERALA,MALAPPURAM,NILAMBOOR,30,2,3,2,1,6,1,0,45
KERALA,MALAPPURAM,PERINTHALMANNA,5,1,0,1,1,0,0,0,8
KERALA,MALAPPURAM,PONNANI MUNI,25,1,14,0,2,1,0,0,43
KERALA,MALAPPURAM,THANUR,10,0,1,1,1,0,0,0,13
KERALA,MALAPPURAM,THIRUR,25,10,10,7,14,6,6,8,86
KERALA,MALAPPURAM,THIRURANGADI,19,7,2,11,16,12,3,0,70
KERALA,PALAKKAD,ALATHUR,55,9,22,32,37,22,20,0,197
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,0,0,1,0,0,0,0,0,1
KERALA,PALAKKAD,CHITUR,26,4,7,3,5,1,1,0,47
KERALA,PALAKKAD,KOLLENGODE,4,6,8,6,4,1,0,0,29
KERALA,PALAKKAD,KUZHALMANNAM,7,3,0,2,2,2,0,0,16
KERALA,PALAKKAD,MALAMPUZHA,27,6,5,0,1,0,0,1,40
KERALA,PALAKKAD,MANNARKKAD,2,0,2,2,0,2,4,0,12
KERALA,PALAKKAD,NENMARA,57,3,7,2,4,2,0,0,75
KERALA,PALAKKAD,OTTAPPALAM,0,0,0,0,2,1,0,0,3
KERALA,PALAKKAD,PALAKKAD,4,0,3,17,91,35,32,21,203
KERALA,PALAKKAD,PALAKKAD MUNI,3,0,0,2,0,0,0,0,5
KERALA,PALAKKAD,PATTAMBI,1,1,0,0,1,0,0,3,6
KERALA,PALAKKAD,SREEKRISHNAPURAM,0,0,0,0,0,2,8,0,10
KERALA,PALAKKAD,THRITHALA,4,0,0,0,0,0,0,0,4
KERALA,PATHANAMTHITTA,ELANTHUR,4,0,1,0,0,0,0,0,5
KERALA,PATHANAMTHITTA,KOIPURAM,6,2,1,1,1,0,10,0,21
KERALA,PATHANAMTHITTA,KONNI,6,3,2,0,1,0,1,0,13
KERALA,PATHANAMTHITTA,MALLAPPALLY,5,3,7,9,0,0,1,0,25
KERALA,PATHANAMTHITTA,PANDALAM,0,3,0,0,0,0,0,0,3
KERALA,PATHANAMTHITTA,PARAKKODE,0,0,1,0,0,0,0,0,1
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,7,2,0,0,0,0,0,0,9
KERALA,PATHANAMTHITTA,PULIKEEZHU,1,1,0,0,0,0,0,0,2
KERALA,PATHANAMTHITTA,RANNI,32,6,0,4,2,0,1,0,45
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,1,0,0,0,0,0,0,0,1
KERALA,THIRUVANANTHAPURAM,ATHIYANNOOR,1,0,0,0,0,0,0,0,1
KERALA,THIRUVANANTHAPURAM,KAZHAKUTTOM,9,1,2,2,0,1,1,0,16
KERALA,THIRUVANANTHAPURAM,KILIMANOOR,2,0,1,0,0,1,0,0,4
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,5,1,1,0,0,0,0,2,9
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD MUNI,2,2,0,0,0,0,0,0,4
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,0,0,1,1,0,0,0,5,7
KERALA,THIRUVANANTHAPURAM,TVPM CORPORATION,2,0,0,0,0,0,0,0,2
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,9,0,0,0,0,0,0,0,9
KERALA,THIRUVANANTHAPURAM,VARKALA,1,0,0,1,0,0,0,0,2
KERALA,THIRUVANANTHAPURAM,VARKALA MUNI,0,0,1,0,0,0,0,0,1
KERALA,THIRUVANANTHAPURAM,VELLANADU,1,0,0,0,1,0,0,0,2
KERALA,THRISSUR,ANTHIKKAD,5,0,0,0,0,0,0,0,5
KERALA,THRISSUR,CHALAKUDY MUNI,11,2,2,2,1,1,0,0,19
KERALA,THRISSUR,CHOWANNUR,0,0,1,0,1,0,0,0,2
KERALA,THRISSUR,IRINJALAKKUDA,1,0,1,0,1,0,0,0,3
KERALA,THRISSUR,KODUNGALLUR,44,3,2,2,2,1,1,0,55
KERALA,THRISSUR,MALA,11,1,1,1,0,0,0,0,14
KERALA,THRISSUR,MATHILAKOM,261,12,9,6,1,2,0,1,292
KERALA,THRISSUR,PAZHAYANNUR,29,10,11,13,20,13,9,0,105
KERALA,THRISSUR,PUZHAKKAL,11,0,2,0,2,5,1,1,22
KERALA,THRISSUR,THALIKULAM,178,10,1,5,3,4,0,0,201
KERALA,THRISSUR,VADAKKANCHERRY,69,5,6,1,5,1,4,4,95
KERALA,THRISSUR,VELLANGALLUR,17,2,0,0,0,0,0,0,19
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,2,0,0,1,2,2,1,0,8
MADHYA PRADESH,BALAGHAT,LANJI,2,0,0,1,0,0,0,0,3
MADHYA PRADESH,BALAGHAT,WARASEONI,1,0,0,0,0,0,2,2,5
MADHYA PRADESH,BARWANI,BARWANI,11,5,9,9,9,14,5,9,71
MADHYA PRADESH,BARWANI,PANSEMAL,330,131,109,164,114,81,65,32,1026
MADHYA PRADESH,BARWANI,PATI,9,0,0,3,0,0,1,2,15
MADHYA PRADESH,BARWANI,SENDHWA,0,0,0,0,8,20,25,2,55
MADHYA PRADESH,BARWANI,THIKRI,21,0,0,0,1,1,0,0,23
MADHYA PRADESH,BETUL,AMLA,229,39,45,31,29,8,6,0,387
MADHYA PRADESH,BETUL,ATHNER,3,1,0,1,4,5,0,0,14
MADHYA PRADESH,BETUL,BETUL,199,83,151,63,86,55,53,12,702
MADHYA PRADESH,BETUL,BHAINSDEHI,5,0,1,7,24,2,3,0,42
MADHYA PRADESH,BETUL,BHIMPURA,0,0,2,0,0,0,0,0,2
MADHYA PRADESH,BETUL,CHICHOLI,12,6,15,20,2,4,0,0,59
MADHYA PRADESH,BETUL,GHODA DONGRI,18,4,8,10,13,10,7,6,76
MADHYA PRADESH,BETUL,MULTAI,104,27,51,42,26,22,18,5,295
MADHYA PRADESH,BETUL,PRABHAT PATTAN,2,3,11,9,8,1,2,1,37
MADHYA PRADESH,BETUL,SHAHPUR,0,2,0,0,3,2,0,2,9
MADHYA PRADESH,BHIND,ATER,76,4,15,13,10,16,31,27,192
MADHYA PRADESH,BHIND,BHIND,158,11,45,28,45,23,40,32,382
MADHYA PRADESH,BHIND,GOHAD,62,33,35,52,51,32,38,78,381
MADHYA PRADESH,BHIND,LAHAR,136,11,26,5,5,3,1,1,188
MADHYA PRADESH,BHIND,MEHAGOAN,88,6,9,8,4,19,19,58,211
MADHYA PRADESH,BHOPAL,BERASIA,430,158,182,521,297,193,150,73,2004
MADHYA PRADESH,BHOPAL,FUNDA,2465,140,153,256,282,126,36,38,3496
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,27,0,0,0,3,2,10,19,61
MADHYA PRADESH,CHHATARPUR,BIJAWAR,39,1,0,0,0,2,0,2,44
MADHYA PRADESH,CHHATARPUR,BUXWAHA,0,0,0,0,0,0,1,0,1
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,0,2,8,0,2,1,1,0,14
MADHYA PRADESH,CHHATARPUR,GAURIHAR,38,0,6,3,5,0,5,1,58
MADHYA PRADESH,CHHATARPUR,LAUNDI,0,0,0,0,0,1,0,1,2
MADHYA PRADESH,CHHATARPUR,NOWGONG,0,1,1,1,0,1,6,2,12
MADHYA PRADESH,CHHINDWARA,BICHHUA,6,0,2,1,0,0,2,4,15
MADHYA PRADESH,CHHINDWARA,CHHINDWADA,273,32,19,36,52,40,70,54,576
MADHYA PRADESH,CHHINDWARA,CHOURAI,1,0,1,0,0,0,0,0,2
MADHYA PRADESH,CHHINDWARA,JAMAI,5,10,0,14,8,0,1,0,38
MADHYA PRADESH,CHHINDWARA,MOHKHED,48,25,14,26,12,15,24,35,199
MADHYA PRADESH,CHHINDWARA,PARASIA,27,45,55,112,106,120,115,100,680
MADHYA PRADESH,CHHINDWARA,TAMIA,4,1,37,2,1,1,0,0,46
MADHYA PRADESH,DAMOH,BATIYAGHAR,601,260,259,265,198,152,53,27,1815
MADHYA PRADESH,DAMOH,DAMOH,26,13,25,59,55,41,20,6,245
MADHYA PRADESH,DAMOH,HATTA,56,23,54,98,145,126,66,20,588
MADHYA PRADESH,DAMOH,JABERA,104,16,29,32,34,31,25,22,293
MADHYA PRADESH,DAMOH,PATERA,15,10,39,78,60,78,51,38,369
MADHYA PRADESH,DAMOH,PATHARIA,518,72,115,206,292,309,327,213,2052
MADHYA PRADESH,DAMOH,TENDUKHEDA,6,1,2,6,7,23,14,5,64
MADHYA PRADESH,DATIA,BHANDER,26,8,9,3,3,5,4,1,59
MADHYA PRADESH,DATIA,DATIA,520,77,38,46,40,46,24,8,799
MADHYA PRADESH,DATIA,SEONDHA,669,185,80,55,89,73,53,14,1218
MADHYA PRADESH,DEWAS,BAGLEE,706,85,172,323,205,281,118,95,1985
MADHYA PRADESH,DEWAS,DEWAS,2811,1092,1061,985,1022,720,326,151,8168
MADHYA PRADESH,DEWAS,KANNOD,265,30,32,65,80,70,53,27,622
MADHYA PRADESH,DEWAS,KHATEGAON,183,219,260,709,582,226,142,80,2401
MADHYA PRADESH,DEWAS,SONKUCH,3042,266,307,255,148,169,144,32,4363
MADHYA PRADESH,DEWAS,TONKHURD,993,105,169,143,260,230,118,111,2129
MADHYA PRADESH,DHAR,BADNAWER,4028,1068,1142,909,539,375,102,41,8204
MADHYA PRADESH,DHAR,BAGH,14,35,6,2,0,3,4,4,68
MADHYA PRADESH,DHAR,DAHI,18,4,0,6,18,15,11,4,76
MADHYA PRADESH,DHAR,DHAR,2396,621,422,598,312,226,74,5,4654
MADHYA PRADESH,DHAR,DHARAMPURI,18,26,1,0,0,0,0,0,45
MADHYA PRADESH,DHAR,GANDHWANI,15,10,6,4,3,9,1,0,48
MADHYA PRADESH,DHAR,KUKSHI,1,19,6,15,16,3,0,0,60
MADHYA PRADESH,DHAR,MANAWAR,3,5,5,0,0,2,0,0,15
MADHYA PRADESH,DHAR,NALACHHA,860,601,1144,553,254,102,27,9,3550
MADHYA PRADESH,DHAR,NISARPUR,73,8,6,14,8,18,13,2,142
MADHYA PRADESH,DHAR,SARDARPUR,747,112,108,128,305,179,60,28,1667
MADHYA PRADESH,DHAR,TIRLA,828,153,89,67,101,60,146,6,1450
MADHYA PRADESH,DHAR,UMARBAN,0,2,0,0,0,0,0,0,2
MADHYA PRADESH,DINDORI,DINDORI,2,0,0,0,0,0,0,0,2
MADHYA PRADESH,GUNA,ARON,23,1,14,14,28,36,55,36,207
MADHYA PRADESH,GUNA,ASHOKNAGAR,678,63,177,234,195,265,136,106,1854
MADHYA PRADESH,GUNA,BAMORI,214,160,180,197,259,202,36,138,1386
MADHYA PRADESH,GUNA,CHANCHODA,8,0,0,0,2,4,13,8,35
MADHYA PRADESH,GUNA,CHANDERI,1,0,2,1,4,25,56,44,133
MADHYA PRADESH,GUNA,EHSAGADH,614,174,106,230,197,231,123,129,1804
MADHYA PRADESH,GUNA,GUNA,125,124,123,69,169,129,80,15,834
MADHYA PRADESH,GUNA,MUNGAWALI,136,46,65,116,109,83,91,94,740
MADHYA PRADESH,GUNA,RAGHOGARH,83,37,46,65,65,57,39,29,421
MADHYA PRADESH,GWALIOR,BHITARWAR,153,142,85,105,180,229,157,68,1119
MADHYA PRADESH,GWALIOR,DABRA,284,149,159,245,275,301,335,338,2086
MADHYA PRADESH,GWALIOR,GHATIGAWAN,120,52,78,99,74,90,84,29,626
MADHYA PRADESH,GWALIOR,MORAR,481,49,124,270,175,286,243,177,1805
MADHYA PRADESH,HARDA,HARDA,153,22,30,44,72,49,43,117,530
MADHYA PRADESH,HARDA,KHIRKIYA,123,16,37,75,90,139,107,70,657
MADHYA PRADESH,HARDA,TIMARNI,37,1,8,9,26,28,12,76,197
MADHYA PRADESH,HOSHANGABAD,BABAI,332,26,70,45,58,55,54,100,740
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,385,94,102,119,171,154,91,95,1211
MADHYA PRADESH,HOSHANGABAD,HOSHANGABAD,57,7,7,11,8,8,13,9,120
MADHYA PRADESH,HOSHANGABAD,KESLA,138,12,26,44,41,59,26,27,373
MADHYA PRADESH,HOSHANGABAD,PIPARIYA,684,169,235,135,96,74,76,60,1529
MADHYA PRADESH,HOSHANGABAD,SEONIMALWA,9,1,6,6,5,5,0,16,48
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,262,93,82,86,82,51,53,73,782
MADHYA PRADESH,INDORE,DEPAL PUR,2144,716,914,1379,1562,1492,976,80,9263
MADHYA PRADESH,INDORE,INDORE,1973,1102,1153,1319,653,455,489,307,7451
MADHYA PRADESH,INDORE,MHOW,592,121,231,81,48,28,15,11,1127
MADHYA PRADESH,INDORE,SANWER,4962,1122,1723,1451,1162,624,388,193,11625
MADHYA PRADESH,JABALPUR,BARGI,170,26,39,30,20,26,29,12,352
MADHYA PRADESH,JABALPUR,KUNDAM,3,2,1,1,7,6,1,0,21
MADHYA PRADESH,JABALPUR,MAJHOLI,477,146,156,126,173,128,208,41,1455
MADHYA PRADESH,JABALPUR,PANAGAR,906,123,353,200,239,207,148,75,2251
MADHYA PRADESH,JABALPUR,PATAN,996,387,662,918,672,464,216,108,4423
MADHYA PRADESH,JABALPUR,SHAHPURA,671,270,358,378,244,127,151,21,2220
MADHYA PRADESH,JABALPUR,SIHORA,91,42,38,43,47,33,19,11,324
MADHYA PRADESH,JHABUA,ALIRAJPUR,3,3,6,7,6,5,2,1,33
MADHYA PRADESH,JHABUA,JHABUA,2,1,1,2,2,5,6,2,21
MADHYA PRADESH,JHABUA,JOBAT,1,0,0,1,0,0,1,0,3
MADHYA PRADESH,JHABUA,KATTHIWADA,4,1,1,0,0,1,0,0,7
MADHYA PRADESH,JHABUA,MEGHNAGAR,1,0,0,1,1,4,1,0,8
MADHYA PRADESH,JHABUA,PETLAWAD,37,19,17,12,18,15,6,0,124
MADHYA PRADESH,JHABUA,RAMA,0,0,0,1,1,0,3,0,5
MADHYA PRADESH,JHABUA,SONDWA,0,0,0,0,0,0,0,4,4
MADHYA PRADESH,JHABUA,THANDLA,10,2,18,11,21,2,9,1,74
MADHYA PRADESH,JHABUA,UDAIGARH,0,0,0,2,2,0,0,0,4
MADHYA PRADESH,KATNI,BADWARA,45,14,2,4,3,6,12,8,94
MADHYA PRADESH,KATNI,BAHORIBAND,76,16,11,0,5,10,16,12,146
MADHYA PRADESH,KATNI,DHIMAR KHERA,25,20,11,7,26,11,5,46,151
MADHYA PRADESH,KATNI,KATNI,21,0,13,7,10,10,16,8,85
MADHYA PRADESH,KATNI,RITHI,19,0,7,2,1,5,2,14,50
MADHYA PRADESH,KATNI,VIJAYRAGHAVGARH,21,8,16,18,38,28,25,7,161
MADHYA PRADESH,KHANDWA,BALADI,1,0,0,0,5,12,16,18,52
MADHYA PRADESH,KHANDWA,BURHANPUR,475,82,104,155,90,50,38,128,1122
MADHYA PRADESH,KHANDWA,CHHEGAON MAKHAN,26,23,142,21,23,15,16,13,279
MADHYA PRADESH,KHANDWA,HARSOOD,1,1,7,10,4,22,6,14,65
MADHYA PRADESH,KHANDWA,KHALWA,5,0,0,0,0,0,0,2,7
MADHYA PRADESH,KHANDWA,KHANDWA,6,0,0,2,1,7,1,0,17
MADHYA PRADESH,KHANDWA,PANDHANA,31,24,14,18,12,25,9,57,190
MADHYA PRADESH,KHANDWA,PUNASA,12,4,6,15,23,12,6,10,88
MADHYA PRADESH,KHARGONE,BARWAHA,9,0,0,1,1,1,0,0,12
MADHYA PRADESH,KHARGONE,BHAGWANPURA,0,0,0,0,0,1,1,0,2
MADHYA PRADESH,KHARGONE,BHIKANGAON,16,3,10,20,13,22,10,8,102
MADHYA PRADESH,KHARGONE,GOGAWA,0,0,1,0,1,3,6,1,12
MADHYA PRADESH,KHARGONE,KASRAWAD,213,39,88,98,142,145,101,28,854
MADHYA PRADESH,KHARGONE,KHARGONE,26,3,6,9,11,6,1,0,62
MADHYA PRADESH,KHARGONE,MAHESHWAR,0,0,1,13,15,7,3,6,45
MADHYA PRADESH,KHARGONE,ZIRNYA,0,0,0,3,6,7,4,12,32
MADHYA PRADESH,MANDLA,NAINPUR,0,0,0,0,1,0,0,0,1
MADHYA PRADESH,MANDSAUR,GAROTH,15,1,7,17,7,13,15,6,81
MADHYA PRADESH,MANDSAUR,MALHARGAR,67,48,45,56,48,55,56,46,421
MADHYA PRADESH,MANDSAUR,MANDSAUR,185,38,44,62,47,31,16,6,429
MADHYA PRADESH,MANDSAUR,SITAMAU,13,3,6,16,9,11,10,13,81
MADHYA PRADESH,MORENA,AMBAH,0,1,0,0,0,0,1,2,4
MADHYA PRADESH,MORENA,JOURA,0,0,0,0,0,0,1,1,2
MADHYA PRADESH,MORENA,MORENA,34,2,3,4,4,3,2,5,57
MADHYA PRADESH,MORENA,PAHARGARH,2,0,0,0,0,0,2,0,4
MADHYA PRADESH,NARSINGHPUR,BABAI-CHICHLI,1737,908,554,288,155,118,77,28,3865
MADHYA PRADESH,NARSINGHPUR,CHAVARPATHA,1939,662,425,279,379,227,95,66,4072
MADHYA PRADESH,NARSINGHPUR,GOTEGAON,3222,1109,819,639,445,307,193,168,6902
MADHYA PRADESH,NARSINGHPUR,KARELI,1546,827,780,886,549,444,172,94,5298
MADHYA PRADESH,NARSINGHPUR,NARSINGHPUR,1885,635,575,526,370,321,227,178,4717
MADHYA PRADESH,NARSINGHPUR,SAIKHEDA,577,667,255,91,77,69,73,25,1834
MADHYA PRADESH,NEEMUCH,JAWAD,33,19,17,23,11,9,6,16,134
MADHYA PRADESH,NEEMUCH,MANASA,28,4,7,34,13,7,12,6,111
MADHYA PRADESH,NEEMUCH,NEEMUCH,146,1,0,0,1,3,11,6,168
MADHYA PRADESH,PANNA,AJAYGARH,108,0,0,0,0,0,0,0,108
MADHYA PRADESH,PANNA,GUNOUR,88,35,90,163,205,214,182,65,1042
MADHYA PRADESH,PANNA,PANNA,22,10,36,45,51,99,103,24,390
MADHYA PRADESH,PANNA,PAWAI,73,0,27,53,111,179,187,20,650
MADHYA PRADESH,PANNA,SHAHNAGAR,2,0,0,2,11,21,23,2,61
MADHYA PRADESH,RAISEN,ABDULLA GANJ,969,350,441,654,371,170,85,60,3100
MADHYA PRADESH,RAISEN,BADI,246,65,111,154,232,135,43,5,991
MADHYA PRADESH,RAISEN,BEGAMGANJ,82,7,13,6,16,14,8,24,170
MADHYA PRADESH,RAISEN,GAIRATGANJ,553,123,82,47,104,39,16,4,968
MADHYA PRADESH,RAISEN,SANCHI,409,357,630,878,713,533,140,113,3773
MADHYA PRADESH,RAISEN,SILVANI,305,418,307,393,308,184,87,256,2258
MADHYA PRADESH,RAISEN,UDAYPURA,452,96,120,90,90,117,27,8,1000
MADHYA PRADESH,RAJGARH,BIAORA,131,4,12,15,45,46,26,34,313
MADHYA PRADESH,RAJGARH,KHILCHIPUR,1,1,0,0,2,0,0,0,4
MADHYA PRADESH,RAJGARH,NARSINGARH,1454,142,193,255,206,159,83,40,2532
MADHYA PRADESH,RAJGARH,RAJGARH,4,0,0,1,0,1,0,1,7
MADHYA PRADESH,RAJGARH,SARANGPUR,381,96,156,153,176,143,103,84,1292
MADHYA PRADESH,RAJGARH,ZEERAPUR],38,0,0,5,15,0,1,0,59
MADHYA PRADESH,RATLAM,ALOT,220,128,117,134,124,121,53,14,911
MADHYA PRADESH,RATLAM,BAJNA,0,2,0,1,5,9,11,0,28
MADHYA PRADESH,RATLAM,JAORA,326,30,37,43,35,56,28,10,565
MADHYA PRADESH,RATLAM,PIPLODA,1176,129,183,103,120,92,66,31,1900
MADHYA PRADESH,RATLAM,RATLAM,3132,480,543,606,500,484,223,150,6118
MADHYA PRADESH,RATLAM,SAILANA,3,4,3,1,13,4,4,2,34
MADHYA PRADESH,REWA,GANGEO,168,95,105,147,184,136,78,36,949
MADHYA PRADESH,REWA,HANUMANA,1,6,24,0,0,2,1,0,34
MADHYA PRADESH,REWA,JAWA,0,0,0,1,1,0,0,0,2
MADHYA PRADESH,REWA,MAUGANJ,39,37,51,72,98,54,7,9,367
MADHYA PRADESH,REWA,NAIGARHI,22,27,37,31,84,25,22,9,257
MADHYA PRADESH,REWA,RAIPUR KARCULIYAN,145,91,75,160,261,232,91,30,1085
MADHYA PRADESH,REWA,REWA,353,289,326,415,326,169,69,22,1969
MADHYA PRADESH,REWA,SIRMOUR,210,18,26,21,40,30,10,10,365
MADHYA PRADESH,REWA,TEONTHER,807,119,122,126,84,57,17,8,1340
MADHYA PRADESH,SAGAR,BANDA,21,12,3,2,11,6,11,11,77
MADHYA PRADESH,SAGAR,BINA,602,119,79,68,74,152,154,94,1342
MADHYA PRADESH,SAGAR,DEORI,280,104,82,121,71,48,51,32,789
