-----
{
 "description": "The table refers to block wise culturable command area and irrigation potential created through surace lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.13.csv", 
 "title": "Download CSV for Blockwise Culturable command area and potential created through surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.13.csv"
}
-----
-----
{
 "description": "The table refers to block wise culturable command area and irrigation potential created through surace lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.13.csv", 
 "title": "Download CSV for Blockwise Culturable command area and potential created through surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.13.csv"
}
-----
"State","District","Block","Culturable Command Area","Irrigation potential created - Kharif","Irrigation potential created - Rabi","Irrigation potential created - Perennial","Irrigation potential created - Others","Total"
"BIHAR","HAZARIBAG","CHURCHU",7,2,6,0,2,10
"BIHAR","HAZARIBAG","GOLA",92,86,79,0,22,187
"BIHAR","HAZARIBAG","HAZARIBAGH",191,160,83,0,0,243
"BIHAR","HAZARIBAG","ICHAK",88,45,43,0,0,88
"BIHAR","HAZARIBAG","KEREDARI",71,40,36,0,0,76
"BIHAR","HAZARIBAG","PADMA",129,127,104,0,20,251
"BIHAR","HAZARIBAG","PATRATU",44,0,44,0,0,44
"BIHAR","JAMUI","BARHAT",268,168,163,25,0,356
"BIHAR","JAMUI","GIDHOUR",250,200,50,0,0,250
"BIHAR","JAMUI","JHAJHA",32,24,19,0,0,43
"BIHAR","JAMUI","LAKSHMIPUR",38,31,29,1,4,65
"BIHAR","JAMUI","SIKANDRA",523,416,188,4,8,616
"BIHAR","JAMUI","SONO",112,91,49,0,0,140
"BIHAR","JEHANABAD","MAKHDOMPUR",144,142,24,0,10,176
"BIHAR","KATIHAR","BARARI",480,180,150,0,150,480
"BIHAR","KATIHAR","HASANGANJ",40,40,40,0,0,80
"BIHAR","KHAGARIA","ALAULI",96,84,70,0,23,177
"BIHAR","KHAGARIA","CHAUTHAM",1445,512,1445,0,515,2472
"BIHAR","KHAGARIA","GOGRI",45,20,30,0,0,50
"BIHAR","KHAGARIA","KHAGARIA",112,25,112,2,12,151
"BIHAR","KHAGARIA","MANSI",885,354,883,0,354,1591
"BIHAR","KISHANGANJ","BAHADURGANJ",89,66,24,0,0,90
"BIHAR","KISHANGANJ","KOCHADHAMIN",80,80,80,0,0,160
"BIHAR","KISHANGANJ","POTHIA",111,45,69,0,21,135
"BIHAR","KODARMA","CHANDWA",313,123,267,0,15,405
"BIHAR","KODARMA","JAINAGAR",60,0,60,0,0,60
"BIHAR","KODARMA","MARKACHO",369,342,163,4,4,513
"BIHAR","KODARMA","SATGAWAN",152,62,93,0,0,155
"BIHAR","LAKHISARAI","SURAJGARA",80,80,60,0,20,160
"BIHAR","LOHARDAGA","BHANDRA",78,68,46,4,2,120
"BIHAR","LOHARDAGA","KISKO",342,239,158,25,3,425
"BIHAR","LOHARDAGA","KURU",253,204,201,0,10,415
"BIHAR","LOHARDAGA","LOHARDAGA",709,388,323,0,0,711
"BIHAR","LOHARDAGA","SENHA",516,214,363,39,41,657
"BIHAR","MADHEPURA","KUMAR KHAND",150,45,105,0,0,150
"BIHAR","MADHEPURA","MADHEPURA",160,50,135,0,0,185
"BIHAR","MADHEPURA","UDA KISHANGANJ",100,25,70,0,15,110
"BIHAR","MADHUBANI","ANDHARADATHI",350,0,350,0,0,350
"BIHAR","MADHUBANI","BASOPATTI",10,3,5,1,1,10
"BIHAR","MADHUBANI","BENIPATTI",80,0,40,0,40,80
"BIHAR","MADHUBANI","KHAJAULI",342,186,156,0,0,342
"BIHAR","MADHUBANI","LADANIA",956,729,387,0,0,1116
"BIHAR","MADHUBANI","LAKHNAUR",80,80,60,0,20,160
"BIHAR","MADHUBANI","MADHAWAPUR",981,392,743,27,100,1262
"BIHAR","MADHUBANI","MADUBANI",330,182,264,0,20,466
"BIHAR","MUNGER","DHARHARA",22,11,11,0,0,22
"BIHAR","MUNGER","JAMALPUR",2,1,1,0,0,2
"BIHAR","MUNGER","KHARAGPUR",25,25,0,0,0,25
"BIHAR","MUZAFFARPUR","AURAI",50,50,20,0,0,70
"BIHAR","MUZAFFARPUR","BANDRA",180,180,180,0,0,360
"BIHAR","MUZAFFARPUR","MINAPUR",9,5,3,1,2,11
"BIHAR","MUZAFFARPUR","MORAUL",80,80,80,0,40,200
"BIHAR","MUZAFFARPUR","MOTIPUR",165,155,150,120,135,560
"BIHAR","MUZAFFARPUR","SAHEBGANJ",20,8,15,5,2,30
"BIHAR","MUZAFFARPUR","SAKRA",158,88,145,15,2,250
"BIHAR","MUZAFFARPUR","SARAIYA",260,205,195,30,0,430
"BIHAR","NALANDA","ASTHAWAN",361,300,81,0,0,381
"BIHAR","NALANDA","BEN",274,273,2,0,0,275
"BIHAR","NALANDA","BIHARSARIF",30,30,0,0,0,30
"BIHAR","NALANDA","BIND",38,24,20,0,6,50
"BIHAR","NALANDA","CHANDI",76,37,33,1,11,82
"BIHAR","NALANDA","EKANGARSARAI",336,330,12,0,0,342
"BIHAR","NALANDA","GIRIAK",29,29,0,0,0,29
"BIHAR","NALANDA","HARNAUT",55,45,26,0,0,71
"BIHAR","NALANDA","HILSA",184,147,37,2,0,186
"BIHAR","NALANDA","KARAI PARSURAI",25,25,0,0,0,25
"BIHAR","NALANDA","PARWALPUR",150,85,65,10,0,160
"BIHAR","NALANDA","RAHUI",25,25,0,0,0,25
"BIHAR","NALANDA","RAJGIR",101,62,37,7,5,111
"BIHAR","NALANDA","SARMERA",80,80,60,0,20,160
"BIHAR","NAWADA","GOBINDPUR",40,0,35,3,2,40
"BIHAR","NAWADA","NAWADA",418,418,251,1,61,731
"BIHAR","NAWADA","RAJANLI",0,0,0,0,0,0
"BIHAR","NAWADA","ROH",57,42,15,0,0,57
"BIHAR","PAKUR","AMRAPARA",11,7,5,0,0,12
"BIHAR","PAKUR","HIRANPUR",91,91,50,0,4,145
"BIHAR","PAKUR","LITIPARA",106,27,106,5,21,159
"BIHAR","PAKUR","MAHESHPUR",1471,749,960,69,68,1846
"BIHAR","PAKUR","PAKUR",177,114,69,0,2,185
"BIHAR","PAKUR","PAKURIA",364,338,266,0,0,604
"BIHAR","PATNA","MANER",444,362,87,0,22,471
"BIHAR","PATNA","MASAURHI",140,130,6,10,20,166
"BIHAR","PATNA","SAMPATCHAK",14,12,7,0,2,21
"BIHAR","PURNIA","KRITYANANDNAGAR",159,91,109,0,0,200
"BIHAR","PURNIA","PURNIA EAST",160,80,20,50,50,200
"BIHAR","PURNIA","RUPAULI",150,0,150,0,0,150
"BIHAR","RANCHI","ANGARA",97,83,84,0,0,167
"BIHAR","RANCHI","ARKI",48,28,40,0,14,82
"BIHAR","RANCHI","CHANHO",331,101,203,36,25,365
"BIHAR","RANCHI","KANKE",27,18,23,1,1,43
"BIHAR","RANCHI","MANDAR",140,25,138,15,0,178
"BIHAR","RANCHI","RATU",524,531,515,0,0,1046
"BIHAR","RANCHI","SILLI",166,35,147,4,0,186
"BIHAR","RANCHI","SONAHATU",12,0,12,0,0,12
"BIHAR","RANCHI","TAMAR",379,298,218,36,40,592
"BIHAR","RANCHI","TORPA",20,2,20,0,2,24
"BIHAR","ROHTAS","AKORHIGOLA",210,148,202,0,0,350
"BIHAR","ROHTAS","CHENARI",279,254,277,0,1,532
"BIHAR","ROHTAS","DAWATH",40,0,40,0,0,40
"BIHAR","ROHTAS","DEHRI",17,9,7,2,0,18
"BIHAR","ROHTAS","KARGHAHAR",19,12,12,0,0,24
"BIHAR","ROHTAS","KUCHAI",334,334,334,0,0,668
"BIHAR","ROHTAS","NAWHATTA",79,36,43,10,0,89
"BIHAR","ROHTAS","NOKHA",8,8,8,0,0,16
"BIHAR","ROHTAS","ROHTAS",63,4,59,0,0,63
"BIHAR","ROHTAS","SASARAM",33,32,19,0,0,51
"BIHAR","ROHTAS","SHEOSAGAR",203,128,85,0,0,213
"BIHAR","SAHARSA","SAUR BAZAR",600,220,490,0,0,710
"BIHAR","SAHARSA","SIMORI BAKHTIARPUR",320,275,315,0,0,590
"BIHAR","SAHEBGANJ","BARHAIT",109,87,43,0,0,130
"BIHAR","SAHEBGANJ","BARHARWA",3158,1714,1272,310,246,3542
"BIHAR","SAHEBGANJ","BORIO",393,157,293,2,0,452
"BIHAR","SAHEBGANJ","MANDRO",589,467,243,13,6,729
"BIHAR","SAHEBGANJ","PATHNA",477,321,236,0,20,577
"BIHAR","SAHEBGANJ","TALJHARI",573,433,432,0,6,871
"BIHAR","SAHEBGANJ","UDHUWA",887,388,503,4,39,934
"BIHAR","SAMASTIPUR","BIBHUTIPUR",640,85,530,55,0,670
"BIHAR","SAMASTIPUR","DALSINGHSARAI",327,97,214,13,3,327
"BIHAR","SAMASTIPUR","KALYANPUR",488,350,465,41,43,899
"BIHAR","SAMASTIPUR","KHANPUR",40,15,40,0,0,55
"BIHAR","SAMASTIPUR","PATORI",170,75,125,0,20,220
"BIHAR","SAMASTIPUR","PUSA",6,5,6,3,2,16
"BIHAR","SAMASTIPUR","ROSERA",24,24,24,0,0,48
"BIHAR","SAMASTIPUR","SAMASTIPUR",160,160,120,0,40,320
"BIHAR","SAMASTIPUR","SARAIRANJAN",40,20,20,0,0,40
"BIHAR","SAMASTIPUR","TAJPUR",315,150,305,0,0,455
"BIHAR","SAMASTIPUR","UJIARPUR",140,52,78,16,5,151
"BIHAR","SAMASTIPUR","VIDHAYAPATI NAGAR",330,90,275,0,8,373
"BIHAR","SARAN","AMNOUR",26,4,20,8,0,32
"BIHAR","SARAN","DARIYAPUR",37,37,22,0,21,80
"BIHAR","SARAN","MANJHI",83,24,83,0,2,109
"BIHAR","SARAN","MASARAKH",25,0,20,0,5,25
"BIHAR","SARAN","SONEPUR",7,4,7,0,0,11
"BIHAR","SHEIKHPURA","ARIARI",37,31,10,0,1,42
"BIHAR","SHEIKHPURA","GHAT-KHUSUMBA",501,498,402,0,100,1000
"BIHAR","SHEIKHPURA","SHEIKHPURA",40,40,10,0,0,50
"BIHAR","SHEOHAR","PIPRAHI",12,4,9,0,0,13
"BIHAR","SINGHBHUM EAST","BAHARAGORA",278,211,213,6,0,430
"BIHAR","SINGHBHUM EAST","CHAKULIA",215,101,122,1,1,225
"BIHAR","SINGHBHUM EAST","DHALBHUMGARH",30,9,10,14,0,33
"BIHAR","SINGHBHUM EAST","DUMARIA",90,35,48,4,3,90
"BIHAR","SINGHBHUM EAST","GHATSHILA",109,45,85,0,0,130
"BIHAR","SINGHBHUM EAST","JAMSHEDPUR",898,805,131,12,0,948
"BIHAR","SINGHBHUM EAST","MUSABANI",36,11,20,0,9,40
"BIHAR","SINGHBHUM EAST","PATAMDA",914,668,432,23,2,1125
"BIHAR","SINGHBHUM EAST","POTKA",275,186,104,19,33,342
"BIHAR","SINGHBHUM WEST","BANDGAON",130,58,78,7,5,148
"BIHAR","SINGHBHUM WEST","CHAIBASA",560,560,420,0,140,1120
"BIHAR","SINGHBHUM WEST","CHAKRADHARPUR",75,75,30,0,0,105
"BIHAR","SINGHBHUM WEST","CHANDIL",111,88,62,11,0,161
"BIHAR","SINGHBHUM WEST","GELKERA",50,0,50,0,0,50
"BIHAR","SINGHBHUM WEST","GUNHARIA",80,80,60,0,20,160
"BIHAR","SINGHBHUM WEST","JAGNNATHPUR",466,304,190,10,0,504
"BIHAR","SINGHBHUM WEST","JHINIKPANI",82,0,82,0,0,82
"BIHAR","SINGHBHUM WEST","KHANSOWAN",243,198,111,59,55,423
"BIHAR","SINGHBHUM WEST","KHUNTPANI",2,4,12,0,0,16
"BIHAR","SINGHBHUM WEST","KUCHAI",180,180,107,7,2,296
"BIHAR","SINGHBHUM WEST","MAJHGAON",534,390,193,4,0,587
"BIHAR","SINGHBHUM WEST","MANOHARPUR",263,240,114,8,108,470
"BIHAR","SINGHBHUM WEST","NIMDIH",480,368,223,41,1,633
"BIHAR","SINGHBHUM WEST","NOAMUNDI",275,127,149,0,0,276
"BIHAR","SINGHBHUM WEST","RAJNAGAR",1164,1157,335,6,1,1499
"BIHAR","SINGHBHUM WEST","SARAIKELA",377,377,69,34,0,480
"BIHAR","SINGHBHUM WEST","SONUA",7,2,5,0,0,7
"BIHAR","SINGHBHUM WEST","TANTNAGAR",37,6,32,3,2,43
"BIHAR","SINGHBHUM WEST","TONTO",37,0,37,0,0,37
"BIHAR","SITAMARHI","BAJAPATTI",140,140,100,0,60,300
"BIHAR","SITAMARHI","BATHNAHA",65,63,13,0,0,76
"BIHAR","SITAMARHI","DUMRA",265,208,190,132,70,600
"BIHAR","SITAMARHI","MEJARGANJ",0,0,0,0,0,0
"BIHAR","SITAMARHI","PARSAUNI",40,40,20,0,20,80
"BIHAR","SITAMARHI","PUPARI",80,80,80,2,21,183
"BIHAR","SITAMARHI","RIGA",285,275,275,80,20,650
"BIHAR","SITAMARHI","RUNISAIDPUR",879,553,430,348,237,1568
"BIHAR","SITAMARHI","SONBARSA",460,460,400,0,80,940
"BIHAR","SITAMARHI","SUPPI",90,80,60,0,20,160
"BIHAR","SITAMARHI","SURSAND",290,284,226,15,70,595
"BIHAR","SIWAN","ANDAR",417,417,417,0,0,834
"BIHAR","SIWAN","BARHARIA",204,75,163,19,2,259
"BIHAR","SIWAN","DARAULI",79,2,79,0,0,81
"BIHAR","SIWAN","DARAUNDHA",40,0,27,0,13,40
"BIHAR","SIWAN","GORAIKOTHI",199,178,185,19,7,389
"BIHAR","SIWAN","GUTHANI",363,289,363,0,0,652
"BIHAR","SIWAN","HUSSAINGANJ",141,104,137,0,0,241
"BIHAR","SIWAN","MAHRAJGANJ",90,90,90,0,0,180
"BIHAR","SIWAN","MAIRWA",250,250,250,0,0,500
"BIHAR","SIWAN","RAGHUNATHPUR",8,4,4,0,0,8
"BIHAR","SIWAN","SISWAN",110,95,110,0,0,205
"BIHAR","SIWAN","SIWAN",5,5,5,0,0,10
"BIHAR","SUPAUL","BASANTPUR",40,40,0,0,0,40
"BIHAR","SUPAUL","CHHATAPUR",51,15,21,13,9,58
"BIHAR","SUPAUL","PIPRA",80,30,60,0,15,105
"BIHAR","SUPAUL","SUPAUL",164,164,136,10,8,318
"BIHAR","VAISHALI","BHAGWANPUR",200,184,169,8,42,403
"BIHAR","VAISHALI","GORAUL",200,60,120,20,0,200
"BIHAR","VAISHALI","JANDAHA",560,520,390,5,125,1040
"BIHAR","VAISHALI","MAHNAR",85,75,83,30,40,228
"BIHAR","VAISHALI","MAHUA",406,397,277,71,81,826
"BIHAR","VAISHALI","PATEHRIBELSAR",160,160,120,0,40,320
"BIHAR","VAISHALI","PATEPUR",6,2,4,0,2,8
"BIHAR","VAISHALI","PREMRAJ",65,20,40,2,3,65
"BIHAR","VAISHALI","VAISHALI",264,244,200,0,60,504
"GOA","NORTH GOA","BICHOLIM",135,0,27,84,25,136
"GOA","NORTH GOA","PERNEM",159,0,113,41,5,159
"GOA","NORTH GOA","PONDA",111,0,41,71,0,112
"GOA","NORTH GOA","SATARI",1057,0,193,843,22,1058
"GOA","NORTH GOA","TISWADI",9,0,6,1,2,9
"GOA","SOUTH GOA","CANACONA",86,11,18,70,0,99
"GOA","SOUTH GOA","MORMUGAO",62,0,51,10,1,62
"GOA","SOUTH GOA","QUEPEM",654,0,2,652,0,654
"GOA","SOUTH GOA","SALCETE",11,0,2,9,0,11
"GOA","SOUTH GOA","SANGUEM",1853,2,38,1524,299,1863
"HARYANA","AMBALA","AMBALA",133,133,133,0,0,266
"HARYANA","AMBALA","NARAINGARH",79,79,79,0,0,158
"HARYANA","KAITHAL","KAITHAL",496,496,496,0,0,992
"HARYANA","KURUKSHETRA","SHAHBAD",4,4,4,0,0,8
"HIMACHAL PRADESH","Bilaspur","Bilaspur Sadar",160,159,158,0,0,317
"HIMACHAL PRADESH","Bilaspur","Ghumarwin",577,577,577,0,0,1154
"HIMACHAL PRADESH","Bilaspur","Jhanduta",37,37,37,0,0,74
"HIMACHAL PRADESH","Bilaspur","Naina Devi",11,11,11,0,0,22
"HIMACHAL PRADESH","Chamba","Bhattiyat",67,67,67,0,0,134
"HIMACHAL PRADESH","Chamba","Chamba",67,62,62,5,0,129
"HIMACHAL PRADESH","Chamba","Sihunta",38,28,28,0,0,56
"HIMACHAL PRADESH","Hamirpur","Barsar",76,67,67,1,0,135
"HIMACHAL PRADESH","Hamirpur","Bhoranj",59,59,59,0,0,118
"HIMACHAL PRADESH","Hamirpur","Hamirpur",142,138,138,0,0,276
"HIMACHAL PRADESH","Hamirpur","Nadaun",241,149,182,0,0,331
"HIMACHAL PRADESH","Hamirpur","Tira Sujanpur",421,198,230,0,0,428
"HIMACHAL PRADESH","Kangra","Baijnath",148,145,145,1,0,291
"HIMACHAL PRADESH","Kangra","Baroh",20,20,20,0,0,40
"HIMACHAL PRADESH","Kangra","Dera Gopipur",291,247,285,0,0,532
"HIMACHAL PRADESH","Kangra","Dhira",58,56,56,1,0,113
"HIMACHAL PRADESH","Kangra","Fatehpur",12,12,12,0,0,24
"HIMACHAL PRADESH","Kangra","Indora",231,146,186,0,0,332
"HIMACHAL PRADESH","Kangra","Jaisinghpur",322,322,322,0,0,644
"HIMACHAL PRADESH","Kangra","Jaswan",9,9,9,0,0,18
"HIMACHAL PRADESH","Kangra","Jawali",264,261,255,0,0,516
"HIMACHAL PRADESH","Kangra","Kangra",68,63,63,0,0,126
"HIMACHAL PRADESH","Kangra","Nurpur",476,448,445,19,0,912
"HIMACHAL PRADESH","Kangra","Palampur",381,354,354,25,0,733
"HIMACHAL PRADESH","Kangra","Rakkar",50,6,50,0,4,60
"HIMACHAL PRADESH","Kangra","Thural",189,184,184,0,0,368
"HIMACHAL PRADESH","Kullu","Ani",5,4,4,0,0,8
"HIMACHAL PRADESH","Kullu","Kullu",111,100,82,0,0,182
"HIMACHAL PRADESH","Kullu","Nermand",5,5,5,0,0,10
"HIMACHAL PRADESH","Mandi","Aut",206,186,186,44,49,465
"HIMACHAL PRADESH","Mandi","Baldwara",153,150,150,0,0,300
"HIMACHAL PRADESH","Mandi","Chachyot",0,0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Dharmpur",3,3,2,0,0,5
"HIMACHAL PRADESH","Mandi","Jogindarnagar",52,48,48,0,0,96
"HIMACHAL PRADESH","Mandi","Kotli",9,9,9,0,0,18
"HIMACHAL PRADESH","Mandi","Mandi",373,373,373,0,0,746
"HIMACHAL PRADESH","Mandi","Padhar",16,16,16,0,0,32
"HIMACHAL PRADESH","Mandi","Sandhol",19,15,15,0,0,30
"HIMACHAL PRADESH","Mandi","Sundarnagar",330,330,330,0,0,660
"HIMACHAL PRADESH","Shimla","Seoni",29,26,25,0,0,51
"HIMACHAL PRADESH","Shimla","Shimla",14,9,10,0,0,19
"HIMACHAL PRADESH","Shimla","Theog",18,9,9,0,0,18
"HIMACHAL PRADESH","Sirmaur","Nahan",592,535,531,17,1,1084
"HIMACHAL PRADESH","Sirmaur","Pachhad",5,5,5,0,0,10
"HIMACHAL PRADESH","Sirmaur","Pajhota",24,24,24,0,0,48
"HIMACHAL PRADESH","Sirmaur","Paonta Sahib",1048,796,791,69,0,1656
"HIMACHAL PRADESH","Sirmaur","Rajgarh",64,53,53,10,0,116
"HIMACHAL PRADESH","Solan","Arki",99,95,99,0,0,194
"HIMACHAL PRADESH","Solan","Kandaghat",63,55,52,0,0,107
"HIMACHAL PRADESH","Solan","Krishangarh",9,9,9,0,0,18
"HIMACHAL PRADESH","Solan","Nalagarh",887,768,863,16,1,1648
"HIMACHAL PRADESH","Solan","Solan",58,48,58,0,0,106
"HIMACHAL PRADESH","Una","Amb",420,364,400,6,20,790
"HIMACHAL PRADESH","Una","Bangana",132,116,116,0,0,232
"HIMACHAL PRADESH","Una","Haroli",154,52,106,1,1,160
"HIMACHAL PRADESH","Una","Una",547,60,487,0,0,547
"JAMMU & KASHMIR","Anantnagh","Bijehara",2360,1829,733,0,0,2562
"JAMMU & KASHMIR","Anantnagh","Kulgam",370,150,262,0,0,412
"JAMMU & KASHMIR","Baramulla","Baramulla",537,553,562,0,0,1115
"JAMMU & KASHMIR","Baramulla","Gurez",17,17,0,0,0,17
"JAMMU & KASHMIR","Baramulla","Pattan",6,7,0,0,0,7
"JAMMU & KASHMIR","Baramulla","Sonawari",17190,16237,565,0,0,16802
"JAMMU & KASHMIR","Baramulla","Sopore",630,630,0,0,0,630
"JAMMU & KASHMIR","Jammu","Akhnoor",534,338,280,0,0,618
"JAMMU & KASHMIR","Jammu","Bishna",134,77,77,0,0,154
"JAMMU & KASHMIR","Jammu","Jammu",768,559,329,0,0,888
"JAMMU & KASHMIR","Jammu","Samba",134,78,76,0,0,154
"JAMMU & KASHMIR","Kathua","Billawar",371,208,178,0,0,386
"JAMMU & KASHMIR","Kathua","Hiranagar",136,85,65,0,0,150
"JAMMU & KASHMIR","Kathua","Kathua",73,68,30,0,0,98
"JAMMU & KASHMIR","Kupwara","Kupwara",1080,1213,0,0,0,1213
"JAMMU & KASHMIR","Poonch","Mendhar",9,9,0,0,0,9
"JAMMU & KASHMIR","Pulwama","Pampore",1507,1108,442,0,0,1550
"JAMMU & KASHMIR","Pulwama","Pulwana",2815,2263,553,0,0,2816
"JAMMU & KASHMIR","Pulwama","Tral",1148,1148,0,0,0,1148
"JAMMU & KASHMIR","Rajouri","Nowshera",130,70,55,0,0,125
"JAMMU & KASHMIR","Rajouri","Rajouri",70,50,25,0,0,75
"JAMMU & KASHMIR","Rajouri","Sunderbani",241,129,121,0,0,250
"JAMMU & KASHMIR","Srinagar","Ganderbal",598,634,0,0,0,634
"JAMMU & KASHMIR","Srinagar","Srinagar",1912,1491,824,0,0,2315
"JAMMU & KASHMIR","Udhampur","Reasi",321,230,110,0,0,340
"JAMMU & KASHMIR","Udhampur","Udhampur",97,58,43,0,0,101
"KARNATAKA","BANGALORE RURAL","DEVANAHALLI",2,2,1,2,0,5
"KARNATAKA","BANGALORE RURAL","HOSAKOTE",0,10,10,0,0,20
"KARNATAKA","BANGALORE RURAL","KANAKAPURA",2,57,40,82,0,179
"KARNATAKA","BANGALORE RURAL","MAGADI",8,5,1,0,2,8
"KARNATAKA","BANGALORE RURAL","NELAMANGALA",26,24,2,0,0,26
"KARNATAKA","BANGALORE RURAL","RAMANAGARA",156,67,7,36,52,162
"KARNATAKA","BANGALORE URBAN","ANEKAL",30,14,14,3,0,31
"KARNATAKA","BANGALORE URBAN","BANGALORE NORTH",87,0,0,87,0,87
"KARNATAKA","BANGALORE URBAN","BANGALORE SOUTH",46,27,19,0,0,46
"KARNATAKA","BELGAUM","ATHNI",10077,6513,1956,1723,141,10333
"KARNATAKA","BELGAUM","CHIKODI",7490,4623,914,3790,851,10178
"KARNATAKA","BELGAUM","GOKAK",13900,9095,2888,2189,41,14213
"KARNATAKA","BELGAUM","KHANAPUR",1300,1235,297,3,0,1535
"KARNATAKA","BELGAUM","RAMDURG",60,148,132,27,7,314
"KARNATAKA","BELGAUM","RAYBAG",2008,1073,738,230,0,2041
"KARNATAKA","BELGAUM","SAMPGAON",2437,1783,642,10,41,2476
"KARNATAKA","BELLARY","BELLARY",1995,1543,724,114,92,2473
"KARNATAKA","BELLARY","H.B. HALLY",9125,7682,3839,0,0,11521
"KARNATAKA","BELLARY","HADAGALI",779,1081,846,24,12,1963
"KARNATAKA","BELLARY","HARAPANA HALLI",72,74,0,0,0,74
"KARNATAKA","BELLARY","HOSPET",2574,2105,673,39,4,2821
"KARNATAKA","BELLARY","KUDLIGI",71,71,0,0,0,71
"KARNATAKA","BELLARY","SIRAGUPPA",7674,5114,3250,3017,719,12100
"KARNATAKA","BIDAR","AURAD",416,276,133,19,800,1228
"KARNATAKA","BIDAR","BASAVA KALYANA",40,24,16,0,0,40
"KARNATAKA","BIDAR","BHALKI",319,110,132,89,1,332
"KARNATAKA","BIDAR","BIDAR",202,64,71,104,2,241
"KARNATAKA","BIJAPUR","BADAMI",1779,1342,580,93,217,2232
"KARNATAKA","BIJAPUR","BAGALKOT",1140,885,192,64,205,1346
"KARNATAKA","BIJAPUR","BIJAPUR",162,0,0,0,162,162
"KARNATAKA","BIJAPUR","BILGI",804,625,536,1,0,1162
"KARNATAKA","BIJAPUR","HUNGUND",2465,2138,1289,167,539,4133
"KARNATAKA","BIJAPUR","INDI",1754,734,846,161,14,1755
"KARNATAKA","BIJAPUR","JAMAKHANDI",2904,481,1598,1576,0,3655
"KARNATAKA","BIJAPUR","MUDDEBIHAL",1408,762,762,0,0,1524
"KARNATAKA","BIJAPUR","MUDHOL",1613,376,133,1164,0,1673
"KARNATAKA","BIJAPUR","SINDGI",70,68,43,2,0,113
"KARNATAKA","CHIKKAMAGALORE","KADUR",100,100,0,0,0,100
"KARNATAKA","CHIKKAMAGALORE","MUDIGERE",520,106,13,147,364,630
"KARNATAKA","CHIKKAMAGALORE","N.R. PURA",190,142,468,99,98,807
"KARNATAKA","CHIKKAMAGALORE","SRINGERE",140,14,0,95,33,142
"KARNATAKA","CHIKKAMAGALORE","TARIKERE",94,94,0,0,0,94
"KARNATAKA","CHITRADURGA","CHALLAKERE",61,75,5,4,5,89
"KARNATAKA","CHITRADURGA","CHITRADURGA",0,0,0,0,0,0
"KARNATAKA","CHITRADURGA","DAVANAGERE",194,270,0,54,113,437
"KARNATAKA","CHITRADURGA","HARIHAR",3267,3026,48,587,1175,4836
"KARNATAKA","CHITRADURGA","HIRIYUR",181,65,52,66,0,183
"KARNATAKA","CHITRADURGA","HOSADURGA",157,0,157,6,0,163
"KARNATAKA","DAKSHINA KANNADA","BANTWAL",100,0,75,26,13,114
"KARNATAKA","DAKSHINA KANNADA","BELTHANGADY",100,22,17,28,38,105
"KARNATAKA","DAKSHINA KANNADA","KARKALA",385,30,163,215,13,421
"KARNATAKA","DAKSHINA KANNADA","MANGALORE",32,0,14,18,0,32
"KARNATAKA","DAKSHINA KANNADA","PUTTUR",171,0,49,99,30,178
"KARNATAKA","DAKSHINA KANNADA","SULLIA",41,0,2,40,0,42
"KARNATAKA","DAKSHINA KANNADA","UDUPI",31,0,55,5,1,61
"KARNATAKA","DHARWAR","HAVERI",1808,1511,984,302,293,3090
"KARNATAKA","DHARWAR","HIREKERUR",0,2,1,0,0,3
"KARNATAKA","DHARWAR","KALGHATGI",18,18,0,0,0,18
"KARNATAKA","DHARWAR","MUNDARGI",885,1033,0,0,0,1033
"KARNATAKA","DHARWAR","NARAGUND",467,460,273,0,0,733
"KARNATAKA","DHARWAR","NAVALAGUND",1773,1286,1065,4,1,2356
"KARNATAKA","DHARWAR","RANIBENNUR",568,335,245,0,153,733
"KARNATAKA","DHARWAR","SAVANUR",443,158,229,9,278,674
"KARNATAKA","DHARWAR","SHIRAHATTI",529,213,113,11,194,531
"KARNATAKA","GULBARGA","AFZALPUR TALUK",223,168,42,17,0,227
"KARNATAKA","GULBARGA","CHINCHOLI",87,21,56,7,2,86
"KARNATAKA","GULBARGA","CHITAPUR",105,53,53,0,0,106
"KARNATAKA","GULBARGA","GULBARGA",279,185,93,0,0,278
"KARNATAKA","GULBARGA","JEWARGI",476,308,137,30,1,476
"KARNATAKA","GULBARGA","SAHAPUR",6,0,0,6,0,6
"KARNATAKA","GULBARGA","SEDAM",22,18,3,1,0,22
"KARNATAKA","GULBARGA","SHORAPUR",114,107,9,1,0,117
"KARNATAKA","GULBARGA","YADAGIR",146,161,8,0,0,169
"KARNATAKA","HASSAN","ALUR",2,2,0,0,0,2
"KARNATAKA","HASSAN","ARASIKERE",10,0,0,10,0,10
"KARNATAKA","HASSAN","ARKALGUD",4,3,0,5,0,8
