-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.7.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Farmer's saving,Loan & Savings,Subsidy & Bank loan,Others,Total
JHARKHAND,WEST SINGHBHUM,CHAKARDHARPUR,5,0,7,15,27
JHARKHAND,WEST SINGHBHUM,GOILKERA,3,0,2,4,9
JHARKHAND,WEST SINGHBHUM,JAGANATHPUR,5,0,0,3,8
JHARKHAND,WEST SINGHBHUM,JHIKPANI,18,0,11,7,36
JHARKHAND,WEST SINGHBHUM,KHUNTPANI,0,0,6,0,6
JHARKHAND,WEST SINGHBHUM,KUMAR DUNGI,12,5,0,63,80
JHARKHAND,WEST SINGHBHUM,MAJHGAON,2,0,0,3,5
JHARKHAND,WEST SINGHBHUM,MANJHARI,1,0,1,0,2
JHARKHAND,WEST SINGHBHUM,MANOHARPUR,5,0,4,9,18
JHARKHAND,WEST SINGHBHUM,NOWAMUNDI,1,0,6,4,11
JHARKHAND,WEST SINGHBHUM,SADAR CHAIBASA,0,0,0,6,6
JHARKHAND,WEST SINGHBHUM,SHONUWA,0,0,1,2,3
JHARKHAND,WEST SINGHBHUM,TANATNAGAR,0,0,0,3,3
KARNATAKA,Bagalkote,BADAMI,133,769,9,0,911
KARNATAKA,Bagalkote,BAGALKOTE,76,916,80,6,1078
KARNATAKA,Bagalkote,BILGI,1305,589,18,2,1914
KARNATAKA,Bagalkote,HUNGUND,517,751,12,5,1285
KARNATAKA,Bagalkote,JAMAKHANDI,289,3296,643,735,4963
KARNATAKA,Bagalkote,MUDHOL,525,1434,45,1,2005
KARNATAKA,Bangalore,ANEKAL,77,0,0,8,85
KARNATAKA,Bangalore,BANGALORE EAST,182,0,0,0,182
KARNATAKA,Bangalore,BANGALORE SOUTH,21,5,1,3,30
KARNATAKA,Bangalore Rural,DODDBALLAPUR,0,0,0,1,1
KARNATAKA,Bangalore Rural,HOSKOTE,0,0,0,1,1
KARNATAKA,Bangalore Rural,KANAKAPURA,683,108,10,48,849
KARNATAKA,Bangalore Rural,MAGADI,11,0,0,2,13
KARNATAKA,Bangalore Rural,RAMANAGARA,1,3,1,3,8
KARNATAKA,Belgaum,ATHANI,620,2109,43,180,2952
KARNATAKA,Belgaum,BAILAHONGAL,6,8,1,109,124
KARNATAKA,Belgaum,BELGAUM,76,3,1,3,83
KARNATAKA,Belgaum,CHIKODI,512,3122,199,21,3854
KARNATAKA,Belgaum,GOKAK,777,983,89,102,1951
KARNATAKA,Belgaum,HUKKERI,543,578,385,20,1526
KARNATAKA,Belgaum,KHANAPUR,604,391,73,63,1131
KARNATAKA,Belgaum,RAIBAG,229,265,3,7,504
KARNATAKA,Belgaum,RAMDURGA,568,342,4,84,998
KARNATAKA,Belgaum,SOUNDATTI,117,30,0,4,151
KARNATAKA,Bellary,BELLARY,366,201,14,11,592
KARNATAKA,Bellary,HADAGALI,118,95,73,24,310
KARNATAKA,Bellary,HAGARIBOMMANAHALLI,2,0,1,12,15
KARNATAKA,Bellary,HOSPET,217,205,18,79,519
KARNATAKA,Bellary,SANDUR,9,0,2,3,14
KARNATAKA,Bellary,SIRUGUPPA,642,1067,39,124,1872
KARNATAKA,Bidar,AURAD,192,49,24,86,351
KARNATAKA,Bidar,BASAVAKALYAN,19,0,0,0,19
KARNATAKA,Bidar,BHALKI,316,46,0,5,367
KARNATAKA,Bidar,BIDAR,114,34,10,3,161
KARNATAKA,Bijapur,BASAVANA BAGEWADI,220,0,0,23,243
KARNATAKA,Bijapur,BIJAPUR,574,359,1,2,936
KARNATAKA,Bijapur,INDI,2060,350,42,7,2459
KARNATAKA,Bijapur,MUDDEBIHAL,378,481,14,5,878
KARNATAKA,Bijapur,SINDGI,26,52,19,22,119
KARNATAKA,Chamaraja Nagara,GUNDLUPET,0,1,0,1,2
KARNATAKA,Chamaraja Nagara,KOLLEGAL,0,0,2,0,2
KARNATAKA,Chikmagalur,CHIKMAGALUR,22,64,5,6,97
KARNATAKA,Chikmagalur,KADUR,0,0,0,5,5
KARNATAKA,Chikmagalur,KOPPA,202,96,31,38,367
KARNATAKA,Chikmagalur,MUDIGERE,185,321,88,6,600
KARNATAKA,Chikmagalur,NARASIMHARAJAPURA,146,72,175,5,398
KARNATAKA,Chikmagalur,SRINGERI,79,150,23,4,256
KARNATAKA,Chikmagalur,TARIKERE,68,17,0,1,86
KARNATAKA,Chitradurga,CHALLAKERE,0,0,0,18,18
KARNATAKA,Chitradurga,CHITRADURGA,0,0,0,5,5
KARNATAKA,Chitradurga,HIRIYUR,26,5,2,29,62
KARNATAKA,Chitradurga,HOSDURGA,0,0,0,5,5
KARNATAKA,Chitradurga,MOLAKALMURU,0,0,1,15,16
KARNATAKA,Dakshina Kannada,BELTHANGADI,11,3,0,31,45
KARNATAKA,Dakshina Kannada,BUNTWAL,163,82,7,8,260
KARNATAKA,Dakshina Kannada,MANGALORE,72,7,0,0,79
KARNATAKA,Dakshina Kannada,PUTTUR,417,271,11,65,764
KARNATAKA,Dakshina Kannada,SULLIA,237,344,86,17,684
KARNATAKA,Davanagere,CHANNAGIRI,98,5,1,7,111
KARNATAKA,Davanagere,DAVANGERE,427,224,40,189,880
KARNATAKA,Davanagere,HARIHAR,635,928,190,69,1822
KARNATAKA,Davanagere,HARPANAHALLI,36,31,0,8,75
KARNATAKA,Davanagere,HONNALI,496,271,75,11,853
KARNATAKA,Davanagere,JAGALUR,4,1,0,1,6
KARNATAKA,Dharwar,DHARWAD,0,22,1,0,23
KARNATAKA,Dharwar,KALGHATGI,26,10,53,5,94
KARNATAKA,Dharwar,NAVALGUND,594,139,0,31,764
KARNATAKA,Gadag,GADAG,11,0,0,0,11
KARNATAKA,Gadag,MUNDARGI,33,123,78,0,234
KARNATAKA,Gadag,NARGUND,27,311,0,64,402
KARNATAKA,Gadag,RON,138,162,2,32,334
KARNATAKA,Gadag,SHIRHATTI,175,11,2,2,190
KARNATAKA,Gulbarga,AFZALPUR,295,240,7,8,550
KARNATAKA,Gulbarga,ALAND,44,0,0,25,69
KARNATAKA,Gulbarga,CHINCHOLI,148,16,1,1,166
KARNATAKA,Gulbarga,CHITAPUR,26,7,1,1,35
KARNATAKA,Gulbarga,GULBARGA,2,5,0,8,15
KARNATAKA,Gulbarga,JEVARGI,160,61,5,50,276
KARNATAKA,Gulbarga,SEDAM,89,17,50,46,202
KARNATAKA,Gulbarga,SHAHAPUR,104,102,4,8,218
KARNATAKA,Gulbarga,SHORAPUR,77,28,0,59,164
KARNATAKA,Gulbarga,YADGIR,5,10,1,54,70
KARNATAKA,Hassan,ALUR,0,0,0,7,7
KARNATAKA,Hassan,ARASIKERE,0,0,0,1,1
KARNATAKA,Hassan,ARKALGUD,0,0,0,2,2
KARNATAKA,Hassan,BELUR,0,0,2,0,2
KARNATAKA,Hassan,CHANNARAYAPATNA,0,0,0,2,2
KARNATAKA,Hassan,HASSAN,1,0,1,1,3
KARNATAKA,Hassan,HOLENARSIPUR,4,6,0,15,25
KARNATAKA,Hassan,SAKALESHPURA,0,0,0,2,2
KARNATAKA,Haveri,HANGAL,46,272,1,10,329
KARNATAKA,Haveri,HAVERI,276,691,143,7,1117
KARNATAKA,Haveri,HIREKERUR,1,0,31,4,36
KARNATAKA,Haveri,RANIBENNUR,454,633,363,144,1594
KARNATAKA,Haveri,SAVANUR,85,80,2,7,174
KARNATAKA,Haveri,SHIGGAON,0,0,0,3,3
KARNATAKA,Kodagu,MADIKERI,120,293,10,2,425
KARNATAKA,Kodagu,SOMVARPET,4,0,0,5,9
KARNATAKA,Kodagu,VIRAJPET,0,0,1,2,3
KARNATAKA,Kolar,BANGARAPET,0,0,1,0,1
KARNATAKA,Kolar,MALUR,0,0,1,1,2
KARNATAKA,Koppal,GANGAVATHI,126,514,66,51,757
KARNATAKA,Koppal,KOPPAL,106,30,2,10,148
KARNATAKA,Koppal,KUSHTAGI,22,0,0,4,26
KARNATAKA,Mandya,KRISHNARAJPET,13,0,0,6,19
KARNATAKA,Mandya,MADDUR,0,0,0,4,4
KARNATAKA,Mandya,MALAVALLI,0,0,1,6,7
KARNATAKA,Mandya,MANDYA,0,0,0,1,1
KARNATAKA,Mandya,PANDAVAPURA,0,0,0,1,1
KARNATAKA,Mandya,SRIRANGAPATTANA,0,0,0,1,1
KARNATAKA,Mysore,HEGGADADEVANKOTE,3,0,0,2,5
KARNATAKA,Mysore,HUNSUR,1,7,5,6,19
KARNATAKA,Mysore,KRISHNARAJANAGARA,0,0,0,1,1
KARNATAKA,Mysore,MYSORE,0,1,0,2,3
KARNATAKA,Mysore,PERIYAPATNA,0,0,0,2,2
KARNATAKA,Mysore,T.NARASIPURA,1,0,0,16,17
KARNATAKA,Raichur,DEODURGA,63,122,4,17,206
KARNATAKA,Raichur,LINGASUGUR,240,146,4,13,403
KARNATAKA,Raichur,MANVI,533,421,57,3,1014
KARNATAKA,Raichur,RAICHUR,268,317,76,87,748
KARNATAKA,Raichur,SINDHANUR,57,43,0,190,290
KARNATAKA,Shimoga,BHADRAVATHI,277,122,45,5,449
KARNATAKA,Shimoga,HOSANAGARA,55,111,1,18,185
KARNATAKA,Shimoga,SAGAR,198,68,1,4,271
KARNATAKA,Shimoga,SHIKARIPURA,194,143,2,1,340
KARNATAKA,Shimoga,SHIMOGA,157,110,17,0,284
KARNATAKA,Shimoga,SORAB,174,188,40,17,419
KARNATAKA,Shimoga,THIRTHAHALLI,617,586,30,31,1264
KARNATAKA,Tumkur,CHIKNAYAKANHALLI,1,0,0,0,1
KARNATAKA,Tumkur,GUBBI,1,0,0,0,1
KARNATAKA,Tumkur,KORATAGERE,0,0,0,2,2
KARNATAKA,Tumkur,KUNIGAL,6,0,0,0,6
KARNATAKA,Tumkur,PAVAGADA,0,0,0,2,2
KARNATAKA,Tumkur,SIRA,0,0,0,3,3
KARNATAKA,Tumkur,TUMKUR,1,0,0,0,1
KARNATAKA,Tumkur,TURUVEKERE,20,0,0,2,22
KARNATAKA,Udupi,KARKAL,415,191,5,9,620
KARNATAKA,Udupi,KUNDAPURA,279,129,12,3,423
KARNATAKA,Udupi,UDUPI,497,386,30,28,941
KARNATAKA,Uttara Kannada,ANKOLA,96,7,0,1,104
KARNATAKA,Uttara Kannada,BHATKAL,9,12,0,0,21
KARNATAKA,Uttara Kannada,HALIYAL,129,113,7,0,249
KARNATAKA,Uttara Kannada,HONAVAR,4,15,3,8,30
KARNATAKA,Uttara Kannada,KARWAR,5,0,0,1,6
KARNATAKA,Uttara Kannada,KUMTA,0,1,0,1,2
KARNATAKA,Uttara Kannada,MUNDGOD,1,0,0,4,5
KARNATAKA,Uttara Kannada,SIDDAPUR,13,10,1,3,27
KARNATAKA,Uttara Kannada,SIRSI,105,179,6,4,294
KARNATAKA,Uttara Kannada,SUPA,137,2,3,2,144
KARNATAKA,Uttara Kannada,YELLAPUR,54,20,1,0,75
KERALA,ALAPPUZHA,ARYAD,1,5,6,0,12
KERALA,ALAPPUZHA,BHARANICAVU,0,0,10,0,10
KERALA,ALAPPUZHA,CHEMBAKULAM,0,0,170,0,170
KERALA,ALAPPUZHA,CHENGANNUR,2,0,3,0,5
KERALA,ALAPPUZHA,CHENGANNUR-999,0,0,1,0,1
KERALA,ALAPPUZHA,HARIPAD,5,0,8,0,13
KERALA,ALAPPUZHA,MAVELIKARA,19,0,4,0,23
KERALA,ALAPPUZHA,MAVELIKKARA,0,0,1,0,1
KERALA,ALAPPUZHA,MUTHUKULAMD,7,1,20,0,28
KERALA,ALAPPUZHA,VELIYANADU,0,0,69,0,69
KERALA,ERANAKULAM,ALANGAD,67,0,13,0,80
KERALA,ERANAKULAM,ANGALAMALY,38,0,60,0,98
KERALA,ERANAKULAM,ANGAMALY,0,0,1,0,1
KERALA,ERANAKULAM,EDAPPALY,11,0,106,0,117
KERALA,ERANAKULAM,KALAMASSERY,4,0,14,0,18
KERALA,ERANAKULAM,KOCHI CORPORATION,28,0,15,2,45
KERALA,ERANAKULAM,KOOVAPPADY,0,0,11,0,11
KERALA,ERANAKULAM,KOTHAMANGALAM,3,4,28,0,35
KERALA,ERANAKULAM,KOTHAMANGALAM-999,0,0,22,0,22
KERALA,ERANAKULAM,MOOVATTUPUZHA,39,11,68,2,120
KERALA,ERANAKULAM,MULANTHURUTHY,5,41,190,0,236
KERALA,ERANAKULAM,PALLURUTHY,0,0,10,0,10
KERALA,ERANAKULAM,PAMPAKUDA,0,0,28,0,28
KERALA,ERANAKULAM,PARAKADAVU,0,1,34,0,35
KERALA,ERANAKULAM,PERUMBAVOOR,0,3,2,0,5
KERALA,ERANAKULAM,THIPPUNITHURA,15,73,116,0,204
KERALA,ERANAKULAM,VADAVUKODE,0,0,18,0,18
KERALA,ERANAKULAM,VAZHAKULAM,1,2,16,0,19
KERALA,ERANAKULAM,VYTILLA,49,8,54,0,111
KERALA,IDDUKKI,AZHUTHA,19,6,12,1,38
KERALA,IDDUKKI,DEVIKULAM,0,0,2,0,2
KERALA,IDDUKKI,ELAMDESAM,3,3,6,0,12
KERALA,IDDUKKI,IDUKKI,7,2,51,0,60
KERALA,IDDUKKI,KATTAPPANA,1,0,30,3,34
KERALA,IDDUKKI,NEDUMKANDAM,0,0,4,0,4
KERALA,IDDUKKI,THODUPUZHA,9,15,47,0,71
KERALA,IDDUKKI,THODUPUZHA MUNICIP,1,4,5,0,10
KERALA,KANNUR,IRIKKUR,0,0,5,0,5
KERALA,KANNUR,IRITTY,162,162,11,0,335
KERALA,KANNUR,KUTHUPARAMBA,0,0,6,0,6
KERALA,KANNUR,MATTANNUR,0,0,22,0,22
KERALA,KANNUR,PAYYANNUR,75,44,269,2,390
KERALA,KANNUR,PAYYANNUR-999,8,0,27,0,35
KERALA,KANNUR,PERAVOOR,0,0,135,0,135
KERALA,KANNUR,THALASSERY,0,0,7,0,7
KERALA,KANNUR,THALASSERY-999,0,0,2,0,2
KERALA,KANNUR,THALIPARAMBA,16,0,2,0,18
KERALA,KASARAGODE,KANHANGAD MUNICIP,0,0,5,0,5
KERALA,KASARAGODE,KASARAGODE,21,8,0,0,29
KERALA,KASARAGODE,KASARAGODE MUNICIP,0,0,3,0,3
KERALA,KASARAGODE,MANJESWARAM,1,0,9,0,10
KERALA,KOLLAM,ANCHAL,0,0,1,0,1
KERALA,KOLLAM,CHITTUMALA,0,0,1,0,1
KERALA,KOLLAM,ITHIKKARA,0,0,3,0,3
KERALA,KOLLAM,KOTTARAKKARA,0,0,1,0,1
KERALA,KOLLAM,PUNALUR,0,0,1,0,1
KERALA,KOLLAM,SASTHAMCOTTA,0,0,8,0,8
KERALA,KOLLAM,VETTIKKAVALA,3,4,13,0,20
KERALA,KOTTAYAM,CHANGANASSERY,0,0,2,0,2
KERALA,KOTTAYAM,ERATTUPETTAH,2,14,17,0,33
KERALA,KOTTAYAM,ETTUMANOOR,36,36,20,1,93
KERALA,KOTTAYAM,KADUTHURUTHY,122,31,108,0,261
KERALA,KOTTAYAM,LALAM,0,0,20,1,21
KERALA,KOTTAYAM,MADAPPALLY,0,13,71,0,84
KERALA,KOTTAYAM,PALA,0,0,6,0,6
KERALA,KOTTAYAM,PALLAM,11,15,30,0,56
KERALA,KOTTAYAM,UZHAVOOR,24,2,209,0,235
KERALA,KOTTAYAM,VAIKOM,1,72,117,0,190
KERALA,KOZHIKODE,BALUSSERY,20,7,2,0,29
KERALA,KOZHIKODE,CHELANNUR,9,12,103,1,125
KERALA,KOZHIKODE,KODUVALLY,12,0,47,0,59
KERALA,KOZHIKODE,KOZHIKKODE,0,0,8,0,8
KERALA,KOZHIKODE,KOZHIKKODE CORPORATI,4,0,3,0,7
KERALA,KOZHIKODE,KUNNAMANGALAM,82,42,136,0,260
KERALA,KOZHIKODE,KUNNUMEL,0,0,24,0,24
KERALA,KOZHIKODE,PANTHALAYANI,0,0,8,0,8
KERALA,KOZHIKODE,PERAMBRA,7,1,4,0,12
KERALA,KOZHIKODE,THODANNUR,3,4,19,1,27
KERALA,KOZHIKODE,THUNERI,1,0,13,3,17
KERALA,KOZHIKODE,VADAKARA-999,1,0,2,0,3
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,0,0,3,0,3
KERALA,MALAPPURAM,AREACODE,132,24,44,0,200
KERALA,MALAPPURAM,KONDOTTY,5,2,13,0,20
KERALA,MALAPPURAM,KUTTIPPURAM,0,0,2,0,2
KERALA,MALAPPURAM,MALAPPURAM,27,0,0,0,27
KERALA,MALAPPURAM,MALAPURAM MUNI,6,0,5,0,11
KERALA,MALAPPURAM,MANJERI MUNI,12,4,6,0,22
KERALA,MALAPPURAM,MANKADA,126,24,55,0,205
KERALA,MALAPPURAM,NILAMBOOR,233,517,432,6,1188
KERALA,MALAPPURAM,PERINTHALMANNA,71,73,23,0,167
KERALA,MALAPPURAM,PONNANI,0,0,6,0,6
KERALA,MALAPPURAM,PONNANI MUNI,13,0,0,0,13
KERALA,MALAPPURAM,THANUR,20,0,25,0,45
KERALA,MALAPPURAM,THIRUR,0,0,4,0,4
KERALA,MALAPPURAM,THIRURANGADI,120,82,89,0,291
KERALA,MALAPPURAM,TIRUR MUNI,0,0,5,0,5
KERALA,MALAPPURAM,VENGARA,7,5,24,0,36
KERALA,MALAPPURAM,WANDOOR,76,70,228,1,375
KERALA,PALAKKAD,ALATHUR,461,103,77,1,642
KERALA,PALAKKAD,ATTAPPADY,83,35,156,0,274
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,0,1,4,0,5
KERALA,PALAKKAD,CHITUR,1,5,3,0,9
KERALA,PALAKKAD,KOLLENGODE,3,24,102,0,129
KERALA,PALAKKAD,KUZHALMANNAM,10,0,13,1,24
KERALA,PALAKKAD,MALAMPUZHA,94,12,60,0,166
KERALA,PALAKKAD,MANNARKKAD,48,252,17,16,333
KERALA,PALAKKAD,NENMARA,114,68,72,63,317
KERALA,PALAKKAD,OTTAPPALAM,0,0,7,0,7
KERALA,PALAKKAD,OTTAPPALAM MUNI,0,7,8,0,15
KERALA,PALAKKAD,PALAKKAD,103,3,12,0,118
KERALA,PALAKKAD,PATTAMBI,15,21,28,0,64
KERALA,PALAKKAD,SHORANNUR MUNI,8,0,4,0,12
KERALA,PALAKKAD,SREEKRISHNAPURAM,119,2,11,0,132
KERALA,PALAKKAD,THRITHALA,1,0,6,0,7
KERALA,PATHANAMTHITTA,ELANTHUR,0,1,2,0,3
KERALA,PATHANAMTHITTA,KOIPURAM,0,0,12,0,12
KERALA,PATHANAMTHITTA,KONNI,1,0,12,0,13
KERALA,PATHANAMTHITTA,KULANADA,1,0,7,0,8
KERALA,PATHANAMTHITTA,MALLAPPALLY,17,1,83,0,101
KERALA,PATHANAMTHITTA,PANDALAM,0,0,17,0,17
KERALA,PATHANAMTHITTA,PARAKKODE,0,0,4,0,4
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,0,0,1,0,1
KERALA,PATHANAMTHITTA,PULIKEEZHU,3,1,19,0,23
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,0,1,3,0,4
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,2,10,5,0,17
KERALA,THIRUVANANTHAPURAM,NEMOM,0,0,5,0,5
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,0,0,1,0,1
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,4,1,10,0,15
KERALA,THIRUVANANTHAPURAM,VARKALA,0,3,0,0,3
KERALA,THIRUVANANTHAPURAM,VELLANADU,1,0,0,0,1
KERALA,THRISSUR,ANTHIKKAD,154,45,68,1,268
KERALA,THRISSUR,CHALAKKUDY,49,7,11,0,67
KERALA,THRISSUR,CHALAKUDY MUNI,41,0,3,0,44
KERALA,THRISSUR,CHERPU,98,18,15,0,131
KERALA,THRISSUR,CHOWANNUR,12,1,2,0,15
KERALA,THRISSUR,IRINJALAKKUDA,90,12,10,0,112
KERALA,THRISSUR,IRINJALAKUDA MUNI,13,0,0,0,13
KERALA,THRISSUR,KODAKARA,89,0,21,0,110
KERALA,THRISSUR,KODUNGALLUR,383,0,3,0,386
KERALA,THRISSUR,MALA,18,2,26,0,46
KERALA,THRISSUR,MATHILAKOM,579,0,3,0,582
KERALA,THRISSUR,MULLASSERY,0,0,10,0,10
KERALA,THRISSUR,OLLUKKARA,301,82,7,0,390
KERALA,THRISSUR,PAZHAYANNUR,114,0,10,0,124
KERALA,THRISSUR,PUZHAKKAL,56,0,19,0,75
KERALA,THRISSUR,THALIKULAM,328,29,93,0,450
KERALA,THRISSUR,THRISSUR CORPORATION,44,3,0,0,47
KERALA,THRISSUR,VADAKKANCHERRY,56,23,3,1,83
KERALA,THRISSUR,VELLANGALLUR,41,1,10,0,52
KERALA,WAYANAD,KALPETTA,110,12,75,0,197
KERALA,WAYANAD,KALPETTA MUNI,12,8,4,0,24
KERALA,WAYANAD,MANANTHAVADI,236,40,92,0,368
KERALA,WAYANAD,SULTHANBATHERI,157,147,120,0,424
MADHYA PRADESH,BALAGHAT,BAIHAR,76,0,4,7,87
MADHYA PRADESH,BALAGHAT,BALAGHAT,56,1,0,4,61
MADHYA PRADESH,BALAGHAT,BIRSA,75,3,0,1,79
MADHYA PRADESH,BALAGHAT,KATANGI,0,0,1,0,1
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,10,1,2,16,29
MADHYA PRADESH,BALAGHAT,KIRNAPUR,12,4,0,29,45
MADHYA PRADESH,BALAGHAT,LALBURRA,39,2,0,0,41
MADHYA PRADESH,BALAGHAT,LANJI,135,23,4,305,467
MADHYA PRADESH,BALAGHAT,PARASWADA,37,0,0,0,37
MADHYA PRADESH,BALAGHAT,WARASEONI,26,0,0,11,37
MADHYA PRADESH,BARWANI,BARWANI,227,92,2,0,321
MADHYA PRADESH,BARWANI,NIWALI,66,0,0,1,67
MADHYA PRADESH,BARWANI,PANSEMAL,54,3,0,0,57
MADHYA PRADESH,BARWANI,PATI,472,34,1,0,507
MADHYA PRADESH,BARWANI,RAJPUR,774,298,32,27,1131
MADHYA PRADESH,BARWANI,SENDHWA,737,27,14,2,780
MADHYA PRADESH,BARWANI,THIKRI,354,295,0,1,650
MADHYA PRADESH,BETUL,AMLA,618,8,693,81,1400
MADHYA PRADESH,BETUL,ATHNER,41,0,0,120,161
MADHYA PRADESH,BETUL,BETUL,829,40,0,11,880
MADHYA PRADESH,BETUL,BHAINSDEHI,493,77,36,61,667
MADHYA PRADESH,BETUL,BHIMPURA,432,3,1,33,469
MADHYA PRADESH,BETUL,CHICHOLI,617,0,0,4,621
MADHYA PRADESH,BETUL,GHODA DONGRI,1091,76,95,122,1384
MADHYA PRADESH,BETUL,MULTAI,104,0,1,21,126
MADHYA PRADESH,BETUL,PRABHAT PATTAN,526,6,1,1,534
MADHYA PRADESH,BETUL,SHAHPUR,211,0,42,42,295
MADHYA PRADESH,BHIND,BHIND,0,0,0,2,2
MADHYA PRADESH,BHIND,GOHAD,5,0,55,99,159
MADHYA PRADESH,BHIND,LAHAR,16,3,50,38,107
MADHYA PRADESH,BHIND,MEHAGOAN,13,0,2,3,18
MADHYA PRADESH,BHIND,ROUN(MIHONA),2,0,2,0,4
MADHYA PRADESH,BHOPAL,BERASIA,1067,25,22,346,1460
MADHYA PRADESH,BHOPAL,FUNDA,15,750,0,120,885
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,819,47,6,271,1143
MADHYA PRADESH,CHHATARPUR,BIJAWAR,267,45,39,266,617
MADHYA PRADESH,CHHATARPUR,BUXWAHA,157,46,0,25,228
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,117,125,5,41,288
MADHYA PRADESH,CHHATARPUR,GAURIHAR,49,0,4,102,155
MADHYA PRADESH,CHHATARPUR,LAUNDI,91,0,0,115,206
MADHYA PRADESH,CHHATARPUR,NOWGONG,355,120,1,180,656
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,188,0,0,270,458
MADHYA PRADESH,CHHINDWARA,BICHHUA,0,0,0,1,1
MADHYA PRADESH,CHHINDWARA,CHHINDWADA,72,0,0,172,244
MADHYA PRADESH,CHHINDWARA,CHOURAI,1,0,0,0,1
MADHYA PRADESH,CHHINDWARA,PARASIA,254,68,50,0,372
MADHYA PRADESH,CHHINDWARA,TAMIA,35,17,0,6,58
MADHYA PRADESH,DAMOH,BATIYAGHAR,325,44,12,39,420
MADHYA PRADESH,DAMOH,DAMOH,1693,348,90,579,2710
MADHYA PRADESH,DAMOH,HATTA,578,215,15,478,1286
MADHYA PRADESH,DAMOH,JABERA,23,72,142,280,517
MADHYA PRADESH,DAMOH,PATERA,768,286,84,399,1537
MADHYA PRADESH,DAMOH,PATHARIA,1551,138,3,6,1698
MADHYA PRADESH,DAMOH,TENDUKHEDA,815,345,156,813,2129
MADHYA PRADESH,DATIA,BHANDER,200,1,0,33,234
MADHYA PRADESH,DATIA,DATIA,152,36,92,20,300
MADHYA PRADESH,DEWAS,BAGLEE,322,1,1,101,425
MADHYA PRADESH,DEWAS,DEWAS,181,1,1,0,183
MADHYA PRADESH,DEWAS,KANNOD,380,33,3,446,862
MADHYA PRADESH,DEWAS,KHATEGAON,516,3,0,35,554
MADHYA PRADESH,DEWAS,SONKUCH,123,22,0,3,148
MADHYA PRADESH,DEWAS,TONKHURD,86,6,0,0,92
MADHYA PRADESH,DHAR,BADNAWER,419,25,12,0,456
MADHYA PRADESH,DHAR,BAGH,174,28,3,124,329
MADHYA PRADESH,DHAR,DAHI,21,12,6,1,40
MADHYA PRADESH,DHAR,DHAR,0,6,0,0,6
MADHYA PRADESH,DHAR,DHARAMPURI,80,546,5,11,642
MADHYA PRADESH,DHAR,GANDHWANI,395,18,4,0,417
MADHYA PRADESH,DHAR,KUKSHI,5,120,38,72,235
MADHYA PRADESH,DHAR,MANAWAR,380,341,29,0,750
MADHYA PRADESH,DHAR,NALACHHA,181,37,36,6,260
MADHYA PRADESH,DHAR,NISARPUR,647,156,325,37,1165
MADHYA PRADESH,DHAR,SARDARPUR,488,70,36,0,594
MADHYA PRADESH,DHAR,TIRLA,129,17,1,0,147
MADHYA PRADESH,DHAR,UMARBAN,7,13,1,9,30
MADHYA PRADESH,DINDORI,DINDORI,24,0,2,1,27
MADHYA PRADESH,DINDORI,SAMNAPUR,43,0,2,8,53
MADHYA PRADESH,DINDORI,SHAHPURA,116,0,0,11,127
MADHYA PRADESH,GUNA,ARON,404,22,0,13,439
MADHYA PRADESH,GUNA,ASHOKNAGAR,2538,76,19,126,2759
MADHYA PRADESH,GUNA,BAMORI,566,13,54,612,1245
MADHYA PRADESH,GUNA,CHANCHODA,374,4,4,233,615
MADHYA PRADESH,GUNA,CHANDERI,749,0,0,0,749
MADHYA PRADESH,GUNA,EHSAGADH,896,254,1,86,1237
MADHYA PRADESH,GUNA,GUNA,361,19,17,554,951
MADHYA PRADESH,GUNA,MUNGAWALI,2093,106,8,554,2761
MADHYA PRADESH,GUNA,RAGHOGARH,1892,39,57,118,2106
MADHYA PRADESH,GWALIOR,BHITARWAR,0,7,37,79,123
MADHYA PRADESH,GWALIOR,DABRA,6,1,163,164,334
MADHYA PRADESH,GWALIOR,GHATIGAWAN,7,15,291,167,480
MADHYA PRADESH,GWALIOR,MORAR,0,0,60,25,85
MADHYA PRADESH,HARDA,HARDA,1997,259,35,113,2404
MADHYA PRADESH,HARDA,KHIRKIYA,807,142,11,9,969
MADHYA PRADESH,HARDA,TIMARNI,757,43,3,9,812
MADHYA PRADESH,HOSHANGABAD,BABAI,413,38,37,305,793
